50_50,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_no_touch,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,ab318ce0-5e47-44d5-adf7-f0e84dbc8085,1,,,3900626,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Gazélec Ajaccio,160,,0,,,,,,,,,,,,,,,,"{'formation': 352, 'lineup': [{'player': {'id': 401508, 'name': 'Clément Maury'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 7808, 'name': 'Roderic Filippi'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 4}, {'player': {'id': 2953, 'name': 'Abdou Kader Mangane'}, 'position': {'id': 4, 'name': 'Center Back'}, 'jersey_number': 15}, {'player': {'id': 3207, 'name': 'Pablo Jean Antoine Martínez'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 21}, {'player': {'id': 90746, 'name': 'Alassane Touré'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'jersey_number': 13}, {'player': {'id': 4352, 'name': 'Issiaga Sylla'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'jersey_number': 3}, {'player': {'id': 401507, 'name': 'Jérôme Le Moigne'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 310534, 'name': 'Louis Poggi'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 20}, {'player': {'id': 31911, 'name': 'Damjan Đoković'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 23}, {'player': {'id': 5726, 'name': 'Khalid Boutaïb'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 9}, {'player': {'id': 7721, 'name': 'John Tshibumbu'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 24}]}",Gazélec Ajaccio,160,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,55ffed98-35a4-4f01-808c-645470cab7dc,2,,,3900626,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Gazélec Ajaccio,160,,0,,,,,,,,,,,,,,,,"{'formation': 442, 'lineup': [{'player': {'id': 3322, 'name': 'Jonas Lössl'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 20199, 'name': 'Lars Christian Jacobsen'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 2936, 'name': 'Christophe Kerbrat'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 29}, {'player': {'id': 3124, 'name': 'Jérémy Sorbon'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 15}, {'player': {'id': 7308, 'name': 'Laurent Dos Santos'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 20}, {'player': {'id': 401512, 'name': 'Lionel Mathis'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 18}, {'player': {'id': 3348, 'name': 'Younousse Sankharé'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 13}, {'player': {'id': 3122, 'name': 'Yannis Salibur'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 19}, {'player': {'id': 4434, 'name': 'Thibault Giresse'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 26}, {'player': {'id': 3213, 'name': 'Jimmy Briand'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 23}, {'player': {'id': 20027, 'name': 'Mevlüt Erdinç'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 28}]}",Guingamp,142,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,54b063e8-cc9b-4a3e-8529-a7ba20ebbe69,3,,,3900626,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Gazélec Ajaccio,160,['70b2e86b-4267-4786-91c1-3087afdbf187'],0,,,,,,,,,,,,,,,,,Gazélec Ajaccio,160,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,70b2e86b-4267-4786-91c1-3087afdbf187,4,,,3900626,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Gazélec Ajaccio,160,['54b063e8-cc9b-4a3e-8529-a7ba20ebbe69'],0,,,,,,,,,,,,,,,,,Guingamp,142,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,2b14b21b-3dd3-4329-9e38-eec2f977b444,1586,,,3900626,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,89,Gazélec Ajaccio,160,['114ccfd7-2d3c-4d2f-a368-efb100bbace5'],0,,,,,,,,,,,,,,,,,Gazélec Ajaccio,160,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,114ccfd7-2d3c-4d2f-a368-efb100bbace5,1587,,,3900626,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,89,Gazélec Ajaccio,160,['2b14b21b-3dd3-4329-9e38-eec2f977b444'],0,,,,,,,,,,,,,,,,,Guingamp,142,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,,0.730406,,,,,,,,,,,,444fa71e-9642-4bb4-a251-6c12a1f712e7,5,,"[60.0, 40.0]",3900626,0,,,,,1.9416876,,Right Foot,,,,"[59.3, 41.8]",Ground Pass,,1.9313208,,,,Khalid Boutaïb,5726.0,,,,,Kick Off,1,From Kick Off,John Tshibumbu,7721.0,Left Center Forward,2,Gazélec Ajaccio,160,['a6e6a489-ce40-4d50-b8cb-35ae9213245d'],1,,,,,,,,,,,,,,,,,Gazélec Ajaccio,160,00:00:01.542,Pass,
,,,,,,,,,,,,,,,,,,,2.355291,,,,,,,,,,,,1c7adbc2-a485-4e17-9629-8a6d54a7e26c,8,,"[58.6, 41.9]",3900626,0,,,,,-2.4647882,,Right Foot,,,,"[29.1, 18.2]",Ground Pass,,37.840984,,,,Pablo Jean Antoine Martínez,3207.0,,,,,,1,From Kick Off,Khalid Boutaïb,5726.0,Right Center Forward,2,Gazélec Ajaccio,160,['a198a314-a531-4b5b-bcf2-574c49446849'],2,,,,,,,,,,,,,,,,,Gazélec Ajaccio,160,00:00:02.550,Pass,
,,,,,,,,,,,,,,,,,,,3.486826,,,,,,,,,,,,7040a791-4955-479a-b62c-5819354b2800,11,,"[31.0, 7.6]",3900626,0,,,,,0.19160038,,Left Foot,,,,"[90.8, 19.2]",High Pass,,60.914696,,,,John Tshibumbu,7721.0,,,,,,1,From Kick Off,Pablo Jean Antoine Martínez,3207.0,Left Center Back,2,Gazélec Ajaccio,160,['68970841-68d5-4333-b3e0-4048c3405905'],6,,,,,,,,,,,,,,,,,Gazélec Ajaccio,160,00:00:06.785,Pass,
,,,,,,,,,,,,,,,,,,,2.284815,,,,,,,,,,,,e0cb3b29-baca-4f56-b110-8cea686d60f3,16,,"[88.0, 19.6]",3900626,0,,,,,1.4735432,,Right Foot,,,,"[90.8, 48.3]",High Pass,,28.836262,,Incomplete,,Louis Poggi,310534.0,,,,,,1,From Kick Off,John Tshibumbu,7721.0,Left Center Forward,2,Gazélec Ajaccio,160,"['24cc52f1-3bed-465f-873f-6845c6bf70e7', 'b5844814-c878-477b-aafc-848773d750da', 'cae5d659-32c9-49ba-bd9c-abc1e9bfd31c']",10,,,,,,,,,,,,,,,,,Gazélec Ajaccio,160,00:00:10.931,Pass,True
