50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,0.529018,,,,,,,,,,,a1113f71-a435-4e08-a79b-97591542971b,21,,"[105.5, 0.1]",3829521,0,,True,,,2.4248693,,,,,"[95.4, 8.9]",Low Pass,,13.395895,,,,Wahbi Khazri,3196.0,,,,,Throw-in,1,From Throw In,Maxime Poundjé,4442.0,Left Back,3,Bordeaux,146,['34da0204-6c35-4332-91b8-8a47aca4ac35'],16,,,,,,,,,,,,,,,,Bordeaux,146,00:00:16.922,Pass,
,,,,,,,,,,,,,,1.069426,,,,,,,,,,,232bd513-ffa2-4a2b-9087-c988a11504a1,26,,"[82.4, 5.9]",3829521,0,,,,,-3.066546,,Right Foot,,,"[69.1, 4.9]",Ground Pass,,13.337541,,,,Jaroslav Plašil,3150.0,,,,,,1,From Throw In,Wahbi Khazri,3196.0,Left Midfield,3,Bordeaux,146,['b3af65e4-3f72-4e80-be0c-1408c517eb39'],21,,,,,,,,,,,,,,,,Bordeaux,146,00:00:21.708,Pass,
,,,,,,,,,,,,,,2.127449,,,,,,,,,,,a47ce405-0aac-4af5-b7f5-a477a2ba336b,29,,"[69.1, 4.9]",3829521,0,,,,,1.9231735,,Right Foot,,,"[55.2, 42.7]",Ground Pass,,40.27468,,,,Ludovic Lamine Sané,8385.0,,,,,,1,From Throw In,Jaroslav Plašil,3150.0,Right Defensive Midfield,3,Bordeaux,146,['798c0ef0-d99d-4950-8e34-790f6bc3ba08'],23,,,,,,,,,,,,,,,,Bordeaux,146,00:00:23.743,Pass,
,,,,,,,,,,,,,,1.901838,,,,,,,,,,,1299f75d-1100-4d4e-86fe-ded31393037d,32,,"[54.8, 42.7]",3829521,0,,,,,1.232002,,Right Foot,,,"[65.9, 74.2]",Ground Pass,,33.398502,,,,Frédéric Guilbert,2946.0,,,,,,1,From Throw In,Ludovic Lamine Sané,8385.0,Right Center Back,3,Bordeaux,146,['2420c0d9-2147-470a-8999-4702ceaa74f7'],26,,,,,,,,,,,,,,,,Bordeaux,146,00:00:26.665,Pass,
,,,,,,,,,,,,,,0.724822,,,,,,,,,,,d10b277d-9ef6-41ad-9e3d-8e7ffda144fa,35,,"[65.9, 74.2]",3829521,0,,,,,-1.6622833,,Right Foot,,,"[64.9, 63.3]",Ground Pass,,10.945775,,,,Clément Chantôme,7552.0,,,,,,1,From Throw In,Frédéric Guilbert,2946.0,Right Back,3,Bordeaux,146,['80766a6b-fa36-4346-9882-69202a1cf8e9'],30,,,,,,,,,,,,,,,,Bordeaux,146,00:00:30.722,Pass,
,,,,,,,,,,,,,,0.510523,,,,,,,,,,,28c0f4a6-435e-4946-93ed-5f904b91e3a2,38,,"[64.9, 63.3]",3829521,0,,,,,0.4636476,,Right Foot,,,"[71.3, 66.5]",Ground Pass,,7.1554174,,,,Henri Saivet,5110.0,,,,,,1,From Throw In,Clément Chantôme,7552.0,Left Defensive Midfield,3,Bordeaux,146,['9964adbc-48b2-40fb-b61d-3389bc9f995a'],31,,,,,,,,,,,,,,,,Bordeaux,146,00:00:31.522,Pass,
,,,,,,,,,,,,,,1.124865,,,,,,,,,,,ab06e9fc-32c2-48f5-9085-6a27d34f7993,42,,"[97.2, 66.9]",3829521,0,,,,,0.73837405,,Right Foot,,,"[106.1, 75.0]",Ground Pass,,12.034118,,,,Frédéric Guilbert,2946.0,,,,,,1,From Throw In,Henri Saivet,5110.0,Right Midfield,3,Bordeaux,146,['21115154-b498-4c45-9ab1-391639541352'],36,,,,,,,,,,,,,,,,Bordeaux,146,00:00:36.862,Pass,
,,,,,,,,,,,,,,1.934893,,,,,,,,,,,0cc9a364-69d9-4091-86b5-1fc1c39a5a72,45,,"[106.1, 75.0]",3829521,0,,,,,-1.7074395,,Right Foot,True,,"[100.6, 35.0]",High Pass,,40.376354,,,,Wahbi Khazri,3196.0,,True,,,,1,From Throw In,Frédéric Guilbert,2946.0,Right Back,3,Bordeaux,146,['47acfd44-0cf1-4400-a134-8312bd8704b4'],38,,,,,,,,,,,,,,,,Bordeaux,146,00:00:38.052,Pass,
,,,,,,,,,,,,,,3.053392,,,,,,,,,,,b93d8805-33bb-420d-93c9-a420acf6af45,49,,"[99.9, 36.3]",3829521,0,,,,,0.7028792,,Right Foot,,,"[114.3, 48.5]",Low Pass,,18.873262,,Incomplete,,Diego Alejandro Rolan Silva,6739.0,,,,,,1,From Throw In,Wahbi Khazri,3196.0,Left Midfield,3,Bordeaux,146,"['2b048d38-971b-403d-944c-bab0cf04a7e6', '3e3d30a6-5804-4283-95b5-edf003d0eb30']",40,,,,,,,,,,,,,,,,Bordeaux,146,00:00:40.704,Pass,
,,,,,,,,,,,,,,2.181625,,,,,,,,,,,4c3da55c-dd65-480a-8e29-344db1999573,53,,"[9.9, 31.8]",3829521,0,,,,,-0.15253717,,Drop Kick,,,"[76.9, 21.5]",High Pass,,67.787094,,Incomplete,,Corentin Jean,3010.0,,,,,,1,From Throw In,Paul Bernardoni,7193.0,Goalkeeper,3,Bordeaux,146,"['bf1c8e30-8440-4280-8a71-671c938f1840', 'c6d68e65-2584-413b-bb7e-81c88650cde4']",53,,,,,,,,,,,,,,,,Troyes,133,00:00:53.077,Pass,
,,,,,,,,,,,,,,0.975575,,,,,,,,,,,c6d68e65-2584-413b-bb7e-81c88650cde4,55,,"[43.2, 58.6]",3829521,0,,True,,,0.22011892,,Right Foot,,,"[65.1, 63.5]",Low Pass,,22.441479,,,,Henri Saivet,5110.0,,,,,Recovery,1,Regular Play,Clément Chantôme,7552.0,Left Defensive Midfield,4,Bordeaux,146,"['4c3da55c-dd65-480a-8e29-344db1999573', '5dab27cd-e03a-4d1a-80f1-63a9ed02da3d']",55,,,,,,,,,,,,,,,,Bordeaux,146,00:00:55.258,Pass,
,,,,,,,,,,,,,,1.547759,,,,,,,,,,,659fd65d-be8b-4b86-8ca6-53eabfaec95b,59,,"[62.7, 63.3]",3829521,0,,,,,2.4329665,,Right Foot,,,"[52.2, 72.3]",Low Pass,,13.829317,,,,Frédéric Guilbert,2946.0,,,,,,1,Regular Play,Henri Saivet,5110.0,Right Midfield,4,Bordeaux,146,"['45e2cbc3-74ce-4f00-98a3-d46bbd8b4325', 'daffae7c-dadc-43d5-904e-dae2f9f21ff2']",56,,,,,,,,,,,,,,,,Bordeaux,146,00:00:56.296,Pass,True
,,,,,,,,,,,,,,1.187453,,,,,,,,,,,3a125db6-35b2-48f3-a6e7-02f02653f911,66,,"[48.0, 74.0]",3829521,0,,,,,-2.640772,,Right Foot,,,"[38.5, 68.8]",Ground Pass,,10.83005,,,,Ludovic Lamine Sané,8385.0,,,,,,1,Regular Play,Frédéric Guilbert,2946.0,Right Back,4,Bordeaux,146,['703b3d80-6950-4fc5-b4ea-72f32462483f'],58,,,,,,,,,,,,,,,,Bordeaux,146,00:00:58.771,Pass,
,,,,,,,,,,,,,,1.780818,,,,,,,,,,,fa3143b0-ef48-4bb2-85c5-b06d8c94a06c,69,,"[38.5, 68.8]",3829521,1,,,,,-1.903036,,Right Foot,,,"[32.6, 51.7]",Ground Pass,,18.089224,,,,Pablo Nascimento Castro,4542.0,,,,,,1,Regular Play,Ludovic Lamine Sané,8385.0,Right Center Back,4,Bordeaux,146,['917e685c-167b-4bc0-bb82-55c90df6b1ac'],0,,,,,,,,,,,,,,,,Bordeaux,146,00:01:00.552,Pass,
,,,,,,,,,,,,,,1.341877,,,,,,,,,,,ede7f740-a4a4-4ecb-86d8-5b759c171030,72,,"[42.6, 44.9]",3829521,1,,,,,-1.4619842,,Right Foot,,,"[45.2, 21.1]",Ground Pass,,23.941595,,,,Jaroslav Plašil,3150.0,,,,,,1,Regular Play,Pablo Nascimento Castro,4542.0,Left Center Back,4,Bordeaux,146,['aff79b30-7754-4028-ba2c-00c53084b4cb'],3,,,,,,,,,,,,,,,,Bordeaux,146,00:01:03.839,Pass,
,,,,,,,,,,,,,,0.658144,,,,,,,,,,,9b5dae8e-18dc-4e1d-99c7-0bddec5de406,75,,"[50.7, 20.7]",3829521,1,,,,,-0.44344833,,Right Foot,,,"[58.7, 16.9]",Ground Pass,,8.856636,,,,Wahbi Khazri,3196.0,,,,,,1,Regular Play,Jaroslav Plašil,3150.0,Right Defensive Midfield,4,Bordeaux,146,['22b3cf10-1104-46a2-8673-cc25e254c335'],6,,,,,,,,,,,,,,,,Bordeaux,146,00:01:06.551,Pass,
,,,,,,,,,,,,,,0.987641,,,,,,,,,,,d1035bd9-3b7c-40ae-989f-d1869e2fb36a,78,,"[58.7, 16.9]",3829521,1,,,,,-2.6011732,,Right Foot,,,"[53.7, 13.9]",Ground Pass,,5.8309517,,,,Maxime Poundjé,4442.0,,,,,,1,Regular Play,Wahbi Khazri,3196.0,Left Midfield,4,Bordeaux,146,['8a5d8be5-6491-4fd0-9e3a-c8d11143027a'],7,,,,,,,,,,,,,,,,Bordeaux,146,00:01:07.323,Pass,
,,,,,,,,,,,,,,1.593416,,,,,,,,,,,1dfee529-7e8e-4608-a887-f034544af95e,84,,"[51.8, 4.7]",3829521,1,,,,,2.2937758,,Right Foot,,,"[41.3, 16.6]",Ground Pass,,15.870098,,,,Pablo Nascimento Castro,4542.0,,,,,Recovery,1,Regular Play,Wahbi Khazri,3196.0,Left Midfield,4,Bordeaux,146,['32dba1b2-17ce-4c6b-8ada-606e108c82ce'],12,,,,,,,,,,,,,,,,Bordeaux,146,00:01:12.285,Pass,
,,,,,,,,,,,,,,1.892184,,,,,,,,,,,d4700bd5-352a-4040-b6b3-43445247506b,87,,"[37.7, 18.6]",3829521,1,,,,,1.7085061,,Right Foot,,,"[32.6, 55.4]",Ground Pass,,37.151714,,,,Ludovic Lamine Sané,8385.0,,,,,,1,Regular Play,Pablo Nascimento Castro,4542.0,Left Center Back,4,Bordeaux,146,['55543e60-f5bb-4e94-ba11-f77b065f28ff'],15,,,,,,,,,,,,,,,,Bordeaux,146,00:01:15.028,Pass,
,,,,,,,,,,,,,,0.918932,,,,,,,,,,,750b2726-353b-4f11-b49c-620de11b25f1,90,,"[40.3, 56.6]",3829521,1,,,,,0.5659676,,Right Foot,,,"[48.8, 62.0]",Ground Pass,,10.070253,,,,Clément Chantôme,7552.0,,,,,,1,Regular Play,Ludovic Lamine Sané,8385.0,Right Center Back,4,Bordeaux,146,['d0d0cddd-c376-4609-a538-1df6bd644e8c'],18,,,,,,,,,,,,,,,,Bordeaux,146,00:01:18.549,Pass,
,,,,,,,,,,,,,,1.064087,,,,,,,,,,,1ba731d9-bce2-4d65-bc84-9b216bcd7c13,93,,"[58.0, 64.1]",3829521,1,,,,,-0.029620964,,Right Foot,,,"[71.5, 63.7]",Ground Pass,,13.505924,,,,Henri Saivet,5110.0,,,,,,1,Regular Play,Clément Chantôme,7552.0,Left Defensive Midfield,4,Bordeaux,146,['3b00cef4-2755-4443-bce5-3c8bec26288e'],21,,,,,,,,,,,,,,,,Bordeaux,146,00:01:21.419,Pass,
,,,,,,,,,,,,,,0.824626,,,,,,,,,,,45be7a73-e341-4ead-a378-1aca90ee77bb,96,,"[71.5, 63.7]",3829521,1,,,,,-3.01975,,Right Foot,,,"[66.6, 63.1]",Ground Pass,,4.936598,,Incomplete,,Clément Chantôme,7552.0,,,,,,1,Regular Play,Henri Saivet,5110.0,Right Midfield,4,Bordeaux,146,"['0677f3fc-c2be-4059-9e80-2a79642b86b2', 'afe71142-fb9c-4b31-8296-eebd3600d35a']",22,,,,,,,,,,,,,,,,Bordeaux,146,00:01:22.485,Pass,
,,,,,,,,,,,,,,0.734037,,,,,,,,,,,3492b9ad-c4f5-40ac-b5a1-e57272842f9f,101,,"[55.7, 3.1]",3829521,1,,,,,0.18575314,,Left Foot,,,"[70.6, 5.9]",Ground Pass,,15.160805,,,,Corentin Jean,3010.0,,,,,,1,Regular Play,Jessy Pi,7415.0,Left Defensive Midfield,5,Troyes,133,"['0c1dd8ec-9cc2-4c9f-a357-b8e5a60d6531', '21bab07e-31cc-474f-bb39-1e698d4d1452']",26,,,,,,,,,,,,,,,,Troyes,133,00:01:26.588,Pass,True
,,,,,,,,,,,,,,0.851888,,,,,,,,,,,7111f751-c7d9-4a6b-8773-44097921ff5a,107,,"[67.7, 0.1]",3829521,1,,,,,2.0287943,,,,,"[64.2, 7.2]",Low Pass,,7.915807,,,,Jessy Pi,7415.0,,,,,Throw-in,1,From Throw In,Mouhamadou Dabo,26752.0,Left Back,6,Troyes,133,['6f8f5e1b-ebba-4c32-9359-adaec927f933'],38,,,,,,,,,,,,,,,,Troyes,133,00:01:38.213,Pass,
,,,,,,,,,,,,,,3.039184,,,,,,,,,,,6515694f-862e-4c65-a8e8-a02dff27a2c2,111,,"[62.1, 19.4]",3829521,1,,,,,1.7138623,,Right Foot,,,"[55.2, 67.3]",Ground Pass,,48.39442,,,,Jonathan Martins-Pereira,3364.0,,True,,,,1,From Throw In,Jessy Pi,7415.0,Left Defensive Midfield,6,Troyes,133,['74cc1e25-dd4e-4e9f-ae19-b3af7cb2edc8'],43,,,,,,,,,,,,,,,,Troyes,133,00:01:43.013,Pass,
,,,,,,,,,,,,,,3.260247,,,,,,,,,,,48513679-8924-4349-95c9-fd4e880b0fff,115,,"[63.8, 70.3]",3829521,1,,,,,-0.0041928478,,Right Foot,,,"[111.5, 70.1]",Low Pass,,47.70042,,Incomplete,,Stéphane Darbion,2993.0,,,,,,1,From Throw In,Jonathan Martins-Pereira,3364.0,Right Back,6,Troyes,133,"['1bf9e195-0608-4746-b77a-6a03c11304d2', 'ca30b250-bcc0-4eb5-b916-8d28127ed0a7', 'ccc8112f-6fd6-44f3-be07-352bf6fdd71a']",47,,,,,,,,,,,,,,,,Troyes,133,00:01:47.438,Pass,True
,,,,,,,,,,,,,,2.747663,,,,,,,,,,,8b65a42b-4f0f-4506-9c55-812386e964d0,122,,"[5.0, 0.1]",3829521,2,,,,,0.23164612,,,,,"[35.1, 7.2]",High Pass,,30.92604,,,,Wahbi Khazri,3196.0,,,,,Throw-in,1,From Throw In,Maxime Poundjé,4442.0,Left Back,7,Bordeaux,146,['885880d6-998e-48aa-a7aa-f1f204a69ab0'],6,,,,,,,,,,,,,,,,Bordeaux,146,00:02:06.909,Pass,
,,,,,,,,,,,,,,2.891956,,,,,,,,,,,8c75bfdf-16a1-4eda-ad8e-3442957cf7a4,127,,"[79.6, 80.0]",3829521,2,,,,,-2.524752,,,,,"[49.0, 58.3]",Low Pass,,37.513332,,,,Chris Mavinga,18162.0,,,,,Throw-in,1,From Throw In,Jessy Pi,7415.0,Left Defensive Midfield,8,Troyes,133,['f8914ca5-effc-4c08-acca-2ec561a86846'],12,,,,,,,,,,,,,,,,Troyes,133,00:02:12.636,Pass,
,,,,,,,,,,,,,,1.276934,,,,,,,,,,,2bddce16-d9cc-4a11-8264-8a9972d9d6c2,130,,"[50.1, 24.3]",3829521,2,,,,,-0.02246813,,Left Foot,,,"[67.9, 23.9]",Ground Pass,,17.804493,,,,Benjamin Nivet,3002.0,,,,,,1,From Throw In,Chris Mavinga,18162.0,Left Center Back,8,Troyes,133,['d9ed8da7-0496-4e57-a4d8-fcb38c7fb431'],21,,,,,,,,,,,,,,,,Troyes,133,00:02:21.103,Pass,
,,,,,,,,,,,,,,1.708258,,,,,,,,,,,3c80a7ef-0bf5-4525-a7f3-54670b54ec6e,134,,"[64.4, 18.3]",3829521,2,,,,,-2.6113768,,Left Foot,,,"[44.1, 6.4]",Ground Pass,,23.53083,,,,Chris Mavinga,18162.0,,,,,,1,From Throw In,Benjamin Nivet,3002.0,Center Attacking Midfield,8,Troyes,133,"['3e528cc1-7fc3-457e-b2d7-557e3ad36676', '49b4249b-8cf2-4ea2-8067-86867f223642']",25,,,,,,,,,,,,,,,,Troyes,133,00:02:25.015,Pass,True
,,,,,,,,,,,,,,2.592956,,,,,,,,,,,154f9539-c98d-4def-a5d0-79d010a9681b,138,,"[49.0, 3.8]",3829521,2,,,,,0.34268147,,Left Foot,,,"[86.0, 17.0]",High Pass,,39.284092,,Incomplete,,Corentin Jean,3010.0,,,,,,1,From Throw In,Chris Mavinga,18162.0,Left Center Back,8,Troyes,133,"['4347161a-0bad-49aa-b245-8943164b2e7c', '5ec95ecc-f35b-4574-9d11-4f7ca8945b85', '8aaab1ad-67ae-4797-be5d-78153e081f46']",27,,,,,,,,,,,,,,,,Troyes,133,00:02:27.921,Pass,True
,,,,,,,,,,,,,,2.484397,,,,,,,,,,,4347161a-0bad-49aa-b245-8943164b2e7c,141,,"[34.1, 63.1]",3829521,2,,,,True,-0.9070172,,,,,"[42.0, 53.0]",Low Pass,,12.822637,,,,Wahbi Khazri,3196.0,,,,,Recovery,1,From Throw In,Ludovic Lamine Sané,8385.0,Right Center Back,8,Troyes,133,"['154f9539-c98d-4def-a5d0-79d010a9681b', '16f5728d-fb3a-4428-9eb3-959340159444', 'a2865d04-9be3-4b5d-8ba0-a982bc40cea8']",30,,,,,,,,,,,,,,,,Bordeaux,146,00:02:30.514,Pass,True
,,,,,,,,,,,,,,1.272118,,,,,,,,,,,376974f8-e084-4afd-b014-a4b3fc250e6d,144,,"[46.7, 43.4]",3829521,2,,,,,2.721396,,Right Foot,,,"[42.0, 45.5]",Ground Pass,,5.147815,,Incomplete,,Clément Chantôme,7552.0,,,,,,1,From Throw In,Wahbi Khazri,3196.0,Left Midfield,8,Troyes,133,"['9060346b-2591-4d1b-ac08-8fce9ac94a0d', '93f7e68b-32d0-466e-9ac1-d9ae5d597bbb']",33,,,,,,,,,,,,,,,,Bordeaux,146,00:02:33.243,Pass,
,,,,,,,,,,,,,,0.7258,,,,,,,,,,,0a30ec37-772c-422e-aab4-669c8bd0583d,153,,"[117.3, 80.0]",3829521,2,,,,,-2.1446822,,,,,"[110.9, 70.1]",Low Pass,,11.788554,,,,Thomas Ayasse,7488.0,,,,,Throw-in,1,From Throw In,Stéphane Darbion,2993.0,Right Wing,9,Troyes,133,['ee2d0cc1-7ea9-482e-9ab9-7b6ed732fe03'],46,,,,,,,,,,,,,,,,Troyes,133,00:02:46.655,Pass,
