50_50,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,903a8268-26c9-4788-9857-833e3df08b01,1,,,3829461,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Marseille,147,,0,,,,,,,,,,,,,,,,"{'formation': 4141, 'lineup': [{'player': {'id': 3543, 'name': 'Steve Mandanda'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 30}, {'player': {'id': 3075, 'name': 'Javier Manquillo Gaitán'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 7472, 'name': ""Nicolas Alexis Julio N'Koulou Ndoubena""}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 3}, {'player': {'id': 8572, 'name': 'Karim Rekik'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 4}, {'player': {'id': 3261, 'name': 'Benjamin Mendy'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 23}, {'player': {'id': 3181, 'name': 'Lassana Diarra'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 10}, {'player': {'id': 15296, 'name': 'Romain Alessandrini'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 11}, {'player': {'id': 25199, 'name': 'Lucas Silva Borges'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 8}, {'player': {'id': 23933, 'name': 'Abdelaziz Barrada'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 19}, {'player': {'id': 3420, 'name': 'Rémy Cabella'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 13}, {'player': {'id': 3457, 'name': 'Michy Batshuayi Tunga'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 22}]}",Marseille,147,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,2d97c8c7-8d5f-46c3-968c-225fcd355ee7,2,,,3829461,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Marseille,147,,0,,,,,,,,,,,,,,,,"{'formation': 4141, 'lineup': [{'player': {'id': 24469, 'name': 'Jesper Hansen'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 401491, 'name': 'Yassine Jebbour'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 24}, {'player': {'id': 26481, 'name': 'Sébastien Squillaci'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 5}, {'player': {'id': 401194, 'name': 'François Modesto'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 20}, {'player': {'id': 4508, 'name': 'Julian Palmieri'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 15}, {'player': {'id': 4350, 'name': 'Yannick Cahuzac'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 18}, {'player': {'id': 7349, 'name': 'Gaël Danic'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 8}, {'player': {'id': 31711, 'name': 'Abdoulaye Sadio Diallo'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 2}, {'player': {'id': 7791, 'name': 'Seko Fofana'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 6}, {'player': {'id': 15689, 'name': 'Floyd Ayité'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 7}, {'player': {'id': 401541, 'name': 'Evaeverson Lemos da Silva Brandão'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 11}]}",Bastia,2736,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,4f2a9c8a-6390-4abc-9c70-46d5c81e7d13,3,,,3829461,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Marseille,147,['7428bcc5-bda5-4ca6-b164-4b54b1288599'],0,,,,,,,,,,,,,,,,,Bastia,2736,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,7428bcc5-bda5-4ca6-b164-4b54b1288599,4,,,3829461,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Marseille,147,['4f2a9c8a-6390-4abc-9c70-46d5c81e7d13'],0,,,,,,,,,,,,,,,,,Marseille,147,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,c34ea92d-2cd4-4273-b365-acaa69a8b3ef,1717,,,3829461,45,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,84,Bastia,2736,['904b9fcb-3501-44ed-8fe5-02142ae9aefc'],0,,,,,,,,,,,,,,,,,Marseille,147,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,904b9fcb-3501-44ed-8fe5-02142ae9aefc,1718,,,3829461,45,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,84,Bastia,2736,['c34ea92d-2cd4-4273-b365-acaa69a8b3ef'],0,,,,,,,,,,,,,,,,,Bastia,2736,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.556617,,,,,,,,,,,,89c39828-50b4-4a7f-9369-1201bd590a65,5,,"[61.0, 40.1]",3829461,0,,,,1.2490457,,Left Foot,,,"[61.6, 41.9]",,Ground Pass,,1.8973666,,,Abdoulaye Sadio Diallo,31711.0,,,,,Kick Off,1,From Kick Off,Evaeverson Lemos da Silva Brandão,401541.0,Center Forward,2,Bastia,2736,['501e900d-8995-4240-836d-a088349656cf'],0,,,,,,,,,,,,,,,,,Bastia,2736,00:00:00.902,Pass,
,,,,,,,,,,,,,,,,,1.783435,,,,,,,,,,,,5642a635-6e91-4671-9176-8059815559b4,7,,"[61.9, 41.9]",3829461,0,,,,-2.7874346,,Right Foot,,,"[38.1, 33.1]",,Ground Pass,,25.37479,,,François Modesto,401194.0,,,,,,1,From Kick Off,Abdoulaye Sadio Diallo,31711.0,Right Center Midfield,2,Bastia,2736,['01bcdd72-3c37-4252-9599-2ab183468bd8'],1,,,,,,,,,,,,,,,,,Bastia,2736,00:00:01.458,Pass,
,,,,,,,,,,,,,,,,,2.382527,,,,,,,,,,,,d62d2967-da38-4a65-a7fd-c42311d3c840,9,,"[38.3, 32.3]",3829461,0,,,,-1.305979,,Right Foot,,,"[44.7, 8.7]",,Ground Pass,,24.452402,,,Julian Palmieri,4508.0,,,,,,1,From Kick Off,François Modesto,401194.0,Left Center Back,2,Bastia,2736,['827c4fdc-023b-4abf-b7dd-6e1ea4f54e98'],3,,,,,,,,,,,,,,,,,Bastia,2736,00:00:03.242,Pass,
,,,,,,,,,,,,,,,,,3.617725,,,,,,,,,,,,c334694b-30e6-4283-b7de-9b1b84278649,11,,"[44.5, 8.5]",3829461,0,,,,2.321622,,Left Foot,,,"[12.4, 42.9]",,Low Pass,,47.050716,,,Jesper Hansen,24469.0,,,,,,1,From Kick Off,Julian Palmieri,4508.0,Left Back,2,Bastia,2736,['a29ee57b-7c21-4fce-9780-260615c12fa3'],5,,,,,,,,,,,,,,,,,Bastia,2736,00:00:05.624,Pass,
