ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_no_touch,dribble_nutmeg,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,a32b17c2-b882-4980-b2fe-6edc430c29d5,1,,,3901254,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Stade de Reims,156,,0,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 3980, 'name': 'Johny Placide'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 30}, {'player': {'id': 3248, 'name': 'Hamari Traoré'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 27}, {'player': {'id': 6648, 'name': 'Aïssa Mandi'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 23}, {'player': {'id': 401455, 'name': 'Mohamed Fofana'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 2}, {'player': {'id': 30291, 'name': 'Atila Turan'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 15}, {'player': {'id': 7815, 'name': 'Antoine Devaux'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 6}, {'player': {'id': 46801, 'name': 'Jaba Kankava'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 4}, {'player': {'id': 23761, 'name': 'Alhassane Bangoura'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 14}, {'player': {'id': 7635, 'name': 'Gaëtan Charbonnier'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 10}, {'player': {'id': 7363, 'name': 'Diego Rigonato Rodrigues'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 11}, {'player': {'id': 7367, 'name': 'Grejohn Kyei'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 29}]}",Stade de Reims,156,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,fa1b0fc3-8fa4-48d6-bfcd-209dfdb6cffb,2,,,3901254,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Stade de Reims,156,,0,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 2947, 'name': 'Anthony Lopes'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 3156, 'name': 'Rafael Pereira da Silva'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 20}, {'player': {'id': 4463, 'name': 'Mapou Yanga-Mbiwa'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 2}, {'player': {'id': 5492, 'name': 'Samuel Yves Umtiti'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 23}, {'player': {'id': 4895, 'name': 'Henri Bedimo Nsamè'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 6982, 'name': 'Maxime Gonalons'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 21}, {'player': {'id': 7355, 'name': 'Olivier Michel Kemen'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 24}, {'player': {'id': 3361, 'name': 'Clément Grenier'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 7}, {'player': {'id': 2948, 'name': 'Nabil Fekir'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 18}, {'player': {'id': 3162, 'name': 'Gnaly Maxwell Cornet'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 27}, {'player': {'id': 3451, 'name': 'Alexandre Lacazette'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 10}]}",Lyon,137,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,1fc354dd-89ba-4a14-95c4-19714b17851f,3,,,3901254,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Stade de Reims,156,['b80213c9-b209-4fb1-9231-b5069bba8281'],0,,,,,,,,,,,,,,,,,Stade de Reims,156,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,b80213c9-b209-4fb1-9231-b5069bba8281,4,,,3901254,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Stade de Reims,156,['1fc354dd-89ba-4a14-95c4-19714b17851f'],0,,,,,,,,,,,,,,,,,Lyon,137,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,c6dd7c81-94c0-4f6c-8bb4-2d84e52ca18a,1742,,,3901254,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,88,Lyon,137,['f2398082-4fb6-462c-997a-05c1af48144f'],0,,,,,,,,,,,,,,,,,Lyon,137,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,f2398082-4fb6-462c-997a-05c1af48144f,1743,,,3901254,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,88,Lyon,137,['c6dd7c81-94c0-4f6c-8bb4-2d84e52ca18a'],0,,,,,,,,,,,,,,,,,Stade de Reims,156,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.462916,,,,,,,,,,,,,,5d4cd25d-b911-44ac-880b-8d6c72701b3d,5,,"[61.0, 40.1]",3901254,0,,,,,2.2565258,,Right Foot,,,"[60.1, 41.2]",,Ground Pass,,1.421267,,,,,Gaëtan Charbonnier,7635.0,,,,,Kick Off,1,From Kick Off,Grejohn Kyei,7367.0,Center Forward,2,Stade de Reims,156,['41ec469e-6610-4f96-9629-0e7b1e9126f5'],0,,,,,,,,,,,,,,,,,Stade de Reims,156,00:00:00.519,Pass,
,,,,,,,,,,,,,,,,1.026316,,,,,,,,,,,,,,76d092bf-2c2f-4043-8267-b658a1037c3e,8,,"[60.4, 42.7]",3901254,0,,,,,2.9791036,,Right Foot,,,"[48.2, 44.7]",,Ground Pass,,12.362847,,,,,Aïssa Mandi,6648.0,,,,,,1,From Kick Off,Gaëtan Charbonnier,7635.0,Center Attacking Midfield,2,Stade de Reims,156,['4a41ebf3-1418-44e9-bc31-4ccb59c81acc'],1,,,,,,,,,,,,,,,,,Stade de Reims,156,00:00:01.022,Pass,
,,,,,,,,,,,,,,,,3.075872,,,,,,,,,,,,,,56f4b636-5e9a-4a29-968a-1ae7c868768c,11,,"[46.5, 46.2]",3901254,0,,,,,-0.8186664,,Right Foot,,,"[77.0, 13.6]",,High Pass,,44.64314,,,,,Atila Turan,30291.0,,,,,,1,From Kick Off,Aïssa Mandi,6648.0,Right Center Back,2,Stade de Reims,156,['3215dfb4-d610-428e-99ee-3e3972d9c42d'],3,,,,,,,,,,,,,,,,,Stade de Reims,156,00:00:03.000,Pass,
,,,,,,,,,,,,,,,,0.690215,,,,,,,,,,,,,,75a56ae2-f8f0-4968-8ce8-9dce99bdcbb5,15,,"[30.4, 80.0]",3901254,0,,,,,-1.2587543,,,,,"[33.4, 70.7]",,Low Pass,,9.771898,,,,,Alexandre Lacazette,3451.0,,,,,Throw-in,1,From Throw In,Rafael Pereira da Silva,3156.0,Right Back,3,Lyon,137,['241f3a61-0e97-4c6f-830a-1f74614a1c8d'],24,,,,,,,,,,,,,,,,,Lyon,137,00:00:24.887,Pass,
