50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,1.119724,,,,,,,,,,,,,,0ed4d5be-cad8-469d-aab7-ef1c10f3d73b,17,,"[34.8, 22.0]",3901183,0,,,,-0.5010134,,Right Foot,,,"[47.4, 15.1]",,Ground Pass,,14.365583,,,,,Adrien Rabiot,3026.0,,,,,,,1,From Kick Off,David Luiz Moreira Marinho,3956.0,Left Center Back,2,Paris Saint-Germain,131,['53c5a68c-5a8d-4ecc-99e1-aa42d0d74bfd'],6,,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:06.858,Pass,
,,,,,,,,,,,,,,,,1.933883,,,,,,,,,,,,,,30596e35-6f0c-4e5b-821b-384d005481b9,20,,"[48.2, 16.4]",3901183,0,,,,1.8925469,,Left Foot,,,"[40.7, 38.9]",,Ground Pass,,23.717083,,,,,Thiago Emiliano da Silva,3295.0,,,,,,,1,From Kick Off,Adrien Rabiot,3026.0,Left Center Midfield,2,Paris Saint-Germain,131,['767fe12b-15b9-4f8e-ab3a-e78f54562407'],10,,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:10.378,Pass,
,,,,,,,,,,,,,,,,1.465272,,,,,,,,,,,,,,adaef5e1-4a8a-4281-b7a2-ff39d20536ac,22,,"[41.8, 46.0]",3901183,0,,,,0.9143089,,Right Foot,,,"[51.2, 58.2]",,Ground Pass,,15.4012985,,,,,Ángel Fabián Di María Hernández,2995.0,,,,,,,1,From Kick Off,Thiago Emiliano da Silva,3295.0,Right Center Back,2,Paris Saint-Germain,131,['4ce5f2e0-38fc-4ea8-8ea8-c9df711ca553'],12,,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:12.312,Pass,
,,,,,,,,,,,,,,,,1.439621,,,,,,,,,,,,,,6a0ccdf7-f3e2-4994-b49e-824c3d1ae47f,25,,"[54.1, 61.0]",3901183,0,,,,0.6763435,,Left Foot,,,"[69.3, 73.2]",,Ground Pass,,19.49051,,,,,Gregory van der Wiel,20048.0,,,,,,,1,From Kick Off,Ángel Fabián Di María Hernández,2995.0,Right Wing,2,Paris Saint-Germain,131,['7f5f7107-3a8c-4f17-a255-591becf8340e'],15,,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:15.236,Pass,
,,,,,,,,,,,,,,,,2.050647,,,,,,,,,,,,,,ac809371-c30f-4c9e-aca6-1bac43387b19,28,,"[69.1, 71.1]",3901183,0,,,,-2.55359,,Right Foot,,,"[43.3, 53.9]",,Ground Pass,,31.00774,,,,,Thiago Emiliano da Silva,3295.0,,,,,,,1,From Kick Off,Gregory van der Wiel,20048.0,Right Back,2,Paris Saint-Germain,131,['d1559135-713e-4253-a676-ede782bbc194'],17,,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:17.810,Pass,
,,,,,,,,,,,,,,,,1.824399,,,,,,,,,,,,,,6e16f148-9207-4304-a597-0405a52bf62b,31,,"[47.8, 52.6]",3901183,0,,,,-1.5152978,,Left Foot,,,"[49.5, 22.0]",,Ground Pass,,30.647186,,,,,David Luiz Moreira Marinho,3956.0,,,,,,,1,From Kick Off,Thiago Emiliano da Silva,3295.0,Right Center Back,2,Paris Saint-Germain,131,['1ec4e861-f030-46e3-8fe6-31436b7c577c'],21,,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:21.428,Pass,
,,,,,,,,,,,,,,,,1.256324,,,,,,,,,,,,,,68d9ee25-3401-489a-94d2-8ad5bd875baf,34,,"[49.8, 19.2]",3901183,0,,,,-1.0937567,,Right Foot,,,"[59.0, 1.4]",,Ground Pass,,20.036966,,,,,Layvin Kurzawa,4326.0,,,,,,,1,From Kick Off,David Luiz Moreira Marinho,3956.0,Left Center Back,2,Paris Saint-Germain,131,['eb6abdbe-0dea-4b0b-a96e-128e452c2294'],25,,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:25.611,Pass,
,,,,,,,,,,,,,,,,0.733123,,,,,,,,,,,,,,eb43a8db-ce19-4818-a025-9e6eab57577e,37,,"[62.0, 3.3]",3901183,0,,,,2.220667,,Left Foot,,,"[52.5, 15.8]",,Ground Pass,,15.700318,,,,,David Luiz Moreira Marinho,3956.0,,,,,,,1,From Kick Off,Layvin Kurzawa,4326.0,Left Back,2,Paris Saint-Germain,131,['494a1df5-f8ed-4008-9b98-3feda74836ee'],28,,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:28.947,Pass,
,,,,,,,,,,,,,,,,1.650569,,,,,,,,,,,,,,7312a6b8-ccdd-4491-9d3e-c77a8cea572f,40,,"[51.7, 18.3]",3901183,0,,,,1.4464413,,Right Foot,,,"[55.1, 45.5]",,Ground Pass,,27.411676,,,,,Thiago Emiliano da Silva,3295.0,,,,,,,1,From Kick Off,David Luiz Moreira Marinho,3956.0,Left Center Back,2,Paris Saint-Germain,131,['e006394b-120b-47a7-aaad-f646d59ed970'],30,,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:30.983,Pass,
,,,,,,,,,,,,,,,,0.988724,,,,,,,,,,,,,,b6b95913-2606-4fdd-b78c-3619c4b5350b,43,,"[57.7, 53.7]",3901183,0,,,,1.0060453,,Right Foot,,,"[66.0, 66.8]",,Ground Pass,,15.508062,,,,,Javier Matías Pastore,4370.0,,,,,,,1,From Kick Off,Thiago Emiliano da Silva,3295.0,Right Center Back,2,Paris Saint-Germain,131,['b0831556-95b5-4031-8566-6e0d73e172d3'],34,,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:34.365,Pass,
,,,,,,,,,,,,,,,,1.256177,,,,,,,,,,,,,,4a54ec0d-7d89-4dab-8251-d3cad1fd7f0d,47,,"[63.1, 53.9]",3901183,0,,,,-2.8446677,,Right Foot,,,"[49.7, 49.8]",,Ground Pass,,14.013208,,,,,Thiago Emiliano da Silva,3295.0,,,,,,,1,From Kick Off,Javier Matías Pastore,4370.0,Right Center Midfield,2,Paris Saint-Germain,131,['c3162bf4-f4b7-423c-b2ef-e60e595d1950'],38,,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:38.262,Pass,
,,,,,,,,,,,,,,,,0.89528,,,,,,,,,,,,,,ba855cf2-c864-4b73-8c08-f4834b2123b3,50,,"[49.3, 49.8]",3901183,0,,,,-1.5179999,,Left Foot,,,"[50.6, 25.2]",,Ground Pass,,24.634325,,,,,David Luiz Moreira Marinho,3956.0,,,,,,,1,From Kick Off,Thiago Emiliano da Silva,3295.0,Right Center Back,2,Paris Saint-Germain,131,['12adc701-7d8e-49d0-b29f-842235f3826c'],40,,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:40.719,Pass,
,,,,,,,,,,,,,,,,1.384034,,,,,,,,,,,,,,f8b268b3-c7db-4fce-957c-9fb749ca75f6,53,,"[50.4, 24.1]",3901183,0,,,,1.2370942,,Right Foot,,,"[55.6, 39.1]",,Ground Pass,,15.875768,,,,,Javier Matías Pastore,4370.0,,,,,,,1,From Kick Off,David Luiz Moreira Marinho,3956.0,Left Center Back,2,Paris Saint-Germain,131,['ede90050-a361-4776-97c5-facf4731faff'],44,,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:44.814,Pass,
,,,,,,,,,,,,,,,,0.729944,,,,,,,,,,,,,,9d132876-f42a-406a-b303-bd189d6efc7a,56,,"[54.9, 36.5]",3901183,0,,,,-1.058008,,Right Foot,,,"[61.6, 24.6]",,Ground Pass,,13.6565,,,,,Adrien Rabiot,3026.0,,,,,,,1,From Kick Off,Javier Matías Pastore,4370.0,Right Center Midfield,2,Paris Saint-Germain,131,['41a82521-000f-4656-980a-3f6e7b3ef8c3'],48,,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:48.110,Pass,
,,,,,,,,,,,,,,,,0.848054,,,,,,,,,,,,,,cabe403f-3a3b-4e95-8787-99fa579d49ad,59,,"[62.8, 24.5]",3901183,0,,,,3.1282601,,Left Foot,,,"[55.3, 24.6]",,Ground Pass,,7.5006666,,,,,Javier Matías Pastore,4370.0,,,,,,,1,From Kick Off,Adrien Rabiot,3026.0,Left Center Midfield,2,Paris Saint-Germain,131,"['214f3143-81c2-4d84-967d-67bef5920a5d', '6d4e152f-644f-4c56-b09d-ea1e79f321bd']",48,,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:48.840,Pass,True
,,,,,,,,,,,,,,,,1.761713,,,,,,,,,,,,,,212e5474-c0c3-47de-a95c-4d19ff6bb3fc,63,,"[51.2, 25.4]",3901183,0,,,,1.3235346,,Right Foot,,,"[56.4, 46.0]",,Ground Pass,,21.246176,,,,,Ángel Fabián Di María Hernández,2995.0,,,,,,,1,From Kick Off,Javier Matías Pastore,4370.0,Right Center Midfield,2,Paris Saint-Germain,131,"['2335066c-48bc-445a-a962-06fa1d300925', 'd0c578e2-caa9-4ba3-af3c-6657c0453ec7']",50,,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:50.370,Pass,True
,,,,,,,,,,,,,,,,4.727438,,,,,,,,,,,,,,80655ce8-adcc-45d4-9fff-01445641f1eb,66,,"[60.7, 46.2]",3901183,0,,,,-0.63323575,,Left Foot,,,"[114.1, 7.0]",,High Pass,,66.24349,,,,,Zlatan Ibrahimović,3672.0,,,,,,,1,From Kick Off,Ángel Fabián Di María Hernández,2995.0,Right Wing,2,Paris Saint-Germain,131,['4aaca3e0-dd30-4b30-af52-0f7abb2ebfd4'],53,,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:53.477,Pass,
,,,,,,,,,,,,,,,,1.390631,,,,,,,,,,,,,,63034987-f6ad-4660-9f04-b74e8e80661d,70,,"[111.7, 4.0]",3901183,0,,,,-3.0023134,,Right Foot,,,"[101.0, 2.5]",,Ground Pass,,10.804628,,,,,Layvin Kurzawa,4326.0,,,,,,,1,From Kick Off,Zlatan Ibrahimović,3672.0,Center Forward,2,Paris Saint-Germain,131,"['1b4627a5-5ca5-4aa0-8357-d9442e701bbd', 'c37dffc4-f3b5-46b1-a862-8eb645f5f4ee']",59,,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:59.211,Pass,True
,,,,,,,,,,,,,,,,1.990569,,,,,,,,,,,,,,8034179c-31f0-4a2b-b6fd-426d1a301a06,79,,"[26.4, 69.9]",3901183,1,,,,-2.317253,,Right Foot,,,"[15.3, 57.9]",,Ground Pass,,16.34656,,,,,Carlos Eduardo de Castro Lourenço,401472.0,,,,,,,1,Regular Play,Fabien Camus,401470.0,Right Midfield,3,Troyes,133,"['9e63cb4f-f2d9-4b1f-bbba-c85223ea6d91', 'f7228661-7fbf-4422-a60d-0819f322c5d4']",7,,,,,,,,,,,,,,,,,,,Troyes,133,00:01:07.824,Pass,True
,,,,,,,,,,,,,,,,1.045362,,,,,,,,,,,,,,80748208-cd38-4908-9338-532e6950b52e,82,,"[14.6, 58.6]",3901183,1,,,,0.47630516,,Left Foot,,,"[30.3, 66.7]",,Ground Pass,,17.666351,,,,,Fabien Camus,401470.0,,,,,,,1,Regular Play,Carlos Eduardo de Castro Lourenço,401472.0,Right Center Back,3,Troyes,133,['a493465a-ed0a-44f1-90ef-4b6cc51cadb1'],10,,,,,,,,,,,,,,,,,,,Troyes,133,00:01:10.015,Pass,
,,,,,,,,,,,,,,,,1.754377,,,,,,,,,,,,,,4546443b-9859-4551-8faa-5355cde98f36,87,,"[56.8, 46.8]",3901183,1,,,,-1.0319554,7acf47c4-b7d1-44e4-b389-5133ff25be85,Left Foot,,,"[79.1, 9.5]",,Ground Pass,,43.457794,,,,,Corentin Jean,3010.0,True,,,,,,1,Regular Play,Fabien Camus,401470.0,Right Midfield,3,Troyes,133,"['8c12855c-3359-409c-9ba2-dfff360f40ba', '95f2b8ff-df94-4296-beae-8927f1d2b8f2']",15,,,,,,,,,,,,,,,,,,,Troyes,133,00:01:15.272,Pass,True
,,,,,,,,,,,,,,,,2.232341,,,,,,,,,,,,,,4f8f4521-10ac-4459-90f7-765f70a849d9,95,,"[36.2, 15.1]",3901183,1,,,,0.0914112,,Right Foot,,,"[48.2, 16.2]",,Ground Pass,,12.050311,,,Incomplete,,Edinson Roberto Cavani Gómez,4319.0,,,,,,,1,Regular Play,Javier Matías Pastore,4370.0,Right Center Midfield,3,Troyes,133,"['b93c2fec-95c8-4eb7-a450-1eec2dea5225', 'c884ff9b-24dd-4bd2-83ce-427419885709']",26,,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:01:26.473,Pass,
,,,,,,,,,,,,,,,,1.358341,,,,,,,,,,,,,,e5859319-fb50-4057-a25f-4bdada696d35,99,,"[70.3, 64.8]",3901183,1,,,,-1.1684753,,Right Foot,,,"[72.3, 60.1]",,Ground Pass,,5.107837,,,,,Jessy Pi,7415.0,,,,,,,1,Regular Play,Calvin Anele Ngcongca,401479.0,Right Back,3,Troyes,133,['765278dd-7797-448f-8a54-f8a16962c82a'],29,,,,,,,,,,,,,,,,,,,Troyes,133,00:01:29.133,Pass,
,,,,,,,,,,,,,,,,1.663277,,,,,,,,,,,,,,0913b16c-082e-486b-a9cc-7e24cc84022b,102,,"[72.9, 56.8]",3901183,1,,,,-2.3612707,,Right Foot,,,"[63.0, 47.0]",,Ground Pass,,13.930183,,,,,Carlos Eduardo de Castro Lourenço,401472.0,,,,,,,1,Regular Play,Jessy Pi,7415.0,Left Center Midfield,3,Troyes,133,['f5994b21-8f6c-428c-92ce-40686c31ee10'],32,,,,,,,,,,,,,,,,,,,Troyes,133,00:01:32.366,Pass,
,,,,,,,,,,,,,,,,1.365017,,,,,,,,,,,,,,799bef84-97a6-4bf9-95cd-6412b582b519,105,,"[63.7, 47.0]",3901183,1,,,,-1.7136521,,Right Foot,,,"[61.6, 32.4]",,Ground Pass,,14.750255,,,,,Matthieu Saunier,13730.0,,,,,,,1,Regular Play,Carlos Eduardo de Castro Lourenço,401472.0,Right Center Back,3,Troyes,133,['8a05bda4-8929-4173-b308-12bcffa80c0d'],34,,,,,,,,,,,,,,,,,,,Troyes,133,00:01:34.930,Pass,
,,,,,,,,,,,,,,,,1.804939,,,,,,,,,,,,,,85f54fef-9421-4a43-b1fd-1f294a00f797,108,,"[63.3, 25.7]",3901183,1,,,,-1.077139,,Right Foot,,,"[74.6, 4.7]",,Ground Pass,,23.847221,,,,,Mouhamadou Dabo,26752.0,,,,,,,1,Regular Play,Matthieu Saunier,13730.0,Left Center Back,3,Troyes,133,['18407d87-a519-465d-b87b-1bf4e55785d2'],37,,,,,,,,,,,,,,,,,,,Troyes,133,00:01:37.178,Pass,
,,,,,,,,,,,,,,,,0.754337,,,,,,,,,,,,,,6d786110-da56-4406-98de-6b5c92b282ee,111,,"[76.4, 7.7]",3901183,1,,,,-0.02040533,,Right Foot,,,"[86.2, 7.5]",,Ground Pass,,9.802041,,,,,Corentin Jean,3010.0,,,,,,,1,Regular Play,Mouhamadou Dabo,26752.0,Left Back,3,Troyes,133,['5e34882a-7c24-404d-9f44-9ca68687d5c5'],42,,,,,,,,,,,,,,,,,,,Troyes,133,00:01:42.497,Pass,
,,,,,,,,,,,,,,,,0.701834,,,,,,,,,,,,,,b5c69d42-6728-4b0b-928c-14a1a3a6cf81,115,,"[84.1, 9.0]",3901183,1,,,,2.4468544,,Right Foot,,,"[78.7, 13.5]",,Ground Pass,,7.029225,,,,,Mouhamadou Dabo,26752.0,,,,,,,1,Regular Play,Corentin Jean,3010.0,Left Midfield,3,Troyes,133,"['5872c95e-cd7b-4b78-9b31-5b41cafc4934', '79a7f49d-636d-4553-8dda-48f6103e7255']",43,,,,,,,,,,,,,,,,,,,Troyes,133,00:01:43.291,Pass,True
,,,,,,,,,,,,,,,,0.657161,,,,,,,,,,,,,,17c1a417-9295-4878-80e1-dfd8d8c24825,119,,"[78.1, 11.2]",3901183,1,,,,-1.5374753,,Right Foot,,,"[78.3, 5.2]",,Ground Pass,,6.0033326,,,,,Corentin Jean,3010.0,,,,,,,1,Regular Play,Mouhamadou Dabo,26752.0,Left Back,3,Troyes,133,['d2ad2ad6-f762-41d4-9dde-f66d5797f415'],46,,,,,,,,,,,,,,,,,,,Troyes,133,00:01:46.487,Pass,
,,,,,,,,,,,,,,,,0.616791,,,,,,,,,,,,,,805de45e-df05-4f26-9f35-a48ffa8b5cf5,122,,"[83.2, 6.3]",3901183,1,,,,1.1158822,,Right Foot,,,"[87.7, 15.5]",,Ground Pass,,10.241582,,,,,Benjamin Nivet,3002.0,,,,,,,1,Regular Play,Corentin Jean,3010.0,Left Midfield,3,Troyes,133,['2c57302e-2d1c-4c9a-8cfb-ff52545f5852'],48,,,,,,,,,,,,,,,,,,,Troyes,133,00:01:48.605,Pass,
,,,,,,,,,,,,,,,,1.944788,,,,,,,,,,,,,,81953a3d-2b9e-49dd-9922-9116ef7d02f2,124,,"[89.8, 15.0]",3901183,1,,,,-0.22923194,,Left Foot,,,"[101.8, 12.2]",,Ground Pass,,12.322337,,,,,Corentin Jean,3010.0,,,,,,,1,Regular Play,Benjamin Nivet,3002.0,Right Center Midfield,3,Troyes,133,['c0c0619f-f908-4393-9d7f-9e9d5ec165bc'],49,,,,,,,,,,,,,,,,,,,Troyes,133,00:01:49.222,Pass,
