ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_to_post,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,0a751ec6-32e3-437a-830e-227f359b1470,1,,,,3829507,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Toulouse,130,,0,,,,,,,,,,,,,,,"{'formation': 4321, 'lineup': [{'player': {'id': 41385, 'name': 'Ali Nadhoim Ahamada'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 30}, {'player': {'id': 8677, 'name': 'Marcel Tisserand'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 26}, {'player': {'id': 30447, 'name': 'Jean-Armel Kana-Biyik'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 3}, {'player': {'id': 3035, 'name': 'Steeve Yago'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 20}, {'player': {'id': 3024, 'name': 'Jacques François Moubandje'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 29}, {'player': {'id': 2961, 'name': 'Yann Bodiger'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 23}, {'player': {'id': 16522, 'name': 'Tongo Hamed Doumbia'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 4}, {'player': {'id': 3189, 'name': 'Étienne Didot'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 8}, {'player': {'id': 11540, 'name': 'Óscar Guido Trejo'}, 'position': {'id': 18, 'name': 'Right Attacking Midfield'}, 'jersey_number': 18}, {'player': {'id': 6723, 'name': 'Wissam Ben Yedder'}, 'position': {'id': 20, 'name': 'Left Attacking Midfield'}, 'jersey_number': 10}, {'player': {'id': 4447, 'name': 'Martin Braithwaite Christensen'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Toulouse,130,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,46057708-b545-48cb-9dab-cd8857fc0617,2,,,,3829507,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Toulouse,130,,0,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 4547, 'name': 'Ludovic Butelle'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 3431, 'name': 'Vincent Manceau'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 29}, {'player': {'id': 3045, 'name': 'Ismaël Traoré'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 8}, {'player': {'id': 3549, 'name': 'Romain Thomas'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 24}, {'player': {'id': 3203, 'name': 'Yoann Andreu'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 21}, {'player': {'id': 401483, 'name': 'Olivier Auriac'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 7}, {'player': {'id': 5676, 'name': ""Cheikh N''Doye""}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 17}, {'player': {'id': 3185, 'name': 'Thomas Mangani'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 5}, {'player': {'id': 7207, 'name': 'Férébory Doré'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 27}, {'player': {'id': 3078, 'name': 'Abdoul Razzagui Camara'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 9}, {'player': {'id': 3111, 'name': 'Gilles Sunu'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 10}]}",Angers,145,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,f9049bb6-050a-44db-b27e-832d268490b6,3,,,,3829507,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Toulouse,130,['d7d00a4a-cd5f-4ef1-87e3-9e949eab00aa'],0,,,,,,,,,,,,,,,,Toulouse,130,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,d7d00a4a-cd5f-4ef1-87e3-9e949eab00aa,4,,,,3829507,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Toulouse,130,['f9049bb6-050a-44db-b27e-832d268490b6'],0,,,,,,,,,,,,,,,,Angers,145,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,e4b509e2-21fb-46da-b55f-9d1b4f0a1fb4,2042,,,,3829507,45,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,98,Toulouse,130,['366abe27-449a-4d43-90b5-3a7a3b963811'],0,,,,,,,,,,,,,,,,Angers,145,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,366abe27-449a-4d43-90b5-3a7a3b963811,2043,,,,3829507,45,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,98,Toulouse,130,['e4b509e2-21fb-46da-b55f-9d1b4f0a1fb4'],0,,,,,,,,,,,,,,,,Toulouse,130,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.531956,,,,,,,,,,,,,,e565ff3f-d8ad-43a0-8217-7ecdf276ba34,5,,,"[61.0, 40.1]",3829507,0,,,,-1.8717166,,Right Foot,,,"[60.1, 37.2]",,Ground Pass,,3.0364454,,,,Thomas Mangani,3185.0,,,,,Kick Off,1,From Kick Off,Gilles Sunu,3111.0,Center Forward,2,Angers,145,['5a73a8c0-41ac-4d55-bd4f-df13edac39c0'],0,,,,,,,,,,,,,,,,Angers,145,00:00:00.443,Pass,
,,,,,,,,,,,,,,,1.22979,,,,,,,,,,,,,,7246e1e6-4011-4796-b2c4-59a44d80a7b6,7,,,"[58.5, 39.2]",3829507,0,,,,3.1415927,,Left Foot,,,"[46.2, 39.2]",,Ground Pass,,12.3,,,,Olivier Auriac,401483.0,,,,,,1,From Kick Off,Thomas Mangani,3185.0,Left Center Midfield,2,Angers,145,['929282c2-6158-455a-bdca-5e85bbf6ae06'],0,,,,,,,,,,,,,,,,Angers,145,00:00:00.975,Pass,
,,,,,,,,,,,,,,,2.010692,,,,,,,,,,,,,,020e96d5-49cc-4b56-9f59-457dce0dfa4b,10,,,"[46.2, 39.2]",3829507,0,,,,1.8289495,,Right Foot,,,"[36.8, 74.8]",,Ground Pass,,36.820103,,,,Vincent Manceau,3431.0,,,,,,1,From Kick Off,Olivier Auriac,401483.0,Center Defensive Midfield,2,Angers,145,['4a2445b2-262a-4644-8914-7546d75fd1dd'],3,,,,,,,,,,,,,,,,Angers,145,00:00:03.228,Pass,
,,,,,,,,,,,,,,,1.353006,,,,,,,,,,,,,,085936a3-2850-40ed-9073-328d4ca5a312,13,,,"[38.8, 73.6]",3829507,0,,,,-2.3267913,,Right Foot,,,"[28.9, 63.1]",,Ground Pass,,14.431216,,,,Ismaël Traoré,3045.0,,,,,,1,From Kick Off,Vincent Manceau,3431.0,Right Back,2,Angers,145,['a71b9bb0-c923-473b-9b40-85067ff94902'],6,,,,,,,,,,,,,,,,Angers,145,00:00:06.157,Pass,
,,,,,,,,,,,,,,,2.630562,,,,,,,,,,,,,,d28f6106-8b93-43c8-aa81-f079f050ed35,16,,,"[29.1, 62.7]",3829507,0,,,,-1.6463281,,Right Foot,,,"[26.3, 25.7]",,Ground Pass,,37.105793,,,,Romain Thomas,3549.0,,,,,,1,From Kick Off,Ismaël Traoré,3045.0,Right Center Back,2,Angers,145,['0f1625a9-7d99-443b-b592-91513e35be4f'],8,,,,,,,,,,,,,,,,Angers,145,00:00:08.307,Pass,
,,,,,,,,,,,,,,,1.548016,,,,,,,,,,,,,,eb6295e2-4c09-4651-9f46-8e05de60db2d,19,,,"[27.5, 16.5]",3829507,0,,,,-0.569684,,Left Foot,,,"[42.8, 6.7]",,Ground Pass,,18.16948,,,,Yoann Andreu,3203.0,,,,,,1,From Kick Off,Romain Thomas,3549.0,Left Center Back,2,Angers,145,['47881891-0bc8-4413-b354-1944dd26d244'],11,,,,,,,,,,,,,,,,Angers,145,00:00:11.465,Pass,
,,,,,,,,,,,,,,,2.215173,,,,,,,,,,,,,,6c3687ab-a57c-4968-ad18-c8b4fe5b319e,22,,,"[57.6, 5.7]",3829507,0,,,,0.1798535,,Left Foot,,,"[101.6, 13.7]",,High Pass,,44.72136,,Incomplete,,Gilles Sunu,3111.0,,,,,,1,From Kick Off,Yoann Andreu,3203.0,Left Back,2,Angers,145,"['406b628b-530f-4db3-ae49-580eaca03c1c', 'd774ddd4-dde7-4b9a-abde-6d3dd51f00df']",15,,,,,,,,,,,,,,,,Angers,145,00:00:15.323,Pass,
,,,,,,,,,,,,,,,1.321148,,,,,,,,,,,,,,d774ddd4-dde7-4b9a-abde-6d3dd51f00df,24,,,"[18.5, 66.4]",3829507,0,,,,1.0571903,,Right Foot,,,"[25.1, 78.1]",,High Pass,,13.433167,,Out,,Marcel Tisserand,8677.0,,,,,Recovery,1,From Kick Off,Jean-Armel Kana-Biyik,30447.0,Right Center Back,2,Angers,145,"['6c3687ab-a57c-4968-ad18-c8b4fe5b319e', '8cfee438-4621-433b-b7f7-1d81d86df9e1']",17,,,,,,,,,,,,,,,,Toulouse,130,00:00:17.538,Pass,
,,,,,,,,,,,,,,,0.84777,,,,,,,,,,,,,,627ba2d2-e999-4b3c-aedd-db8c7d001a7e,26,,,"[92.6, 0.1]",3829507,0,,,,1.6456562,,,,,"[91.4, 16.1]",,Low Pass,,16.044937,,,,Thomas Mangani,3185.0,,,,,Throw-in,1,From Throw In,Yoann Andreu,3203.0,Left Back,3,Angers,145,['474be26c-fbcd-42fe-a1db-3b00bc4e846f'],27,,,,,,,,,,,,,,,,Angers,145,00:00:27.720,Pass,
,,,,,,,,,,,,,,,1.397573,,,,,,,,,,,,,,90288b95-b221-4b59-86e7-40f1c5732fa5,28,,,"[92.0, 16.5]",3829507,0,,,,-1.0014831,,Left Foot,,,"[98.4, 6.5]",,Low Pass,,11.872658,,,,Yoann Andreu,3203.0,,,,,,1,From Throw In,Thomas Mangani,3185.0,Left Center Midfield,3,Angers,145,['5693aef9-edfc-4f36-a48f-5a386a01bbdf'],28,,,,,,,,,,,,,,,,Angers,145,00:00:28.567,Pass,
,,,,,,,,,,,,,,,0.767868,,,,,,,,,,,,,,34418516-948d-460f-8632-cf30bcb6ea12,31,,,"[99.0, 5.3]",3829507,0,,,,0.80667156,,Right Foot,,,"[103.6, 10.1]",,Ground Pass,,6.6483083,,,,Gilles Sunu,3111.0,,,,,,1,From Throw In,Yoann Andreu,3203.0,Left Back,3,Angers,145,"['2970ff34-cd0c-43ae-b19e-148251aebe21', '39ef37fb-dc3f-4f7e-9ffc-e69368d3d11f']",29,,,,,,,,,,,,,,,,Angers,145,00:00:29.965,Pass,True
,,,,,,,,,,,,,,,0.626793,,,,,,,,,,,,,,7cc924ca-fbbb-4b1f-bb37-6b56fbbc3372,36,,,"[97.4, 13.3]",3829507,0,,,,-2.0736396,,Right Foot,,,"[93.0, 5.3]",,Ground Pass,,9.13017,,,,Thomas Mangani,3185.0,,,,,,1,From Throw In,Gilles Sunu,3111.0,Center Forward,3,Angers,145,['03bd9774-6c19-47fa-a029-dc34c72761f4'],32,,,,,,,,,,,,,,,,Angers,145,00:00:32.169,Pass,
,,,,,,,,,,,,,,,0.778432,,,,,,,,,,,,,,a9e00131-82a7-476d-86ac-aac869868f4e,39,,,"[93.4, 6.1]",3829507,0,,,,-0.059928156,,Left Foot,,,"[103.4, 5.5]",,Low Pass,,10.017983,,,,Yoann Andreu,3203.0,,,,,,1,From Throw In,Thomas Mangani,3185.0,Left Center Midfield,3,Angers,145,['9835a95f-283d-4835-8ab1-a99d1356818f'],32,,,,,,,,,,,,,,,,Angers,145,00:00:32.796,Pass,
,,,,,,,,,,,,,,,1.029969,,,,,,,,,,,,,,303b1d88-39fc-4293-ba8c-34662755c0eb,45,,,"[32.9, 80.0]",3829507,0,True,,,-1.3439975,,,,,"[38.3, 56.6]",,Low Pass,,24.014996,,,,Yann Bodiger,2961.0,,,,,Throw-in,1,From Throw In,Marcel Tisserand,8677.0,Right Back,4,Toulouse,130,['5a619639-c818-4ff7-b656-21b8835ae98d'],48,,,,,,,,,,,,,,,,Toulouse,130,00:00:48.180,Pass,
,,,,,,,,,,,,,,,0.649741,,,,,,,,,,,,,,137b0249-a65a-42d6-81bc-d0c4087c748d,48,,,"[40.2, 55.2]",3829507,0,,,,2.863293,,Left Foot,,,"[29.7, 58.2]",,Ground Pass,,10.920165,,Incomplete,,Jean-Armel Kana-Biyik,30447.0,,,,,,1,From Throw In,Yann Bodiger,2961.0,Center Defensive Midfield,4,Toulouse,130,"['afe2097f-f625-418d-b8ad-92e2b94d869d', 'befcbf6a-50ec-400d-9c3d-fbe06d613fd2']",49,,,,,,,,,,,,,,,,Toulouse,130,00:00:49.268,Pass,
,,,,,,,,,,,,,,,5.945816,,,,,,,,,,,,,,4c023e19-80fe-4d7b-b563-bd390f451937,55,,,"[10.6, 47.7]",3829507,1,,,,0.2332145,,Drop Kick,,,"[112.9, 72.0]",,High Pass,,105.14647,,Incomplete,,Martin Braithwaite Christensen,4447.0,,,,,,1,From Keeper,Ali Nadhoim Ahamada,41385.0,Goalkeeper,5,Toulouse,130,"['a60172dd-162d-41de-9e5b-28dd1dca2b5d', 'ac0b2e97-410c-47bd-a7e4-c3124d794f65']",8,,,,,,,,,,,,,,,,Toulouse,130,00:01:08.049,Pass,
,,,,,,,,,,,,,,,0.110473,,,,,,,,,,,,,,ac0b2e97-410c-47bd-a7e4-c3124d794f65,58,,,"[7.2, 8.1]",3829507,1,,,,0.193622,,Left Foot,,,"[12.3, 9.1]",,Low Pass,,5.1971145,,Incomplete,,,,,,,,Recovery,1,From Keeper,Romain Thomas,3549.0,Left Center Back,5,Toulouse,130,"['1a229add-4c8c-460c-8ca3-0c65619e2c4c', '4c023e19-80fe-4d7b-b563-bd390f451937', 'bf33b95b-b9f4-4080-bb72-068937bf8d3b']",13,,,,,,,,,,,,,,,,Angers,145,00:01:13.995,Pass,True
,,,,,,,,,,,,,,,2.716604,,,,,,,,,,,,,,23c163ec-c3d3-4169-8047-7bf2aad08b10,60,,,"[7.0, 36.1]",3829507,1,,,,0.8879985,,Left Foot,,,"[38.8, 75.2]",,Low Pass,,50.39891,,,,Vincent Manceau,3431.0,,,,,Goal Kick,1,From Goal Kick,Ludovic Butelle,4547.0,Goalkeeper,6,Angers,145,['d0ee2531-df6b-48cb-b191-e94ded1fbb57'],34,,,,,,,,,,,,,,,,Angers,145,00:01:34.077,Pass,
