50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,0.668006,,,,,,,,,,,e1841bec-7c57-484c-8524-4a9e9bac5558,18,,"[82.9, 76.6]",3829425,0,,,,,-0.29423457,,Head,,,,"[92.8, 73.6]",High Pass,,10.3445635,Incomplete,,Yacine Bammou,3319.0,,,,,Recovery,1,Regular Play,Léo Dubois,3144.0,Right Back,3,Angers,145,"['71f46cc1-d0d2-44b5-a9fe-63b2a5174892', 'd88fef1d-84c2-47b6-ae04-627636581875', 'd8b727ec-121d-405d-98a6-07550f1ef324']",16,,,,,,,,,,,,,,,,,Nantes,144,00:00:16.407,Pass,
,,,,,,,,,,,,,,,,1.877611,,,,,,,,,,,8e281ba4-b0eb-4d98-9474-51c63f1d6b49,22,,"[15.5, 22.7]",3829425,0,,,,True,2.2078667,,,,,,"[8.1, 32.7]",Low Pass,,12.440257,,,Ludovic Butelle,4547.0,,,,,Recovery,1,Regular Play,Romain Thomas,3549.0,Left Center Back,3,Angers,145,"['fa17c057-38f8-4824-a9e3-2b12749239b1', 'fc4a555f-d526-40d8-ba63-493276462fc6']",18,,,,,,,,,,,,,,,,,Angers,145,00:00:18.816,Pass,True
,,,,,,,,,,,,,,,,1.492433,,,,,,,,,,,529be89a-9a8d-40a3-baa3-d56f2b952028,25,,"[10.1, 33.2]",3829425,0,,,,,-0.7531513,,Keeper Arm,,,,"[19.7, 24.2]",Ground Pass,,13.159027,,,Romain Thomas,3549.0,,,,,,1,Regular Play,Ludovic Butelle,4547.0,Goalkeeper,3,Angers,145,['a7a286bc-8d85-4460-9c7b-722eabf0b751'],26,,,,,,,,,,,,,,,,,Angers,145,00:00:26.889,Pass,
,,,,,,,,,,,,,,,,2.163742,,,,,,,,,,,3468af57-8eb1-4914-bab8-bdce12ec11e2,28,,"[22.3, 23.0]",3829425,0,,,,,-0.8015258,,Left Foot,,,,"[40.6, 4.1]",Ground Pass,,26.307793,,,Yoann Andreu,3203.0,,,,,,1,Regular Play,Romain Thomas,3549.0,Left Center Back,3,Angers,145,['e2f228ab-0f56-47b3-a700-2cf71f00e32e'],29,,,,,,,,,,,,,,,,,Angers,145,00:00:29.406,Pass,
,,,,,,,,,,,,,,,,1.095858,,,,,,,,,,,183d59d1-d417-4344-af9d-694a4a6aaefe,31,,"[43.0, 4.1]",3829425,0,,,,,-0.124354996,,Right Foot,,,,"[51.8, 3.0]",Ground Pass,,8.868484,,,Abdoul Razzagui Camara,3078.0,,,,,,1,Regular Play,Yoann Andreu,3203.0,Left Back,3,Angers,145,['a5ff3f04-c0f4-4bb7-ab4c-45395616a56a'],32,,,,,,,,,,,,,,,,,Angers,145,00:00:32.636,Pass,
,,,,,,,,,,,,,,,,1.096435,,,,,,,,,,,626ac8cb-d5fd-4ebf-b066-d73e58f9fc7c,34,,"[52.2, 8.4]",3829425,0,,,,,2.625667,,Left Foot,,,,"[38.8, 16.0]",Ground Pass,,15.405194,,,Romain Thomas,3549.0,,,,,,1,Regular Play,Abdoul Razzagui Camara,3078.0,Left Midfield,3,Angers,145,['f3dad1f9-bb82-43e8-85f6-4e76f6e2ec21'],36,,,,,,,,,,,,,,,,,Angers,145,00:00:36.047,Pass,
,,,,,,,,,,,,,,,,1.368915,,,,,,,,,,,2b0d929c-c234-4963-abba-524726927950,37,,"[39.4, 17.4]",3829425,0,,,,,1.6223379,,Left Foot,,,,"[38.1, 42.6]",Ground Pass,,25.23351,,,Ismaël Traoré,3045.0,,,,,,1,Regular Play,Romain Thomas,3549.0,Left Center Back,3,Angers,145,['806ed9c6-c044-4fc9-a2e9-bc34386d21f2'],38,,,,,,,,,,,,,,,,,Angers,145,00:00:38.428,Pass,
,,,,,,,,,,,,,,,,0.985258,,,,,,,,,,,e3ef6b56-19d1-4836-928c-df0b306407c1,40,,"[38.1, 42.6]",3829425,0,,,,,1.0539776,,Right Foot,,,,"[46.0, 56.5]",Ground Pass,,15.988121,,,Cheikh N''Doye,5676.0,,,,,,1,Regular Play,Ismaël Traoré,3045.0,Right Center Back,3,Angers,145,['923bd24e-9cfd-447e-b5ad-6becc99b5457'],40,,,,,,,,,,,,,,,,,Angers,145,00:00:40.683,Pass,
,,,,,,,,,,,,,,,,0.723211,,,,,,,,,,,bfd7df6e-5ae3-4642-9bbf-3df44f01bbd9,43,,"[46.0, 56.5]",3829425,0,,,,,0.053282853,,Right Foot,,,,"[68.5, 57.7]",Ground Pass,,22.531977,,,Billy Ketkeophomphone,4441.0,,,,,,1,Regular Play,Cheikh N''Doye,5676.0,Right Center Midfield,3,Angers,145,['9147db35-2e9f-42d0-a35b-d69a9ffcb7f9'],44,,,,,,,,,,,,,,,,,Angers,145,00:00:44.685,Pass,
,,,,,,,,,,,,,,,,0.891507,,,,,,,,,,,05d838e4-233c-4b62-ae59-74974321c183,46,,"[67.9, 58.1]",3829425,0,,,,,1.0516502,,Right Foot,,,,"[74.3, 69.3]",Ground Pass,,12.899612,Incomplete,,Vincent Manceau,3431.0,,,,,,1,Regular Play,Billy Ketkeophomphone,4441.0,Right Midfield,3,Angers,145,"['59b7907d-7f0c-42ed-a2d8-e5d7c079c461', '8d3a35e5-22b3-41b8-a99c-c567fdcbea0a']",45,,,,,,,,,,,,,,,,,Angers,145,00:00:45.490,Pass,
,,,,,,,,,,,,,,,,0.936881,,,,,,,,,,,59b7907d-7f0c-42ed-a2d8-e5d7c079c461,48,,"[45.8, 10.8]",3829425,0,,,,,0.029231437,,Left Foot,,,,"[62.9, 11.3]",Ground Pass,,17.107307,,,Adryan Oliveira Tavares,31687.0,,,,,Recovery,1,Regular Play,Olivier Veigneau,31681.0,Left Back,4,Nantes,144,"['05d838e4-233c-4b62-ae59-74974321c183', 'dbf95d3e-ab0c-456d-81b2-034518daa4d8']",46,,,,,,,,,,,,,,,,,Nantes,144,00:00:46.382,Pass,
,,,,,,,,,,,,,,,,1.425922,,,,,,,,,,,26740809-69ba-4d10-873a-8c010a5883c6,52,,"[62.9, 11.3]",3829425,0,,,,,0.38460472,,Right Foot,,,,"[71.3, 14.7]",Ground Pass,,9.062009,,,Yacine Bammou,3319.0,,,,,,1,Regular Play,Adryan Oliveira Tavares,31687.0,Left Midfield,4,Nantes,144,"['6e55e814-1388-4ad6-8b7d-9c32ec6c8e8c', '97624f1a-87f4-4cbd-a32a-2213aeef6ece']",47,,,,,,,,,,,,,,,,,Nantes,144,00:00:47.368,Pass,True
,,,,,,,,,,,,,,,,1.658683,,,,,,,,,,,02e63ad4-3953-411b-a0dc-8682f0706f45,56,,"[103.7, 5.0]",3829425,0,,,,,-3.0940096,,Right Foot,,,,"[93.2, 4.5]",Low Pass,,10.511898,,,Olivier Veigneau,31681.0,,,,,,1,Regular Play,Yacine Bammou,3319.0,Left Center Forward,4,Nantes,144,"['ecb3aa4c-eb4f-432c-9185-15a76f1c9fa3', 'ed6c69ec-2dcf-4b3b-98d8-1cb2a14dfd4d']",54,,,,,,,,,,,,,,,,,Nantes,144,00:00:54.342,Pass,True
,,,,,,,,,,,,,,,,2.836015,,,,,,,,,,,b83a06e9-3c6c-443b-9cb3-8236fde3d2e2,58,,"[93.2, 4.5]",3829425,0,,,,,1.1631649,,Left Foot,True,,,"[106.5, 35.3]",High Pass,,33.54892,Incomplete,,Kolbeinn Sigþórsson,6284.0,,,,,,1,Regular Play,Olivier Veigneau,31681.0,Left Back,4,Nantes,144,"['07d2e447-7ace-4cf2-b519-77244de70299', '69dad951-fd3f-45da-9f6a-c367799070e1']",56,,,,,,,,,,,,,,,,,Nantes,144,00:00:56.001,Pass,
,,,,,,,,,,,,,,,,0.183535,,,,,,,,,,,5017987f-2dae-489f-968f-7fc1c36025de,64,,"[74.4, 19.6]",3829425,1,,,,,-2.709185,,Right Foot,,,,"[67.9, 16.6]",Ground Pass,,7.1589108,Incomplete,,Lucas Deaux,2943.0,,,,,Recovery,1,Regular Play,Birama Touré,7350.0,Left Defensive Midfield,4,Nantes,144,"['7b39bd9e-414a-4a6f-9357-cd33d3cd88e3', '95415387-21ad-4b36-9864-8c23372e0306']",4,,,,,,,,,,,,,,,,,Nantes,144,00:01:04.600,Pass,
,,,,,,,,,,,,,,,,0.847352,,,,,,,,,,,ff40b95d-0516-40dc-9afa-11857b8aa8e5,69,,"[46.9, 55.3]",3829425,1,,,,,1.6089457,,Left Foot,,,,"[46.4, 68.4]",Ground Pass,,13.109538,,,Billy Ketkeophomphone,4441.0,,,,,,1,Regular Play,Romain Saïss,5219.0,Center Defensive Midfield,5,Angers,145,['d3fdc46f-e71d-4f99-826a-9254845725aa'],7,,,,,,,,,,,,,,,,,Angers,145,00:01:07.249,Pass,
,,,,,,,,,,,,,,,,0.842945,,,,,,,,,,,b61ebe59-410e-4347-9c02-88b37207ef6e,73,,"[46.7, 71.4]",3829425,1,,,,,0.42366892,,Right Foot,,,,"[56.9, 76.0]",Ground Pass,,11.1892805,,,Gilles Sunu,3111.0,,,,,,1,Regular Play,Billy Ketkeophomphone,4441.0,Right Midfield,5,Angers,145,"['516834ed-55f5-4ffc-bca3-306ddccc566b', '6669ab2b-d544-4af7-99ed-1deb79d75143']",9,,,,,,,,,,,,,,,,,Angers,145,00:01:09.850,Pass,True
,,,,,,,,,,,,,,,,1.347455,,,,,,,,,,,a2f23059-3cf0-466e-a476-09b28b94764c,76,,"[56.9, 76.0]",3829425,1,,,,,-1.6043408,,Right Foot,,,,"[56.4, 61.1]",Low Pass,,14.908387,,,Thomas Mangani,3185.0,,,,,,1,Regular Play,Gilles Sunu,3111.0,Center Forward,5,Angers,145,['2362c157-0480-4430-bd84-07885a064c1e'],10,,,,,,,,,,,,,,,,,Angers,145,00:01:10.784,Pass,
,,,,,,,,,,,,,,,,0.718656,,,,,,,,,,,d28c8792-4b95-4cb5-bde2-3939c70c1250,80,,"[56.4, 58.1]",3829425,1,,,,,2.0464916,,Left Foot,,,,"[53.0, 64.7]",Ground Pass,,7.4242845,,,Romain Saïss,5219.0,,,,,,1,Regular Play,Thomas Mangani,3185.0,Left Center Midfield,5,Angers,145,"['4e60a24f-73dd-4e6e-871b-0c88ddd57a43', '838a5aec-d08f-47dc-a4cf-2217758c0fde']",12,,,,,,,,,,,,,,,,,Angers,145,00:01:12.229,Pass,True
,,,,,,,,,,,,,,,,0.863578,,,,,,,,,,,e8fda871-938c-4493-b718-2db9c60ea7da,83,,"[53.0, 64.7]",3829425,1,,,,,-0.65355104,,Right Foot,,,,"[68.8, 52.6]",Ground Pass,,19.901005,,,Cheikh N''Doye,5676.0,,,,,,1,Regular Play,Romain Saïss,5219.0,Center Defensive Midfield,5,Angers,145,['d6845108-27cb-4cea-9f42-991ff85add40'],14,,,,,,,,,,,,,,,,,Angers,145,00:01:14.083,Pass,
,,,,,,,,,,,,,,,,0.733457,,,,,,,,,,,9fa6c63e-f87b-4085-98d6-974812513399,87,,"[68.8, 52.6]",3829425,1,,,,,0.76412475,,Right Foot,,,,"[73.6, 57.2]",Low Pass,,6.6483083,,,Thomas Mangani,3185.0,,,,,,1,Regular Play,Cheikh N''Doye,5676.0,Right Center Midfield,5,Angers,145,"['3b62bf8c-d6ef-4324-902f-aae935f681f2', '87716aa2-b1d8-4163-b43a-19870e0e64df']",15,,,,,,,,,,,,,,,,,Angers,145,00:01:15.020,Pass,True
,,,,,,,,,,,,,,,,3.312601,,,,,,,,,,,080ef396-3053-4cb8-aeee-1901dc681f08,90,,"[73.9, 57.2]",3829425,1,,,,,-0.64144665,,Left Foot,,,,"[105.1, 33.9]",Low Pass,,38.940083,Incomplete,,Abdoul Razzagui Camara,3078.0,,,,,,1,Regular Play,Thomas Mangani,3185.0,Left Center Midfield,5,Angers,145,"['af4e356a-0a77-4ad6-a1ca-c078315d677f', 'be36485a-3bb1-4f92-b84f-5c8e1bb11c3b']",15,,,,,,,,,,,,,,,,,Angers,145,00:01:15.789,Pass,
,,,,,,,,,,,,,,,,0.721625,,,,,,,,,,,c3c56bf3-332f-4dab-98fa-f38a9af402b4,93,,"[14.6, 44.1]",3829425,1,,True,,,1.4071357,,Keeper Arm,,,,"[16.4, 55.0]",Ground Pass,,11.047625,,,Lévy Koffi Djidji,3174.0,,,,,,1,Regular Play,Rémy Riou,25377.0,Goalkeeper,6,Nantes,144,['382d87e5-d414-4bda-aaa1-716c01068804'],27,,,,,,,,,,,,,,,,,Nantes,144,00:01:27.399,Pass,
,,,,,,,,,,,,,,,,1.539511,,,,,,,,,,,3791a4e0-3fae-44de-b374-82d1d56e3440,95,,"[24.1, 59.0]",3829425,1,,True,,,-2.374541,,Right Foot,,,,"[13.0, 48.3]",Ground Pass,,15.417522,,,Rémy Riou,25377.0,,,,,,1,Regular Play,Lévy Koffi Djidji,3174.0,Right Center Back,6,Nantes,144,['ede9a257-9d6d-4d35-bed0-46dfdce5670a'],29,,,,,,,,,,,,,,,,,Nantes,144,00:01:29.934,Pass,
,,,,,,,,,,,,,,,,2.005758,,,,,,,,,,,60d2e971-34ad-4498-9c23-fffe6d7c975f,97,,"[13.4, 45.7]",3829425,1,,,,,-1.1959044,,Right Foot,,,,"[24.3, 18.0]",Ground Pass,,29.767431,,,Lucas Deaux,2943.0,,,,,,1,Regular Play,Rémy Riou,25377.0,Goalkeeper,6,Nantes,144,['826179b7-9c25-46be-af5f-69150346198b'],31,,,,,,,,,,,,,,,,,Nantes,144,00:01:31.473,Pass,
,,,,,,,,,,,,,,,,1.664257,,,,,,,,,,,1f303a3d-5970-4e32-9b70-c02f53381210,100,,"[24.3, 18.0]",3829425,1,,,,,2.4090862,,Right Foot,,,,"[6.4, 34.1]",Ground Pass,,24.075298,,,Rémy Riou,25377.0,,,,,,1,Regular Play,Lucas Deaux,2943.0,Left Center Back,6,Nantes,144,['a202c636-d2c5-40b9-88d1-1385e03ae023'],33,,,,,,,,,,,,,,,,,Nantes,144,00:01:33.603,Pass,
,,,,,,,,,,,,,,,,3.612539,,,,,,,,,,,26bbaf83-b4d9-4921-986a-d580a831329d,102,,"[10.4, 32.5]",3829425,1,,,,,-0.41557026,,Left Foot,,,,"[73.4, 4.7]",High Pass,,68.86102,Incomplete,,Olivier Veigneau,31681.0,,,,,,1,Regular Play,Rémy Riou,25377.0,Goalkeeper,6,Nantes,144,"['1439673f-22b8-47c7-8307-2c0625be690a', '2c5e461e-3898-45d3-97dc-e3d9f8b197ef']",35,,,,,,,,,,,,,,,,,Nantes,144,00:01:35.267,Pass,
,,,,,,,,,,,,,,,,1.693573,,,,,,,,,,,8ea63939-8ad7-446e-8868-596d6c7f1075,106,,"[77.8, 0.1]",3829425,1,,,,,0.7914956,,,,,,"[94.1, 16.6]",High Pass,,23.193533,,,Kolbeinn Sigþórsson,6284.0,,,,,Throw-in,1,From Throw In,Olivier Veigneau,31681.0,Left Back,7,Nantes,144,['f445b725-b6a5-4eaa-ab5a-5d957e068dce'],54,,,,,,,,,,,,,,,,,Nantes,144,00:01:54.603,Pass,
,,,,,,,,,,,,,,,,1.592854,,,,,,,,,,,b9837fb1-c5ed-457f-81b8-7730ca6ce7f4,108,,"[94.1, 16.6]",3829425,1,,,,,0.622567,,Head,,,,"[110.4, 28.3]",High Pass,,20.064396,Pass Offside,,Yacine Bammou,3319.0,,,,,,1,From Throw In,Kolbeinn Sigþórsson,6284.0,Right Center Forward,7,Nantes,144,['05d1f755-a46f-4a20-bf3a-93f8d4f27982'],56,,,,,,,,,,,,,,,,,Nantes,144,00:01:56.297,Pass,
,,,,,,,,,,,,,,,,3.432108,,,,,,,,,,,e2743a66-436f-484e-b8c8-e0aeb9c75ca0,110,,"[13.0, 49.0]",3829425,2,,,,,-0.15802798,,Left Foot,,,,"[81.4, 38.1]",High Pass,,69.26305,,,Gilles Sunu,3111.0,,,,,Free Kick,1,From Free Kick,Ludovic Butelle,4547.0,Goalkeeper,8,Angers,145,['3e06586a-f0f3-45e3-a56d-20573093d4b0'],19,,,,,,,,,,,,,,,,,Angers,145,00:02:19.234,Pass,
,,,,,,,,,,,,,,,,1.93761,,,,,,,,,,,fcf0e15f-3bfd-4878-914d-1952eec8589f,113,,"[81.4, 38.1]",3829425,2,,,,True,0.04164258,,,,,,"[93.4, 38.6]",High Pass,,12.010412,Incomplete,,Abdoul Razzagui Camara,3078.0,,,,,,1,From Free Kick,Gilles Sunu,3111.0,Center Forward,8,Angers,145,"['4586073a-b8dd-4361-8647-ca2670ba28b1', '46983617-2e22-424d-9f8b-2036aae2dbf2', 'a32827d5-75d5-4a2d-af9e-b69debb99646']",22,,,,,,,,,,,,,,,,,Angers,145,00:02:22.706,Pass,True
,,,,,,,,,,,,,,,,0.955513,,,,,,,,,,,46983617-2e22-424d-9f8b-2036aae2dbf2,116,,"[26.7, 41.5]",3829425,2,,,,True,0.81291413,,,,,,"[32.0, 47.1]",High Pass,,7.7103825,,,Valentin Rongier,3365.0,,,,,Recovery,1,Regular Play,Lucas Deaux,2943.0,Left Center Back,9,Nantes,144,"['2051f125-22e4-48c7-acaa-2c2185c4f8d1', '9cd41c88-2524-493e-93c0-3be3d7edce0d', 'fcf0e15f-3bfd-4878-914d-1952eec8589f']",24,,,,,,,,,,,,,,,,,Nantes,144,00:02:24.643,Pass,True
,,,,,,,,,,,,,,,,2.472509,,,,,,,,,,,bef0f79e-0231-4088-be90-9ced3a165e24,118,,"[32.0, 47.1]",3829425,2,,,,,-3.1332595,,Head,,,,"[8.0, 46.9]",High Pass,,24.000834,,,Rémy Riou,25377.0,,,,,,1,Regular Play,Valentin Rongier,3365.0,Right Defensive Midfield,9,Nantes,144,['9e27c53b-2aef-4040-b57a-c448cf0ccabb'],25,,,,,,,,,,,,,,,,,Nantes,144,00:02:25.599,Pass,
,,,,,,,,,,,,,,,,2.9562,,,,,,,,,,,b8e42068-8d77-4903-b353-fca954b2d7c5,121,,"[8.0, 46.9]",3829425,2,,,,,-1.1318351,,Keeper Arm,,,,"[23.4, 14.1]",Ground Pass,,36.23534,,,Lucas Deaux,2943.0,,,,,,1,Regular Play,Rémy Riou,25377.0,Goalkeeper,9,Nantes,144,['2d555662-32c0-4a23-8130-7a142aab49b9'],30,,,,,,,,,,,,,,,,,Nantes,144,00:02:30.235,Pass,
