50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_shot_saved_off_target,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_saved_off_target,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,9fc7c6b7-ed3a-46c8-9aec-39c47d6364c2,1,,,3901236,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Nantes,144,,0,,,,,,,,,,,,,,,,,"{'formation': 4411, 'lineup': [{'player': {'id': 25377, 'name': 'Rémy Riou'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 3404, 'name': 'Youssouf Sabaly'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 14}, {'player': {'id': 3174, 'name': 'Lévy Koffi Djidji'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 26}, {'player': {'id': 3004, 'name': 'Oswaldo Augusto Vizcarrondo Araújo'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 4}, {'player': {'id': 3144, 'name': 'Léo Dubois'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 15}, {'player': {'id': 7350, 'name': 'Birama Touré'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 12}, {'player': {'id': 4380, 'name': 'Guillaume Gillet'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 27}, {'player': {'id': 12351, 'name': 'Alejandro Bedoya'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 7}, {'player': {'id': 3375, 'name': 'Adrien Thomasson'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 8}, {'player': {'id': 3319, 'name': 'Yacine Bammou'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 10}, {'player': {'id': 3114, 'name': 'Emiliano Sala'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 22}]}",Nantes,144,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,2b0eb93e-23e9-4eef-b7dd-6a2286ae9ed3,2,,,3901236,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Nantes,144,,0,,,,,,,,,,,,,,,,,"{'formation': 41212, 'lineup': [{'player': {'id': 4257, 'name': 'Yoan Cardinale'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 30}, {'player': {'id': 2971, 'name': 'Romain Genevois'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 25}, {'player': {'id': 4443, 'name': 'Paul Baysse'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 4}, {'player': {'id': 7638, 'name': 'Gautier Lloris'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 3}, {'player': {'id': 4270, 'name': 'Jérémy Pied'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 29}, {'player': {'id': 4506, 'name': 'Nampalys Mendy'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 22}, {'player': {'id': 4264, 'name': 'Vincent Koziello'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 26}, {'player': {'id': 3136, 'name': 'Rémi Walter'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 18}, {'player': {'id': 3359, 'name': 'Jean Michaël Seri'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 6}, {'player': {'id': 16462, 'name': 'Hatem Ben Arfa'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 9}, {'player': {'id': 3210, 'name': 'Valère Germain'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 28}]}",OGC Nice,136,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,bdd2db19-040e-4c5b-8373-dcbb46de9892,3,,,3901236,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Nantes,144,['77520b3b-2d02-490b-96b0-ac2c879da4d3'],0,,,,,,,,,,,,,,,,,,OGC Nice,136,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,77520b3b-2d02-490b-96b0-ac2c879da4d3,4,,,3901236,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Nantes,144,['bdd2db19-040e-4c5b-8373-dcbb46de9892'],0,,,,,,,,,,,,,,,,,,Nantes,144,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,e425e4af-b51b-4bef-ba3f-2506edc6ce30,2123,,,3901236,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,,,,97,Nantes,144,['e8460b27-b3d7-4a23-adae-6ef898400b93'],0,,,,,,,,,,,,,,,,,,Nantes,144,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,e8460b27-b3d7-4a23-adae-6ef898400b93,2124,,,3901236,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,,,,97,Nantes,144,['e425e4af-b51b-4bef-ba3f-2506edc6ce30'],0,,,,,,,,,,,,,,,,,,OGC Nice,136,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,1.223791,,,,,,,,,,,,,,82a21d85-5718-41e8-98d2-45bdd118d6c1,5,,"[60.0, 40.0]",3901236,0,,,,,-0.7454195,,Left Foot,,,,"[61.3, 38.8]",Ground Pass,,1.7691807,,,,,Valère Germain,3210.0,,,,,Kick Off,1,From Kick Off,Hatem Ben Arfa,16462.0,Right Center Forward,2,OGC Nice,136,['96200ec7-ca97-4fbf-a9e6-dd77f9d1a126'],0,,,,,,,,,,,,,,,,,,OGC Nice,136,00:00:00.319,Pass,
,,,,,,,,,,,,,,,,,0.159171,,,,,,,,,,,,,,37aca757-b8aa-41be-8825-fac6a68f5ffd,7,,"[61.3, 38.8]",3901236,0,,,,,0.035699114,,Right Foot,,,,"[64.1, 38.9]",Low Pass,,2.8017852,,,Incomplete,,,,,,,,,1,From Kick Off,Valère Germain,3210.0,Left Center Forward,2,OGC Nice,136,['e2573128-37cd-4a4b-8434-59492a5b56c6'],1,,,,,,,,,,,,,,,,,,OGC Nice,136,00:00:01.543,Pass,
,,,,,,,,,,,,,,,,,2.498141,,,,,,,,,,,,,,cf08169c-403c-402b-bff9-f133a500c1fa,11,,"[36.6, 64.2]",3901236,0,,,,,-1.7493888,,Right Foot,,,,"[30.3, 29.3]",Ground Pass,,35.464066,,,,,Oswaldo Augusto Vizcarrondo Araújo,3004.0,,,,,,1,Regular Play,Youssouf Sabaly,3404.0,Right Back,3,Nantes,144,['67f68d30-8c9d-4ee7-a6fb-a4ca892714ac'],4,,,,,,,,,,,,,,,,,,Nantes,144,00:00:04.766,Pass,
,,,,,,,,,,,,,,,,,2.026316,,,,,,,,,,,,,,a2c63c83-4365-407e-bf55-e303837902a4,14,,"[29.8, 27.3]",3901236,0,,,,,-1.0991006,,Left Foot,,,,"[39.9, 7.5]",Ground Pass,,22.227236,,,,,Léo Dubois,3144.0,,,,,,1,Regular Play,Oswaldo Augusto Vizcarrondo Araújo,3004.0,Left Center Back,3,Nantes,144,['312f836a-8ea8-4b46-9998-5fa72fc91bab'],7,,,,,,,,,,,,,,,,,,Nantes,144,00:00:07.969,Pass,
