50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,edf3bfc6-ed1d-46c1-b5a9-fba8b1857ae0,1,,,3901215,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Gazélec Ajaccio,160,,0,,,,,,,,,,,,,,,,,"{'formation': 442, 'lineup': [{'player': {'id': 401508, 'name': 'Clément Maury'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 4352, 'name': 'Issiaga Sylla'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 3}, {'player': {'id': 7808, 'name': 'Roderic Filippi'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 4}, {'player': {'id': 7603, 'name': 'Jérémie Bréchet'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 5}, {'player': {'id': 3207, 'name': 'Pablo Jean Antoine Martínez'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 21}, {'player': {'id': 2953, 'name': 'Abdou Kader Mangane'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 15}, {'player': {'id': 31911, 'name': 'Damjan Đoković'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 23}, {'player': {'id': 310534, 'name': 'Louis Poggi'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 20}, {'player': {'id': 10616, 'name': 'Mohamed Larbi'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 10}, {'player': {'id': 5726, 'name': 'Khalid Boutaïb'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 9}, {'player': {'id': 401506, 'name': 'Grégory Pujol'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 28}]}",Gazélec Ajaccio,160,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0e4c4552-6cb3-400c-b30a-5f13afa6ffff,2,,,3901215,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Gazélec Ajaccio,160,,0,,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 40484, 'name': 'Vincent Enyeama'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 6716, 'name': 'Sébastien Corchia'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 23203, 'name': 'Stopilla Sunzu'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 13}, {'player': {'id': 3677, 'name': 'Bakary Adama Soumaoro'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 23}, {'player': {'id': 3446, 'name': 'Djibril Sidibé'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 19}, {'player': {'id': 11332, 'name': 'Ibrahim Amadou'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 6}, {'player': {'id': 3211, 'name': 'Florent Balmont'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 4}, {'player': {'id': 40522, 'name': 'Rio Antonio Zoba Mavuba'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 24}, {'player': {'id': 3673, 'name': 'Yassine Benzia'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 9}, {'player': {'id': 3625, 'name': 'Sofiane Boufal'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 7}, {'player': {'id': 15996, 'name': 'Éderzito António Macedo Lopes'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 39}]}",Lille,143,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,2a0e1abe-59d3-489d-a0b6-7792ba2bff22,3,,,3901215,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Gazélec Ajaccio,160,['aa04f93b-4bad-4da8-9c34-fa5eee85d6d2'],0,,,,,,,,,,,,,,,,,,Gazélec Ajaccio,160,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,aa04f93b-4bad-4da8-9c34-fa5eee85d6d2,4,,,3901215,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Gazélec Ajaccio,160,['2a0e1abe-59d3-489d-a0b6-7792ba2bff22'],0,,,,,,,,,,,,,,,,,,Lille,143,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,2c6695ab-d057-42af-b1aa-dca9b16ffe47,1826,,,3901215,45,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,86,Gazélec Ajaccio,160,['8cc9e593-549c-4d8e-b877-491cf20baba2'],0,,,,,,,,,,,,,,,,,,Gazélec Ajaccio,160,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,8cc9e593-549c-4d8e-b877-491cf20baba2,1827,,,3901215,45,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,86,Gazélec Ajaccio,160,['2c6695ab-d057-42af-b1aa-dca9b16ffe47'],0,,,,,,,,,,,,,,,,,,Lille,143,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.300783,,,,,,,,,,,,,de2b3a58-42b1-44d8-a758-bac9d728bc93,5,,"[60.0, 40.0]",3901215,0,,,,,1.9936502,,Right Foot,,,,"[59.1, 42.0]",,Ground Pass,,2.1931713,,,,Éderzito António Macedo Lopes,15996.0,,,,,,Kick Off,1,From Kick Off,Yassine Benzia,3673.0,Right Wing,2,Lille,143,['8169c0d4-a334-4bbe-9840-7bb4b13fbab8'],0,,,,,,,,,,,,,,,,,,Lille,143,00:00:00.249,Pass,
,,,,,,,,,,,,,,,,,1.103647,,,,,,,,,,,,,48b6243b-fcf8-4c44-adfe-1e3e9de3b466,7,,"[58.0, 42.0]",3901215,0,,,,,-2.4957767,,Right Foot,,,,"[51.1, 36.8]",,Ground Pass,,8.640023,,,,Rio Antonio Zoba Mavuba,40522.0,,,,,,,1,From Kick Off,Éderzito António Macedo Lopes,15996.0,Center Forward,2,Lille,143,['5f15f320-bdcd-4bff-ac6e-f8e7e2997975'],0,,,,,,,,,,,,,,,,,,Lille,143,00:00:00.549,Pass,
,,,,,,,,,,,,,,,,,1.223489,,,,,,,,,,,,,14879548-bc3c-4c82-b6b5-9a276c258fa9,10,,"[50.3, 36.4]",3901215,0,,,,,1.7466469,,Right Foot,,,,"[46.0, 60.6]",,Ground Pass,,24.579056,,,,Florent Balmont,3211.0,,,,,,,1,From Kick Off,Rio Antonio Zoba Mavuba,40522.0,Left Center Midfield,2,Lille,143,['3d0eadd1-63bb-4773-a927-b96c52fd331d'],2,,,,,,,,,,,,,,,,,,Lille,143,00:00:02.539,Pass,
,,,,,,,,,,,,,,,,,0.932274,,,,,,,,,,,,,7df77925-88ba-4221-bb6e-07e854c2cb0d,14,,"[44.9, 65.8]",3901215,0,,,,,0.6332099,,Right Foot,,,,"[54.3, 72.7]",,Ground Pass,,11.660618,,,,Sébastien Corchia,6716.0,,,,,,,1,From Kick Off,Florent Balmont,3211.0,Right Center Midfield,2,Lille,143,"['8114d03b-4adc-417f-b856-ec8183ff3a0e', 'f58fd913-980a-4bfe-a0a5-47d3662b8685']",4,,,,,,,,,,,,,,,,,,Lille,143,00:00:04.250,Pass,True
