50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_off_target,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_saved_off_target,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,3.28243,,,,,,,,,,,,,,,,689dae62-2de1-4107-a539-2bcf5af4abae,15,,,"[43.1, 57.9]",3829481,0,,,,,-0.26365465,,Right Foot,,,,"[92.0, 44.7]",,High Pass,,50.650272,Incomplete,,Mustapha Yatabaré,30255.0,,,,,Recovery,1,From Kick Off,William Jean Rémy,4669.0,Center Defensive Midfield,2,AS Monaco,129,"['2f728d80-cb55-4037-beeb-b0276478b2dc', '96fcb8f1-162d-4ef5-80e4-531583ff6ac6', 'f8cedb98-ef97-4d4b-a833-5931be319a94']",9,,,,,,,,,,,,,,,,,,Montpellier,139,00:00:09.478,Pass,
,,,,,,,,,,,,,,,1.917505,,,,,,,,,,,,,,,,96fcb8f1-162d-4ef5-80e4-531583ff6ac6,17,,,"[28.1, 35.4]",3829481,0,,,,,2.78944,,Head,,,,"[11.5, 41.5]",,Low Pass,,17.685305,,,Danijel Subašić,3444.0,,,,,Recovery,1,From Kick Off,Andrea Raggi,3374.0,Right Center Back,2,AS Monaco,129,"['3a538aca-8c6a-4a0e-9dba-913feaad6b32', '689dae62-2de1-4107-a539-2bcf5af4abae']",12,,,,,,,,,,,,,,,,,,AS Monaco,129,00:00:12.761,Pass,
,,,,,,,,,,,,,,,3.556241,,,,,,,,,,,,,,,,cda5b7aa-48b7-4bdd-9bf8-2f1dd9713116,20,,,"[11.5, 41.5]",3829481,0,,,,,0.7050802,,Keeper Arm,,,,"[51.1, 75.2]",,High Pass,,51.998558,,,Almamy Touré,3204.0,,,,,,1,From Kick Off,Danijel Subašić,3444.0,Goalkeeper,2,AS Monaco,129,['1fda3201-cbca-44e5-bf15-c568c2386ef3'],15,,,,,,,,,,,,,,,,,,AS Monaco,129,00:00:15.313,Pass,
,,,,,,,,,,,,,,,1.960938,,,,,,,,,,,,,,,,dca3c5c1-9859-4710-ab8c-7f2caa213f49,23,,,"[56.5, 76.3]",3829481,0,,,,,-0.20160311,,Right Foot,,,,"[70.2, 73.5]",,Low Pass,,13.983204,,,Nabil Dirar,5727.0,,,,,,1,From Kick Off,Almamy Touré,3204.0,Right Back,2,AS Monaco,129,['9a9f4810-df59-44bd-a680-d772226904fc'],19,,,,,,,,,,,,,,,,,,AS Monaco,129,00:00:19.696,Pass,
,,,,,,,,,,,,,,,1.397596,,,,,,,,,,,,,,,,0598daf4-195d-43a1-961c-c1e297d03451,30,,,"[70.7, 71.4]",3829481,0,,,,,0.46660617,,Left Foot,,,,"[84.2, 78.2]",,Ground Pass,,15.115886,,,Almamy Touré,3204.0,,,,,,1,From Kick Off,Nabil Dirar,5727.0,Right Wing,2,AS Monaco,129,['0e421f76-96e7-4513-8dc5-b9fa309de7ba'],24,,,,,,,,,,,,,,,,,,AS Monaco,129,00:00:24.445,Pass,
,,,,,,,,,,,,,,,0.193408,,,,,,,,,,,,,,,,066af2c9-70b1-4bb2-99ac-397f96b34bb5,38,,,"[96.9, 78.0]",3829481,0,,,,,-0.4636476,,Right Foot,,,,"[99.1, 76.9]",,Low Pass,,2.4596748,Incomplete,,Guido Marcelo Carrillo,3246.0,,,,,,1,From Kick Off,Almamy Touré,3204.0,Right Back,2,AS Monaco,129,"['7cf6be97-f2d7-4e26-8ca3-2830e8248c3d', '9971b02b-0e7f-4df0-919a-d0d8c66a129c']",30,,,,,,,,,,,,,,,,,,AS Monaco,129,00:00:30.372,Pass,
,,,,,,,,,,,,,,,1.407547,,,,,,,,,,,,,,,,5a3b3d6e-28b7-4b2a-a8b5-60a5bedc599a,41,,,"[99.1, 80.0]",3829481,0,,True,,,-0.72199124,,,,,,"[105.8, 74.1]",,Low Pass,,8.927485,,,Nabil Dirar,5727.0,,,,,Throw-in,1,From Throw In,Almamy Touré,3204.0,Right Back,3,AS Monaco,129,['a7d6e900-e375-4183-89d8-d6376a4d352d'],35,,,,,,,,,,,,,,,,,,AS Monaco,129,00:00:35.494,Pass,
,,,,,,,,,,,,,,,1.214249,,,,,,,,,,,,,,,,5a40e5a1-f8a3-4d1d-ba1f-04e49c7426cf,48,,,"[106.9, 80.0]",3829481,0,,,,,-1.6509165,,,,,,"[105.8, 66.3]",,Low Pass,,13.74409,,,Thomas Lemar,3245.0,,,,,Throw-in,1,From Throw In,Almamy Touré,3204.0,Right Back,4,AS Monaco,129,['78e2fb39-89c6-4257-b53f-470fa3d857ac'],47,,,,,,,,,,,,,,,,,,AS Monaco,129,00:00:47.513,Pass,
,,,,,,,,,,,,,,,0.318885,,,,,,,,,,,,,,,,f446fbb2-1793-4bca-9a7c-9521a73d59a9,54,,,"[117.7, 63.8]",3829481,0,,,,,-1.5707964,,Right Foot,,,,"[117.7, 62.1]",,Ground Pass,,1.7,Incomplete,,Guido Marcelo Carrillo,3246.0,,,,,,1,From Throw In,Thomas Lemar,3245.0,Center Attacking Midfield,4,AS Monaco,129,"['5d7f2277-40d3-4232-b370-4b7e9c465dff', 'fae38e47-cc5a-4035-9c23-18135bab52e0']",52,,,,,,,,,,,,,,,,,,AS Monaco,129,00:00:52.930,Pass,
,,,,,,,,,,,,,,,2.115336,,,,,,,,,,,,,,,,2827dc35-5a6c-4f8d-919c-c18dca5c777c,57,,,"[120.0, 80.0]",3829481,1,,True,,,-2.1614776,72e22861-e90d-4109-9cb8-2f1be086af71,Left Foot,,,,"[102.7, 54.2]",,Ground Pass,,31.063322,,,Nabil Dirar,5727.0,True,,,,Corner,1,From Corner,Thomas Lemar,3245.0,Center Attacking Midfield,5,AS Monaco,129,['fe8aa1d4-1838-4cef-9dfe-3fb26420ea69'],6,,,,,,,,,,,,,,,,,,AS Monaco,129,00:01:06.607,Pass,
,,,,,,,,,,,,,,,1.679197,,,,,,,,,,,,,,,,a6c23ad9-ea17-4f89-ba0e-8961d489bc52,61,,,"[120.0, 80.0]",3829481,1,,,,,-1.7506498,,Left Foot,,,,"[113.2, 42.6]",,High Pass,True,38.013157,Incomplete,,Almamy Touré,3204.0,,,Inswinging,,Corner,1,From Corner,Thomas Lemar,3245.0,Center Attacking Midfield,6,AS Monaco,129,"['0cf37393-e201-47a8-a7d9-d2f55e04fc4e', '70c454e1-8542-4f6f-8747-cd7037f157bc']",30,,,,,,,,,,,,,,,,,,AS Monaco,129,00:01:30.023,Pass,
,,,,,,,,,,,,,,,2.713344,,,,,,,,,,,,,,,,6eae6d11-64e3-4aa9-8324-a5c93e0e075d,68,,,"[87.4, 48.3]",3829481,1,,,,,-2.863293,,Right Foot,,,,"[59.4, 40.3]",,Ground Pass,,29.12044,,,Fábio Henrique Tavares,3247.0,,,,,Recovery,1,From Corner,Thomas Lemar,3245.0,Center Attacking Midfield,6,AS Monaco,129,['38d62011-588e-4665-bc48-f3704984968a'],36,,,,,,,,,,,,,,,,,,AS Monaco,129,00:01:36.319,Pass,
,,,,,,,,,,,,,,,2.456845,,,,,,,,,,,,,,,,d6072442-b356-4c1b-aef1-5c1fd9e949f4,71,,,"[59.4, 40.3]",3829481,1,,,,,0.7899643,,Right Foot,,,,"[92.1, 73.3]",,High Pass,,46.4574,,,Almamy Touré,3204.0,,,,,,1,From Corner,Fábio Henrique Tavares,3247.0,Right Defensive Midfield,6,AS Monaco,129,['76d88ddc-3de1-4267-89d6-911307f6d16b'],39,,,,,,,,,,,,,,,,,,AS Monaco,129,00:01:39.951,Pass,
,,,,,,,,,,,,,,,0.656027,,,,,,,,,,,,,,,,719d7d63-af06-42fb-b6af-95b2ace1029c,75,,,"[92.1, 73.9]",3829481,1,,,,,0.17390119,,Right Foot,,,,"[99.5, 75.2]",,Ground Pass,,7.5133214,,,Thomas Lemar,3245.0,,,,,,1,From Corner,Almamy Touré,3204.0,Right Back,6,AS Monaco,129,"['8e8231a9-f130-4242-97df-28d302f0d5f7', 'dae32263-26f7-4903-a3e7-fbfc24ca567d']",43,,,,,,,,,,,,,,,,,,AS Monaco,129,00:01:43.409,Pass,True
,,,,,,,,,,,,,,,1.470045,,,,,,,,,,,,,,,,0390f781-6f95-45b3-9dfa-b8c464a6f1bb,79,,,"[98.2, 72.9]",3829481,1,,,,,-1.3655373,,Left Foot,True,,,"[104.3, 43.6]",,High Pass,,29.928247,,,Guido Marcelo Carrillo,3246.0,,,,,,1,From Corner,Thomas Lemar,3245.0,Center Attacking Midfield,6,AS Monaco,129,"['470c1639-c950-4936-aa17-1aa7dc58ad90', '7fb38f34-8e54-4c93-a246-a55c329d1ff8']",45,,,,,,,,,,,,,,,,,,AS Monaco,129,00:01:45.857,Pass,True
,,,,,,,,,,,,,,,3.043193,,,,,,,,,,,,,,,,1ca9236d-4b4d-4812-9443-2bc2de830f38,83,,,"[104.1, 43.4]",3829481,1,,,,,-1.5794541,,Right Foot,,,,"[103.9, 20.3]",,High Pass,,23.100866,,,Ivan Ricardo Neves Abreu Cavaleiro,18243.0,,,,,,1,From Corner,Guido Marcelo Carrillo,3246.0,Center Forward,6,AS Monaco,129,"['30fecb28-f734-4b2f-bb7f-d16e389b555a', 'ba1fbfdf-25bc-44ba-a5b6-391479863c1f']",47,,,,,,,,,,,,,,,,,,AS Monaco,129,00:01:47.367,Pass,True
,,,,,,,,,,,,,,,1.043183,,,,,,,,,,,,,,,,49a8eee8-0160-41b4-b442-732789dcac63,87,,,"[99.1, 14.2]",3829481,1,,,,,-2.1411796,,Right Foot,,,,"[92.3, 3.6]",,Ground Pass,,12.593649,,,Fábio Alexandre da Silva Coentrão,19047.0,,,,,,1,From Corner,Ivan Ricardo Neves Abreu Cavaleiro,18243.0,Left Wing,6,AS Monaco,129,['c737c72b-f279-4e7e-a0ae-c1ebeecfe2eb'],54,,,,,,,,,,,,,,,,,,AS Monaco,129,00:01:54.190,Pass,
,,,,,,,,,,,,,,,1.405188,,,,,,,,,,,,,,,,9ad6a212-4ab4-4868-9c35-1b843a2a4ec6,90,,,"[92.3, 3.6]",3829481,1,,,,,2.237583,,Left Foot,,,,"[83.8, 14.4]",,Ground Pass,,13.743726,,,Mario Pašalić,11603.0,,,,,,1,From Corner,Fábio Alexandre da Silva Coentrão,19047.0,Left Back,6,AS Monaco,129,['22260160-9278-4fff-a273-62f91ea198ae'],56,,,,,,,,,,,,,,,,,,AS Monaco,129,00:01:56.651,Pass,
,,,,,,,,,,,,,,,0.821591,,,,,,,,,,,,,,,,d7e0bed1-e3c4-492a-a372-1fa7bd1d9c4f,93,,,"[84.0, 13.1]",3829481,1,,,,,0.52758473,,Right Foot,,,,"[96.7, 20.5]",,Ground Pass,,14.698639,,,Ivan Ricardo Neves Abreu Cavaleiro,18243.0,,,,,,1,From Corner,Mario Pašalić,11603.0,Left Defensive Midfield,6,AS Monaco,129,['e9dde638-c2c4-4c36-aa67-8630d9b5a5fc'],59,,,,,,,,,,,,,,,,,,AS Monaco,129,00:01:59.969,Pass,
,,,,,,,,,,,,,,,2.703548,,,,,,,,,,,,,,,,c3c1591a-3cb2-4cd2-aca1-c55355eb0e8a,103,,,"[30.2, 59.4]",3829481,2,,,,,0.03374246,,Right Foot,,,,"[77.6, 61.0]",,High Pass,,47.427,,,Mustapha Yatabaré,30255.0,,,,,Free Kick,1,From Free Kick,Vitorino Hilton da Silva,3674.0,Right Center Back,8,Montpellier,139,['5b8361f5-156b-4b04-a264-c1b11e7e9a5f'],19,,,,,,,,,,,,,,,,,,Montpellier,139,00:02:19.720,Pass,
,,,,,,,,,,,,,,,3.194402,,,,,,,,,,,,,,,,b8111ebe-fa93-42af-ab5c-f9b971e8628b,106,,,"[77.6, 61.0]",3829481,2,,,,True,0.87762135,,,,,,"[93.3, 79.9]",,High Pass,,24.570307,Out,,Kévin Bérigaud,2980.0,,,,,,1,From Free Kick,Mustapha Yatabaré,30255.0,Right Center Forward,8,Montpellier,139,"['3ab17168-4445-498d-817c-4f81ad28d539', '8aab081a-d976-4c89-ad9f-02cf360f4c34']",22,,,,,,,,,,,,,,,,,,Montpellier,139,00:02:22.424,Pass,True
,,,,,,,,,,,,,,,2.1359,,,,,,,,,,,,,,,,3aaa29c5-6f00-4e8f-94dc-372c37961288,110,,,"[30.8, 0.1]",3829481,2,,,,,0.1270492,,,,,,"[58.2, 3.6]",,High Pass,,27.622635,Incomplete,,Guido Marcelo Carrillo,3246.0,,,,,Throw-in,1,From Throw In,Fábio Alexandre da Silva Coentrão,19047.0,Left Back,9,AS Monaco,129,"['0b824180-c9bd-4147-b229-036d4189c976', '71cebc83-1138-47cf-85f8-41419678b650']",34,,,,,,,,,,,,,,,,,,AS Monaco,129,00:02:34.409,Pass,
,,,,,,,,,,,,,,,2.354211,,,,,,,,,,,,,,,,0b824180-c9bd-4147-b229-036d4189c976,113,,,"[61.9, 76.5]",3829481,2,,,,True,-1.3045443,,,,,,"[64.9, 65.5]",,High Pass,,11.401754,,,William Jean Rémy,4669.0,,,,,Recovery,1,Regular Play,Mathieu Deplagne,2975.0,Right Back,10,Montpellier,139,"['2c8875b0-91ee-4b81-8060-45627673a9be', '3aaa29c5-6f00-4e8f-94dc-372c37961288', 'e3e39ab8-d089-4fa9-b221-e6cf9195c9dd']",36,,,,,,,,,,,,,,,,,,Montpellier,139,00:02:36.544,Pass,True
,,,,,,,,,,,,,,,1.216034,,,,,,,,,,,,,,,,52d90f5b-e92c-40b9-b9c0-219061e31c12,116,,,"[64.3, 65.3]",3829481,2,,,,,0.11328533,,Head,,,,"[81.0, 67.2]",,High Pass,,16.807735,Incomplete,,Kévin Bérigaud,2980.0,,,,,,1,Regular Play,William Jean Rémy,4669.0,Center Defensive Midfield,10,Montpellier,139,"['3f54d0a8-bee9-48f0-bb29-f6d8bd5181d3', '7e78bbdc-29a3-4c4e-aa96-4344e160fbe4']",39,,,,,,,,,,,,,,,,,,Montpellier,139,00:02:39.019,Pass,
,,,,,,,,,,,,,,,1.957669,,,,,,,,,,,,,,,,7e78bbdc-29a3-4c4e-aa96-4344e160fbe4,118,,,"[39.1, 12.9]",3829481,2,,,,,0.25706998,,Head,,,,"[77.9, 23.1]",,High Pass,,40.118324,Incomplete,,Guido Marcelo Carrillo,3246.0,,,,,Recovery,1,Regular Play,Ricardo Alberto Silveira de Carvalho,10805.0,Left Center Back,10,Montpellier,139,"['032ed831-7241-401a-8a11-d92ac9de8f55', '52d90f5b-e92c-40b9-b9c0-219061e31c12', '64e54502-2696-499b-9003-00d392e2c403']",40,,,,,,,,,,,,,,,,,,AS Monaco,129,00:02:40.235,Pass,
,,,,,,,,,,,,,,,2.647372,,,,,,,,,,,,,,,,032ed831-7241-401a-8a11-d92ac9de8f55,121,,,"[42.2, 57.0]",3829481,2,,,,,0.043831557,,Right Foot,,,,"[76.4, 58.5]",,High Pass,,34.23288,,,Mustapha Yatabaré,30255.0,,,,,Recovery,1,Regular Play,Daniel Congré,3011.0,Left Center Back,10,Montpellier,139,"['7b2a64ad-20fb-4288-82da-83853340ca73', '7e78bbdc-29a3-4c4e-aa96-4344e160fbe4', 'bc53927c-7bc6-483b-af18-11dd5520c7a3']",42,,,,,,,,,,,,,,,,,,Montpellier,139,00:02:42.192,Pass,True
,,,,,,,,,,,,,,,2.174507,,,,,,,,,,,,,,,,faa91416-e784-455d-a3a8-44b8c5febac2,124,,,"[75.5, 58.5]",3829481,2,,,,True,-0.1746722,,,,,,"[101.0, 54.0]",,High Pass,,25.894014,Incomplete,,Kévin Bérigaud,2980.0,,,,,,1,Regular Play,Mustapha Yatabaré,30255.0,Right Center Forward,10,Montpellier,139,"['4958dc4f-98bb-4c42-a176-0c035a307845', '70e31d90-df78-49ca-a65c-ef50f0293dc2', 'e4e5641d-f997-4c2c-88f1-cff16b9a0bc8']",44,,,,,,,,,,,,,,,,,,Montpellier,139,00:02:44.846,Pass,True
,,,,,,,,,,,,,,,1.777427,,,,,,,,,,,,,,,,4170cc3c-fb3c-40b8-a199-9a17f5417733,128,,,"[102.4, 80.0]",3829481,2,,,,,-2.150426,,,,,,"[89.7, 60.6]",,Low Pass,,23.18728,,,Bryan Dabo,3421.0,,,,,Throw-in,1,From Throw In,Ryad Boudebouz,6661.0,Center Attacking Midfield,11,Montpellier,139,['0adb3f8e-c4d5-4c0a-b696-7de19cd01719'],52,,,,,,,,,,,,,,,,,,Montpellier,139,00:02:52.677,Pass,
,,,,,,,,,,,,,,,1.045244,,,,,,,,,,,,,,,,9c9bfee4-8c6a-4676-ae94-708e08110a5b,132,,,"[90.8, 62.3]",3829481,2,,,,,1.0977446,,Right Foot,,,,"[97.3, 75.0]",,Ground Pass,,14.266745,,,Ryad Boudebouz,6661.0,,,,,,1,From Throw In,Bryan Dabo,3421.0,Right Center Midfield,11,Montpellier,139,"['10ef1a38-7a35-44e1-9bbf-e1a4c33d8398', '89aed2a8-7823-4f49-be39-65cde1b137c4']",55,,,,,,,,,,,,,,,,,,Montpellier,139,00:02:55.411,Pass,True
,,,,,,,,,,,,,,,1.021598,,,,,,,,,,,,,,,,8d8d273b-851b-486e-835b-24bee480a069,135,,,"[100.5, 75.0]",3829481,2,,,,,-1.8438051,,Right Foot,,,,"[96.3, 60.0]",,Ground Pass,,15.576906,,,Mathieu Deplagne,2975.0,,,,,,1,From Throw In,Ryad Boudebouz,6661.0,Center Attacking Midfield,11,Montpellier,139,['b92b33bc-1dc8-4019-b498-9efd23fb1704'],58,,,,,,,,,,,,,,,,,,Montpellier,139,00:02:58.084,Pass,
