50_50,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_no_touch,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,a094760c-82c3-429d-9f7c-01a9b6e3564e,1,,,,3900575,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Stade de Reims,156,,0,,,,,,,,,,,,,,,,"{'formation': 4411, 'lineup': [{'player': {'id': 3980, 'name': 'Johny Placide'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 30}, {'player': {'id': 3248, 'name': 'Hamari Traoré'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 27}, {'player': {'id': 6648, 'name': 'Aïssa Mandi'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 23}, {'player': {'id': 401455, 'name': 'Mohamed Fofana'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 2}, {'player': {'id': 40521, 'name': 'Franck Signorino'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 4545, 'name': 'Prince Oniangué'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 46801, 'name': 'Jaba Kankava'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 4}, {'player': {'id': 7363, 'name': 'Diego Rigonato Rodrigues'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 11}, {'player': {'id': 30291, 'name': 'Atila Turan'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 15}, {'player': {'id': 7815, 'name': 'Antoine Devaux'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 6}, {'player': {'id': 4383, 'name': 'Nicolas de Roussel de Préville'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 12}]}",Stade de Reims,156,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,5f280323-722b-446a-98bd-ea8ae7ae2788,2,,,,3900575,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Stade de Reims,156,,0,,,,,,,,,,,,,,,,"{'formation': 41212, 'lineup': [{'player': {'id': 2981, 'name': 'Alban Lafont'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 40}, {'player': {'id': 3030, 'name': 'Wergiton do Rosário Calmon'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 19}, {'player': {'id': 4349, 'name': 'Issa Diop'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 5}, {'player': {'id': 8677, 'name': 'Marcel Tisserand'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 26}, {'player': {'id': 44065, 'name': 'William Matheus da Silva'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 6}, {'player': {'id': 3036, 'name': 'Alexis Blin'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 27}, {'player': {'id': 31174, 'name': 'Jean-Daniel Akpa Akpro'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 7}, {'player': {'id': 3032, 'name': 'Zinédine Machach'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 13}, {'player': {'id': 11540, 'name': 'Óscar Guido Trejo'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 18}, {'player': {'id': 6723, 'name': 'Wissam Ben Yedder'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 10}, {'player': {'id': 4447, 'name': 'Martin Braithwaite Christensen'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 9}]}",Toulouse,130,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,ef6b4fa5-1721-4e1d-80e0-dc76995440e5,3,,,,3900575,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Stade de Reims,156,['e4ae2f28-a064-4abd-b899-562c3e42bd91'],0,,,,,,,,,,,,,,,,,Toulouse,130,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,e4ae2f28-a064-4abd-b899-562c3e42bd91,4,,,,3900575,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Stade de Reims,156,['ef6b4fa5-1721-4e1d-80e0-dc76995440e5'],0,,,,,,,,,,,,,,,,,Stade de Reims,156,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,44e71949-81d8-428c-a00a-8fe8917226cd,1791,,,,3900575,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,118,Toulouse,130,['92fc59e3-d636-4755-94cf-2a664cf7e4cb'],0,,,,,,,,,,,,,,,,,Stade de Reims,156,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,92fc59e3-d636-4755-94cf-2a664cf7e4cb,1792,,,,3900575,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,118,Toulouse,130,['44e71949-81d8-428c-a00a-8fe8917226cd'],0,,,,,,,,,,,,,,,,,Toulouse,130,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,,0.532368,,,,,,,,,,,,,b607dd43-9f11-48d5-afc4-a43e5de31b7a,5,,,"[61.0, 40.1]",3900575,0,,True,,,2.003204,,Right Foot,,,,"[59.8, 42.7]",,Ground Pass,,2.8635643,,,,Antoine Devaux,7815.0,,,,,Kick Off,1,From Kick Off,Nicolas de Roussel de Préville,4383.0,Center Forward,2,Stade de Reims,156,['2f9798a8-a70b-416c-b223-3f9424b18221'],0,,,,,,,,,,,,,,,,,Stade de Reims,156,00:00:00.919,Pass,
,,,,,,,,,,,,,,,,,,,1.080398,,,,,,,,,,,,,1d5815e6-35be-409d-aa88-d1ab65b63380,7,,,"[57.8, 42.7]",3900575,0,,,,,-3.1055257,,Right Foot,,,,"[38.4, 42.0]",,Ground Pass,,19.412624,,,,Aïssa Mandi,6648.0,,,,,,1,From Kick Off,Antoine Devaux,7815.0,Center Attacking Midfield,2,Stade de Reims,156,['579afa10-59a5-4d9c-af35-eacdcadff5db'],1,,,,,,,,,,,,,,,,,Stade de Reims,156,00:00:01.451,Pass,
,,,,,,,,,,,,,,,,,,,3.298439,,,,,,,,,,,,,68b3b9ca-c804-44cf-8f64-b872f826686e,11,,,"[37.2, 43.6]",3900575,0,,,,,0.23567472,,Right Foot,,,,"[95.5, 57.6]",,High Pass,,59.9574,,Incomplete,,Diego Rigonato Rodrigues,7363.0,,,,,,1,From Kick Off,Aïssa Mandi,6648.0,Right Center Back,2,Stade de Reims,156,"['3a7aab2b-b239-4357-b5de-b88a9da847d6', '6ca2aa0d-d6ee-4ec9-96b5-3df11c8f136d', '7b9b0191-f3e2-4605-9df9-283668eb6221']",4,,,,,,,,,,,,,,,,,Stade de Reims,156,00:00:04.168,Pass,True
,,,,,,,,,,,,,,,,,,,1.506119,,,,,,,,,,,,,6ca2aa0d-d6ee-4ec9-96b5-3df11c8f136d,13,,,"[24.6, 22.5]",3900575,0,,,,,0.06740826,,Head,,,,"[48.3, 24.1]",,High Pass,,23.753946,,,,Óscar Guido Trejo,11540.0,,,,,Recovery,1,From Kick Off,Marcel Tisserand,8677.0,Left Center Back,2,Stade de Reims,156,"['68b3b9ca-c804-44cf-8f64-b872f826686e', '907185f5-8a07-4ebf-a937-370da02e504c']",7,,,,,,,,,,,,,,,,,Toulouse,130,00:00:07.466,Pass,
