50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_no_touch,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,5e9cf3ae-c835-4abb-9f0e-c8a99f998c3c,1,,,,3901196,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Paris Saint-Germain,131,,0,,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 4440, 'name': 'Kevin Trapp'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 16}, {'player': {'id': 4372, 'name': 'Marcos Aoás Corrêa'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 5}, {'player': {'id': 3295, 'name': 'Thiago Emiliano da Silva'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 2}, {'player': {'id': 3956, 'name': 'David Luiz Moreira Marinho'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 32}, {'player': {'id': 26613, 'name': 'Maxwell Scherrer Cabelino Andrade'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 17}, {'player': {'id': 4325, 'name': 'Thiago Motta'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 3026, 'name': 'Adrien Rabiot'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 25}, {'player': {'id': 4375, 'name': 'Blaise Matuidi'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 14}, {'player': {'id': 3745, 'name': 'Lucas Rodrigues Moura da Silva'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 7}, {'player': {'id': 34539, 'name': 'Hervin Scicchitano Ongenda'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 35}, {'player': {'id': 3672, 'name': 'Zlatan Ibrahimović'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 10}]}",Paris Saint-Germain,131,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,9f2c208b-fcb6-452c-9b83-4f9aaa06d7da,2,,,,3901196,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Paris Saint-Germain,131,,0,,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 4257, 'name': 'Yoan Cardinale'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 30}, {'player': {'id': 6352, 'name': 'Ricardo Domingos Barbosa Pereira'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 23}, {'player': {'id': 4443, 'name': 'Paul Baysse'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 4}, {'player': {'id': 3229, 'name': 'Maxime Le Marchand'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 20}, {'player': {'id': 16056, 'name': 'Niklas Hult'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 13}, {'player': {'id': 4506, 'name': 'Nampalys Mendy'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 22}, {'player': {'id': 4264, 'name': 'Vincent Koziello'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 26}, {'player': {'id': 3359, 'name': 'Jean Michaël Seri'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 6}, {'player': {'id': 3210, 'name': 'Valère Germain'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 28}, {'player': {'id': 3230, 'name': 'Alassane Pléa'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 14}, {'player': {'id': 16462, 'name': 'Hatem Ben Arfa'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",OGC Nice,136,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,fa6c5c69-b5a8-4bda-8935-dcc8441aceb8,3,,,,3901196,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Paris Saint-Germain,131,['4d2e1428-1be7-40a5-9760-b5d4c77a1bf6'],0,,,,,,,,,,,,,,,,,,OGC Nice,136,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,4d2e1428-1be7-40a5-9760-b5d4c77a1bf6,4,,,,3901196,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Paris Saint-Germain,131,['fa6c5c69-b5a8-4bda-8935-dcc8441aceb8'],0,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,cdb7faa3-37d8-4001-8126-69576c891168,2163,,,,3901196,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Keeper,,,,82,OGC Nice,136,['c92fb786-2c93-4c36-8d08-bed89bb8eddd'],0,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,c92fb786-2c93-4c36-8d08-bed89bb8eddd,2164,,,,3901196,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Keeper,,,,82,OGC Nice,136,['cdb7faa3-37d8-4001-8126-69576c891168'],0,,,,,,,,,,,,,,,,,,OGC Nice,136,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.850741,,,,,,,,,,,,,0b0032c1-bd8f-4cd9-ba24-1c41bf0b0a1f,5,,,"[60.0, 40.0]",3901196,0,,,,0.7022569,,Right Foot,,,,"[62.6, 42.2]",,Ground Pass,,3.4058774,,,,Valère Germain,3210.0,,,,,Kick Off,1,From Kick Off,Alassane Pléa,3230.0,Left Wing,2,OGC Nice,136,['85b50923-852e-4aa3-b2d4-7ec470494bfb'],1,,,,,,,,,,,,,,,,,,OGC Nice,136,00:00:01.320,Pass,
,,,,,,,,,,,,,,,,,3.54293,,,,,,,,,,,,,a8bb7ace-bf49-46b6-8a9e-fcb9048cb185,7,,,"[62.9, 41.6]",3901196,0,,,,-0.8960554,,Right Foot,,,,"[96.1, 0.1]",,Low Pass,,53.14593,,Out,,,,,True,,,,1,From Kick Off,Valère Germain,3210.0,Right Wing,2,OGC Nice,136,,2,,,,,,,,,,,,,,,,,,OGC Nice,136,00:00:02.171,Pass,
,,,,,,,,,,,,,,,,,1.251301,,,,,,,,,,,,,cda76765-7426-4d75-b0a4-fc9f615de771,8,,,"[16.7, 80.0]",3901196,0,,,,-0.81569195,,,,,,"[23.1, 73.2]",,Low Pass,,9.338094,,,,Thiago Motta,4325.0,,,,,Throw-in,1,From Throw In,Marcos Aoás Corrêa,4372.0,Right Back,3,Paris Saint-Germain,131,['c3307b27-975d-486b-9807-a516f46079e4'],10,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:10.930,Pass,
,,,,,,,,,,,,,,,,,1.912197,,,,,,,,,,,,,ebb1bb7a-4e37-44fe-80f7-2e7d89c07b45,11,,,"[23.1, 73.2]",3901196,0,,,,2.8308306,,Left Foot,,,,"[9.4, 77.6]",,Ground Pass,,14.389232,,,,Marcos Aoás Corrêa,4372.0,,,,,,1,From Throw In,Thiago Motta,4325.0,Center Defensive Midfield,3,Paris Saint-Germain,131,['c92cef8d-d010-41ec-9543-aa7f68127667'],12,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:12.319,Pass,
