50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,58fcc913-623e-4f79-90a8-40ff9d250b0c,1,,,3900543,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Stade de Reims,156,,0,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 401454, 'name': 'Kossi Agassa'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 16}, {'player': {'id': 7498, 'name': 'Mickaël Tacalfred'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 22}, {'player': {'id': 6648, 'name': 'Aïssa Mandi'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 23}, {'player': {'id': 401455, 'name': 'Mohamed Fofana'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 2}, {'player': {'id': 40521, 'name': 'Franck Signorino'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 4545, 'name': 'Prince Oniangué'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 46801, 'name': 'Jaba Kankava'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 4}, {'player': {'id': 401488, 'name': 'Odaïr Junior Lopes Fortes'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 7}, {'player': {'id': 7815, 'name': 'Antoine Devaux'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 6}, {'player': {'id': 4383, 'name': 'Nicolas de Roussel de Préville'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 12}, {'player': {'id': 401453, 'name': 'David N""Gog'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 24}]}",Stade de Reims,156,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,3f916ae1-f692-41f3-adf5-ebaffef9d7f1,2,,,3900543,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Stade de Reims,156,,0,,,,,,,,,,,,,,,"{'formation': 4141, 'lineup': [{'player': {'id': 7193, 'name': 'Paul Bernardoni'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 40}, {'player': {'id': 401479, 'name': 'Calvin Anele Ngcongca'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 31}, {'player': {'id': 31625, 'name': 'Johan Martial'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 2}, {'player': {'id': 13730, 'name': 'Matthieu Saunier'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 5}, {'player': {'id': 18162, 'name': 'Chris Mavinga'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 7283, 'name': 'Thiago Xavier Rodrigues Corrêa'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 14}, {'player': {'id': 3010, 'name': 'Corentin Jean'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 27}, {'player': {'id': 3002, 'name': 'Benjamin Nivet'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 10}, {'player': {'id': 7415, 'name': 'Jessy Pi'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 25}, {'player': {'id': 7336, 'name': 'Jimmy Cabot'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 21}, {'player': {'id': 29133, 'name': 'Brayan Andrés Perea Vargas'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 13}]}",Troyes,133,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,8cfc10bb-765f-453a-938e-9c7705b31558,3,,,3900543,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Stade de Reims,156,['d60a6dbd-417f-4dec-8635-77dae8e11dbf'],0,,,,,,,,,,,,,,,,Stade de Reims,156,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,d60a6dbd-417f-4dec-8635-77dae8e11dbf,4,,,3900543,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Stade de Reims,156,['8cfc10bb-765f-453a-938e-9c7705b31558'],0,,,,,,,,,,,,,,,,Troyes,133,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,8b3330b2-3dc6-4138-89cd-af78dc204501,1817,,,3900543,45,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,108,Troyes,133,['f10c665e-d484-4296-ac21-f6cba7da6fba'],0,,,,,,,,,,,,,,,,Stade de Reims,156,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,f10c665e-d484-4296-ac21-f6cba7da6fba,1818,,,3900543,45,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,108,Troyes,133,['8b3330b2-3dc6-4138-89cd-af78dc204501'],0,,,,,,,,,,,,,,,,Troyes,133,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.394503,,,,,,,,,,,,,597451a2-7a88-452b-844f-ba06cbbbf767,5,,"[61.0, 40.1]",3900543,0,,True,,,-2.4980915,,Right Foot,,,"[59.4, 38.9]",Ground Pass,,2.0,,,,Brayan Andrés Perea Vargas,29133.0,,,,,,Kick Off,1,From Kick Off,Benjamin Nivet,3002.0,Right Center Midfield,2,Troyes,133,['ded2e58a-968b-4220-92be-3987ef61d57d'],0,,,,,,,,,,,,,,,,Troyes,133,00:00:00.680,Pass,
,,,,,,,,,,,,,,,,,,0.907616,,,,,,,,,,,,,331b77f9-7a6f-4c36-af3e-24196727e1b5,7,,"[59.3, 38.2]",3900543,0,,,,,2.7634504,,Right Foot,,,"[52.0, 41.1]",Ground Pass,,7.8549347,,,,Jessy Pi,7415.0,,,,,,,1,From Kick Off,Brayan Andrés Perea Vargas,29133.0,Center Forward,2,Troyes,133,['adf1deb3-caea-4ed4-b9f8-da8ca0e5ed2f'],1,,,,,,,,,,,,,,,,Troyes,133,00:00:01.154,Pass,
,,,,,,,,,,,,,,,,,,2.09197,,,,,,,,,,,,,81dda0ab-167a-4f07-b408-f4733d8a05f5,10,,"[50.6, 42.8]",3900543,0,,,,,1.7675633,,Right Foot,,,"[44.5, 73.4]",Ground Pass,,31.202084,,,,Calvin Anele Ngcongca,401479.0,,,,,,,1,From Kick Off,Jessy Pi,7415.0,Left Center Midfield,2,Troyes,133,['ce87167e-e602-4411-8d7c-16536abca147'],2,,,,,,,,,,,,,,,,Troyes,133,00:00:02.462,Pass,
,,,,,,,,,,,,,,,,,,2.00831,,,,,,,,,,,,,c14f98a4-70e9-4435-9e3b-03a9d8384637,14,,"[44.0, 72.6]",3900543,0,,,,,-2.6589162,,Right Foot,,,"[21.1, 60.6]",Ground Pass,,25.853626,,,,Johan Martial,31625.0,,,,,,,1,From Kick Off,Calvin Anele Ngcongca,401479.0,Right Back,2,Troyes,133,"['903912c4-2b71-4e6d-a132-7e75afdaedbd', 'bb8d8b04-3e61-4e2c-b465-92021b3aa572']",5,,,,,,,,,,,,,,,,Troyes,133,00:00:05.980,Pass,True
,,,,,,,,,,,,,,,,,,1.893922,,,,,,,,,,,,,23148b74-1a35-4d41-892f-dbf8e3b520ad,17,,"[13.1, 60.2]",3900543,0,,,,,0.25994015,,Right Foot,,,"[41.3, 67.7]",Low Pass,,29.180302,,Incomplete,,Corentin Jean,3010.0,,,,,,,1,From Kick Off,Johan Martial,31625.0,Right Center Back,2,Troyes,133,"['afdf6a82-ef69-4ade-9496-4d329e70f042', 'f71e9e51-569e-493e-8362-e817abd08678']",9,,,,,,,,,,,,,,,,Troyes,133,00:00:09.926,Pass,
,,,,,,,,,,,,,,,,,,1.053378,,,,,,,,,,,,,afdf6a82-ef69-4ade-9496-4d329e70f042,19,,"[78.8, 12.4]",3900543,0,,,,,-0.49782234,,Left Foot,,,"[88.0, 7.4]",Ground Pass,,10.470912,,,,Nicolas de Roussel de Préville,4383.0,,,,,,Recovery,1,Regular Play,Prince Oniangué,4545.0,Right Defensive Midfield,3,Stade de Reims,156,"['23148b74-1a35-4d41-892f-dbf8e3b520ad', '408afd6a-bdcb-4096-8275-665faeefb3d7']",11,,,,,,,,,,,,,,,,Stade de Reims,156,00:00:11.820,Pass,
,,,,,,,,,,,,,,,,,,0.907544,,,,,,,,,,,,,c7e76048-816f-4cdc-976a-12a9f7b9a8c0,22,,"[89.5, 7.5]",3900543,0,,,,,-2.9816794,,Right Foot,,,"[80.2, 6.0]",Ground Pass,,9.420191,,,,Prince Oniangué,4545.0,,,,,,,1,Regular Play,Nicolas de Roussel de Préville,4383.0,Left Wing,3,Stade de Reims,156,"['5accf426-6da5-479b-b489-8b83edc72593', '5b182b7f-eef1-465b-ac81-e3094d3a445b']",12,,,,,,,,,,,,,,,,Stade de Reims,156,00:00:12.873,Pass,True
,,,,,,,,,,,,,,,,,,1.167244,,,,,,,,,,,,,e66d8c52-1fd6-4aa9-8a1c-59d6bbf1e084,26,,"[80.2, 6.4]",3900543,0,,,,,-2.9846213,,Right Foot,,,"[66.3, 4.2]",Ground Pass,,14.073024,,,,Franck Signorino,40521.0,,,,,,,1,Regular Play,Prince Oniangué,4545.0,Right Defensive Midfield,3,Stade de Reims,156,"['1ae18d74-4cdc-4ac6-aa29-9e0ae2d017bd', 'b6897965-9fa9-4756-b5d8-68759be986c9']",14,,,,,,,,,,,,,,,,Stade de Reims,156,00:00:14.164,Pass,True
,,,,,,,,,,,,,,,,,,0.987744,,,,,,,,,,,,,746b81d0-fc40-4976-b1a8-6eff43fd020e,29,,"[64.5, 4.8]",3900543,0,,,,,1.46896,,Right Foot,,,"[65.9, 18.5]",Ground Pass,,13.771347,,,,Antoine Devaux,7815.0,,,,,,,1,Regular Play,Franck Signorino,40521.0,Left Back,3,Stade de Reims,156,['27c95c1d-47d6-46f1-8462-64735dccc607'],16,,,,,,,,,,,,,,,,Stade de Reims,156,00:00:16.434,Pass,
,,,,,,,,,,,,,,,,,,1.700751,,,,,,,,,,,,,924f913e-220f-48fa-9c90-4601a3fa82f4,33,,"[65.2, 16.2]",3900543,0,,,,,-2.9405541,,Right Foot,,,"[44.1, 11.9]",Ground Pass,,21.533695,,,,Mohamed Fofana,401455.0,,,,,,,1,Regular Play,Antoine Devaux,7815.0,Center Attacking Midfield,3,Stade de Reims,156,['90802ca2-8922-4270-a8b9-f9a7a4a2e67d'],18,,,,,,,,,,,,,,,,Stade de Reims,156,00:00:18.500,Pass,
,,,,,,,,,,,,,,,,,,0.73668,,,,,,,,,,,,,2fdb5863-1a04-4753-bf3a-940680f83d36,37,,"[49.2, 13.3]",3900543,0,,,,,-1.6764619,,Right Foot,,,"[48.5, 6.7]",Ground Pass,,6.6370173,,,,Prince Oniangué,4545.0,,,,,,,1,Regular Play,Mohamed Fofana,401455.0,Left Center Back,3,Stade de Reims,156,"['40990b69-9145-4a14-8168-91d2a2c9aaed', '494a8445-342b-41ba-bfc0-bb91efa9265d']",25,,,,,,,,,,,,,,,,Stade de Reims,156,00:00:25.225,Pass,True
,,,,,,,,,,,,,,,,,,0.86472,,,,,,,,,,,,,ef825914-0873-4e81-9f06-d9ee8284c6a3,39,,"[46.5, 6.4]",3900543,0,,,,,-0.43395337,,Right Foot,,,"[54.7, 2.6]",Ground Pass,,9.037699,,,,Franck Signorino,40521.0,,,,,,,1,Regular Play,Prince Oniangué,4545.0,Right Defensive Midfield,3,Stade de Reims,156,['f3acd940-0979-44aa-9079-601ebd63c115'],25,,,,,,,,,,,,,,,,Stade de Reims,156,00:00:25.962,Pass,
,,,,,,,,,,,,,,,,,,0.70393,,,,,,,,,,,,,22a08a47-2796-48cd-98bc-81ba8477a09f,42,,"[54.7, 2.6]",3900543,0,,,,,-0.16623682,,Right Foot,,,"[69.6, 0.1]",High Pass,,15.108275,,Out,,,,,,,,,,1,Regular Play,Franck Signorino,40521.0,Left Back,3,Stade de Reims,156,,27,,,,,,,,,,,,,,,,Stade de Reims,156,00:00:27.019,Pass,
,,,,,,,,,,,,,,,,,,1.617538,,,,,,,,,,,,,2ba6b6a5-6ff4-42ab-aaaa-bc26a74ee8e7,43,,"[50.3, 80.0]",3900543,0,,,,,-1.0908458,,,,,"[54.1, 72.7]",Low Pass,,8.229824,,,,Benjamin Nivet,3002.0,,,,,,Throw-in,1,From Throw In,Calvin Anele Ngcongca,401479.0,Right Back,4,Troyes,133,['5bfced06-ee65-4ebc-bd42-5e0e5ae5d42c'],31,,,,,,,,,,,,,,,,Troyes,133,00:00:31.912,Pass,
