bad_behaviour_card,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_offensive,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_no_touch,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,b6bdd469-6388-4dc0-9cc0-91d8d8ea8ca5,1,,,3900497,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,OGC Nice,136,,0,,,,,,,,,,,,,,,"{'formation': 41212, 'lineup': [{'player': {'id': 5653, 'name': 'Mouez Hassen'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 4270, 'name': 'Jérémy Pied'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 29}, {'player': {'id': 4443, 'name': 'Paul Baysse'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 4}, {'player': {'id': 3229, 'name': 'Maxime Le Marchand'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 20}, {'player': {'id': 6352, 'name': 'Ricardo Domingos Barbosa Pereira'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 23}, {'player': {'id': 4506, 'name': 'Nampalys Mendy'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 22}, {'player': {'id': 4264, 'name': 'Vincent Koziello'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 26}, {'player': {'id': 3359, 'name': 'Jean Michaël Seri'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 6}, {'player': {'id': 134561, 'name': 'Wallyson Teixeira Mallmann'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 19}, {'player': {'id': 3210, 'name': 'Valère Germain'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 28}, {'player': {'id': 16462, 'name': 'Hatem Ben Arfa'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 9}]}",OGC Nice,136,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,773b2214-c8d5-4af2-bd8d-4de2b98ff9ef,2,,,3900497,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,OGC Nice,136,,0,,,,,,,,,,,,,,,"{'formation': 352, 'lineup': [{'player': {'id': 40484, 'name': 'Vincent Enyeama'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 3677, 'name': 'Bakary Adama Soumaoro'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 23}, {'player': {'id': 29057, 'name': 'Renato Civelli'}, 'position': {'id': 4, 'name': 'Center Back'}, 'jersey_number': 5}, {'player': {'id': 23203, 'name': 'Stopilla Sunzu'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 13}, {'player': {'id': 3446, 'name': 'Djibril Sidibé'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'jersey_number': 19}, {'player': {'id': 40486, 'name': 'Éric Bauthéac'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'jersey_number': 11}, {'player': {'id': 40522, 'name': 'Rio Antonio Zoba Mavuba'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 24}, {'player': {'id': 3211, 'name': 'Florent Balmont'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 4}, {'player': {'id': 40697, 'name': 'Mounir Obbadi'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 8}, {'player': {'id': 3357, 'name': 'Baptiste Guillaume'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 27}, {'player': {'id': 3625, 'name': 'Sofiane Boufal'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 7}]}",Lille,143,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,b59c648f-524a-4089-89ba-a5fdd57dca3e,3,,,3900497,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,OGC Nice,136,['2fa86564-c8b8-4847-b723-854f8ce04800'],0,,,,,,,,,,,,,,,,OGC Nice,136,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,2fa86564-c8b8-4847-b723-854f8ce04800,4,,,3900497,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,OGC Nice,136,['b59c648f-524a-4089-89ba-a5fdd57dca3e'],0,,,,,,,,,,,,,,,,Lille,143,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,1eae6fb3-bde5-41dd-8d09-a79988a4cd37,1958,,,3900497,45,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,110,Lille,143,['341d27b5-e694-481c-81c9-0ef4c600b723'],0,,,,,,,,,,,,,,,,Lille,143,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,341d27b5-e694-481c-81c9-0ef4c600b723,1959,,,3900497,45,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,110,Lille,143,['1eae6fb3-bde5-41dd-8d09-a79988a4cd37'],0,,,,,,,,,,,,,,,,OGC Nice,136,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,,,0.57934,,,,,,,,,,,,,,974e6312-072b-4678-9bd2-e9fb7e42ad61,5,,"[60.0, 40.0]",3900497,0,,,,,-1.0088748,,Right Foot,,,"[61.7, 37.3]",Ground Pass,,3.1906111,,,,,Hatem Ben Arfa,16462.0,,,,Kick Off,1,From Kick Off,Valère Germain,3210.0,Right Center Forward,2,OGC Nice,136,['e076060a-155f-45a6-b1e8-dde402d82a99'],0,,,,,,,,,,,,,,,,OGC Nice,136,00:00:00.894,Pass,
,,,,,,,,,,,,,,,,,,,,4.4,,,,,,,,,,,,,,28ac438e-c8bf-4941-8f0e-e6ba5f632fd4,8,,"[61.6, 36.5]",3900497,0,,,,,0.69512236,,Left Foot,,,"[112.8, 79.2]",High Pass,,66.66881,,,Out,,,,,True,,,1,From Kick Off,Hatem Ben Arfa,16462.0,Left Center Forward,2,OGC Nice,136,,2,,,,,,,,,,,,,,,,OGC Nice,136,00:00:02.174,Pass,
,,,,,,,,,,,,,,,,,,,,3.275927,,,,,,,,,,,,,,7583b139-f9de-4505-964a-bdbde8efaac4,9,,"[7.0, 36.1]",3900497,0,,,,,-0.17956823,,Right Foot,,,"[68.7, 24.9]",High Pass,,62.708294,,,,,Baptiste Guillaume,3357.0,,,,Goal Kick,1,From Goal Kick,Vincent Enyeama,40484.0,Goalkeeper,3,Lille,143,['f83d0df5-b814-442c-bd1f-177cba5e563f'],25,,,,,,,,,,,,,,,,Lille,143,00:00:25.197,Pass,
,,,,,,,,,,,,,,,,,,,,1.792079,,,,,,,,,,,,,,f96307d8-a533-4045-bdae-57523ed46952,11,,"[68.7, 24.9]",3900497,0,,,,,0.096253365,,Head,,,"[83.2, 26.3]",High Pass,,14.56743,,,,,Sofiane Boufal,3625.0,,,,,1,From Goal Kick,Baptiste Guillaume,3357.0,Right Center Forward,3,Lille,143,['97c8e5c2-d4ca-40e2-b14b-a3bd052fed2d'],28,,,,,,,,,,,,,,,,Lille,143,00:00:28.473,Pass,
