50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,1.159021,,,,,,,,,,,,,2968e83f-a860-4829-864f-fc3dbbfa1988,23,,,"[39.1, 38.9]",3901214,0,,,,,1.4775424,,Left Foot,,,,"[40.4, 52.8]",,Ground Pass,,13.960659,,,Mapou Yanga-Mbiwa,4463.0,,,,,,1,From Kick Off,Samuel Yves Umtiti,5492.0,Left Center Back,2,Lyon,137,['bd3474ed-b6b4-4a97-a30d-516fa0a758a7'],18,,,,,,,,,,,,,,,,,Lyon,137,00:00:18.590,Pass,
,,,,,,,,,,,,,,,,0.964758,,,,,,,,,,,,,199a8e51-de05-4a0f-8467-7dc5fa546c9a,26,,,"[42.3, 53.9]",3901214,0,,,,,0.051237166,,Right Foot,,,,"[54.0, 54.5]",,Ground Pass,,11.715375,,,Jordan Ferri,3118.0,,,,,,1,From Kick Off,Mapou Yanga-Mbiwa,4463.0,Right Center Back,2,Lyon,137,['2b1c5b60-c3be-4b0a-b039-420eb06de3a9'],20,,,,,,,,,,,,,,,,,Lyon,137,00:00:20.739,Pass,
,,,,,,,,,,,,,,,,1.306196,,,,,,,,,,,,,fa8a6027-adb9-404d-9915-e33dc03fece2,29,,,"[54.0, 57.1]",3901214,0,,,,,-2.868584,,Right Foot,,,,"[44.0, 54.3]",,Ground Pass,,10.384604,,,Mapou Yanga-Mbiwa,4463.0,,,,,,1,From Kick Off,Jordan Ferri,3118.0,Right Center Midfield,2,Lyon,137,['b3974896-aed5-496d-9aed-b2b7c61784dd'],21,,,,,,,,,,,,,,,,,Lyon,137,00:00:21.866,Pass,
,,,,,,,,,,,,,,,,1.712134,,,,,,,,,,,,,c5b0bfc6-018c-4bd3-95ac-ed80c120cad4,32,,,"[55.7, 64.0]",3901214,0,,,,,-0.48745263,,Right Foot,,,,"[88.9, 46.4]",,High Pass,,37.576588,,Incomplete,Alexandre Lacazette,3451.0,,,,,,1,From Kick Off,Mapou Yanga-Mbiwa,4463.0,Right Center Back,2,Lyon,137,"['27c930f0-c6b5-4e4a-8737-15b5cb33af5f', '37c4ee27-c04e-4ae6-a1e6-747875133f86']",28,,,,,,,,,,,,,,,,,Lyon,137,00:00:28.390,Pass,
,,,,,,,,,,,,,,,,1.807909,,,,,,,,,,,,,27c930f0-c6b5-4e4a-8737-15b5cb33af5f,34,,,"[31.2, 33.7]",3901214,0,,,,,-0.32596993,,Head,,,,"[52.5, 26.5]",,High Pass,,22.483994,,,Jean Michaël Seri,3359.0,,,,,Recovery,1,Regular Play,Paul Baysse,4443.0,Right Center Back,3,OGC Nice,136,"['14d00b8b-56fd-4472-86d8-abde46a04592', 'c5b0bfc6-018c-4bd3-95ac-ed80c120cad4']",30,,,,,,,,,,,,,,,,,OGC Nice,136,00:00:30.102,Pass,
,,,,,,,,,,,,,,,,0.864348,,,,,,,,,,,,,1da79e53-6fb3-4226-a198-b04f3dcdd0d2,46,,,"[54.8, 25.0]",3901214,0,,,,,-0.9140947,,Right Foot,,,,"[65.9, 10.6]",,Ground Pass,,18.181583,,,Alassane Pléa,3230.0,,,,,,1,Regular Play,Jean Michaël Seri,3359.0,Left Center Midfield,3,OGC Nice,136,"['4da22171-6d5e-4b7b-8a93-b2707d2abe63', '9e57457c-6d65-44af-9dec-35db76e47824', 'c80db77f-8ec4-4adf-a36c-d120a50220b6', 'f2b2aec2-30f2-445b-86e0-646d747cd362']",35,,,,,,,,,,,,,,,,,OGC Nice,136,00:00:35.033,Pass,True
,,,,,,,,,,,,,,,,1.105403,,,,,,,,,,,,,9e4f9b77-07bf-4ac5-8a7c-e29e49cc1845,51,,,"[61.2, 11.9]",3901214,0,,,,,2.5843775,,Right Foot,,,,"[48.2, 20.0]",,Ground Pass,,15.316984,,,Nampalys Mendy,4506.0,,,,,,1,Regular Play,Alassane Pléa,3230.0,Left Center Forward,3,OGC Nice,136,['61e3263e-cc89-4453-81d6-2da89b67a289'],36,,,,,,,,,,,,,,,,,OGC Nice,136,00:00:36.771,Pass,
,,,,,,,,,,,,,,,,0.958129,,,,,,,,,,,,,589a6728-7d77-4779-b4b9-a64e6b0bcd73,54,,,"[48.5, 20.3]",3901214,0,,,,,-1.6475682,,Right Foot,,,,"[47.3, 4.7]",,Ground Pass,,15.646086,,,Ricardo Domingos Barbosa Pereira,6352.0,,,,,,1,Regular Play,Nampalys Mendy,4506.0,Center Defensive Midfield,3,OGC Nice,136,['ee4ffc49-cd10-43f7-b3d4-94196c1e3c0f'],37,,,,,,,,,,,,,,,,,OGC Nice,136,00:00:37.940,Pass,
,,,,,,,,,,,,,,,,0.21562,,,,,,,,,,,,,57bbc4a0-aaed-4b95-a697-f2775ec789e7,58,,,"[46.3, 5.7]",3901214,0,,,,,0.9272952,,Right Foot,,,,"[49.0, 9.3]",,Ground Pass,,4.5,,Incomplete,Jean Michaël Seri,3359.0,,,,,,1,Regular Play,Ricardo Domingos Barbosa Pereira,6352.0,Left Back,3,OGC Nice,136,"['6524f542-f09d-4810-aa20-e1f0d2a8a9ac', '91291fb3-b36f-48c6-b566-3563ff416eed', 'ec314e26-0717-4294-a491-1582a80ccf9c']",39,,,,,,,,,,,,,,,,,OGC Nice,136,00:00:39.886,Pass,True
,,,,,,,,,,,,,,,,1.210106,,,,,,,,,,,,,01239476-506f-4cb2-82ce-5f382be10d35,65,,,"[75.2, 61.3]",3901214,0,,,,,-0.14189705,,Left Foot,,,,"[83.6, 60.1]",,Ground Pass,,8.485281,,,Alexandre Lacazette,3451.0,,,,,,1,Regular Play,Jordan Ferri,3118.0,Right Center Midfield,4,Lyon,137,['fab14340-3c45-4088-bc40-155d2e883af5'],42,,,,,,,,,,,,,,,,,Lyon,137,00:00:42.432,Pass,
,,,,,,,,,,,,,,,,2.193326,,,,,,,,,,,,,42e15d73-f32b-41a7-968b-2b91b01887c5,68,,,"[84.3, 57.8]",3901214,0,,,,,-1.4221044,,Right Foot,,,,"[88.0, 33.1]",,Ground Pass,,24.975588,,Incomplete,Gnaly Maxwell Cornet,3162.0,,,,,,1,Regular Play,Alexandre Lacazette,3451.0,Center Forward,4,Lyon,137,"['077c0e34-3e56-4824-99fa-eccfc89bc1d6', '96a34deb-aee3-4eee-bbbf-5721b549dba1']",43,,,,,,,,,,,,,,,,,Lyon,137,00:00:43.722,Pass,
,,,,,,,,,,,,,,,,1.667678,,,,,,,,,,,,,c46466e0-aac5-425d-b801-88c58ec77bf5,72,,,"[19.1, 36.3]",3901214,0,,,,,0.17759617,,Left Foot,,,,"[54.2, 42.6]",,High Pass,,35.660904,,Incomplete,Maxime Gonalons,6982.0,,,,,Recovery,1,Regular Play,Anthony Lopes,2947.0,Goalkeeper,4,Lyon,137,"['55889908-9bc1-487d-b1bb-1217034e4559', '5ba43e17-633c-47b9-ad3a-d7703c687502', 'd350541e-0df7-4284-be4c-01f97de8f575']",50,,,,,,,,,,,,,,,,,Lyon,137,00:00:50.782,Pass,True
,,,,,,,,,,,,,,,,1.021578,,,,,,,,,,,,,d1ed3e28-8fd7-4ca6-afcb-7d67fc4a0411,77,,,"[53.3, 43.8]",3901214,1,,,,,-1.6425294,,Right Foot,,,,"[52.1, 27.1]",,Ground Pass,,16.74306,,,Samuel Yves Umtiti,5492.0,,,,,Free Kick,1,From Free Kick,Mapou Yanga-Mbiwa,4463.0,Right Center Back,5,Lyon,137,['52e06e42-87a4-4bca-ae07-093d13593785'],27,,,,,,,,,,,,,,,,,Lyon,137,00:01:27.679,Pass,
,,,,,,,,,,,,,,,,0.798679,,,,,,,,,,,,,12d16e8e-003b-4a46-aa4b-373b8b321d55,80,,,"[57.9, 21.6]",3901214,1,,,,,-0.06395208,,Left Foot,,,,"[78.2, 20.3]",,Ground Pass,,20.341583,,,Gnaly Maxwell Cornet,3162.0,,,,,,1,From Free Kick,Samuel Yves Umtiti,5492.0,Left Center Back,5,Lyon,137,['3fea4c37-f3ff-4fd3-b2e0-2987d003c3f6'],31,,,,,,,,,,,,,,,,,Lyon,137,00:01:31.240,Pass,
,,,,,,,,,,,,,,,,2.845289,,,,,,,,,,,,,d1acc8fe-982c-4726-8f44-a6bf47efc1d0,83,,,"[76.4, 16.7]",3901214,1,,,,,-1.9749608,,Left Foot,,,,"[69.3, 0.1]",,Low Pass,,18.05464,,Out,Henri Bedimo Nsamè,4895.0,,,,,,1,From Free Kick,Gnaly Maxwell Cornet,3162.0,Left Wing,5,Lyon,137,['6c2e371d-38d4-4425-adec-aaeade683df3'],32,,,,,,,,,,,,,,,,,Lyon,137,00:01:32.136,Pass,
,,,,,,,,,,,,,,,,1.416081,,,,,,,,,,,,,262fac96-de36-4d39-b0ad-8bc3dd3cd9ff,85,,,"[51.2, 80.0]",3901214,1,,,,,-0.4697825,,,,,,"[64.2, 73.4]",,High Pass,,14.579437,,,Hatem Ben Arfa,16462.0,,,,,Throw-in,1,From Throw In,Jérémy Pied,4270.0,Right Back,6,OGC Nice,136,['5d0c322d-5bec-4043-a1cc-dacfcb710ae0'],47,,,,,,,,,,,,,,,,,OGC Nice,136,00:01:47.244,Pass,
,,,,,,,,,,,,,,,,0.951573,,,,,,,,,,,,,52b709fa-6451-4241-9274-e004ea6cfbf0,89,,,"[65.4, 73.0]",3901214,1,,,,,-2.2706892,,Left Foot,,,,"[62.2, 69.2]",,Ground Pass,,4.967897,,Incomplete,Vincent Koziello,4264.0,,,,,,1,From Throw In,Hatem Ben Arfa,16462.0,Center Attacking Midfield,6,OGC Nice,136,"['38fc7c5e-8056-44a4-a91f-654ecc11fb30', '698e6953-80aa-46e5-975a-f6c903524783', 'e7e4a7b6-7073-4f34-a04c-588e3054c575']",48,,,,,,,,,,,,,,,,,OGC Nice,136,00:01:48.740,Pass,True
,,,,,,,,,,,,,,,,0.636991,,,,,,,,,,,,,698e6953-80aa-46e5-975a-f6c903524783,91,,,"[57.9, 10.9]",3901214,1,,,,,-1.7529646,,Right Foot,,,,"[57.2, 7.1]",,Ground Pass,,3.8639357,,,Gnaly Maxwell Cornet,3162.0,,,,,Recovery,1,Regular Play,Sergi Darder Moll,3236.0,Left Center Midfield,7,Lyon,137,"['52b709fa-6451-4241-9274-e004ea6cfbf0', '797dde2e-fa10-4641-8177-a94af827d301']",49,,,,,,,,,,,,,,,,,Lyon,137,00:01:49.692,Pass,
,,,,,,,,,,,,,,,,1.223808,,,,,,,,,,,,,a46eeded-4a46-4eea-9664-606bc5b32314,94,,,"[57.3, 9.0]",3901214,1,,,,,1.8685994,,Right Foot,,,,"[54.2, 19.1]",,Ground Pass,,10.565037,,,Maxime Gonalons,6982.0,,,,,,1,Regular Play,Gnaly Maxwell Cornet,3162.0,Left Wing,7,Lyon,137,['8bca91c8-3b1c-4d15-a6b2-d7752e59bbfe'],50,,,,,,,,,,,,,,,,,Lyon,137,00:01:50.369,Pass,
,,,,,,,,,,,,,,,,2.001998,,,,,,,,,,,,,b948d49b-93c0-485e-bd46-b4c453490911,97,,,"[53.3, 24.3]",3901214,1,,,,,2.0399084,,Left Foot,,,,"[42.2, 46.2]",,Ground Pass,,24.552393,,,Mapou Yanga-Mbiwa,4463.0,,,,,,1,Regular Play,Maxime Gonalons,6982.0,Center Defensive Midfield,7,Lyon,137,['dc2640e8-bc6d-47b3-bee3-01e1b9b6c722'],53,,,,,,,,,,,,,,,,,Lyon,137,00:01:53.574,Pass,
,,,,,,,,,,,,,,,,2.779154,,,,,,,,,,,,,cde0eb63-9a6b-4d5b-937d-43af21ace349,100,,,"[43.0, 52.0]",3901214,1,,,,,0.8355843,,Right Foot,,,,"[63.8, 75.0]",,Ground Pass,,31.01032,,,Christophe Jallet,4410.0,,,,,,1,Regular Play,Mapou Yanga-Mbiwa,4463.0,Right Center Back,7,Lyon,137,['adf541f9-debc-4edf-9494-c9c83c9e6615'],55,,,,,,,,,,,,,,,,,Lyon,137,00:01:55.656,Pass,
,,,,,,,,,,,,,,,,1.090985,,,,,,,,,,,,,ad331720-bbcb-4dda-9a9b-6c797232894a,103,,,"[65.3, 72.7]",3901214,1,,,,,-0.23415658,,Right Foot,,,,"[76.2, 70.1]",,Ground Pass,,11.205802,,,Rachid Ghezzal,3372.0,,,,,,1,Regular Play,Christophe Jallet,4410.0,Right Back,7,Lyon,137,['54b436a1-c621-4f71-95fa-1e81416a21ba'],59,,,,,,,,,,,,,,,,,Lyon,137,00:01:59.172,Pass,
,,,,,,,,,,,,,,,,0.7671,,,,,,,,,,,,,caa8c60c-a907-4e69-8c03-f520610e9bef,106,,,"[78.2, 62.7]",3901214,2,,,,,0.114876606,,Left Foot,,,,"[86.0, 63.6]",,Ground Pass,,7.8517513,,,Jordan Ferri,3118.0,,,,,,1,Regular Play,Rachid Ghezzal,3372.0,Right Wing,7,Lyon,137,['89e75fdf-017d-4878-ad49-19cfa1c09cfa'],2,,,,,,,,,,,,,,,,,Lyon,137,00:02:02.913,Pass,
,,,,,,,,,,,,,,,,0.232693,,,,,,,,,,,,,55ca769a-bf2f-4ac5-8e01-2e1384b8ee38,110,,,"[86.9, 63.6]",3901214,2,,,,,1.076855,,Right Foot,,,,"[87.6, 64.9]",,Ground Pass,,1.4764823,,Incomplete,Christophe Jallet,4410.0,,,,,,1,Regular Play,Jordan Ferri,3118.0,Right Center Midfield,7,Lyon,137,"['0d622f37-33de-41aa-a00e-f20d1c31efc1', '4efd664a-5ef2-4c1e-9c93-5e67256789cd']",4,,,,,,,,,,,,,,,,,Lyon,137,00:02:04.020,Pass,
,,,,,,,,,,,,,,,,0.770179,,,,,,,,,,,,,694ea5cb-5a07-413b-ba2e-9e9c843f19e7,115,,,"[30.2, 17.1]",3901214,2,,,,,0.6139147,,Right Foot,,,,"[40.7, 24.5]",,Ground Pass,,12.845622,,,Hatem Ben Arfa,16462.0,,,,,,1,Regular Play,Ricardo Domingos Barbosa Pereira,6352.0,Left Back,7,Lyon,137,['c5de1f3f-d27a-4123-8ac5-4b33ed9f7bdc'],6,,,,,,,,,,,,,,,,,OGC Nice,136,00:02:06.030,Pass,
,,,,,,,,,,,,,,,,1.089206,,,,,,,,,,,,,0a67cbc9-acd0-44a4-af98-fde6685b42ec,122,,,"[39.6, 24.2]",3901214,2,,,,,0.5816535,,Right Foot,,,,"[46.9, 29.0]",,Ground Pass,,8.736704,,Incomplete,Hatem Ben Arfa,16462.0,,,,,Interception,1,Regular Play,Nampalys Mendy,4506.0,Center Defensive Midfield,7,Lyon,137,"['04be6a92-2a30-493a-bf7c-b997b1e1a607', '19a16d84-e6bc-4d77-b03d-a7ff4f7abe74', 'c0c8f889-8125-4c8b-894e-cdb933ce0a31']",9,,,,,,,,,,,,,,,,,OGC Nice,136,00:02:09.818,Pass,True
,,,,,,,,,,,,,,,,0.504988,,,,,,,,,,,,,65f2adea-18b3-4d61-81c0-d839c6a581ee,127,,,"[75.2, 51.3]",3901214,2,,,,,1.1818395,,Right Foot,,,,"[77.7, 57.4]",,Ground Pass,,6.59242,,,Rachid Ghezzal,3372.0,,,,,,1,Regular Play,Sergi Darder Moll,3236.0,Left Center Midfield,7,Lyon,137,"['3ee46885-687d-4fc9-a6c4-1abc737bf07d', '9cdb0787-6188-4cbf-bf7b-eae6c81dfe7a']",11,,,,,,,,,,,,,,,,,Lyon,137,00:02:11.726,Pass,True
,,,,,,,,,,,,,,,,0.88844,,,,,,,,,,,,,b4a13e63-b039-47c9-9b10-f1114540bbf2,131,,,"[77.5, 58.4]",3901214,2,,,,,-1.7774795,,Left Foot,,,,"[76.2, 52.2]",,Ground Pass,,6.3348246,,,Sergi Darder Moll,3236.0,,,,,,1,Regular Play,Rachid Ghezzal,3372.0,Right Wing,7,Lyon,137,"['55d81fa7-ac22-4406-89c8-7d4ea11ade48', '72d491b8-cfc5-464b-a85a-be31f3f86abd']",12,,,,,,,,,,,,,,,,,Lyon,137,00:02:12.269,Pass,True
,,,,,,,,,,,,,,,,0.82929,,,,,,,,,,,,,223b8ba9-c3ec-46d4-b557-a6e1379ab830,139,,,"[23.8, 54.2]",3901214,2,,,,,-1.1854765,,Right Foot,,,,"[29.6, 39.9]",,Ground Pass,,15.431461,,,Nampalys Mendy,4506.0,,,,,,1,Regular Play,Jérémy Pied,4270.0,Right Back,8,OGC Nice,136,['c7a31974-b491-41a3-a617-234163d6266d'],17,,,,,,,,,,,,,,,,,OGC Nice,136,00:02:17.166,Pass,
,,,,,,,,,,,,,,,,2.221265,,,,,,,,,,,,,ff259444-1aef-48dd-a411-e800a79ca349,142,,,"[43.3, 40.8]",3901214,2,,,,,1.9184031,,Right Foot,,,,"[35.8, 61.5]",,Ground Pass,,22.016811,,,Jérémy Pied,4270.0,,,,,,1,Regular Play,Nampalys Mendy,4506.0,Center Defensive Midfield,8,OGC Nice,136,['77ee2b89-cfe2-4d61-9215-b95982800bbf'],21,,,,,,,,,,,,,,,,,OGC Nice,136,00:02:21.910,Pass,
,,,,,,,,,,,,,,,,0.950993,,,,,,,,,,,,,91db15a0-4893-432a-8f56-25dca66a108e,145,,,"[40.9, 61.7]",3901214,2,,,,,-1.2977877,,Right Foot,,,,"[43.0, 54.2]",,Ground Pass,,7.788453,,,Nampalys Mendy,4506.0,,,,,,1,Regular Play,Jérémy Pied,4270.0,Right Back,8,OGC Nice,136,['25a1d01e-56f0-4f09-9272-eb1264769e19'],27,,,,,,,,,,,,,,,,,OGC Nice,136,00:02:27.152,Pass,
,,,,,,,,,,,,,,,,1.464994,,,,,,,,,,,,,b5de4640-388f-4496-a5f2-df1d3b858fd4,148,,,"[43.0, 43.8]",3901214,2,,,,,-1.7136521,,Right Foot,,,,"[40.9, 29.2]",,Ground Pass,,14.750255,,,Jean Michaël Seri,3359.0,,,,,,1,Regular Play,Nampalys Mendy,4506.0,Center Defensive Midfield,8,OGC Nice,136,['6ce199b8-6dc6-4f8e-b35a-2073ecf036f2'],29,,,,,,,,,,,,,,,,,OGC Nice,136,00:02:29.609,Pass,
