50_50,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_offensive,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,0.900883,,,,,,,,,,,,,7d4383c3-5197-4e2f-9973-8777ba8ad5f1,2020,,"[33.2, 49.2]",3900560,45,,,,,0.55932975,,Right Foot,,,,"[45.5, 56.9]",Ground Pass,,14.511374,,,,Vincent Koziello,4264.0,,,,,,,2,From Kick Off,Mathieu Bodmer,4373.0,Center Back,90,OGC Nice,136,['b87e9f23-55e2-475b-b144-3eb67a70fa86'],54,,,,,,,,,,,,,,,,OGC Nice,136,00:00:54.216,Pass,
,,,,,,,,,,,,,,,,,,1.558598,,,,,,,,,,,,,ea556c9b-1963-420d-b2f8-09f61fa3189c,2023,,"[38.3, 55.6]",3900560,45,,,,,-2.9209454,,Right Foot,,,,"[27.6, 53.2]",Ground Pass,,10.965857,,,,Mathieu Bodmer,4373.0,,,,,,,2,From Kick Off,Vincent Koziello,4264.0,Right Center Midfield,90,OGC Nice,136,['1f9d74bf-2410-49f5-a35e-7db3cb63a460'],59,,,,,,,,,,,,,,,,OGC Nice,136,00:00:59.604,Pass,
,,,,,,,,,,,,,,,,,,1.715038,,,,,,,,,,,,,dbaa1403-cbf2-49b9-a279-a3781ab60fc3,2026,,"[30.7, 53.2]",3900560,46,,,,,1.2242575,,Left Foot,,,,"[35.9, 67.6]",Ground Pass,,15.310127,,,,Paul Baysse,4443.0,,,,,,,2,From Kick Off,Mathieu Bodmer,4373.0,Center Back,90,OGC Nice,136,['00d23c57-5bf4-4998-9b8f-8849d471cdde'],3,,,,,,,,,,,,,,,,OGC Nice,136,00:01:03.501,Pass,
,,,,,,,,,,,,,,,,,,3.417815,,,,,,,,,,,,,8da91112-fe32-445c-a11e-a5764294c580,2029,,"[35.9, 67.6]",3900560,46,,,,,-0.67738646,,Left Foot,,,,"[72.7, 38.0]",High Pass,,47.22711,,Incomplete,,Valère Germain,3210.0,,,,,,,2,From Kick Off,Paul Baysse,4443.0,Right Center Back,90,OGC Nice,136,"['5b990418-91b9-4402-b9d8-4f1ace58e138', 'd1d8145d-6d0b-41fc-bcb6-1627b79eaa38']",5,,,,,,,,,,,,,,,,OGC Nice,136,00:01:05.296,Pass,
,,,,,,,,,,,,,,,,,,3.431852,,,,,,,,,,,,,6aa4be5f-42bc-4517-a24c-370716494bdc,2033,,"[44.1, 37.9]",3900560,46,,,,,-2.940341,,Head,,,,"[14.2, 31.8]",Low Pass,,30.515898,,,,Laurent Pionnier,40645.0,,,,,,Recovery,2,From Kick Off,Vitorino Hilton da Silva,3674.0,Right Center Back,90,OGC Nice,136,['5f20a073-280e-42dc-a38b-11bfd588aef7'],10,,,,,,,,,,,,,,,,Montpellier,139,00:01:10.366,Pass,
,,,,,,,,,,,,,,,,,,3.022259,,,,,,,,,,,,,e0480eec-971b-4959-bea4-b2081f31c082,2036,,"[19.7, 41.7]",3900560,46,,,,,-0.07225495,,Right Foot,,,,"[72.2, 37.9]",High Pass,,52.637344,,Incomplete,,Ryad Boudebouz,6661.0,,,,,,,2,From Kick Off,Laurent Pionnier,40645.0,Goalkeeper,90,OGC Nice,136,"['354e7b63-ac9c-4832-b6e1-ad037f18b8ab', 'e45b6377-8554-4336-997b-edd0d2d62e10']",21,,,,,,,,,,,,,,,,Montpellier,139,00:01:21.873,Pass,
,,,,,,,,,,,,,,,,,,1.463916,,,,,,,,,,,,,e45b6377-8554-4336-997b-edd0d2d62e10,2038,,"[47.9, 42.2]",3900560,46,,,,True,-0.14363216,,,,,,"[72.1, 38.7]",High Pass,,24.45179,,Incomplete,,,,,,,,,Recovery,2,From Kick Off,Mathieu Bodmer,4373.0,Center Back,90,OGC Nice,136,"['57cd030e-8eb8-4897-b01b-e81fde89db64', '860ba358-6f1c-4cb0-a8cc-6cda7012a21c', 'e0480eec-971b-4959-bea4-b2081f31c082']",24,,,,,,,,,,,,,,,,OGC Nice,136,00:01:24.895,Pass,True
,,,,,,,,,,,,,,,,,,3.370493,,,,,,,,,,,,,0cadb0fe-cbe4-458a-a63d-1f09a3fd688b,2043,,"[53.3, 42.8]",3900560,46,,,,,-0.6939315,,Right Foot,,,,"[77.7, 22.5]",High Pass,,31.740353,,,,Rodrigue Casimir Ninga,3020.0,,,,,,,2,From Kick Off,Vitorino Hilton da Silva,3674.0,Right Center Back,90,OGC Nice,136,['52229212-820b-4e00-a046-a6e0ab82ee9e'],27,,,,,,,,,,,,,,,,Montpellier,139,00:01:27.666,Pass,
,,,,,,,,,,,,,,,,,,1.748615,,,,,,,,,,,,,66f7e5ad-fd5b-4725-bccb-77546f335a35,2046,,"[77.9, 23.1]",3900560,46,,,,True,0.81683433,,,,,,"[85.6, 31.3]",High Pass,,11.248555,,Incomplete,,Morgan Sanson,3546.0,,,,,,,2,From Kick Off,Rodrigue Casimir Ninga,3020.0,Left Wing,90,OGC Nice,136,"['4018a677-81bf-44e6-a72a-c79484e66e99', '7a10735a-b08f-44f9-a7bb-a42b53e2fb3b', '8a7eaa75-1e12-41aa-88c7-46baef576f62']",31,,,,,,,,,,,,,,,,Montpellier,139,00:01:31.036,Pass,True
,,,,,,,,,,,,,,,,,,2.25679,,,,,,,,,,,,,665bdba4-721f-4718-9cb4-72a499c85e75,2050,,"[34.5, 47.8]",3900560,46,,,,,1.600938,,Right Foot,,,,"[33.9, 67.7]",High Pass,,19.909042,,,,Paul Baysse,4443.0,,,,,,,2,From Kick Off,Mathieu Bodmer,4373.0,Center Back,90,OGC Nice,136,['8eaa50af-0f42-4690-ba32-0d6ffbcd8fb6'],33,,,,,,,,,,,,,,,,OGC Nice,136,00:01:33.988,Pass,
,,,,,,,,,,,,,,,,,,1.591905,,,,,,,,,,,,,32979edf-2ca8-463d-9f1c-eb21f88795d1,2053,,"[33.9, 67.7]",3900560,46,,,,,0.70476526,,Left Foot,,,,"[44.6, 76.8]",Ground Pass,,14.046351,,,,Jérémy Pied,4270.0,,,,,,,2,From Kick Off,Paul Baysse,4443.0,Right Center Back,90,OGC Nice,136,['cc841e0d-f982-4183-882d-8c85ac5e153d'],36,,,,,,,,,,,,,,,,OGC Nice,136,00:01:36.669,Pass,
,,,,,,,,,,,,,,,,,,3.401753,,,,,,,,,,,,,c260ffe2-e900-463e-a0db-38d30e8a3b74,2056,,"[44.6, 76.8]",3900560,46,,,,,-0.9847193,,Right Foot,,,,"[68.5, 40.8]",High Pass,,43.211224,,Incomplete,,Valère Germain,3210.0,,,,,,,2,From Kick Off,Jérémy Pied,4270.0,Right Wing Back,90,OGC Nice,136,"['c6aadb08-2bf6-4ad2-8fb2-a5d5ba54c36f', 'da264918-231c-4a16-be33-077886acf6b9']",38,,,,,,,,,,,,,,,,OGC Nice,136,00:01:38.341,Pass,
,,,,,,,,,,,,,,,,,,1.747856,,,,,,,,,,,,,da264918-231c-4a16-be33-077886acf6b9,2058,,"[51.6, 39.3]",3900560,46,,,,,1.5744327,,Left Foot,,,,"[51.5, 66.8]",Ground Pass,,27.500181,,,,Bryan Dabo,3421.0,,,,,,Recovery,2,Regular Play,Vitorino Hilton da Silva,3674.0,Right Center Back,91,Montpellier,139,"['b3e2e9e8-d42d-4330-b6f5-8f31b98ae73f', 'c260ffe2-e900-463e-a0db-38d30e8a3b74']",41,,,,,,,,,,,,,,,,Montpellier,139,00:01:41.743,Pass,
,,,,,,,,,,,,,,,,,,1.248914,,,,,,,,,,,,,e1f30df0-f37a-47af-a388-7672ee2b1842,2061,,"[56.7, 68.2]",3900560,46,,,,,-0.3573589,,Right Foot,,,,"[80.0, 59.5]",Ground Pass,,24.87127,,,,Ryad Boudebouz,6661.0,,,,,,,2,Regular Play,Bryan Dabo,3421.0,Right Back,91,Montpellier,139,['6e8529e4-8979-459b-8df3-82263f6b6017'],45,,,,,,,,,,,,,,,,Montpellier,139,00:01:45.020,Pass,
,,,,,,,,,,,,,,,,,,1.217649,,,,,,,,,,,,,0214814b-507f-43bd-842b-46125dfed515,2067,,"[81.5, 55.5]",3900560,47,,,,,-0.5621552,,Left Foot,,,,"[104.2, 41.2]",High Pass,,26.828716,,,,Bryan Dabo,3421.0,,,,,,Free Kick,2,From Free Kick,Ryad Boudebouz,6661.0,Center Forward,92,Montpellier,139,['75644757-70f6-490c-99db-8609927fec39'],32,,,,,,,,,,,,,,,,Montpellier,139,00:02:32.298,Pass,
,,,,,,,,,,,,,,,,,,2.729268,,,,,,,,,,,,,dd997337-2325-496b-ac6c-8d973fdd3692,2074,,"[51.6, 66.8]",3900560,47,,,,,-2.5347245,,Left Foot,,,,"[20.2, 45.0]",Ground Pass,,38.225647,,,,Laurent Pionnier,40645.0,,,,,,,2,From Free Kick,Ryad Boudebouz,6661.0,Center Forward,92,Montpellier,139,['13693ae1-be28-4668-838c-dfb5c63eb957'],48,,,,,,,,,,,,,,,,Montpellier,139,00:02:48.054,Pass,
,,,,,,,,,,,,,,,,,,1.218896,,,,,,,,,,,,,c8159969-eac2-498f-b56c-0ade5a9b53a1,2076,,"[20.4, 45.0]",3900560,47,,,,,-0.12914729,,Right Foot,,,,"[28.1, 44.0]",Ground Pass,,7.7646637,,,,Daniel Congré,3011.0,,,,,,,2,From Free Kick,Laurent Pionnier,40645.0,Goalkeeper,92,Montpellier,139,['39d88616-3bd7-4be7-b637-ccc8aa35a118'],50,,,,,,,,,,,,,,,,Montpellier,139,00:02:50.784,Pass,
,,,,,,,,,,,,,,,,,,1.179967,,,,,,,,,,,,,c20ae752-df58-4176-8836-df72cb9bbc3e,2079,,"[31.7, 39.7]",3900560,47,,,,,-0.06442684,,Right Foot,,,,"[44.1, 38.9]",Ground Pass,,12.425779,,,,Jonas Martin,2950.0,,,,,,,2,From Free Kick,Daniel Congré,3011.0,Left Center Back,92,Montpellier,139,['b905d2d4-ede5-46b4-8c9d-7bc87ce5fe8d'],53,,,,,,,,,,,,,,,,Montpellier,139,00:02:53.250,Pass,
,,,,,,,,,,,,,,,,,,1.52427,,,,,,,,,,,,,d4ed0de9-6e92-429f-a463-886a889dfeeb,2082,,"[39.5, 38.3]",3900560,47,,,,,-1.4601392,,Right Foot,,,,"[42.9, 7.7]",Ground Pass,,30.78831,,,,Ramy Bensebaini,3191.0,,,,,,,2,From Free Kick,Jonas Martin,2950.0,Left Defensive Midfield,92,Montpellier,139,['bd50bf8d-38b3-4fb4-9b5a-18caaa226aa6'],56,,,,,,,,,,,,,,,,Montpellier,139,00:02:56.124,Pass,
,,,,,,,,,,,,,,,,,,2.591048,,,,,,,,,,,,,d314ec32-1b5e-4b77-bfc2-fbef9a412a67,2085,,"[43.6, 3.2]",3900560,48,,,,,0.17684785,,Left Foot,,,,"[93.4, 12.1]",High Pass,,50.58903,,,,Rodrigue Casimir Ninga,3020.0,,,,,,,2,From Free Kick,Ramy Bensebaini,3191.0,Left Back,92,Montpellier,139,['ba12a35d-5201-41e3-85a8-9a5136173518'],0,,,,,,,,,,,,,,,,Montpellier,139,00:03:00.447,Pass,
,,,,,,,,,,,,,,,,,,0.27836,,,,,,,,,,,,,60d56c16-ba4c-43f2-9c09-e4dcc594801e,2089,,"[86.2, 3.6]",3900560,48,,,,,3.1415927,,Right Foot,,,,"[82.1, 3.6]",Ground Pass,,4.1,,Incomplete,,Morgan Sanson,3546.0,,,,,,,2,From Free Kick,Rodrigue Casimir Ninga,3020.0,Left Wing,92,Montpellier,139,"['0b6d3737-97ca-481c-a1dd-af035546b662', '87d467c9-ca44-48e9-b89c-a80fb2fe1209', 'c4fd2a2c-6bee-4699-8e3a-721605e67180']",5,,,,,,,,,,,,,,,,Montpellier,139,00:03:05.461,Pass,True
,,,,,,,,,,,,,,,,,,0.857388,,,,,,,,,,,,,71385c93-5211-42fd-ae7e-0377ba68c5a7,2092,,"[83.4, 0.1]",3900560,48,,,,,1.735945,,,,,,"[81.8, 9.7]",Low Pass,,9.73242,,,,Morgan Sanson,3546.0,,,,,,Throw-in,2,From Throw In,Ramy Bensebaini,3191.0,Left Back,93,Montpellier,139,['d9ee6437-6755-4179-acab-be1c151bafa1'],14,,,,,,,,,,,,,,,,Montpellier,139,00:03:14.019,Pass,
,,,,,,,,,,,,,,,,,,0.762231,,,,,,,,,,,,,4e149227-316d-402f-9553-39f3f452945c,2096,,"[80.5, 9.1]",3900560,48,,,,,-1.2014626,,Left Foot,,,,"[82.9, 2.9]",Ground Pass,,6.6483083,,,,Ramy Bensebaini,3191.0,,,,,,,2,From Throw In,Morgan Sanson,3546.0,Center Attacking Midfield,93,Montpellier,139,"['412a0cd4-6cff-4b3b-b51d-4d8a2fcdcc31', '4c1345c8-f4c0-4d19-a37a-a2d59b32b637']",15,,,,,,,,,,,,,,,,Montpellier,139,00:03:15.294,Pass,True
,,,,,,,,,,,,,,,,,,2.136409,,,,,,,,,,,,,7c0c15f4-25ee-427a-a90d-a3e3e3d2e375,2100,,"[32.6, 80.0]",3900560,48,,True,,,-0.66150767,,,,,,"[47.5, 68.4]",High Pass,,18.88306,,Unknown,,Vincent Koziello,4264.0,,,,,,Throw-in,2,From Throw In,Jérémy Pied,4270.0,Right Wing Back,94,OGC Nice,136,['99581b67-ac8d-42c6-a963-59863fc7e687'],24,,,,,,,,,,,,,,,,OGC Nice,136,00:03:24.927,Pass,
,,,,,,,,,,,,,,,,,,1.998253,,,,,,,,,,,,,42ee1f54-4f99-40d8-899b-7c5e6899375a,2105,,"[48.2, 65.8]",3900560,48,,,,,-1.8887805,,Right Foot,,,,"[37.7, 33.9]",Ground Pass,,33.583626,,,,Maxime Le Marchand,3229.0,,,,,,Free Kick,2,From Free Kick,Paul Baysse,4443.0,Right Center Back,95,OGC Nice,136,['b27a020f-1755-497b-a2a2-fe12ccb69819'],43,,,,,,,,,,,,,,,,OGC Nice,136,00:03:43.499,Pass,
,,,,,,,,,,,,,,,,,,2.148421,,,,,,,,,,,,,3701d336-5d5e-4798-8c1d-d063b4d89f99,2108,,"[40.0, 31.6]",3900560,48,,,,,-1.2415912,,Left Foot,,,,"[49.6, 3.5]",Ground Pass,,29.694613,,,,Olivier Boscagli,7323.0,,,,,,,2,From Free Kick,Maxime Le Marchand,3229.0,Left Center Back,95,OGC Nice,136,['8a742d59-6475-4e45-a9d8-3365ddf4feb0'],46,,,,,,,,,,,,,,,,OGC Nice,136,00:03:46.522,Pass,
,,,,,,,,,,,,,,,,,,1.023188,,,,,,,,,,,,,f1bea56d-e70b-4876-9d63-c548364405d8,2111,,"[51.0, 3.8]",3900560,48,,,,,1.5009799,,Left Foot,,,,"[52.0, 18.1]",Ground Pass,,14.334923,,,,Nampalys Mendy,4506.0,,,,,,,2,From Free Kick,Olivier Boscagli,7323.0,Left Wing Back,95,OGC Nice,136,['fa673d5a-9b5e-4b21-9b43-45415a1edbe8'],50,,,,,,,,,,,,,,,,OGC Nice,136,00:03:50.091,Pass,
,,,,,,,,,,,,,,,,,,1.018402,,,,,,,,,,,,,a91855c4-f671-482f-ad95-7c6ce1c00ee9,2115,,"[51.0, 11.7]",3900560,48,,,,,-2.4805496,,Left Foot,,,,"[42.0, 4.7]",Ground Pass,,11.401754,,,,Olivier Boscagli,7323.0,,,,,,,2,From Free Kick,Nampalys Mendy,4506.0,Center Defensive Midfield,95,OGC Nice,136,"['1b7e0717-7d72-4e1b-8663-c8c964ff3d6d', '1e2341c7-9915-4ea9-9014-664e0c8acbbe']",51,,,,,,,,,,,,,,,,OGC Nice,136,00:03:51.976,Pass,True
,,,,,,,,,,,,,,,,,,2.623997,,,,,,,,,,,,,57a3e6e9-66f0-4e19-a5fc-0759055ebc85,2118,,"[38.0, 6.4]",3900560,48,,,,,2.2982628,,Left Foot,,,,"[11.2, 36.5]",Ground Pass,,40.301987,,,,Yoan Cardinale,4257.0,,,,,,,2,From Free Kick,Olivier Boscagli,7323.0,Left Wing Back,95,OGC Nice,136,['902680a0-7ebe-4d37-a9ef-91d8ea48fbea'],54,,,,,,,,,,,,,,,,OGC Nice,136,00:03:54.322,Pass,
,,,,,,,,,,,,,,,,,,2.742901,,,,,,,,,,,,,1832769c-760c-466a-983c-8e15107ece13,2122,,"[14.2, 40.5]",3900560,48,,,,,0.74024814,,Right Foot,,,,"[48.9, 72.2]",High Pass,,46.999786,,,,Paul Baysse,4443.0,,,,,,,2,From Free Kick,Yoan Cardinale,4257.0,Goalkeeper,95,OGC Nice,136,['c3dc7406-604e-4f68-a265-a74691bb2858'],58,,,,,,,,,,,,,,,,OGC Nice,136,00:03:58.459,Pass,
,,,,,,,,,,,,,,,,,,2.088588,,,,,,,,,,,,,ea6827fd-823a-44f5-a290-9fde8a755814,2125,,"[48.4, 71.7]",3900560,49,,,,True,-1.4855762,,,,,,"[50.1, 51.8]",High Pass,,19.97248,,Incomplete,,,,,,,,,,2,From Free Kick,Paul Baysse,4443.0,Right Center Back,95,OGC Nice,136,"['12aaa1ba-bf69-4f4d-b61b-60fb8a4cb1ad', '86e6983b-e290-423b-9040-68ee8d8c6287']",1,,,,,,,,,,,,,,,,OGC Nice,136,00:04:01.282,Pass,True
,,,,,,,,,,,,,,,,,,2.723674,,,,,,,,,,,,,84709299-5e3b-4b35-b213-8224b49ab152,2128,,"[62.1, 31.4]",3900560,49,,True,,,1.5678809,,Right Foot,,,,"[62.2, 65.7]",High Pass,,34.300144,,,,Bryan Dabo,3421.0,,,,,,,2,Regular Play,Morgan Sanson,3546.0,Center Attacking Midfield,96,Montpellier,139,['d4d2b8e5-1e6d-4300-a936-12b9d828f948'],4,,,,,,,,,,,,,,,,Montpellier,139,00:04:04.869,Pass,
,,,,,,,,,,,,,,,,,,1.675849,,,,,,,,,,,,,1794af5d-20ac-4594-acdf-10e3e94bc793,2130,,"[62.2, 65.7]",3900560,49,,True,,,-0.26876011,,Right Foot,,,,"[85.8, 59.2]",Ground Pass,,24.478765,,,,Ryad Boudebouz,6661.0,,,,,,,2,Regular Play,Bryan Dabo,3421.0,Right Back,96,Montpellier,139,['efda403b-e575-4729-912f-5b91abea2f23'],8,,,,,,,,,,,,,,,,Montpellier,139,00:04:08.447,Pass,
,,,,,,,,,,,,,,,,,,0.202076,,,,,,,,,,,,,d6d3efc8-f8c1-454e-ab9b-587b8f452a6c,2137,,"[87.6, 58.7]",3900560,49,,,,,0.7974458,,Right Foot,,,,"[91.7, 62.9]",Ground Pass,,5.8694124,,Incomplete,,Jérôme Roussillon,3676.0,,,,,,Recovery,2,Regular Play,Bryan Dabo,3421.0,Right Back,96,Montpellier,139,"['ef5881a1-ae5d-48cc-b8e9-8bdff16e8a2d', 'f8d3f832-8164-42a1-b392-0272d3ff7937']",15,,,,,,,,,,,,,,,,Montpellier,139,00:04:15.323,Pass,
,,,,,,,,,,,,,,,,,,1.625414,,,,,,,,,,,,,1dc5496c-371f-4837-b29f-89fe838f46ae,2141,,"[70.8, 71.6]",3900560,49,,,,,-0.65437025,,Right Foot,,,,"[78.1, 66.0]",Ground Pass,,9.200543,,,,Bryan Dabo,3421.0,,,,,,Recovery,2,Regular Play,William Jean Rémy,4669.0,Right Defensive Midfield,96,Montpellier,139,"['13bd72f6-cb55-4f70-b2ff-3dc214439957', '827dec26-3589-4aca-a0da-69ec37a3462a']",18,,,,,,,,,,,,,,,,Montpellier,139,00:04:18.525,Pass,True
,,,,,,,,,,,,,,,,,,1.298544,,,,,,,,,,,,,53f0f3e3-72e1-4717-86b5-e2e5edeb1660,2156,,"[98.5, 74.5]",3900560,50,,,,,-1.1803427,,Left Foot,True,,,"[112.0, 41.7]",High Pass,,35.469563,,Unknown,,,,,,,,,Free Kick,2,From Free Kick,Ryad Boudebouz,6661.0,Center Forward,97,Montpellier,139,,37,,,,,,,,,,,,,,,,Montpellier,139,00:05:37.916,Pass,
,,,,,,,,,,,,,,,,,,1.851655,,,,,,,,,,,,,5337e6a6-96f6-4de7-a887-4728442f99fe,2159,,"[12.6, 39.5]",3900560,50,,,,,0.02438541,,Right Foot,,,,"[24.9, 39.8]",Ground Pass,,12.303658,,,,Mathieu Bodmer,4373.0,,,,,,Free Kick,2,From Free Kick,Yoan Cardinale,4257.0,Goalkeeper,98,OGC Nice,136,['c485a258-3804-4a15-a4a5-aae59acfe10f'],51,,,,,,,,,,,,,,,,OGC Nice,136,00:05:51.088,Pass,
,,,,,,,,,,,,,,,,,,0.921542,,,,,,,,,,,,,9da6450c-cbb7-401b-8883-2d2efe7d1ee5,2162,,"[29.7, 41.3]",3900560,50,,,,,-0.014284743,,Right Foot,,,,"[36.7, 41.2]",Ground Pass,,7.0007143,,,,Nampalys Mendy,4506.0,,,,,,,2,From Free Kick,Mathieu Bodmer,4373.0,Center Back,98,OGC Nice,136,['d740aa54-6b76-4f0c-801f-a6969bf759b9'],54,,,,,,,,,,,,,,,,OGC Nice,136,00:05:54.162,Pass,
,,,,,,,,,,,,,,,,,,2.421827,,,,,,,,,,,,,c45a188b-bfa1-4f13-a03a-6ce73c43fbec,2165,,"[36.3, 40.9]",3900560,50,,,,,-2.2404354,,Right Foot,,,,"[24.9, 26.5]",Ground Pass,,18.366274,,,,Maxime Le Marchand,3229.0,,,,,,,2,From Free Kick,Nampalys Mendy,4506.0,Center Defensive Midfield,98,OGC Nice,136,['34806271-3386-4d8a-85fc-67e7e6d8f70d'],55,,,,,,,,,,,,,,,,OGC Nice,136,00:05:55.131,Pass,
,,,,,,,,,,,,,,,,,,1.440135,,,,,,,,,,,,,7736c8a3-0c3a-4d52-b219-625da002808b,2168,,"[26.7, 26.4]",3900560,50,,,,,0.29874206,,Left Foot,,,,"[55.6, 35.3]",High Pass,,30.239378,,,,Hatem Ben Arfa,16462.0,,,,,,,2,From Free Kick,Maxime Le Marchand,3229.0,Left Center Back,98,OGC Nice,136,['f47b6a27-64b0-4bcc-89b1-39789eb65a99'],57,,,,,,,,,,,,,,,,OGC Nice,136,00:05:57.673,Pass,
,,,,,,,,,,,,,,,,,,1.393412,,,,,,,,,,,,,a6b0c258-d45e-4186-a745-c73bcb2977ba,2171,,"[55.4, 35.7]",3900560,51,,,,,1.4685897,,Left Foot,,,,"[56.6, 47.4]",Ground Pass,,11.761377,,,,Vincent Koziello,4264.0,,,,,,,2,From Free Kick,Hatem Ben Arfa,16462.0,Right Center Forward,98,OGC Nice,136,['80e0e2c3-5aab-4c03-bc8c-12ed4bc8b87a'],0,,,,,,,,,,,,,,,,OGC Nice,136,00:06:00.419,Pass,
,,,,,,,,,,,,,,,,,,2.474508,,,,,,,,,,,,,4f1d01b3-5bba-4959-a791-3236d001d755,2174,,"[58.0, 52.3]",3900560,51,,,,,1.021043,,Right Foot,,,,"[72.4, 75.8]",Ground Pass,,27.561024,,,,Jérémy Pied,4270.0,,,,,,,2,From Free Kick,Vincent Koziello,4264.0,Right Center Midfield,98,OGC Nice,136,['88327283-7946-494d-b175-559a26867bf1'],2,,,,,,,,,,,,,,,,OGC Nice,136,00:06:02.768,Pass,
,,,,,,,,,,,,,,,,,,2.28827,,,,,,,,,,,,,da646c20-e9e3-4d2a-bd0e-a2000ec1a9e7,2177,,"[73.6, 75.8]",3900560,51,,,,,-3.041924,,Right Foot,,,,"[56.6, 74.1]",Ground Pass,,17.08479,,,,Paul Baysse,4443.0,,,,,,,2,From Free Kick,Jérémy Pied,4270.0,Right Wing Back,98,OGC Nice,136,['3a00bbe6-229c-4f44-a63c-0f94878d19e6'],6,,,,,,,,,,,,,,,,OGC Nice,136,00:06:06.375,Pass,
,,,,,,,,,,,,,,,,,,1.495217,,,,,,,,,,,,,3893173b-f21b-49a9-969e-b5715c529793,2179,,"[56.6, 74.1]",3900560,51,,,,,0.08611742,,Right Foot,,,,"[84.4, 76.5]",High Pass,,27.903404,,,,Jérémy Pied,4270.0,,,,,,,2,From Free Kick,Paul Baysse,4443.0,Right Center Back,98,OGC Nice,136,['debfd95b-f421-4408-8f59-571e55b6d329'],8,,,,,,,,,,,,,,,,OGC Nice,136,00:06:08.664,Pass,
,,,,,,,,,,,,,,,,,,0.754887,,,,,,,,,,,,,3b859411-d2e8-42e7-8436-2fba72b59146,2187,,"[87.1, 74.2]",3900560,51,,True,,,-2.976444,,Right Foot,,,,"[85.3, 73.9]",Ground Pass,,1.8248287,,,,Hatem Ben Arfa,16462.0,,,,,,Free Kick,2,From Free Kick,Jérémy Pied,4270.0,Right Wing Back,99,OGC Nice,136,['11d2c26a-8d90-4987-b4e8-2f63cae4cf0f'],30,,,,,,,,,,,,,,,,OGC Nice,136,00:06:30.161,Pass,
,,,,,,,,,,,,,,,,,,1.624594,,,,,,,,,,,,,cb94b9ca-729c-4104-9369-a3f9e2293302,2200,,"[28.8, 28.3]",3900560,51,,,,True,-0.12161902,,,,,,"[37.8, 27.2]",Low Pass,,9.066973,,,,Jonas Martin,2950.0,,,,,,Recovery,2,Regular Play,Morgan Sanson,3546.0,Center Attacking Midfield,100,Montpellier,139,"['23f448fa-e693-4d8f-94f3-fea08f19bb32', 'e94b223a-4148-46bb-ae0f-a7d9bbcbe351']",38,,,,,,,,,,,,,,,,Montpellier,139,00:06:38.967,Pass,True
,,,,,,,,,,,,,,,,,,1.85301,,,,,,,,,,,,,894663d8-c27e-41fc-a905-3f29e02f8004,2204,,"[45.4, 27.6]",3900560,51,,,,,-1.1377515,,Right Foot,,,,"[54.6, 7.7]",Ground Pass,,21.92373,,,,Ryad Boudebouz,6661.0,,,,,,,2,Regular Play,Jonas Martin,2950.0,Left Defensive Midfield,100,Montpellier,139,"['1ecc612f-8dc3-4cd6-b9dd-b6623692631e', '79b99460-ed69-482e-83b3-617b4a96b39d']",41,,,,,,,,,,,,,,,,Montpellier,139,00:06:41.640,Pass,True
,,,,,,,,,,,,,,,,,,1.854398,,,,,,,,,,,,,f9ab0809-972e-4cf9-9b20-423c41df28a4,2207,,"[54.6, 7.7]",3900560,51,,,,,1.2127093,,Left Foot,,,,"[72.6, 55.8]",High Pass,,51.357666,,,,William Jean Rémy,4669.0,,,True,,,,2,Regular Play,Ryad Boudebouz,6661.0,Center Forward,100,Montpellier,139,['60f3a106-d224-4341-96c6-04bc7d508448'],43,,,,,,,,,,,,,,,,Montpellier,139,00:06:43.533,Pass,
,,,,,,,,,,,,,,,,,,4.792676,,,,,,,,,,,,,d9705287-a640-4c98-a13d-b58366acc382,2210,,"[80.3, 77.3]",3900560,51,,,,,-1.2921532,,Right Foot,,,,"[102.3, 0.4]",High Pass,,79.98506,,Out,,Rodrigue Casimir Ninga,3020.0,,,True,,,,2,Regular Play,William Jean Rémy,4669.0,Right Defensive Midfield,100,Montpellier,139,['db46fed9-ccb7-47fe-8bb9-55062f6b1096'],51,,,,,,,,,,,,,,,,Montpellier,139,00:06:51.055,Pass,
