50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_shot_saved_to_post,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_saved_to_post,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,0e908664-f9ad-4b02-b784-a5a5fa0ba097,1,,,,3900585,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Toulouse,130,,0,,,,,,,,,,,,,,,,,"{'formation': 343, 'lineup': [{'player': {'id': 2981, 'name': 'Alban Lafont'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 40}, {'player': {'id': 16430, 'name': 'Uroš Spajić'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 15}, {'player': {'id': 4349, 'name': 'Issa Diop'}, 'position': {'id': 4, 'name': 'Center Back'}, 'jersey_number': 5}, {'player': {'id': 8677, 'name': 'Marcel Tisserand'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 26}, {'player': {'id': 3030, 'name': 'Wergiton do Rosário Calmon'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'jersey_number': 19}, {'player': {'id': 44065, 'name': 'William Matheus da Silva'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'jersey_number': 6}, {'player': {'id': 16522, 'name': 'Tongo Hamed Doumbia'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 4}, {'player': {'id': 31174, 'name': 'Jean-Daniel Akpa Akpro'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 7}, {'player': {'id': 11540, 'name': 'Óscar Guido Trejo'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 18}, {'player': {'id': 4447, 'name': 'Martin Braithwaite Christensen'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 9}, {'player': {'id': 6723, 'name': 'Wissam Ben Yedder'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 10}]}",Toulouse,130,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,7ed72440-c6e6-4960-9234-46500cbfda0b,2,,,,3900585,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Toulouse,130,,0,,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 4440, 'name': 'Kevin Trapp'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 16}, {'player': {'id': 3481, 'name': 'Serge Aurier'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 19}, {'player': {'id': 4372, 'name': 'Marcos Aoás Corrêa'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 5}, {'player': {'id': 3956, 'name': 'David Luiz Moreira Marinho'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 32}, {'player': {'id': 26613, 'name': 'Maxwell Scherrer Cabelino Andrade'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 17}, {'player': {'id': 4325, 'name': 'Thiago Motta'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 8515, 'name': 'Benjamin Stambouli'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 4}, {'player': {'id': 4375, 'name': 'Blaise Matuidi'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 14}, {'player': {'id': 3745, 'name': 'Lucas Rodrigues Moura da Silva'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 7}, {'player': {'id': 4370, 'name': 'Javier Matías Pastore'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 27}, {'player': {'id': 3672, 'name': 'Zlatan Ibrahimović'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 10}]}",Paris Saint-Germain,131,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,6b355f6a-02fc-4ddf-9785-6290c26202fc,3,,,,3900585,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Toulouse,130,['6edbe0f0-b49d-4cb8-879e-f72415b8bd72'],0,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,6edbe0f0-b49d-4cb8-879e-f72415b8bd72,4,,,,3900585,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Toulouse,130,['6b355f6a-02fc-4ddf-9785-6290c26202fc'],0,,,,,,,,,,,,,,,,,,Toulouse,130,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,f194e9c0-85b5-4eed-b4d2-c84488472c16,2084,,,,3900585,45,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,84,Paris Saint-Germain,131,['271e2606-7b55-4d16-83c2-d60fb60582ca'],0,,,,,,,,,,,,,,,,,,Toulouse,130,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,271e2606-7b55-4d16-83c2-d60fb60582ca,2085,,,,3900585,45,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,84,Paris Saint-Germain,131,['f194e9c0-85b5-4eed-b4d2-c84488472c16'],0,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.367887,,,,,,,,,,,,,,d1c3b3a5-b585-449a-9192-53051e3cf12d,5,,,"[60.0, 40.0]",3900585,0,,,,2.1708465,,Right Foot,,,,"[58.7, 41.9]",Ground Pass,,2.302173,,,,Wissam Ben Yedder,6723.0,,,,,Kick Off,1,From Kick Off,Martin Braithwaite Christensen,4447.0,Left Wing,2,Toulouse,130,['0f65b3d3-7cc3-4ee1-a1d1-0843380ee2a4'],1,,,,,,,,,,,,,,,,,,Toulouse,130,00:00:01.418,Pass,
,,,,,,,,,,,,,,,,1.250254,,,,,,,,,,,,,,a53eb461-dd67-477f-8356-79ee462dd986,8,,,"[58.7, 43.1]",3900585,0,,,,-2.7270858,,Right Foot,,,,"[48.7, 38.7]",Ground Pass,,10.9252,,,,Jean-Daniel Akpa Akpro,31174.0,,,,,,1,From Kick Off,Wissam Ben Yedder,6723.0,Center Forward,2,Toulouse,130,['142f442f-58b7-42af-a886-315620d3802c'],1,,,,,,,,,,,,,,,,,,Toulouse,130,00:00:01.866,Pass,
,,,,,,,,,,,,,,,,0.958481,,,,,,,,,,,,,,d516eff8-563b-46f7-8cc4-d99386994223,11,,,"[49.2, 38.7]",3900585,0,,,,-2.0140386,,Right Foot,,,,"[39.8, 18.9]",Ground Pass,,21.91803,,,,Marcel Tisserand,8677.0,,,,,,1,From Kick Off,Jean-Daniel Akpa Akpro,31174.0,Left Defensive Midfield,2,Toulouse,130,['ac3f4c9e-2935-4b85-be32-dd371f15f6ce'],3,,,,,,,,,,,,,,,,,,Toulouse,130,00:00:03.972,Pass,
,,,,,,,,,,,,,,,,2.408957,,,,,,,,,,,,,,faca2b58-6808-4967-8e21-7821911c7010,14,,,"[40.3, 19.6]",3900585,0,,,,2.0451324,,Right Foot,,,,"[23.1, 53.1]",Ground Pass,,37.657536,,,,Issa Diop,4349.0,,,,,,1,From Kick Off,Marcel Tisserand,8677.0,Left Center Back,2,Toulouse,130,['96b6050d-50ae-4267-9ac1-d6621e059356'],5,,,,,,,,,,,,,,,,,,Toulouse,130,00:00:05.827,Pass,
,,,,,,,,,,,,,,,,2.37863,,,,,,,,,,,,,,f57ffd46-5123-4ca0-9ff7-46d511809d55,17,,,"[22.2, 53.8]",3900585,0,,,,-0.21741109,,Right Foot,,,,"[64.3, 44.5]",High Pass,,43.114964,,,,Wissam Ben Yedder,6723.0,,,,,,1,From Kick Off,Issa Diop,4349.0,Center Back,2,Toulouse,130,['e0b41951-d9d4-4873-8489-c170ab8d2ad8'],8,,,,,,,,,,,,,,,,,,Toulouse,130,00:00:08.982,Pass,
,,,,,,,,,,,,,,,,1.109228,,,,,,,,,,,,,,e2b247ea-74f4-42c0-ba2a-cb005d5fec13,20,,,"[64.3, 44.5]",3900585,0,,,,1.8050516,,Right Foot,,,,"[62.2, 53.3]",Ground Pass,,9.047099,,Incomplete,,Óscar Guido Trejo,11540.0,,,,,,1,From Kick Off,Wissam Ben Yedder,6723.0,Center Forward,2,Toulouse,130,"['6b4d5df3-6040-493b-a557-96e6b96cc77b', 'da1be1db-493f-43ed-a3b9-217d456735fc']",11,,,,,,,,,,,,,,,,,,Toulouse,130,00:00:11.493,Pass,
,,,,,,,,,,,,,,,,1.490017,,,,,,,,,,,,,,6b4d5df3-6040-493b-a557-96e6b96cc77b,22,,,"[57.9, 26.8]",3900585,0,,,,0.0344691,,Left Foot,,,,"[78.2, 27.5]",Ground Pass,,20.312065,,Incomplete,,Zlatan Ibrahimović,3672.0,,,,,Interception,1,From Kick Off,Thiago Motta,4325.0,Center Defensive Midfield,2,Toulouse,130,"['a5dc09ca-2eaf-4069-9332-5967c3648d39', 'ce8afbda-bf94-4776-8b09-3ef93e4796d0', 'e2b247ea-74f4-42c0-ba2a-cb005d5fec13']",12,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:12.602,Pass,
,,,,,,,,,,,,,,,,0.794825,,,,,,,,,,,,,,ce8afbda-bf94-4776-8b09-3ef93e4796d0,24,,,"[41.9, 52.6]",3900585,0,,,,-0.72297937,,Right Foot,,,,"[48.7, 46.6]",Ground Pass,,9.068627,,,,Jean-Daniel Akpa Akpro,31174.0,,,,,Recovery,1,From Kick Off,Issa Diop,4349.0,Center Back,2,Toulouse,130,"['2de464eb-02d7-4b21-879b-cf03e9dca19c', '6b4d5df3-6040-493b-a557-96e6b96cc77b']",14,,,,,,,,,,,,,,,,,,Toulouse,130,00:00:14.092,Pass,
,,,,,,,,,,,,,,,,0.487403,,,,,,,,,,,,,,21993686-88f3-45f5-a422-bfca6249a098,27,,,"[48.7, 46.6]",3900585,0,,,,0.80729246,,Right Foot,,,,"[55.4, 53.6]",Ground Pass,,9.689685,,,,Wissam Ben Yedder,6723.0,,,,,,1,From Kick Off,Jean-Daniel Akpa Akpro,31174.0,Left Defensive Midfield,2,Toulouse,130,['683d6db7-a901-4884-a331-b97a93f793bc'],15,,,,,,,,,,,,,,,,,,Toulouse,130,00:00:15.833,Pass,
,,,,,,,,,,,,,,,,1.685384,,,,,,,,,,,,,,81e6a845-d86f-4fcc-9987-7124e4d0617a,30,,,"[55.4, 53.6]",3900585,0,,,,-1.0762308,,Left Foot,,,,"[65.7, 34.5]",Low Pass,,21.70023,,,,Óscar Guido Trejo,11540.0,,,,,,1,From Kick Off,Wissam Ben Yedder,6723.0,Center Forward,2,Toulouse,130,['6b3140a2-0ccc-4fbe-a065-7f75e9d417f4'],16,,,,,,,,,,,,,,,,,,Toulouse,130,00:00:16.440,Pass,
,,,,,,,,,,,,,,,,2.603467,,,,,,,,,,,,,,938a5fc7-4574-46fc-a97e-46f9813a55c9,33,,,"[66.8, 33.1]",3900585,0,,,,-0.7707242,,Right Foot,,,,"[91.0, 9.6]",Low Pass,,33.732624,,,,William Matheus da Silva,44065.0,,,,,,1,From Kick Off,Óscar Guido Trejo,11540.0,Right Wing,2,Toulouse,130,['2a3f6c1d-a2cc-4d64-8989-e27e3a679ca4'],18,,,,,,,,,,,,,,,,,,Toulouse,130,00:00:18.902,Pass,
