50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,d2ec4b7a-801c-41a2-b45c-61be7e976591,1,,,3900569,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Saint-Étienne,135,,0,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 4259, 'name': 'Stéphane Ruffier'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 16}, {'player': {'id': 4382, 'name': 'Kévin Malcuit'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 25}, {'player': {'id': 401468, 'name': 'Moustapha Bayal Sall'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 26}, {'player': {'id': 4263, 'name': 'Loïc Perrin'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 24}, {'player': {'id': 7560, 'name': 'Jonathan Brison'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 20}, {'player': {'id': 7200, 'name': 'Fabien Lemoine'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 18}, {'player': {'id': 7442, 'name': 'Jérémy Clément'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 6}, {'player': {'id': 3179, 'name': 'Nolan Roux'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 9}, {'player': {'id': 4254, 'name': 'Valentin Eysseric'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 11}, {'player': {'id': 4260, 'name': 'Romain Hamouma'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 21}, {'player': {'id': 4766, 'name': 'Neal Maupay'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 14}]}",Saint-Étienne,135,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,799f7af7-6fff-45d0-8109-33cc59e0f82c,2,,,3900569,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Saint-Étienne,135,,0,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 4547, 'name': 'Ludovic Butelle'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 3431, 'name': 'Vincent Manceau'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 29}, {'player': {'id': 3045, 'name': 'Ismaël Traoré'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 8}, {'player': {'id': 3549, 'name': 'Romain Thomas'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 24}, {'player': {'id': 3203, 'name': 'Yoann Andreu'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 21}, {'player': {'id': 5219, 'name': 'Romain Saïss'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 28}, {'player': {'id': 5676, 'name': ""Cheikh N''Doye""}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 17}, {'player': {'id': 3185, 'name': 'Thomas Mangani'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 5}, {'player': {'id': 4441, 'name': 'Billy Ketkeophomphone'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 14}, {'player': {'id': 3111, 'name': 'Gilles Sunu'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 10}, {'player': {'id': 401542, 'name': 'Goran Karanović'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 22}]}",Angers,145,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,3d307406-5e40-43fe-a6b1-438ff846cfcd,3,,,3900569,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Saint-Étienne,135,['3d29b801-6c59-4150-9930-9adff41043ac'],0,,,,,,,,,,,,,,,Saint-Étienne,135,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,3d29b801-6c59-4150-9930-9adff41043ac,4,,,3900569,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Saint-Étienne,135,['3d307406-5e40-43fe-a6b1-438ff846cfcd'],0,,,,,,,,,,,,,,,Angers,145,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,bc542389-3d20-4ddc-b71e-a5380e66a8d1,1749,,,3900569,45,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,90,Saint-Étienne,135,['30b97d9f-0e73-4294-9b25-73d72ed49e6e'],0,,,,,,,,,,,,,,,Saint-Étienne,135,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,30b97d9f-0e73-4294-9b25-73d72ed49e6e,1750,,,3900569,45,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,90,Saint-Étienne,135,['bc542389-3d20-4ddc-b71e-a5380e66a8d1'],0,,,,,,,,,,,,,,,Angers,145,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.619628,,,,,,,,,,,,704a4877-c6ae-41eb-b07f-ca619227fd31,5,,"[60.0, 40.0]",3900569,0,,,,-1.6207547,,Right Foot,,,,"[59.9, 38.0]",Ground Pass,,2.0024984,,,Thomas Mangani,3185.0,,,,,Kick Off,1,From Kick Off,Goran Karanović,401542.0,Center Forward,2,Angers,145,['0ecaaea8-ce43-4461-9b0a-3877e862b229'],0,,,,,,,,,,,,,,,Angers,145,00:00:00.240,Pass,
,,,,,,,,,,,,,,,,1.062735,,,,,,,,,,,,9b1846d8-faba-443f-b429-f87c90b433c5,7,,"[59.9, 38.3]",3900569,0,,,,2.4074316,,Left Foot,,,,"[51.7, 45.7]",Ground Pass,,11.045361,,,Cheikh N''Doye,5676.0,,,,,,1,From Kick Off,Thomas Mangani,3185.0,Left Center Midfield,2,Angers,145,['49d56e76-e5ad-4c28-a918-fead47da0800'],0,,,,,,,,,,,,,,,Angers,145,00:00:00.859,Pass,
,,,,,,,,,,,,,,,,3.762411,,,,,,,,,,,,5608d52e-f568-49d1-a7dd-f5c9b00cb439,10,,"[51.7, 45.4]",3900569,0,,,,-0.68052125,,Right Foot,,,,"[93.7, 11.4]",High Pass,,54.037025,Incomplete,,Gilles Sunu,3111.0,,,,,,1,From Kick Off,Cheikh N''Doye,5676.0,Right Center Midfield,2,Angers,145,"['5a48d601-5bf8-47ae-9ff4-6549fd5855ae', 'c2f90788-747d-4739-af55-83423be82479']",1,,,,,,,,,,,,,,,Angers,145,00:00:01.942,Pass,
,,,,,,,,,,,,,,,,1.469385,,,,,,,,,,,,5a48d601-5bf8-47ae-9ff4-6549fd5855ae,12,,"[26.4, 68.7]",3900569,0,,,,-0.1449614,,Head,,,,"[40.1, 66.7]",High Pass,,13.845216,,,Nolan Roux,3179.0,,,,,Recovery,1,Regular Play,Kévin Malcuit,4382.0,Right Back,3,Saint-Étienne,135,"['5608d52e-f568-49d1-a7dd-f5c9b00cb439', '8006ca0f-c749-4c68-a829-2b9bb271bac3']",5,,,,,,,,,,,,,,,Saint-Étienne,135,00:00:05.705,Pass,
