50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,2e2461b0-157e-4e08-843a-c33def6dbb40,1,,,,3829429,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Rennes,134,,0,,,,,,,,,,,,,,,"{'formation': 343, 'lineup': [{'player': {'id': 3354, 'name': 'Benoît Guy Robert Costil'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 3753, 'name': 'Pedro Filipe Teodósio Mendes'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 5}, {'player': {'id': 3250, 'name': 'Edson André Sitoe'}, 'position': {'id': 4, 'name': 'Center Back'}, 'jersey_number': 4}, {'player': {'id': 40699, 'name': 'Sylvain Armand'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 22}, {'player': {'id': 7197, 'name': 'Steven Moreira'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'jersey_number': 12}, {'player': {'id': 2985, 'name': 'Ludovic Baal'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'jersey_number': 24}, {'player': {'id': 8672, 'name': 'Gélson da Conceição Tavares Fernandes'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 6}, {'player': {'id': 29714, 'name': 'Yacouba Sylla'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 20}, {'player': {'id': 2990, 'name': 'Benjamin André'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 21}, {'player': {'id': 16503, 'name': 'Pedro Henrique Konzen Medina da Silva'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 18}, {'player': {'id': 3018, 'name': 'Giovanni-Guy Yann Sio'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 13}]}",Rennes,134,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,a579db36-6301-4df0-bb6e-87c3f4283ba2,2,,,,3829429,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Rennes,134,,0,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 7509, 'name': 'Geoffrey Jourdren'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 16}, {'player': {'id': 2975, 'name': 'Mathieu Deplagne'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 25}, {'player': {'id': 3674, 'name': 'Vitorino Hilton da Silva'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 4}, {'player': {'id': 3191, 'name': 'Ramy Bensebaini'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 15}, {'player': {'id': 3011, 'name': 'Daniel Congré'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 3682, 'name': 'Paul Lasne'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 17}, {'player': {'id': 2950, 'name': 'Jonas Martin'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 3679, 'name': 'Souleymane Camara'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 19}, {'player': {'id': 3421, 'name': 'Bryan Dabo'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 14}, {'player': {'id': 34565, 'name': 'Anthony Mounier'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 7}, {'player': {'id': 2980, 'name': 'Kévin Bérigaud'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 26}]}",Montpellier,139,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,15154002-3ac6-443a-af54-0d7f8396668a,3,,,,3829429,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Rennes,134,['c3a5ebaf-3932-4ca2-ad56-1426346b3090'],0,,,,,,,,,,,,,,,,Montpellier,139,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,c3a5ebaf-3932-4ca2-ad56-1426346b3090,4,,,,3829429,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Rennes,134,['15154002-3ac6-443a-af54-0d7f8396668a'],0,,,,,,,,,,,,,,,,Rennes,134,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,710a9491-9692-4a7a-b7ac-8c67e64466d1,1791,,,,3829429,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,,,,103,Montpellier,139,['f4fb3da4-0ac8-4462-973b-c82dbbfdcb26'],0,,,,,,,,,,,,,,,,Montpellier,139,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,f4fb3da4-0ac8-4462-973b-c82dbbfdcb26,1792,,,,3829429,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,,,,103,Montpellier,139,['710a9491-9692-4a7a-b7ac-8c67e64466d1'],0,,,,,,,,,,,,,,,,Rennes,134,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.334455,,,,,,,,,,,,a4aef0e0-c8f6-4b5c-a343-6d6aede40afa,5,,,"[61.0, 40.1]",3829429,0,,,,,1.8007008,,Left Foot,,,"[59.9, 44.8]",,Ground Pass,,4.8270073,,,,Pedro Henrique Konzen Medina da Silva,16503.0,,,,,Kick Off,1,From Kick Off,Giovanni-Guy Yann Sio,3018.0,Center Forward,2,Rennes,134,['1a305f00-9d25-42f9-beb5-0c7da52faa29'],1,,,,,,,,,,,,,,,,Rennes,134,00:00:01.167,Pass,
,,,,,,,,,,,,,,,,,1.407176,,,,,,,,,,,,d4dcf7ce-bdfe-4e83-9cfd-f96fb5736d6a,9,,,"[58.2, 41.8]",3829429,0,,,,,-2.6809347,,Right Foot,,,"[31.4, 28.5]",,Ground Pass,,29.918724,,,,Sylvain Armand,40699.0,,,,,,1,From Kick Off,Pedro Henrique Konzen Medina da Silva,16503.0,Left Wing,2,Rennes,134,"['1d72e0c9-8629-4fe1-aeb4-af528708ade5', '2442351a-2af2-45fe-b1e2-5fb00b4347b8']",2,,,,,,,,,,,,,,,,Rennes,134,00:00:02.251,Pass,True
,,,,,,,,,,,,,,,,,2.90112,,,,,,,,,,,,bb95fefe-aa3f-448b-9ba2-bd91dbe22105,12,,,"[32.5, 22.6]",3829429,0,,,,,0.6741708,,Left Foot,,,"[75.3, 56.8]",,High Pass,,54.785763,,Incomplete,,Benjamin André,2990.0,,,,,,1,From Kick Off,Sylvain Armand,40699.0,Left Center Back,2,Rennes,134,"['54ccbf30-19e5-43ef-81a3-6a4712940d8c', '5a58b2ea-1897-4533-bcab-adb0cab00248']",6,,,,,,,,,,,,,,,,Rennes,134,00:00:06.528,Pass,
,,,,,,,,,,,,,,,,,0.795654,,,,,,,,,,,,41422637-fa69-4f7c-9242-07b79d3988fe,16,,,"[46.1, 20.7]",3829429,0,,,,,1.8033533,,Right Foot,,,"[44.3, 28.3]",,Ground Pass,,7.81025,,,,Jonas Martin,2950.0,,,,,,1,Regular Play,Daniel Congré,3011.0,Left Back,3,Montpellier,139,['19d01624-7a80-4628-8252-895dc8876ab6'],11,,,,,,,,,,,,,,,,Montpellier,139,00:00:11.792,Pass,
,,,,,,,,,,,,,,,,,0.698347,,,,,,,,,,,,8ec6bbba-8cba-4fac-a17b-9b17b7d4ec74,19,,,"[44.3, 28.3]",3829429,0,,,,,-1.5138958,,Right Foot,,,"[45.2, 12.5]",,Ground Pass,,15.825612,,,,Daniel Congré,3011.0,,,,,,1,Regular Play,Jonas Martin,2950.0,Left Defensive Midfield,3,Montpellier,139,['d3c5d9be-052c-4cdb-9020-c419befacdfd'],13,,,,,,,,,,,,,,,,Montpellier,139,00:00:13.386,Pass,
