50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_offensive,foul_committed_type,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,1.756473,,,,,,,,,,aeb957bf-0e69-4194-9c5c-50f0785c0eca,2561,,"[84.2, 27.8]",3829519,51,,,,,-0.76532054,,Right Foot,,,,"[96.9, 15.6]",,Ground Pass,,17.610508,,Incomplete,,Jean-Christophe Bahebeck,8469.0,,,,,,2,Regular Play,Kévin Monnet-Paquet,4431.0,Right Wing,106,Saint-Étienne,135,"['34078e13-9daa-4d24-958c-d2175a1a66b3', '8c2e24d1-61f4-4d6b-97b4-27252b8af7b1']",0,,,,,,,,,,,,,,,,,,,Saint-Étienne,135,00:06:00.914,Pass,
,,,,,,,,,,,,,,,,,,0.11011,,,,,,,,,,53aa3404-2af5-4122-b85d-8aefe578e07b,2567,,"[116.6, 13.6]",3829519,51,,,,,1.9513026,,Left Foot,,,,"[115.6, 16.1]",,Low Pass,,2.6925824,,Incomplete,,,,,,,,,2,Regular Play,Kévin Monnet-Paquet,4431.0,Right Wing,106,Saint-Étienne,135,['cd823edb-2e33-4add-91d9-775aafdd132a'],6,,,,,,,,,,,,,,,,,,,Saint-Étienne,135,00:06:06.882,Pass,
,,,,,,,,,,,,,,,,,,2.001081,,,,,,,,,,674ecc95-f9f1-46cb-9bd4-74fc8982f4f1,2571,,"[116.4, 0.1]",3829519,51,,,,,1.5707964,,,,,,"[116.4, 24.5]",,High Pass,,24.4,,,,Jean-Christophe Bahebeck,8469.0,,,,,Throw-in,2,From Throw In,Benoît Assou-Ekotto,3047.0,Left Back,107,Saint-Étienne,135,['8d7e7bdc-1364-4dbb-9518-88b6e3d7bd77'],48,,,,,,,,,,,,,,,,,,,Saint-Étienne,135,00:06:48.893,Pass,
,,,,,,,,,,,,,,,,,,3.19102,,,,,,,,,,e3ff4aff-b66e-4187-8279-70a56320ba62,2583,,"[10.6, 43.5]",3829519,52,,,,,-0.19426948,,Drop Kick,,,,"[66.0, 32.6]",,High Pass,,56.462112,,,,Zlatan Ibrahimović,3672.0,,,,,,2,From Keeper,Kevin Trapp,4440.0,Goalkeeper,109,Paris Saint-Germain,131,['9a3c5296-7786-4921-958c-81da0a59cd5d'],4,,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:07:04.451,Pass,
,,,,,,,,,,,,,,,,,,1.250027,,,,,,,,,,764b7ef0-472f-4846-8895-7389fdc7c201,2586,,"[67.8, 32.6]",3829519,52,,,,True,-0.8850668,,,,,,"[75.9, 22.7]",,High Pass,,12.791404,,,,Edinson Roberto Cavani Gómez,4319.0,,,,,,2,From Keeper,Zlatan Ibrahimović,3672.0,Center Forward,109,Paris Saint-Germain,131,"['868b3172-338c-4649-8b77-714b0339af60', 'e95676be-157c-4721-87e8-9e76f595678e']",7,,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:07:07.682,Pass,True
,,,,,,,,,,,,,,,,,,1.335061,,,,,,,,,,b260d091-ced9-4604-a7de-a3fed3f20f5b,2588,,"[75.4, 23.2]",3829519,52,,,,,-2.1806023,,Head,,,,"[70.3, 15.9]",,Low Pass,,8.905055,,,,Zlatan Ibrahimović,3672.0,,,,,,2,From Keeper,Edinson Roberto Cavani Gómez,4319.0,Left Wing,109,Paris Saint-Germain,131,['7766766e-444d-4745-a9fd-f825f7d86688'],8,,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:07:08.972,Pass,
,,,,,,,,,,,,,,,,,,0.055988,,,,,,,,,,a2387bfa-ab16-4727-a1dd-9dace4066f68,2592,,"[73.1, 3.2]",3829519,52,,,,,0.0,,Right Foot,,,,"[74.9, 3.2]",,Ground Pass,,1.8,,Incomplete,,Layvin Kurzawa,4326.0,,,,,,2,From Keeper,Zlatan Ibrahimović,3672.0,Center Forward,109,Paris Saint-Germain,131,"['4ac8cdab-21cb-4238-baab-f1b8723bfda8', '8d063c8b-8902-4dba-bb0b-21a065996a07']",14,,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:07:14.005,Pass,
,,,,,,,,,,,,,,,,,,0.921193,,,,,,,,,,8ee9e54d-6605-43db-8809-e5214871964e,2595,,"[81.2, 0.1]",3829519,52,,,,,1.0005584,,,,,,"[87.1, 9.3]",,High Pass,,10.929318,,,,Edinson Roberto Cavani Gómez,4319.0,,,,,Throw-in,2,From Throw In,Layvin Kurzawa,4326.0,Left Back,110,Paris Saint-Germain,131,['625f7363-0380-4204-8845-cc02746217da'],25,,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:07:25.088,Pass,
,,,,,,,,,,,,,,,,,,0.933887,,,,,,,,,,69b0c816-37fe-43fd-b8f1-a575b7486871,2599,,"[35.3, 74.4]",3829519,52,,,,,3.0882082,,Left Foot,,,,"[22.2, 75.1]",,Ground Pass,,13.118689,,,,François Clerc,7707.0,,,,,Recovery,2,From Throw In,Kévin Monnet-Paquet,4431.0,Right Wing,110,Paris Saint-Germain,131,['9add1314-b6f6-43fe-8ce1-43d078a5a953'],27,,,,,,,,,,,,,,,,,,,Saint-Étienne,135,00:07:27.077,Pass,
,,,,,,,,,,,,,,,,,,0.761605,,,,,,,,,,5061a006-db17-4cbc-b886-df1a0b63bfa7,2601,,"[23.4, 75.6]",3829519,52,,,,,0.058755822,,Right Foot,,,,"[40.4, 76.6]",,High Pass,,17.029387,,Incomplete,,Kévin Monnet-Paquet,4431.0,,,,,,2,From Throw In,François Clerc,7707.0,Right Back,110,Paris Saint-Germain,131,"['a1cb1fa2-806f-4b64-9331-4f003a2d511a', 'c3828ce1-435d-4c3d-a56a-9c1943c4300d']",28,,,,,,,,,,,,,,,,,,,Saint-Étienne,135,00:07:28.011,Pass,
,,,,,,,,,,,,,,,,,,0.644533,,,,,,,,,,c3828ce1-435d-4c3d-a56a-9c1943c4300d,2603,,"[79.7, 3.5]",3829519,52,,,,,0.77131456,,Left Foot,,,,"[83.3, 7.0]",,Low Pass,,5.020956,,,,Zlatan Ibrahimović,3672.0,,,,,Recovery,2,From Throw In,Layvin Kurzawa,4326.0,Left Back,110,Paris Saint-Germain,131,"['5061a006-db17-4cbc-b886-df1a0b63bfa7', 'a0f8468c-5801-4ac6-942d-7ef80217e675']",28,,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:07:28.772,Pass,
,,,,,,,,,,,,,,,,,,1.642819,,,,,,,,,,d8f453dd-8fdd-47cb-933c-f8d61b50d22f,2606,,"[84.8, 8.0]",3829519,52,,,,,-2.336842,,Left Foot,,,,"[77.2, 0.1]",,High Pass,,10.962208,,Out,,Layvin Kurzawa,4326.0,,,,,,2,From Throw In,Zlatan Ibrahimović,3672.0,Center Forward,110,Paris Saint-Germain,131,"['28627b71-cf87-4588-9def-aa5f065e867b', '6b2e1ed5-cb9c-4931-b2f0-68502ac1974e']",29,,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:07:29.417,Pass,True
,,,,,,,,,,,,,,,,,,1.696663,,,,,,,,,,0131b6d1-6fb7-47fc-a124-8525859d28f0,2608,,"[41.2, 80.0]",3829519,52,,True,,,-1.9062446,,,,,,"[37.4, 69.1]",,Low Pass,,11.543396,,,,Fabien Lemoine,7200.0,,,,,Throw-in,2,From Throw In,François Clerc,7707.0,Right Back,111,Saint-Étienne,135,['1934e794-72bc-4fc6-b1d8-75b9ccf8bc7a'],36,,,,,,,,,,,,,,,,,,,Saint-Étienne,135,00:07:36.288,Pass,
,,,,,,,,,,,,,,,,,,1.230146,,,,,,,,,,b2f81546-09ed-40ae-b0f4-d9b20dfc801a,2610,,"[36.8, 65.8]",3829519,52,,True,,,-1.282101,,Right Foot,,,,"[44.7, 39.2]",,Ground Pass,,27.748333,,,,Ismaël Tiémoko Diomandé,3797.0,,,,,,2,From Throw In,Fabien Lemoine,7200.0,Right Defensive Midfield,111,Saint-Étienne,135,['684f2245-d359-4858-b1e7-0c441652165b'],38,,,,,,,,,,,,,,,,,,,Saint-Étienne,135,00:07:38.912,Pass,
,,,,,,,,,,,,,,,,,,1.027769,,,,,,,,,,61d43086-4aba-4e95-b780-ae2b504f22d8,2612,,"[47.0, 34.4]",3829519,52,,,,,-0.8288491,,Right Foot,,,,"[59.1, 21.2]",,Ground Pass,,17.906702,,,,Jean-Christophe Bahebeck,8469.0,,,,,,2,From Throw In,Ismaël Tiémoko Diomandé,3797.0,Left Defensive Midfield,111,Saint-Étienne,135,['f7f7de37-0d46-4ee8-865f-28cdd6ca805a'],41,,,,,,,,,,,,,,,,,,,Saint-Étienne,135,00:07:41.755,Pass,
,,,,,,,,,,,,,,,,,,1.752493,,,,,,,,,,74302613-ecea-46b1-9d4f-8041e34c4db8,2616,,"[56.9, 22.2]",3829519,52,,,,,2.818109,,Right Foot,,,,"[39.6, 28.0]",,Ground Pass,,18.24637,,,,Florentin Pogba,4802.0,,,,,,2,From Throw In,Jean-Christophe Bahebeck,8469.0,Left Wing,111,Saint-Étienne,135,"['40c09457-388d-408a-ada5-5926e45a2af3', 'fe734734-a0f3-4cbe-b3cd-e336f1dc4a4b']",44,,,,,,,,,,,,,,,,,,,Saint-Étienne,135,00:07:44.470,Pass,True
,,,,,,,,,,,,,,,,,,3.970788,,,,,,,,,,6757d249-a88d-4890-9675-322faae3a996,2619,,"[39.1, 27.8]",3829519,52,,,,,-0.21725202,,Left Foot,,,,"[98.9, 14.6]",,High Pass,,61.23953,,Incomplete,,Robert Berič,4601.0,,,,,,2,From Throw In,Florentin Pogba,4802.0,Left Center Back,111,Saint-Étienne,135,"['15ad3b13-778d-4d5d-9795-ac7aac0f8d07', 'ad5abeed-6784-462f-a7c4-f8404b7daee5']",46,,,,,,,,,,,,,,,,,,,Saint-Étienne,135,00:07:46.264,Pass,
,,,,,,,,,,,,,,,,,,1.214271,,,,,,,,,,4d381c33-8e5c-42a5-9060-4f5303f10ad3,2624,,"[1.5, 71.6]",3829519,52,,,,,-1.5102643,,Left Foot,,,,"[2.5, 55.1]",,Ground Pass,,16.530275,,,,Kevin Trapp,4440.0,,,,,,2,From Throw In,Marcos Aoás Corrêa,4372.0,Right Center Back,111,Saint-Étienne,135,"['aefcbcf1-e71f-417a-80da-5b0cb3608d70', 'd12b7c45-e1e1-41d7-807c-008280c19caa']",52,,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:07:52.893,Pass,True
,,,,,,,,,,,,,,,,,,2.181908,,,,,,,,,,859df898-49bd-4daf-a854-0093f76a8499,2627,,"[2.5, 55.1]",3829519,52,,,,,0.31051508,,Right Foot,,,,"[42.7, 68.0]",,High Pass,,42.21907,,Incomplete,,Ángel Fabián Di María Hernández,2995.0,,,,,,2,From Throw In,Kevin Trapp,4440.0,Goalkeeper,111,Saint-Étienne,135,"['be878b4e-ad1a-4661-bc2c-fa46c18a9948', 'c0efa7ab-0472-49d2-ab2a-2f9570639478']",54,,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:07:54.148,Pass,
,,,,,,,,,,,,,,,,,,0.937727,,,,,,,,,,c0efa7ab-0472-49d2-ab2a-2f9570639478,2629,,"[77.4, 12.1]",3829519,52,,,,,0.94938,,Other,,,,"[83.2, 20.2]",,Low Pass,,9.962429,,,,Ismaël Tiémoko Diomandé,3797.0,,,,,Recovery,2,From Throw In,Benoît Assou-Ekotto,3047.0,Left Back,111,Saint-Étienne,135,"['859df898-49bd-4daf-a854-0093f76a8499', 'f85e5165-2618-4f78-8931-6dc5c8962198']",56,,,,,,,,,,,,,,,,,,,Saint-Étienne,135,00:07:56.329,Pass,
,,,,,,,,,,,,,,,,,,0.926943,,,,,,,,,,21a6665f-ece2-4fd7-95ac-e36ba4bf6179,2632,,"[81.9, 19.9]",3829519,52,,,,,2.7138577,,Right Foot,,,,"[75.1, 23.0]",,Ground Pass,,7.4732857,,,,Fabien Lemoine,7200.0,,,,,,2,From Throw In,Ismaël Tiémoko Diomandé,3797.0,Left Defensive Midfield,111,Saint-Étienne,135,['5097c4a6-3847-4c75-a4fb-ce84dc619dc8'],57,,,,,,,,,,,,,,,,,,,Saint-Étienne,135,00:07:57.873,Pass,
,,,,,,,,,,,,,,,,,,1.749693,,,,,,,,,,e3c240a2-75fa-4af8-9789-7f0d37e12440,2635,,"[72.6, 23.0]",3829519,52,,,,,-2.4414573,,Right Foot,,,,"[59.9, 12.3]",,Ground Pass,,16.606625,,,,Florentin Pogba,4802.0,,,,,,2,From Throw In,Fabien Lemoine,7200.0,Right Defensive Midfield,111,Saint-Étienne,135,['91cf0d00-8171-439d-b0e9-b5add138c84d'],58,,,,,,,,,,,,,,,,,,,Saint-Étienne,135,00:07:58.968,Pass,
,,,,,,,,,,,,,,,,,,1.267436,,,,,,,,,,eec4806d-6fdd-44f1-ad63-dec51065e643,2639,,"[64.2, 7.8]",3829519,53,,,,,0.18311082,,Left Foot,,,,"[88.5, 12.3]",,High Pass,,24.713154,,,,Jean-Christophe Bahebeck,8469.0,,,,,,2,From Throw In,Florentin Pogba,4802.0,Left Center Back,111,Saint-Étienne,135,"['03bd5f93-0698-431a-8ed7-5d5355cc00f2', '791344be-8296-456c-b43f-ee73e4901b38']",1,,,,,,,,,,,,,,,,,,,Saint-Étienne,135,00:08:01.989,Pass,True
,,,,,,,,,,,,,,,,,,2.614524,,,,,,,,,,2d434032-5467-414f-817b-0f58288fed1f,2645,,"[11.3, 72.1]",3829519,53,,,,,-0.52807444,,Right Foot,,,,"[56.9, 45.5]",,High Pass,,52.791286,,Incomplete,,Zlatan Ibrahimović,3672.0,,,,,,2,Regular Play,Marcos Aoás Corrêa,4372.0,Right Center Back,112,Paris Saint-Germain,131,"['475d287e-5663-4901-8abe-c054fabe7c3f', 'c9fb9372-69c5-4853-abd0-bb7d36fdff12']",8,,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:08:08.527,Pass,
,,,,,,,,,,,,,,,,,,1.788984,,,,,,,,,,475d287e-5663-4901-8abe-c054fabe7c3f,2647,,"[63.2, 34.6]",3829519,53,,,,,-1.6543225,,Head,,,,"[61.4, 13.1]",,Low Pass,,21.575218,,Incomplete,,Benoît Assou-Ekotto,3047.0,,,,,Recovery,2,Regular Play,Loïc Perrin,4263.0,Right Center Back,112,Paris Saint-Germain,131,"['2d434032-5467-414f-817b-0f58288fed1f', '2ee89ba4-65e1-45e6-bef2-717411b034f1', '886b8b99-c217-4910-a022-4d0c0824367e']",11,,,,,,,,,,,,,,,,,,,Saint-Étienne,135,00:08:11.142,Pass,
,,,,,,,,,,,,,,,,,,1.837414,,,,,,,,,,46dd4720-3849-466b-87cb-5a20e247193b,2652,,"[65.3, 64.0]",3829519,53,,,,,-1.158613,,Left Foot,,,,"[75.4, 40.9]",,High Pass,,25.211506,,Incomplete,,Zlatan Ibrahimović,3672.0,,,,,,2,Regular Play,Ángel Fabián Di María Hernández,2995.0,Right Wing,112,Paris Saint-Germain,131,"['3c0e4e2d-4d41-4c18-ba68-468b97e45e0a', '78389975-c5c3-47ae-a1f4-15dcdefb3d16', 'c3c14e7e-0ce4-4c07-8e3d-49adf9cb3c31']",13,,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:08:13.890,Pass,True
,,,,,,,,,,,,,,,,,,1.737191,,,,,,,,,,c3c14e7e-0ce4-4c07-8e3d-49adf9cb3c31,2654,,"[44.7, 39.2]",3829519,53,,,,,-1.3299499,,Other,,,,"[47.5, 27.8]",,Low Pass,,11.738825,,,,Fabien Lemoine,7200.0,,,,,Recovery,2,Regular Play,François Clerc,7707.0,Right Back,113,Saint-Étienne,135,"['46dd4720-3849-466b-87cb-5a20e247193b', '5d2e2ce0-c9ed-43e7-a20e-7fbfc8d727e1']",15,,,,,,,,,,,,,,,,,,,Saint-Étienne,135,00:08:15.728,Pass,
,,,,,,,,,,,,,,,,,,1.596798,,,,,,,,,,847d0583-fcb2-4148-a1d0-bd33e943244a,2658,,"[49.0, 47.8]",3829519,53,,,,,0.84461737,,Right Foot,,,,"[72.8, 74.6]",,Ground Pass,,35.842434,,,,Kévin Monnet-Paquet,4431.0,,,,,,2,Regular Play,Fabien Lemoine,7200.0,Right Defensive Midfield,113,Saint-Étienne,135,['bba1e2a3-64a3-4bc0-96eb-b8fc5396fa80'],23,,,,,,,,,,,,,,,,,,,Saint-Étienne,135,00:08:23.355,Pass,
,,,,,,,,,,,,,,,,,,0.845916,,,,,,,,,,9b33e96e-9112-431b-9878-c0f46fa2129f,2661,,"[69.8, 73.4]",3829519,53,,,,,-1.981707,,Right Foot,,,,"[63.7, 59.4]",,Ground Pass,,15.2712145,,,,Fabien Lemoine,7200.0,,,,,,2,Regular Play,Kévin Monnet-Paquet,4431.0,Right Wing,113,Saint-Étienne,135,['620e5ed0-0b88-4e9d-b45a-0ea60dcfcecb'],25,,,,,,,,,,,,,,,,,,,Saint-Étienne,135,00:08:25.890,Pass,
,,,,,,,,,,,,,,,,,,0.904223,,,,,,,,,,a44c5123-e1ea-4971-a92e-84a265a36a43,2665,,"[63.4, 55.6]",3829519,53,,,,,-1.5159065,,Right Foot,,,,"[63.9, 46.5]",,Ground Pass,,9.113726,,,,Ismaël Tiémoko Diomandé,3797.0,,,,,,2,Regular Play,Fabien Lemoine,7200.0,Right Defensive Midfield,113,Saint-Étienne,135,"['2e1f94ad-acbb-4051-ad6b-5a61b73f7996', 'b5fc434c-955f-4f02-9d1d-a9c37306fa8a']",27,,,,,,,,,,,,,,,,,,,Saint-Étienne,135,00:08:27.312,Pass,True
,,,,,,,,,,,,,,,,,,0.996467,,,,,,,,,,9ab8eb20-8e74-4e6c-8ece-c4fb1a7fdd30,2668,,"[63.9, 46.5]",3829519,53,,,,,0.48229346,,Right Foot,,,,"[80.9, 55.4]",,Ground Pass,,19.188799,,,,Romain Hamouma,4260.0,,,,,,2,Regular Play,Ismaël Tiémoko Diomandé,3797.0,Left Defensive Midfield,113,Saint-Étienne,135,['eb41366d-52d7-4b23-a91a-d1b0c74b7b36'],28,,,,,,,,,,,,,,,,,,,Saint-Étienne,135,00:08:28.282,Pass,
,,,,,,,,,,,,,,,,,,0.589644,,,,,,,,,,07ba5ad8-33de-41a0-804f-e3c2113ecdce,2671,,"[80.9, 55.1]",3829519,53,,,,,-3.0732064,,Right Foot,,,,"[73.6, 54.6]",,Ground Pass,,7.3171034,,,,Kévin Monnet-Paquet,4431.0,,,,,,2,Regular Play,Romain Hamouma,4260.0,Center Attacking Midfield,113,Saint-Étienne,135,['9a906369-3708-47dd-9b80-759f1b8ed61a'],29,,,,,,,,,,,,,,,,,,,Saint-Étienne,135,00:08:29.445,Pass,
,,,,,,,,,,,,,,,,,,1.005779,,,,,,,,,,3dd733f3-1564-4757-833e-d79ee5b32beb,2673,,"[73.6, 54.6]",3829519,53,,,,,0.40763152,80351644-d884-4b50-9f09-3594b0d26a0e,Left Foot,,,,"[82.4, 58.4]",,Ground Pass,,9.585405,,,,Romain Hamouma,4260.0,True,,,,,2,Regular Play,Kévin Monnet-Paquet,4431.0,Right Wing,113,Saint-Étienne,135,['afa55a74-05d0-4921-aff1-df2bc9e8d2b2'],30,,,,,,,,,,,,,,,,,,,Saint-Étienne,135,00:08:30.034,Pass,
,,,,,,,,,,,,,,,,,,1.869887,,,,,,,,,,76ac704b-6406-426a-8d83-cac3ec2f55bc,2679,,"[6.0, 36.0]",3829519,53,,True,,,0.99999106,,Right Foot,,,,"[12.1, 45.5]",,Ground Pass,,11.289819,,,,Thiago Emiliano da Silva,3295.0,,,,,Goal Kick,2,From Goal Kick,Kevin Trapp,4440.0,Goalkeeper,114,Paris Saint-Germain,131,['d38a3ed7-4710-467e-8fb8-0ad44ccdafbf'],38,,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:08:38.377,Pass,
,,,,,,,,,,,,,,,,,,1.988103,,,,,,,,,,04697928-38e2-451d-9885-49e3c25d2de2,2681,,"[16.7, 49.3]",3829519,53,,True,,,-1.566458,,Right Foot,,,,"[16.9, 3.2]",,Ground Pass,,46.100433,,,,Layvin Kurzawa,4326.0,,True,,,,2,From Goal Kick,Thiago Emiliano da Silva,3295.0,Left Center Back,114,Paris Saint-Germain,131,['8b26dc9e-f060-4efa-b001-b6b042745c3c'],41,,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:08:41.447,Pass,
,,,,,,,,,,,,,,,,,,1.11025,,,,,,,,,,0045705e-9a83-4bf2-b932-8975f56abd65,2683,,"[18.7, 4.5]",3829519,53,,,,,1.8772159,,Left Foot,,,,"[13.1, 22.2]",,Ground Pass,,18.56475,,,,Thiago Emiliano da Silva,3295.0,,,,,,2,From Goal Kick,Layvin Kurzawa,4326.0,Left Back,114,Paris Saint-Germain,131,['6910355c-f745-4394-972f-0d6677a059c8'],44,,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:08:44.341,Pass,
,,,,,,,,,,,,,,,,,,1.05394,,,,,,,,,,ab0f9203-8e6a-4662-990f-64e13f133e37,2686,,"[13.9, 22.2]",3829519,53,,,,,0.34674534,,Right Foot,,,,"[25.8, 26.5]",,Ground Pass,,12.653063,,,,Thiago Motta,4325.0,,,,,,2,From Goal Kick,Thiago Emiliano da Silva,3295.0,Left Center Back,114,Paris Saint-Germain,131,['1ca52a94-9373-4c69-9858-d7f2f6c9dbc2'],46,,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:08:46.650,Pass,
,,,,,,,,,,,,,,,,,,1.18003,,,,,,,,,,409d7e83-ffcb-4f0f-bcc7-1281809bf3c7,2689,,"[39.2, 25.5]",3829519,53,,,,,1.5105246,,Left Foot,,,,"[39.9, 37.1]",,Ground Pass,,11.621101,,,,Marco Verratti,3166.0,,,,,,2,From Goal Kick,Thiago Motta,4325.0,Center Defensive Midfield,114,Paris Saint-Germain,131,['0207fac6-ebc9-4bbf-bda0-a526a0c12994'],49,,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:08:49.686,Pass,
,,,,,,,,,,,,,,,,,,1.506207,,,,,,,,,,86c114c0-0129-496d-a234-4fa8016233f1,2692,,"[45.3, 47.3]",3829519,53,,,,,1.3796118,,Right Foot,,,,"[50.1, 72.1]",,Ground Pass,,25.260246,,,,Gregory van der Wiel,20048.0,,,,,,2,From Goal Kick,Marco Verratti,3166.0,Right Center Midfield,114,Paris Saint-Germain,131,['aa259a90-c970-4fbb-bd73-0a4b818dd752'],52,,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:08:52.230,Pass,
,,,,,,,,,,,,,,,,,,2.235529,,,,,,,,,,432111f3-30f2-4227-b0d4-0c808adf51ad,2695,,"[50.6, 71.1]",3829519,53,,,,,-2.55451,,Right Foot,,,,"[25.5, 54.4]",,Ground Pass,,30.147968,,,,Marcos Aoás Corrêa,4372.0,,,,,,2,From Goal Kick,Gregory van der Wiel,20048.0,Right Back,114,Paris Saint-Germain,131,['c4193e68-970a-49c4-903f-0a554fd1c302'],53,,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:08:53.777,Pass,
,,,,,,,,,,,,,,,,,,1.101778,,,,,,,,,,a8eccbcb-3e8d-4192-8230-d940142d6805,2698,,"[25.5, 54.4]",3829519,53,,,,,0.32175055,,Right Foot,,,,"[39.9, 59.2]",,Ground Pass,,15.178933,,,,Marco Verratti,3166.0,,,,,,2,From Goal Kick,Marcos Aoás Corrêa,4372.0,Right Center Back,114,Paris Saint-Germain,131,['15470f6a-4b31-4ba8-9efb-5093a24abc9a'],56,,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:08:56.092,Pass,
,,,,,,,,,,,,,,,,,,1.142902,,,,,,,,,,61a0fdb7-1919-4adc-bd06-b8e984ed0f45,2701,,"[39.9, 59.2]",3829519,53,,,,,-2.8813944,,Right Foot,,,,"[24.5, 55.1]",,Ground Pass,,15.936437,,,,Marcos Aoás Corrêa,4372.0,,,,,,2,From Goal Kick,Marco Verratti,3166.0,Right Center Midfield,114,Paris Saint-Germain,131,['f6a71fab-510b-42d7-b3d9-a39dc9444973'],57,,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:08:57.274,Pass,
,,,,,,,,,,,,,,,,,,2.512167,,,,,,,,,,062f0909-2ab7-46c3-a1bd-c0e787b79500,2704,,"[25.0, 54.4]",3829519,53,,,,,-1.5179355,,Right Foot,,,,"[27.0, 16.6]",,Ground Pass,,37.852875,,,,Thiago Emiliano da Silva,3295.0,,,,,,2,From Goal Kick,Marcos Aoás Corrêa,4372.0,Right Center Back,114,Paris Saint-Germain,131,['65506e74-f84d-4e09-a65a-c498d7c53685'],59,,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:08:59.434,Pass,
,,,,,,,,,,,,,,,,,,1.625674,,,,,,,,,,b1366ab4-4f3f-46b0-9038-0e8df2bd26dd,2707,,"[29.1, 19.2]",3829519,54,,,,,-0.8033603,,Right Foot,,,,"[45.5, 2.2]",,Ground Pass,,23.621178,,,,Layvin Kurzawa,4326.0,,,,,,2,From Goal Kick,Thiago Emiliano da Silva,3295.0,Left Center Back,114,Paris Saint-Germain,131,['5916490c-684e-4e66-9aea-2a93319eaadf'],3,,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:09:03.329,Pass,
,,,,,,,,,,,,,,,,,,1.110109,,,,,,,,,,1157e2eb-5aa5-438a-b42f-0dd5eb02ee9f,2710,,"[49.3, 2.2]",3829519,54,,,,,0.08178438,,Left Foot,,,,"[61.5, 3.2]",,Ground Pass,,12.240915,,,,Thiago Motta,4325.0,,,,,,2,From Goal Kick,Layvin Kurzawa,4326.0,Left Back,114,Paris Saint-Germain,131,['ee28bed8-cb18-46b4-98e6-ebb484cdb6bc'],7,,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:09:07.036,Pass,
,,,,,,,,,,,,,,,,,,0.876002,,,,,,,,,,bfedd8fd-5b8f-456b-b3ea-a5740024aaa3,2714,,"[61.5, 2.9]",3829519,54,,,,,2.243629,,Right Foot,,,,"[56.4, 9.3]",,Ground Pass,,8.18352,,,,Layvin Kurzawa,4326.0,,,,,,2,From Goal Kick,Thiago Motta,4325.0,Center Defensive Midfield,114,Paris Saint-Germain,131,"['97aeeae2-d418-44e3-b98a-0d7ab2ba88dd', '9f8cdde0-ee8c-47ea-85d2-92d405e35280']",8,,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:09:08.226,Pass,True
