50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_off_target,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_saved_off_target,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,9518214a-4471-4fe9-8f50-d41b6abc7144,1,,,3900609,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Bordeaux,146,,0,,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 4509, 'name': 'Jérôme Prior'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 30}, {'player': {'id': 30338, 'name': 'André Biyogo Poko'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 17}, {'player': {'id': 2946, 'name': 'Frédéric Guilbert'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 26}, {'player': {'id': 3779, 'name': 'Cédric Yambéré'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 21}, {'player': {'id': 4628, 'name': 'Diego Armando Valentin Contento'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 7552, 'name': 'Clément Chantôme'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 11}, {'player': {'id': 3150, 'name': 'Jaroslav Plašil'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 18}, {'player': {'id': 3356, 'name': 'Valentín Vada'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 23}, {'player': {'id': 10448, 'name': 'Adam Ounas'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 22}, {'player': {'id': 6739, 'name': 'Diego Alejandro Rolan Silva'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 9}, {'player': {'id': 7130, 'name': 'Cheick Tidiane Diabaté'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 14}]}",Bordeaux,146,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,5576481f-d72a-4d8b-9377-4fd2f6b83708,2,,,3900609,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Bordeaux,146,,0,,,,,,,,,,,,,,,,,"{'formation': 4141, 'lineup': [{'player': {'id': 3354, 'name': 'Benoît Guy Robert Costil'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 4475, 'name': 'Romain Danzé'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 29}, {'player': {'id': 3250, 'name': 'Edson André Sitoe'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 4}, {'player': {'id': 40699, 'name': 'Sylvain Armand'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 22}, {'player': {'id': 3424, 'name': ""Cheikh M''Bengue""}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 29714, 'name': 'Yacouba Sylla'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 20}, {'player': {'id': 3018, 'name': 'Giovanni-Guy Yann Sio'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 13}, {'player': {'id': 8672, 'name': 'Gélson da Conceição Tavares Fernandes'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 6}, {'player': {'id': 2990, 'name': 'Benjamin André'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 21}, {'player': {'id': 4900, 'name': 'Paul-Georges Ntep de Madiba'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 7}, {'player': {'id': 5692, 'name': 'Juan Fernando Quintero Paniagua'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 11}]}",Rennes,134,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,1ccc7165-f7be-4245-bcf7-9fd0bd6749ef,3,,,3900609,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Bordeaux,146,['d43ff2a0-15b8-4b58-8b3b-4d165654897e'],0,,,,,,,,,,,,,,,,,,Rennes,134,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,d43ff2a0-15b8-4b58-8b3b-4d165654897e,4,,,3900609,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Bordeaux,146,['1ccc7165-f7be-4245-bcf7-9fd0bd6749ef'],0,,,,,,,,,,,,,,,,,,Bordeaux,146,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,a62bf98a-9df6-435b-a5fe-30c796a395de,1893,,,3900609,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,93,Rennes,134,['8d2985f9-6644-4b27-891f-69f2a407a73e'],0,,,,,,,,,,,,,,,,,,Bordeaux,146,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,8d2985f9-6644-4b27-891f-69f2a407a73e,1894,,,3900609,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,93,Rennes,134,['a62bf98a-9df6-435b-a5fe-30c796a395de'],0,,,,,,,,,,,,,,,,,,Rennes,134,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.572613,,,,,,,,,,,,,,b0272588-2423-4d84-9367-30ad5d13c319,5,,"[61.0, 40.1]",3900609,0,,,,,1.4247841,,Right Foot,,,,"[61.5, 43.5]",,Ground Pass,,3.436568,,,,Jaroslav Plašil,3150.0,,,,,Kick Off,1,From Kick Off,Cheick Tidiane Diabaté,7130.0,Center Forward,2,Bordeaux,146,['67421857-477d-41e9-803e-462decbe0519'],0,,,,,,,,,,,,,,,,,,Bordeaux,146,00:00:00.887,Pass,
,,,,,,,,,,,,,,,,,1.804529,,,,,,,,,,,,,,66dc8160-f8a5-43f4-90fb-fff8ad651c84,8,,"[61.7, 44.8]",3900609,0,,,,,2.8413305,,Right Foot,,,,"[37.8, 52.2]",,Ground Pass,,25.019392,,,,Frédéric Guilbert,2946.0,,,,,,1,From Kick Off,Jaroslav Plašil,3150.0,Right Center Midfield,2,Bordeaux,146,['32be9589-4680-40a5-babe-559a0ca9fe45'],1,,,,,,,,,,,,,,,,,,Bordeaux,146,00:00:01.493,Pass,
,,,,,,,,,,,,,,,,,1.775192,,,,,,,,,,,,,,06dce1ce-8075-4262-8bcf-3db0c7055bdf,11,,"[43.2, 55.0]",3900609,0,,,,,-0.38005614,,Right Foot,,,,"[81.5, 39.7]",,High Pass,,41.24294,,Incomplete,,Cheick Tidiane Diabaté,7130.0,,,,,,1,From Kick Off,Frédéric Guilbert,2946.0,Right Center Back,2,Bordeaux,146,"['0cd9d06f-2f98-4e9e-9035-938c02f49707', '79391e6e-ab34-46df-905c-10ed7160c316']",4,,,,,,,,,,,,,,,,,,Bordeaux,146,00:00:04.949,Pass,
,,,,,,,,,,,,,,,,,1.091271,,,,,,,,,,,,,,79391e6e-ab34-46df-905c-10ed7160c316,13,,"[38.6, 40.4]",3900609,0,,,,,2.3250628,,Head,,,,"[24.6, 55.3]",,Low Pass,,20.445293,,,,Romain Danzé,4475.0,,,,,Recovery,1,Regular Play,Yacouba Sylla,29714.0,Center Defensive Midfield,3,Rennes,134,"['06dce1ce-8075-4262-8bcf-3db0c7055bdf', '36474b7d-c992-43d2-8fbb-040bebc4adcc']",6,,,,,,,,,,,,,,,,,,Rennes,134,00:00:06.725,Pass,
,,,,,,,,,,,,,,,,,1.093872,,,,,,,,,,,,,,0e0e4ad4-a3cd-4a78-8ee7-df033f0b3d24,15,,"[24.6, 55.3]",3900609,0,,,,,-0.29780304,,Head,,,,"[34.7, 52.2]",,Low Pass,,10.565037,,,,Gélson da Conceição Tavares Fernandes,8672.0,,,,,,1,Regular Play,Romain Danzé,4475.0,Right Back,3,Rennes,134,['6df4596e-f136-43de-b5bf-1918a43a81df'],7,,,,,,,,,,,,,,,,,,Rennes,134,00:00:07.816,Pass,
