50_50,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,block_offensive,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_lost_out,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_redirect,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,bcdf5dbb-fb12-4582-b1b6-3e0d8e56ea33,1,,,3901253,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Bordeaux,146,,0,,,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 4509, 'name': 'Jérôme Prior'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 30}, {'player': {'id': 4428, 'name': 'Mathieu Debuchy'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 24}, {'player': {'id': 4542, 'name': 'Pablo Nascimento Castro'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 4}, {'player': {'id': 3256, 'name': 'Nicolas Pallois'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 5}, {'player': {'id': 4628, 'name': 'Diego Armando Valentin Contento'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 8385, 'name': 'Ludovic Lamine Sané'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 6}, {'player': {'id': 7552, 'name': 'Clément Chantôme'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 11}, {'player': {'id': 3150, 'name': 'Jaroslav Plašil'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 18}, {'player': {'id': 10448, 'name': 'Adam Ounas'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 22}, {'player': {'id': 6739, 'name': 'Diego Alejandro Rolan Silva'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 9}, {'player': {'id': 7130, 'name': 'Cheick Tidiane Diabaté'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 14}]}",Bordeaux,146,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,8956aca1-42bc-4478-b012-57a2bdad76a5,2,,,3901253,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Bordeaux,146,,0,,,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 4440, 'name': 'Kevin Trapp'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 16}, {'player': {'id': 3481, 'name': 'Serge Aurier'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 19}, {'player': {'id': 4372, 'name': 'Marcos Aoás Corrêa'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 5}, {'player': {'id': 3956, 'name': 'David Luiz Moreira Marinho'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 32}, {'player': {'id': 4326, 'name': 'Layvin Kurzawa'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 20}, {'player': {'id': 8515, 'name': 'Benjamin Stambouli'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 4}, {'player': {'id': 3025, 'name': 'Christopher Nkunku'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 33}, {'player': {'id': 3026, 'name': 'Adrien Rabiot'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 25}, {'player': {'id': 2995, 'name': 'Ángel Fabián Di María Hernández'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 11}, {'player': {'id': 3745, 'name': 'Lucas Rodrigues Moura da Silva'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 7}, {'player': {'id': 3672, 'name': 'Zlatan Ibrahimović'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 10}]}",Paris Saint-Germain,131,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,c4cfe6fa-2fb2-47aa-a981-f8d90e3df1fd,3,,,3901253,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Bordeaux,146,['dc3591a1-f6f9-42c0-b345-ad43da4d72fd'],0,,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,dc3591a1-f6f9-42c0-b345-ad43da4d72fd,4,,,3901253,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Bordeaux,146,['c4cfe6fa-2fb2-47aa-a981-f8d90e3df1fd'],0,,,,,,,,,,,,,,,,,,,Bordeaux,146,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,3efbdc89-bc10-4a7c-a7f9-afb6399eaaf9,2080,,,3901253,45,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,83,Bordeaux,146,['0734274a-4c87-428a-85dc-ec3380e96f5b'],0,,,,,,,,,,,,,,,,,,,Bordeaux,146,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0734274a-4c87-428a-85dc-ec3380e96f5b,2081,,,3901253,45,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,83,Bordeaux,146,['3efbdc89-bc10-4a7c-a7f9-afb6399eaaf9'],0,,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,,,0.407232,,,,,,,,,,,,,c748b46f-e357-46b5-a211-0647e995ff57,5,,"[60.0, 40.0]",3901253,0,,,,,1.3397057,,Right Foot,,,,"[60.4, 41.7]",,Ground Pass,,1.7464249,,,,,Zlatan Ibrahimović,3672.0,,,,,Kick Off,1,From Kick Off,Adrien Rabiot,3026.0,Left Center Midfield,2,Paris Saint-Germain,131,['19933795-819a-438d-b275-adf242c8df44'],0,,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:00.495,Pass,
,,,,,,,,,,,,,,,,,,,,0.8,,,,,,,,,,,,,c723c890-1fbd-4da4-8ce8-e938e71cde02,8,,"[61.1, 41.7]",3901253,0,,,,,-3.01568,,Right Foot,,,,"[45.3, 39.7]",,Ground Pass,,15.926079,,,,,Benjamin Stambouli,8515.0,,,,,,1,From Kick Off,Zlatan Ibrahimović,3672.0,Center Forward,2,Paris Saint-Germain,131,['f36b7918-fab1-47e3-a061-524ff110090e'],1,,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:01.121,Pass,
,,,,,,,,,,,,,,,,,,,,0.8,,,,,,,,,,,,,0732de90-3d31-4d76-b3a8-63e144c8f842,11,,"[45.3, 40.2]",3901253,0,,,,,1.6566066,,Left Foot,,,,"[44.5, 49.5]",,Ground Pass,,9.334345,,,,,Christopher Nkunku,3025.0,,,,,,1,From Kick Off,Benjamin Stambouli,8515.0,Center Defensive Midfield,2,Paris Saint-Germain,131,['6876d930-4fef-41f0-b055-297e85ebb8c7'],2,,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:02.179,Pass,
,,,,,,,,,,,,,,,,,,,,0.8,,,,,,,,,,,,,e5c8330b-8104-4c17-9f4f-70b75745725e,14,,"[44.8, 49.4]",3901253,0,,,,,1.8485501,,Right Foot,,,,"[37.9, 73.6]",,Ground Pass,,25.16446,,,,,Serge Aurier,3481.0,,,,,,1,From Kick Off,Christopher Nkunku,3025.0,Right Center Midfield,2,Paris Saint-Germain,131,['d489f72a-9f2a-48a0-8055-5d337e6ed5c1'],3,,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:03.832,Pass,
