50_50,ball_receipt_outcome,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_deflected,pass_end_location,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,1.31808,,,,,,,,,,,,,a56d8c85-f0c6-41b1-8daf-3f4c54f7409a,16,,"[48.0, 16.8]",3829514,0,,,,,-0.09232934,,Head,,,"[69.6, 14.8]",Low Pass,,21.692394,,,,Gilles Sunu,3111.0,,,,,Recovery,1,From Kick Off,Romain Saïss,5219.0,Center Defensive Midfield,2,Guingamp,142,"['2cbf9e9d-0489-47f4-a1f0-628bc2613bc5', '85d159f7-d451-4685-82e2-a97fef706b69']",9,,,,,,,,,,,,,,,,,Angers,145,00:00:09.612,Pass,
,,,,,,,,,,,,,,,1.116497,,,,,,,,,,,,,0a3a02b7-76a9-428a-867c-deed47d7c0e0,24,,"[70.3, 66.1]",3829514,0,,,,,1.3308301,,Right Foot,,,"[72.6, 75.5]",Ground Pass,,9.677293,,,,Yannis Salibur,3122.0,,,,,,1,From Kick Off,Jimmy Briand,3213.0,Right Center Forward,2,Guingamp,142,['3b494fcf-e0ed-46ea-9309-871320272fcc'],13,,,,,,,,,,,,,,,,,Guingamp,142,00:00:13.975,Pass,
,,,,,,,,,,,,,,,1.619602,,,,,,,,,,,,,b36b836c-d723-48a7-9926-587258fa58b1,28,,"[71.1, 75.9]",3829514,0,,,,,0.124354996,,Left Foot,,,"[79.9, 77.0]",Ground Pass,,8.868484,,,,Jimmy Briand,3213.0,,,,,,1,From Kick Off,Yannis Salibur,3122.0,Right Midfield,2,Guingamp,142,"['3d191a72-99b6-46af-8f6a-c670994411c8', '723b9904-ad05-4919-acce-827ccb58d294']",15,,,,,,,,,,,,,,,,,Guingamp,142,00:00:15.218,Pass,True
,,,,,,,,,,,,,,,0.908046,,,,,,,,,,,,,916a5f47-cad6-4f8b-9832-50626f4a3e6f,34,,"[88.3, 80.0]",3829514,0,,,,,-1.2604089,,,,,"[91.7, 69.4]",Low Pass,,11.131936,,,,Yannis Salibur,3122.0,,,,,Throw-in,1,From Throw In,Lars Christian Jacobsen,20199.0,Right Back,3,Guingamp,142,['7d229f3f-0480-4a07-b5ee-880430dc8af1'],27,,,,,,,,,,,,,,,,,Guingamp,142,00:00:27.166,Pass,
,,,,,,,,,,,,,,,1.06866,,,,,,,,,,,,,715c5b7a-fe4a-4793-94c0-83a83b053e8f,38,,"[91.3, 69.8]",3829514,0,,,,,2.0443938,,Right Foot,,,"[87.2, 77.8]",Ground Pass,,8.989438,,,,Lars Christian Jacobsen,20199.0,,,,,,1,From Throw In,Yannis Salibur,3122.0,Right Midfield,3,Guingamp,142,"['3395cd2f-f622-48d2-8a25-0bbde7acd115', '58342a4f-2390-4bba-9937-18af7c66967c']",28,,,,,,,,,,,,,,,,,Guingamp,142,00:00:28.666,Pass,True
,,,,,,,,,,,,,,,0.874726,,,,,,,,,,,,,ef032383-0acb-4704-809d-9a37cf3885fd,40,,"[86.6, 77.0]",3829514,0,,,,,-1.8615305,,Right Foot,,,"[82.8, 64.3]",Ground Pass,,13.256319,,,,Lionel Mathis,401512.0,,,,,,1,From Throw In,Lars Christian Jacobsen,20199.0,Right Back,3,Guingamp,142,['f5d4b9ac-5824-4ba8-9085-53e4af4734e6'],29,,,,,,,,,,,,,,,,,Guingamp,142,00:00:29.734,Pass,
,,,,,,,,,,,,,,,1.542644,,,,,,,,,,,,,f83d8b35-6f5e-41c2-84bd-aa1feeeeee64,43,,"[75.4, 65.3]",3829514,0,,,,,-2.6779451,,Right Foot,,,"[55.4, 55.3]",Ground Pass,,22.36068,,,,Jérémy Sorbon,3124.0,,,,,,1,From Throw In,Lionel Mathis,401512.0,Right Defensive Midfield,3,Guingamp,142,['5b06ce94-e746-45fd-87c3-2e1c2bdb76d3'],32,,,,,,,,,,,,,,,,,Guingamp,142,00:00:32.252,Pass,
,,,,,,,,,,,,,,,1.889606,,,,,,,,,,,,,459009a6-b7a5-441e-8c1b-e41f0ed32c5d,46,,"[55.4, 48.8]",3829514,0,,,,,-1.6276969,,Right Foot,,,"[53.6, 17.2]",Ground Pass,,31.651224,,,,Dorian Lévêque,30182.0,,,,,,1,From Throw In,Jérémy Sorbon,3124.0,Left Center Back,3,Guingamp,142,['dacd5714-22ea-4cf2-8455-8f649626188b'],35,,,,,,,,,,,,,,,,,Guingamp,142,00:00:35.369,Pass,
,,,,,,,,,,,,,,,1.044815,,,,,,,,,,,,,54a1a58f-585a-4aa4-b9e5-bca5c3a03f47,49,,"[55.4, 22.1]",3829514,0,,,,,0.7371597,,Left Foot,,,"[63.0, 29.0]",Ground Pass,,10.264989,,,,Moustapha Elhadji Diallo,3121.0,,,,,,1,From Throw In,Dorian Lévêque,30182.0,Left Back,3,Guingamp,142,['909b6196-ab0b-4071-8b49-f85752c57b98'],38,,,,,,,,,,,,,,,,,Guingamp,142,00:00:38.489,Pass,
,,,,,,,,,,,,,,,1.140777,,,,,,,,,,,,,150f2a85-cdb0-4056-be2a-6296237689d3,53,,"[55.2, 36.1]",3829514,0,,,,,1.9969907,,Right Foot,,,"[47.3, 53.5]",Ground Pass,,19.109423,,,,Lionel Mathis,401512.0,,,,,,1,From Throw In,Moustapha Elhadji Diallo,3121.0,Left Defensive Midfield,3,Guingamp,142,['db534a4e-d6ae-4b60-af77-beeb585c02ad'],42,,,,,,,,,,,,,,,,,Guingamp,142,00:00:42.005,Pass,
,,,,,,,,,,,,,,,1.813575,,,,,,,,,,,,,b7352d53-7e05-4fad-9257-ce96d5473bbe,56,,"[47.3, 57.6]",3829514,0,,,,,0.13956295,,Right Foot,,,"[89.3, 63.5]",High Pass,,42.41238,,Incomplete,,Yannis Salibur,3122.0,,,Through Ball,True,,1,From Throw In,Lionel Mathis,401512.0,Right Defensive Midfield,3,Guingamp,142,"['4d0e856e-1a91-46f9-a17a-912e061fa71e', '8cb07d86-bf72-40d8-8306-0f4e3f05c1db']",44,,,,,,,,,,,,,,,,,Guingamp,142,00:00:44.250,Pass,
,,,,,,,,,,,,,,,0.584019,,,,,,,,,,,,,5da9f802-ed36-4942-b481-7200f76058e5,60,,"[52.2, 30.1]",3829514,0,,,,,0.05919004,,Right Foot,,,"[65.7, 30.9]",Ground Pass,,13.523683,,,,Gilles Sunu,3111.0,,,,,,1,From Counter,Yoann Andreu,3203.0,Left Back,4,Angers,145,['6ceb2ca0-f5b0-4a46-a6ec-2619df83b808'],50,,,,,,,,,,,,,,,,,Angers,145,00:00:50.222,Pass,
,,,,,,,,,,,,,,,3.04068,,,,,,,,,,,,,85302164-9a0b-4606-b351-3ca39f340cff,67,,"[54.9, 45.2]",3829514,1,,True,,,1.6478635,,Right Foot,,,"[52.9, 71.1]",Ground Pass,,25.977106,,,,Vincent Manceau,3431.0,,,,,Free Kick,1,From Free Kick,Romain Saïss,5219.0,Center Defensive Midfield,5,Angers,145,['2b40848e-5ca4-4297-9bf5-e0e8fa485f76'],5,,,,,,,,,,,,,,,,,Angers,145,00:01:05.119,Pass,
,,,,,,,,,,,,,,,1.424805,,,,,,,,,,,,,99ae755a-7013-4cc8-b96f-0e599cadf39b,69,,"[51.8, 68.6]",3829514,1,,,,,-1.8969522,,Right Foot,,,"[44.9, 48.2]",Ground Pass,,21.53532,,,,Ismaël Traoré,3045.0,,,,,,1,From Free Kick,Vincent Manceau,3431.0,Right Back,5,Angers,145,['98426be5-b816-4d98-b5f0-259fe8d73a9d'],9,,,,,,,,,,,,,,,,,Angers,145,00:01:09.633,Pass,
,,,,,,,,,,,,,,,1.5084,,,,,,,,,,,,,393e7e4c-f14e-4976-a4b0-2917316e9c89,72,,"[45.1, 47.2]",3829514,1,,,,,-1.7126933,,Right Foot,,,"[41.6, 22.7]",Ground Pass,,24.748737,,,,Romain Thomas,3549.0,,,,,,1,From Free Kick,Ismaël Traoré,3045.0,Right Center Back,5,Angers,145,['0bb79cab-5ea9-4236-bebc-168caaad1a15'],12,,,,,,,,,,,,,,,,,Angers,145,00:01:12.051,Pass,
,,,,,,,,,,,,,,,1.229581,,,,,,,,,,,,,69d813e5-92b4-45cc-978a-a1bf002df4de,75,,"[41.6, 22.5]",3829514,1,,,,,-1.109361,,Left Foot,,,"[50.6, 4.4]",Ground Pass,,20.214104,,,,Yoann Andreu,3203.0,,,,,,1,From Free Kick,Romain Thomas,3549.0,Left Center Back,5,Angers,145,['570bac31-8594-4996-a4bb-f36c39210d66'],14,,,,,,,,,,,,,,,,,Angers,145,00:01:14.565,Pass,
,,,,,,,,,,,,,,,2.085005,,,,,,,,,,,,,4a5629be-c67f-4bef-9cec-de7993c56efd,78,,"[50.4, 4.6]",3829514,1,,,,,2.1208706,,Left Foot,,,"[43.9, 15.2]",Ground Pass,,12.434227,,,,Romain Thomas,3549.0,,,,,,1,From Free Kick,Yoann Andreu,3203.0,Left Back,5,Angers,145,['bb552997-9daa-433b-9c0a-34122eac5f9e'],15,,,,,,,,,,,,,,,,,Angers,145,00:01:15.878,Pass,
,,,,,,,,,,,,,,,1.445836,,,,,,,,,,,,,d26a9941-f912-4c08-b8d3-9a3aede10147,81,,"[42.4, 17.0]",3829514,1,,,,,0.7428706,,Left Foot,,,"[52.2, 26.0]",Ground Pass,,13.305638,,,,Romain Saïss,5219.0,,,,,,1,From Free Kick,Romain Thomas,3549.0,Left Center Back,5,Angers,145,['8fae6502-b214-4012-bd19-2a87a87d38b5'],18,,,,,,,,,,,,,,,,,Angers,145,00:01:18.788,Pass,
,,,,,,,,,,,,,,,1.949546,,,,,,,,,,,,,c00a38ed-e028-4b3d-9406-5f1d783d47cc,84,,"[52.6, 26.6]",3829514,1,,,,,2.2733803,,Left Foot,,,"[41.0, 40.3]",Ground Pass,,17.951323,,,,Ismaël Traoré,3045.0,,,,,,1,From Free Kick,Romain Saïss,5219.0,Center Defensive Midfield,5,Angers,145,['6a1a2f45-022f-44e9-b71a-844fd2e7bfa4'],20,,,,,,,,,,,,,,,,,Angers,145,00:01:20.314,Pass,
,,,,,,,,,,,,,,,3.668972,,,,,,,,,,,,,d7e89921-6159-4790-85c8-755aaced6c00,87,,"[42.0, 42.9]",3829514,1,,,,,0.48875648,,Right Foot,,,"[111.2, 79.7]",High Pass,,78.376526,,Out,,Vincent Manceau,3431.0,,,,,,1,From Free Kick,Ismaël Traoré,3045.0,Right Center Back,5,Angers,145,['34dbb305-14f2-42d1-9678-bdc09580919d'],24,,,,,,,,,,,,,,,,,Angers,145,00:01:24.837,Pass,
,,,,,,,,,,,,,,,2.10438,,,,,,,,,,,,,893e6dd9-d59a-401b-9160-1a5b9a80e47e,89,,"[14.8, 0.1]",3829514,1,,,,,0.3145416,,,,,"[44.0, 9.6]",High Pass,,30.706514,,Incomplete,,Moustapha Elhadji Diallo,3121.0,,,,,Throw-in,1,From Throw In,Dorian Lévêque,30182.0,Left Back,6,Guingamp,142,"['65ca3acd-94e0-41bb-8c00-4118ba5e1faa', '7c5d2fd0-bf39-4b9e-9826-a5db9fb2067a']",49,,,,,,,,,,,,,,,,,Guingamp,142,00:01:49.279,Pass,
,,,,,,,,,,,,,,,3.214955,,,,,,,,,,,,,7c5d2fd0-bf39-4b9e-9826-a5db9fb2067a,91,,"[76.1, 70.5]",3829514,1,,,,,-0.74038357,,Head,,,"[87.7, 59.9]",High Pass,,15.713688,,,,Gilles Sunu,3111.0,,,,,Recovery,1,From Throw In,Cheikh N''Doye,5676.0,Right Center Midfield,6,Guingamp,142,"['29810c2e-d223-4fdd-ac75-bf33d6ed0eb5', '893e6dd9-d59a-401b-9160-1a5b9a80e47e']",51,,,,,,,,,,,,,,,,,Angers,145,00:01:51.383,Pass,
,,,,,,,,,,,,,,,1.004314,,,,,,,,,,,,,3ae9fe54-21bd-4d22-bb75-58c430c05840,98,,"[28.4, 14.1]",3829514,1,,,,,2.863293,,Right Foot,,,"[23.5, 15.5]",Ground Pass,,5.096077,,,,Dorian Lévêque,30182.0,,,,,,1,From Throw In,Moustapha Elhadji Diallo,3121.0,Left Defensive Midfield,6,Guingamp,142,['f89b005c-d68c-42f0-9ab0-0f9378180ba3'],57,,,,,,,,,,,,,,,,,Guingamp,142,00:01:57.595,Pass,
,,,,,,,,,,,,,,,2.80874,,,,,,,,,,,,,87287913-f5bc-4b7a-ab89-1f205137526d,101,,"[14.2, 12.3]",3829514,2,,,,,0.2678097,,Left Foot,,,"[68.5, 27.2]",High Pass,,56.307194,,Incomplete,,Jimmy Briand,3213.0,,,,,,1,From Throw In,Dorian Lévêque,30182.0,Left Back,6,Guingamp,142,"['5f95e23c-1451-4ed7-932c-09cff6f23de1', 'c1254f70-a968-4ece-aa2a-d9c748401539']",1,,,,,,,,,,,,,,,,,Guingamp,142,00:02:01.460,Pass,
,,,,,,,,,,,,,,,2.101466,,,,,,,,,,,,,c1254f70-a968-4ece-aa2a-d9c748401539,104,,"[51.6, 52.9]",3829514,2,,,,True,-0.5743048,,,,,"[63.5, 45.2]",Low Pass,,14.17392,,,,Thomas Mangani,3185.0,,,,,Recovery,1,Regular Play,Ismaël Traoré,3045.0,Right Center Back,7,Angers,145,"['1f7f358b-9822-4651-b4b7-b8cb314a19e7', '335f1058-d1a4-448d-a63b-7668b4bdf7a8', '87287913-f5bc-4b7a-ab89-1f205137526d']",4,,,,,,,,,,,,,,,,,Angers,145,00:02:04.269,Pass,True
,,,,,,,,,,,,,,,1.582772,,,,,,,,,,,,,a10828df-5954-41df-bc8e-ce114287ffe2,108,,"[63.9, 44.0]",3829514,2,,,,,-1.2537405,,Left Foot,,,"[70.2, 24.8]",Ground Pass,,20.207176,,,,Abdoul Razzagui Camara,3078.0,,,,,,1,Regular Play,Thomas Mangani,3185.0,Left Center Midfield,7,Angers,145,"['0553b7ca-70ab-4a16-9389-9fc7cc2b863d', '9d27a536-6c0a-4513-a5e5-97439520b582']",6,,,,,,,,,,,,,,,,,Angers,145,00:02:06.452,Pass,True
,,,,,,,,,,,,,,,1.038046,,,,,,,,,,,,,b11f8bb8-287d-40e8-ae93-d5ff81bf9f10,112,,"[80.4, 16.8]",3829514,2,,,,,0.37814233,,Left Foot,,,"[87.7, 19.7]",Ground Pass,,7.8549347,,,,Thomas Mangani,3185.0,,,,,,1,Regular Play,Abdoul Razzagui Camara,3078.0,Left Midfield,7,Angers,145,"['dca245c5-be35-4b19-b8dc-377095e2d140', 'ee17251d-aa55-4094-9591-cdf1896acd9d']",13,,,,,,,,,,,,,,,,,Angers,145,00:02:13.483,Pass,True
,,,,,,,,,,,,,,,0.426161,,,,,,,,,,,,,19699bf0-86e9-4781-a725-da449f36e8f1,116,,"[87.9, 19.7]",3829514,2,,,,,2.6719928,,Left Foot,,,"[81.2, 23.1]",Ground Pass,,7.5133214,,,,Abdoul Razzagui Camara,3078.0,,,,,,1,Regular Play,Thomas Mangani,3185.0,Left Center Midfield,7,Angers,145,['6444c44b-6a35-4e6f-8a03-4801c82c222d'],14,,,,,,,,,,,,,,,,,Angers,145,00:02:14.601,Pass,
,,,,,,,,,,,,,,,1.681802,,,,,,,,,,,,,84055f32-1499-4bb0-b7be-5b0f91cd64a9,119,,"[82.8, 25.0]",3829514,2,,,,,0.98279375,,Left Foot,,,"[91.6, 38.2]",Ground Pass,,15.864426,,Incomplete,,,,,,,,,1,Regular Play,Abdoul Razzagui Camara,3078.0,Left Midfield,7,Angers,145,['665bb55c-6867-489d-b040-7c5fee1e5568'],15,,,,,,,,,,,,,,,,,Angers,145,00:02:15.503,Pass,
,,,,,,,,,,,,,,,1.598318,,,,,,,,,,,,,d3e1f652-e555-47cf-9148-6e132cc8c961,122,,"[30.3, 40.4]",3829514,2,,,,,-1.031314,,Right Foot,,,"[39.7, 24.7]",Ground Pass,,18.298906,,,,Nicolas Benezet,3301.0,,,,,,1,Regular Play,Jérémy Sorbon,3124.0,Left Center Back,8,Guingamp,142,['b72ede6d-e137-446f-a78c-b1fc03802a56'],18,,,,,,,,,,,,,,,,,Guingamp,142,00:02:18.223,Pass,
,,,,,,,,,,,,,,,2.511372,,,,,,,,,,,,,38a01a56-d244-4dae-9ba9-b46017f7cacf,127,,"[68.3, 5.5]",3829514,2,,,,,2.6949449,,Left Foot,,,"[42.2, 18.0]",Ground Pass,,28.938902,,,,Dorian Lévêque,30182.0,,,,,,1,Regular Play,Nicolas Benezet,3301.0,Left Midfield,8,Guingamp,142,['6bb2e9ea-9f58-4042-ada4-e9e8f62c2e90'],28,,,,,,,,,,,,,,,,,Guingamp,142,00:02:28.389,Pass,
,,,,,,,,,,,,,,,1.193009,,,,,,,,,,,,,1c4c6299-81d9-4eb5-a63c-402e21b39096,130,,"[41.3, 19.4]",3829514,2,,,,,2.224879,,Left Foot,,,"[34.4, 28.4]",Ground Pass,,11.340635,,,,Jérémy Sorbon,3124.0,,,,,,1,Regular Play,Dorian Lévêque,30182.0,Left Back,8,Guingamp,142,['da32d323-d686-45c5-baf1-d2c9a6aeec35'],31,,,,,,,,,,,,,,,,,Guingamp,142,00:02:31.164,Pass,
,,,,,,,,,,,,,,,1.678494,,,,,,,,,,,,,0f8f4e56-2830-4e21-bace-0ec05779601f,133,,"[36.6, 34.5]",3829514,2,,,,,1.4079165,,Right Foot,,,"[41.3, 63.1]",Ground Pass,,28.983616,,,,Lionel Mathis,401512.0,,,,,,1,Regular Play,Jérémy Sorbon,3124.0,Left Center Back,8,Guingamp,142,['c22bf70b-d19a-4ef4-ae68-f56cae14a85b'],34,,,,,,,,,,,,,,,,,Guingamp,142,00:02:34.472,Pass,
,,,,,,,,,,,,,,,1.424608,,,,,,,,,,,,,d22af0bd-88d5-4a94-8d1b-0e37cf93278d,136,,"[47.3, 61.5]",3829514,2,,,,,-1.7511082,,Right Foot,,,"[43.8, 42.3]",Ground Pass,,19.516403,,,,Jérémy Sorbon,3124.0,,,,,,1,Regular Play,Lionel Mathis,401512.0,Right Defensive Midfield,8,Guingamp,142,['17ecc28b-f46a-49d6-bdf2-bc4d06ae51a1'],39,,,,,,,,,,,,,,,,,Guingamp,142,00:02:39.440,Pass,
