bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,ff8332e5-2827-4fbb-9473-711537e01f5c,1,,,3900635,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Stade de Reims,156,,0,,,,,,,,,,,,,,"{'formation': 343, 'lineup': [{'player': {'id': 3980, 'name': 'Johny Placide'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 30}, {'player': {'id': 7498, 'name': 'Mickaël Tacalfred'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 22}, {'player': {'id': 6648, 'name': 'Aïssa Mandi'}, 'position': {'id': 4, 'name': 'Center Back'}, 'jersey_number': 23}, {'player': {'id': 23329, 'name': 'Abdelhamid El Kaoutari'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 5}, {'player': {'id': 3248, 'name': 'Hamari Traoré'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'jersey_number': 27}, {'player': {'id': 40521, 'name': 'Franck Signorino'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'jersey_number': 3}, {'player': {'id': 7815, 'name': 'Antoine Devaux'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 6}, {'player': {'id': 4545, 'name': 'Prince Oniangué'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 23761, 'name': 'Alhassane Bangoura'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 14}, {'player': {'id': 4383, 'name': 'Nicolas de Roussel de Préville'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 12}, {'player': {'id': 7635, 'name': 'Gaëtan Charbonnier'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 10}]}",Stade de Reims,156,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,9511755a-4298-4ce2-97f4-b2c34b956722,2,,,3900635,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Stade de Reims,156,,0,,,,,,,,,,,,,,"{'formation': 352, 'lineup': [{'player': {'id': 28357, 'name': 'Thomas Vincensini'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 30}, {'player': {'id': 23850, 'name': 'Mathieu Peybernes'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 17}, {'player': {'id': 401194, 'name': 'François Modesto'}, 'position': {'id': 4, 'name': 'Center Back'}, 'jersey_number': 20}, {'player': {'id': 40528, 'name': 'Florian Marange'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 28}, {'player': {'id': 40517, 'name': 'Gilles Cioni'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'jersey_number': 29}, {'player': {'id': 4508, 'name': 'Julian Palmieri'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'jersey_number': 15}, {'player': {'id': 10522, 'name': 'Mehdi Mostefa Sbaa'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 14}, {'player': {'id': 4350, 'name': 'Yannick Cahuzac'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 18}, {'player': {'id': 31711, 'name': 'Abdoulaye Sadio Diallo'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 2}, {'player': {'id': 15689, 'name': 'Floyd Ayité'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 7}, {'player': {'id': 401541, 'name': 'Evaeverson Lemos da Silva Brandão'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 11}]}",Bastia,2736,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,7e12cb36-a175-448a-8242-67be3ecf9e8a,3,,,3900635,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Stade de Reims,156,['bc5b184b-9584-475b-b31c-8ab79d6970dc'],0,,,,,,,,,,,,,,,Stade de Reims,156,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,bc5b184b-9584-475b-b31c-8ab79d6970dc,4,,,3900635,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Stade de Reims,156,['7e12cb36-a175-448a-8242-67be3ecf9e8a'],0,,,,,,,,,,,,,,,Bastia,2736,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,92a70a02-4b56-4b0d-9667-239aacf0ff97,1586,,,3900635,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,93,Bastia,2736,['5237f4a3-e7ba-4037-af73-7a6c3df320b0'],0,,,,,,,,,,,,,,,Stade de Reims,156,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,5237f4a3-e7ba-4037-af73-7a6c3df320b0,1587,,,3900635,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,93,Bastia,2736,['92a70a02-4b56-4b0d-9667-239aacf0ff97'],0,,,,,,,,,,,,,,,Bastia,2736,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.459484,,,,,,,,,,,,,ef053f32-c9c4-461e-a82d-7ec1547a9b73,5,,"[60.0, 40.0]",3900635,0,,True,,,-1.677532,,Right Foot,,,,"[59.7, 37.2]",Ground Pass,,2.8160255,,,,,Gaëtan Charbonnier,7635.0,,,,,Kick Off,1,From Kick Off,Alhassane Bangoura,23761.0,Right Wing,2,Stade de Reims,156,['dbd66770-deff-4316-ad43-12d53b4cc99f'],0,,,,,,,,,,,,,,,Stade de Reims,156,00:00:00.419,Pass,
,,,,,,,,,,,,,,,,1.141625,,,,,,,,,,,,,489ea90b-05be-441e-9eaa-ae1e1828b228,7,,"[60.6, 37.8]",3900635,0,,,,,3.1415927,,Right Foot,,,,"[38.8, 37.8]",Ground Pass,,21.8,,,,,Aïssa Mandi,6648.0,,,,,,1,From Kick Off,Gaëtan Charbonnier,7635.0,Center Forward,2,Stade de Reims,156,['cf4a448c-7379-4a90-9894-446da259ab1a'],1,,,,,,,,,,,,,,,Stade de Reims,156,00:00:01.370,Pass,
,,,,,,,,,,,,,,,,2.09631,,,,,,,,,,,,,53faffc3-fb4b-4c89-aee1-e3f064302915,10,,"[37.3, 38.0]",3900635,0,,,,,0.18359143,,Right Foot,,,,"[82.0, 46.3]",High Pass,,45.46405,,,Incomplete,,Gaëtan Charbonnier,7635.0,,,,,,1,From Kick Off,Aïssa Mandi,6648.0,Center Back,2,Stade de Reims,156,"['837c37aa-9397-439a-92a6-a4cdb3017e43', 'd236bbae-6129-46bd-8c81-8eef7817708a']",3,,,,,,,,,,,,,,,Stade de Reims,156,00:00:03.732,Pass,
,,,,,,,,,,,,,,,,0.442717,,,,,,,,,,,,,6a2755e8-f51b-465b-ba1e-7ef14bd65f4e,14,,"[92.9, 60.5]",3900635,0,,,,,-1.0982994,,Right Foot,,,,"[95.2, 56.0]",Low Pass,,5.0537114,,,Incomplete,,Gaëtan Charbonnier,7635.0,,,,,Recovery,1,From Kick Off,Hamari Traoré,3248.0,Right Wing Back,2,Stade de Reims,156,"['0bda8056-cf0e-46ad-84bf-d5d62f157693', 'a16e5497-5eb5-42f3-b77e-60b18ce1fcd3']",7,,,,,,,,,,,,,,,Stade de Reims,156,00:00:07.318,Pass,
,,,,,,,,,,,,,,,,1.298841,,,,,,,,,,,,,77c3165f-eaaa-43ab-ae87-62507bfd81dd,17,,"[24.0, 25.4]",3900635,0,,,,,0.03507333,,Left Foot,,,,"[41.1, 26.0]",Low Pass,,17.110523,,,,,Abdoulaye Sadio Diallo,31711.0,,,,,Recovery,1,From Kick Off,Florian Marange,40528.0,Left Center Back,2,Stade de Reims,156,['77fa087e-0976-4992-bcfd-05b58836df53'],8,,,,,,,,,,,,,,,Bastia,2736,00:00:08.572,Pass,
,,,,,,,,,,,,,,,,0.159099,,,,,,,,,,,,,5dcb4f7b-e7b0-430d-bf20-6b6f8e5e6a4d,20,,"[38.8, 32.7]",3900635,0,,,,,1.4659194,,Right Foot,,,,"[39.2, 36.5]",Ground Pass,,3.8209946,,,Incomplete,,Yannick Cahuzac,4350.0,,,,,,1,From Kick Off,Abdoulaye Sadio Diallo,31711.0,Left Center Midfield,2,Stade de Reims,156,"['601a85ff-4028-4728-8f8f-b4222f2d24d9', 'a51b238b-f58e-4db7-a03f-03f3a3b55328']",10,,,,,,,,,,,,,,,Bastia,2736,00:00:10.891,Pass,
,,,,,,,,,,,,,,,,0.389982,,,,,,,,,,,,,835f115a-5caa-499e-8097-d62492b1ba22,23,,"[28.5, 27.1]",3900635,0,,,,,-0.55569446,,Right Foot,,,,"[40.9, 19.4]",Low Pass,,14.596232,,,Incomplete,,Julian Palmieri,4508.0,,,,,Recovery,1,From Kick Off,Mehdi Mostefa Sbaa,10522.0,Center Defensive Midfield,2,Stade de Reims,156,"['b9a70840-f52d-4118-9ee6-c2aa3ee41370', 'c6094586-7e82-4a07-9bc0-cffba304f744']",12,,,,,,,,,,,,,,,Bastia,2736,00:00:12.645,Pass,
,,,,,,,,,,,,,,,,1.091001,,,,,,,,,,,,,70be3d6c-c635-4008-a201-9da9ff6d2f86,26,,"[45.4, 0.1]",3900635,0,,True,,,0.52001417,,,,,,"[57.8, 7.2]",Low Pass,,14.288807,,,,,Abdoulaye Sadio Diallo,31711.0,,,,,Throw-in,1,From Throw In,Florian Marange,40528.0,Left Center Back,3,Bastia,2736,['4f6700e9-c10b-4fee-a840-e126ca745a0d'],24,,,,,,,,,,,,,,,Bastia,2736,00:00:24.166,Pass,
,,,,,,,,,,,,,,,,4.441798,,,,,,,,,,,,,7f23339a-b88c-41ee-8ed7-ea8369002e4b,30,,"[52.9, 16.4]",3900635,0,,,,,1.258984,,Right Foot,,,,"[73.4, 80.0]",High Pass,,66.82223,,,Out,,Gilles Cioni,40517.0,,True,,,,1,From Throw In,Abdoulaye Sadio Diallo,31711.0,Left Center Midfield,3,Bastia,2736,['eaecebc1-fa20-4b8b-b812-ead777b01e7b'],27,,,,,,,,,,,,,,,Bastia,2736,00:00:27.441,Pass,
,,,,,,,,,,,,,,,,1.809858,,,,,,,,,,,,,1bb503f5-cb43-4086-b40d-6bb5160ae7ed,32,,"[48.0, 0.1]",3900635,0,,,,,2.7006683,,,,,,"[30.2, 8.5]",Low Pass,,19.68248,,,,,Abdelhamid El Kaoutari,23329.0,,,,,Throw-in,1,From Throw In,Franck Signorino,40521.0,Left Wing Back,4,Stade de Reims,156,['da15d7fb-713c-4f07-a9c9-ba814da2d8d4'],35,,,,,,,,,,,,,,,Stade de Reims,156,00:00:35.063,Pass,
,,,,,,,,,,,,,,,,1.329847,,,,,,,,,,,,,6d4e3e71-b972-4562-afe2-762928021a30,35,,"[29.8, 8.5]",3900635,0,,,,,-0.038076825,,Right Foot,,,,"[40.3, 8.1]",Ground Pass,,10.507616,,,,,Prince Oniangué,4545.0,,,,,,1,From Throw In,Abdelhamid El Kaoutari,23329.0,Left Center Back,4,Stade de Reims,156,['26b5601a-bfd1-4c30-9169-435f63800d6d'],37,,,,,,,,,,,,,,,Stade de Reims,156,00:00:37.459,Pass,
,,,,,,,,,,,,,,,,0.977569,,,,,,,,,,,,,293fa0a0-fbac-4c31-8dc6-d35d1ed331d4,38,,"[40.3, 11.9]",3900635,0,,,,,2.4736009,,Right Foot,,,,"[29.4, 20.5]",Ground Pass,,13.884164,,,,,Aïssa Mandi,6648.0,,,,,,1,From Throw In,Prince Oniangué,4545.0,Left Defensive Midfield,4,Stade de Reims,156,['8b5f5d6d-a541-4666-99d8-f02e5f72b0d6'],39,,,,,,,,,,,,,,,Stade de Reims,156,00:00:39.986,Pass,
,,,,,,,,,,,,,,,,2.336999,,,,,,,,,,,,,78c0ec6d-6d2c-4980-81db-b20193003e6b,41,,"[29.8, 32.7]",3900635,0,,,,,1.5524497,,Right Foot,,,,"[30.4, 65.4]",Ground Pass,,32.705505,,,,,Mickaël Tacalfred,7498.0,,,,,,1,From Throw In,Aïssa Mandi,6648.0,Center Back,4,Stade de Reims,156,['dcb77057-2c33-4ba8-825f-df97a85333b4'],42,,,,,,,,,,,,,,,Stade de Reims,156,00:00:42.084,Pass,
,,,,,,,,,,,,,,,,4.495914,,,,,,,,,,,,,8dc4fdff-f05e-464d-abcd-d2a041a84916,44,,"[52.3, 70.3]",3900635,0,,,,,-0.0634303,,Right Foot,,,,"[120.0, 66.0]",High Pass,,67.83642,,,Out,,Gaëtan Charbonnier,7635.0,,,,,,1,From Throw In,Mickaël Tacalfred,7498.0,Right Center Back,4,Stade de Reims,156,['882d2811-838c-421b-a305-4bf0f0c0df42'],47,,,,,,,,,,,,,,,Stade de Reims,156,00:00:47.471,Pass,
,,,,,,,,,,,,,,,,2.793409,,,,,,,,,,,,,ddf932f0-8458-4120-a7cd-b3f2c2052059,46,,"[7.0, 36.1]",3900635,1,,,,,-0.39869845,,Right Foot,,,,"[57.8, 14.7]",High Pass,,55.123497,,,Unknown,,Evaeverson Lemos da Silva Brandão,401541.0,,,,,Goal Kick,1,From Goal Kick,Thomas Vincensini,28357.0,Goalkeeper,5,Bastia,2736,['13a89cb3-16ee-4d9f-abc0-2f174db1c93f'],10,,,,,,,,,,,,,,,Bastia,2736,00:01:10.451,Pass,
,,,,,,,,,,,,,,,,1.605468,,,,,,,,,,,,,2f0ca9ea-5171-4115-976b-e6adb6d8c772,50,,"[58.7, 14.7]",3900635,1,,True,,,-0.2677205,,Left Foot,,,,"[87.5, 6.8]",Ground Pass,,29.863857,,,,,Julian Palmieri,4508.0,,,,,Free Kick,1,From Free Kick,Florian Marange,40528.0,Left Center Back,6,Bastia,2736,['88d78a37-f642-4822-9aa3-871308f1a682'],30,,,,,,,,,,,,,,,Bastia,2736,00:01:30.351,Pass,
,,,,,,,,,,,,,,,,1.283383,,,,,,,,,,,,,16c318d7-a864-47d9-9cf7-fe13d0e622c7,53,,"[87.3, 4.2]",3900635,1,,,,,2.9841757,,Right Foot,,,,"[74.7, 6.2]",Ground Pass,,12.757743,,,,,Florian Marange,40528.0,,,,,,1,From Free Kick,Julian Palmieri,4508.0,Left Wing Back,6,Bastia,2736,"['37b98bfa-7c10-4a8c-9453-0d3ba05fd58d', '4e2517a9-e369-43f0-8beb-e6c4b94416c5']",34,,,,,,,,,,,,,,,Bastia,2736,00:01:34.500,Pass,True
