ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_end_location,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,72a6b075-5a66-42f3-b0ac-6fac7f921d4b,1,,,3829474,0,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Angers,145,,0,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 4547, 'name': 'Ludovic Butelle'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 3431, 'name': 'Vincent Manceau'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 29}, {'player': {'id': 3045, 'name': 'Ismaël Traoré'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 8}, {'player': {'id': 3549, 'name': 'Romain Thomas'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 24}, {'player': {'id': 3203, 'name': 'Yoann Andreu'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 21}, {'player': {'id': 5219, 'name': 'Romain Saïss'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 28}, {'player': {'id': 401483, 'name': 'Olivier Auriac'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 7}, {'player': {'id': 3185, 'name': 'Thomas Mangani'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 5}, {'player': {'id': 3071, 'name': 'Pierrick Capelle'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 15}, {'player': {'id': 3078, 'name': 'Abdoul Razzagui Camara'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 9}, {'player': {'id': 401481, 'name': 'Slimane Sissoko'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 11}]}",Angers,145,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,837bf986-b485-47ce-9402-7cc1c6a36c52,2,,,3829474,0,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Angers,145,,0,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 3980, 'name': 'Johny Placide'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 30}, {'player': {'id': 3248, 'name': 'Hamari Traoré'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 27}, {'player': {'id': 6648, 'name': 'Aïssa Mandi'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 23}, {'player': {'id': 401455, 'name': 'Mohamed Fofana'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 2}, {'player': {'id': 30291, 'name': 'Atila Turan'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 15}, {'player': {'id': 46801, 'name': 'Jaba Kankava'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 4}, {'player': {'id': 95699, 'name': 'Alexi Peuget'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 19}, {'player': {'id': 401488, 'name': 'Odaïr Junior Lopes Fortes'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 7}, {'player': {'id': 7635, 'name': 'Gaëtan Charbonnier'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 10}, {'player': {'id': 7363, 'name': 'Diego Rigonato Rodrigues'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 11}, {'player': {'id': 7375, 'name': 'Theoson Jordan Siebatcheu'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 20}]}",Stade de Reims,156,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0531d059-9c07-4578-8f88-9b290ac3f93a,3,,,3829474,0,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Angers,145,['102d0c82-d918-4913-b84a-2b39ef48bbc1'],0,,,,,,,,,,,,,,,,,Angers,145,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,102d0c82-d918-4913-b84a-2b39ef48bbc1,4,,,3829474,0,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Angers,145,['0531d059-9c07-4578-8f88-9b290ac3f93a'],0,,,,,,,,,,,,,,,,,Stade de Reims,156,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,19bf3058-bac0-4a4d-be52-be0073e45cad,1994,,,3829474,45,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,94,Stade de Reims,156,['6cbf4f24-8263-4ea7-b31b-fd5bf8ffab65'],0,,,,,,,,,,,,,,,,,Angers,145,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,6cbf4f24-8263-4ea7-b31b-fd5bf8ffab65,1995,,,3829474,45,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,94,Stade de Reims,156,['19bf3058-bac0-4a4d-be52-be0073e45cad'],0,,,,,,,,,,,,,,,,,Stade de Reims,156,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.744951,,,,,,,,,,,,,7f68f6ed-2825-49c5-beef-ac660df9ba20,5,,"[61.0, 40.1]",3829474,0,,,,,2.2565258,,Right Foot,,"[59.2, 42.3]",Ground Pass,,2.842534,,,Gaëtan Charbonnier,7635.0,,,,Kick Off,1,From Kick Off,Theoson Jordan Siebatcheu,7375.0,Center Forward,2,Stade de Reims,156,['6fa2c0bb-312a-402c-9970-9bbcc56456f1'],0,,,,,,,,,,,,,,,,,Stade de Reims,156,00:00:00.017,Pass,
,,,,,,,,,,,,,,,0.990239,,,,,,,,,,,,,0d1703ec-388b-4713-b9f7-da1e79206904,8,,"[58.7, 41.6]",3829474,0,,,,,-2.817605,,Right Foot,,"[45.3, 37.1]",Ground Pass,,14.135417,,,Alexi Peuget,95699.0,,,,,1,From Kick Off,Gaëtan Charbonnier,7635.0,Center Attacking Midfield,2,Stade de Reims,156,['1e712dc6-d393-4550-8ca7-b98e6c5d6ade'],0,,,,,,,,,,,,,,,,,Stade de Reims,156,00:00:00.975,Pass,
,,,,,,,,,,,,,,,1.338776,,,,,,,,,,,,,984dfb0f-3d88-4fac-9e9e-05b0e8e9ead6,11,,"[46.1, 36.6]",3829474,0,,,,,-2.040773,,Right Foot,,"[36.5, 17.7]",Ground Pass,,21.198349,,,Atila Turan,30291.0,,,,,1,From Kick Off,Alexi Peuget,95699.0,Left Defensive Midfield,2,Stade de Reims,156,['ab3a99c9-c737-4808-9c26-5f813d992c19'],2,,,,,,,,,,,,,,,,,Stade de Reims,156,00:00:02.954,Pass,
,,,,,,,,,,,,,,,2.981664,,,,,,,,,,,,,f792ef1a-15e7-4c1d-9c64-a2e36f80fe91,14,,"[36.4, 16.2]",3829474,0,,,,,0.18842527,,Left Foot,,"[81.5, 24.8]",High Pass,,45.912636,Incomplete,,Theoson Jordan Siebatcheu,7375.0,,,,,1,From Kick Off,Atila Turan,30291.0,Left Back,2,Stade de Reims,156,"['a7203466-856a-434f-9439-2fa4e8366a82', 'b7e3759e-88e2-4ab4-9130-efcb0cef5184']",5,,,,,,,,,,,,,,,,,Stade de Reims,156,00:00:05.367,Pass,
