50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,3e96b63b-eab9-42b9-878d-8b452b49c45d,1,,,3829515,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Montpellier,139,,0,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 40645, 'name': 'Laurent Pionnier'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 2975, 'name': 'Mathieu Deplagne'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 25}, {'player': {'id': 3674, 'name': 'Vitorino Hilton da Silva'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 4}, {'player': {'id': 3011, 'name': 'Daniel Congré'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 3}, {'player': {'id': 3676, 'name': 'Jérôme Roussillon'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 24}, {'player': {'id': 4669, 'name': 'William Jean Rémy'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 21}, {'player': {'id': 2950, 'name': 'Jonas Martin'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 3421, 'name': 'Bryan Dabo'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 14}, {'player': {'id': 6661, 'name': 'Ryad Boudebouz'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 10}, {'player': {'id': 34976, 'name': 'Jean Carlos Francisco Deza Sánchez'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 32}, {'player': {'id': 3679, 'name': 'Souleymane Camara'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 19}]}",Montpellier,139,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,b7341c7d-0a75-4f90-9416-cb30c40f45c3,2,,,3829515,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Montpellier,139,,0,,,,,,,,,,,,,,,"{'formation': 442, 'lineup': [{'player': {'id': 7282, 'name': 'Jean-Louis Leca'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 16}, {'player': {'id': 40517, 'name': 'Gilles Cioni'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 29}, {'player': {'id': 26481, 'name': 'Sébastien Squillaci'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 5}, {'player': {'id': 23850, 'name': 'Mathieu Peybernes'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 17}, {'player': {'id': 40528, 'name': 'Florian Marange'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 28}, {'player': {'id': 4350, 'name': 'Yannick Cahuzac'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 18}, {'player': {'id': 7791, 'name': 'Seko Fofana'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 6}, {'player': {'id': 29875, 'name': 'Axel Ngando'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 19}, {'player': {'id': 4508, 'name': 'Julian Palmieri'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 15}, {'player': {'id': 7349, 'name': 'Gaël Danic'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 8}, {'player': {'id': 15689, 'name': 'Floyd Ayité'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 7}]}",Bastia,2736,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,4a8d1fd9-d120-44eb-9ead-94582098fc77,3,,,3829515,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Montpellier,139,['2613b29d-f57b-4829-843a-c035aeb141d6'],0,,,,,,,,,,,,,,,,Montpellier,139,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,2613b29d-f57b-4829-843a-c035aeb141d6,4,,,3829515,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Montpellier,139,['4a8d1fd9-d120-44eb-9ead-94582098fc77'],0,,,,,,,,,,,,,,,,Bastia,2736,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,a1121fb8-dab4-4a19-b799-0ef26732ffb6,2054,,,3829515,45,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,108,Bastia,2736,['cf0bdd77-7428-4cf8-9c20-9d5bc49fe06e'],0,,,,,,,,,,,,,,,,Montpellier,139,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,cf0bdd77-7428-4cf8-9c20-9d5bc49fe06e,2055,,,3829515,45,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,108,Bastia,2736,['a1121fb8-dab4-4a19-b799-0ef26732ffb6'],0,,,,,,,,,,,,,,,,Bastia,2736,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.747507,,,,,,,,,,,,d761c016-99aa-4a10-ab9e-f4f8ff61dea2,5,,"[61.0, 40.1]",3829515,0,,,,-0.39479113,,Right Foot,,,"[62.2, 39.6]",,Ground Pass,,1.3,,,,,Ryad Boudebouz,6661.0,,,,,Kick Off,1,From Kick Off,Souleymane Camara,3679.0,Center Forward,2,Montpellier,139,['1b35ed5a-3c88-467d-a5fb-481c93bfa0d7'],0,,,,,,,,,,,,,,,,Montpellier,139,00:00:00.522,Pass,
,,,,,,,,,,,,,,,,2.303075,,,,,,,,,,,,e958d5f5-1cf5-4732-8a3f-7d15dfa90f2f,8,,"[62.2, 40.2]",3829515,0,,,,1.4034024,,Left Foot,,,"[68.3, 76.3]",,High Pass,,36.611748,,,,,Bryan Dabo,3421.0,,,,,,1,From Kick Off,Ryad Boudebouz,6661.0,Center Attacking Midfield,2,Montpellier,139,['75911234-19d1-4e00-b7fb-ad6bf97c07b5'],1,,,,,,,,,,,,,,,,Montpellier,139,00:00:01.349,Pass,
,,,,,,,,,,,,,,,,0.783487,,,,,,,,,,,,0f1080c9-e2e3-45b3-a2cc-37b89aaa003f,13,,"[66.9, 71.1]",3829515,0,,,,-1.7498116,,Left Foot,,,"[65.0, 60.6]",,Ground Pass,,10.67052,,,,,Ryad Boudebouz,6661.0,,,,,,1,From Kick Off,Bryan Dabo,3421.0,Right Wing,2,Montpellier,139,"['0a96f219-a5bb-42af-91f7-ae15cf1d1cf1', '0ff5b3e6-5a08-48c2-a67e-b53e5ef2746c', '2aa0f1b1-13ba-4aa1-9bff-e5ac506ee6d2']",4,,,,,,,,,,,,,,,,Montpellier,139,00:00:04.773,Pass,True
,,,,,,,,,,,,,,,,1.004533,,,,,,,,,,,,ace1246f-8d90-4787-80bb-5ae01c752de6,21,,"[73.3, 17.4]",3829515,0,,,,1.5707964,,Left Foot,,,"[73.3, 27.4]",,Ground Pass,,10.0,,,,,Gaël Danic,7349.0,,,,,,1,Regular Play,Floyd Ayité,15689.0,Left Center Forward,3,Bastia,2736,['23c02b76-32ac-4d04-986a-622670bd7575'],8,,,,,,,,,,,,,,,,Bastia,2736,00:00:08.971,Pass,
,,,,,,,,,,,,,,,,3.159408,,,,,,,,,,,,4a336084-f79f-42dc-aca3-d16fa8a9b161,25,,"[82.6, 23.1]",3829515,0,,,,-0.4157391,,Right Foot,,,"[112.5, 9.9]",,Ground Pass,,32.684093,,,,,Floyd Ayité,15689.0,,,,,,1,Regular Play,Gaël Danic,7349.0,Right Center Forward,3,Bastia,2736,"['aac2c1f0-7472-4434-a596-457b03ab51fe', 'b7d983b3-70f9-4d63-abbd-78690e773016']",10,,,,,,,,,,,,,,,,Bastia,2736,00:00:10.770,Pass,True
,,,,,,,,,,,,,,,,1.219038,,,,,,,,,,,,80ea9122-fc92-41ac-b3d6-ff41b5bd052e,28,,"[112.5, 9.9]",3829515,0,,,,1.5917723,,Left Foot,True,,"[111.9, 38.5]",,High Pass,,28.606293,,,Incomplete,,Axel Ngando,29875.0,,,,,,1,Regular Play,Floyd Ayité,15689.0,Left Center Forward,3,Bastia,2736,"['5523032c-69f3-485d-9ab2-31b091fe065b', '6746aafc-9d4f-45ad-8787-4205d85034f7']",13,,,,,,,,,,,,,,,,Bastia,2736,00:00:13.969,Pass,
,,,,,,,,,,,,,,,,1.581635,,,,,,,,,,,,5ae13542-f716-40e5-a3ab-360c769379c8,31,,"[85.8, 23.8]",3829515,0,,,,1.8522756,,Right Foot,,,"[81.0, 40.4]",,Ground Pass,,17.280046,,,,,Yannick Cahuzac,4350.0,,,,,Recovery,1,Regular Play,Seko Fofana,7791.0,Left Defensive Midfield,3,Bastia,2736,['513f2487-b0dd-43be-b40e-d3b08b2b93cd'],17,,,,,,,,,,,,,,,,Bastia,2736,00:00:17.575,Pass,
,,,,,,,,,,,,,,,,1.461795,,,,,,,,,,,,c571e89f-0041-45d1-b236-c491dca6f839,34,,"[80.0, 52.8]",3829515,0,,,,1.3536192,,Right Foot,,,"[84.7, 74.1]",,Ground Pass,,21.812382,,,,,Gilles Cioni,40517.0,,,,,,1,Regular Play,Yannick Cahuzac,4350.0,Right Defensive Midfield,3,Bastia,2736,['a5394f81-b2c9-4722-9a06-09378e995604'],21,,,,,,,,,,,,,,,,Bastia,2736,00:00:21.044,Pass,
,,,,,,,,,,,,,,,,0.227769,,,,,,,,,,,,cd4ecd38-dc36-42d9-9cd0-251e38921229,38,,"[84.8, 74.1]",3829515,0,,,,-1.1071488,,Right Foot,,,"[85.5, 72.7]",,Ground Pass,,1.5652475,,,Incomplete,,Gaël Danic,7349.0,,,,,,1,Regular Play,Gilles Cioni,40517.0,Right Back,3,Bastia,2736,"['4dbf0173-b5b9-468b-8c8a-7282384d8716', '5c9c0bca-bbfd-4794-a991-5d91546d9b42', 'f84dc6b2-e639-47ba-9d7c-d45c2c9420e2']",22,,,,,,,,,,,,,,,,Bastia,2736,00:00:22.546,Pass,True
,,,,,,,,,,,,,,,,0.994154,,,,,,,,,,,,7b5d4ec5-d92b-4f39-98fb-433d28064182,41,,"[91.3, 80.0]",3829515,0,,,,-1.4574629,,,,,"[92.7, 67.7]",,High Pass,,12.379418,,,Incomplete,,Gaël Danic,7349.0,,,,,Throw-in,1,From Throw In,Gilles Cioni,40517.0,Right Back,4,Bastia,2736,"['27bf944b-060a-46bc-84a7-2762eb0c0915', 'f3df8cc4-247b-4ff3-b794-983cef918566']",27,,,,,,,,,,,,,,,,Bastia,2736,00:00:27.515,Pass,
,,,,,,,,,,,,,,,,0.243675,,,,,,,,,,,,b9d25d32-e925-446b-a711-f2c374e95b30,44,,"[18.2, 3.3]",3829515,0,,,,0.38588268,,Right Foot,,,"[21.4, 4.6]",,Ground Pass,,3.4539833,,,Incomplete,,Jonas Martin,2950.0,,,,,Recovery,1,From Throw In,Jean Carlos Francisco Deza Sánchez,34976.0,Left Wing,4,Bastia,2736,"['515a0cd4-c417-4019-9034-a875ceaffc3f', 'b9841c98-879d-4da3-8388-3d0faf24084b']",30,,,,,,,,,,,,,,,,Montpellier,139,00:00:30.261,Pass,
,,,,,,,,,,,,,,,,1.337692,,,,,,,,,,,,df78e633-533c-471f-afd7-912ff9d96bb7,47,,"[99.5, 71.7]",3829515,0,,,,-1.1852106,,Right Foot,True,,"[110.5, 44.6]",,High Pass,,29.247393,,,Incomplete,,Floyd Ayité,15689.0,,,,,Recovery,1,From Throw In,Gilles Cioni,40517.0,Right Back,4,Bastia,2736,"['dc62f552-b0c2-4c51-b5ba-078e4c5cca84', 'f502db19-02d5-49cc-a36f-5e728ff074a4']",31,,,,,,,,,,,,,,,,Bastia,2736,00:00:31.816,Pass,
,,,,,,,,,,,,,,,,2.283775,,,,,,,,,,,,456b79a3-309d-4662-a7ba-5880ce5bd3c9,51,,"[102.2, 16.4]",3829515,0,,,True,-3.056947,,,,,"[85.7, 15.0]",,High Pass,,16.559288,,,Incomplete,,Florian Marange,40528.0,,,,,Recovery,1,From Throw In,Julian Palmieri,4508.0,Left Midfield,4,Bastia,2736,"['02d23097-229c-426a-9e3d-0d2ce3e4504a', '35ed73a9-98a3-4ce1-a767-1580cd08437b', 'e3744a21-ab70-4071-ba03-302acce3b3bb']",36,,,,,,,,,,,,,,,,Bastia,2736,00:00:36.141,Pass,True
,,,,,,,,,,,,,,,,1.282693,,,,,,,,,,,,1afe5a53-21c2-4751-b689-39509a911abc,59,,"[27.6, 62.0]",3829515,0,,,,2.2868614,,Right Foot,,,"[20.9, 69.7]",,Ground Pass,,10.206861,,,,,Mathieu Deplagne,2975.0,,,,,,1,Regular Play,William Jean Rémy,4669.0,Right Defensive Midfield,5,Montpellier,139,['faaf7839-19fb-47b6-9166-453a75454ece'],42,,,,,,,,,,,,,,,,Montpellier,139,00:00:42.989,Pass,
,,,,,,,,,,,,,,,,1.312997,,,,,,,,,,,,18e43c03-1758-42f5-ad3f-f7a95d6dd268,62,,"[19.3, 73.5]",3829515,0,,,,-0.49741855,,Right Foot,,,"[48.4, 57.7]",,High Pass,,33.112686,,,,,Ryad Boudebouz,6661.0,,,,,,1,Regular Play,Mathieu Deplagne,2975.0,Right Back,5,Montpellier,139,['f0a01750-443d-4044-9d9e-bdbe4cec68b7'],44,,,,,,,,,,,,,,,,Montpellier,139,00:00:44.808,Pass,
