50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,player_off_permanent,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,9d41324f-0200-4d2b-bfd5-611404a91d87,1,,,,3900509,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,,1,Lyon,137,,0,,,,,,,,,,,,,,,,"{'formation': 41212, 'lineup': [{'player': {'id': 2947, 'name': 'Anthony Lopes'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 3156, 'name': 'Rafael Pereira da Silva'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 20}, {'player': {'id': 4463, 'name': 'Mapou Yanga-Mbiwa'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 2}, {'player': {'id': 5492, 'name': 'Samuel Yves Umtiti'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 23}, {'player': {'id': 2983, 'name': 'Jérémy Morel'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 15}, {'player': {'id': 6982, 'name': 'Maxime Gonalons'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 21}, {'player': {'id': 3118, 'name': 'Jordan Ferri'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 12}, {'player': {'id': 5480, 'name': 'Corentin Tolisso'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 8}, {'player': {'id': 18868, 'name': 'Mathieu Valbuena'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 19}, {'player': {'id': 6600, 'name': 'Claudio Beauvue'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 9}, {'player': {'id': 3451, 'name': 'Alexandre Lacazette'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 10}]}",Lyon,137,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,069a51e9-6341-4e4b-b7a4-4e975f4fb4d5,2,,,,3900509,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,,1,Lyon,137,,0,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 4259, 'name': 'Stéphane Ruffier'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 16}, {'player': {'id': 7707, 'name': 'François Clerc'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 29}, {'player': {'id': 4263, 'name': 'Loïc Perrin'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 24}, {'player': {'id': 4802, 'name': 'Florentin Pogba'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 19}, {'player': {'id': 3047, 'name': 'Benoît Assou-Ekotto'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 32}, {'player': {'id': 7442, 'name': 'Jérémy Clément'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 6}, {'player': {'id': 7200, 'name': 'Fabien Lemoine'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 18}, {'player': {'id': 3414, 'name': 'Vincent Pajot'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 5}, {'player': {'id': 3179, 'name': 'Nolan Roux'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 9}, {'player': {'id': 4260, 'name': 'Romain Hamouma'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 21}, {'player': {'id': 4601, 'name': 'Robert Berič'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 27}]}",Saint-Étienne,135,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,867c7073-199e-4319-8ed7-b33c6f71bc82,3,,,,3900509,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,,1,Lyon,137,['1527e7d4-4422-4985-982b-99be71e0e963'],0,,,,,,,,,,,,,,,,,Saint-Étienne,135,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,1527e7d4-4422-4985-982b-99be71e0e963,4,,,,3900509,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,,1,Lyon,137,['867c7073-199e-4319-8ed7-b33c6f71bc82'],0,,,,,,,,,,,,,,,,,Lyon,137,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,cdde0c16-e814-411f-8b5e-a57ddc06e320,1429,,,,3900509,45,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,,,,,97,Lyon,137,['b78583d9-da4e-415b-8f92-6f7be93acb94'],0,,,,,,,,,,,,,,,,,Lyon,137,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,b78583d9-da4e-415b-8f92-6f7be93acb94,1430,,,,3900509,45,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,,,,,97,Lyon,137,['cdde0c16-e814-411f-8b5e-a57ddc06e320'],0,,,,,,,,,,,,,,,,,Saint-Étienne,135,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.474943,,,,,,,,,,,,,b8cbc96d-8672-471c-9c46-885a3cda7b3a,5,,,"[61.0, 40.1]",3900509,0,,,,,1.2753555,,Right Foot,,,,"[61.7, 42.4]",,Ground Pass,,2.4041631,,,,Claudio Beauvue,6600.0,,,,,,Kick Off,1,From Kick Off,Alexandre Lacazette,3451.0,,Left Center Forward,2,Lyon,137,['eb4d4af6-13e8-408c-810f-0ffd7a0aefc9'],0,,,,,,,,,,,,,,,,,Lyon,137,00:00:00.841,Pass,
,,,,,,,,,,,,,,,,,1.743463,,,,,,,,,,,,,4b8a5c78-f994-4af7-b2bb-05b2cc9c3c04,8,,,"[61.7, 42.9]",3900509,0,,,,,-3.0178754,,Right Foot,,,,"[42.4, 40.5]",,Ground Pass,,19.44865,,,,Maxime Gonalons,6982.0,,,,,,,1,From Kick Off,Claudio Beauvue,6600.0,,Right Center Forward,2,Lyon,137,['6256500b-484a-46dd-a9d9-0af863ed2322'],1,,,,,,,,,,,,,,,,,Lyon,137,00:00:01.396,Pass,
,,,,,,,,,,,,,,,,,1.431034,,,,,,,,,,,,,7c0dc7eb-2c42-4577-813c-be90f12176e1,11,,,"[42.4, 40.5]",3900509,0,,,,,1.5437759,,Right Foot,,,,"[43.1, 66.4]",,Ground Pass,,25.909458,,,,Jordan Ferri,3118.0,,,,,,,1,From Kick Off,Maxime Gonalons,6982.0,,Center Defensive Midfield,2,Lyon,137,['bfc3c413-84d9-469c-b4dd-8326abb84d30'],3,,,,,,,,,,,,,,,,,Lyon,137,00:00:03.254,Pass,
,,,,,,,,,,,,,,,,,1.125359,,,,,,,,,,,,,f8d66fdc-3ca5-4edc-90f9-2defd8764f51,14,,,"[47.4, 70.0]",3900509,0,,,,,0.36042175,,Right Foot,,,,"[67.3, 77.5]",,Ground Pass,,21.266405,,,,Rafael Pereira da Silva,3156.0,,,,,,,1,From Kick Off,Jordan Ferri,3118.0,,Right Center Midfield,2,Lyon,137,['6032fdc6-54a6-4ad2-997b-fdf507021920'],7,,,,,,,,,,,,,,,,,Lyon,137,00:00:07.011,Pass,
