50_50,ball_receipt_outcome,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_card,foul_committed_type,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_end_location,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,0.0,,,,,,,,,,2ceb3742-24c5-4d02-a2f4-b742817764d6,1,,,3900530,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Nantes,144,,0,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 4377, 'name': 'Maxime Dupé'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 30}, {'player': {'id': 3144, 'name': 'Léo Dubois'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 15}, {'player': {'id': 3174, 'name': 'Lévy Koffi Djidji'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 26}, {'player': {'id': 3004, 'name': 'Oswaldo Augusto Vizcarrondo Araújo'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 4}, {'player': {'id': 3404, 'name': 'Youssouf Sabaly'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 14}, {'player': {'id': 3138, 'name': 'Abdoulaye Touré'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 19}, {'player': {'id': 2943, 'name': 'Lucas Deaux'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 18}, {'player': {'id': 3151, 'name': 'Jules Iloki'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 20}, {'player': {'id': 31687, 'name': 'Adryan Oliveira Tavares'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 23}, {'player': {'id': 10746, 'name': 'Ermir Lenjani'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 3}, {'player': {'id': 3114, 'name': 'Emiliano Sala'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 22}]}",Nantes,144,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,9b6aeda3-bb97-4486-9734-4bfcd09c41a2,2,,,3900530,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Nantes,144,,0,,,,,,,,,,,,,,,,"{'formation': 41212, 'lineup': [{'player': {'id': 4803, 'name': 'Mathieu Gorgelin'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 30}, {'player': {'id': 3156, 'name': 'Rafael Pereira da Silva'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 20}, {'player': {'id': 4450, 'name': 'Bakary Koné'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 4}, {'player': {'id': 2983, 'name': 'Jérémy Morel'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 15}, {'player': {'id': 4895, 'name': 'Henri Bedimo Nsamè'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 6982, 'name': 'Maxime Gonalons'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 21}, {'player': {'id': 3118, 'name': 'Jordan Ferri'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 12}, {'player': {'id': 7616, 'name': 'Arnold Mvuemba'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 28}, {'player': {'id': 40407, 'name': 'Steed Malbranque'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 17}, {'player': {'id': 6600, 'name': 'Claudio Beauvue'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 9}, {'player': {'id': 3451, 'name': 'Alexandre Lacazette'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 10}]}",Lyon,137,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,7db5c0e9-a75e-4b74-b959-423b5c11033d,3,,,3900530,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Nantes,144,['fe842756-eecd-456b-9d29-6c464bda8a1e'],0,,,,,,,,,,,,,,,,,Lyon,137,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,fe842756-eecd-456b-9d29-6c464bda8a1e,4,,,3900530,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Nantes,144,['7db5c0e9-a75e-4b74-b959-423b5c11033d'],0,,,,,,,,,,,,,,,,,Nantes,144,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,0374810e-3f9b-448f-a808-ed6885a57275,1799,,,3900530,45,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,96,Nantes,144,['a67f95f8-0e13-4512-adc6-15a8743aed7d'],0,,,,,,,,,,,,,,,,,Nantes,144,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,a67f95f8-0e13-4512-adc6-15a8743aed7d,1800,,,3900530,45,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,96,Nantes,144,['0374810e-3f9b-448f-a808-ed6885a57275'],0,,,,,,,,,,,,,,,,,Lyon,137,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.651727,,,,,,,,,,ede34f96-aea1-4e80-888d-698614312fdd,5,,"[60.0, 40.0]",3900530,0,,,,,-0.86217004,,Right Foot,,"[60.6, 39.3]",Ground Pass,,0.92195445,,,,Claudio Beauvue,6600.0,,,,,Kick Off,1,From Kick Off,Alexandre Lacazette,3451.0,Left Center Forward,2,Lyon,137,['0dc00582-3ace-4737-973b-7e87760dd0d2'],1,,,,,,,,,,,,,,,,,Lyon,137,00:00:01.719,Pass,
,,,,,,,,,,,,,,,1.933744,,,,,,,,,,2a3c3f51-fc5a-45ba-bddb-f63e73190584,8,,"[58.2, 39.5]",3900530,0,,,,,-2.5648396,,Right Foot,,"[39.6, 27.4]",Ground Pass,,22.189411,,,,Maxime Gonalons,6982.0,,,,,,1,From Kick Off,Claudio Beauvue,6600.0,Right Center Forward,2,Lyon,137,['b4c2f85f-3c36-4280-9d28-cccad866fc7a'],3,,,,,,,,,,,,,,,,,Lyon,137,00:00:03.167,Pass,
,,,,,,,,,,,,,,,1.357147,,,,,,,,,,b1189010-36f7-45ef-bacc-b621c597daec,11,,"[39.6, 27.4]",3900530,0,,,,,-1.6851599,,Left Foot,,"[37.9, 12.6]",Ground Pass,,14.897315,,,,Jérémy Morel,2983.0,,,,,,1,From Kick Off,Maxime Gonalons,6982.0,Center Defensive Midfield,2,Lyon,137,['94c2bdcc-0ff6-4965-aa36-6597b3a7633d'],5,,,,,,,,,,,,,,,,,Lyon,137,00:00:05.152,Pass,
,,,,,,,,,,,,,,,2.641709,,,,,,,,,,c4f56589-a78e-4393-9b8b-331079bf7853,13,,"[37.9, 12.6]",3900530,0,,,,,2.09046,,Left Foot,,"[26.0, 33.4]",Ground Pass,,23.963514,,,,Bakary Koné,4450.0,,,,,,1,From Kick Off,Jérémy Morel,2983.0,Left Center Back,2,Lyon,137,['1d9c53d4-5891-47a1-9f2e-673e60f7d91c'],6,,,,,,,,,,,,,,,,,Lyon,137,00:00:06.509,Pass,
