50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_no_touch,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,9ccd5770-b260-4a3f-96dc-5bc1f933f98d,1,,,3829457,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Montpellier,139,,0,,,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 42428, 'name': 'Jonathan Ligali'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 30}, {'player': {'id': 2975, 'name': 'Mathieu Deplagne'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 25}, {'player': {'id': 3674, 'name': 'Vitorino Hilton da Silva'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 4}, {'player': {'id': 3191, 'name': 'Ramy Bensebaini'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 15}, {'player': {'id': 3011, 'name': 'Daniel Congré'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 3421, 'name': 'Bryan Dabo'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 14}, {'player': {'id': 7590, 'name': 'Joris Marveaux'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 6}, {'player': {'id': 4599, 'name': 'Quentin Cornette'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 31}, {'player': {'id': 6661, 'name': 'Ryad Boudebouz'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 10}, {'player': {'id': 7485, 'name': 'Djamel Bakar'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 28}, {'player': {'id': 2980, 'name': 'Kévin Bérigaud'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 26}]}",Montpellier,139,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,7fcb964e-ae1c-4365-a0b9-1c4d3ae57085,2,,,3829457,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Montpellier,139,,0,,,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 4259, 'name': 'Stéphane Ruffier'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 16}, {'player': {'id': 7707, 'name': 'François Clerc'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 29}, {'player': {'id': 401468, 'name': 'Moustapha Bayal Sall'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 26}, {'player': {'id': 4263, 'name': 'Loïc Perrin'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 24}, {'player': {'id': 7347, 'name': 'Pierre-Yves Polomat'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 3414, 'name': 'Vincent Pajot'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 5}, {'player': {'id': 7442, 'name': 'Jérémy Clément'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 6}, {'player': {'id': 4260, 'name': 'Romain Hamouma'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 21}, {'player': {'id': 4254, 'name': 'Valentin Eysseric'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 11}, {'player': {'id': 4431, 'name': 'Kévin Monnet-Paquet'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 22}, {'player': {'id': 3179, 'name': 'Nolan Roux'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Saint-Étienne,135,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,259b998c-927e-4392-b18f-5432df99db39,3,,,3829457,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Montpellier,139,['7c05aee2-4623-41b1-b0ee-6a6f86ee2b22'],0,,,,,,,,,,,,,,,,,,,Saint-Étienne,135,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,7c05aee2-4623-41b1-b0ee-6a6f86ee2b22,4,,,3829457,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Montpellier,139,['259b998c-927e-4392-b18f-5432df99db39'],0,,,,,,,,,,,,,,,,,,,Montpellier,139,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,270c3d2f-e053-46a5-92e0-951ff725995b,1611,,,3829457,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,114,Montpellier,139,['b69d9b1c-634a-4cfe-b652-ae36611940cf'],0,,,,,,,,,,,,,,,,,,,Montpellier,139,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,b69d9b1c-634a-4cfe-b652-ae36611940cf,1612,,,3829457,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,114,Montpellier,139,['270c3d2f-e053-46a5-92e0-951ff725995b'],0,,,,,,,,,,,,,,,,,,,Saint-Étienne,135,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.572897,,,,,,,,,,,3b7aa90c-0073-4e20-9319-de4821d938e2,5,,"[61.0, 40.1]",3829457,0,,True,,,2.3561945,,Right Foot,,,,"[59.7, 41.4]",,Ground Pass,,1.8384776,,,Nolan Roux,3179.0,,,,,Kick Off,1,From Kick Off,Valentin Eysseric,4254.0,Center Attacking Midfield,2,Saint-Étienne,135,['dd05b466-2e60-4e52-aa2a-f08f396b8df8'],0,,,,,,,,,,,,,,,,,,,Saint-Étienne,135,00:00:00.196,Pass,
,,,,,,,,,,,,,,,,,1.018509,,,,,,,,,,,2212b612-00a0-414a-9dd4-8bec2369e978,7,,"[59.7, 42.1]",3829457,0,,,,,-2.7957182,,Right Foot,,,,"[48.6, 38.1]",,Ground Pass,,11.798729,,,Jérémy Clément,7442.0,,,,,,1,From Kick Off,Nolan Roux,3179.0,Center Forward,2,Saint-Étienne,135,['23621b42-4384-4d51-9dc4-db303eb48490'],0,,,,,,,,,,,,,,,,,,,Saint-Étienne,135,00:00:00.833,Pass,
,,,,,,,,,,,,,,,,,1.6,,,,,,,,,,,32254096-28da-4397-bf58-f862161673fc,9,,"[49.3, 37.2]",3829457,0,,,,,2.3939772,,Left Foot,,,,"[34.2, 51.2]",,Ground Pass,,20.591503,,,Moustapha Bayal Sall,401468.0,,,,,,1,From Kick Off,Jérémy Clément,7442.0,Left Defensive Midfield,2,Saint-Étienne,135,['435039b9-9214-497f-aef8-eb9e07e9e2d9'],1,,,,,,,,,,,,,,,,,,,Saint-Étienne,135,00:00:01.852,Pass,
,,,,,,,,,,,,,,,,,1.6,,,,,,,,,,,634cf48f-cfe1-4f95-9e9e-4467d5130a2d,11,,"[34.0, 51.4]",3829457,0,,,,,-1.6921483,,Right Foot,,,,"[32.0, 35.0]",,Ground Pass,,16.521502,,,Loïc Perrin,4263.0,,,,,,1,From Kick Off,Moustapha Bayal Sall,401468.0,Right Center Back,2,Saint-Étienne,135,['d275cf6b-eb9a-474a-a9ad-397af4f6018b'],3,,,,,,,,,,,,,,,,,,,Saint-Étienne,135,00:00:03.452,Pass,
