50_50,ball_receipt_outcome,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,314fd72c-00d9-4db9-b40d-e4b24b77a46a,1,,,3829472,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Marseille,147,,0,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 3543, 'name': 'Steve Mandanda'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 30}, {'player': {'id': 3075, 'name': 'Javier Manquillo Gaitán'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 7472, 'name': ""Nicolas Alexis Julio N'Koulou Ndoubena""}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 3}, {'player': {'id': 8572, 'name': 'Karim Rekik'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 4}, {'player': {'id': 3261, 'name': 'Benjamin Mendy'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 23}, {'player': {'id': 3181, 'name': 'Lassana Diarra'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 10}, {'player': {'id': 25199, 'name': 'Lucas Silva Borges'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 8}, {'player': {'id': 23933, 'name': 'Abdelaziz Barrada'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 19}, {'player': {'id': 15296, 'name': 'Romain Alessandrini'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 11}, {'player': {'id': 3420, 'name': 'Rémy Cabella'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 13}, {'player': {'id': 3457, 'name': 'Michy Batshuayi Tunga'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 22}]}",Marseille,147,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,15440151-c4e6-4882-a57c-d086ac2c8f7c,2,,,3829472,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Marseille,147,,0,,,,,,,,,,,,,,,,"{'formation': 41212, 'lineup': [{'player': {'id': 2947, 'name': 'Anthony Lopes'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 4410, 'name': 'Christophe Jallet'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 13}, {'player': {'id': 3103, 'name': 'Milan Biševac'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 5}, {'player': {'id': 5492, 'name': 'Samuel Yves Umtiti'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 23}, {'player': {'id': 4895, 'name': 'Henri Bedimo Nsamè'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 6982, 'name': 'Maxime Gonalons'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 21}, {'player': {'id': 3236, 'name': 'Sergi Darder Moll'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 14}, {'player': {'id': 5480, 'name': 'Corentin Tolisso'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 8}, {'player': {'id': 18868, 'name': 'Mathieu Valbuena'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 19}, {'player': {'id': 6600, 'name': 'Claudio Beauvue'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 9}, {'player': {'id': 3451, 'name': 'Alexandre Lacazette'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 10}]}",Lyon,137,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,7a54fbf3-3bac-4bbe-9523-1ebf46982835,3,,,3829472,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Marseille,147,['f18074cb-bcb5-41f4-9442-19aad2d740ee'],0,,,,,,,,,,,,,,,,,Lyon,137,00:00:00.000,Half Start,
,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,f18074cb-bcb5-41f4-9442-19aad2d740ee,4,,,3829472,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Marseille,147,['7a54fbf3-3bac-4bbe-9523-1ebf46982835'],0,,,,,,,,,,,,,,,,,Marseille,147,00:00:00.000,Half Start,
,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,6c9f545b-5bf0-4d3a-a11c-2dbd3bcef070,1755,,,3829472,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Keeper,,,,88,Lyon,137,['11f6cc2a-b4e7-457e-bfe0-1a4f0e73a3f2'],0,,,,,,,,,,,,,,,,,Marseille,147,00:00:00.000,Half Start,
,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,11f6cc2a-b4e7-457e-bfe0-1a4f0e73a3f2,1756,,,3829472,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Keeper,,,,88,Lyon,137,['6c9f545b-5bf0-4d3a-a11c-2dbd3bcef070'],0,,,,,,,,,,,,,,,,,Lyon,137,00:00:00.000,Half Start,
,,,,,,,,,,,,,,0.196706,,,,,,,,,,,,,,2ee0dab9-572b-4729-aecd-3f44aa13ab9c,5,,"[61.0, 40.1]",3829472,0,,,,1.541393,,Right Foot,,,,"[61.1, 43.5]",,Ground Pass,,3.4014702,,,,,Michy Batshuayi Tunga,3457.0,,,,,Kick Off,1,From Kick Off,Abdelaziz Barrada,23933.0,Left Center Midfield,2,Marseille,147,['81ea53f2-77c6-4cd4-840e-7b94ca734f6d'],0,,,,,,,,,,,,,,,,,Marseille,147,00:00:00.690,Pass,
,,,,,,,,,,,,,,0.962731,,,,,,,,,,,,,,5d57500a-f214-4d60-ab4a-f25c0637f21a,8,,"[60.6, 42.0]",3829472,0,,,,-2.5272803,,Right Foot,,,,"[49.4, 34.1]",,Ground Pass,,13.705838,,,,,Lassana Diarra,3181.0,,,,,,1,From Kick Off,Michy Batshuayi Tunga,3457.0,Center Forward,2,Marseille,147,['dae22439-2fec-41c1-87b6-63d8b2520ee1'],1,,,,,,,,,,,,,,,,,Marseille,147,00:00:01.141,Pass,
,,,,,,,,,,,,,,1.646337,,,,,,,,,,,,,,509e21ac-edb5-4d10-8d9a-bc047dd579e0,11,,"[49.4, 34.1]",3829472,0,,,,-1.8330688,,Right Foot,,,,"[41.4, 4.3]",,Ground Pass,,30.855145,,,,,Benjamin Mendy,3261.0,,,,,,1,From Kick Off,Lassana Diarra,3181.0,Center Defensive Midfield,2,Marseille,147,['989b8164-63f2-48fb-a937-df1a7fd83706'],2,,,,,,,,,,,,,,,,,Marseille,147,00:00:02.933,Pass,
,,,,,,,,,,,,,,1.503209,,,,,,,,,,,,,,00c07154-1f94-4884-892a-3d57e4f30e8c,14,,"[40.8, 9.1]",3829472,0,,,,1.8410935,,Left Foot,,,,"[29.8, 48.8]",,Ground Pass,,41.19575,,,,,Nicolas Alexis Julio N'Koulou Ndoubena,7472.0,,,,,,1,From Kick Off,Benjamin Mendy,3261.0,Left Back,2,Marseille,147,['cf49ed02-8e2b-4d58-8458-4fec4fb63619'],5,,,,,,,,,,,,,,,,,Marseille,147,00:00:05.762,Pass,
,,,,,,,,,,,,,,1.617075,,,,,,,,,,,,,,9b62d492-c967-4ac3-ae6b-72525f204276,17,,"[29.7, 49.5]",3829472,0,,,,1.5120405,,Right Foot,,,,"[30.9, 69.9]",,Ground Pass,,20.435265,,,,,Javier Manquillo Gaitán,3075.0,,,,,,1,From Kick Off,Nicolas Alexis Julio N'Koulou Ndoubena,7472.0,Right Center Back,2,Marseille,147,['25481ed9-cf96-48fd-a63a-0b3e61393fb6'],8,,,,,,,,,,,,,,,,,Marseille,147,00:00:08.365,Pass,
,,,,,,,,,,,,,,1.424516,,,,,,,,,,,,,,27359d02-46d1-4338-902c-642188b6de12,20,,"[30.9, 69.9]",3829472,0,,,,-1.7388394,,Right Foot,,,,"[29.0, 58.7]",,Ground Pass,,11.360018,,,,,Nicolas Alexis Julio N'Koulou Ndoubena,7472.0,,,,,,1,From Kick Off,Javier Manquillo Gaitán,3075.0,Right Back,2,Marseille,147,['b02fc01f-4183-4ea1-906b-fba8fdea09a4'],10,,,,,,,,,,,,,,,,,Marseille,147,00:00:10.998,Pass,
,,,,,,,,,,,,,,1.88651,,,,,,,,,,,,,,f3aadb0b-ae4e-4cc5-9f41-3a4d4474c3a8,23,,"[30.3, 58.8]",3829472,0,,,,0.67474097,,Right Foot,,,,"[50.8, 75.2]",,Ground Pass,,26.25281,,,,,Romain Alessandrini,15296.0,,,,,,1,From Kick Off,Nicolas Alexis Julio N'Koulou Ndoubena,7472.0,Right Center Back,2,Marseille,147,['905441ea-8581-47cd-a1f8-a913e2d3ac23'],13,,,,,,,,,,,,,,,,,Marseille,147,00:00:13.190,Pass,
,,,,,,,,,,,,,,1.607272,,,,,,,,,,,,,,19662e6e-433d-4627-9300-baf91153a4a5,25,,"[50.8, 75.2]",3829472,0,,,,2.961739,,Left Foot,,,,"[42.0, 76.8]",,Ground Pass,,8.944272,,,,,Javier Manquillo Gaitán,3075.0,,,,,,1,From Kick Off,Romain Alessandrini,15296.0,Right Wing,2,Marseille,147,['50406dc8-5dd4-41c5-be09-13c969b35cec'],15,,,,,,,,,,,,,,,,,Marseille,147,00:00:15.076,Pass,
,,,,,,,,,,,,,,2.411112,,,,,,,,,,,,,,5a6a7bcb-620f-40ea-a1fd-8844b952b053,28,,"[39.5, 69.8]",3829472,0,,,,-2.5178485,,Right Foot,,,,"[20.6, 56.2]",,Ground Pass,,23.284544,,,,,Nicolas Alexis Julio N'Koulou Ndoubena,7472.0,,,,,,1,From Kick Off,Javier Manquillo Gaitán,3075.0,Right Back,2,Marseille,147,['5da74c84-3eaf-4aee-8741-b3864601ac11'],17,,,,,,,,,,,,,,,,,Marseille,147,00:00:17.537,Pass,
,,,,,,,,,,,,,,1.546758,,,,,,,,,,,,,,d3a83c90-594b-4d72-9685-817104843a76,31,,"[25.1, 55.6]",3829472,0,,,,-1.3906802,,Right Foot,,,,"[31.2, 22.1]",,Ground Pass,,34.050846,,,,,Karim Rekik,8572.0,,,,,,1,From Kick Off,Nicolas Alexis Julio N'Koulou Ndoubena,7472.0,Right Center Back,2,Marseille,147,['b9c140a1-618b-4e02-b73c-69e18ecfbcff'],21,,,,,,,,,,,,,,,,,Marseille,147,00:00:21.558,Pass,
,,,,,,,,,,,,,,0.917489,,,,,,,,,,,,,,60a80bf4-ef48-4d9b-8d8a-61d8659a454f,34,,"[30.4, 19.1]",3829472,0,,,,0.22064719,,Left Foot,,,,"[41.1, 21.5]",,Ground Pass,,10.965857,,,,,Abdelaziz Barrada,23933.0,,,,,,1,From Kick Off,Karim Rekik,8572.0,Left Center Back,2,Marseille,147,['592c1bc8-a88e-4954-b5f1-95ece8aa1804'],24,,,,,,,,,,,,,,,,,Marseille,147,00:00:24.544,Pass,
