ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_off_target,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_follows_dribble,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_saved_off_target,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,b61400e5-b2c7-43d6-b6aa-a4260d7eaa8c,1,,,3829436,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Nantes,144,,0,,,,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 25377, 'name': 'Rémy Riou'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 3144, 'name': 'Léo Dubois'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 15}, {'player': {'id': 3174, 'name': 'Lévy Koffi Djidji'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 26}, {'player': {'id': 2943, 'name': 'Lucas Deaux'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 18}, {'player': {'id': 10746, 'name': 'Ermir Lenjani'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 5}, {'player': {'id': 7350, 'name': 'Birama Touré'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 12}, {'player': {'id': 3365, 'name': 'Valentin Rongier'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 28}, {'player': {'id': 401477, 'name': 'Johan Audel'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 21}, {'player': {'id': 3375, 'name': 'Adrien Thomasson'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 8}, {'player': {'id': 31687, 'name': 'Adryan Oliveira Tavares'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 23}, {'player': {'id': 6284, 'name': 'Kolbeinn Sigþórsson'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Nantes,144,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,6f0d8def-5c31-47c4-aab1-9365355f5c95,2,,,3829436,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Nantes,144,,0,,,,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 401454, 'name': 'Kossi Agassa'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 16}, {'player': {'id': 3248, 'name': 'Hamari Traoré'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 27}, {'player': {'id': 6648, 'name': 'Aïssa Mandi'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 23}, {'player': {'id': 7435, 'name': 'Anthony Weber'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 25}, {'player': {'id': 40521, 'name': 'Franck Signorino'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 46801, 'name': 'Jaba Kankava'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 4}, {'player': {'id': 7815, 'name': 'Antoine Devaux'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 6}, {'player': {'id': 4545, 'name': 'Prince Oniangué'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 8}, {'player': {'id': 7817, 'name': 'Frédéric Bulot'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 18}, {'player': {'id': 4383, 'name': 'Nicolas de Roussel de Préville'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 12}, {'player': {'id': 401453, 'name': 'David N""Gog'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 24}]}",Stade de Reims,156,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,eba88fce-1aeb-464f-bff8-8ff6773ec998,3,,,3829436,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Nantes,144,['b8c9e0cd-455e-48ec-b4a9-831ba95d1a40'],0,,,,,,,,,,,,,,,,,,,,Stade de Reims,156,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,b8c9e0cd-455e-48ec-b4a9-831ba95d1a40,4,,,3829436,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Nantes,144,['eba88fce-1aeb-464f-bff8-8ff6773ec998'],0,,,,,,,,,,,,,,,,,,,,Nantes,144,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,eba9cfad-b2a5-4cff-b055-8bf1986d4e13,1949,,,3829436,45,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,105,Stade de Reims,156,['3cd56ab5-2fe6-4974-a9b5-bdb5dea48bb4'],0,,,,,,,,,,,,,,,,,,,,Nantes,144,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,3cd56ab5-2fe6-4974-a9b5-bdb5dea48bb4,1950,,,3829436,45,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,105,Stade de Reims,156,['eba9cfad-b2a5-4cff-b055-8bf1986d4e13'],0,,,,,,,,,,,,,,,,,,,,Stade de Reims,156,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.584268,,,,,,,,,,,,96f713cf-3a4c-494c-af3e-64b7778c73c9,5,,"[60.0, 40.0]",3829436,0,,True,,,-2.2730532,,Right Foot,,,,"[57.8, 37.4]",,Ground Pass,,3.4058774,,Adryan Oliveira Tavares,31687.0,,,,,Kick Off,1,From Kick Off,Kolbeinn Sigþórsson,6284.0,Center Forward,2,Nantes,144,['8202cf26-ead3-4af9-99fa-7d5a235cfd4f'],0,,,,,,,,,,,,,,,,,,,,Nantes,144,00:00:00.417,Pass,
,,,,,,,,,,,,,,,,2.378673,,,,,,,,,,,,573026a2-5d36-43b6-b0b0-f6001df0ef1b,7,,"[57.6, 37.4]",3829436,0,,,,,-2.8827362,,Right Foot,,,,"[25.5, 28.9]",,Ground Pass,,33.206326,,Lucas Deaux,2943.0,,,,,,1,From Kick Off,Adryan Oliveira Tavares,31687.0,Left Wing,2,Nantes,144,['ec6a6748-aa92-455f-918b-74163e789d3b'],1,,,,,,,,,,,,,,,,,,,,Nantes,144,00:00:01.001,Pass,
,,,,,,,,,,,,,,,,2.697014,,,,,,,,,,,,9c9a90ec-3227-4ee4-b0c6-fc2f0fefef7c,10,,"[26.3, 33.2]",3829436,0,,,,,0.20872086,,Right Foot,,,,"[83.9, 45.4]",,High Pass,,58.87784,Incomplete,Birama Touré,7350.0,,,,,,1,From Kick Off,Lucas Deaux,2943.0,Left Center Back,2,Nantes,144,"['676de618-1ddb-4074-bba0-a57b8d7fa8ae', 'f8e6a270-462e-4a06-a60e-5af021e2b4bf']",5,,,,,,,,,,,,,,,,,,,,Nantes,144,00:00:05.185,Pass,
,,,,,,,,,,,,,,,,1.823525,,,,,,,,,,,,6683587a-69c3-496d-8ab4-47b84547668e,14,,"[21.7, 33.7]",3829436,0,,,,,-1.0048287,,Head,,,,"[27.1, 25.2]",,Low Pass,,10.070253,,Franck Signorino,40521.0,,,,,Recovery,1,From Kick Off,Aïssa Mandi,6648.0,Right Center Back,2,Nantes,144,['8a3b0130-d01e-4238-8e3d-facd07631f38'],8,,,,,,,,,,,,,,,,,,,,Stade de Reims,156,00:00:08.627,Pass,
