50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,1.790776,,,,,,,,,,,,ccf9c586-8c27-43a4-82fa-10da150e49b6,20,,"[57.3, 40.2]",3900499,0,,,,,0.28765246,,Head,,,,"[74.2, 45.2]",High Pass,,17.62413,,,Incomplete,,Emiliano Sala,3114.0,,,,,,1,From Goal Kick,Yacine Bammou,3319.0,Center Attacking Midfield,3,Marseille,147,"['15ac2da2-259d-4575-b943-c543efa03e78', 'b0805c43-0757-4f1e-815c-e086f50a786d']",34,,,,,,,,,,,,,,,,,Nantes,144,00:00:34.832,Pass,
,,,,,,,,,,,,,,,,,1.380337,,,,,,,,,,,,c529ac8c-f009-4379-9788-e41592bd85c7,25,,"[47.0, 29.2]",3900499,0,,,,,-1.7037287,,Left Foot,,,,"[44.7, 12.0]",Ground Pass,,17.353098,,,,,Benjamin Mendy,3261.0,,,,,,1,From Goal Kick,Karim Rekik,8572.0,Left Center Back,3,Marseille,147,"['20bfcabb-8201-463d-b323-a49aeca7a441', '454ca20e-4dc8-4e0f-bb0a-297a5bfd92aa']",38,,,,,,,,,,,,,,,,,Marseille,147,00:00:38.290,Pass,True
,,,,,,,,,,,,,,,,,3.936459,,,,,,,,,,,,8fb2410e-a9d5-456c-a075-b7e47183a893,28,,"[45.4, 14.1]",3900499,0,,,,,2.529948,,Left Foot,,,,"[8.9, 39.7]",Ground Pass,,44.58262,,,,,Steve Mandanda,3543.0,,,,,,1,From Goal Kick,Benjamin Mendy,3261.0,Left Back,3,Marseille,147,['3cd1c92e-1882-426b-8841-a2ccc549b473'],39,,,,,,,,,,,,,,,,,Marseille,147,00:00:39.750,Pass,
,,,,,,,,,,,,,,,,,1.576234,,,,,,,,,,,,25150d29-316f-4063-91c0-1f5a39ec6601,31,,"[14.3, 41.7]",3900499,0,,,,,-1.0016357,,Right Foot,,,,"[26.2, 23.1]",Ground Pass,,22.080988,,,,,Karim Rekik,8572.0,,,,,,1,From Goal Kick,Steve Mandanda,3543.0,Goalkeeper,3,Marseille,147,['182b5b45-76ff-4dca-aba7-edd255b3b2fd'],45,,,,,,,,,,,,,,,,,Marseille,147,00:00:45.250,Pass,
,,,,,,,,,,,,,,,,,1.294054,,,,,,,,,,,,2f5bfec1-12f7-44c7-80c1-77d561c2a0c4,34,,"[29.5, 22.7]",3900499,0,,,,,-0.4918092,,Left Foot,,,,"[40.7, 16.7]",Ground Pass,,12.705904,,,,,Lassana Diarra,3181.0,,,,,,1,From Goal Kick,Karim Rekik,8572.0,Left Center Back,3,Marseille,147,['0431944c-22cc-4813-af65-c208ec5cdfc4'],47,,,,,,,,,,,,,,,,,Marseille,147,00:00:47.864,Pass,
,,,,,,,,,,,,,,,,,2.002811,,,,,,,,,,,,c655f1d4-7ced-4404-ba22-02ae627c7f26,37,,"[37.9, 20.2]",3900499,0,,,,,1.5871214,,Right Foot,,,,"[37.5, 44.7]",Ground Pass,,24.503265,,,,,Nicolas Alexis Julio N'Koulou Ndoubena,7472.0,,,,,,1,From Goal Kick,Lassana Diarra,3181.0,Right Defensive Midfield,3,Marseille,147,['0e03ff7b-52d8-4f0e-89fc-ce91ac2e1f19'],51,,,,,,,,,,,,,,,,,Marseille,147,00:00:51.832,Pass,
,,,,,,,,,,,,,,,,,1.627307,,,,,,,,,,,,ee9007e9-23ea-44ff-b7ee-f31b97194aa8,40,,"[38.2, 45.3]",3900499,0,,,,,-1.5262914,,Right Foot,,,,"[39.3, 20.6]",Ground Pass,,24.724482,,,,,Karim Rekik,8572.0,,,,,,1,From Goal Kick,Nicolas Alexis Julio N'Koulou Ndoubena,7472.0,Right Center Back,3,Marseille,147,['be653109-fbbf-4753-aee5-6927027dfbdc'],55,,,,,,,,,,,,,,,,,Marseille,147,00:00:55.758,Pass,
,,,,,,,,,,,,,,,,,1.136612,,,,,,,,,,,,1e3fddd5-10b7-47d6-a618-988a431a24fb,43,,"[38.9, 20.6]",3900499,0,,,,,-0.37160075,,Left Foot,,,,"[52.5, 15.3]",Ground Pass,,14.596232,,,,,Romain Alessandrini,15296.0,,,,,,1,From Goal Kick,Karim Rekik,8572.0,Left Center Back,3,Marseille,147,['02b5ef8d-a386-47e1-9ad2-bbd729967531'],58,,,,,,,,,,,,,,,,,Marseille,147,00:00:58.842,Pass,
,,,,,,,,,,,,,,,,,0.729479,,,,,,,,,,,,6f17765a-2fe8-4b42-ba81-07f9e4221c63,46,,"[71.8, 14.1]",3900499,1,,,,,-0.26625204,,Right Foot,,,,"[81.7, 11.4]",Ground Pass,,10.261579,,,Incomplete,,Benjamin Mendy,3261.0,,,,,,1,From Goal Kick,Romain Alessandrini,15296.0,Right Wing,3,Marseille,147,"['75096dbb-ccb8-4d3a-81ba-e9674e5c6291', 'e6ae7b43-0b70-467c-b095-e0a43d01d74d']",3,,,,,,,,,,,,,,,,,Marseille,147,00:01:03.565,Pass,
,,,,,,,,,,,,,,,,,0.057017,,,,,,,,,,,,539ec25d-59cd-41a4-bb22-12faae018a61,52,,"[50.8, 79.8]",3900499,1,,,,,-0.5070985,,Right Foot,,,,"[52.6, 78.8]",Ground Pass,,2.0591261,,,Incomplete,,Yacine Bammou,3319.0,,,,,,1,Regular Play,Youssouf Sabaly,3404.0,Right Back,4,Nantes,144,"['59051069-4cfb-4ac4-ad1e-d9b887fda7a7', '7c89111c-8dc6-4f54-b167-2007d43515f6', '95e23173-8c0f-429b-b348-f0aee25a4853']",7,,,,,,,,,,,,,,,,,Nantes,144,00:01:07.386,Pass,True
,,,,,,,,,,,,,,,,,2.168236,,,,,,,,,,,,d92ba0d9-0164-414b-9b56-cd8bd9afeb06,55,,"[50.3, 80.0]",3900499,1,,True,,,-2.8594127,,,,,,"[26.5, 73.1]",Low Pass,,24.780033,,,,,Oswaldo Augusto Vizcarrondo Araújo,3004.0,,,,,Throw-in,1,From Throw In,Youssouf Sabaly,3404.0,Right Back,5,Nantes,144,['19368b08-24a6-490b-9b83-238afde3b572'],17,,,,,,,,,,,,,,,,,Nantes,144,00:01:17.870,Pass,
,,,,,,,,,,,,,,,,,1.507223,,,,,,,,,,,,2b9f3120-e211-4c09-a752-04197deffafe,57,,"[31.1, 70.6]",3900499,1,,,,,-1.5279654,,Right Foot,,,,"[32.0, 49.6]",Ground Pass,,21.019278,,,,,Lorik Agim Cana,10936.0,,,,,,1,From Throw In,Oswaldo Augusto Vizcarrondo Araújo,3004.0,Right Center Back,5,Nantes,144,['5f51e460-a714-49a1-9383-27dd91c1ae52'],21,,,,,,,,,,,,,,,,,Nantes,144,00:01:21.033,Pass,
,,,,,,,,,,,,,,,,,1.534334,,,,,,,,,,,,1cd7b897-1cef-484b-ad19-578c4069ebdf,60,,"[33.7, 48.1]",3900499,1,,,,,1.361931,,Right Foot,,,,"[37.6, 66.5]",Ground Pass,,18.808775,,,,,Oswaldo Augusto Vizcarrondo Araújo,3004.0,,,,,,1,From Throw In,Lorik Agim Cana,10936.0,Left Center Back,5,Nantes,144,['2b1ee0d6-ec28-4a1c-8a74-f8d360a4dfd7'],23,,,,,,,,,,,,,,,,,Nantes,144,00:01:23.503,Pass,
,,,,,,,,,,,,,,,,,2.53876,,,,,,,,,,,,e0d56d1f-b150-4896-b979-f6f74555a872,63,,"[47.6, 66.8]",3900499,1,,,,,-0.3690481,,Right Foot,,,,"[86.9, 51.6]",High Pass,,42.13704,,,,,Emiliano Sala,3114.0,,,,,,1,From Throw In,Oswaldo Augusto Vizcarrondo Araújo,3004.0,Right Center Back,5,Nantes,144,['28371422-253d-4b56-a1ff-2fdf7453e535'],27,,,,,,,,,,,,,,,,,Nantes,144,00:01:27.814,Pass,
,,,,,,,,,,,,,,,,,2.4358,,,,,,,,,,,,1d56bbfd-6c4b-4ae3-8bbb-1402a7621884,65,,"[86.9, 51.6]",3900499,1,,,,,-0.22131445,,Head,,,,"[106.9, 47.1]",Low Pass,,20.5,,,Incomplete,,Yacine Bammou,3319.0,,,,,,1,From Throw In,Emiliano Sala,3114.0,Center Forward,5,Nantes,144,"['21869cb3-97b3-4aa1-b589-41e6569961dc', 'f8a44e6c-7ffe-4d1a-8770-d592f82bbc62']",30,,,,,,,,,,,,,,,,,Nantes,144,00:01:30.553,Pass,
,,,,,,,,,,,,,,,,,1.560854,,,,,,,,,,,,d20a975d-64d9-458f-a0de-48a739385bdb,69,,"[13.2, 34.9]",3900499,1,,,,,-1.333325,,Keeper Arm,,,,"[17.0, 19.2]",Ground Pass,,16.153328,,,,,Karim Rekik,8572.0,,,,,,1,From Keeper,Steve Mandanda,3543.0,Goalkeeper,6,Marseille,147,['5493bb3a-205d-4431-871a-e2f003cf30df'],39,,,,,,,,,,,,,,,,,Marseille,147,00:01:39.070,Pass,
,,,,,,,,,,,,,,,,,1.119991,,,,,,,,,,,,008b594d-01a1-44b8-8082-6200c73cd907,72,,"[33.2, 16.7]",3900499,1,,,,,1.9945878,,Left Foot,,,,"[27.2, 30.0]",Ground Pass,,14.590751,,,,,Nicolas Alexis Julio N'Koulou Ndoubena,7472.0,,,,,,1,From Keeper,Karim Rekik,8572.0,Left Center Back,6,Marseille,147,['2d6984a1-50f8-4b36-80d9-aff46ea38741'],46,,,,,,,,,,,,,,,,,Marseille,147,00:01:46.040,Pass,
,,,,,,,,,,,,,,,,,4.492869,,,,,,,,,,,,4b3d98d6-51cf-4061-9b51-920015852a64,75,,"[27.5, 31.0]",3900499,1,,,,,-2.5135045,,Right Foot,,,,"[10.7, 18.8]",Ground Pass,,20.762466,,,,,Steve Mandanda,3543.0,,,,,,1,From Keeper,Nicolas Alexis Julio N'Koulou Ndoubena,7472.0,Right Center Back,6,Marseille,147,['e9baa393-c080-4344-8b3d-4270a399744b'],47,,,,,,,,,,,,,,,,,Marseille,147,00:01:47.160,Pass,
,,,,,,,,,,,,,,,,,1.598366,,,,,,,,,,,,0799ca55-70df-4538-bbcc-ecb4115422cc,78,,"[10.7, 18.8]",3900499,1,,,,,-0.6248862,,Left Foot,,,,"[22.9, 10.0]",Ground Pass,,15.042606,,,,,Karim Rekik,8572.0,,,,,,1,From Keeper,Steve Mandanda,3543.0,Goalkeeper,6,Marseille,147,['01470243-6555-4e19-9254-9f0362827f8f'],51,,,,,,,,,,,,,,,,,Marseille,147,00:01:51.679,Pass,
,,,,,,,,,,,,,,,,,1.345823,,,,,,,,,,,,cba47c62-7241-48d1-8f53-df2a48275ac4,81,,"[35.4, 9.4]",3900499,1,,,,,-0.49066806,,Left Foot,,,,"[50.0, 1.6]",Ground Pass,,16.552946,,,,,Benjamin Mendy,3261.0,,,,,,1,From Keeper,Karim Rekik,8572.0,Left Center Back,6,Marseille,147,['8d3ee7ff-fd4b-4dc4-9f98-02241b68d07b'],55,,,,,,,,,,,,,,,,,Marseille,147,00:01:55.257,Pass,
,,,,,,,,,,,,,,,,,1.933848,,,,,,,,,,,,4c1eed68-b63f-46ba-a7f1-d50cc7c7b5d7,84,,"[48.6, 2.5]",3900499,1,,,,,2.648,,Left Foot,,,,"[31.5, 11.7]",Ground Pass,,19.417776,,,,,Karim Rekik,8572.0,,,,,,1,From Keeper,Benjamin Mendy,3261.0,Left Back,6,Marseille,147,['37e2542e-e49c-4d4c-ba86-886257e74e3f'],57,,,,,,,,,,,,,,,,,Marseille,147,00:01:57.886,Pass,
,,,,,,,,,,,,,,,,,2.23071,,,,,,,,,,,,8b73c59a-137a-413c-b1b0-9794fb1d50f7,87,,"[30.4, 11.7]",3900499,2,,,,,2.1636112,,Left Foot,,,,"[14.3, 35.6]",Ground Pass,,28.817009,,,,,Steve Mandanda,3543.0,,,,,,1,From Keeper,Karim Rekik,8572.0,Left Center Back,6,Marseille,147,['11394c35-6b8c-4ef2-b13c-98676d8f720d'],1,,,,,,,,,,,,,,,,,Marseille,147,00:02:01.324,Pass,
,,,,,,,,,,,,,,,,,5.46617,,,,,,,,,,,,cfb1b274-be44-4951-843f-8dc6ab6b09fc,90,,"[15.1, 43.1]",3900499,2,,,,,-0.51183075,,Right Foot,,,,"[83.1, 4.9]",High Pass,,77.995125,,,,,Georges-Kévin Nkoudou Mbida,3639.0,,,,,,1,From Keeper,Steve Mandanda,3543.0,Goalkeeper,6,Marseille,147,['c733d093-95c2-4e1d-bdec-d2221e80cb3e'],7,,,,,,,,,,,,,,,,,Marseille,147,00:02:07.901,Pass,
,,,,,,,,,,,,,,,,,2.887816,,,,,,,,,,,,6975e714-41bf-4e3b-9d35-0459b15238a9,101,,"[16.9, 78.5]",3900499,2,,,,,-0.49448007,,Right Foot,,,,"[50.1, 60.6]",High Pass,,37.718033,,,,,Emiliano Sala,3114.0,,,,,,1,Regular Play,Oswaldo Augusto Vizcarrondo Araújo,3004.0,Right Center Back,7,Nantes,144,['e29071ab-8b1f-47c7-9f05-5ec6fe30165b'],22,,,,,,,,,,,,,,,,,Nantes,144,00:02:22.287,Pass,
,,,,,,,,,,,,,,,,,1.218455,,,,,,,,,,,,b106fedf-07b1-4baa-9382-28fc2c5ed993,106,,"[64.4, 50.4]",3900499,2,,,,,-1.825421,,Right Foot,,,,"[62.5, 43.1]",Low Pass,,7.543209,,,,,Johan Audel,401477.0,,,,,Recovery,1,Regular Play,Yacine Bammou,3319.0,Center Attacking Midfield,7,Nantes,144,"['1f691482-ed97-4768-94dc-b13cd1934bb5', '4077cf95-eee3-4cda-914f-0a371eb3d7ee']",27,,,,,,,,,,,,,,,,,Nantes,144,00:02:27.176,Pass,True
,,,,,,,,,,,,,,,,,2.679864,,,,,,,,,,,,b4a47c01-8486-4460-b8bd-b56be3656974,110,,"[63.3, 43.7]",3900499,2,,,,,1.2145767,,Right Foot,,,,"[66.5, 52.3]",High Pass,,9.176056,,,Incomplete,,Yacine Bammou,3319.0,,,,,,1,Regular Play,Johan Audel,401477.0,Left Wing,7,Nantes,144,"['033f5ddb-92bc-4c97-a532-84a926728b31', '11aa739b-717a-4808-8176-a8faf540121f', '7f583876-4c04-4ec9-b363-37151d9b792c']",28,,,,,,,,,,,,,,,,,Nantes,144,00:02:28.530,Pass,True
,,,,,,,,,,,,,,,,,1.745932,,,,,,,,,,,,64584b0a-af2b-420e-ac00-1f8cc3780726,116,,"[48.2, 19.2]",3900499,2,,,,,-1.7234457,,Right Foot,,,,"[45.4, 1.0]",Ground Pass,,18.414125,,,,,Benjamin Mendy,3261.0,,,,,,1,Regular Play,Nicolas Alexis Julio N'Koulou Ndoubena,7472.0,Right Center Back,7,Nantes,144,"['33338ebe-d0c6-41b6-bd59-a4cbe14cfe97', '47c53d18-b633-485c-ada4-ef2413ab0695', '4a87de1a-2766-4998-8278-1b0b899ba629']",32,,,,,,,,,,,,,,,,,Marseille,147,00:02:32.058,Pass,True
,,,,,,,,,,,,,,,,,0.944553,,,,,,,,,,,,2d785cac-d605-4866-9931-59b53fec120c,118,,"[45.4, 0.6]",3900499,2,,,,,0.106108844,,Left Foot,,,,"[62.3, 2.4]",Ground Pass,,16.995588,,,Incomplete,,Lassana Diarra,3181.0,,,,,,1,Regular Play,Benjamin Mendy,3261.0,Left Back,7,Nantes,144,"['37f98d78-cb76-4c7c-8cf2-828758cd133e', '590849a4-166a-4f70-830f-4df83801ffc8']",33,,,,,,,,,,,,,,,,,Marseille,147,00:02:33.804,Pass,
,,,,,,,,,,,,,,,,,0.805777,,,,,,,,,,,,a2de317b-4225-4cfb-a4aa-d046dec6b8ec,124,,"[70.8, 77.1]",3900499,2,,,,,-0.49066806,,Right Foot,,,,"[78.1, 73.2]",Ground Pass,,8.276473,,,,,Yacine Bammou,3319.0,,,,,,1,Regular Play,Adrien Thomasson,3375.0,Right Wing,7,Nantes,144,['4abbe2a1-03cf-4773-8809-b8f07b4db5d0'],38,,,,,,,,,,,,,,,,,Nantes,144,00:02:38.218,Pass,
,,,,,,,,,,,,,,,,,0.20672,,,,,,,,,,,,3953828b-0d5d-4a46-9cf2-980313cf38c9,127,,"[76.7, 72.9]",3900499,2,,,,,-1.9379702,,Right Foot,,,,"[74.7, 67.7]",Low Pass,,5.5713553,,,Incomplete,,Lucas Deaux,2943.0,,,,,,1,Regular Play,Yacine Bammou,3319.0,Center Attacking Midfield,7,Nantes,144,"['9680fc4b-5008-4184-974e-f6c20fed53e7', 'f13de49e-4172-4d37-91a6-e078d93f1a69']",39,,,,,,,,,,,,,,,,,Nantes,144,00:02:39.036,Pass,
,,,,,,,,,,,,,,,,,1.255948,,,,,,,,,,,,597a82bb-0bae-4b7d-9437-c16125b2e799,135,,"[94.5, 70.1]",3900499,2,,,,,1.1705557,,Right Foot,,,,"[97.8, 77.9]",Ground Pass,,8.469357,,,,,Adrien Thomasson,3375.0,,,,,,1,Regular Play,Yacine Bammou,3319.0,Center Attacking Midfield,7,Nantes,144,['e025ef8e-4e62-415a-8917-6e1af21db369'],44,,,,,,,,,,,,,,,,,Nantes,144,00:02:44.340,Pass,
,,,,,,,,,,,,,,,,,0.58324,,,,,,,,,,,,6854c7d0-31bc-45d8-8529-713637eed44e,140,,"[94.7, 76.3]",3900499,2,,,,,-1.028217,,Right Foot,,,,"[102.9, 62.7]",Ground Pass,,15.880806,,,Incomplete,,Lucas Deaux,2943.0,,,,,,1,Regular Play,Adrien Thomasson,3375.0,Right Wing,7,Nantes,144,"['78cf07ad-cb3d-47d7-96ee-cfbd6a0898b5', 'e999271e-e808-4b32-8038-0577fc8ef7f0']",48,,,,,,,,,,,,,,,,,Nantes,144,00:02:48.673,Pass,
