50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,8a782f64-6a09-4933-a025-11a470cd40fa,1,,,,3829522,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,OGC Nice,136,,0,,,,,,,,,,,,,,,,"{'formation': 41212, 'lineup': [{'player': {'id': 5653, 'name': 'Mouez Hassen'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 4270, 'name': 'Jérémy Pied'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 29}, {'player': {'id': 2971, 'name': 'Romain Genevois'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 25}, {'player': {'id': 4373, 'name': 'Mathieu Bodmer'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 24}, {'player': {'id': 6352, 'name': 'Ricardo Domingos Barbosa Pereira'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 23}, {'player': {'id': 4506, 'name': 'Nampalys Mendy'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 22}, {'player': {'id': 401528, 'name': 'Mahamane El-Hadj Traoré'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 8}, {'player': {'id': 3359, 'name': 'Jean Michaël Seri'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 6}, {'player': {'id': 16462, 'name': 'Hatem Ben Arfa'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 9}, {'player': {'id': 3210, 'name': 'Valère Germain'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 28}, {'player': {'id': 3403, 'name': 'Alexandre Mendy'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 15}]}",OGC Nice,136,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,8127b72e-cd00-4ebf-8671-a561159c0c68,2,,,,3829522,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,OGC Nice,136,,0,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 25377, 'name': 'Rémy Riou'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 3404, 'name': 'Youssouf Sabaly'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 14}, {'player': {'id': 3004, 'name': 'Oswaldo Augusto Vizcarrondo Araújo'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 4}, {'player': {'id': 10936, 'name': 'Lorik Agim Cana'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 5}, {'player': {'id': 4249, 'name': 'Wilfried Moimbé'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 13}, {'player': {'id': 3375, 'name': 'Adrien Thomasson'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 7350, 'name': 'Birama Touré'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 12}, {'player': {'id': 3151, 'name': 'Jules Iloki'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 20}, {'player': {'id': 3319, 'name': 'Yacine Bammou'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 10}, {'player': {'id': 10461, 'name': 'Alexis Alégué Elandi'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 24}, {'player': {'id': 6284, 'name': 'Kolbeinn Sigþórsson'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Nantes,144,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,1c3249e3-33dd-468f-b61a-f6626e190394,3,,,,3829522,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,OGC Nice,136,['6736de3a-31b1-4c63-9d6d-88f9343bef00'],0,,,,,,,,,,,,,,,,,OGC Nice,136,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,6736de3a-31b1-4c63-9d6d-88f9343bef00,4,,,,3829522,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,OGC Nice,136,['1c3249e3-33dd-468f-b61a-f6626e190394'],0,,,,,,,,,,,,,,,,,Nantes,144,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,ed8d4caf-5b26-4c78-b079-4a556f3ae248,1824,,,,3829522,45,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,94,Nantes,144,['0b1c7e7d-eced-4b13-8a90-8eb5a78c62cd'],0,,,,,,,,,,,,,,,,,OGC Nice,136,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,0b1c7e7d-eced-4b13-8a90-8eb5a78c62cd,1825,,,,3829522,45,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,94,Nantes,144,['ed8d4caf-5b26-4c78-b079-4a556f3ae248'],0,,,,,,,,,,,,,,,,,Nantes,144,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,,0.399998,,,,,,,,,,,,f5bd417e-8ed6-456f-a0f8-0c239da90956,5,,,"[60.0, 40.0]",3829522,0,,True,,,1.7051178,,Right Foot,,,,"[59.5, 43.7]",,Ground Pass,,3.733631,,,Valère Germain,3210.0,,,,,Kick Off,1,From Kick Off,Alexandre Mendy,3403.0,Left Center Forward,2,OGC Nice,136,['33167f63-8a64-4969-8aad-f8866bbf17c0'],0,,,,,,,,,,,,,,,,,OGC Nice,136,00:00:00.046,Pass,
,,,,,,,,,,,,,,,,,,,0.92,,,,,,,,,,,,de1edf94-3ea6-437e-b948-d5c0115cfc4c,7,,,"[58.2, 41.7]",3829522,0,,,,,-2.0940747,,Right Foot,,,,"[55.2, 36.5]",,Ground Pass,,6.0033326,,,Hatem Ben Arfa,16462.0,,,,,,1,From Kick Off,Valère Germain,3210.0,Right Center Forward,2,OGC Nice,136,['93db8c8b-1d07-4062-8851-07e0c0a7734d'],0,,,,,,,,,,,,,,,,,OGC Nice,136,00:00:00.446,Pass,
,,,,,,,,,,,,,,,,,,,1.719999,,,,,,,,,,,,d9fca057-5a6d-461f-89ab-aecd66674144,11,,,"[54.8, 37.4]",3829522,0,,,,,2.3464386,,Left Foot,,,,"[34.5, 58.1]",,Ground Pass,,28.992758,,,Romain Genevois,2971.0,,,,,,1,From Kick Off,Hatem Ben Arfa,16462.0,Center Attacking Midfield,2,OGC Nice,136,['11a90b0a-9772-4dad-87f4-677e957451c1'],2,,,,,,,,,,,,,,,,,OGC Nice,136,00:00:02.485,Pass,
,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,6ecdca51-4a8e-45e5-b786-0c44dc403728,13,,,"[35.1, 57.5]",3829522,0,,,,,-1.5997356,,Right Foot,,,,"[34.0, 19.5]",,Ground Pass,,38.01592,,,Mathieu Bodmer,4373.0,,,,,,1,From Kick Off,Romain Genevois,2971.0,Right Center Back,2,OGC Nice,136,['f57e5a85-a8d7-4a8a-b37a-4b3b8a67f269'],4,,,,,,,,,,,,,,,,,OGC Nice,136,00:00:04.205,Pass,
,,,,,,,,,,,,,,,,,,,1.284084,,,,,,,,,,,,0e5c0bfb-410a-4d47-9028-2f431b4abdaf,16,,,"[35.3, 23.6]",3829522,0,,,,,-0.91223043,,Right Foot,,,,"[41.8, 15.2]",,Ground Pass,,10.621205,,,Jean Michaël Seri,3359.0,,,,,,1,From Kick Off,Mathieu Bodmer,4373.0,Left Center Back,2,OGC Nice,136,['99772434-8f06-4913-bdff-5b229bddc757'],7,,,,,,,,,,,,,,,,,OGC Nice,136,00:00:07.165,Pass,
,,,,,,,,,,,,,,,,,,,1.24,,,,,,,,,,,,6dca3102-c9fb-4c88-b279-76a6f0a5907d,19,,,"[43.5, 14.1]",3829522,0,,,,,-0.7562802,,Right Foot,,,,"[54.1, 4.1]",,Ground Pass,,14.5725765,,,Ricardo Domingos Barbosa Pereira,6352.0,,,,,,1,From Kick Off,Jean Michaël Seri,3359.0,Left Center Midfield,2,OGC Nice,136,['a3d75434-509a-4465-b4be-ab4a86394a68'],9,,,,,,,,,,,,,,,,,OGC Nice,136,00:00:09.403,Pass,
,,,,,,,,,,,,,,,,,,,1.999999,,,,,,,,,,,,3711c879-a2e0-4513-bd9d-fa5646b084d0,23,,,"[54.1, 4.6]",3829522,0,,,,,2.4924684,,Right Foot,,,,"[37.1, 17.5]",,Ground Pass,,21.340338,,,Mathieu Bodmer,4373.0,,,,,,1,From Kick Off,Ricardo Domingos Barbosa Pereira,6352.0,Left Back,2,OGC Nice,136,['4351df16-0827-4d66-94c2-30f1bf306dab'],11,,,,,,,,,,,,,,,,,OGC Nice,136,00:00:11.883,Pass,
,,,,,,,,,,,,,,,,,,,2.399997,,,,,,,,,,,,28f57907-f468-4ee3-aa6b-420638663152,26,,,"[35.6, 19.5]",3829522,0,,,,,1.281426,,Right Foot,,,,"[48.7, 63.5]",,Ground Pass,,45.908714,,,Mahamane El-Hadj Traoré,401528.0,,True,,,,1,From Kick Off,Mathieu Bodmer,4373.0,Left Center Back,2,OGC Nice,136,['ff98641c-49d1-4877-a23c-64b045bd4bb4'],14,,,,,,,,,,,,,,,,,OGC Nice,136,00:00:14.763,Pass,
,,,,,,,,,,,,,,,,,,,1.159996,,,,,,,,,,,,8b9dbb45-bba8-4280-8153-c900951a4425,30,,,"[55.2, 61.6]",3829522,0,,,,,0.89114743,,Right Foot,,,,"[63.2, 71.5]",,Ground Pass,,12.728315,,,Jérémy Pied,4270.0,,,,,,1,From Kick Off,Mahamane El-Hadj Traoré,401528.0,Right Center Midfield,2,OGC Nice,136,"['65a6c1a0-21ad-4545-b317-3ae38a351703', '9321915b-d9fb-4021-8d8d-74ca145f6d01']",19,,,,,,,,,,,,,,,,,OGC Nice,136,00:00:19.643,Pass,True
,,,,,,,,,,,,,,,,,,,0.959997,,,,,,,,,,,,e0c0201e-2050-429a-96de-243ed4aa82e5,32,,,"[63.2, 71.5]",3829522,0,,,,,-0.84582275,,Right Foot,,,,"[76.4, 56.6]",,Ground Pass,,19.906029,,,Mahamane El-Hadj Traoré,401528.0,,,,,,1,From Kick Off,Jérémy Pied,4270.0,Right Back,2,OGC Nice,136,['3c1b9a38-c1e6-45a3-b45d-d6eebfd7003a'],20,,,,,,,,,,,,,,,,,OGC Nice,136,00:00:20.803,Pass,
,,,,,,,,,,,,,,,,,,,1.439032,,,,,,,,,,,,d2fb636a-5fcf-4051-bca2-d6f7a9ddf447,34,,,"[77.2, 57.3]",3829522,0,,,,,0.5676664,,Right Foot,,,,"[91.0, 66.1]",,Ground Pass,,16.36704,Incomplete,,Valère Germain,3210.0,,,,,,1,From Kick Off,Mahamane El-Hadj Traoré,401528.0,Right Center Midfield,2,OGC Nice,136,"['05aa6a0c-247d-4640-96e1-90f19218fc0c', 'ee3f0520-d373-4578-8408-0b69054c0345']",21,,,,,,,,,,,,,,,,,OGC Nice,136,00:00:21.763,Pass,
,,,,,,,,,,,,,,,,,,,1.401534,,,,,,,,,,,,0d3229d3-5ffa-4f1b-a926-49b59eaa04af,39,,,"[29.9, 18.3]",3829522,0,,,,,-0.35877067,,Right Foot,,,,"[37.9, 15.3]",,Ground Pass,,8.5440035,Incomplete,,Youssouf Sabaly,3404.0,,,,,,1,From Kick Off,Wilfried Moimbé,4249.0,Left Back,2,OGC Nice,136,"['2999ca51-dea1-4f38-a672-27cb2932f5ca', '2ec3746c-26ba-41d4-b6d6-b7a3b23a3c48', 'f6296257-ad12-403d-95e4-e81803cecb0f']",24,,,,,,,,,,,,,,,,,Nantes,144,00:00:24.567,Pass,True
,,,,,,,,,,,,,,,,,,,0.556865,,,,,,,,,,,,b9b929ee-38db-49c7-b90a-623cec4160c2,44,,,"[85.0, 64.0]",3829522,0,,,,,-1.4211303,,Right Foot,,,,"[86.9, 51.4]",,Ground Pass,,12.742449,Incomplete,,Hatem Ben Arfa,16462.0,,,,,,1,From Kick Off,Jérémy Pied,4270.0,Right Back,2,OGC Nice,136,"['b32edf84-9753-4205-9976-06545b5ef494', 'beb6b82b-2728-4b52-9830-79bbbeca17b0']",26,,,,,,,,,,,,,,,,,OGC Nice,136,00:00:26.769,Pass,
,,,,,,,,,,,,,,,,,,,2.169203,,,,,,,,,,,,beb6b82b-2728-4b52-9830-79bbbeca17b0,46,,,"[33.2, 28.7]",3829522,0,,,,,-1.2298174,,Left Foot,,,,"[43.1, 0.8]",,Ground Pass,,29.604391,Out,,Wilfried Moimbé,4249.0,,,,,Interception,1,From Kick Off,Birama Touré,7350.0,Left Defensive Midfield,2,OGC Nice,136,"['7edcb4ac-4c82-4b13-af89-92f977d56c78', 'b9b929ee-38db-49c7-b90a-623cec4160c2']",27,,,,,,,,,,,,,,,,,Nantes,144,00:00:27.326,Pass,
,,,,,,,,,,,,,,,,,,,2.879999,,,,,,,,,,,,792f0881-5c0c-42c3-98a3-a4699875a385,48,,,"[77.9, 80.0]",3829522,0,,,,,-2.5961175,,,,,,"[48.9, 62.4]",,Low Pass,,33.922855,,,Romain Genevois,2971.0,,,,,Throw-in,1,From Throw In,Jérémy Pied,4270.0,Right Back,3,OGC Nice,136,['c0bbfbf6-8306-4f84-8d16-22eb26298292'],38,,,,,,,,,,,,,,,,,OGC Nice,136,00:00:38.231,Pass,
