50_50,ball_receipt_outcome,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_no_touch,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,1.272372,,,,,,,,,,,,,7eddadd6-f40f-4408-9f62-ffdbce1f2dad,16,,"[44.8, 13.6]",3900602,0,,,,,0.50939035,,Head,,,"[67.0, 26.0]",,Low Pass,,25.428331,,,,Abdul Majeed Waris,7615.0,,,,,,Recovery,1,Regular Play,Raphaël Adelino José Guerreiro,5209.0,Left Back,3,Lorient,165,"['6924f785-b628-44c9-97ff-873818da7fc3', 'f43f2d06-60bb-4e95-b44f-e5ce5f7ed75a']",12,,,,,,,,,,,,,,,,,Lorient,165,00:00:12.144,Pass,
,,,,,,,,,,,,,,,,1.15618,,,,,,,,,,,,,6aee137f-fe60-4406-95d1-f2236cf9f604,18,,"[66.8, 24.7]",3900602,0,,True,,,-1.478166,,Left Foot,,,"[68.5, 6.4]",,Low Pass,,18.378792,,,,Maxime Barthelmé,7567.0,,,,,,,1,Regular Play,Abdul Majeed Waris,7615.0,Right Center Forward,3,Lorient,165,['d5aeb801-5135-47d6-b65c-0a480554cc7e'],13,,,,,,,,,,,,,,,,,Lorient,165,00:00:13.534,Pass,
,,,,,,,,,,,,,,,,1.981812,,,,,,,,,,,,,9a1e4442-908d-45da-a690-0a94915fa972,24,,"[75.8, 4.6]",3900602,0,,,,,3.119175,,Right Foot,,,"[53.5, 5.1]",,Ground Pass,,22.305605,,,,François Bellugou,3140.0,,,,,,Free Kick,1,From Free Kick,Maxime Barthelmé,7567.0,Left Midfield,4,Lorient,165,['559e9619-a0fe-4db2-9087-0fb52960cd68'],18,,,,,,,,,,,,,,,,,Lorient,165,00:00:18.062,Pass,
,,,,,,,,,,,,,,,,1.614677,,,,,,,,,,,,,2056ff49-04fb-4872-afd0-a591e45a63c0,27,,"[51.8, 7.2]",3900602,0,,,,,1.9040406,,Right Foot,,,"[40.1, 41.0]",,Ground Pass,,35.767723,,,,Hamadou Karamoko,45688.0,,,,,,,1,From Free Kick,François Bellugou,3140.0,Left Defensive Midfield,4,Lorient,165,['104ee979-f247-43b5-ad47-94fcb434d948'],20,,,,,,,,,,,,,,,,,Lorient,165,00:00:20.615,Pass,
,,,,,,,,,,,,,,,,0.966555,,,,,,,,,,,,,986bfc49-6678-4568-98ad-19b3ab12ba9d,30,,"[41.3, 43.1]",3900602,0,,,,,1.0082984,,Right Foot,,,"[52.9, 61.5]",,Ground Pass,,21.751322,,,,Yann Jouffre,3102.0,,,,,,,1,From Free Kick,Hamadou Karamoko,45688.0,Right Center Back,4,Lorient,165,['48ab5b82-a84b-4033-90fb-985da4cf8ed8'],24,,,,,,,,,,,,,,,,,Lorient,165,00:00:24.308,Pass,
,,,,,,,,,,,,,,,,1.412946,,,,,,,,,,,,,f49c1224-1709-4351-9d03-162e0f2a2f9a,33,,"[47.3, 49.6]",3900602,0,,,,,-1.7926475,,Left Foot,,,"[41.3, 23.0]",,Ground Pass,,27.268297,,,,Zargo Touré,7211.0,,,,,,,1,From Free Kick,Yann Jouffre,3102.0,Right Midfield,4,Lorient,165,['2f4c0277-8143-4a0d-a2c8-83c48ed0c231'],26,,,,,,,,,,,,,,,,,Lorient,165,00:00:26.944,Pass,
,,,,,,,,,,,,,,,,1.206808,,,,,,,,,,,,,69f5c7dd-24c6-4535-ab86-1ec708a54b68,36,,"[41.3, 17.3]",3900602,0,,,,,-0.8329813,,Right Foot,,,"[49.3, 8.5]",,Ground Pass,,11.892855,,,,François Bellugou,3140.0,,,,,,,1,From Free Kick,Zargo Touré,7211.0,Left Center Back,4,Lorient,165,['e7ae32ee-1e91-4655-9b21-5d03c2964bcd'],29,,,,,,,,,,,,,,,,,Lorient,165,00:00:29.080,Pass,
,,,,,,,,,,,,,,,,0.828782,,,,,,,,,,,,,5a843319-be86-4200-b734-d762f6ebec3d,39,,"[51.2, 9.3]",3900602,0,,,,,-0.31987438,,Right Foot,,,"[67.2, 4.0]",,Ground Pass,,16.854969,,,,Raphaël Adelino José Guerreiro,5209.0,,,,,,,1,From Free Kick,François Bellugou,3140.0,Left Defensive Midfield,4,Lorient,165,['61a47b04-adc4-40e9-a5de-146278c55558'],31,,,,,,,,,,,,,,,,,Lorient,165,00:00:31.477,Pass,
,,,,,,,,,,,,,,,,1.463347,,,,,,,,,,,,,acf7a3e6-f943-444a-9bcc-9edc39d684f2,42,,"[68.7, 4.4]",3900602,0,,,,,2.8185034,,Left Foot,,,"[46.3, 11.9]",,Ground Pass,,23.622234,,,,Zargo Touré,7211.0,,,,,,,1,From Free Kick,Raphaël Adelino José Guerreiro,5209.0,Left Back,4,Lorient,165,['12086d6c-21a5-4fa3-8f6b-a803bdb47322'],32,,,,,,,,,,,,,,,,,Lorient,165,00:00:32.935,Pass,
,,,,,,,,,,,,,,,,1.074947,,,,,,,,,,,,,04eda38a-7ff8-4b8a-8528-a508a044de58,45,,"[46.5, 12.1]",3900602,0,,,,,1.2636529,,Right Foot,,,"[53.7, 34.8]",,Ground Pass,,23.814491,,,,Rafidine Abdullah,24646.0,,,,,,,1,From Free Kick,Zargo Touré,7211.0,Left Center Back,4,Lorient,165,['f1ed13b7-7886-43a7-b758-468b0b4415f2'],35,,,,,,,,,,,,,,,,,Lorient,165,00:00:35.777,Pass,
,,,,,,,,,,,,,,,,1.236792,,,,,,,,,,,,,32df1f8a-5f57-4ff9-a08f-9bbce5ca9802,48,,"[52.7, 39.1]",3900602,0,,,,,1.5015641,,Right Foot,,,"[54.6, 66.5]",,Ground Pass,,27.465797,,,,Lamine Gassama,6335.0,,,,,,,1,From Free Kick,Rafidine Abdullah,24646.0,Right Defensive Midfield,4,Lorient,165,['3fda951e-0227-4c66-91e0-a2d89c2847f7'],37,,,,,,,,,,,,,,,,,Lorient,165,00:00:37.837,Pass,
,,,,,,,,,,,,,,,,1.514973,,,,,,,,,,,,,8da94c84-847f-4b9c-8737-cd64ef5d2c48,51,,"[54.8, 66.5]",3900602,0,,,,,-2.4339192,,Right Foot,,,"[37.5, 51.7]",,Ground Pass,,22.766861,,,,Hamadou Karamoko,45688.0,,,,,,,1,From Free Kick,Lamine Gassama,6335.0,Right Back,4,Lorient,165,['8506f893-2754-4a33-a4e6-0d845a32276f'],40,,,,,,,,,,,,,,,,,Lorient,165,00:00:40.685,Pass,
,,,,,,,,,,,,,,,,1.696438,,,,,,,,,,,,,94bb7bda-9e3e-421d-b745-95da20a718b0,54,,"[40.1, 47.2]",3900602,0,,,,,-1.5886515,,Right Foot,,,"[39.6, 19.2]",,Ground Pass,,28.004463,,,,Zargo Touré,7211.0,,,,,,,1,From Free Kick,Hamadou Karamoko,45688.0,Right Center Back,4,Lorient,165,['e6362601-72a2-4815-bf22-b9d8376ccf01'],43,,,,,,,,,,,,,,,,,Lorient,165,00:00:43.919,Pass,
,,,,,,,,,,,,,,,,0.828918,,,,,,,,,,,,,b8b397e4-0083-498b-b4ff-8a6d9dda7509,57,,"[49.7, 13.8]",3900602,0,,,,,-0.87605804,,Right Foot,,,"[58.2, 3.6]",,Ground Pass,,13.277425,,,,Raphaël Adelino José Guerreiro,5209.0,,,,,,,1,From Free Kick,Zargo Touré,7211.0,Left Center Back,4,Lorient,165,['33fb1445-86c7-42cb-b503-2dce81ae3c0a'],49,,,,,,,,,,,,,,,,,Lorient,165,00:00:49.171,Pass,
,,,,,,,,,,,,,,,,0.85833,,,,,,,,,,,,,75f09e7b-058a-491e-90ff-863d3f8cdc50,61,,"[58.2, 5.1]",3900602,0,,,,,1.1276063,,Left Foot,,,"[65.7, 20.9]",,Low Pass,,17.489712,,,,François Bellugou,3140.0,,,,,,,1,From Free Kick,Raphaël Adelino José Guerreiro,5209.0,Left Back,4,Lorient,165,"['dc5fdd6d-e234-4d3f-8e0b-c052e7446d06', 'fc6ab574-0086-4ec9-affb-9707f2441f4f']",50,,,,,,,,,,,,,,,,,Lorient,165,00:00:50.912,Pass,True
,,,,,,,,,,,,,,,,1.527403,,,,,,,,,,,,,27d6c517-1340-4655-b581-947ced33800f,64,,"[65.7, 20.9]",3900602,0,,,,,-0.6958182,,Left Foot,,,"[83.9, 5.7]",,Ground Pass,,23.712444,,,,Maxime Barthelmé,7567.0,,,,,,,1,From Free Kick,François Bellugou,3140.0,Left Defensive Midfield,4,Lorient,165,['abae4dc0-e42e-428b-92d3-2bbc5826a728'],52,,,,,,,,,,,,,,,,,Lorient,165,00:00:52.935,Pass,
,,,,,,,,,,,,,,,,0.250179,,,,,,,,,,,,,b542319a-6423-4e00-8f3c-d0d6d71c30f4,67,,"[104.9, 9.1]",3900602,0,,,,,0.89796376,,Left Foot,,,"[110.0, 15.5]",,Low Pass,,8.18352,,Incomplete,,,,,,,,,,1,From Free Kick,Maxime Barthelmé,7567.0,Left Midfield,4,Lorient,165,['a42d4259-17d3-4e58-89ef-6fb01e809f93'],57,,,,,,,,,,,,,,,,,Lorient,165,00:00:57.938,Pass,
,,,,,,,,,,,,,,,,1.023826,,,,,,,,,,,,,e2a8cb2f-e738-42fd-a536-35a459ba300c,69,,"[104.0, 0.1]",3900602,1,,True,,,2.0174,,,,,"[100.6, 7.2]",,Low Pass,,7.8721027,,,,François Bellugou,3140.0,,,,,,Throw-in,1,From Throw In,Raphaël Adelino José Guerreiro,5209.0,Left Back,5,Lorient,165,['6ffbacee-eb72-4209-acc7-c910c98d5e5f'],9,,,,,,,,,,,,,,,,,Lorient,165,00:01:09.987,Pass,
,,,,,,,,,,,,,,,,0.75962,,,,,,,,,,,,,aefeb1fb-99c0-4a1a-aee3-42f3535b5c00,71,,"[100.6, 7.2]",3900602,1,,,,,-2.7255282,,Left Foot,,,"[92.0, 3.4]",,Low Pass,,9.402127,,,,Raphaël Adelino José Guerreiro,5209.0,,,,,,,1,From Throw In,François Bellugou,3140.0,Left Defensive Midfield,5,Lorient,165,['c55c8c51-8f61-4cb8-a644-86d81878e57f'],11,,,,,,,,,,,,,,,,,Lorient,165,00:01:11.011,Pass,
,,,,,,,,,,,,,,,,0.14931,,,,,,,,,,,,,2978d6dc-034a-47a2-9a15-a2dcf765b838,75,,"[91.0, 4.2]",3900602,1,,,,,0.0,,Left Foot,,,"[94.8, 4.2]",,Ground Pass,,3.8,,Incomplete,,François Bellugou,3140.0,,,,,,,1,From Throw In,Raphaël Adelino José Guerreiro,5209.0,Left Back,5,Lorient,165,"['3b2bcc68-d93d-4f0b-bdbf-228d4182505f', 'c75a4b58-af2a-4b3b-bf27-e55732312276', 'f1d2de58-374b-4234-8728-ed91e918b546']",13,,,,,,,,,,,,,,,,,Lorient,165,00:01:13.234,Pass,True
,,,,,,,,,,,,,,,,0.720157,,,,,,,,,,,,,ec078cea-6642-4971-bc1b-78cc8060592a,79,,"[39.6, 67.8]",3900602,1,,,,,-2.7337246,,Left Foot,,,"[31.5, 64.3]",,Ground Pass,,8.823832,,,,Antoine Devaux,7815.0,,,,,,Recovery,1,Regular Play,Nicolas de Roussel de Préville,4383.0,Center Forward,6,Stade de Reims,156,"['10d05246-4d55-41c5-9f75-5d37b606d41c', '2d5454b5-d7f8-4e78-a907-1067b31e99c9']",15,,,,,,,,,,,,,,,,,Stade de Reims,156,00:01:15.339,Pass,True
,,,,,,,,,,,,,,,,4.293033,,,,,,,,,,,,,d972c7b8-5443-4e74-9520-9dc0b1f68ef0,82,,"[39.6, 60.3]",3900602,1,,,,,0.36777067,,Left Foot,,,"[84.5, 77.6]",,Ground Pass,,48.117565,,,,Diego Rigonato Rodrigues,7363.0,,,,,,,1,Regular Play,Antoine Devaux,7815.0,Right Wing,6,Stade de Reims,156,['434783cc-afc3-4a1c-8f9c-913f76e15372'],17,,,,,,,,,,,,,,,,,Stade de Reims,156,00:01:17.689,Pass,
,,,,,,,,,,,,,,,,1.384755,,,,,,,,,,,,,61e15ded-a1a5-48ee-817d-640580fb8e96,86,,"[110.2, 76.5]",3900602,1,,,,,-2.01209,,Right Foot,,,"[100.8, 56.6]",,Ground Pass,,22.008408,,,,Nicolas de Roussel de Préville,4383.0,,,,,,,1,Regular Play,Diego Rigonato Rodrigues,7363.0,Left Wing,6,Stade de Reims,156,"['1cce682a-8f8b-4012-ae38-9b9a96e57ab7', '52109329-8771-412c-b487-53a16cc5eb50']",25,,,,,,,,,,,,,,,,,Stade de Reims,156,00:01:25.995,Pass,True
,,,,,,,,,,,,,,,,1.176081,,,,,,,,,,,,,ecdae1f6-8229-4834-8a6a-92e40516e69c,98,,"[96.1, 56.4]",3900602,1,,,,,-1.3123413,,Right Foot,,,"[98.4, 47.7]",,Ground Pass,,8.998889,,,,Antoine Devaux,7815.0,,,,,,,1,Regular Play,Nicolas de Roussel de Préville,4383.0,Center Forward,6,Stade de Reims,156,"['61955cc6-55c1-49df-86ef-ece054ce0b46', 'f7f04257-20df-4fb4-828f-e287e81f9b2f']",30,,,,,,,,,,,,,,,,,Stade de Reims,156,00:01:30.230,Pass,True
,,,,,,,,,,,,,,,,1.025053,,,,,,,,,,,,,a53d23fb-4156-43fb-abaf-f0734c779179,102,,"[98.6, 48.5]",3900602,1,,,,,0.05258306,772ac700-0d2f-4afa-ba13-4ff642a7423d,Right Foot,,,"[108.1, 49.0]",,Ground Pass,,9.513149,,,,Nicolas de Roussel de Préville,4383.0,True,,,,,,1,Regular Play,Antoine Devaux,7815.0,Right Wing,6,Stade de Reims,156,['6ce2cf3f-3d39-4716-945c-3056116d77cf'],31,,,,,,,,,,,,,,,,,Stade de Reims,156,00:01:31.486,Pass,
,,,,,,,,,,,,,,,,3.185814,,,,,,,,,,,,,06c0571c-3b2d-4340-a064-0b60a6163e1a,107,,"[6.0, 44.0]",3900602,1,,True,,,0.17046072,,Right Foot,,,"[67.0, 54.5]",,High Pass,,61.89709,,,,Rafidine Abdullah,24646.0,,,,,,Goal Kick,1,From Goal Kick,Benjamin Lecomte,3008.0,Goalkeeper,7,Lorient,165,['8819b455-3106-43e0-9d60-cbdb15f27d52'],58,,,,,,,,,,,,,,,,,Lorient,165,00:01:58.569,Pass,
,,,,,,,,,,,,,,,,1.486763,,,,,,,,,,,,,37bd3612-996c-4d90-ac5f-8bf5d5250dcb,109,,"[66.6, 55.3]",3900602,2,,,,True,0.87494135,,,,,"[81.3, 72.9]",,Low Pass,,22.93142,,Incomplete,,Yann Jouffre,3102.0,,,,,,,1,From Goal Kick,Rafidine Abdullah,24646.0,Right Defensive Midfield,7,Lorient,165,"['935b5990-18e8-402f-aa62-4455f4d37fee', 'b2b2000c-3f22-4747-b029-8158f1c02e84', 'c81ba94e-7ea3-4ba0-b6cd-0c927baf107d']",1,,,,,,,,,,,,,,,,,Lorient,165,00:02:01.945,Pass,True
,,,,,,,,,,,,,,,,3.924405,,,,,,,,,,,,,869c9de3-c2c1-45ef-964f-fe3f32e48da6,114,,"[44.5, 7.7]",3900602,2,,,,,0.15872541,,Left Foot,,,"[100.1, 16.6]",,Low Pass,,56.307816,,Incomplete,,Prince Oniangué,4545.0,,,,,,,1,From Goal Kick,Franck Signorino,40521.0,Left Wing Back,7,Lorient,165,"['9f719185-9458-43d4-b465-14e2861e9a3d', 'c2da1404-b355-4331-8219-756045b8e9ea']",4,,,,,,,,,,,,,,,,,Stade de Reims,156,00:02:04.159,Pass,
,,,,,,,,,,,,,,,,1.345234,,,,,,,,,,,,,9f719185-9458-43d4-b465-14e2861e9a3d,116,,"[20.0, 63.5]",3900602,2,,,,,-2.4833248,,Left Foot,,,"[5.0, 51.9]",,Ground Pass,,18.962067,,,,Benjamin Lecomte,3008.0,,,,,,Recovery,1,From Goal Kick,Hamadou Karamoko,45688.0,Right Center Back,7,Lorient,165,"['869c9de3-c2c1-45ef-964f-fe3f32e48da6', '8ee3a15a-02db-46b4-adf5-bd68179c5411']",8,,,,,,,,,,,,,,,,,Lorient,165,00:02:08.084,Pass,
,,,,,,,,,,,,,,,,2.353731,,,,,,,,,,,,,97224534-df3c-4572-abf1-4e8dbf36306e,120,,"[4.1, 36.5]",3900602,2,,,,,-0.81569195,,Left Foot,,,"[31.3, 7.6]",,Ground Pass,,39.6869,,,,Raphaël Adelino José Guerreiro,5209.0,,,,,,,1,From Goal Kick,Benjamin Lecomte,3008.0,Goalkeeper,7,Lorient,165,['8be5c2cf-95f5-4f79-838a-175c8b2e4230'],12,,,,,,,,,,,,,,,,,Lorient,165,00:02:12.118,Pass,
,,,,,,,,,,,,,,,,1.176618,,,,,,,,,,,,,956c0f27-6b4c-44ae-b378-5ae9ce0d179e,122,,"[31.5, 6.6]",3900602,2,,True,,,-0.34097895,,Left Foot,,,"[37.7, 4.4]",,Low Pass,,6.5787535,,Incomplete,,,,,,,,,,1,From Goal Kick,Raphaël Adelino José Guerreiro,5209.0,Left Back,7,Lorient,165,['5f17848c-7d9e-40c7-965a-393c5000961c'],20,,,,,,,,,,,,,,,,,Lorient,165,00:02:20.266,Pass,
,,,,,,,,,,,,,,,,1.320603,,,,,,,,,,,,,5483a877-02c1-45b1-addc-9e28e01e96ef,124,,"[36.4, 0.1]",3900602,2,,True,,,1.060308,,,,,"[39.2, 5.1]",,Low Pass,,5.7306194,,,,Maxime Barthelmé,7567.0,,,,,,Throw-in,1,From Throw In,Raphaël Adelino José Guerreiro,5209.0,Left Back,8,Lorient,165,['aa6bf0cc-0273-49e5-86a1-60376a1e8d0f'],33,,,,,,,,,,,,,,,,,Lorient,165,00:02:33.414,Pass,
,,,,,,,,,,,,,,,,0.760851,,,,,,,,,,,,,f390afcd-b8bb-44b5-ba29-5197be0de793,128,,"[38.8, 3.6]",3900602,2,,,,,2.7346218,,Left Foot,,,"[33.0, 6.1]",,Ground Pass,,6.315853,,,,François Bellugou,3140.0,,,,,,Free Kick,1,From Free Kick,Raphaël Adelino José Guerreiro,5209.0,Left Back,9,Lorient,165,['cc20ed66-dade-4881-a177-91377d4072ec'],57,,,,,,,,,,,,,,,,,Lorient,165,00:02:57.465,Pass,
