50_50,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,8f5db48d-4971-42f9-853a-3b8e91d302f4,1,,,3901252,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Lyon,137,,0,,,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 2947, 'name': 'Anthony Lopes'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 4410, 'name': 'Christophe Jallet'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 13}, {'player': {'id': 4463, 'name': 'Mapou Yanga-Mbiwa'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 2}, {'player': {'id': 5492, 'name': 'Samuel Yves Umtiti'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 23}, {'player': {'id': 2983, 'name': 'Jérémy Morel'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 15}, {'player': {'id': 6982, 'name': 'Maxime Gonalons'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 21}, {'player': {'id': 3118, 'name': 'Jordan Ferri'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 12}, {'player': {'id': 3236, 'name': 'Sergi Darder Moll'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 14}, {'player': {'id': 3372, 'name': 'Rachid Ghezzal'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 11}, {'player': {'id': 3162, 'name': 'Gnaly Maxwell Cornet'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 27}, {'player': {'id': 3451, 'name': 'Alexandre Lacazette'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 10}]}",Lyon,137,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,8f1aa6e5-b3f4-4013-8eb0-012a5245500d,2,,,3901252,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Lyon,137,,0,,,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 3444, 'name': 'Danijel Subašić'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 3217, 'name': 'Jemerson de Jesus Nascimento'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 5}, {'player': {'id': 8277, 'name': 'Wallace Fortuna dos Santos'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 13}, {'player': {'id': 10805, 'name': 'Ricardo Alberto Silveira de Carvalho'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 6}, {'player': {'id': 3374, 'name': 'Andrea Raggi'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 24}, {'player': {'id': 3406, 'name': 'Jérémy Toulalan'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 28}, {'player': {'id': 3955, 'name': 'Tiemoué Bakayoko'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 14}, {'player': {'id': 5727, 'name': 'Nabil Dirar'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 7}, {'player': {'id': 3193, 'name': 'Bernardo Mota Veiga de Carvalho e Silva'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 10}, {'player': {'id': 9931, 'name': 'Hélder Wander Sousa Azevedo Costa'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 18}, {'player': {'id': 3553, 'name': 'Lacina Traoré'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 19}]}",AS Monaco,129,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,eeaa0f15-691f-4f4e-a631-f93b39057ba9,3,,,3901252,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Lyon,137,['5e61b122-95d1-4d4c-8492-a7b6367f7fda'],0,,,,,,,,,,,,,,,,,,,AS Monaco,129,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,5e61b122-95d1-4d4c-8492-a7b6367f7fda,4,,,3901252,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Lyon,137,['eeaa0f15-691f-4f4e-a631-f93b39057ba9'],0,,,,,,,,,,,,,,,,,,,Lyon,137,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,a18e6411-1fd2-42b3-acf8-716c9c7a0be4,1563,,,3901252,45,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,93,AS Monaco,129,['e7cfa118-5de2-4fc8-b76c-e745d3f8ced4'],0,,,,,,,,,,,,,,,,,,,Lyon,137,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,e7cfa118-5de2-4fc8-b76c-e745d3f8ced4,1564,,,3901252,45,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,93,AS Monaco,129,['a18e6411-1fd2-42b3-acf8-716c9c7a0be4'],0,,,,,,,,,,,,,,,,,,,AS Monaco,129,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.340804,,,,,,,,,,,9ac474a6-507d-4e71-a4e8-766b55aaa1dd,5,,"[60.0, 40.0]",3901252,0,,,,-1.7681919,,Right Foot,,,"[59.7, 38.5]",,Ground Pass,,1.5297059,,,,Sergi Darder Moll,3236.0,,,,,,Kick Off,1,From Kick Off,Alexandre Lacazette,3451.0,Center Forward,2,Lyon,137,['6bd2bfab-a794-4682-874a-0cf5632cbf5a'],0,,,,,,,,,,,,,,,,,,,Lyon,137,00:00:00.929,Pass,
,,,,,,,,,,,,,,,,,1.376203,,,,,,,,,,,bb4e1313-6903-44c5-8c58-f67d502c4b83,8,,"[58.4, 39.0]",3901252,0,,,,3.0735161,,Left Foot,,,"[45.2, 39.9]",,Ground Pass,,13.230646,,,,Maxime Gonalons,6982.0,,,,,,,1,From Kick Off,Sergi Darder Moll,3236.0,Left Center Midfield,2,Lyon,137,['550d7192-9307-4e8e-8554-ce10e3cbba5e'],1,,,,,,,,,,,,,,,,,,,Lyon,137,00:00:01.576,Pass,
,,,,,,,,,,,,,,,,,1.487076,,,,,,,,,,,6fa63e65-f7dc-47ca-9f00-7eae367adb92,11,,"[45.0, 38.1]",3901252,0,,,,-1.7457339,,Right Foot,,,"[41.2, 16.6]",,Ground Pass,,21.833231,,,,Jérémy Morel,2983.0,,,,,,,1,From Kick Off,Maxime Gonalons,6982.0,Center Defensive Midfield,2,Lyon,137,['3ac69826-bd54-4f8e-8115-085d69502333'],3,,,,,,,,,,,,,,,,,,,Lyon,137,00:00:03.225,Pass,
,,,,,,,,,,,,,,,,,1.657024,,,,,,,,,,,47531ec2-08cc-4688-bc59-03e2a849d871,14,,"[39.8, 17.7]",3901252,0,,,,2.766752,,Left Foot,,,"[27.6, 22.5]",,Ground Pass,,13.110301,,,,Samuel Yves Umtiti,5492.0,,,,,,,1,From Kick Off,Jérémy Morel,2983.0,Left Back,2,Lyon,137,['dec2bfee-ad7d-4fa6-bfaa-b653dd2cebba'],5,,,,,,,,,,,,,,,,,,,Lyon,137,00:00:05.024,Pass,
