50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_type,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,0.792894,,,,,,,,,dc03cc99-b8d5-400d-9b97-d52eea590171,19,,"[47.1, 8.5]",3901202,0,,,,,-0.31263226,,Left Foot,,,"[57.0, 5.3]",,Ground Pass,,10.404326,,,,Maxime Barthelmé,7567.0,,,,,,1,From Kick Off,Yroundu Musavu-King,31039.0,Left Center Back,2,Lyon,137,['111b6e4a-ed37-4ab9-95c0-9ffd5b55a7eb'],9,,,,,,,,,,,,,,,,Lorient,165,00:00:09.884,Pass,
,,,,,,,,,,,,,,,,1.664176,,,,,,,,,6b1d9736-8fbb-44e0-b845-42ad8b2e8dcf,25,,"[67.2, 80.0]",3901202,0,,True,,,-1.3200871,,,,,"[69.3, 71.8]",,Low Pass,,8.464632,,,,Rachid Ghezzal,3372.0,,,,,Throw-in,1,From Throw In,Christophe Jallet,4410.0,Right Back,3,Lyon,137,['ed00308e-f00a-48e8-8a2f-cc9fd4a328f5'],16,,,,,,,,,,,,,,,,Lyon,137,00:00:16.240,Pass,
,,,,,,,,,,,,,,,,0.986283,,,,,,,,,aa909778-c673-4757-abb2-fd690432db09,27,,"[77.0, 69.7]",3901202,0,,,,,2.4813645,,Right Foot,,,"[68.5, 76.3]",,High Pass,,10.761505,,,,Christophe Jallet,4410.0,,,,,,1,From Throw In,Rachid Ghezzal,3372.0,Right Wing,3,Lyon,137,['6113d52f-15f9-4ee2-bda2-00e5572a3f3e'],18,,,,,,,,,,,,,,,,Lyon,137,00:00:18.097,Pass,
,,,,,,,,,,,,,,,,0.953683,,,,,,,,,5c543dfd-d996-4b9f-ad44-d0a57c75d1cc,30,,"[67.8, 78.0]",3901202,0,,,,,-0.648332,,Head,,,"[77.7, 70.5]",,Low Pass,,12.420145,,,,Jordan Ferri,3118.0,,,,,,1,From Throw In,Christophe Jallet,4410.0,Right Back,3,Lyon,137,"['4576a598-2685-40d5-be4b-d191685519de', '8bd6407b-c1ca-47bc-b732-750b62f66ce8']",19,,,,,,,,,,,,,,,,Lyon,137,00:00:19.117,Pass,True
,,,,,,,,,,,,,,,,0.599018,,,,,,,,,26eed4d9-4c17-4372-989b-92445b44988f,33,,"[77.7, 70.5]",3901202,0,,,,,0.21109334,,Right Foot,,,"[84.7, 72.0]",,Ground Pass,,7.1589108,,,,Rachid Ghezzal,3372.0,,,,,,1,From Throw In,Jordan Ferri,3118.0,Right Center Midfield,3,Lyon,137,['226ad533-0e7f-4891-867e-02055900d4c6'],20,,,,,,,,,,,,,,,,Lyon,137,00:00:20.279,Pass,
,,,,,,,,,,,,,,,,0.467539,,,,,,,,,9a73a01c-468d-47f8-8f62-dace6df5367f,36,,"[84.7, 72.0]",3901202,0,,,,,-1.9513026,,Right Foot,,,"[83.5, 69.0]",,Ground Pass,,3.231099,,Incomplete,,Jordan Ferri,3118.0,,,,,,1,From Throw In,Rachid Ghezzal,3372.0,Right Wing,3,Lyon,137,"['b32a0fd0-3972-4fbf-a9fe-041fa9df1cc2', 'b9bb2272-971b-4797-804d-c114f5747f8e']",20,,,,,,,,,,,,,,,,Lyon,137,00:00:20.916,Pass,
,,,,,,,,,,True,,,,,,1.859274,,,,,,,,,b32a0fd0-3972-4fbf-a9fe-041fa9df1cc2,39,,"[36.6, 11.1]",3901202,0,,,,,2.8023,,Right Foot,,,"[34.9, 11.7]",,Ground Pass,,1.8027756,,,,Walid Mesloub,7766.0,,,,,Interception,1,Regular Play,François Bellugou,3140.0,Right Defensive Midfield,4,Lorient,165,"['302835b2-39c7-4e34-8c46-001e350c9f84', '560f2482-6412-4870-9c0c-68c30f90013f', '9a73a01c-468d-47f8-8f62-dace6df5367f']",21,,,,,,,,,,,,,,,,Lorient,165,00:00:21.384,Pass,True
,,,,,,,,,,,,,,,,1.346799,,,,,,,,,84f8180e-7297-4bf4-8e31-08f77a6beea5,43,,"[33.0, 2.3]",3901202,0,,,,,-3.0723963,,Left Foot,,,"[22.9, 1.6]",,Ground Pass,,10.1242285,,,,Raphaël Adelino José Guerreiro,5209.0,,,,,,1,Regular Play,Walid Mesloub,7766.0,Left Defensive Midfield,4,Lorient,165,"['77a436bf-ef22-4806-88ba-5d112218b821', 'e24294ef-1263-4fc8-b08c-7b1cf40022a9']",24,,,,,,,,,,,,,,,,Lorient,165,00:00:24.649,Pass,True
,,,,,,,,,,,,,,,,0.90684,,,,,,,,,0ad89006-66d2-4bd0-b6b2-1ef61495a6ec,47,,"[68.3, 3.4]",3901202,0,,,,,0.5546816,,Left Foot,,,"[77.5, 9.1]",,Ground Pass,,10.822661,,,,Benjamin Jeannot,3552.0,,,,,,1,Regular Play,Raphaël Adelino José Guerreiro,5209.0,Left Back,4,Lorient,165,"['4eb1d12e-551d-4f35-be84-b4229ffd8033', '8c6925cc-0da1-46a8-96e0-27311f5a42bb']",29,,,,,,,,,,,,,,,,Lorient,165,00:00:29.934,Pass,True
,,,,,,,,,,,,,,,,2.592388,,,,,,,,,506f8b43-5b09-455d-a208-4a6f7f4eac02,50,,"[83.3, 9.1]",3901202,0,,,,,-0.5812345,,Left Foot,,,"[97.0, 0.1]",,Ground Pass,,16.391766,,Out,,Raphaël Adelino José Guerreiro,5209.0,,,,,,1,Regular Play,Benjamin Jeannot,3552.0,Right Center Forward,4,Lorient,165,['e066d040-623b-4a80-871c-a09a90374bf9'],30,,,,,,,,,,,,,,,,Lorient,165,00:00:30.881,Pass,
,,,,,,,,,,,,,,,,1.73141,,,,,,,,,a6b787e5-278e-47f0-b812-a45d6358b4e6,52,,"[12.0, 80.0]",3901202,0,,True,,,-0.58511245,,,,,"[36.0, 64.1]",,Low Pass,,28.78906,,,,Corentin Tolisso,5480.0,,,,,Throw-in,1,From Throw In,Christophe Jallet,4410.0,Right Back,5,Lyon,137,['b38a4d25-c586-43f4-aeeb-63de61119a16'],38,,,,,,,,,,,,,,,,Lyon,137,00:00:38.859,Pass,
,,,,,,,,,,,,,,,,0.759156,,,,,,,,,4ca541c6-b11f-4008-a125-9e9266c1d62a,54,,"[40.7, 73.1]",3901202,0,,,,,3.0008624,,Right Foot,,,"[28.7, 74.8]",,Ground Pass,,12.119819,,,,Christophe Jallet,4410.0,,,,,,1,From Throw In,Corentin Tolisso,5480.0,Center Defensive Midfield,5,Lyon,137,['fc4b2968-a393-4c77-9f8e-62484422d645'],41,,,,,,,,,,,,,,,,Lyon,137,00:00:41.406,Pass,
,,,,,,,,,,,,,,,,4.017506,,,,,,,,,29a77991-0dd0-492f-bdfd-f7779a5f52fc,58,,"[27.0, 76.7]",3901202,0,,,,,-3.0145035,,Left Foot,,,"[9.0, 74.4]",,Ground Pass,,18.146349,,,,Anthony Lopes,2947.0,,,,,,1,From Throw In,Christophe Jallet,4410.0,Right Back,5,Lyon,137,['a57562ea-9c1e-465b-8143-0108071333f8'],44,,,,,,,,,,,,,,,,Lyon,137,00:00:44.106,Pass,
,,,,,,,,,,,,,,,,1.85477,,,,,,,,,273a61d1-ab5c-40f2-a73e-c1eebf5c1a08,61,,"[9.0, 59.0]",3901202,0,,,,,-1.6452851,,Left Foot,,,"[7.5, 38.9]",,Ground Pass,,20.155893,,,,Samuel Yves Umtiti,5492.0,,,,,,1,From Throw In,Anthony Lopes,2947.0,Goalkeeper,5,Lyon,137,['8ff284e5-4e99-47ae-b1f6-192d6cd2d2cc'],49,,,,,,,,,,,,,,,,Lyon,137,00:00:49.503,Pass,
,,,,,,,,,,,,,,,,1.864136,,,,,,,,,9710a76d-7883-4b19-b224-7e79d9903253,64,,"[9.7, 35.9]",3901202,0,,,,,1.1659045,,Left Foot,,,"[18.7, 56.9]",,Ground Pass,,22.847319,,,,Mapou Yanga-Mbiwa,4463.0,,,,,,1,From Throw In,Samuel Yves Umtiti,5492.0,Left Center Back,5,Lyon,137,['b3eedb41-9eca-4ae2-8079-52222095a2bd'],52,,,,,,,,,,,,,,,,Lyon,137,00:00:52.849,Pass,
,,,,,,,,,,,,,,,,0.995175,,,,,,,,,a448cef6-1319-4a4a-9979-f7b034677fde,67,,"[26.8, 62.4]",3901202,0,,,,,-0.2234766,,Right Foot,,,"[64.2, 53.9]",,Low Pass,,38.35375,,,,Jordan Ferri,3118.0,,,,,,1,From Throw In,Mapou Yanga-Mbiwa,4463.0,Right Center Back,5,Lyon,137,['32bf06c5-7019-4643-b332-9e1818855fad'],59,,,,,,,,,,,,,,,,Lyon,137,00:00:59.946,Pass,
,,,,,,,,,,,,,,,,1.006699,,,,,,,,,1e7835ba-2d90-43f7-872b-2e398872ea76,70,,"[64.9, 54.5]",3901202,1,,,,,-2.7461123,,Right Foot,,,"[54.6, 50.2]",,Ground Pass,,11.161541,,Incomplete,,Corentin Tolisso,5480.0,,,,,,1,From Throw In,Jordan Ferri,3118.0,Right Center Midfield,5,Lyon,137,"['ca4cc584-2525-49e5-98e5-c707d4e5ed0d', 'd604ed1f-05c7-4a80-a077-e6b8992a7b5b']",1,,,,,,,,,,,,,,,,Lyon,137,00:01:01.834,Pass,
,,,,,,,,,,,,,,,,1.003467,,,,,,,,,59b161e8-63b8-4e43-ac6c-77e0b958c228,75,,"[72.1, 37.6]",3901202,1,,,,,1.2706251,,Right Foot,,,"[76.0, 50.2]",,Ground Pass,,13.189769,,,,Walid Mesloub,7766.0,,,,,,1,From Throw In,Abdul Majeed Waris,7615.0,Left Center Forward,5,Lyon,137,['0d9f1e10-988e-4110-aa9d-a32b907be3ae'],5,,,,,,,,,,,,,,,,Lorient,165,00:01:05.609,Pass,
,,,,,,,,,,,,,,,,3.132158,,,,,,,,,e51757b4-7a48-44ff-a5c7-5d285ae15f47,79,,"[76.6, 51.3]",3901202,1,,,,,-0.43119147,,Right Foot,,,"[107.9, 36.9]",,Ground Pass,,34.45359,,Incomplete,,Benjamin Jeannot,3552.0,,,Through Ball,True,,1,From Throw In,Walid Mesloub,7766.0,Left Defensive Midfield,5,Lyon,137,"['8cb8c109-c3b3-4f1b-9a0d-4a10d8bad6a2', 'ab1b29b1-abc5-43d2-aa23-904e4755dabb', 'e6452764-dd53-4594-b5bc-ebba05e3f778']",6,,,,,,,,,,,,,,,,Lorient,165,00:01:06.691,Pass,True
,,,,,,,,,,,,,,,,2.197698,,,,,,,,,ee56b8ad-a2ba-4fd8-973c-796a47ad46b8,82,,"[11.8, 45.3]",3901202,1,,True,,,-0.7605277,,Right Foot,,,"[22.1, 35.5]",,Ground Pass,,14.217243,,,,Mapou Yanga-Mbiwa,4463.0,,,,,,1,From Keeper,Anthony Lopes,2947.0,Goalkeeper,6,Lyon,137,['8d0c1af4-977e-4264-81a4-feded70176a6'],24,,,,,,,,,,,,,,,,Lyon,137,00:01:24.752,Pass,
,,,,,,,,,,,,,,,,0.750191,,,,,,,,,50285619-68a0-4af2-9912-1af545b38ba6,84,,"[24.6, 43.2]",3901202,1,,,,,0.989714,,Right Foot,,,"[33.4, 56.6]",,Ground Pass,,16.03122,,,,Jordan Ferri,3118.0,,,,,,1,From Keeper,Mapou Yanga-Mbiwa,4463.0,Right Center Back,6,Lyon,137,['7bb3b839-0c74-4daf-a562-0f70a978b3f4'],27,,,,,,,,,,,,,,,,Lyon,137,00:01:27.716,Pass,
,,,,,,,,,,,,,,,,0.977436,,,,,,,,,bd60101d-11df-44da-8aa0-c754c6ed6ccf,87,,"[37.9, 58.6]",3901202,1,,,,,0.36933365,,Right Foot,,,"[62.7, 68.2]",,Ground Pass,,26.593233,,,,Rachid Ghezzal,3372.0,,,,,,1,From Keeper,Jordan Ferri,3118.0,Right Center Midfield,6,Lyon,137,['079888f9-98d2-47ab-bfa7-f9a6dad9cc67'],30,,,,,,,,,,,,,,,,Lyon,137,00:01:30.876,Pass,
,,,,,,,,,,,,,,,,6.29842,,,,,,,,,687efade-df91-45c8-8895-09ae588af5cb,90,,"[55.0, 55.1]",3901202,1,,,,,-0.4910106,,Left Foot,,,"[114.1, 23.5]",,High Pass,,67.017685,,Incomplete,,Gnaly Maxwell Cornet,3162.0,,,,,,1,From Keeper,Rachid Ghezzal,3372.0,Right Wing,6,Lyon,137,"['99ae7e37-cfab-49f8-83b7-c1b417d3c475', 'c23e688b-4aaa-4d71-a0a7-f4f09830267c']",33,,,,,,,,,,,,,,,,Lyon,137,00:01:33.788,Pass,
,,,,,,,,,,,,,,,,2.069156,,,,,,,,,57f3d9b6-d7f7-4143-9092-da47957eeb06,93,,"[15.5, 41.4]",3901202,1,,True,,,0.03413308,,Left Foot,,,"[36.0, 42.1]",,High Pass,,20.511948,,,,Abdul Majeed Waris,7615.0,,,,,,1,From Keeper,Benjamin Lecomte,3008.0,Goalkeeper,6,Lyon,137,['678769cc-39a6-4a1e-9810-ba1b8601cfdd'],51,,,,,,,,,,,,,,,,Lorient,165,00:01:51.087,Pass,
,,,,,,,,,,,,,,,,2.448623,,,,,,,,,6f6f8726-cf30-4344-80e6-bc4463b2095f,98,,"[11.6, 46.6]",3901202,2,,True,,,-0.5880026,,Keeper Arm,,,"[39.2, 28.2]",,Ground Pass,,33.17107,,,,Jérémy Morel,2983.0,,,,,,1,From Keeper,Anthony Lopes,2947.0,Goalkeeper,6,Lyon,137,['59d01dc8-7ebd-435c-ba05-9eead31839a9'],5,,,,,,,,,,,,,,,,Lyon,137,00:02:05.963,Pass,
,,,,,,,,,,,,,,,,0.904752,,,,,,,,,ea0d05b8-41b3-4283-ada9-8cb7650bc6ee,100,,"[48.0, 12.6]",3901202,2,,,,,0.8641821,,Left Foot,,,"[65.5, 33.1]",,High Pass,,26.953665,,,,Sergi Darder Moll,3236.0,,,,,,1,From Keeper,Jérémy Morel,2983.0,Left Back,6,Lyon,137,['dea88b56-d2fb-4dbd-a304-5342d4637e99'],9,,,,,,,,,,,,,,,,Lyon,137,00:02:09.934,Pass,
,,,,,,,,,,,,,,,,0.628354,,,,,,,,,3eb994bb-2d51-4e8a-a8b0-27c7204dcd17,105,,"[54.4, 48.5]",3901202,2,,,,,0.9772536,,Right Foot,,,"[60.0, 56.8]",,Low Pass,,10.012492,,,,Walid Mesloub,7766.0,,,,,Recovery,1,Regular Play,François Bellugou,3140.0,Right Defensive Midfield,7,Lorient,165,"['5dd70a65-4539-45c0-9553-a278eecf2328', 'ed831b69-9c60-4677-a02c-22be37e8027c']",11,,,,,,,,,,,,,,,,Lorient,165,00:02:11.481,Pass,True
,,,,,,,,,,,,,,,,0.561488,,,,,,,,,22270b89-7089-4561-b414-0fda8a8ba497,108,,"[57.4, 58.8]",3901202,2,,,,,3.0828369,,Right Foot,,,"[54.0, 59.0]",,Ground Pass,,3.4058774,,,,Yann Jouffre,3102.0,,,,,,1,Regular Play,Walid Mesloub,7766.0,Left Defensive Midfield,7,Lorient,165,['b1afa7bc-788e-47a4-9255-0213b56b93c8'],13,,,,,,,,,,,,,,,,Lorient,165,00:02:13.587,Pass,
,,,,,,,,,,,,,,,,1.488077,,,,,,,,,87e21028-9fb9-4181-8845-be34bc22d8fe,112,,"[48.2, 56.6]",3901202,2,,,,,-2.5190256,,Right Foot,,,"[31.9, 44.9]",,Ground Pass,,20.064396,,,,Zargo Touré,7211.0,,,,,,1,Regular Play,Yann Jouffre,3102.0,Right Midfield,7,Lorient,165,"['a8e687c6-3723-40bb-ac88-dce8b96bb0cf', 'f2709ee2-e6db-410c-a50e-e014e1930c1e']",14,,,,,,,,,,,,,,,,Lorient,165,00:02:14.552,Pass,True
,,,,,,,,,,,,,,,,1.192576,,,,,,,,,abfe28ee-9062-4c4b-9faf-89ae237e87e6,115,,"[31.7, 44.9]",3901202,2,,,,,1.2454357,,Right Foot,,,"[37.3, 61.5]",,Ground Pass,,17.519133,,,,Lamine Gassama,6335.0,,,,,,1,Regular Play,Zargo Touré,7211.0,Right Center Back,7,Lorient,165,['b070c0f3-d638-4475-a7fe-3c09af3648d4'],16,,,,,,,,,,,,,,,,Lorient,165,00:02:16.754,Pass,
,,,,,,,,,,,,,,,,0.134038,,,,,,,,,e6561f38-7835-4863-a064-5bd1bada7803,119,,"[39.4, 69.0]",3901202,2,,,,,0.066568166,,Right Foot,,,"[42.4, 69.2]",,Low Pass,,3.0066593,,Incomplete,,Yann Jouffre,3102.0,,,,,,1,Regular Play,Lamine Gassama,6335.0,Right Back,7,Lorient,165,"['0abd3b5a-efab-4f71-9bfe-bdfa83699e13', '523b8a75-975a-4a22-8ae5-899ea485ef66', 'e32b2f9e-52a8-47e8-887d-3a4eea32c2d0']",19,,,,,,,,,,,,,,,,Lorient,165,00:02:19.007,Pass,True
,,,,,,,,,,,,,,,,1.235776,,,,,,,,,19ba8b50-a558-467a-ad7d-ac018cc536c3,122,,"[47.8, 80.0]",3901202,2,,True,,,-1.8375403,,,,,"[43.1, 62.8]",,Low Pass,,17.830591,,,,Walid Mesloub,7766.0,,,,,Throw-in,1,From Throw In,Lamine Gassama,6335.0,Right Back,8,Lorient,165,['b143b2ce-8512-4623-b879-3c738b7912b4'],28,,,,,,,,,,,,,,,,Lorient,165,00:02:28.655,Pass,
,,,,,,,,,,,,,,,,1.023015,,,,,,,,,610523dc-1ae1-46d0-ab3b-9d513791a529,125,,"[46.7, 68.4]",3901202,2,,,,,-2.9919267,,Right Foot,,,"[34.1, 66.5]",,Ground Pass,,12.742449,,,,Lamine Gassama,6335.0,,,,,,1,From Throw In,Walid Mesloub,7766.0,Left Defensive Midfield,8,Lorient,165,"['97cf0ba0-1053-4a34-857e-fb73d51be502', 'e2a7d433-135e-4d13-b6d8-9fa23e4d7dd8']",30,,,,,,,,,,,,,,,,Lorient,165,00:02:30.232,Pass,True
,,,,,,,,,,,,,,,,0.745601,,,,,,,,,39e7a94b-529b-4ccf-8f30-3d3b44aa51aa,128,,"[33.9, 65.8]",3901202,2,,,,,-0.70192724,,Right Foot,,,"[47.5, 54.3]",,Ground Pass,,17.81039,,,,Yann Jouffre,3102.0,,,,,,1,From Throw In,Lamine Gassama,6335.0,Right Back,8,Lorient,165,['239d6bb7-7f74-441d-9584-5e720a833c20'],31,,,,,,,,,,,,,,,,Lorient,165,00:02:31.424,Pass,
