50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_no_touch,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,269465ce-1102-449a-a8c0-d05a28830d36,1,,,3829454,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Lyon,137,,0,,,,,,,,,,,,,,,,"{'formation': 41212, 'lineup': [{'player': {'id': 2947, 'name': 'Anthony Lopes'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 4410, 'name': 'Christophe Jallet'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 13}, {'player': {'id': 4463, 'name': 'Mapou Yanga-Mbiwa'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 2}, {'player': {'id': 5492, 'name': 'Samuel Yves Umtiti'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 23}, {'player': {'id': 4895, 'name': 'Henri Bedimo Nsamè'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 6982, 'name': 'Maxime Gonalons'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 21}, {'player': {'id': 3118, 'name': 'Jordan Ferri'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 12}, {'player': {'id': 5480, 'name': 'Corentin Tolisso'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 8}, {'player': {'id': 18868, 'name': 'Mathieu Valbuena'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 19}, {'player': {'id': 3451, 'name': 'Alexandre Lacazette'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 10}, {'player': {'id': 6600, 'name': 'Claudio Beauvue'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 9}]}",Lyon,137,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,b757dcec-046f-424e-bb06-bd45f210cce6,2,,,3829454,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Lyon,137,,0,,,,,,,,,,,,,,,,"{'formation': 343, 'lineup': [{'player': {'id': 40484, 'name': 'Vincent Enyeama'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 3677, 'name': 'Bakary Adama Soumaoro'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 23}, {'player': {'id': 29057, 'name': 'Renato Civelli'}, 'position': {'id': 4, 'name': 'Center Back'}, 'jersey_number': 5}, {'player': {'id': 40523, 'name': 'Marko Baša'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 25}, {'player': {'id': 6716, 'name': 'Sébastien Corchia'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'jersey_number': 2}, {'player': {'id': 3446, 'name': 'Djibril Sidibé'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'jersey_number': 19}, {'player': {'id': 3211, 'name': 'Florent Balmont'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 4}, {'player': {'id': 40522, 'name': 'Rio Antonio Zoba Mavuba'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 24}, {'player': {'id': 3673, 'name': 'Yassine Benzia'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 9}, {'player': {'id': 40486, 'name': 'Éric Bauthéac'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 11}, {'player': {'id': 10330, 'name': 'Gadji Celi Carmen Junior Tallo'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 22}]}",Lille,143,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,928a8fe2-3da3-44bc-a22e-09e8055b6ac9,3,,,3829454,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Lyon,137,['9883563f-d54c-4fe9-88f0-8f3b3bd9114e'],0,,,,,,,,,,,,,,,,,Lyon,137,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,9883563f-d54c-4fe9-88f0-8f3b3bd9114e,4,,,3829454,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Lyon,137,['928a8fe2-3da3-44bc-a22e-09e8055b6ac9'],0,,,,,,,,,,,,,,,,,Lille,143,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,49413316-620c-40ff-8bb7-c633d0edc9c9,1673,,,3829454,45,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,115,Lyon,137,['50dd1078-fcfb-4092-8609-0aa5cb31c351'],0,,,,,,,,,,,,,,,,,Lyon,137,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,50dd1078-fcfb-4092-8609-0aa5cb31c351,1674,,,3829454,45,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,115,Lyon,137,['49413316-620c-40ff-8bb7-c633d0edc9c9'],0,,,,,,,,,,,,,,,,,Lille,143,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.595477,,,,,,,,,,2a6427e6-0994-44f5-a2cc-a2a9e3862221,5,,"[61.0, 40.1]",3829454,0,,,,,-2.5161076,,Right Foot,,,,"[59.2, 38.8]",Ground Pass,,2.2203603,,,,Gadji Celi Carmen Junior Tallo,10330.0,,,,Kick Off,1,From Kick Off,Yassine Benzia,3673.0,Right Wing,2,Lille,143,['c1345427-87b7-4ecc-850e-b5ccb874704c'],0,,,,,,,,,,,,,,,,,Lille,143,00:00:00.227,Pass,
,,,,,,,,,,,,,,,,,1.161013,,,,,,,,,,743959ae-0dd5-46de-8558-81f2633234d3,8,,"[58.3, 38.4]",3829454,0,,,,,2.7380576,,Right Foot,,,,"[49.4, 42.2]",Ground Pass,,9.677293,,,,Florent Balmont,3211.0,,,,,1,From Kick Off,Gadji Celi Carmen Junior Tallo,10330.0,Center Forward,2,Lille,143,['d6ee2873-c89a-4ab0-8bb3-ce28e91f9406'],1,,,,,,,,,,,,,,,,,Lille,143,00:00:01.513,Pass,
,,,,,,,,,,,,,,,,,1.002433,,,,,,,,,,f79c1dee-1b87-4c9a-8bf1-83f7f39b48a5,12,,"[61.4, 42.8]",3829454,0,,,,,0.21320452,,Right Foot,,,,"[71.1, 44.9]",Ground Pass,,9.924717,,,,Gadji Celi Carmen Junior Tallo,10330.0,,,,,1,From Kick Off,Florent Balmont,3211.0,Right Defensive Midfield,2,Lille,143,['c3e93f69-5891-448c-9602-3ee90aa5409d'],5,,,,,,,,,,,,,,,,,Lille,143,00:00:05.493,Pass,
,,,,,,,,,,,,,,,,,1.988664,,,,,,,,,,bbde91f4-682e-44c5-af4a-a206e77f6511,18,,"[50.5, 37.7]",3829454,0,,,,,-1.1510395,,Right Foot,,,,"[55.9, 25.6]",Low Pass,,13.250283,,,,Corentin Tolisso,5480.0,,,,Recovery,1,Regular Play,Alexandre Lacazette,3451.0,Right Center Forward,3,Lyon,137,['31e6c40e-26a6-4baf-89a2-196511523bff'],7,,,,,,,,,,,,,,,,,Lyon,137,00:00:07.248,Pass,
