50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_shot_saved_to_post,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_saved_to_post,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,1.708038,,,,,,,,,,,,,,,b2d85e24-812b-4591-bef1-a23995a1a8c2,23,,,"[41.1, 17.9]",3829486,0,,,,,2.500809,,Left Foot,,,,"[29.3, 26.7]",,Ground Pass,,14.720055,,,,,Jean-Armel Kana-Biyik,30447.0,,,,,,Recovery,1,Regular Play,Jean-Daniel Akpa Akpro,31174.0,Right Center Midfield,4,Toulouse,130,['8be54128-b594-42b4-bb96-5473c6bce067'],23,,,,,,,,,,,,,,,,,,Toulouse,130,00:00:23.471,Pass,
,,,,,,,,,,,,,,,,1.470565,,,,,,,,,,,,,,,08e88531-1037-437d-abcc-9a298b5ab086,26,,,"[29.3, 22.9]",3829486,0,,,,,-0.08096818,,Right Foot,,,,"[71.2, 19.5]",,High Pass,,42.03772,,,Incomplete,,Martin Braithwaite Christensen,4447.0,,,,,,,1,Regular Play,Jean-Armel Kana-Biyik,30447.0,Right Center Back,4,Toulouse,130,"['69567052-bfd1-48c6-bf1f-335d1665edb5', 'cd3c7473-92f5-41e4-ad9e-c61f3a9de383']",25,,,,,,,,,,,,,,,,,,Toulouse,130,00:00:25.179,Pass,
,,,,,,,,,,,,,,,,1.728072,,,,,,,,,,,,,,,69567052-bfd1-48c6-bf1f-335d1665edb5,28,,,"[48.9, 60.6]",3829486,0,,,,,-0.121464826,,Head,,,,"[70.2, 58.0]",,Low Pass,,21.4581,,,Incomplete,,Abdoulaye Sadio Diallo,31711.0,,,,,,Recovery,1,Regular Play,Yannick Cahuzac,4350.0,Right Back,4,Toulouse,130,"['08e88531-1037-437d-abcc-9a298b5ab086', '111015e4-9205-48ac-a19b-6958228ab5f4', '3508e55e-5163-4f73-9f58-9f79edc8b91e']",26,,,,,,,,,,,,,,,,,,Bastia,2736,00:00:26.650,Pass,
,,,,,,,,,,,,,,,,2.093174,,,,,,,,,,,,,,,3508e55e-5163-4f73-9f58-9f79edc8b91e,30,,,"[49.9, 22.1]",3829486,0,,,,,-1.344523,,Left Foot,,,,"[53.1, 8.2]",,Ground Pass,,14.26359,,,,,Tongo Hamed Doumbia,16522.0,,,,,,Recovery,1,Regular Play,Yann Bodiger,2961.0,Center Defensive Midfield,4,Toulouse,130,"['69567052-bfd1-48c6-bf1f-335d1665edb5', '7021c20b-e73e-4a61-ac4b-0745094947ee']",28,,,,,,,,,,,,,,,,,,Toulouse,130,00:00:28.378,Pass,
,,,,,,,,,,,,,,,,1.308877,,,,,,,,,,,,,,,7178d641-532a-4623-b8f8-d89092561650,33,,,"[58.0, 5.3]",3829486,0,,,,,-3.0658755,,Left Foot,,,,"[43.5, 4.2]",,Ground Pass,,14.541664,,,,,Alexis Blin,3036.0,,,,,,,1,Regular Play,Tongo Hamed Doumbia,16522.0,Left Center Midfield,4,Toulouse,130,['6c8f67fa-fa29-41da-8122-51c7a664e3eb'],32,,,,,,,,,,,,,,,,,,Toulouse,130,00:00:32.692,Pass,
,,,,,,,,,,,,,,,,2.110919,,,,,,,,,,,,,,,5784c11e-c1f7-4c45-b29f-ada1df92d915,36,,,"[43.5, 5.8]",3829486,0,,,,,0.25807315,,Right Foot,,,,"[82.9, 16.2]",,High Pass,,40.749477,,,Incomplete,,Martin Braithwaite Christensen,4447.0,,,,,,,1,Regular Play,Alexis Blin,3036.0,Left Back,4,Toulouse,130,"['4772ecc2-483d-4987-b17a-1a3bd29b0a88', '6a031871-ca80-40da-9088-63c243c6d1ea']",35,,,,,,,,,,,,,,,,,,Toulouse,130,00:00:35.377,Pass,
,,,,,,,,,,,,,,,,0.690328,,,,,,,,,,,,,,,6a031871-ca80-40da-9088-63c243c6d1ea,38,,,"[37.2, 63.9]",3829486,0,,,,,0.8508782,,Head,,,,"[42.9, 70.4]",,Low Pass,,8.64523,,,,,Yannick Cahuzac,4350.0,,,,,,Recovery,1,Regular Play,Sébastien Squillaci,26481.0,Right Center Back,5,Bastia,2736,"['5784c11e-c1f7-4c45-b29f-ada1df92d915', '74a5138f-13d1-4ace-891f-a153301517f5']",37,,,,,,,,,,,,,,,,,,Bastia,2736,00:00:37.488,Pass,
,,,,,,,,,,,,,,,,3.180912,,,,,,,,,,,,,,,f535028f-f568-4797-9e66-e9f76e326a18,46,,,"[44.0, 67.4]",3829486,1,,True,,,-1.4218072,,Right Foot,,,,"[51.4, 18.1]",,High Pass,,49.852283,,,,,Julian Palmieri,4508.0,,,True,,,Free Kick,1,From Free Kick,Yannick Cahuzac,4350.0,Right Back,6,Bastia,2736,['e7682f7d-8877-4f6c-b946-63d7936c42cf'],53,,,,,,,,,,,,,,,,,,Bastia,2736,00:01:53.675,Pass,
,,,,,,,,,,,,,,,,1.251664,,,,,,,,,,,,,,,420bc719-40cf-4589-a8e6-2b626922731a,48,,,"[64.3, 15.7]",3829486,1,,,,,-0.58206207,,Left Foot,,,,"[76.0, 8.0]",,Ground Pass,,14.006427,,,,,Abdoulaye Sadio Diallo,31711.0,,,,,,,1,From Free Kick,Julian Palmieri,4508.0,Left Wing,6,Bastia,2736,['cb629ae8-1910-4eb0-abb1-6f40aaaf9688'],59,,,,,,,,,,,,,,,,,,Bastia,2736,00:01:59.823,Pass,
,,,,,,,,,,,,,,,,1.256886,,,,,,,,,,,,,,,bc40d573-7d32-4546-834d-90717ee0f0fb,51,,,"[74.7, 7.7]",3829486,2,,,,,2.5026786,,Left Foot,,,,"[64.2, 15.5]",,Ground Pass,,13.080137,,,,,Seko Fofana,7791.0,,,,,,,1,From Free Kick,Abdoulaye Sadio Diallo,31711.0,Center Attacking Midfield,6,Bastia,2736,['77ba97f3-bb70-4190-91fc-010a99966cfd'],1,,,,,,,,,,,,,,,,,,Bastia,2736,00:02:01.304,Pass,
,,,,,,,,,,,,,,,,1.488931,,,,,,,,,,,,,,,2fd6262b-3ace-48d2-8100-5e3175befb32,54,,,"[65.8, 18.1]",3829486,2,,,,,-1.3482664,,Right Foot,,,,"[68.9, 4.4]",,Ground Pass,,14.046351,,,,,Abdoulaye Sadio Diallo,31711.0,,,,,,,1,From Free Kick,Seko Fofana,7791.0,Left Defensive Midfield,6,Bastia,2736,['abf0fe63-def2-4080-94c3-31d4c8757d12'],3,,,,,,,,,,,,,,,,,,Bastia,2736,00:02:03.037,Pass,
,,,,,,,,,,,,,,,,1.4447,,,,,,,,,,,,,,,9b39dcc9-9634-4bc4-b655-095635acd765,57,,,"[68.1, 4.4]",3829486,2,,,,,2.003526,,Right Foot,,,,"[59.0, 24.1]",,Ground Pass,,21.70023,,,,,Mehdi Mostefa Sbaa,10522.0,,,,,,,1,From Free Kick,Abdoulaye Sadio Diallo,31711.0,Center Attacking Midfield,6,Bastia,2736,['272a23ae-316c-4f88-bcda-44d9265369bb'],4,,,,,,,,,,,,,,,,,,Bastia,2736,00:02:04.756,Pass,
,,,,,,,,,,,,,,,,1.499226,,,,,,,,,,,,,,,57c528cc-1c69-44ed-9896-3cc88c601c76,60,,,"[57.6, 24.5]",3829486,2,,,,,-3.0644925,,Right Foot,,,,"[34.3, 22.7]",,Ground Pass,,23.369425,,,,,Mathieu Peybernes,23850.0,,,,,,,1,From Free Kick,Mehdi Mostefa Sbaa,10522.0,Right Defensive Midfield,6,Bastia,2736,['66a448f6-51cb-4d86-8222-67038d9a4f74'],6,,,,,,,,,,,,,,,,,,Bastia,2736,00:02:06.351,Pass,
,,,,,,,,,,,,,,,,1.713872,,,,,,,,,,,,,,,fb91bc00-62cb-42cd-bce9-fb60e82fa23a,63,,,"[31.1, 24.2]",3829486,2,,,,,2.3442903,,Left Foot,,,,"[14.5, 41.2]",,Ground Pass,,23.760471,,,,,Jean-Louis Leca,7282.0,,,,,,,1,From Free Kick,Mathieu Peybernes,23850.0,Left Center Back,6,Bastia,2736,['d887b806-bae1-4bc1-8283-d9ff25e035c7'],8,,,,,,,,,,,,,,,,,,Bastia,2736,00:02:08.826,Pass,
,,,,,,,,,,,,,,,,3.700124,,,,,,,,,,,,,,,5d7207c2-22c1-46a1-ab91-4eb5e122880e,67,,,"[16.0, 43.0]",3829486,2,,,,,-0.2812322,,Right Foot,,,,"[92.5, 20.9]",,High Pass,,79.62826,,,Incomplete,,Abdoulaye Sadio Diallo,31711.0,,,,,,,1,From Free Kick,Jean-Louis Leca,7282.0,Goalkeeper,6,Bastia,2736,"['031e52ae-a28a-45f0-a30f-77807e938c94', 'c17dfd4e-a8a6-41a7-8492-2bd471cef92e', 'e1ab3922-0075-47d7-845e-e12b3e7a8a5e']",10,,,,,,,,,,,,,,,,,,Bastia,2736,00:02:10.969,Pass,True
,,,,,,,,,,,,,,,,0.142974,,,,,,,,,,,,,,,3bfd925f-584e-4f3e-a441-51dfc80c8eb2,70,,,"[94.7, 21.5]",3829486,2,,,,True,0.7378151,,,,,,"[95.8, 22.5]",,Low Pass,,1.4866068,,,Incomplete,,Gaël Danic,7349.0,,,,,,Recovery,1,From Free Kick,Evaeverson Lemos da Silva Brandão,401541.0,Center Forward,6,Bastia,2736,"['3e7d3a2f-1f10-40a3-ac7b-f5c4b38467a3', '90bf3758-f579-468e-996e-0557c729b61b', 'd827f29b-a5b4-4c43-a5b6-e44736ff09d9']",17,,,,,,,,,,,,,,,,,,Bastia,2736,00:02:17.280,Pass,True
,,,,,,,,,,,,,,,,0.961757,,,,,,,,,,,,,,,12cf698e-34a6-4a98-9990-9ef8a1d21829,76,,,"[86.4, 42.6]",3829486,2,,,,True,-0.5351976,,,,,,"[97.7, 35.9]",,High Pass,,13.1369705,,,Incomplete,,Gaël Danic,7349.0,,,,,,Recovery,1,From Free Kick,Mehdi Mostefa Sbaa,10522.0,Right Defensive Midfield,6,Bastia,2736,"['43795c15-5e3d-4ea4-83e8-84b6d6661921', '448d3522-147c-45d9-aa43-7f0cd7123038', 'e7a53124-1ed1-4ada-8a08-0b1eed5ec970']",21,,,,,,,,,,,,,,,,,,Bastia,2736,00:02:21.985,Pass,True
,,,,,,,,,,,,,,,,3.670988,,,,,,,,,,,,,,,43795c15-5e3d-4ea4-83e8-84b6d6661921,78,,,"[22.4, 44.2]",3829486,2,,,,,-0.13601628,,Right Foot,,,,"[77.2, 36.7]",,High Pass,,55.31085,,,Incomplete,,Martin Braithwaite Christensen,4447.0,,,,,,Recovery,1,From Free Kick,Uroš Spajić,16430.0,Left Center Back,6,Bastia,2736,"['12cf698e-34a6-4a98-9990-9ef8a1d21829', '89c00463-91e0-4679-bafd-3ab234519999', 'dcce77d1-5d30-4261-9a36-cdeff01f755f']",22,,,,,,,,,,,,,,,,,,Toulouse,130,00:02:22.947,Pass,
,,,,,,,,,,,,,,,,1.844295,,,,,,,,,,,,,,,dcce77d1-5d30-4261-9a36-cdeff01f755f,80,,,"[42.9, 43.4]",3829486,2,,,,,0.29791567,,Head,,,,"[67.0, 50.8]",,High Pass,,25.210514,,,Incomplete,,Abdoulaye Sadio Diallo,31711.0,,,,,,Recovery,1,From Free Kick,Sébastien Squillaci,26481.0,Right Center Back,6,Bastia,2736,"['43795c15-5e3d-4ea4-83e8-84b6d6661921', '4af23e26-cc06-44f6-8f90-f199151c9a2e', 'a7f5f36f-566b-4e1e-8da6-a74fb28cad0f']",26,,,,,,,,,,,,,,,,,,Bastia,2736,00:02:26.618,Pass,
,,,,,,,,,,,,,,,,0.765337,,,,,,,,,,,,,,,999c839b-caf1-4b29-a0f3-ff912292ca80,91,,,"[91.0, 35.1]",3829486,2,,,,,2.1657593,,Right Foot,,,,"[84.3, 45.0]",,Ground Pass,,11.954079,,,,,Martin Braithwaite Christensen,4447.0,,,,,,,1,From Free Kick,Tongo Hamed Doumbia,16522.0,Left Center Midfield,6,Bastia,2736,['5d282cf9-24b6-43f2-b62f-688204f49eaa'],34,,,,,,,,,,,,,,,,,,Toulouse,130,00:02:34.133,Pass,
,,,,,,,,,,,,,,,,2.806032,,,,,,,,,,,,,,,d2b80169-774a-4231-a570-e741e00293a9,93,,,"[84.3, 45.0]",3829486,2,,,,,-1.3242462,,Right Foot,,,,"[95.6, 0.1]",,High Pass,,46.30011,,,Out,,Adrien Regattin,16418.0,,,True,,,,1,From Free Kick,Martin Braithwaite Christensen,4447.0,Center Forward,6,Bastia,2736,['db441eda-1a52-44e8-aa46-cc039c01f2a1'],34,,,,,,,,,,,,,,,,,,Toulouse,130,00:02:34.898,Pass,
,,,,,,,,,,,,,,,,1.583027,,,,,,,,,,,,,,,2afb236d-4407-4b49-8811-012f9df6a7fc,95,,,"[28.3, 80.0]",3829486,2,,,,,-0.2684677,,,,,,"[51.2, 73.7]",,High Pass,,23.75079,,,,,Evaeverson Lemos da Silva Brandão,401541.0,,,,,,Throw-in,1,From Throw In,Yannick Cahuzac,4350.0,Right Back,7,Bastia,2736,['54fbcfce-1844-414b-8602-ed6ed4692bb7'],49,,,,,,,,,,,,,,,,,,Bastia,2736,00:02:49.818,Pass,
,,,,,,,,,,,,,,,,1.004151,,,,,,,,,,,,,,,3df344eb-8016-46ec-b70c-075110e52ff0,101,,,"[46.8, 75.9]",3829486,3,,True,,,-0.07426792,,Right Foot,,,,"[80.4, 73.4]",,Ground Pass,,33.69288,,,,,Gaël Danic,7349.0,,,,,,Free Kick,1,From Free Kick,Yannick Cahuzac,4350.0,Right Back,8,Bastia,2736,['ac84c3d2-ae72-4172-b54c-096c0fdf995e'],5,,,,,,,,,,,,,,,,,,Bastia,2736,00:03:05.611,Pass,
,,,,,,,,,,,,,,,,1.829563,,,,,,,,,,,,,,,8fb4963a-e880-4ee2-91c4-bf447e7e0c88,107,,,"[41.6, 24.1]",3829486,3,,,,,0.52174354,,Right Foot,,,,"[62.3, 36.0]",,High Pass,,23.876766,,,Incomplete,,Wissam Ben Yedder,6723.0,,,,,,,1,From Free Kick,Adrien Regattin,16418.0,Left Attacking Midfield,8,Bastia,2736,"['18049a48-9485-47cf-8b85-2c035ce5bbfa', '773dda2f-8de7-4741-b325-aa388b633dbf']",11,,,,,,,,,,,,,,,,,,Toulouse,130,00:03:11.692,Pass,
,,,,,,,,,,True,,,,,,2.007344,,,,,,,,,,,,,,,773dda2f-8de7-4741-b325-aa388b633dbf,109,,,"[57.8, 44.1]",3829486,3,,,,,0.23673482,,Head,,,,"[86.4, 51.0]",,High Pass,,29.42057,,,Incomplete,,Evaeverson Lemos da Silva Brandão,401541.0,,,,,,Interception,1,From Free Kick,Mathieu Peybernes,23850.0,Left Center Back,8,Bastia,2736,"['346806e8-1b2e-43b4-a55d-150dfd3ba967', '8fb4963a-e880-4ee2-91c4-bf447e7e0c88', 'a9095068-4656-4020-8f72-824569150ce2']",13,,,,,,,,,,,,,,,,,,Bastia,2736,00:03:13.521,Pass,
,,,,,,,,,,,,,,,,2.745051,,,,,,,,,,,,,,,346806e8-1b2e-43b4-a55d-150dfd3ba967,111,,,"[33.7, 29.1]",3829486,3,,,,,-1.5535567,,Head,,,,"[34.2, 0.1]",,Low Pass,,29.00431,,,Out,,Alexis Blin,3036.0,,,,,,Recovery,1,From Free Kick,Yann Bodiger,2961.0,Center Defensive Midfield,8,Bastia,2736,"['773dda2f-8de7-4741-b325-aa388b633dbf', 'a5a48567-b939-478f-acdd-01369eda4417']",15,,,,,,,,,,,,,,,,,,Toulouse,130,00:03:15.529,Pass,
,,,,,,,,,,,,,,,,1.041035,,,,,,,,,,,,,,,4c33fd07-75c8-466b-a39b-107d32c69db5,113,,,"[86.4, 80.0]",3829486,3,,True,,,-1.1170739,,,,,,"[94.3, 63.8]",,Low Pass,,18.023596,,,,,Abdoulaye Sadio Diallo,31711.0,,,,,,Throw-in,1,From Throw In,Yannick Cahuzac,4350.0,Right Back,9,Bastia,2736,['5eadc01e-3585-4b1d-aa86-1e0104ef2508'],22,,,,,,,,,,,,,,,,,,Bastia,2736,00:03:22.208,Pass,
,,,,,,,,,,,,,,,,3.413118,,,,,,,,,,,,,,,f3bbb8eb-62ab-4bd3-bfe5-ce2ab1a59c86,116,,,"[26.8, 16.8]",3829486,3,,,,,0.23949927,,Right Foot,,,,"[87.0, 31.5]",,High Pass,,61.968784,,,Incomplete,,Wissam Ben Yedder,6723.0,,,,,,Free Kick,1,From Free Kick,Mauro Daniel Goicoechea Furia,22130.0,Goalkeeper,10,Toulouse,130,"['237b21e2-922f-41c3-a806-766fb35ddc71', 'b2239578-e812-4e69-bb85-959e72036103']",53,,,,,,,,,,,,,,,,,,Toulouse,130,00:03:53.381,Pass,
,,,,,,,,,,,,,,,,1.588151,,,,,,,,,,,,,,,b2239578-e812-4e69-bb85-959e72036103,119,,,"[33.1, 48.6]",3829486,3,,,,True,-0.23668501,,,,,,"[53.0, 43.8]",,High Pass,,20.47071,,,Incomplete,,Julian Palmieri,4508.0,,,,,,Recovery,1,From Free Kick,Mathieu Peybernes,23850.0,Left Center Back,10,Toulouse,130,"['7e0ed64b-5c5d-4b62-b028-34826d4c6b50', 'b40ba333-729f-4817-aeb5-8308c7178276', 'cdaa6ef7-dd13-411d-bb43-d72223ec7cde', 'f3bbb8eb-62ab-4bd3-bfe5-ce2ab1a59c86']",56,,,,,,,,,,,,,,,,,,Bastia,2736,00:03:56.794,Pass,True
