50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,ed8e6cd9-043d-43fd-ab49-25e9bcb44355,1,,,3829482,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Stade de Reims,156,,0,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 3980, 'name': 'Johny Placide'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 30}, {'player': {'id': 3248, 'name': 'Hamari Traoré'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 27}, {'player': {'id': 7498, 'name': 'Mickaël Tacalfred'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 22}, {'player': {'id': 7435, 'name': 'Anthony Weber'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 25}, {'player': {'id': 40521, 'name': 'Franck Signorino'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 46801, 'name': 'Jaba Kankava'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 4}, {'player': {'id': 7815, 'name': 'Antoine Devaux'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 6}, {'player': {'id': 7817, 'name': 'Frédéric Bulot'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 18}, {'player': {'id': 4545, 'name': 'Prince Oniangué'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 8}, {'player': {'id': 4383, 'name': 'Nicolas de Roussel de Préville'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 12}, {'player': {'id': 401453, 'name': 'David N""Gog'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 24}]}",Stade de Reims,156,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,f8adae08-abee-4bb9-9d0e-6dea18828d9a,2,,,3829482,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Stade de Reims,156,,0,,,,,,,,,,,,,,"{'formation': 343, 'lineup': [{'player': {'id': 3761, 'name': 'Mike Maignan'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 40}, {'player': {'id': 40523, 'name': 'Marko Baša'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 25}, {'player': {'id': 29057, 'name': 'Renato Civelli'}, 'position': {'id': 4, 'name': 'Center Back'}, 'jersey_number': 5}, {'player': {'id': 23203, 'name': 'Stopilla Sunzu'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 13}, {'player': {'id': 3446, 'name': 'Djibril Sidibé'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'jersey_number': 19}, {'player': {'id': 40486, 'name': 'Éric Bauthéac'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'jersey_number': 11}, {'player': {'id': 40522, 'name': 'Rio Antonio Zoba Mavuba'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 24}, {'player': {'id': 40697, 'name': 'Mounir Obbadi'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 3673, 'name': 'Yassine Benzia'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 9}, {'player': {'id': 3625, 'name': 'Sofiane Boufal'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 7}, {'player': {'id': 10330, 'name': 'Gadji Celi Carmen Junior Tallo'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 22}]}",Lille,143,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,96c4d013-b4c1-4414-9845-f07177e22d9e,3,,,3829482,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Stade de Reims,156,['4fced943-40a0-4103-be8a-052a345e6f35'],0,,,,,,,,,,,,,,,Lille,143,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,4fced943-40a0-4103-be8a-052a345e6f35,4,,,3829482,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Stade de Reims,156,['96c4d013-b4c1-4414-9845-f07177e22d9e'],0,,,,,,,,,,,,,,,Stade de Reims,156,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,590de395-989f-460e-b692-7f768f5f61a5,1467,,,3829482,45,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,,,,97,Lille,143,['00ec3775-2e98-4690-9dea-c21ddea45bb7'],0,,,,,,,,,,,,,,,Lille,143,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,00ec3775-2e98-4690-9dea-c21ddea45bb7,1468,,,3829482,45,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,,,,97,Lille,143,['590de395-989f-460e-b692-7f768f5f61a5'],0,,,,,,,,,,,,,,,Stade de Reims,156,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.476115,,,,,,,,,,,,,,,1a1a99fa-859f-429f-87f5-6537b1282089,5,,"[61.0, 40.1]",3829482,0,,True,,,-1.1383885,,Right Foot,,,"[61.6, 38.8]",,Ground Pass,,1.4317821,,,,,Gadji Celi Carmen Junior Tallo,10330.0,,,,,,Kick Off,1,From Kick Off,Yassine Benzia,3673.0,Right Wing,2,Lille,143,['18cd8776-a43c-485f-97f1-1a543f2f6bce'],0,,,,,,,,,,,,,,,Lille,143,00:00:00.356,Pass,
,,,,,,,,,,,,,,,,0.850546,,,,,,,,,,,,,,,b75a01ed-9d3b-44ef-a888-0491b9a25fbd,7,,"[61.3, 38.8]",3829482,0,,,,,2.8582847,,Left Foot,,,"[53.4, 41.1]",,Ground Pass,,8.228001,,,,,Mounir Obbadi,40697.0,,,,,,,1,From Kick Off,Gadji Celi Carmen Junior Tallo,10330.0,Center Forward,2,Lille,143,['4dbc1e6e-cee1-4a75-8d9a-9215264804a0'],1,,,,,,,,,,,,,,,Lille,143,00:00:01.644,Pass,
,,,,,,,,,,,,,,,,2.040888,,,,,,,,,,,,,,,11e9db3b-1f2c-4ac0-b3b6-634f00997ad2,10,,"[53.9, 41.1]",3829482,0,,,,,2.5294983,,Right Foot,,,"[29.4, 58.3]",,Ground Pass,,29.934763,,,,,Marko Baša,40523.0,,,,,,,1,From Kick Off,Mounir Obbadi,40697.0,Left Defensive Midfield,2,Lille,143,['9800ae73-50ff-41fe-8b2f-04f5ee808f85'],3,,,,,,,,,,,,,,,Lille,143,00:00:03.064,Pass,
,,,,,,,,,,,,,,,,2.243652,,,,,,,,,,,,,,,3a4ce58d-e437-439c-ac2a-c6c127b1206b,13,,"[29.4, 57.8]",3829482,0,,,,,-1.6408037,,Right Foot,,,"[27.1, 25.0]",,Ground Pass,,32.880543,,,,,Stopilla Sunzu,23203.0,,,,,,,1,From Kick Off,Marko Baša,40523.0,Right Center Back,2,Lille,143,['b64e0e20-9d89-4fb5-96af-3b51b8657971'],6,,,,,,,,,,,,,,,Lille,143,00:00:06.804,Pass,
