50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_to_post,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_saved_to_post,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,b9ee9f71-1815-4b6c-92b8-45c980981720,1,,,3900508,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Bordeaux,146,,0,,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 40533, 'name': 'Cédric Carrasso'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 16}, {'player': {'id': 30338, 'name': 'André Biyogo Poko'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 17}, {'player': {'id': 8385, 'name': 'Ludovic Lamine Sané'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 6}, {'player': {'id': 3256, 'name': 'Nicolas Pallois'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 5}, {'player': {'id': 4628, 'name': 'Diego Armando Valentin Contento'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 3779, 'name': 'Cédric Yambéré'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 21}, {'player': {'id': 3150, 'name': 'Jaroslav Plašil'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 18}, {'player': {'id': 5110, 'name': 'Henri Saivet'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 10}, {'player': {'id': 3196, 'name': 'Wahbi Khazri'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 24}, {'player': {'id': 42430, 'name': 'Nicolas Maurice-Belay'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 19}, {'player': {'id': 3184, 'name': 'Enzo Crivelli'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 27}]}",Bordeaux,146,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,ab744581-eee9-4a15-b8cf-487ec1fc0d01,2,,,3900508,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Bordeaux,146,,0,,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 3444, 'name': 'Danijel Subašić'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 3247, 'name': 'Fábio Henrique Tavares'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 3374, 'name': 'Andrea Raggi'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 24}, {'player': {'id': 10805, 'name': 'Ricardo Alberto Silveira de Carvalho'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 6}, {'player': {'id': 27558, 'name': 'Elderson Uwa Echiejile'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 21}, {'player': {'id': 3406, 'name': 'Jérémy Toulalan'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 28}, {'player': {'id': 11603, 'name': 'Mario Pašalić'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 20}, {'player': {'id': 3168, 'name': 'João Filipe Iria Santos Moutinho'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 8}, {'player': {'id': 3193, 'name': 'Bernardo Mota Veiga de Carvalho e Silva'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 10}, {'player': {'id': 9931, 'name': 'Hélder Wander Sousa Azevedo Costa'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 18}, {'player': {'id': 3246, 'name': 'Guido Marcelo Carrillo'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 11}]}",AS Monaco,129,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,c3bdbcf1-c2d4-4965-96f0-112ce6e8b2db,3,,,3900508,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Bordeaux,146,['6b135e1d-9b94-49d8-a87c-1cf86316161f'],0,,,,,,,,,,,,,,,,,,AS Monaco,129,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,6b135e1d-9b94-49d8-a87c-1cf86316161f,4,,,3900508,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Bordeaux,146,['c3bdbcf1-c2d4-4965-96f0-112ce6e8b2db'],0,,,,,,,,,,,,,,,,,,Bordeaux,146,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,91fb01f3-bb6c-4060-a8af-470bc8ea032d,1725,,,3900508,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,83,AS Monaco,129,['4ac4ac94-4be0-449f-8fd9-8e8098bb7de9'],0,,,,,,,,,,,,,,,,,,AS Monaco,129,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,4ac4ac94-4be0-449f-8fd9-8e8098bb7de9,1726,,,3900508,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,83,AS Monaco,129,['91fb01f3-bb6c-4060-a8af-470bc8ea032d'],0,,,,,,,,,,,,,,,,,,Bordeaux,146,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.368932,,,,,,,,,,,,,984d28f9-92e6-41d3-9849-4e987164bb6f,5,,"[61.0, 40.1]",3900508,0,,,,1.9379702,,Right Foot,,,,"[60.5, 41.4]",,Ground Pass,,1.3928388,,,,,Guido Marcelo Carrillo,3246.0,,,,,Kick Off,1,From Kick Off,João Filipe Iria Santos Moutinho,3168.0,Left Center Midfield,2,AS Monaco,129,['b7e68d96-be73-473f-b751-140d0909bc9e'],0,,,,,,,,,,,,,,,,,,AS Monaco,129,00:00:00.261,Pass,
,,,,,,,,,,,,,,,,1.502521,,,,,,,,,,,,,b172b756-9442-45f6-9352-1092c236ab9d,7,,"[60.5, 41.1]",3900508,0,,,,-2.5602124,,Right Foot,,,,"[46.5, 31.9]",,Ground Pass,,16.752314,,,,,Jérémy Toulalan,3406.0,,,,,,1,From Kick Off,Guido Marcelo Carrillo,3246.0,Center Forward,2,AS Monaco,129,['fba8da5f-43c1-4be3-98c2-0ae64dada1bd'],0,,,,,,,,,,,,,,,,,,AS Monaco,129,00:00:00.630,Pass,
,,,,,,,,,,,,,,,,1.973281,,,,,,,,,,,,,10ce337e-1efb-4331-aee5-a79a62d1de3c,9,,"[46.7, 31.9]",3900508,0,,,,-1.773404,,Right Foot,,,,"[41.4, 6.1]",,Ground Pass,,26.338755,,,,,Elderson Uwa Echiejile,27558.0,,,,,,1,From Kick Off,Jérémy Toulalan,3406.0,Center Defensive Midfield,2,AS Monaco,129,['59a33b2f-f6b0-4fe4-8bc5-c41569d89db0'],2,,,,,,,,,,,,,,,,,,AS Monaco,129,00:00:02.132,Pass,
,,,,,,,,,,,,,,,,0.849443,,,,,,,,,,,,,fed21466-8680-4415-882d-2dc57dbb7448,13,,"[43.4, 4.8]",3900508,0,,,,-0.21406068,,Left Foot,,,,"[54.9, 2.3]",,Ground Pass,,11.768602,,,,,Hélder Wander Sousa Azevedo Costa,9931.0,,,,,,1,From Kick Off,Elderson Uwa Echiejile,27558.0,Left Back,2,AS Monaco,129,['a024a400-6cb5-4e44-a32f-3b49e7b2a9d2'],4,,,,,,,,,,,,,,,,,,AS Monaco,129,00:00:04.909,Pass,
