ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,25a3af3a-87c7-432e-9fb5-2d6cdd11e235,1,,,3900490,0,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Rennes,134,,0,,,,,,,,,,,,,,,,"{'formation': 4411, 'lineup': [{'player': {'id': 3354, 'name': 'Benoît Guy Robert Costil'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 3022, 'name': 'Fallou Diagne'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 14}, {'player': {'id': 3753, 'name': 'Pedro Filipe Teodósio Mendes'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 5}, {'player': {'id': 40699, 'name': 'Sylvain Armand'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 22}, {'player': {'id': 3424, 'name': ""Cheikh M''Bengue""}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 29714, 'name': 'Yacouba Sylla'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 20}, {'player': {'id': 8672, 'name': 'Gélson da Conceição Tavares Fernandes'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 6}, {'player': {'id': 3292, 'name': 'Abdoulaye Doucouré'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 8}, {'player': {'id': 2985, 'name': 'Ludovic Baal'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 24}, {'player': {'id': 5692, 'name': 'Juan Fernando Quintero Paniagua'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 11}, {'player': {'id': 3018, 'name': 'Giovanni-Guy Yann Sio'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 13}]}",Rennes,134,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,abbed2d8-aba5-4e1e-98e9-4664023debcf,2,,,3900490,0,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Rennes,134,,0,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 4440, 'name': 'Kevin Trapp'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 16}, {'player': {'id': 20048, 'name': 'Gregory van der Wiel'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 23}, {'player': {'id': 3481, 'name': 'Serge Aurier'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 19}, {'player': {'id': 3295, 'name': 'Thiago Emiliano da Silva'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 2}, {'player': {'id': 26613, 'name': 'Maxwell Scherrer Cabelino Andrade'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 17}, {'player': {'id': 8515, 'name': 'Benjamin Stambouli'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 4}, {'player': {'id': 3026, 'name': 'Adrien Rabiot'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 25}, {'player': {'id': 4375, 'name': 'Blaise Matuidi'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 14}, {'player': {'id': 2995, 'name': 'Ángel Fabián Di María Hernández'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 11}, {'player': {'id': 3745, 'name': 'Lucas Rodrigues Moura da Silva'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 7}, {'player': {'id': 351521, 'name': 'Ezequiel Iván Lavezzi'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 22}]}",Paris Saint-Germain,131,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,6eceb4c6-4db0-410b-8cd4-607689ae8591,3,,,3900490,0,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Rennes,134,['bf97e1aa-94c3-4968-858c-a2b9f5428ce8'],0,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,bf97e1aa-94c3-4968-858c-a2b9f5428ce8,4,,,3900490,0,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Rennes,134,['6eceb4c6-4db0-410b-8cd4-607689ae8591'],0,,,,,,,,,,,,,,,,,Rennes,134,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,b6f48f38-fd92-4469-93ba-fedb95f9b4ec,2180,,,3900490,45,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,90,Paris Saint-Germain,131,['1c8ec57f-a292-4092-8b2a-306b9f7bfff2'],0,,,,,,,,,,,,,,,,,Rennes,134,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,1c8ec57f-a292-4092-8b2a-306b9f7bfff2,2181,,,3900490,45,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,90,Paris Saint-Germain,131,['b6f48f38-fd92-4469-93ba-fedb95f9b4ec'],0,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.585379,,,,,,,,,,,a7c72e5d-ce7b-4dcb-ac23-5cfcd052105e,5,,"[61.0, 40.1]",3900490,0,,,,2.1479886,,Right Foot,,,"[58.2, 44.4]",,Ground Pass,,5.1312766,,Lucas Rodrigues Moura da Silva,3745.0,,,,,Kick Off,1,From Kick Off,Ezequiel Iván Lavezzi,351521.0,Center Forward,2,Paris Saint-Germain,131,['9c4c3677-f62c-4209-b3a7-a3dff094cab7'],0,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:00.403,Pass,
,,,,,,,,,,,,,,,,1.676635,,,,,,,,,,,104e27ba-277d-4d42-bf53-777995431c24,8,,"[58.2, 44.2]",3900490,0,,,,-3.0903554,,Right Foot,,,"[46.5, 43.6]",,Ground Pass,,11.715375,,Benjamin Stambouli,8515.0,,,,,,1,From Kick Off,Lucas Rodrigues Moura da Silva,3745.0,Left Wing,2,Paris Saint-Germain,131,['41fe9040-5037-4b13-9a19-129a5fb83a9c'],1,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:01.068,Pass,
,,,,,,,,,,,,,,,,1.538637,,,,,,,,,,,a889e8fa-2fc7-4e81-a4ca-6012165bb5c4,11,,"[46.5, 43.6]",3900490,0,,,,2.4027557,,Left Foot,,,"[31.9, 56.9]",,Ground Pass,,19.749683,,Serge Aurier,3481.0,,,,,,1,From Kick Off,Benjamin Stambouli,8515.0,Center Defensive Midfield,2,Paris Saint-Germain,131,['1af013f6-1bc3-4eac-ad31-43982c8c3ae3'],3,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:03.552,Pass,
,,,,,,,,,,,,,,,,1.94245,,,,,,,,,,,646b0f7a-152b-4888-a590-1c4378a25308,14,,"[35.5, 54.9]",3900490,0,,,,-1.7642237,,Right Foot,,,"[29.8, 25.8]",,Ground Pass,,29.652992,,Thiago Emiliano da Silva,3295.0,,,,,,1,From Kick Off,Serge Aurier,3481.0,Right Center Back,2,Paris Saint-Germain,131,['c3230142-36a4-4d3a-93ca-c6ab673b6f78'],5,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:05.623,Pass,
