50_50,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,c3e34ee4-3f57-4f91-ac1a-91545e8e44b8,1,,,3900502,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Lorient,165,,0,,,,,,,,,,,,,,,,,"{'formation': 442, 'lineup': [{'player': {'id': 3008, 'name': 'Benjamin Lecomte'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 40}, {'player': {'id': 6335, 'name': 'Lamine Gassama'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 25}, {'player': {'id': 13286, 'name': 'Lamine Koné'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 2}, {'player': {'id': 7211, 'name': 'Zargo Touré'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 5}, {'player': {'id': 5209, 'name': 'Raphaël Adelino José Guerreiro'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 14}, {'player': {'id': 3140, 'name': 'François Bellugou'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 6}, {'player': {'id': 22587, 'name': 'Didier Ndong Ibrahim'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 7}, {'player': {'id': 3102, 'name': 'Yann Jouffre'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 8}, {'player': {'id': 7567, 'name': 'Maxime Barthelmé'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 28}, {'player': {'id': 3552, 'name': 'Benjamin Jeannot'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 22}, {'player': {'id': 33178, 'name': 'Benjamin Moukandjo Bilé'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 12}]}",Lorient,165,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,2765ac6b-1699-404c-a973-0452da99b015,2,,,3900502,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Lorient,165,,0,,,,,,,,,,,,,,,,,"{'formation': 442, 'lineup': [{'player': {'id': 7193, 'name': 'Paul Bernardoni'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 40}, {'player': {'id': 7301, 'name': 'Lossémy Karaboué'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 24}, {'player': {'id': 401479, 'name': 'Calvin Anele Ngcongca'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 31}, {'player': {'id': 42422, 'name': 'Dušan Veškovac'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 32}, {'player': {'id': 26752, 'name': 'Mouhamadou Dabo'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 35}, {'player': {'id': 3002, 'name': 'Benjamin Nivet'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 10}, {'player': {'id': 7415, 'name': 'Jessy Pi'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 25}, {'player': {'id': 401470, 'name': 'Fabien Camus'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 23}, {'player': {'id': 7376, 'name': 'Yoann Court'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 7}, {'player': {'id': 7336, 'name': 'Jimmy Cabot'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 21}, {'player': {'id': 29133, 'name': 'Brayan Andrés Perea Vargas'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 13}]}",Troyes,133,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,ab9a206a-5b23-423a-84e5-38d516081bd8,3,,,3900502,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Lorient,165,['a0823658-1516-4cd7-84bb-43898dd65ec6'],0,,,,,,,,,,,,,,,,,,Troyes,133,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,a0823658-1516-4cd7-84bb-43898dd65ec6,4,,,3900502,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Lorient,165,['ab9a206a-5b23-423a-84e5-38d516081bd8'],0,,,,,,,,,,,,,,,,,,Lorient,165,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,1700380c-f7b4-4a89-b19c-28c2456a6b2e,2099,,,3900502,45,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,100,Troyes,133,['04f73f73-8b10-4b63-bcdd-c0b68c8a0bd6'],0,,,,,,,,,,,,,,,,,,Lorient,165,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,04f73f73-8b10-4b63-bcdd-c0b68c8a0bd6,2100,,,3900502,45,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,100,Troyes,133,['1700380c-f7b4-4a89-b19c-28c2456a6b2e'],0,,,,,,,,,,,,,,,,,,Troyes,133,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.718801,,,,,,,,,,,,,3ceb2cb1-6969-4ec2-aa8c-a9856b63a69c,5,,"[61.0, 40.1]",3900502,0,True,,,-1.8692952,,Left Foot,,,"[60.2, 37.5]",,Ground Pass,,2.720294,,,Jimmy Cabot,7336.0,,,,,,Kick Off,1,From Kick Off,Brayan Andrés Perea Vargas,29133.0,Left Center Forward,2,Troyes,133,['cdd68bda-b652-49f1-8d38-f5d509d51ee8'],0,,,,,,,,,,,,,,,,,,Troyes,133,00:00:00.647,Pass,
,,,,,,,,,,,,,,,,,,1.948338,,,,,,,,,,,,,269ac279-a651-4140-94b7-efa6b7756df2,7,,"[57.4, 40.6]",3900502,0,,,,2.1774015,,Right Foot,,,"[43.8, 60.2]",,Ground Pass,,23.856236,,,Lossémy Karaboué,7301.0,,,,,,,1,From Kick Off,Jimmy Cabot,7336.0,Right Center Forward,2,Troyes,133,['8893683d-de1a-4dac-b1f5-6d3cdfff7ecf'],1,,,,,,,,,,,,,,,,,,Troyes,133,00:00:01.988,Pass,
,,,,,,,,,,,,,,,,,,1.229367,,,,,,,,,,,,,6ccd5d21-26a9-4d3a-b9e7-4850797368a7,10,,"[42.5, 61.2]",3900502,0,,,,-2.7954566,,Right Foot,,,"[24.2, 54.6]",,Ground Pass,,19.45379,,,Calvin Anele Ngcongca,401479.0,,,,,,,1,From Kick Off,Lossémy Karaboué,7301.0,Right Back,2,Troyes,133,['218d9fb6-c78f-4b56-8053-973f4f583d11'],4,,,,,,,,,,,,,,,,,,Troyes,133,00:00:04.594,Pass,
,,,,,,,,,,,,,,,,,,3.340007,,,,,,,,,,,,,a86216eb-1c70-4213-85ec-4e0cd90aa8c4,13,,"[26.8, 58.6]",3900502,0,,,,-0.43876585,,Right Foot,,,"[80.5, 33.4]",,High Pass,,59.318886,Unknown,,Brayan Andrés Perea Vargas,29133.0,,,,,,,1,From Kick Off,Calvin Anele Ngcongca,401479.0,Right Center Back,2,Troyes,133,['baccfc9a-871d-43a9-8b50-d918ccaecc96'],7,,,,,,,,,,,,,,,,,,Troyes,133,00:00:07.624,Pass,
