50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,0.821478,,,,,,,,,,,2c1f95eb-0bdf-4004-a9b0-ffc9a56c4883,16,,"[54.0, 63.4]",3900568,0,,,,True,2.885225,,,,,"[43.7, 66.1]",,Low Pass,,10.648005,,,,,Rafael Pereira da Silva,3156.0,,,,,,1,Regular Play,Gnaly Maxwell Cornet,3162.0,Right Center Forward,3,Lyon,137,"['3d486b51-da34-42ad-83e9-4c5b0fa151da', 'b7177bee-c68d-4d8e-a603-50bbc15b63ac']",14,,,,,,,,,,,,,,,,,,Lyon,137,00:00:14.439,Pass,True
,,,,,,,,,,,,,,,,,,1.539705,,,,,,,,,,,fe381362-6129-4d2c-896a-5c37e4237ce9,21,,"[60.1, 13.8]",3900568,0,,,,,0.28010798,,Left Foot,,,"[67.4, 15.9]",,Low Pass,,7.5960517,,,,,David Ducourtioux,401509.0,,,,,Recovery,1,Regular Play,Issiaga Sylla,4352.0,Left Back,3,Lyon,137,"['df8b72bd-c780-41b8-b547-b0b77c480972', 'f531203f-3515-4753-b4e4-3052b2feb82e']",17,,,,,,,,,,,,,,,,,,Gazélec Ajaccio,160,00:00:17.173,Pass,True
,,,,,,,,,,,,,,,,,,1.312656,,,,,,,,,,,019daf43-f59d-445a-86e0-2f4d3cbd6206,24,,"[62.6, 15.8]",3900568,0,,,,,3.1350138,,Right Foot,,,"[47.4, 15.9]",,Ground Pass,,15.200329,,,Incomplete,,Jérôme Le Moigne,401507.0,,,,,,1,Regular Play,David Ducourtioux,401509.0,Left Center Midfield,3,Lyon,137,"['12b190c2-b83b-4a46-910a-a947695761ed', '2e2dd1b9-d2ec-4a68-bddd-37021ab9b365']",18,,,,,,,,,,,,,,,,,,Gazélec Ajaccio,160,00:00:18.775,Pass,
,,,,,,,,,,,,,,,,,,2.333981,,,,,,,,,,,c304a479-8495-48d3-ab65-7c55d887e2e0,31,,"[77.6, 61.1]",3900568,0,,,,,-0.7705844,,Left Foot,,,"[105.0, 34.5]",,High Pass,,38.187958,,,Incomplete,,Rafael Pereira da Silva,3156.0,,,,,,1,Regular Play,Gnaly Maxwell Cornet,3162.0,Right Center Forward,3,Lyon,137,"['852dad82-34b0-4c01-b09a-298a50dff01b', 'e94a7dc6-e18b-4f3f-9e36-c93284f44b5e']",22,,,,,,,,,,,,,,,,,,Lyon,137,00:00:22.118,Pass,
,,,,,,,,,,,,,,,,,,1.804709,,,,,,,,,,,73efb9c2-8ae6-4703-92ff-d6a71cce1858,35,,"[68.4, 38.0]",3900568,0,,,,True,-1.1603304,,,,,"[73.1, 27.2]",,High Pass,,11.77837,,,,,Clément Grenier,3361.0,,,,,Recovery,1,Regular Play,Corentin Tolisso,5480.0,Center Defensive Midfield,3,Lyon,137,"['4405d5da-0d31-42c2-93a7-7b8aa511a468', 'e59b4dba-2d91-419a-8d6a-0273df37defa']",27,,,,,,,,,,,,,,,,,,Lyon,137,00:00:27.321,Pass,True
,,,,,,,,,,,,,,,,,,1.676585,,,,,,,,,,,94061bc7-b6d0-4b8d-8770-9d7ded539875,38,,"[73.1, 27.2]",3900568,0,,,,,-1.3787483,,Right Foot,,,"[75.2, 16.4]",,Ground Pass,,11.002273,,,,,Henri Bedimo Nsamè,4895.0,,,,,,1,Regular Play,Clément Grenier,3361.0,Left Center Midfield,3,Lyon,137,['a733738a-8fdd-4a1f-a4d8-954c2aaa69ed'],29,,,,,,,,,,,,,,,,,,Lyon,137,00:00:29.413,Pass,
,,,,,,,,,,,,,,,,,,1.849348,,,,,,,,,,,158d8eb5-851d-4dfb-bf4e-57d24f88c4b8,41,,"[76.3, 14.8]",3900568,0,,,,,-0.18076369,,Left Foot,,,"[105.3, 9.5]",,Ground Pass,,29.480333,,,,,Claudio Beauvue,6600.0,,,,,,1,Regular Play,Henri Bedimo Nsamè,4895.0,Left Wing Back,3,Lyon,137,['27810059-895b-4143-9d4c-9fe88aa12cb9'],31,,,,,,,,,,,,,,,,,,Lyon,137,00:00:31.162,Pass,
,,,,,,,,,,,,,,,,,,0.957643,,,,,,,,,,,49c3d902-1b74-405d-b417-dbc8bc63ea56,47,,"[104.6, 8.3]",3900568,1,,,,,1.0879203,,Right Foot,,,"[115.4, 28.9]",,High Pass,,23.259407,,,,,Corentin Tolisso,5480.0,,,,,Free Kick,1,From Free Kick,Clément Grenier,3361.0,Left Center Midfield,4,Lyon,137,['66fda740-3d1d-4ade-904e-1ce05ea69f4d'],10,,,,,,,,,,,,,,,,,,Lyon,137,00:01:10.928,Pass,
,,,,,,,,,,,,,,,,,,0.598471,,,,,,,,,,,60c7c7cd-2cc8-4e90-8328-930da7695eaa,50,,"[114.5, 28.9]",3900568,1,,,,,1.2801971,,No Touch,,,"[117.7, 39.6]",,Low Pass,,11.168259,,True,Incomplete,,Clément Grenier,3361.0,,,,,,1,From Free Kick,Corentin Tolisso,5480.0,Center Defensive Midfield,4,Lyon,137,"['8bb4e3f6-7a1c-431d-814e-d723d0c7620f', 'd1212b2f-0b3c-48ae-ae30-1bc3d30225e5']",11,,,,,,,,,,,,,,,,,,Lyon,137,00:01:11.926,Pass,
,,,,,,,,,,,,,,,,,,2.663601,,,,,,,,,,,f535d600-1a06-449d-821b-13c2945fb743,54,,"[14.4, 28.4]",3900568,1,,,,,-0.11967849,,Drop Kick,,,"[77.6, 20.8]",,High Pass,,63.655323,,,Incomplete,,,,,,,,,1,Regular Play,Clément Maury,401508.0,Goalkeeper,5,Gazélec Ajaccio,160,['532d8df0-214c-4d68-becf-a9d67376a3b6'],20,,,,,,,,,,,,,,,,,,Gazélec Ajaccio,160,00:01:20.289,Pass,
,,,,,,,,,,,,,,,,,,3.556123,,,,,,,,,,,532d8df0-214c-4d68-becf-a9d67376a3b6,55,,"[42.5, 59.3]",3900568,1,,,,,-0.25773558,,Head,,,"[66.4, 53.0]",,High Pass,,24.71639,,,Incomplete,,Gnaly Maxwell Cornet,3162.0,,,,,Recovery,1,Regular Play,Bakary Koné,4450.0,Right Center Back,5,Gazélec Ajaccio,160,"['a1d6f236-6031-481b-b528-7dc2b91ec632', 'd6fd561e-adf2-4f49-86a9-4cfb49137347', 'f535d600-1a06-449d-821b-13c2945fb743']",22,,,,,,,,,,,,,,,,,,Lyon,137,00:01:22.953,Pass,
,,,,,,,,,,,,,,,,,,1.575288,,,,,,,,,,,a1d6f236-6031-481b-b528-7dc2b91ec632,58,,"[53.7, 27.1]",3900568,1,,,,True,1.0887176,,,,,"[58.2, 35.7]",,Low Pass,,9.706183,,,,,Amos Youga,7389.0,,,,,Recovery,1,Regular Play,Jérôme Le Moigne,401507.0,Center Defensive Midfield,5,Gazélec Ajaccio,160,"['532d8df0-214c-4d68-becf-a9d67376a3b6', '598ffde5-9a24-4769-9358-3fa2877c1c8c', 'd0313136-e4bc-4941-b2cd-50e8c54934f7']",26,,,,,,,,,,,,,,,,,,Gazélec Ajaccio,160,00:01:26.509,Pass,True
,,,,,,,,,,,,,,,,,,2.372748,,,,,,,,,,,8d57c079-70b5-4fe6-b6ef-9a1e13d26f20,62,,"[57.8, 36.8]",3900568,1,,,,,0.40187064,,Right Foot,,,"[73.8, 43.6]",,High Pass,,17.385052,,,Unknown,,,,,,,,,1,Regular Play,Amos Youga,7389.0,Right Center Midfield,5,Gazélec Ajaccio,160,['9459601a-9424-48ea-9c0d-bdcb2c7418d5'],28,,,,,,,,,,,,,,,,,,Gazélec Ajaccio,160,00:01:28.169,Pass,True
,,,,,,,,,,,,,,,,,,0.998531,,,,,,,,,,,36e66866-7e5c-48a6-b90c-a2720a92d145,65,,"[46.3, 38.6]",3900568,2,,,,,1.0691923,,Left Foot,,,"[49.7, 44.8]",,Ground Pass,,7.071068,,,,,Corentin Tolisso,5480.0,,,,,Free Kick,1,From Free Kick,Maxime Gonalons,6982.0,Center Back,6,Lyon,137,['0eefbeaf-d8ba-439f-917c-48df778fe332'],7,,,,,,,,,,,,,,,,,,Lyon,137,00:02:07.383,Pass,
,,,,,,,,,,,,,,,,,,1.874232,,,,,,,,,,,f6058db5-e59d-42c1-aa5e-90b2362f7e31,68,,"[47.5, 43.7]",3900568,2,,,,,-1.7757963,,Right Foot,,,"[43.3, 23.5]",,Ground Pass,,20.632013,,,,,Mapou Yanga-Mbiwa,4463.0,,,,,,1,From Free Kick,Corentin Tolisso,5480.0,Center Defensive Midfield,6,Lyon,137,['23b02afa-ad89-4186-9111-d2ee11a760f3'],9,,,,,,,,,,,,,,,,,,Lyon,137,00:02:09.286,Pass,
,,,,,,,,,,,,,,,,,,1.585354,,,,,,,,,,,89db5084-2693-4ce4-89f1-c3437094a049,71,,"[48.9, 22.9]",3900568,2,,,,,-0.6654942,,Left Foot,,,"[67.5, 8.3]",,Ground Pass,,23.645718,,,,,Henri Bedimo Nsamè,4895.0,,,,,,1,From Free Kick,Mapou Yanga-Mbiwa,4463.0,Left Center Back,6,Lyon,137,['d6f2a8f7-3f40-49d4-90fa-849862fc17c4'],12,,,,,,,,,,,,,,,,,,Lyon,137,00:02:12.314,Pass,
,,,,,,,,,,,,,,,,,,0.275109,,,,,,,,,,,88018a41-0acb-4790-9553-0f7d8e5ded29,75,,"[59.8, 10.3]",3900568,2,,,,,1.5707964,,Left Foot,,,"[59.8, 14.8]",,Ground Pass,,4.5,,,Incomplete,,Steed Malbranque,40407.0,,,,,,1,From Free Kick,Henri Bedimo Nsamè,4895.0,Left Wing Back,6,Lyon,137,"['11779b14-bd5a-4ac6-aaef-f8c8d30590da', '4a5a0b72-408e-49bb-9da4-398073629e7d']",18,,,,,,,,,,,,,,,,,,Lyon,137,00:02:18.940,Pass,
,,,,,,,,,,,,,,,,,,1.494252,,,,,,,,,,,e99725a0-397f-4c52-873a-466c8a7a2de8,84,,"[36.2, 24.1]",3900568,2,,,,,2.55359,,Right Foot,,,"[27.2, 30.1]",,Ground Pass,,10.816654,,,,,Maxime Gonalons,6982.0,,,,,,1,From Free Kick,Clément Grenier,3361.0,Left Center Midfield,6,Lyon,137,['228dccec-b276-4068-8c9b-2d633a7163a0'],23,,,,,,,,,,,,,,,,,,Lyon,137,00:02:23.342,Pass,
,,,,,,,,,,,,,,,,,,2.748409,,,,,,,,,,,820de6a4-54d6-4170-ab41-37860f08386a,87,,"[27.2, 30.1]",3900568,2,,,,,1.1696335,,Right Foot,,,"[43.7, 69.0]",,High Pass,,42.254704,,,,,Rafael Pereira da Silva,3156.0,,,,,,1,From Free Kick,Maxime Gonalons,6982.0,Center Back,6,Lyon,137,['f5af422f-3b14-4d71-87da-a67d22532ee9'],26,,,,,,,,,,,,,,,,,,Lyon,137,00:02:26.463,Pass,
,,,,,,,,,,,,,,,,,,0.872786,,,,,,,,,,,a1aa5fbf-7d56-4a10-8233-1c6f9da334df,90,,"[66.4, 69.5]",3900568,2,,,,,-0.70712703,,Right Foot,,,"[77.4, 60.1]",,Ground Pass,,14.469277,,,Incomplete,,Gnaly Maxwell Cornet,3162.0,,,,,,1,From Free Kick,Rafael Pereira da Silva,3156.0,Right Wing Back,6,Lyon,137,"['0168f10b-e0c1-4c04-bdc2-8b57ff03d908', '300304e4-1bec-4567-8498-996fb9e5b312']",31,,,,,,,,,,,,,,,,,,Lyon,137,00:02:31.691,Pass,
,,,,,,,,,,,,,,,,,,0.612929,,,,,,,,,,,41ea7a04-4fc2-4657-8127-fc0c6f95db02,96,,"[79.9, 53.7]",3900568,2,,,,,0.27384204,,Right Foot,,,"[88.8, 56.2]",,Ground Pass,,9.244458,,,Incomplete,,Gnaly Maxwell Cornet,3162.0,,,,,,1,From Free Kick,Claudio Beauvue,6600.0,Left Center Forward,6,Lyon,137,"['05202308-0986-47ee-bdc7-051d15e12e92', '42779771-6b86-435a-9954-72ad79a5a5a1', 'e54bd48d-1043-46ef-b15f-11fcd4a5166b']",35,,,,,,,,,,,,,,,,,,Lyon,137,00:02:35.068,Pass,True
,,,,,,,,,,,,,,,,,,0.251205,,,,,,,,,,,67099473-5a94-42a9-b6b4-d1fc53acb5fb,101,,"[33.4, 27.1]",3900568,2,,,,,1.9040406,,Right Foot,,,"[31.6, 32.3]",,Low Pass,,5.5027266,,,Incomplete,,,,,,,,,1,Regular Play,Jérémie Bréchet,7603.0,Left Center Back,7,Gazélec Ajaccio,160,"['23460ffe-7d3c-42df-a5eb-2de911884165', '464de8e4-7b68-4452-b953-5d0b2787623b']",36,,,,,,,,,,,,,,,,,,Gazélec Ajaccio,160,00:02:36.547,Pass,True
,,,,,,,,,,,,,,,,,,3.092573,,,,,,,,,,,bafff7a3-9df0-401e-9a8a-613379f280e9,106,,"[29.6, 29.5]",3900568,2,,,,,-0.22899424,,Left Foot,,,"[82.8, 17.1]",,High Pass,,54.626,,,Incomplete,,Jacques Zoua Daogari,401505.0,,,,,,1,Regular Play,Clément Maury,401508.0,Goalkeeper,7,Gazélec Ajaccio,160,"['bdc0d10b-2450-49ca-8fc7-fdb74ec5bb1a', 'e4bd9ee6-b333-4dac-adfc-b8a678147e9e']",57,,,,,,,,,,,,,,,,,,Gazélec Ajaccio,160,00:02:57.167,Pass,
,,,,,,,,,,,,,,,,,,1.454284,,,,,,,,,,,bdc0d10b-2450-49ca-8fc7-fdb74ec5bb1a,109,,"[37.3, 63.0]",3900568,3,,,,True,-0.40736908,,,,,"[51.9, 56.7]",,Low Pass,,15.9012575,,,Incomplete,,Gnaly Maxwell Cornet,3162.0,,,,,Recovery,1,Regular Play,Bakary Koné,4450.0,Right Center Back,7,Gazélec Ajaccio,160,"['29d61ca5-16ff-4e6d-bdca-4d1b48de84cb', '35eeb2f8-64af-446d-beb8-224be4fa7abf', 'bafff7a3-9df0-401e-9a8a-613379f280e9', 'd138a2cf-ba12-4ce9-b191-d9404fd3f7bf']",0,,,,,,,,,,,,,,,,,,Lyon,137,00:03:00.259,Pass,True
,,,,,,,,,,,,,,,,,,1.829646,,,,,,,,,,,d138a2cf-ba12-4ce9-b191-d9404fd3f7bf,111,,"[68.2, 23.4]",3900568,3,,,,,-1.8717166,,Head,,,"[64.6, 11.8]",,Low Pass,,12.1457815,,,,,Issiaga Sylla,4352.0,,,,,Recovery,1,Regular Play,Jérôme Le Moigne,401507.0,Center Defensive Midfield,7,Gazélec Ajaccio,160,"['bdc0d10b-2450-49ca-8fc7-fdb74ec5bb1a', 'ccefcd2c-ae5f-43c6-95f1-2b6f25a56a5d']",1,,,,,,,,,,,,,,,,,,Gazélec Ajaccio,160,00:03:01.714,Pass,
,,,,,,,,,,,,,,,,,,0.534528,,,,,,,,,,,cad1a7b6-be6d-4938-9bff-a9433c8a6d1c,114,,"[65.3, 11.9]",3900568,3,,,,,-0.32420754,,Left Foot,,,"[77.5, 7.8]",,Ground Pass,,12.870509,,,,,David Ducourtioux,401509.0,,,,,,1,Regular Play,Issiaga Sylla,4352.0,Left Back,7,Gazélec Ajaccio,160,['a9c78697-6945-4d81-a7d0-76037078d643'],4,,,,,,,,,,,,,,,,,,Gazélec Ajaccio,160,00:03:04.549,Pass,
,,,,,,,,,,,,,,,,,,0.718126,,,,,,,,,,,7e85c3ea-992d-40ec-ae2c-6ddca3b8e59a,117,,"[76.6, 9.9]",3900568,3,,,,,2.5990133,,Right Foot,,,"[69.8, 14.0]",,Ground Pass,,7.940403,,,,,Issiaga Sylla,4352.0,,,,,,1,Regular Play,David Ducourtioux,401509.0,Left Center Midfield,7,Gazélec Ajaccio,160,['43cbb08b-a952-42f7-a33a-62f67ceb2594'],5,,,,,,,,,,,,,,,,,,Gazélec Ajaccio,160,00:03:05.269,Pass,
,,,,,,,,,,,,,,,,,,0.842185,,,,,,,,,,,87d67860-3c19-420a-b64e-c7ff638355ee,121,,"[71.5, 15.8]",3900568,3,,,True,,-1.5899023,,Left Foot,,,"[71.2, 0.1]",,Ground Pass,,15.702866,,,Injury Clearance,,,,,,,,,1,Regular Play,Issiaga Sylla,4352.0,Left Back,7,Gazélec Ajaccio,160,,9,,,,,,,,,,,,,,,,,,Gazélec Ajaccio,160,00:03:09.360,Pass,
,,,,,,,,,,,,,,,,,,0.956447,,,,,,,,,,,8c200ba3-065f-47e2-a5ed-c48691081b8d,123,,"[48.9, 80.0]",3900568,3,,True,,,-0.52195704,,,,,"[64.2, 71.2]",,Low Pass,,17.650213,,,,,Gnaly Maxwell Cornet,3162.0,,,,,Throw-in,1,From Throw In,Rafael Pereira da Silva,3156.0,Right Wing Back,8,Lyon,137,['d08d11b8-9e8b-4a46-bdea-ea21fde85784'],39,,,,,,,,,,,,,,,,,,Lyon,137,00:03:39.514,Pass,
,,,,,,,,,,,,,,,,,,4.049148,,,,,,,,,,,9975fdee-f2c8-4b24-8751-3c11a4e15ea9,125,,"[64.7, 71.2]",3900568,3,,,,,-0.21946491,,Right Foot,,,"[104.6, 62.3]",,Ground Pass,,40.880558,,,Injury Clearance,,,,,,,,,1,From Throw In,Gnaly Maxwell Cornet,3162.0,Right Center Forward,8,Lyon,137,,40,,,,,,,,,,,,,,,,,,Lyon,137,00:03:40.592,Pass,
,,,,,,,,,,,,,,,,,,5.997168,,,,,,,,,,,9b3507f1-c1da-41b9-b1d5-3783e43813c9,128,,"[24.1, 22.0]",3900568,3,,,,,0.6027122,,Left Foot,,,"[94.0, 70.1]",,High Pass,,84.85058,,,Incomplete,,,,,True,,,,1,From Throw In,Clément Maury,401508.0,Goalkeeper,8,Lyon,137,['92e93976-b1e5-4634-a199-4b653be40656'],54,,,,,,,,,,,,,,,,,,Gazélec Ajaccio,160,00:03:54.411,Pass,
