50_50,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,1.191958,,,,,,,,,,,,,4187f65e-82b0-41eb-a448-1628cea1e00a,15,,"[70.4, 11.7]",3829518,0,,,,,-1.0590575,,Right Foot,,,"[74.5, 4.4]",,Low Pass,,8.372574,,Incomplete,,Djibril Sidibé,3446.0,,,,,,,1,From Kick Off,Yassine Benzia,3673.0,Center Forward,2,Lille,143,"['176daf3e-e299-43e0-b8e6-5d54a7fdde16', '22548629-1e70-4875-adea-23efcd2402eb']",6,,,,,,,,,,,,,,,,,Lille,143,00:00:06.839,Pass,
,,,,,,,,,,,,,,,,3.057518,,,,,,,,,,,,,176daf3e-e299-43e0-b8e6-5d54a7fdde16,17,,"[45.6, 75.7]",3829518,0,,,,,-0.19232975,,Right Foot,,,"[64.6, 72.0]",,High Pass,,19.35691,,Incomplete,,Romain Alessandrini,15296.0,,,,,,Recovery,1,From Kick Off,Javier Manquillo Gaitán,3075.0,Right Back,2,Lille,143,"['3347101e-ba8c-4e62-9979-2ac2b32db076', '4187f65e-82b0-41eb-a448-1628cea1e00a', '7fbe268e-3877-415a-a334-df183ceaf7e5']",8,,,,,,,,,,,,,,,,,Marseille,147,00:00:08.031,Pass,
,,,,,,,,,,,,,,,,1.02539,,,,,,,,,,,,,7fbe268e-3877-415a-a334-df183ceaf7e5,19,,"[55.5, 8.1]",3829518,0,,,,True,0.8473876,,,,,"[62.3, 15.8]",,Low Pass,,10.272779,,Incomplete,,Florent Balmont,3211.0,,,,,,Recovery,1,From Kick Off,Djibril Sidibé,3446.0,Left Back,2,Lille,143,"['176daf3e-e299-43e0-b8e6-5d54a7fdde16', '1d9c2057-6eb5-49d9-8cda-1e4bb1539cc3', '57b08dd7-0e06-40e3-bb3b-151a384f89a5', 'fa761b07-2610-4768-9d32-04ebb6def0f9']",11,,,,,,,,,,,,,,,,,Lille,143,00:00:11.089,Pass,True
,,,,,,,,,,,,,,,,0.710322,,,,,,,,,,,,,57b08dd7-0e06-40e3-bb3b-151a384f89a5,22,,"[57.8, 64.3]",3829518,0,,,,,-1.4986327,,Left Foot,,,"[58.4, 56.0]",,Low Pass,,8.321658,,,,Lucas Silva Borges,25199.0,,,,,,Recovery,1,Regular Play,Lassana Diarra,3181.0,Right Defensive Midfield,3,Marseille,147,"['56837fde-d54d-4083-bee6-13faceca6cec', '7fbe268e-3877-415a-a334-df183ceaf7e5']",12,,,,,,,,,,,,,,,,,Marseille,147,00:00:12.114,Pass,
,,,,,,,,,,,,,,,,1.258033,,,,,,,,,,,,,3c7282d0-5556-4f17-b724-088de2c8cff8,27,,"[58.4, 56.0]",3829518,0,,,,,-0.17257796,,Right Foot,,,"[69.3, 54.1]",,High Pass,,11.064357,,,,Michy Batshuayi Tunga,3457.0,,,,,,,1,Regular Play,Lucas Silva Borges,25199.0,Left Defensive Midfield,3,Marseille,147,['2cffe143-12d9-429e-82b3-68437869810c'],13,,,,,,,,,,,,,,,,,Marseille,147,00:00:13.001,Pass,
,,,,,,,,,,,,,,,,0.983047,,,,,,,,,,,,,0a7001ca-14f4-46c2-b7ac-82efbff66f6f,34,,"[46.0, 28.8]",3829518,0,,,,,2.8764617,,Right Foot,,,"[30.9, 32.9]",,Ground Pass,,15.646725,,,,Renato Civelli,29057.0,,,,,,,1,Regular Play,Rio Antonio Zoba Mavuba,40522.0,Left Defensive Midfield,4,Lille,143,['9e00aa13-8459-4340-b6a2-f31a4ede1705'],16,,,,,,,,,,,,,,,,,Lille,143,00:00:16.078,Pass,
,,,,,,,,,,,,,,,,1.603494,,,,,,,,,,,,,95cb5f0d-1b82-463b-84ca-23866aa56f1d,38,,"[26.8, 30.3]",3829518,0,,,,,-1.3037462,,Left Foot,,,"[32.6, 9.1]",,Ground Pass,,21.97908,,,,Djibril Sidibé,3446.0,,,,,,,1,Regular Play,Renato Civelli,29057.0,Right Center Back,4,Lille,143,"['7955e1ae-fa07-45f1-9b11-d36b5a5a9587', 'bc25728f-da97-43d7-8742-1465e3211b67']",18,,,,,,,,,,,,,,,,,Lille,143,00:00:18.421,Pass,True
,,,,,,,,,,,,,,,,1.837389,,,,,,,,,,,,,a2ada8bc-d6ae-4bbf-bd73-a9a901eea0d8,41,,"[33.6, 8.3]",3829518,0,,,,,2.7030795,,Right Foot,,,"[19.1, 15.1]",,Ground Pass,,16.015305,,,,Bakary Adama Soumaoro,3677.0,,,,,,,1,Regular Play,Djibril Sidibé,3446.0,Left Back,4,Lille,143,['82e6dcda-6e9b-464c-80f7-870b5268bc8b'],20,,,,,,,,,,,,,,,,,Lille,143,00:00:20.033,Pass,
,,,,,,,,,,,,,,,,1.160761,,,,,,,,,,,,,8f1417ef-ff25-4ef1-a89e-8878c503a933,44,,"[21.9, 15.3]",3829518,0,,,,,-0.06981641,,Right Foot,,,"[36.2, 14.3]",,Ground Pass,,14.334923,,,,Marvin Martin,7441.0,,,,,,,1,Regular Play,Bakary Adama Soumaoro,3677.0,Left Center Back,4,Lille,143,['f85ed47f-206a-4c21-b48b-ca722294878d'],24,,,,,,,,,,,,,,,,,Lille,143,00:00:24.663,Pass,
,,,,,,,,,,,,,,,,1.232677,,,,,,,,,,,,,cd89d47c-292a-43ab-bb62-8ad91020a88c,47,,"[38.6, 9.6]",3829518,0,,,,,-0.44300157,,Right Foot,,,"[52.3, 3.1]",,Ground Pass,,15.163773,,,,Sofiane Boufal,3625.0,,,,,,,1,Regular Play,Marvin Martin,7441.0,Center Attacking Midfield,4,Lille,143,['9208cc8f-e20b-4d55-be1e-02d7229bfbd5'],27,,,,,,,,,,,,,,,,,Lille,143,00:00:27.657,Pass,
,,,,,,,,,,,,,,,,1.265839,,,,,,,,,,,,,8bb08fd9-1794-47f4-887e-2fbe81c904a5,51,,"[57.2, 2.9]",3829518,0,,,,,3.1061466,,Right Foot,,,"[43.1, 3.4]",,Ground Pass,,14.108863,,,,Djibril Sidibé,3446.0,,,,,,,1,Regular Play,Sofiane Boufal,3625.0,Left Wing,4,Lille,143,"['c7b07e49-9e72-4192-bc20-748fee4bd894', 'd3036575-3782-4a65-8503-bfd0b8f1b925']",31,,,,,,,,,,,,,,,,,Lille,143,00:00:31.724,Pass,True
,,,,,,,,,,,,,,,,1.424495,,,,,,,,,,,,,8436c936-6a0a-48bd-9724-8362dfb8cea6,54,,"[43.1, 3.4]",3829518,0,,,,,2.4625874,,Left Foot,,,"[31.7, 12.6]",,Ground Pass,,14.649232,,,,Bakary Adama Soumaoro,3677.0,,,,,,,1,Regular Play,Djibril Sidibé,3446.0,Left Back,4,Lille,143,['59f69752-fb26-4b34-af38-f88dce8ae4c4'],33,,,,,,,,,,,,,,,,,Lille,143,00:00:33.734,Pass,
,,,,,,,,,,,,,,,,1.76275,,,,,,,,,,,,,fd627623-712f-4a7f-8d79-6690290c4b8a,57,,"[28.7, 13.6]",3829518,0,,,,,1.5920134,,Right Foot,,,"[27.9, 51.3]",,Ground Pass,,37.70849,,,,Renato Civelli,29057.0,,,,,,,1,Regular Play,Bakary Adama Soumaoro,3677.0,Left Center Back,4,Lille,143,['6f5f0ec3-27b6-4873-9570-6fcb7ef4598e'],36,,,,,,,,,,,,,,,,,Lille,143,00:00:36.293,Pass,
,,,,,,,,,,,,,,,,1.330223,,,,,,,,,,,,,4e150a92-a929-4124-b71d-fd7308aca319,60,,"[36.6, 67.1]",3829518,0,,,,,0.56902504,,Right Foot,,,"[56.3, 79.7]",,Ground Pass,,23.384825,,Out,,Sébastien Corchia,6716.0,,,,,,,1,Regular Play,Renato Civelli,29057.0,Right Center Back,4,Lille,143,['51f58f27-e472-42be-a450-58a50a53eef2'],40,,,,,,,,,,,,,,,,,Lille,143,00:00:40.785,Pass,
,,,,,,,,,,,,,,,,1.336844,,,,,,,,,,,,,ebb74773-feb4-422d-8ca7-7c199dd5ce0a,62,,"[64.0, 0.1]",3829518,0,,,,,0.30425963,,,,,"[84.7, 6.6]",,High Pass,,21.696543,,Incomplete,,Georges-Kévin Nkoudou Mbida,3639.0,,,,,,Throw-in,1,From Throw In,Benjamin Mendy,3261.0,Left Back,5,Marseille,147,"['47ca826e-bdb3-4e0c-a128-935a297c725e', 'ff1d5325-0061-4ce4-ba65-d6c574b8cbac']",59,,,,,,,,,,,,,,,,,Marseille,147,00:00:59.847,Pass,
,,,,,,,,,,,,,,,,1.919497,,,,,,,,,,,,,ff1d5325-0061-4ce4-ba65-d6c574b8cbac,64,,"[35.4, 73.5]",3829518,1,,,,,0.049604665,,Head,,,"[49.5, 74.2]",,High Pass,,14.117365,,Incomplete,,Sébastien Corchia,6716.0,,,,,,Recovery,1,From Throw In,Florent Balmont,3211.0,Right Defensive Midfield,5,Marseille,147,"['4ae8b370-1422-4f5d-977a-c2f44a901e1c', '9a700803-14ee-4785-a652-8187b7685461', 'ebb74773-feb4-422d-8ca7-7c199dd5ce0a']",1,,,,,,,,,,,,,,,,,Lille,143,00:01:01.184,Pass,
,,,,,,,,,,,,,,,,0.575834,,,,,,,,,,,,,4c9f6fe4-a708-4d02-b07c-423a4b851beb,73,,"[55.2, 66.5]",3829518,1,,,,,-0.15354379,,Right Foot,,,"[63.6, 65.2]",,Ground Pass,,8.5,,,,Yassine Benzia,3673.0,,,,,,,1,From Throw In,Baptiste Guillaume,3357.0,Right Wing,5,Marseille,147,['5e427d4b-80bd-4558-be02-15bd848ab63c'],6,,,,,,,,,,,,,,,,,Lille,143,00:01:06.724,Pass,
,,,,,,,,,,,,,,,,0.966975,,,,,,,,,,,,,0b267a58-3eb6-49da-9c11-416f14058ab5,76,,"[64.4, 65.0]",3829518,1,,,,,-1.4241298,,Left Foot,,,"[65.7, 56.2]",,Ground Pass,,8.895505,,Incomplete,,Baptiste Guillaume,3357.0,,,,,,,1,From Throw In,Yassine Benzia,3673.0,Center Forward,5,Marseille,147,"['4c6320f6-68e9-4225-b4ca-ccb1f626abf9', 'f8e77d2f-2039-424c-bd1b-9d856d07e8ef']",7,,,,,,,,,,,,,,,,,Lille,143,00:01:07.731,Pass,
,,,,,,,,,,True,,,,,,1.823076,,,,,,,,,,,,,f8e77d2f-2039-424c-bd1b-9d856d07e8ef,78,,"[54.4, 23.9]",3829518,1,,,,,2.6313837,,Right Foot,,,"[32.6, 36.1]",,Ground Pass,,24.981594,,,,Nicolas Alexis Julio N'Koulou Ndoubena,7472.0,,,,,,Interception,1,From Throw In,Lucas Silva Borges,25199.0,Left Defensive Midfield,5,Marseille,147,"['0b267a58-3eb6-49da-9c11-416f14058ab5', '89bac8ed-f03d-4d45-a1c2-6f6fd950dadb']",8,,,,,,,,,,,,,,,,,Marseille,147,00:01:08.698,Pass,
,,,,,,,,,,,,,,,,2.13382,,,,,,,,,,,,,e1607b7c-cb63-4561-a3b9-719fe1042c16,80,,"[32.6, 36.1]",3829518,1,,,,,2.9344888,,Right Foot,,,"[6.9, 41.5]",,Ground Pass,,26.261189,,,,Steve Mandanda,3543.0,,,,,,,1,From Throw In,Nicolas Alexis Julio N'Koulou Ndoubena,7472.0,Right Center Back,5,Marseille,147,['042d7bd7-969e-44fa-bdf6-fcf80129a7dc'],10,,,,,,,,,,,,,,,,,Marseille,147,00:01:10.521,Pass,
,,,,,,,,,,,,,,,,1.546254,,,,,,,,,,,,,6bc8ccba-4dcf-425b-b2bb-4d78507ea292,83,,"[9.0, 42.5]",3829518,1,,,,,-0.7291804,,Right Foot,,,"[21.2, 31.6]",,Ground Pass,,16.360012,,,,Rolando Jorge Pires da Fonseca,19813.0,,,,,,,1,From Throw In,Steve Mandanda,3543.0,Goalkeeper,5,Marseille,147,['08845561-d3e3-41a2-9351-5bab062d8b24'],17,,,,,,,,,,,,,,,,,Marseille,147,00:01:17.249,Pass,
,,,,,,,,,,,,,,,,1.520676,,,,,,,,,,,,,7f9c5661-3c7a-4bf9-9f63-c24e4e47305b,86,,"[21.4, 31.2]",3829518,1,,,,,1.4787495,,Right Foot,,,"[24.4, 63.7]",,Ground Pass,,32.63817,,,,Nicolas Alexis Julio N'Koulou Ndoubena,7472.0,,,,,,,1,From Throw In,Rolando Jorge Pires da Fonseca,19813.0,Left Center Back,5,Marseille,147,['9dbcebba-d5e1-4a6c-a857-e9299464574f'],20,,,,,,,,,,,,,,,,,Marseille,147,00:01:20.613,Pass,
,,,,,,,,,,,,,,,,0.18713,,,,,,,,,,,,,22bf80db-4fa1-464b-9983-f43ad8f38ab0,89,,"[35.8, 76.5]",3829518,1,,,,,0.12297187,,Right Foot,,,"[44.7, 77.6]",,High Pass,,8.96772,,Incomplete,,Romain Alessandrini,15296.0,,,,,,,1,From Throw In,Nicolas Alexis Julio N'Koulou Ndoubena,7472.0,Right Center Back,5,Marseille,147,"['3e6a3145-1aeb-4869-ac8d-4584aa264b50', '94603794-f66d-4e46-af4e-9b5bdc257269']",24,,,,,,,,,,,,,,,,,Marseille,147,00:01:24.683,Pass,
,,,,,,,,,,,,,,,,1.87302,,,,,,,,,,,,,eefe487d-aac7-47e1-aab5-955709f90714,92,,"[45.4, 80.0]",3829518,1,,,,,-0.2888335,,,,,"[62.9, 74.8]",,High Pass,,18.256231,,Incomplete,,Michy Batshuayi Tunga,3457.0,,,,,,Throw-in,1,From Throw In,Javier Manquillo Gaitán,3075.0,Right Back,6,Marseille,147,"['155b1736-6ddf-46a9-993c-8134f0db5ebb', '9697eddf-5646-4729-b3ce-30b08fa4cfb7']",42,,,,,,,,,,,,,,,,,Marseille,147,00:01:42.082,Pass,
,,,,,,,,,,,,,,,,0.495852,,,,,,,,,,,,,9697eddf-5646-4729-b3ce-30b08fa4cfb7,95,,"[57.2, 5.3]",3829518,1,,,,True,0.43833655,,,,,"[63.6, 8.3]",,Low Pass,,7.0682387,,,,Rio Antonio Zoba Mavuba,40522.0,,,,,,Recovery,1,From Counter,Djibril Sidibé,3446.0,Left Back,7,Lille,143,"['1fadf1c9-424b-426f-b543-43a9c6657864', 'e20fa0c4-974e-4ce3-9c4d-2a9bcd2cc467', 'eefe487d-aac7-47e1-aab5-955709f90714']",43,,,,,,,,,,,,,,,,,Lille,143,00:01:43.955,Pass,True
,,,,,,,,,,,,,,,,0.608895,,,,,,,,,,,,,a8909d7d-bbd2-4cc4-9d9f-ad9db2e6ee12,98,,"[63.6, 14.3]",3829518,1,,,,,0.11598198,,Right Foot,,,"[73.9, 15.5]",,Ground Pass,,10.369667,,,,Marvin Martin,7441.0,,,,,,,1,From Counter,Rio Antonio Zoba Mavuba,40522.0,Left Defensive Midfield,7,Lille,143,['9ab6a3c1-ade8-4757-b71c-34c6f887aeff'],46,,,,,,,,,,,,,,,,,Lille,143,00:01:46.402,Pass,
,,,,,,,,,,,,,,,,1.740046,,,,,,,,,,,,,a2d01567-59e6-45e4-8a4a-38012b2b5738,101,,"[73.9, 15.5]",3829518,1,,,,,-0.013604603,,Right Foot,,,"[88.6, 15.3]",,Ground Pass,,14.701361,,Incomplete,,Yassine Benzia,3673.0,,,,,,,1,From Counter,Marvin Martin,7441.0,Center Attacking Midfield,7,Lille,143,"['12bd5755-dc4a-44ec-97f9-0ea734b14b5b', 'e98308f1-c74c-4dcb-ae02-624e428acc4d']",47,,,,,,,,,,,,,,,,,Lille,143,00:01:47.051,Pass,
,,,,,,,,,,,,,,,,2.648067,,,,,,,,,,,,,7c948cae-7def-4565-b557-347c9fd69b2e,105,,"[29.1, 64.1]",3829518,1,,,,,-2.5305426,,Right Foot,,,"[8.4, 49.6]",,Ground Pass,,25.273306,,,,Steve Mandanda,3543.0,,,,,,,1,Regular Play,Nicolas Alexis Julio N'Koulou Ndoubena,7472.0,Right Center Back,8,Marseille,147,['c552a0c0-ef47-49e8-9510-e134f3975a93'],49,,,,,,,,,,,,,,,,,Marseille,147,00:01:49.579,Pass,
,,,,,,,,,,,,,,,,3.397639,,,,,,,,,,,,,c771635e-1ead-46f4-b1fc-656cbb87ba6f,108,,"[8.4, 49.6]",3829518,1,,,,,-0.42650253,,Right Foot,,,"[68.7, 22.2]",,High Pass,,66.2333,,Incomplete,,Georges-Kévin Nkoudou Mbida,3639.0,,,,,,,1,Regular Play,Steve Mandanda,3543.0,Goalkeeper,8,Marseille,147,"['0fdaebb2-2592-4723-a56e-9408ab3f9e46', '6d789de8-4935-40c9-9083-be625edeb97d']",54,,,,,,,,,,,,,,,,,Marseille,147,00:01:54.259,Pass,
,,,,,,,,,,,,,,,,0.673708,,,,,,,,,,,,,0fdaebb2-2592-4723-a56e-9408ab3f9e46,110,,"[51.4, 57.9]",3829518,1,,,,,-0.426093,,Head,,,"[65.5, 51.5]",,Low Pass,,15.4845085,,Incomplete,,Florent Balmont,3211.0,,,,,,Recovery,1,Regular Play,Sébastien Corchia,6716.0,Right Back,8,Marseille,147,"['7e3e9b8c-67f7-4d8a-9a01-bece049b0771', 'c771635e-1ead-46f4-b1fc-656cbb87ba6f', 'dadefe46-ffae-493a-bb81-76f8d1c22fca']",57,,,,,,,,,,,,,,,,,Lille,143,00:01:57.657,Pass,
,,,,,,,,,,,,,,,,1.125405,,,,,,,,,,,,,dadefe46-ffae-493a-bb81-76f8d1c22fca,112,,"[54.6, 28.6]",3829518,1,,,,,0.08992079,,Head,,,"[66.8, 29.7]",,Low Pass,,12.24949,,Incomplete,,Michy Batshuayi Tunga,3457.0,,,,,,Recovery,1,Regular Play,Lucas Silva Borges,25199.0,Left Defensive Midfield,8,Marseille,147,"['0fdaebb2-2592-4723-a56e-9408ab3f9e46', '1e2229ab-76ca-460b-bf3f-383bf5f44e3b', 'c056d4c0-6ef8-4ec4-9a04-112325d0a270']",58,,,,,,,,,,,,,,,,,Marseille,147,00:01:58.331,Pass,
