50_50,ball_receipt_outcome,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,1.725443,,,,,,,,,,,,,,,60abaa32-37fc-4874-bc11-6c41e23ce0ff,15,,,"[39.9, 61.6]",3829496,0,,,,,-2.8703406,,Left Foot,,,"[23.0, 56.9]",Ground Pass,,17.54138,,,,Sébastien Squillaci,26481.0,,,,,,,1,Regular Play,Yannick Cahuzac,4350.0,Right Center Midfield,3,Bastia,2736,"['4077790a-5e94-4c1a-bfe4-4ce2f713c076', 'c50e0c4b-54da-480c-a42f-8f5ed9ac534b']",5,,,,,,,,,,,,,,,,,Bastia,2736,00:00:05.993,Pass,True
,,,,,,,,,,,,,,,2.444692,,,,,,,,,,,,,,,53d53f46-9de9-4eff-8452-a8ea5c2a218c,18,,,"[15.8, 56.4]",3829496,0,,,,,-1.5143778,,Right Foot,,,"[17.5, 26.3]",Ground Pass,,30.147968,,,,Mathieu Peybernes,23850.0,,,,,,,1,Regular Play,Sébastien Squillaci,26481.0,Right Center Back,3,Bastia,2736,['be8d48bb-0f0a-4334-b1e4-80d6ba7cebd1'],8,,,,,,,,,,,,,,,,,Bastia,2736,00:00:08.986,Pass,
,,,,,,,,,,,,,,,1.160218,,,,,,,,,,,,,,,11d45fd8-307d-4974-859b-48df06d334a6,22,,,"[32.4, 19.4]",3829496,0,,,,,-0.280199,,Right Foot,,,"[60.2, 11.4]",Low Pass,,28.928186,,,,Floyd Ayité,15689.0,,,,,,,1,Regular Play,Mathieu Peybernes,23850.0,Left Center Back,3,Bastia,2736,"['57a6891a-25fb-4d09-bc33-6bafa42d1334', 'b2e0e0cc-7f69-498b-9042-604f4e022771']",14,,,,,,,,,,,,,,,,,Bastia,2736,00:00:14.928,Pass,True
,,,,,,,,,,,,,,,1.366565,,,,,,,,,,,,,,,91ef7676-cd93-4554-93ff-78043627ccc1,25,,,"[60.2, 9.3]",3829496,0,,,,,2.2277195,,Right Foot,,,"[51.1, 21.1]",Low Pass,,14.901342,,,,Mehdi Mostefa Sbaa,10522.0,,,,,,,1,Regular Play,Floyd Ayité,15689.0,Left Wing,3,Bastia,2736,"['299d63cc-50e4-45c2-8bf0-0061434af919', 'f1b3f48f-3ab4-4d90-9064-d93729464d3f']",16,,,,,,,,,,,,,,,,,Bastia,2736,00:00:16.089,Pass,True
,,,,,,,,,,,,,,,1.865285,,,,,,,,,,,,,,,db3858c8-008c-426a-9838-61dfdc07a4f5,28,,,"[51.1, 21.1]",3829496,0,,,,,0.22857325,,Right Foot,,,"[79.9, 27.8]",High Pass,,29.56907,,,,Evaeverson Lemos da Silva Brandão,401541.0,,,,,,,1,Regular Play,Mehdi Mostefa Sbaa,10522.0,Center Defensive Midfield,3,Bastia,2736,"['2725be9d-e63b-4d5d-b7c4-7bb0d606f914', 'c4e56fa3-b98f-4c81-ac5f-1f512a3f7f56']",17,,,,,,,,,,,,,,,,,Bastia,2736,00:00:17.455,Pass,True
,,,,,,,,,,,,,,,3.572627,,,,,,,,,,,,,,,8d44f77c-6a46-4efc-a6c8-c2a06afb4136,30,,,"[79.9, 27.8]",3829496,0,,,,,0.07207709,,Head,,,"[107.6, 29.8]",High Pass,,27.772108,,Incomplete,,Floyd Ayité,15689.0,,,,,,,1,Regular Play,Evaeverson Lemos da Silva Brandão,401541.0,Center Forward,3,Bastia,2736,"['6cb2154e-493e-49d0-b8b4-db752ffd381f', 'd9fe8ba2-3217-47a1-a196-174f79fb05ef']",19,,,,,,,,,,,,,,,,,Bastia,2736,00:00:19.320,Pass,
,,,,,,,,,,,,,,,3.41402,,,,,,,,,,,,,,,f94de1a5-98ed-4230-a889-91d945a16f61,35,,,"[19.2, 39.6]",3829496,0,,,,,-0.46946996,,Left Foot,,,"[74.0, 11.8]",High Pass,,61.44819,,Incomplete,,,,,,,,,,1,Regular Play,Ludovic Butelle,4547.0,Goalkeeper,4,Angers,145,"['ad055203-efed-4053-992f-6ede596de884', 'df70c737-504c-4faa-8f7d-32288d8a814e']",29,,,,,,,,,,,,,,,,,Angers,145,00:00:29.344,Pass,True
,,,,,,,,,,,,,,,3.299963,,,,,,,,,,,,,,,ad055203-efed-4053-992f-6ede596de884,36,,,"[46.1, 68.3]",3829496,0,,,,,-0.97704667,,Head,,,"[65.0, 40.3]",High Pass,,33.7818,,Incomplete,,Seko Fofana,7791.0,,,,,,Recovery,1,Regular Play,Gilles Cioni,40517.0,Right Back,4,Angers,145,"['308e2fb6-685d-4f8a-a6ed-8cc2322aa502', '6a569c67-0ea7-4928-a18e-239a51a5d246', 'f94de1a5-98ed-4230-a889-91d945a16f61']",32,,,,,,,,,,,,,,,,,Bastia,2736,00:00:32.758,Pass,
,,,,,,,,,,,,,,,1.48542,,,,,,,,,,,,,,,6a569c67-0ea7-4928-a18e-239a51a5d246,39,,,"[55.1, 39.8]",3829496,0,,,,True,-1.9174639,,,,,"[48.2, 20.7]",High Pass,,20.308126,,,,Yoann Andreu,3203.0,,,,,,Recovery,1,Regular Play,Cheikh N''Doye,5676.0,Right Center Midfield,4,Angers,145,"['ad055203-efed-4053-992f-6ede596de884', 'bc6e8ec2-f0a5-4e86-8fd8-00d080eb8d00', 'f022e949-4b99-4714-9ef8-b5d735c65659']",36,,,,,,,,,,,,,,,,,Angers,145,00:00:36.058,Pass,True
,,,,,,,,,,,,,,,0.550905,,,,,,,,,,,,,,,0f7bc76d-0aca-4b2a-bf84-57955c453094,42,,,"[48.9, 22.4]",3829496,0,,,,,0.71883,,Head,,,"[52.9, 25.9]",Low Pass,,5.315073,,,,Thomas Mangani,3185.0,,,,,,,1,Regular Play,Yoann Andreu,3203.0,Left Back,4,Angers,145,"['824898a1-1937-40eb-b9c9-876f15e4c226', '86d735e3-e72e-4b71-a34e-c096efdcf27c']",37,,,,,,,,,,,,,,,,,Angers,145,00:00:37.544,Pass,True
,,,,,,,,,,,,,,,0.803455,,,,,,,,,,,,,,,7e99bb3c-8886-453a-9563-cf007de89489,49,,,"[51.4, 26.5]",3829496,0,,,,,-1.5579765,,Right Foot,,,"[51.5, 18.7]",Ground Pass,,7.800641,,Incomplete,,Abdoul Razzagui Camara,3078.0,,,,,,,1,Regular Play,Yoann Andreu,3203.0,Left Back,4,Angers,145,"['37173b60-32f6-4cc4-aff5-2e4c63178867', '8c87e27a-c007-4b29-bfca-c36182c79464', 'ac49363e-cecf-4d4b-b44f-d79d45b55cc9']",39,,,,,,,,,,,,,,,,,Angers,145,00:00:39.700,Pass,True
,,,,,,,,,,,,,,,5.106371,,,,,,,,,,,,,,,97e43fd0-61a6-496e-955a-61c6f2c39270,58,,,"[49.0, 34.8]",3829496,0,,,,,-0.48653966,,Left Foot,,,"[112.9, 1.0]",High Pass,,72.28866,,Out,,,,,,,,,,1,Regular Play,Gaël Danic,7349.0,Right Wing,4,Angers,145,,45,,,,,,,,,,,,,,,,,Bastia,2736,00:00:45.958,Pass,
,,,,,,,,,,,,,,,1.749781,,,,,,,,,,,,,,,99af836b-e4c2-45fe-a4f8-5e1993efe096,59,,,"[18.1, 80.0]",3829496,0,,,,,-0.456845,,,,,"[35.8, 71.3]",High Pass,,19.722576,,,,Cheikh N''Doye,5676.0,,,,,,Throw-in,1,From Throw In,Vincent Manceau,3431.0,Right Back,5,Angers,145,['55c05f51-ac33-4aec-b5c2-6db56c6ebc39'],58,,,,,,,,,,,,,,,,,Angers,145,00:00:58.377,Pass,
,,,,,,,,,,,,,,,2.095975,,,,,,,,,,,,,,,0cd8428c-84f6-4e03-8cb4-34c6e18611b2,61,,,"[35.8, 71.3]",3829496,1,,,,,1.5355169,,Head,,,"[36.1, 79.8]",Low Pass,,8.505293,,Out,,Férébory Doré,7207.0,,,,,,,1,From Throw In,Cheikh N''Doye,5676.0,Right Center Midfield,5,Angers,145,['b6369da9-37d9-44ff-a6b0-abd9f38221d1'],0,,,,,,,,,,,,,,,,,Angers,145,00:01:00.127,Pass,
,,,,,,,,,,,,,,,1.059971,,,,,,,,,,,,,,,6ee01976-92eb-49b9-88bb-5b5ec63f1e6a,63,,,"[84.1, 0.1]",3829496,1,,,,,1.4867253,,,,,"[85.6, 17.9]",Low Pass,,17.86309,,,,Gaël Danic,7349.0,,,,,,Throw-in,1,From Throw In,Florian Marange,40528.0,Left Back,6,Bastia,2736,['3023be97-ad60-4ee2-85a7-f1fbb7921b53'],9,,,,,,,,,,,,,,,,,Bastia,2736,00:01:09.073,Pass,
,,,,,,,,,,,,,,,1.866721,,,,,,,,,,,,,,,dcec0ddd-7d68-4163-9599-ea5b1cded38a,65,,,"[85.6, 17.9]",3829496,1,,,,,-1.5112641,,Left Foot,,,"[86.5, 2.8]",Ground Pass,,15.126798,,,,Florian Marange,40528.0,,,,,,,1,From Throw In,Gaël Danic,7349.0,Right Wing,6,Bastia,2736,['ad3e0f8b-9520-4a2f-9925-0c994c10f96c'],10,,,,,,,,,,,,,,,,,Bastia,2736,00:01:10.133,Pass,
,,,,,,,,,,,,,,,1.052059,,,,,,,,,,,,,,,7841cad6-95ca-49c0-ab23-2dabc90aa13d,68,,,"[86.5, 2.8]",3829496,1,,,,,0.15955172,,Left Foot,,,"[95.2, 4.2]",Ground Pass,,8.811924,,,,Floyd Ayité,15689.0,,,,,,,1,From Throw In,Florian Marange,40528.0,Left Back,6,Bastia,2736,['16547481-3d46-48ba-89d8-98d51d363ffe'],12,,,,,,,,,,,,,,,,,Bastia,2736,00:01:12.747,Pass,
,,,,,,,,,,,,,,,1.04411,,,,,,,,,,,,,,,924d46ef-0092-449d-846b-b5dca6e49bce,74,,,"[90.7, 0.1]",3829496,1,,,,,2.283154,,,,,"[85.0, 6.7]",Low Pass,,8.720665,,,,Seko Fofana,7791.0,,,,,,Throw-in,1,From Throw In,Florian Marange,40528.0,Left Back,7,Bastia,2736,['92cc482e-0af0-4fee-96c9-d6f1e5093195'],22,,,,,,,,,,,,,,,,,Bastia,2736,00:01:22.720,Pass,
,,,,,,,,,,,,,,,1.010478,,,,,,,,,,,,,,,42da160a-6577-4d22-9f9d-5df6171e6c57,76,,,"[85.0, 6.7]",3829496,1,,,,,-0.20653607,,Right Foot,,,"[95.5, 4.5]",Ground Pass,,10.728001,,,,Florian Marange,40528.0,,,,,,,1,From Throw In,Seko Fofana,7791.0,Left Center Midfield,7,Bastia,2736,['98580de5-b4df-4a2f-834c-0771659e9b20'],23,,,,,,,,,,,,,,,,,Bastia,2736,00:01:23.764,Pass,
,,,,,,,,,,,,,,,0.887372,,,,,,,,,,,,,,,fb8dc0a6-e541-40ea-ab56-e682b6c3aae7,78,,,"[95.5, 4.5]",3829496,1,,,,,3.0911305,,Left Foot,,,"[85.6, 5.0]",Ground Pass,,9.912619,,,,Seko Fofana,7791.0,,,,,,,1,From Throw In,Florian Marange,40528.0,Left Back,7,Bastia,2736,['c0ec4e62-6d8f-4321-b0b5-d97c074ca3c2'],24,,,,,,,,,,,,,,,,,Bastia,2736,00:01:24.775,Pass,
,,,,,,,,,,,,,,,1.388282,,,,,,,,,,,,,,,4877843a-3df6-481e-b1dc-eac0d938db95,82,,,"[84.1, 4.3]",3829496,1,,,,,3.0851555,,Right Foot,,,"[66.4, 5.3]",Ground Pass,,17.728226,,,,Mathieu Peybernes,23850.0,,,,,,,1,From Throw In,Seko Fofana,7791.0,Left Center Midfield,7,Bastia,2736,"['227ead10-691f-4d01-9e7e-8239f48e323c', 'd82a8501-a802-455a-b1a8-1dc8f4a57520']",26,,,,,,,,,,,,,,,,,Bastia,2736,00:01:26.931,Pass,True
,,,,,,,,,,,,,,,1.139868,,,,,,,,,,,,,,,327dda6c-c315-40f9-846a-34310478a6f0,85,,,"[64.0, 5.3]",3829496,1,,,,,1.5622128,,Right Foot,,,"[64.2, 28.6]",Ground Pass,,23.300858,,,,Mehdi Mostefa Sbaa,10522.0,,,,,,,1,From Throw In,Mathieu Peybernes,23850.0,Left Center Back,7,Bastia,2736,['8a60c34f-5ce3-482f-9dc7-3fb57f5fe998'],29,,,,,,,,,,,,,,,,,Bastia,2736,00:01:29.223,Pass,
,,,,,,,,,,,,,,,3.627468,,,,,,,,,,,,,,,39c4fd80-de32-4465-8066-c0096fa92c85,88,,,"[58.2, 34.8]",3829496,1,,,,,2.69736,,Right Foot,,,"[37.4, 44.7]",Ground Pass,,23.035841,,,,Sébastien Squillaci,26481.0,,,,,,,1,From Throw In,Mehdi Mostefa Sbaa,10522.0,Center Defensive Midfield,7,Bastia,2736,['6d09073a-e049-43e0-b48e-49eaaa6625fc'],31,,,,,,,,,,,,,,,,,Bastia,2736,00:01:31.638,Pass,
,,,,,,,,,,,,,,,2.468161,,,,,,,,,,,,,,,516fd1bb-e49e-482c-8197-69ddb7b577ca,91,,,"[37.4, 44.7]",3829496,1,,,,,-3.069683,,Right Foot,,,"[13.8, 43.0]",Ground Pass,,23.66115,,,,Jean-Louis Leca,7282.0,,,,,,,1,From Throw In,Sébastien Squillaci,26481.0,Right Center Back,7,Bastia,2736,['b5ddd902-b1f0-4178-899e-d80c657b3353'],35,,,,,,,,,,,,,,,,,Bastia,2736,00:01:35.992,Pass,
,,,,,,,,,,,,,,,1.581123,,,,,,,,,,,,,,,4412ef31-5b1c-440e-af62-831f39a3a810,94,,,"[13.8, 43.0]",3829496,1,,,,,1.0863184,,Right Foot,,,"[21.8, 58.2]",Ground Pass,,17.17673,,,,Sébastien Squillaci,26481.0,,,,,,,1,From Throw In,Jean-Louis Leca,7282.0,Goalkeeper,7,Bastia,2736,['8aeaa7d2-0d9f-4230-aac4-478228b62c69'],39,,,,,,,,,,,,,,,,,Bastia,2736,00:01:39.660,Pass,
,,,,,,,,,,,,,,,1.238991,,,,,,,,,,,,,,,efa18713-b55e-493e-9a18-04513e45849f,97,,,"[21.8, 55.2]",3829496,1,,,,,-0.6170464,,Right Foot,,,"[36.6, 44.7]",Ground Pass,,18.146349,,,,Mehdi Mostefa Sbaa,10522.0,,,,,,,1,From Throw In,Sébastien Squillaci,26481.0,Right Center Back,7,Bastia,2736,['55cfcdd9-4e72-4da5-a2c9-a082601b6530'],42,,,,,,,,,,,,,,,,,Bastia,2736,00:01:42.042,Pass,
,,,,,,,,,,,,,,,2.043184,,,,,,,,,,,,,,,160c09bd-a431-42eb-b554-bbffcf3c7480,101,,,"[38.1, 43.2]",3829496,1,,,,,-0.7228794,,Right Foot,,,"[71.2, 14.0]",High Pass,,44.138985,,,,Floyd Ayité,15689.0,,,,,,,1,From Throw In,Mehdi Mostefa Sbaa,10522.0,Center Defensive Midfield,7,Bastia,2736,"['2e71cce2-0928-4005-9d74-f72b708c77c8', 'd8817701-971f-426e-94f6-6fc67b35481b']",45,,,,,,,,,,,,,,,,,Bastia,2736,00:01:45.143,Pass,True
,,,,,,,,,,,,,,,1.378766,,,,,,,,,,,,,,,7cb1e722-5ca3-4354-8f23-1ae990b1c0a4,113,,,"[85.9, 68.6]",3829496,1,,,,,0.1558682,,Right Foot,,,"[99.9, 70.8]",Ground Pass,,14.1718025,,Incomplete,,Vincent Manceau,3431.0,,,,,,,1,Regular Play,Férébory Doré,7207.0,Right Midfield,8,Angers,145,"['76db5241-94d8-48ec-a06b-ab90d4aee6ed', 'c30b488c-6fe2-4f5f-8c0b-4f276142ecd1']",55,,,,,,,,,,,,,,,,,Angers,145,00:01:55.302,Pass,
,,,,,,,,,,,,,,,1.87721,,,,,,,,,,,,,,,eaf99c16-eefd-4c7b-86a5-a7cc570fcfaa,116,,,"[100.4, 80.0]",3829496,2,,,,,-0.62165993,,,,,"[113.8, 70.4]",Low Pass,,16.483932,,,,Férébory Doré,7207.0,,,,,,Throw-in,1,From Throw In,Vincent Manceau,3431.0,Right Back,9,Angers,145,['754c4fb0-0598-40a8-93f9-fdaba8a4c133'],10,,,,,,,,,,,,,,,,,Angers,145,00:02:10.408,Pass,
,,,,,,,,,,,,,,,1.542516,,,,,,,,,,,,,,,99c20fec-bdf5-498e-ae2f-c07b567c658f,123,,,"[116.8, 80.0]",3829496,2,,True,,,-1.592532,,,,,"[116.3, 57.0]",High Pass,,23.005434,,,,Cheikh N''Doye,5676.0,,,,,,Throw-in,1,From Throw In,Vincent Manceau,3431.0,Right Back,10,Angers,145,['71024f2d-b720-4727-a285-56202050facf'],25,,,,,,,,,,,,,,,,,Angers,145,00:02:25.727,Pass,
,,,,,,,,,,,,,,,0.258213,,,,,,,,,,,,,,,f28a9373-b417-4f63-a2a2-edbd1a3dac94,126,,,"[116.3, 57.0]",3829496,2,,,,True,-1.5707964,,,,,"[116.3, 55.0]",Low Pass,,2.0,,Incomplete,,,,,,,,,,1,From Throw In,Cheikh N''Doye,5676.0,Right Center Midfield,10,Angers,145,"['3a417da6-a582-4140-9bf9-4c16a1c56c15', '73c34def-54f3-4bb6-84f5-a356c3f55e4b']",27,,,,,,,,,,,,,,,,,Angers,145,00:02:27.270,Pass,True
,,,,,,,,,,,,,,,1.185372,,,,,,,,,,,,,,,931b1283-95ae-4f02-8c2a-03ff08adb536,128,,,"[120.0, 80.0]",3829496,2,,,,,-1.7158737,,Left Foot,,,"[115.5, 49.2]",High Pass,True,31.126997,,Incomplete,,,,,,,Inswinging,,Corner,1,From Corner,Thomas Mangani,3185.0,Left Center Midfield,11,Angers,145,['0dfd9102-8988-43c0-9196-f4193a0b46c4'],56,,,,,,,,,,,,,,,,,Angers,145,00:02:56.672,Pass,
,,,,,,,,,,,,,,,0.968019,,,,,,,,,,,,,,,12945faa-17cb-465b-b1a0-00f4d173c060,130,,,"[104.5, 80.0]",3829496,3,,,,,-2.5959375,,,,,"[98.9, 76.6]",Low Pass,,6.551336,,,,Thomas Mangani,3185.0,,,,,,Throw-in,1,From Throw In,Vincent Manceau,3431.0,Right Back,12,Angers,145,['627813d0-4e72-4397-8bfb-6738f957cc02'],8,,,,,,,,,,,,,,,,,Angers,145,00:03:08.867,Pass,
