50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,fe8b551e-16c7-46f8-a0f4-b55b0ae1e4ff,1,,,,3901169,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Marseille,147,,0,,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 3543, 'name': 'Steve Mandanda'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 30}, {'player': {'id': 3075, 'name': 'Javier Manquillo Gaitán'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 19813, 'name': 'Rolando Jorge Pires da Fonseca'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 6}, {'player': {'id': 8572, 'name': 'Karim Rekik'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 4}, {'player': {'id': 3261, 'name': 'Benjamin Mendy'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 23}, {'player': {'id': 18874, 'name': 'Mauricio Aníbal Isla Isla'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 18}, {'player': {'id': 3181, 'name': 'Lassana Diarra'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 10}, {'player': {'id': 3420, 'name': 'Rémy Cabella'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 13}, {'player': {'id': 9554, 'name': 'Steven Fletcher'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 9}, {'player': {'id': 3639, 'name': 'Georges-Kévin Nkoudou Mbida'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 14}, {'player': {'id': 3457, 'name': 'Michy Batshuayi Tunga'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 22}]}",Marseille,147,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,97de1a6e-8ccd-417f-8f54-e4b91045d747,2,,,,3901169,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Marseille,147,,0,,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 2981, 'name': 'Alban Lafont'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 40}, {'player': {'id': 3030, 'name': 'Wergiton do Rosário Calmon'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 19}, {'player': {'id': 4349, 'name': 'Issa Diop'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 5}, {'player': {'id': 8677, 'name': 'Marcel Tisserand'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 26}, {'player': {'id': 3024, 'name': 'Jacques François Moubandje'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 29}, {'player': {'id': 3036, 'name': 'Alexis Blin'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 27}, {'player': {'id': 16522, 'name': 'Tongo Hamed Doumbia'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 4}, {'player': {'id': 3189, 'name': 'Étienne Didot'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 8}, {'player': {'id': 31174, 'name': 'Jean-Daniel Akpa Akpro'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 7}, {'player': {'id': 4447, 'name': 'Martin Braithwaite Christensen'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 9}, {'player': {'id': 6723, 'name': 'Wissam Ben Yedder'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 10}]}",Toulouse,130,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,5ead4ca9-4ce3-4155-a793-1b40e375e21a,3,,,,3901169,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Marseille,147,['76aa3683-735a-4d02-958e-dc93bdbbd36a'],0,,,,,,,,,,,,,,,,,,Marseille,147,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,76aa3683-735a-4d02-958e-dc93bdbbd36a,4,,,,3901169,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Marseille,147,['5ead4ca9-4ce3-4155-a793-1b40e375e21a'],0,,,,,,,,,,,,,,,,,,Toulouse,130,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,cd2c7d7b-7da6-4b94-8d3a-22e7f73a6f8a,2025,,,,3901169,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,104,Toulouse,130,['e5d61fca-2c8d-4062-9ee1-2ce96fc97a37'],0,,,,,,,,,,,,,,,,,,Marseille,147,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,e5d61fca-2c8d-4062-9ee1-2ce96fc97a37,2026,,,,3901169,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,104,Toulouse,130,['cd2c7d7b-7da6-4b94-8d3a-22e7f73a6f8a'],0,,,,,,,,,,,,,,,,,,Toulouse,130,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.26114,,,,,,,,,,,,fa3c4547-629a-418a-95d2-82f04f27dcd0,5,,,"[60.0, 40.0]",3901169,0,,,,,1.4940244,,Right Foot,,,"[60.2, 42.6]",,Ground Pass,,2.607681,,,Steven Fletcher,9554.0,,,,,,Kick Off,1,From Kick Off,Michy Batshuayi Tunga,3457.0,Center Forward,2,Marseille,147,['d1df7de0-ab4e-47d0-aab2-140a16e20d2d'],0,,,,,,,,,,,,,,,,,,Marseille,147,00:00:00.323,Pass,
,,,,,,,,,,,,,,,,0.657661,,,,,,,,,,,,71457280-8a39-40e6-88c2-362b76e2f02f,8,,,"[60.2, 42.1]",3901169,0,,,,,-2.8373842,,Right Foot,,,"[51.6, 39.4]",,Ground Pass,,9.013878,,,Lassana Diarra,3181.0,,,,,,,1,From Kick Off,Steven Fletcher,9554.0,Center Attacking Midfield,2,Marseille,147,['b23f025d-b68f-4d84-8ac0-8d7550409fa3'],1,,,,,,,,,,,,,,,,,,Marseille,147,00:00:01.548,Pass,
,,,,,,,,,,,,,,,,1.823738,,,,,,,,,,,,11a9d505-1ae4-4e64-a583-07273878d37b,11,,,"[52.7, 34.9]",3901169,0,,,,,-1.7638032,,Right Foot,,,"[46.7, 4.2]",,Ground Pass,,31.280825,,,Benjamin Mendy,3261.0,,,,,,,1,From Kick Off,Lassana Diarra,3181.0,Left Defensive Midfield,2,Marseille,147,['deaa6a84-0ec6-48fc-a8ca-9ba57c016369'],3,,,,,,,,,,,,,,,,,,Marseille,147,00:00:03.278,Pass,
,,,,,,,,,,,,,,,,0.686781,,,,,,,,,,,,cad2f4cf-df3b-43ba-b79c-e8fddb8b3ffe,14,,,"[46.4, 5.1]",3901169,0,,,,,1.1042333,,Left Foot,,,"[53.3, 18.8]",,Ground Pass,,15.339492,,,Lassana Diarra,3181.0,,,,,,,1,From Kick Off,Benjamin Mendy,3261.0,Left Back,2,Marseille,147,['a3ad41fb-9056-4beb-b0f9-efc786edf9ad'],7,,,,,,,,,,,,,,,,,,Marseille,147,00:00:07.582,Pass,
