50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,player_off_permanent,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,0.736079,,,,,,,,,,,,,7fc3e329-4bfc-4bb8-83f4-96e966a4d190,1976,,,"[50.0, 20.6]",3901151,53,,,,,1.0557235,,Left Foot,,,"[53.0, 25.9]",Low Pass,,6.090156,,,,Clément Grenier,3361.0,,,,,Recovery,2,Regular Play,Jérémy Morel,2983.0,,Left Back,115,Lille,143,"['1742aa9a-66b6-4ef0-9059-8df63183a539', '7381939a-9a0c-4638-af99-a0148ab31b8e', 'ed745d76-0153-48a7-bf51-b550b54b3ac6']",24,,,,,,,,,,,,,,,,,Lyon,137,00:08:24.365,Pass,True
,,,,,,,,,,,,,,,,,,0.460417,,,,,,,,,,,,,7057179c-012f-4d8b-a8f1-ab93d5f0d2f6,1979,,,"[67.2, 54.4]",3901151,53,,,,,2.0760865,,Right Foot,,,"[64.6, 59.1]",Ground Pass,,5.3712196,,,,Morgan Amalfitano,3425.0,,,,,Recovery,2,Regular Play,Rio Antonio Zoba Mavuba,40522.0,,Right Defensive Midfield,115,Lille,143,['7074cc98-f101-416f-8a00-58bf32e10568'],25,,,,,,,,,,,,,,,,,Lille,143,00:08:25.439,Pass,
,,,,,,,,,,,,,,,,,,1.349071,,,,,,,,,,,,,75bc737d-05e2-488f-b252-45dcca449bce,1982,,,"[64.6, 59.1]",3901151,53,,,,,-2.1228976,,Right Foot,,,"[56.9, 46.6]",Ground Pass,,14.68128,,,,Ibrahim Amadou,11332.0,,,,,,2,Regular Play,Morgan Amalfitano,3425.0,,Right Wing,115,Lille,143,['231e1720-91b6-45bb-ae87-786d204b1e15'],26,,,,,,,,,,,,,,,,,Lille,143,00:08:26.516,Pass,
,,,,,,,,,,,,,,,,,,0.950052,,,,,,,,,,,,,bfb4d0ca-ad43-45ae-8c33-7893761bf0b6,1985,,,"[58.5, 41.8]",3901151,53,,,,,-0.84693176,,Right Foot,,,"[68.4, 30.6]",Ground Pass,,14.948244,,,,Sofiane Boufal,3625.0,,,,,,2,Regular Play,Ibrahim Amadou,11332.0,,Left Defensive Midfield,115,Lille,143,['d015a43d-e073-4d7a-a5b5-2c6a1e90d0fa'],29,,,,,,,,,,,,,,,,,Lille,143,00:08:29.399,Pass,
,,,,,,,,,,,,,,,,,,0.573916,,,,,,,,,,,,,587a9864-9cc9-49a8-ad3e-b613e7f5ce88,1988,,,"[68.5, 29.6]",3901151,53,,,,,-0.9300126,,Right Foot,,,"[72.9, 23.7]",Ground Pass,,7.3600273,,,,Yassine Benzia,3673.0,,,,,,2,Regular Play,Sofiane Boufal,3625.0,,Center Attacking Midfield,115,Lille,143,['2d62c592-a340-47ac-87ca-7cf089cf7067'],31,,,,,,,,,,,,,,,,,Lille,143,00:08:31.409,Pass,
,,,,,,,,,,,,,,,,,,1.62058,,,,,,,,,,,,,0f80a3fa-5e5d-43bd-8fc4-b48a6df41bc0,1992,,,"[68.4, 23.7]",3901151,53,,,,,-2.0344439,,Left Foot,,,"[60.6, 8.1]",Ground Pass,,17.44133,,,,Djibril Sidibé,3446.0,,,,,,2,Regular Play,Yassine Benzia,3673.0,,Center Forward,115,Lille,143,"['34303d41-1214-4f2e-8e5f-2363822f4a86', 'a6372fc1-ffc7-48df-bc6e-b82d55b2d1cc']",32,,,,,,,,,,,,,,,,,Lille,143,00:08:32.851,Pass,True
,,,,,,,,,,,,,,,,,,1.070352,,,,,,,,,,,,,3f5ffbe0-3362-482c-9249-879618686447,1995,,,"[61.4, 8.0]",3901151,53,,,,,-0.33929262,,Right Foot,,,"[75.0, 3.2]",Ground Pass,,14.422205,,,,Éric Bauthéac,40486.0,,,,,,2,Regular Play,Djibril Sidibé,3446.0,,Left Back,115,Lille,143,['b1da5ade-40bd-4cb7-826c-fd003e945247'],34,,,,,,,,,,,,,,,,,Lille,143,00:08:34.612,Pass,
,,,,,,,,,,,,,,,,,,1.012487,,,,,,,,,,,,,686d5130-4820-4d48-8a6a-240fb91c09d3,1999,,,"[73.3, 3.9]",3901151,53,,,,,1.788795,,Left Foot,,,"[69.8, 19.7]",Ground Pass,,16.183016,,,,Yassine Benzia,3673.0,,,,,,2,Regular Play,Éric Bauthéac,40486.0,,Left Wing,115,Lille,143,"['2755553c-2a63-4675-8665-20a867d75acc', '9fd1d4e6-606f-409c-9237-5a1acb973f4b']",35,,,,,,,,,,,,,,,,,Lille,143,00:08:35.878,Pass,True
,,,,,,,,,,,,,,,,,,1.44944,,,,,,,,,,,,,2bed0335-e9a4-459d-af6a-bd79d41def89,2003,,,"[73.9, 30.0]",3901151,53,,,,,0.87686485,,Right Foot,,,"[94.2, 54.4]",Ground Pass,,31.740353,,Incomplete,,Sébastien Corchia,6716.0,,,,,,2,Regular Play,Yassine Benzia,3673.0,,Center Forward,115,Lille,143,"['5a967889-ace7-44e7-ab6d-5779f2a35d13', '7df1206f-a173-44da-a415-255d9274983d']",39,,,,,,,,,,,,,,,,,Lille,143,00:08:39.411,Pass,
,,,,,,,,,,,,,,,,,,1.755912,,,,,,,,,,,,,1e79bd68-9585-4148-9a4d-1dab20f2a5e4,2007,,,"[27.6, 18.6]",3901151,53,,,,,-0.5118999,,Left Foot,,,"[47.0, 7.7]",Ground Pass,,22.252415,,,,Gnaly Maxwell Cornet,3162.0,,,,,,2,Regular Play,Jérémy Morel,2983.0,,Left Back,116,Lyon,137,['08b1df32-6059-4ba8-b70e-b9182bf1cc34'],41,,,,,,,,,,,,,,,,,Lyon,137,00:08:41.770,Pass,
,,,,,,,,,,,,,,,,,,2.697545,,,,,,,,,,,,,baa3ed76-2941-4279-b95c-5b562d7779ad,2013,,,"[13.3, 56.5]",3901151,53,,,,,-0.1906389,,Right Foot,,,"[64.6, 46.6]",High Pass,,52.246532,,Incomplete,,Yassine Benzia,3673.0,,,,,Recovery,2,Regular Play,Vincent Enyeama,40484.0,,Goalkeeper,116,Lyon,137,"['09d102e9-4a40-454c-a5d6-313fbc23efc8', '983be4a4-8e95-45b2-8288-caea0c7b55e9']",50,,,,,,,,,,,,,,,,,Lille,143,00:08:50.622,Pass,
,,,,,,,,,,,,,,,,,,1.059025,,,,,,,,,,,,,09d102e9-4a40-454c-a5d6-313fbc23efc8,2016,,,"[55.5, 33.5]",3901151,53,,,,,0.18362233,,Other,,,"[62.5, 34.8]",Low Pass,,7.119691,,,,Clément Grenier,3361.0,,,,,Recovery,2,Regular Play,Samuel Yves Umtiti,5492.0,,Left Center Back,116,Lyon,137,"['3b477319-3eeb-4f00-a8dc-78e56799a3c6', 'baa3ed76-2941-4279-b95c-5b562d7779ad']",53,,,,,,,,,,,,,,,,,Lyon,137,00:08:53.320,Pass,
,,,,,,,,,,,,,,,,,,0.835127,,,,,,,,,,,,,38636bb5-24fd-41e2-86a0-9073edcd196e,2019,,,"[62.9, 39.2]",3901151,53,,,,,1.3968952,,Right Foot,,,"[64.2, 46.6]",Ground Pass,,7.5133214,,,,Jordan Ferri,3118.0,,,,,,2,Regular Play,Clément Grenier,3361.0,,Left Defensive Midfield,116,Lyon,137,['7bda4066-1309-4b3a-bdfd-846f4ae7f1fd'],55,,,,,,,,,,,,,,,,,Lyon,137,00:08:55.119,Pass,
,,,,,,,,,,,,,,,,,,0.872788,,,,,,,,,,,,,79aea014-497a-4ab7-936c-69d5e426f4ff,2022,,,"[69.4, 53.0]",3901151,53,,,,,1.1775842,,Right Foot,,,"[75.0, 66.5]",Ground Pass,,14.615403,,,,Rachid Ghezzal,3372.0,,,,,,2,Regular Play,Jordan Ferri,3118.0,,Right Defensive Midfield,116,Lyon,137,['12c03228-ceb2-4b3e-9f31-8e69cab5c8c1'],56,,,,,,,,,,,,,,,,,Lyon,137,00:08:56.744,Pass,
,,,,,,,,,,,,,,,,,,0.997188,,,,,,,,,,,,,347beef2-b5a0-4a38-b33c-81bb11ecd909,2025,,,"[78.5, 68.8]",3901151,53,,,,,0.53344285,,Right Foot,,,"[91.2, 76.3]",Ground Pass,,14.749237,,,,Christophe Jallet,4410.0,,,,,,2,Regular Play,Rachid Ghezzal,3372.0,,Right Wing,116,Lyon,137,['7e58b923-3763-4056-bd73-1b29aeedba32'],58,,,,,,,,,,,,,,,,,Lyon,137,00:08:58.763,Pass,
,,,,,,,,,,,,,,,,,,0.463113,,,,,,,,,,,,,f0ef3973-8493-4e72-a02a-68ab650a1b98,2029,,,"[91.9, 74.9]",3901151,54,,,,,-1.5707964,,Right Foot,,,"[91.9, 73.2]",Ground Pass,,1.7,,Incomplete,,Rachid Ghezzal,3372.0,,,,,,2,Regular Play,Christophe Jallet,4410.0,,Right Back,116,Lyon,137,"['24f195e5-d59c-4395-8f52-a636d89d72b8', '60a52a06-b8ff-4dfb-9d58-afec9dc0692b', '9a79825d-5169-40f3-8dad-3ab771d72f04']",0,,,,,,,,,,,,,,,,,Lyon,137,00:09:00.537,Pass,True
,,,,,,,,,,,,,,,,,,1.708638,,,,,,,,,,,,,54c3011d-790e-4eda-a5cd-ab68b92816ef,2034,,,"[35.7, 8.9]",3901151,54,,,,,-0.18234882,,Right Foot,,,"[49.8, 6.3]",Ground Pass,,14.337712,,,,Sofiane Boufal,3625.0,,,,,,2,Regular Play,Djibril Sidibé,3446.0,,Left Back,117,Lille,143,"['78e1ede1-e580-450e-9557-47fa14ade3d4', '99296c54-682b-4320-81ec-a5652be8321b']",2,,,,,,,,,,,,,,,,,Lille,143,00:09:02.663,Pass,True
,,,,,,,,,,,,,,,,,,1.337366,,,,,,,,,,,,,004a96e2-bc08-4a25-bad7-fbc6e373711e,2037,,,"[54.2, 5.2]",3901151,54,,,,,1.4476137,,Right Foot,,,"[55.5, 15.7]",Ground Pass,,10.58017,,,,Djibril Sidibé,3446.0,,,,,,2,Regular Play,Sofiane Boufal,3625.0,,Center Attacking Midfield,117,Lille,143,['362a7c38-f10e-4f8c-a9b3-210815cd8d20'],4,,,,,,,,,,,,,,,,,Lille,143,00:09:04.836,Pass,
,,,,,,,,,,,,,,,,,,1.310483,,,,,,,,,,,,,2115e085-5560-4660-abf7-779db8cbd122,2042,,,"[56.3, 23.5]",3901151,54,,,,,1.8129381,,Left Foot,,,"[52.2, 40.1]",Ground Pass,,17.098831,,,,Rio Antonio Zoba Mavuba,40522.0,,,,,,2,Regular Play,Djibril Sidibé,3446.0,,Left Back,117,Lille,143,"['c306f934-76a8-4479-8eb8-cd044079f958', 'eb0767c6-b0e3-4800-820f-45d46ad714ad']",8,,,,,,,,,,,,,,,,,Lille,143,00:09:08.208,Pass,True
,,,,,,,,,,,,,,,,,,1.64131,,,,,,,,,,,,,323dd5aa-bdcf-4614-a97f-c48c227ec1da,2045,,,"[54.2, 43.6]",3901151,54,,,,,1.7228698,,Right Foot,,,"[50.2, 69.7]",Ground Pass,,26.404734,,,,Sébastien Corchia,6716.0,,,,,,2,Regular Play,Rio Antonio Zoba Mavuba,40522.0,,Right Defensive Midfield,117,Lille,143,['bfc8d0f6-63cd-4c52-9d38-6b53e173e665'],11,,,,,,,,,,,,,,,,,Lille,143,00:09:11.450,Pass,
,,,,,,,,,,,,,,,,,,1.265681,,,,,,,,,,,,,ebce6748-706e-44bc-96b6-b53b8c404c48,2048,,,"[50.2, 69.7]",3901151,54,,,,,-1.0763365,,Right Foot,,,"[56.4, 58.2]",Ground Pass,,13.064838,,,,Rio Antonio Zoba Mavuba,40522.0,,,,,,2,Regular Play,Sébastien Corchia,6716.0,,Right Back,117,Lille,143,['37118016-e9e5-4dba-834b-eb351c592e22'],13,,,,,,,,,,,,,,,,,Lille,143,00:09:13.578,Pass,
,,,,,,,,,,,,,,,,,,2.841933,,,,,,,,,,,,,055c75dc-e493-4508-a8a4-6706553ae13c,2056,,,"[57.3, 55.6]",3901151,55,,,,,-0.86036474,,Right Foot,,,"[100.4, 5.5]",High Pass,,66.087975,,,,Éric Bauthéac,40486.0,,True,,,Free Kick,2,From Free Kick,Renato Civelli,29057.0,,Right Center Back,118,Lille,143,['d71fd72b-613b-4dd1-8ead-1e42a158cce7'],5,,,,,,,,,,,,,,,,,Lille,143,00:10:05.810,Pass,
,,,,,,,,,,,,,,,,,,1.065666,,,,,,,,,,,,,6f8a23ab-ac36-4c6e-8cef-da4b6c4b7591,2062,,,"[102.9, 0.1]",3901151,55,,,,,1.2691773,,,,,"[108.5, 18.1]",High Pass,,18.850994,,,,Yassine Benzia,3673.0,,,,,Throw-in,2,From Throw In,Djibril Sidibé,3446.0,,Left Back,119,Lille,143,['34383c36-67f3-4dee-bef0-678421b9e491'],21,,,,,,,,,,,,,,,,,Lille,143,00:10:21.787,Pass,
,,,,,,,,,,,,,,,,,,1.754563,,,,,,,,,,,,,d56cdea4-93d9-4ad1-88cf-be0a90cd10c4,2064,,,"[109.1, 19.7]",3901151,55,,,,,-1.7681919,,Left Foot,,,"[106.1, 4.7]",High Pass,,15.297058,,,,Djibril Sidibé,3446.0,,,,,,2,From Throw In,Yassine Benzia,3673.0,,Center Forward,119,Lille,143,['1ed30a24-e318-4588-9d23-abd16766a524'],22,,,,,,,,,,,,,,,,,Lille,143,00:10:22.853,Pass,
,,,,,,,,,,,,,,,,,,1.417123,,,,,,,,,,,,,9ceb32fc-4c95-4ced-bb29-91b258134325,2069,,,"[116.2, 3.2]",3901151,55,,,,,-3.0431466,,Right Foot,,,"[108.1, 2.4]",Ground Pass,,8.13941,,,,Florent Balmont,3211.0,,,,,,2,From Throw In,Djibril Sidibé,3446.0,,Left Back,119,Lille,143,['c3290244-96eb-4e9c-b91f-f7111141e49d'],28,,,,,,,,,,,,,,,,,Lille,143,00:10:28.538,Pass,
,,,,,,,,,,,,,,,,,,1.521843,,,,,,,,,,,,,e050d6a3-04b2-4800-b234-185adbf93f42,2071,,,"[108.5, 2.4]",3901151,55,,,,,1.5202978,,Left Foot,True,,"[109.9, 30.1]",High Pass,,27.735357,,Incomplete,,,,,,,,,2,From Throw In,Florent Balmont,3211.0,,Left Center Midfield,119,Lille,143,['df8876ca-1da6-45e9-89ce-4e78380b643a'],29,,,,,,,,,,,,,,,,,Lille,143,00:10:29.956,Pass,
,,,,,,,,,,,,,,,,,,1.781881,,,,,,,,,,,,,383c6fea-2dc2-4bf6-9a30-b9bb44c930e9,2077,,,"[11.9, 49.2]",3901151,55,,,,,0.74837804,,Right Foot,,,"[23.1, 59.6]",Ground Pass,,15.283978,,,,Christophe Jallet,4410.0,,,,,Free Kick,2,From Free Kick,Anthony Lopes,2947.0,,Goalkeeper,121,Lyon,137,['f44fe406-b574-41f9-8663-136fff2c877c'],43,,,,,,,,,,,,,,,,,Lyon,137,00:10:43.660,Pass,
,,,,,,,,,,,,,,,,,,0.9723,,,,,,,,,,,,,2533a7e3-53e6-45c3-b769-d7005b68d821,2080,,,"[27.8, 60.7]",3901151,55,,,,,-0.17787527,,Right Foot,,,"[36.7, 59.1]",Ground Pass,,9.042677,,,,Jordan Ferri,3118.0,,,,,,2,From Free Kick,Christophe Jallet,4410.0,,Right Back,121,Lyon,137,['551461c3-5408-458f-b6ef-c31f7436bda1'],45,,,,,,,,,,,,,,,,,Lyon,137,00:10:45.975,Pass,
,,,,,,,,,,,,,,,,,,1.421731,,,,,,,,,,,,,104a0d58-6e33-4d8f-a5ff-ab3bc85a059f,2083,,,"[36.2, 58.9]",3901151,55,,,,,1.9908209,,Right Foot,,,"[31.6, 69.2]",Ground Pass,,11.280514,,,,Christophe Jallet,4410.0,,,,,,2,From Free Kick,Jordan Ferri,3118.0,,Right Defensive Midfield,121,Lyon,137,['55864f5a-b91b-4cc0-88ab-675b6126d497'],48,,,,,,,,,,,,,,,,,Lyon,137,00:10:48.419,Pass,
,,,,,,,,,,,,,,,,,,1.133917,,,,,,,,,,,,,6bc44ef7-b5f0-4b7b-84e8-ceee19461051,2086,,,"[31.3, 68.2]",3901151,55,,,,,-1.1878976,,Right Foot,,,"[37.1, 53.8]",Ground Pass,,15.524175,,,,Clément Grenier,3361.0,,,,,,2,From Free Kick,Christophe Jallet,4410.0,,Right Back,121,Lyon,137,['ae32022c-eca3-479e-a80c-2d578d5ddf21'],50,,,,,,,,,,,,,,,,,Lyon,137,00:10:50.986,Pass,
,,,,,,,,,,,,,,,,,,1.5831,,,,,,,,,,,,,482b127f-cd5a-499e-bdcf-756e22fa51ea,2090,,,"[35.5, 53.6]",3901151,55,,,,,2.5778441,,Right Foot,,,"[26.8, 59.1]",Ground Pass,,10.292716,,,,Christophe Jallet,4410.0,,,,,,2,From Free Kick,Clément Grenier,3361.0,,Left Defensive Midfield,121,Lyon,137,['46fc8abf-832f-4c69-b75b-e814481a37ed'],52,,,,,,,,,,,,,,,,,Lyon,137,00:10:52.654,Pass,
,,,,,,,,,,,,,,,,,,3.527498,,,,,,,,,,,,,76930c15-c7c6-4375-bf76-357aa091d2b3,2093,,,"[45.6, 55.9]",3901151,55,,,,,-0.116708584,,Right Foot,,,"[74.6, 52.5]",Ground Pass,,29.19863,,Incomplete,,Alexandre Lacazette,3451.0,,,,,,2,From Free Kick,Christophe Jallet,4410.0,,Right Back,121,Lyon,137,"['89e0e658-aa9e-46ec-92bc-52dac7dacb4e', 'd3f77636-3c15-451a-a558-a5adf336f736']",58,,,,,,,,,,,,,,,,,Lyon,137,00:10:58.940,Pass,
,,,,,,,,,,,,,,,,,,1.023829,,,,,,,,,,,,,cccba6a5-d984-4b2d-a4a9-42f0b432189f,2098,,,"[49.1, 29.5]",3901151,56,,,,,1.0759089,,Right Foot,,,"[55.9, 42.1]",Ground Pass,,14.3178215,,,,Rio Antonio Zoba Mavuba,40522.0,,,,,,2,Regular Play,Florent Balmont,3211.0,,Left Center Midfield,122,Lille,143,['4334ff6e-1327-4b6e-84ab-d3c368c20e7b'],2,,,,,,,,,,,,,,,,,Lille,143,00:11:02.920,Pass,
,,,,,,,,,,,,,,,,,,1.090293,,,,,,,,,,,,,ec726c8a-d08a-4a2a-bc8b-17fbd063d037,2101,,,"[55.9, 42.1]",3901151,56,,,,,1.4356257,,Right Foot,,,"[57.6, 54.6]",Ground Pass,,12.61507,,,,Sofiane Boufal,3625.0,,,,,,2,Regular Play,Rio Antonio Zoba Mavuba,40522.0,,Right Center Midfield,122,Lille,143,['87fa037b-6d4c-4ae1-938d-685ed8447884'],4,,,,,,,,,,,,,,,,,Lille,143,00:11:04.306,Pass,
,,,,,,,,,,,,,,,,,,0.966092,,,,,,,,,,,,,5754a1db-b43a-47eb-87ee-c4e7c06db5ca,2108,,,"[56.4, 58.7]",3901151,56,,,,,1.6377692,,Right Foot,,,"[55.3, 75.1]",Ground Pass,,16.43685,,,,Sébastien Corchia,6716.0,,,,,,2,Regular Play,Sofiane Boufal,3625.0,,Right Wing,122,Lille,143,['6e17dc8b-97f0-4687-a240-c48052a068a1'],7,,,,,,,,,,,,,,,,,Lille,143,00:11:07.029,Pass,
,,,,,,,,,,,,,,,,,,2.396788,,,,,,,,,,,,,7d01ed7a-9575-4cfc-b085-54652acd2ea5,2111,,,"[50.4, 71.6]",3901151,56,,,,,-2.4998143,,Right Foot,,,"[31.8, 57.7]",Ground Pass,,23.220034,,,,Renato Civelli,29057.0,,,,,,2,Regular Play,Sébastien Corchia,6716.0,,Right Back,122,Lille,143,['3e46c18d-4426-4a11-81a0-d03f6e0d77b3'],9,,,,,,,,,,,,,,,,,Lille,143,00:11:09.022,Pass,
,,,,,,,,,,,,,,,,,,1.003305,,,,,,,,,,,,,0dbe3a93-be66-4a4d-9bd6-e528da6f20f7,2114,,,"[32.5, 57.1]",3901151,56,,,,,-0.89179105,,Right Foot,,,"[46.3, 40.0]",Ground Pass,,21.973848,,,,Ibrahim Amadou,11332.0,,,,,,2,Regular Play,Renato Civelli,29057.0,,Right Center Back,122,Lille,143,['ab75bd20-425f-4844-bd5d-01948ca77151'],11,,,,,,,,,,,,,,,,,Lille,143,00:11:11.872,Pass,
,,,,,,,,,,,,,,,,,,1.089802,,,,,,,,,,,,,8f77c9d2-8313-4c51-b048-74f3103c9501,2120,,,"[73.9, 47.4]",3901151,56,,,,,0.5659676,,Right Foot,,,"[82.4, 52.8]",Ground Pass,,10.070253,,Pass Offside,,Yassine Benzia,3673.0,,,,,,2,Regular Play,Ibrahim Amadou,11332.0,,Center Defensive Midfield,122,Lille,143,"['4a70d354-d754-4ba6-acba-e21c7f0e5704', 'e35c362c-657a-4e7b-9f59-b3ea81cbe9d9']",17,,,,,,,,,,,,,,,,,Lille,143,00:11:17.834,Pass,True
,,,,,,,,,,,,,,,,,,0.681586,,,,,,,,,,,,,fa8b99a6-2eec-481f-960e-ac078f5a5e0c,2122,,,"[36.5, 27.3]",3901151,56,,,,,-0.61586994,,Right Foot,,,"[43.0, 22.7]",Ground Pass,,7.9630394,,,,Jordan Ferri,3118.0,,,,,Free Kick,2,From Free Kick,Samuel Yves Umtiti,5492.0,,Left Center Back,123,Lyon,137,['abf9d755-c794-4ddd-afbc-e6b89f912dce'],24,,,,,,,,,,,,,,,,,Lyon,137,00:11:24.494,Pass,
,,,,,,,,,,,,,,,,,,1.12721,,,,,,,,,,,,,8d5ed0fe-b61c-4e65-9135-39c6d7f52a63,2125,,,"[46.5, 18.3]",3901151,56,,,,,-1.259798,,Right Foot,,,"[49.2, 9.9]",Ground Pass,,8.823265,,,,Gnaly Maxwell Cornet,3162.0,,,,,,2,From Free Kick,Jordan Ferri,3118.0,,Right Defensive Midfield,123,Lyon,137,['d2204808-846a-4819-851b-a992d78bf650'],25,,,,,,,,,,,,,,,,,Lyon,137,00:11:25.336,Pass,
,,,,,,,,,,,,,,,,,,1.002143,,,,,,,,,,,,,2cb60b71-bedb-4f2f-9dbb-505d66c685f8,2128,,,"[50.1, 10.3]",3901151,56,,,,,1.1349194,,Right Foot,,,"[56.9, 24.9]",Ground Pass,,16.1059,,,,Mathieu Valbuena,18868.0,,,,,,2,From Free Kick,Gnaly Maxwell Cornet,3162.0,,Left Wing,123,Lyon,137,['cb68f335-4eb0-45d1-b21e-1d7496b8f000'],26,,,,,,,,,,,,,,,,,Lyon,137,00:11:26.527,Pass,
,,,,,,,,,,,,,,,,,,0.852368,,,,,,,,,,,,,8a935c4b-566a-4593-925b-9ece43c65b90,2131,,,"[56.9, 24.9]",3901151,56,,,,,2.368242,,Right Foot,,,"[52.7, 29.0]",Ground Pass,,5.8694124,,,,Jordan Ferri,3118.0,,,,,,2,From Free Kick,Mathieu Valbuena,18868.0,,Center Attacking Midfield,123,Lyon,137,['1f0df361-6e89-43d1-8d46-09898b348024'],27,,,,,,,,,,,,,,,,,Lyon,137,00:11:27.868,Pass,
,,,,,,,,,,,,,,,,,,1.529369,,,,,,,,,,,,,86815db0-c81c-4ce3-836c-a4b4900d9768,2138,,,"[53.9, 30.7]",3901151,56,,,,,1.218752,,Right Foot,,,"[57.5, 40.5]",Ground Pass,,10.440307,,,,Clément Grenier,3361.0,,,,,,2,From Free Kick,Jordan Ferri,3118.0,,Right Defensive Midfield,123,Lyon,137,['984897b9-a14a-4923-aa0e-b4132107b54a'],28,,,,,,,,,,,,,,,,,Lyon,137,00:11:28.880,Pass,
,,,,,,,,,,,,,,,,,,1.763304,,,,,,,,,,,,,c3e9ab9a-56a2-41dd-8099-1b86e1c1adb5,2141,,,"[62.4, 52.3]",3901151,56,,,,,1.1249133,,Right Foot,,,"[70.0, 68.2]",Ground Pass,,17.622997,,,,Christophe Jallet,4410.0,,,,,,2,From Free Kick,Clément Grenier,3361.0,,Left Defensive Midfield,123,Lyon,137,['f6ad5796-102b-446c-8857-a6b7d9af792e'],31,,,,,,,,,,,,,,,,,Lyon,137,00:11:31.441,Pass,
,,,,,,,,,,,,,,,,,,1.106393,,,,,,,,,,,,,7e34899d-3b60-4c10-a06a-8dcf1efe8a7f,2144,,,"[83.7, 70.5]",3901151,56,,,,,-1.5876014,,Right Foot,,,"[83.3, 46.7]",Ground Pass,,23.803362,,,,Mathieu Valbuena,18868.0,,,,,,2,From Free Kick,Christophe Jallet,4410.0,,Right Back,123,Lyon,137,['2d5e9ddd-6dd4-4bf0-b084-b788c3b360a7'],37,,,,,,,,,,,,,,,,,Lyon,137,00:11:37.783,Pass,
,,,,,,,,,,,,,,,,,,1.403363,,,,,,,,,,,,,4ab23cd8-f1fb-40e9-a81b-75e00e24906e,2147,,,"[89.1, 62.1]",3901151,56,,,,,0.66682345,,Right Foot,,,"[104.6, 74.3]",Ground Pass,,19.725365,,,,Rachid Ghezzal,3372.0,,,,,,2,From Free Kick,Mathieu Valbuena,18868.0,,Center Attacking Midfield,123,Lyon,137,['116902ad-4729-4518-b6ba-56c3dbb742e4'],41,,,,,,,,,,,,,,,,,Lyon,137,00:11:41.815,Pass,
,,,,,,,,,,,,,,,,,,1.08359,,,,,,,,,,,,,0b05cbf8-186e-47e3-b2aa-d0b68b421366,2155,,,"[24.1, 11.8]",3901151,56,,,,,1.0902727,,Left Foot,,,"[29.0, 21.2]",Ground Pass,,10.6004715,,,,Florent Balmont,3211.0,,,,,,2,From Free Kick,Éric Bauthéac,40486.0,,Left Wing,123,Lyon,137,['09c82c7a-7aa3-4ab1-9ca5-da8c4a6cd1b7'],45,,,,,,,,,,,,,,,,,Lille,143,00:11:45.862,Pass,
,,,,,,,,,,,,,,,,,,2.359261,,,,,,,,,,,,,e6b56a5f-519e-42ce-bd8b-44dc93e7d285,2165,,,"[7.0, 44.1]",3901151,57,,True,,,0.2178135,,Left Foot,,,"[68.9, 57.8]",High Pass,,63.39795,,Incomplete,,Yassine Benzia,3673.0,,,,,Goal Kick,2,From Goal Kick,Vincent Enyeama,40484.0,,Goalkeeper,124,Lille,143,"['639fc7a7-8ca4-406c-8804-a2e59b2443e8', '63de83da-ab9e-463c-96b2-c1a134c6ad6d']",14,,,,,,,,,,,,,,,,,Lille,143,00:12:14.893,Pass,
,,,,,,,,,,,,,,,,,,1.384349,,,,,,,,,,,,,639fc7a7-8ca4-406c-8804-a2e59b2443e8,2167,,,"[51.2, 22.3]",3901151,57,,,,,0.74506134,,Head,,,"[62.8, 33.0]",High Pass,,15.781318,,,,Mathieu Valbuena,18868.0,,,,,Recovery,2,Regular Play,Samuel Yves Umtiti,5492.0,,Left Center Back,125,Lyon,137,"['ddfacab3-4964-4893-b47f-ac21239caf25', 'e6b56a5f-519e-42ce-bd8b-44dc93e7d285']",17,,,,,,,,,,,,,,,,,Lyon,137,00:12:17.252,Pass,
