50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,1.551646,,,,,,,,,,,,,,93ef8456-d176-42aa-881e-a93b4ed7af5f,15,,,"[38.3, 39.3]",3901211,0,,,,,-0.17879306,,Left Foot,,,"[63.2, 34.8]",High Pass,,25.30336,,Incomplete,,Steven Fletcher,9554.0,,,,,Recovery,1,From Kick Off,Nicolas Alexis Julio N'Koulou Ndoubena,7472.0,Right Center Back,2,Bordeaux,146,"['9afabb41-3a11-46a7-ab42-95561a4c31fb', 'aa46e912-9e39-41e5-b034-145f3ddcefc9', 'd5028939-6e7f-46d7-83e5-b4819402d98b']",7,,,,,,,,,,,,,,,,Marseille,147,00:00:07.112,Pass,
,,,,,,,,,,,,,,,,,,2.342712,,,,,,,,,,,,,,9afabb41-3a11-46a7-ab42-95561a4c31fb,17,,,"[56.9, 45.3]",3901211,0,,,,,-1.0525954,,Right Foot,,,"[76.4, 11.1]",High Pass,,39.36864,,Incomplete,,Thomas Touré,3408.0,,,,,Recovery,1,From Kick Off,Cédric Yambéré,3779.0,Right Defensive Midfield,2,Bordeaux,146,"['47101866-5e0e-44fe-8f8c-d20a745efe71', '93ef8456-d176-42aa-881e-a93b4ed7af5f', 'f35de436-6e5e-4211-9f18-4e2e3db67bd4']",8,,,,,,,,,,,,,,,,Bordeaux,146,00:00:08.664,Pass,
,,,,,,,,,,,,,,,,,,0.973919,,,,,,,,,,,,,,24b3c85e-83c1-4b6b-a0ad-ee5262c79f9e,21,,,"[69.3, 0.1]",3901211,0,,,,,0.4636476,,,,,"[83.5, 7.2]",Low Pass,,15.876082,,,,Thomas Touré,3408.0,,,,,Throw-in,1,From Throw In,Diego Armando Valentin Contento,4628.0,Left Back,3,Bordeaux,146,['d2f50da2-293b-4be3-b354-03960345cd70'],41,,,,,,,,,,,,,,,,Bordeaux,146,00:00:41.406,Pass,
,,,,,,,,,,,,,,,,,,0.960431,,,,,,,,,,,,,,b53d9ef6-837b-45d8-99db-dc45c23a96eb,25,,,"[76.0, 5.9]",3901211,0,,,,,3.1415927,,Right Foot,,,"[69.8, 5.9]",Ground Pass,,6.2,,,,Diego Armando Valentin Contento,4628.0,,,,,,1,From Throw In,Thomas Touré,3408.0,Left Midfield,3,Bordeaux,146,['3a0c80be-4bb4-4ab0-97c0-9fcbab517cbd'],44,,,,,,,,,,,,,,,,Bordeaux,146,00:00:44.063,Pass,
,,,,,,,,,,,,,,,,,,4.729776,,,,,,,,,,,,,,e3c33e0e-2ec8-41c7-baca-bed58d6d639a,28,,,"[69.9, 7.1]",3901211,0,,,,,0.031925276,,Left Foot,,,"[120.0, 8.7]",High Pass,,50.12554,,Out,,Adam Ounas,10448.0,,,,,,1,From Throw In,Diego Armando Valentin Contento,4628.0,Left Back,3,Bordeaux,146,['0bf2d3de-b7bd-49af-9056-009b55f31b6d'],45,,,,,,,,,,,,,,,,Bordeaux,146,00:00:45.213,Pass,
,,,,,,,,,,,,,,,,,,3.137322,,,,,,,,,,,,,,11b2799c-a0ca-4e40-b000-791fd1ac5a94,30,,,"[6.0, 44.0]",3901211,1,,True,,,0.4485354,,Right Foot,,,"[70.0, 74.8]",High Pass,,71.02563,,,,Bouna Sarr,4351.0,,,,,Goal Kick,1,From Goal Kick,Steve Mandanda,3543.0,Goalkeeper,4,Marseille,147,['9b4a579a-1bd7-4634-915a-12dc313ef322'],8,,,,,,,,,,,,,,,,Marseille,147,00:01:08.823,Pass,
,,,,,,,,,,,,,,,,,,1.23932,,,,,,,,,,,,,,7792d2c3-a38a-4a83-82f8-5407f648ec33,33,,,"[70.0, 74.6]",3901211,1,,,,True,-1.5874615,,,,,"[69.6, 50.6]",Low Pass,,24.003334,,,,Lucas Silva Borges,25199.0,,,,,,1,From Goal Kick,Bouna Sarr,4351.0,Right Wing,4,Marseille,147,"['bde70177-8cde-4296-b230-f606a74bbb1e', 'bf9b681a-e50c-4195-a4b3-cdab9cb4c571']",11,,,,,,,,,,,,,,,,Marseille,147,00:01:11.960,Pass,True
,,,,,,,,,,,,,,,,,,1.117923,,,,,,,,,,,,,,da82b30c-15a3-484c-8909-423644f4273b,36,,,"[70.6, 50.0]",3901211,1,,,,,0.63873166,,Head,,,"[80.7, 57.5]",High Pass,,12.580143,,,,Bouna Sarr,4351.0,,,,,,1,From Goal Kick,Lucas Silva Borges,25199.0,Left Defensive Midfield,4,Marseille,147,['68b27b07-bd76-46be-84fe-60680eefb863'],13,,,,,,,,,,,,,,,,Marseille,147,00:01:13.286,Pass,
,,,,,,,,,,,,,,,,,,1.329724,,,,,,,,,,,,,,27aa77c4-23a2-45f4-b41e-258f2e60b975,38,,,"[80.1, 58.3]",3901211,1,,,,,-1.0368422,,Head,,,"[88.2, 44.6]",Low Pass,,15.915401,,,,Steven Fletcher,9554.0,,,,,,1,From Goal Kick,Bouna Sarr,4351.0,Right Wing,4,Marseille,147,['fac17638-f86c-49b4-b845-ea706fb144cc'],14,,,,,,,,,,,,,,,,Marseille,147,00:01:14.473,Pass,
,,,,,,,,,,,,,,,,,,1.796969,,,,,,,,,,,,,,eae57be5-928d-4ecc-a2e7-e8cf67432b6a,42,,,"[91.6, 43.6]",3901211,1,,,,,-1.2862779,,Right Foot,,,"[97.8, 22.4]",Ground Pass,,22.088005,,,,Florian Thauvin,3254.0,,,,,,1,From Goal Kick,Steven Fletcher,9554.0,Center Forward,4,Marseille,147,"['b6933bac-add9-4d31-84da-ae9978e03ec7', 'd9dc6013-140a-4a15-8b26-c266a8d22754']",16,,,,,,,,,,,,,,,,Marseille,147,00:01:16.538,Pass,True
,,,,,,,,,,,,,,,,,,1.774708,,,,,,,,,,,,,,cc51f218-689c-4c62-b8cc-e5a667ad39bf,46,,,"[109.6, 24.5]",3901211,1,,,,,1.8010868,f4d4d4c9-7022-4775-8bc4-48f7f72bd260,Left Foot,,,"[104.7, 45.4]",Low Pass,,21.466719,,,,Bouna Sarr,4351.0,True,,,,,1,From Goal Kick,Florian Thauvin,3254.0,Left Wing,4,Marseille,147,"['d6a7030a-a898-45c2-8f28-6f8c4be04876', 'f661a3cb-e3a1-49b9-a78b-4cbe7ea4fb0e']",19,,,,,,,,,,,,,,,,Marseille,147,00:01:19.910,Pass,True
,,,,,,,,,,,,,,,,,,1.329995,,,,,,,,,,,,,,6d9aa6aa-cd42-4b1f-a592-7312bdd4bf89,52,,,"[120.0, 80.0]",3901211,1,,,,,-1.7064564,,Left Foot,,,"[115.4, 46.3]",High Pass,True,34.012497,,Incomplete,,Nicolas Alexis Julio N'Koulou Ndoubena,7472.0,,,Inswinging,,Corner,1,From Corner,Florian Thauvin,3254.0,Left Wing,5,Marseille,147,"['55bd4eca-0620-4ed0-9b13-de097deee5f5', '5e263ab4-80cb-4982-b425-7df347cab9a6']",46,,,,,,,,,,,,,,,,Marseille,147,00:01:46.351,Pass,
,,,,,,,,,,,,,,,,,,2.4845,,,,,,,,,,,,,,90aa82f3-4e75-435e-ba5c-4cf99bb44787,59,,,"[92.3, 39.7]",3901211,1,,,,,1.0724404,,Right Foot,,,"[107.7, 68.0]",High Pass,,32.218784,,,,Javier Manquillo Gaitán,3075.0,,,,,Recovery,1,From Corner,Mauricio Aníbal Isla Isla,18874.0,Right Defensive Midfield,5,Marseille,147,"['a1288977-f0e0-47ec-89ee-8e834b30fd6a', 'e7653424-cb7a-49a2-9fe2-3263ef799c11']",51,,,,,,,,,,,,,,,,Marseille,147,00:01:51.861,Pass,True
,,,,,,,,,,,,,,,,,,1.207564,,,,,,,,,,,,,,81c850c7-6bbd-4c32-bb07-739c4e15c716,65,,,"[108.1, 80.0]",3901211,2,,,,,-1.2932647,,,,,"[113.0, 62.8]",High Pass,,17.88435,,Incomplete,,Steven Fletcher,9554.0,,,,,Throw-in,1,From Throw In,Javier Manquillo Gaitán,3075.0,Right Back,6,Marseille,147,"['570eac63-85c8-40cf-ad13-e03d5827b731', '82213c6a-7982-494e-b452-d8c8f1d6ba2b']",8,,,,,,,,,,,,,,,,Marseille,147,00:02:08.409,Pass,
,,,,,,,,,,,,,,,,,,3.104867,,,,,,,,,,,,,,6d0ee745-c92c-4299-9f84-08b25fbb604f,71,,,"[12.4, 22.2]",3901211,2,,,,,0.02958638,,Left Foot,,,"[76.6, 24.1]",High Pass,,64.22811,,Incomplete,,Enzo Crivelli,3184.0,,,,,Free Kick,1,From Free Kick,Jérôme Prior,4509.0,Goalkeeper,7,Bordeaux,146,"['7c2ab03c-1c1a-44e5-918e-5f6f9219c5a1', 'c767a571-6bff-4f58-a437-f7cff8477514']",29,,,,,,,,,,,,,,,,Bordeaux,146,00:02:29.275,Pass,
,,,,,,,,,,,,,,,,,,1.111805,,,,,,,,,,,,,,7c2ab03c-1c1a-44e5-918e-5f6f9219c5a1,74,,,"[43.5, 56.0]",3901211,2,,,,True,-0.4154921,,,,,"[53.7, 51.5]",Low Pass,,11.148542,,,,Rémy Cabella,3420.0,,,,,Recovery,1,Regular Play,Nicolas Alexis Julio N'Koulou Ndoubena,7472.0,Right Center Back,8,Marseille,147,"['6d0ee745-c92c-4299-9f84-08b25fbb604f', '8623cc38-e757-4169-b3e2-fc7134f550b8', 'b8e6d930-1802-4414-b71b-52f47691c1da']",32,,,,,,,,,,,,,,,,Marseille,147,00:02:32.380,Pass,True
,,,,,,,,,,,,,,,,,,0.592339,,,,,,,,,,,,,,5ceeacbe-6354-482d-a7a1-48b376c2d2ca,76,,,"[53.3, 52.1]",3901211,2,,,,,-2.6690958,,Head,,,"[48.8, 49.8]",Low Pass,,5.0537114,,,,Lucas Silva Borges,25199.0,,,,,,1,Regular Play,Rémy Cabella,3420.0,Center Attacking Midfield,8,Marseille,147,['658c15b8-5a6b-40dd-85fb-fa788f53eaba'],33,,,,,,,,,,,,,,,,Marseille,147,00:02:33.571,Pass,
,,,,,,,,,,,,,,,,,,1.153024,,,,,,,,,,,,,,2b0a2c65-d43c-4829-bd23-6f0af883cafe,79,,,"[48.8, 49.8]",3901211,2,,,,,-0.77188545,,Right Foot,,,"[63.8, 35.2]",High Pass,,20.932272,,Incomplete,,Florian Thauvin,3254.0,,,,,,1,Regular Play,Lucas Silva Borges,25199.0,Left Defensive Midfield,8,Marseille,147,"['8623aa05-96d4-4417-b82f-9fce13dad49e', 'd3cd9c4f-9c5a-4a49-b21e-b6e20f746120']",34,,,,,,,,,,,,,,,,Marseille,147,00:02:34.203,Pass,
,,,,,,,,,,,,,,,,,,1.862454,,,,,,,,,,,,,,d0a36a43-0ea4-4f36-b1f0-a8b30bd91038,84,,,"[49.5, 7.2]",3901211,2,,,,,3.0971775,,Right Foot,,,"[36.0, 7.8]",Ground Pass,,13.513327,,,,Benjamin Mendy,3261.0,,,,,,1,Regular Play,Florian Thauvin,3254.0,Left Wing,8,Marseille,147,['ba0ef62b-43b8-464b-b2be-0c6ad5673432'],38,,,,,,,,,,,,,,,,Marseille,147,00:02:38.242,Pass,
,,,,,,,,,,,,,,,,,,0.893722,,,,,,,,,,,,,,39d73396-bebe-485f-a7c6-98f75d50f733,87,,,"[41.3, 4.2]",3901211,2,,,,,-0.057080783,,Left Foot,,,"[51.8, 3.6]",Ground Pass,,10.517129,,,,Florian Thauvin,3254.0,,,,,,1,Regular Play,Benjamin Mendy,3261.0,Left Back,8,Marseille,147,['93983383-8775-4119-b0d3-cb605b6cb9c7'],41,,,,,,,,,,,,,,,,Marseille,147,00:02:41.352,Pass,
,,,,,,,,,,,,,,,,,,0.743743,,,,,,,,,,,,,,9b5b266d-2a7a-40a3-a31b-314e31ec52bb,90,,,"[52.3, 4.2]",3901211,2,,,,,2.2142975,,Right Foot,,,"[46.0, 12.6]",Ground Pass,,10.5,,,,Lucas Silva Borges,25199.0,,,,,,1,Regular Play,Florian Thauvin,3254.0,Left Wing,8,Marseille,147,"['2f0cdf79-8f29-4974-9769-42260698c5d4', '807ac840-5ccc-4a94-9b4e-c45b22810d15']",42,,,,,,,,,,,,,,,,Marseille,147,00:02:42.246,Pass,True
,,,,,,,,,,,,,,,,,,1.472028,,,,,,,,,,,,,,e0dc576b-7410-4482-a2d0-288ab47f221a,93,,,"[41.1, 39.3]",3901211,2,,,,,1.5259546,,Right Foot,,,"[41.8, 54.9]",Ground Pass,,15.615697,,,,Mauricio Aníbal Isla Isla,18874.0,,,,,,1,Regular Play,Lucas Silva Borges,25199.0,Left Defensive Midfield,8,Marseille,147,['eff11f26-4ffd-4d5b-9cfe-2eb119fa4753'],47,,,,,,,,,,,,,,,,Marseille,147,00:02:47.669,Pass,
,,,,,,,,,,,,,,,,,,1.051986,,,,,,,,,,,,,,46d1e144-4cbe-40e3-9033-5550e1d5d843,97,,,"[42.4, 62.0]",3901211,2,,,,,2.1047974,,Left Foot,,,"[35.6, 73.5]",Ground Pass,,13.360015,,,,Javier Manquillo Gaitán,3075.0,,,,,,1,Regular Play,Mauricio Aníbal Isla Isla,18874.0,Right Defensive Midfield,8,Marseille,147,['f641c712-0340-4c27-9694-6b16b00307fc'],49,,,,,,,,,,,,,,,,Marseille,147,00:02:49.988,Pass,
,,,,,,,,,,,,,,,,,,1.214524,,,,,,,,,,,,,,5c1954ba-bbd7-45b4-bdd6-7a84b099b546,100,,,"[33.0, 70.9]",3901211,2,,,,,-2.0158126,,Right Foot,,,"[26.8, 57.9]",Ground Pass,,14.402778,,,,Nicolas Alexis Julio N'Koulou Ndoubena,7472.0,,,,,,1,Regular Play,Javier Manquillo Gaitán,3075.0,Right Back,8,Marseille,147,['a1abc5e0-417c-422f-9394-8b59877af6ca'],52,,,,,,,,,,,,,,,,Marseille,147,00:02:52.580,Pass,
,,,,,,,,,,,,,,,,,,1.93158,,,,,,,,,,,,,,559a0e22-4009-4901-a84a-a88bf80f05aa,103,,,"[26.8, 57.0]",3901211,2,,,,,-1.4492395,,Left Foot,,,"[31.1, 21.8]",Ground Pass,,35.46167,,,,Karim Rekik,8572.0,,,,,,1,Regular Play,Nicolas Alexis Julio N'Koulou Ndoubena,7472.0,Right Center Back,8,Marseille,147,['7a824091-6ee4-4d7d-9740-348df97d1c8e'],54,,,,,,,,,,,,,,,,Marseille,147,00:02:54.939,Pass,
,,,,,,,,,,,,,,,,,,1.37811,,,,,,,,,,,,,,e6ec7f4c-a276-4cbc-86b5-2aa01e682139,106,,,"[32.8, 19.4]",3901211,2,,,,,-0.9272952,,Left Foot,,,"[43.9, 4.6]",Ground Pass,,18.5,,,,Benjamin Mendy,3261.0,,,,,,1,Regular Play,Karim Rekik,8572.0,Left Center Back,8,Marseille,147,['5b3fa53e-0f6d-4dfb-977e-d0bc73f41578'],58,,,,,,,,,,,,,,,,Marseille,147,00:02:58.629,Pass,
,,,,,,,,,,,,,,,,,,1.630187,,,,,,,,,,,,,,edc5fc37-90a9-4a9e-8060-209710735c6f,109,,,"[44.6, 4.2]",3901211,3,,,,,2.621625,,Left Foot,,,"[31.5, 11.7]",Ground Pass,,15.095033,,,,Karim Rekik,8572.0,,,,,,1,Regular Play,Benjamin Mendy,3261.0,Left Back,8,Marseille,147,['eead191d-12d1-4fd7-b786-260f53eb0c58'],0,,,,,,,,,,,,,,,,Marseille,147,00:03:00.871,Pass,
,,,,,,,,,,,,,,,,,,0.819645,,,,,,,,,,,,,,eca4ffe3-7502-4512-b993-eb4d5a6dd807,112,,,"[39.6, 16.6]",3901211,3,,,,,0.3727042,,Left Foot,,,"[52.9, 21.8]",Ground Pass,,14.280406,,,,Rémy Cabella,3420.0,,,,,,1,Regular Play,Karim Rekik,8572.0,Left Center Back,8,Marseille,147,['6e12d908-a576-4d09-92b7-4abc7c6ae71f'],5,,,,,,,,,,,,,,,,Marseille,147,00:03:05.072,Pass,
,,,,,,,,,,,,,,,,,,0.630586,,,,,,,,,,,,,,6d11cfab-fb15-46e6-a1d7-6288a0b58a4d,116,,,"[55.0, 22.2]",3901211,3,,,,,2.1066077,,Right Foot,,,"[51.2, 28.6]",Ground Pass,,7.4431176,,,,Lucas Silva Borges,25199.0,,,,,,1,Regular Play,Rémy Cabella,3420.0,Center Attacking Midfield,8,Marseille,147,"['64f98ebf-ea00-4c53-b4f1-f86e29a0ea43', '995665fa-4e01-4624-9d85-765985fee474']",5,,,,,,,,,,,,,,,,Marseille,147,00:03:05.979,Pass,True
,,,,,,,,,,,,,,,,,,1.21172,,,,,,,,,,,,,,514b8a4b-7472-4ff8-ba21-fe9dbabe5c40,119,,,"[50.8, 28.6]",3901211,3,,,,,-2.7207205,,Right Foot,,,"[40.3, 23.9]",Ground Pass,,11.503912,,,,Karim Rekik,8572.0,,,,,,1,Regular Play,Lucas Silva Borges,25199.0,Left Defensive Midfield,8,Marseille,147,['f4ebdacb-07e2-4012-8442-6929bab9b928'],6,,,,,,,,,,,,,,,,Marseille,147,00:03:06.805,Pass,
,,,,,,,,,,,,,,,,,,2.159809,,,,,,,,,,,,,,a2ef0de0-7c79-4a10-819e-27add83ae07e,122,,,"[40.1, 24.5]",3901211,3,,,,,1.5227784,,Left Foot,,,"[42.2, 68.2]",Ground Pass,,43.750427,,,,Javier Manquillo Gaitán,3075.0,,True,,,,1,Regular Play,Karim Rekik,8572.0,Left Center Back,8,Marseille,147,['3a777b00-209a-457b-80c7-56e195c4cc04'],8,,,,,,,,,,,,,,,,Marseille,147,00:03:08.823,Pass,
,,,,,,,,,,,,,,,,,,1.716784,,,,,,,,,,,,,,9a3610c3-9934-414d-93f0-166f434f388b,125,,,"[42.2, 68.0]",3901211,3,,,,,-1.6795608,,Right Foot,,,"[40.3, 50.6]",Ground Pass,,17.503428,,,,Nicolas Alexis Julio N'Koulou Ndoubena,7472.0,,,,,,1,Regular Play,Javier Manquillo Gaitán,3075.0,Right Back,8,Marseille,147,['72311ea3-6a0b-426d-8797-d421f61f3fe9'],12,,,,,,,,,,,,,,,,Marseille,147,00:03:12.763,Pass,
