50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_to_post,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_saved_to_post,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,1.353961,,,,,,,,,,,,,,bf5431e4-d89c-4b6a-8bac-b20f186931ad,16,,"[48.7, 25.4]",3829447,0,,,,,2.9565423,,Right Foot,,,"[28.4, 29.2]",,Ground Pass,,20.652603,,,Marko Baša,40523.0,,,,,,1,From Kick Off,Ronny Rodelin,2955.0,Left Center Midfield,2,Lille,143,['52bb4887-53fe-4081-bb16-aac9452f1ad3'],7,,,,,,,,,,,,,,,,,,Lille,143,00:00:07.666,Pass,
,,,,,,,,,,,,,,,2.312109,,,,,,,,,,,,,,ec0e754d-4a6d-4047-a282-1a3978a9d9bd,19,,"[28.4, 29.2]",3829447,0,,,,,1.517276,,Right Foot,,,"[30.5, 68.4]",,Ground Pass,,39.25621,,,Renato Civelli,29057.0,,,,,,1,From Kick Off,Marko Baša,40523.0,Left Center Back,2,Lille,143,['c45885e1-55d2-4199-ad15-bb3aa6ec19cc'],10,,,,,,,,,,,,,,,,,,Lille,143,00:00:10.369,Pass,
,,,,,,,,,,,,,,,1.117854,,,,,,,,,,,,,,caf525ea-b14c-4601-8efa-2c90eaeab26d,22,,"[32.5, 68.4]",3829447,0,,,,,0.15160549,,Right Foot,,,"[46.9, 70.6]",,Ground Pass,,14.567086,,,Florent Balmont,3211.0,,,,,,1,From Kick Off,Renato Civelli,29057.0,Right Center Back,2,Lille,143,['e6186dfa-8794-4f15-b5f9-e72447489701'],13,,,,,,,,,,,,,,,,,,Lille,143,00:00:13.035,Pass,
,,,,,,,,,,,,,,,0.858594,,,,,,,,,,,,,,4eff3ca7-7d70-44ae-b915-806f92f1a69f,25,,"[44.2, 73.3]",3829447,0,,,,,-0.23974311,,Right Foot,,,"[57.7, 70.0]",,Ground Pass,,13.897482,,,Sofiane Boufal,3625.0,,,,,,1,From Kick Off,Florent Balmont,3211.0,Right Center Midfield,2,Lille,143,['33fa7c91-2048-4afc-8c96-a98cafac02d2'],15,,,,,,,,,,,,,,,,,,Lille,143,00:00:15.803,Pass,
,,,,,,,,,,,,,,,0.737219,,,,,,,,,,,,,,b0818ee0-76eb-4f5f-9921-3a6ee4ec41a1,27,,"[57.7, 70.0]",3829447,0,,,,,2.946907,,Right Foot,,,"[50.6, 71.4]",,Ground Pass,,7.236712,,,Florent Balmont,3211.0,,,,,,1,From Kick Off,Sofiane Boufal,3625.0,Right Wing,2,Lille,143,['fa28fb45-558c-4f07-b8e6-41bff30c9b8e'],16,,,,,,,,,,,,,,,,,,Lille,143,00:00:16.661,Pass,
,,,,,,,,,,,,,,,1.601192,,,,,,,,,,,,,,9e671539-b51f-4929-883c-2c8646ccb432,30,,"[51.7, 70.3]",3829447,0,,,,,-0.2934357,,Right Foot,,,"[79.5, 61.9]",,High Pass,,29.04135,,,Baptiste Guillaume,3357.0,,,,,,1,From Kick Off,Florent Balmont,3211.0,Right Center Midfield,2,Lille,143,['ea9ea5ba-3db5-41be-8374-c829e9a92865'],18,,,,,,,,,,,,,,,,,,Lille,143,00:00:18.970,Pass,
,,,,,,,,,,,,,,,1.150107,,,,,,,,,,,,,,2a345fce-4a10-4e4d-917f-8a748e93c2c8,34,,"[77.1, 62.4]",3829447,0,,,,,1.82812,,Other,,,"[75.1, 70.0]",,Low Pass,,7.858753,,,Sofiane Boufal,3625.0,,,,,,1,From Kick Off,Baptiste Guillaume,3357.0,Center Forward,2,Lille,143,"['54e6a149-0b10-48bc-9db7-47749f2d7f35', '5ca60bee-4849-47ec-80e4-97fbb39b7c4e']",20,,,,,,,,,,,,,,,,,,Lille,143,00:00:20.611,Pass,True
,,,,,,,,,,,,,,,0.783548,,,,,,,,,,,,,,fb201ff3-ab4c-42bc-bd02-ca7587d475da,37,,"[72.7, 74.1]",3829447,0,,,,,-2.9694018,,Right Foot,,,"[68.1, 73.3]",,Ground Pass,,4.669047,,,Florent Balmont,3211.0,,,,,,1,From Kick Off,Sofiane Boufal,3625.0,Right Wing,2,Lille,143,['c419e309-a6d0-43cc-ac39-dd58ecd2727e'],22,,,,,,,,,,,,,,,,,,Lille,143,00:00:22.958,Pass,
,,,,,,,,,,,,,,,0.599833,,,,,,,,,,,,,,cd26b885-24f7-477a-99ed-0e421667194e,40,,"[66.1, 73.6]",3829447,0,,,,,0.5404195,,Right Foot,,,"[69.1, 75.4]",,Ground Pass,,3.4985712,,,Sofiane Boufal,3625.0,,,,,,1,From Kick Off,Florent Balmont,3211.0,Right Center Midfield,2,Lille,143,['23fd2f98-f04e-4f62-9703-e3049552e0ea'],23,,,,,,,,,,,,,,,,,,Lille,143,00:00:23.863,Pass,
,,,,,,,,,,,,,,,0.36424,,,,,,,,,,,,,,4c06816f-c6e8-4f76-bc1c-98324f333c34,43,,"[67.3, 75.7]",3829447,0,,,,,-0.41241044,,Left Foot,,,"[72.1, 73.6]",,Low Pass,,5.239275,Incomplete,,Sébastien Corchia,6716.0,,,,,,1,From Kick Off,Sofiane Boufal,3625.0,Right Wing,2,Lille,143,"['477dd3c0-3176-4f20-b138-c2f8bb3cc298', 'c7ff6d43-c710-4eca-8fde-414fa18ea646']",25,,,,,,,,,,,,,,,,,,Lille,143,00:00:25.744,Pass,
,,,,,,,,,,,,,,,3.490535,,,,,,,,,,,,,,d919468e-55a7-41b6-88d9-e95a51bf41fa,47,,"[49.3, 7.7]",3829447,0,,,,,0.26748508,,Right Foot,,,"[83.6, 17.1]",,High Pass,,35.56473,Incomplete,,Jacques Zoua Daogari,401505.0,,,,,,1,From Kick Off,Kévin Mayi,7430.0,Left Midfield,2,Lille,143,"['2b04c5d0-2018-428b-b5cb-d2c9d298f645', '3ebb77a4-ed3a-4e08-ab36-4a439605fb74']",26,,,,,,,,,,,,,,,,,,Gazélec Ajaccio,160,00:00:26.711,Pass,
,,,,,,,,,,,,,,,2.568367,,,,,,,,,,,,,,3ebb77a4-ed3a-4e08-ab36-4a439605fb74,50,,"[36.5, 63.0]",3829447,0,,,,,-1.7606527,,Right Foot,,,"[31.1, 34.9]",,Ground Pass,,28.614157,,,Marko Baša,40523.0,,,,,Recovery,1,From Kick Off,Renato Civelli,29057.0,Right Center Back,2,Lille,143,"['10dcd313-c5ed-4a21-8863-84c14bd3b975', 'd919468e-55a7-41b6-88d9-e95a51bf41fa', 'f5c6c386-6479-4593-a3b0-c98b39904ead']",30,,,,,,,,,,,,,,,,,,Lille,143,00:00:30.202,Pass,True
,,,,,,,,,,,,,,,1.691224,,,,,,,,,,,,,,ade39028-3a96-47c7-83a6-d8008b14a887,53,,"[27.8, 30.1]",3829447,0,,,,,2.3135374,,Right Foot,,,"[12.1, 47.2]",,Ground Pass,,23.21422,,,Vincent Enyeama,40484.0,,,,,,1,From Kick Off,Marko Baša,40523.0,Left Center Back,2,Lille,143,['b58747e6-b268-4462-be83-e941eb767b26'],33,,,,,,,,,,,,,,,,,,Lille,143,00:00:33.746,Pass,
,,,,,,,,,,,,,,,1.823105,,,,,,,,,,,,,,5641b3b1-5301-4473-b956-b92ebd74fb29,56,,"[12.1, 45.6]",3829447,0,,,,,1.1278712,,Left Foot,,,"[23.2, 69.0]",,Ground Pass,,25.899227,,,Renato Civelli,29057.0,,,,,,1,From Kick Off,Vincent Enyeama,40484.0,Goalkeeper,2,Lille,143,['12a77636-0e87-42ef-8adb-57de92a636d3'],36,,,,,,,,,,,,,,,,,,Lille,143,00:00:36.701,Pass,
,,,,,,,,,,,,,,,1.04862,,,,,,,,,,,,,,dc25ee2e-801b-4411-9ef1-42b7badc19d3,59,,"[25.4, 68.7]",3829447,0,,,,,-0.93206465,,Right Foot,,,"[32.9, 58.6]",,Ground Pass,,12.580143,,,Rio Antonio Zoba Mavuba,40522.0,,,,,,1,From Kick Off,Renato Civelli,29057.0,Right Center Back,2,Lille,143,['25a576d0-e1b8-4b2a-a9e2-9dfe333fc458'],40,,,,,,,,,,,,,,,,,,Lille,143,00:00:40.642,Pass,
,,,,,,,,,,,,,,,3.073645,,,,,,,,,,,,,,91aa59cb-4ce4-471c-8917-548ed7414a44,62,,"[35.5, 59.2]",3829447,0,,,,,-1.6111784,,Right Foot,,,"[34.3, 29.5]",,Ground Pass,,29.724232,,,Marko Baša,40523.0,,,,,,1,From Kick Off,Rio Antonio Zoba Mavuba,40522.0,Center Defensive Midfield,2,Lille,143,['2e880420-5582-48fb-90b3-ea7b8dbddf5a'],43,,,,,,,,,,,,,,,,,,Lille,143,00:00:43.168,Pass,
,,,,,,,,,,,,,,,1.965181,,,,,,,,,,,,,,a4bf207e-f91f-4e8a-8d1d-705fdb942819,65,,"[34.9, 28.1]",3829447,0,,,,,1.310003,,Right Foot,,,"[43.6, 60.7]",,Ground Pass,,33.740925,,,Florent Balmont,3211.0,,,,,,1,From Kick Off,Marko Baša,40523.0,Left Center Back,2,Lille,143,['5acf9e57-1160-4100-9ea8-8e606ac5069d'],48,,,,,,,,,,,,,,,,,,Lille,143,00:00:48.335,Pass,
,,,,,,,,,,,,,,,1.660971,,,,,,,,,,,,,,eb66c8be-012f-41be-844f-d7d47e15c842,68,,"[52.9, 70.8]",3829447,0,,,,,-0.08791867,,Right Foot,,,"[85.8, 67.9]",,Low Pass,,33.027565,Incomplete,,Sofiane Boufal,3625.0,,,,,,1,From Kick Off,Florent Balmont,3211.0,Right Center Midfield,2,Lille,143,"['7a3be602-802b-49b3-96e8-d41da857c5fd', 'cb4e86ed-fb1c-493a-92bc-d94539b82b41']",53,,,,,,,,,,,,,,,,,,Lille,143,00:00:53.753,Pass,
,,,,,,,,,,,,,,,1.239725,,,,,,,,,,,,,,7a3be602-802b-49b3-96e8-d41da857c5fd,70,,"[34.3, 12.2]",3829447,0,,,,,-0.5404195,,Left Foot,,,"[46.8, 4.7]",,High Pass,,14.57738,,,Kévin Mayi,7430.0,,,,,Recovery,1,From Kick Off,Pablo Jean Antoine Martínez,3207.0,Left Back,2,Lille,143,"['3ee69465-77aa-47f3-89e1-6e1c47ec6d78', 'eb66c8be-012f-41be-844f-d7d47e15c842']",55,,,,,,,,,,,,,,,,,,Gazélec Ajaccio,160,00:00:55.414,Pass,
,,,,,,,,,,,,,,,6.288713,,,,,,,,,,,,,,9c24272c-9e29-4226-bfcc-adb562744c94,74,,"[47.4, 8.0]",3829447,0,,,,,0.8252049,,Right Foot,,,"[92.0, 56.3]",,High Pass,,65.7423,Incomplete,,Grégory Pujol,401506.0,,True,,,,1,From Kick Off,Kévin Mayi,7430.0,Left Midfield,2,Lille,143,"['4913f415-d39f-4996-be76-8ad02f7c34be', '59e9c06a-90bf-415d-abb8-b2e41dcc4ff3', '8a815004-38dd-439d-8911-00a879774fe4']",58,,,,,,,,,,,,,,,,,,Gazélec Ajaccio,160,00:00:58.313,Pass,True
,,,,,,,,,,,,,,,2.567616,,,,,,,,,,,,,,db490f12-6494-48fe-b698-83525e2f0023,78,,"[22.4, 25.1]",3829447,1,,,,,1.3038038,,Right Foot,,,"[34.9, 70.8]",,Ground Pass,,47.37869,,,Renato Civelli,29057.0,,True,,,,1,From Kick Off,Marko Baša,40523.0,Left Center Back,2,Lille,143,['5608a7a7-5fbe-4472-9b60-0ca5916ffeda'],7,,,,,,,,,,,,,,,,,,Lille,143,00:01:07.147,Pass,
,,,,,,,,,,,,,,,1.045403,,,,,,,,,,,,,,db8d1b61-ebe1-4c1b-adec-f2a33985f5b4,81,,"[41.6, 72.1]",3829447,1,,,,,-0.65145326,,Right Foot,,,"[49.6, 66.0]",,Ground Pass,,10.060318,,,Florent Balmont,3211.0,,,,,,1,From Kick Off,Renato Civelli,29057.0,Right Center Back,2,Lille,143,['e633c07a-8654-4781-9d63-0e892a5fef04'],11,,,,,,,,,,,,,,,,,,Lille,143,00:01:11.854,Pass,
,,,,,,,,,,,,,,,1.175242,,,,,,,,,,,,,,bda73dd1-d6cb-4836-bb4a-262ead4cc441,84,,"[49.6, 65.3]",3829447,1,,,,,0.25781342,,Right Foot,,,"[69.7, 70.6]",,Ground Pass,,20.787016,,,Sofiane Boufal,3625.0,,,,,,1,From Kick Off,Florent Balmont,3211.0,Right Center Midfield,2,Lille,143,['60fef771-5e92-435a-822c-725f52a04e85'],14,,,,,,,,,,,,,,,,,,Lille,143,00:01:14.482,Pass,
,,,,,,,,,,,,,,,0.902603,,,,,,,,,,,,,,e4af958b-2dc9-4437-8f8e-069e54f157ed,87,,"[69.7, 70.6]",3829447,1,,,,,2.0344439,,Right Foot,,,"[67.0, 76.0]",,Ground Pass,,6.0373836,,,Sébastien Corchia,6716.0,,,,,,1,From Kick Off,Sofiane Boufal,3625.0,Right Wing,2,Lille,143,['795ea786-221d-48db-a115-4764eb7fb246'],15,,,,,,,,,,,,,,,,,,Lille,143,00:01:15.864,Pass,
,,,,,,,,,,,,,,,1.489485,,,,,,,,,,,,,,8f4e7c1e-cf51-4583-894e-6122f329b78d,91,,"[67.0, 76.0]",3829447,1,,,,,-0.37988603,,Right Foot,,,"[94.8, 64.9]",,Ground Pass,,29.934093,,,Baptiste Guillaume,3357.0,,,,,,1,From Kick Off,Sébastien Corchia,6716.0,Right Back,2,Lille,143,['5b19c56c-3b99-4fa2-ae9f-af5414110c5c'],17,,,,,,,,,,,,,,,,,,Lille,143,00:01:17.046,Pass,
,,,,,,,,,,,,,,,3.475793,,,,,,,,,,,,,,7a65c8a3-e3a4-4f69-ac51-b0de8b0234b2,97,,"[96.3, 44.9]",3829447,1,,,,,-1.0754133,,Left Foot,,,"[116.4, 7.7]",,Low Pass,,42.282974,,,Djibril Sidibé,3446.0,,,,,,1,From Kick Off,Baptiste Guillaume,3357.0,Center Forward,2,Lille,143,['e3269797-786b-4ee5-acc8-080b26d932f5'],23,,,,,,,,,,,,,,,,,,Lille,143,00:01:23.370,Pass,
,,,,,,,,,,,,,,,1.550482,,,,,,,,,,,,,,d4e4a7d3-52df-49e3-8add-20cbafabd2cd,100,,"[116.4, 7.7]",3829447,1,,,,,1.6044915,,Left Foot,True,,"[115.2, 43.3]",,High Pass,,35.62022,Incomplete,,Baptiste Guillaume,3357.0,,,,,,1,From Kick Off,Djibril Sidibé,3446.0,Left Back,2,Lille,143,"['78af7e8c-cc36-42f6-9a81-ee8d2cd8cde8', 'f13f9e5d-f207-4614-806a-235e6e29d5b7']",28,,,,,,,,,,,,,,,,,,Lille,143,00:01:28.270,Pass,
,,,,,,,,,,,,,,,1.732053,,,,,,,,,,,,,,42a769d9-3df2-40dc-81c4-d35f9a37c773,103,,"[120.0, 80.0]",3829447,1,,,,,-1.6803306,,Right Foot,,,"[115.7, 40.9]",,High Pass,,39.335735,Incomplete,True,Ronny Rodelin,2955.0,,,Outswinging,,Corner,1,From Corner,Sofiane Boufal,3625.0,Right Wing,3,Lille,143,"['8eaf13b5-6bc0-40f6-9cc0-ce5280b6413f', 'd1b1c946-2f6d-4b85-b06b-03de23ee8b4a']",57,,,,,,,,,,,,,,,,,,Lille,143,00:01:57.669,Pass,
,,,,,,,,,,,,,,,1.449194,,,,,,,,,,,,,,6e66b6bf-1dc8-4323-8c8c-3866e819ca66,107,,"[29.2, 80.0]",3829447,2,,,,,-0.34766564,,,,,"[51.0, 72.1]",,Low Pass,,23.18728,,,Kévin Mayi,7430.0,,,,,Throw-in,1,From Throw In,Issiaga Sylla,4352.0,Right Back,4,Gazélec Ajaccio,160,['8d0095ce-5cf5-416a-af2b-191a09b767d6'],15,,,,,,,,,,,,,,,,,,Gazélec Ajaccio,160,00:02:15.290,Pass,
,,,,,,,,,,,,,,,0.863448,,,,,,,,,,,,,,ee99d067-7a2e-4c9a-ac5a-89a0c60b1a96,118,,"[74.4, 0.1]",3829447,2,,True,,,2.1879878,,,,,"[67.8, 9.4]",,Low Pass,,11.403947,,,Rio Antonio Zoba Mavuba,40522.0,,,,,Throw-in,1,From Throw In,Djibril Sidibé,3446.0,Left Back,6,Lille,143,['1c90c85e-2311-4acb-80ff-c239658cdec9'],29,,,,,,,,,,,,,,,,,,Lille,143,00:02:29.557,Pass,
,,,,,,,,,,,,,,,1.14391,,,,,,,,,,,,,,73849ed3-0a5f-4d3c-a43d-594c7fa6946c,120,,"[67.8, 9.4]",3829447,2,,,,,-0.75976276,,Right Foot,,,"[73.8, 3.7]",,Ground Pass,,8.275868,,,Djibril Sidibé,3446.0,,,,,,1,From Throw In,Rio Antonio Zoba Mavuba,40522.0,Center Defensive Midfield,6,Lille,143,['c885e055-7d5f-4d20-8bc2-6e13222e308e'],30,,,,,,,,,,,,,,,,,,Lille,143,00:02:30.421,Pass,
,,,,,,,,,,,,,,,1.809679,,,,,,,,,,,,,,6231f902-f0d5-4aa8-bd87-ab93be08477a,123,,"[73.8, 3.7]",3829447,2,,,,,2.5918276,,Right Foot,,,"[47.2, 20.0]",,Ground Pass,,31.196955,,,Marko Baša,40523.0,,,,,,1,From Throw In,Djibril Sidibé,3446.0,Left Back,6,Lille,143,['3de4efb8-3da5-4bfd-baf6-48668adea7a7'],31,,,,,,,,,,,,,,,,,,Lille,143,00:02:31.706,Pass,
,,,,,,,,,,,,,,,2.963532,,,,,,,,,,,,,,81d5dbcb-941a-4917-829f-e4c9c7285929,126,,"[46.6, 19.7]",3829447,2,,,,,1.4264247,,Right Foot,,,"[54.0, 70.6]",,Ground Pass,,51.435104,,,Renato Civelli,29057.0,,True,,,,1,From Throw In,Marko Baša,40523.0,Left Center Back,6,Lille,143,['26bc31ca-7a39-4b26-9b12-f9af19860e6f'],35,,,,,,,,,,,,,,,,,,Lille,143,00:02:35.266,Pass,
,,,,,,,,,,,,,,,0.867303,,,,,,,,,,,,,,214b9de5-a2de-47ec-872c-75799bb0782e,129,,"[53.6, 70.6]",3829447,2,,,,,0.38050637,,Right Foot,,,"[61.6, 73.8]",,Ground Pass,,8.616263,,,Florent Balmont,3211.0,,,,,,1,From Throw In,Renato Civelli,29057.0,Right Center Back,6,Lille,143,['3829ab2f-02da-4ca5-a89e-147fff29a6a7'],38,,,,,,,,,,,,,,,,,,Lille,143,00:02:38.432,Pass,
