50_50,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_card,foul_committed_type,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,f9ad7711-a7c9-470c-b0cd-6df0c104ec3f,1,,,3901200,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Toulouse,130,,0,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 2981, 'name': 'Alban Lafont'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 40}, {'player': {'id': 3035, 'name': 'Steeve Yago'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 20}, {'player': {'id': 4349, 'name': 'Issa Diop'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 5}, {'player': {'id': 8677, 'name': 'Marcel Tisserand'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 26}, {'player': {'id': 3024, 'name': 'Jacques François Moubandje'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 29}, {'player': {'id': 16522, 'name': 'Tongo Hamed Doumbia'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 4}, {'player': {'id': 3036, 'name': 'Alexis Blin'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 27}, {'player': {'id': 16418, 'name': 'Adrien Regattin'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 17}, {'player': {'id': 3189, 'name': 'Étienne Didot'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 8}, {'player': {'id': 4447, 'name': 'Martin Braithwaite Christensen'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 9}, {'player': {'id': 6723, 'name': 'Wissam Ben Yedder'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 10}]}",Toulouse,130,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,e5de2132-58b0-44ff-ae71-c0436926afb4,2,,,3901200,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Toulouse,130,,0,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 2963, 'name': 'Rémy Vercoutre'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 22111, 'name': 'Dennis Appiah'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 12}, {'player': {'id': 7444, 'name': 'Alaeddine Yahia'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 5}, {'player': {'id': 4386, 'name': 'Damien Da Silva'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 28}, {'player': {'id': 13592, 'name': 'Alexandre Raineau'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 22}, {'player': {'id': 3797, 'name': 'Ismaël Tiémoko Diomandé'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 4}, {'player': {'id': 2979, 'name': 'Jonathan Delaplace'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 6}, {'player': {'id': 2955, 'name': 'Ronny Rodelin'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 23}, {'player': {'id': 2959, 'name': 'Julien Féret'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 25}, {'player': {'id': 2991, 'name': 'Hervé Bazile'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 20}, {'player': {'id': 3038, 'name': 'Andy Delort'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Caen,140,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,1b014d21-a877-4809-86fb-c345045d872b,3,,,3901200,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Toulouse,130,['8a9b41ce-ca28-41e6-8995-2b45183e78bd'],0,,,,,,,,,,,,,,,,Toulouse,130,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,8a9b41ce-ca28-41e6-8995-2b45183e78bd,4,,,3901200,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Toulouse,130,['1b014d21-a877-4809-86fb-c345045d872b'],0,,,,,,,,,,,,,,,,Caen,140,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,1ed6fc91-ac2a-48ef-979e-328314026666,1648,,,3901200,45,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,119,Toulouse,130,['40ec969b-67e1-46cd-979d-bf3167e10ba7'],0,,,,,,,,,,,,,,,,Caen,140,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,40ec969b-67e1-46cd-979d-bf3167e10ba7,1649,,,3901200,45,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,119,Toulouse,130,['1ed6fc91-ac2a-48ef-979e-328314026666'],0,,,,,,,,,,,,,,,,Toulouse,130,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,,0.362948,,,,,,,,,,2fa56102-f95c-43fb-b283-f468f3f1cfe9,5,,"[61.0, 40.1]",3901200,0,,,,,1.7126933,,Right Foot,,,,"[60.6, 42.9]",,Ground Pass,,2.828427,,,,Andy Delort,3038.0,,,,,,Kick Off,1,From Kick Off,Julien Féret,2959.0,Center Attacking Midfield,2,Caen,140,['6d3f81bd-3795-450f-96bd-ea1f276505b9'],1,,,,,,,,,,,,,,,,Caen,140,00:00:01.478,Pass,
,,,,,,,,,,,,,,,,,,,2.033621,,,,,,,,,,ff260662-5e66-4f61-887d-9b29d4478bf5,8,,"[60.6, 43.4]",3901200,0,,,,,-2.675957,,Right Foot,,,,"[40.5, 33.3]",,Ground Pass,,22.494888,,,,Damien Da Silva,4386.0,,,,,,,1,From Kick Off,Andy Delort,3038.0,Center Forward,2,Caen,140,['7b1f82a5-5e5e-4865-a961-9dc1cc5a5264'],1,,,,,,,,,,,,,,,,Caen,140,00:00:01.884,Pass,
,,,,,,,,,,,,,,,,,,,2.341052,,,,,,,,,,aa704a78-f440-4c50-8f29-8f7b8bd0ac32,11,,"[37.9, 38.5]",3901200,0,,,,,0.7492693,,Right Foot,,,,"[80.9, 78.5]",,High Pass,,58.728188,,,,Ronny Rodelin,2955.0,,,True,,,,1,From Kick Off,Damien Da Silva,4386.0,Left Center Back,2,Caen,140,['8295da17-52c6-45ac-a0fa-010f9384c456'],4,,,,,,,,,,,,,,,,Caen,140,00:00:04.911,Pass,
,,,,,,,,,,,,,,,,,,,3.569553,,,,,,,,,,1126fc94-cec8-4162-b989-2f0e28924bfc,13,,"[80.7, 78.2]",3901200,0,,,,,0.07580384,,Head,,,,"[104.4, 80.0]",,High Pass,,23.768255,,Out,,Andy Delort,3038.0,,,,,,,1,From Kick Off,Ronny Rodelin,2955.0,Right Wing,2,Caen,140,['5564b766-16a1-49af-8dc0-aff90a58d796'],7,,,,,,,,,,,,,,,,Caen,140,00:00:07.288,Pass,
