50_50,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_no_touch,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,df7f8c09-f2ad-4e25-910e-f0331646d66b,1,,,3829421,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Toulouse,130,,0,,,,,,,,,,,,,,,,"{'formation': 4321, 'lineup': [{'player': {'id': 22130, 'name': 'Mauro Daniel Goicoechea Furia'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 8677, 'name': 'Marcel Tisserand'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 26}, {'player': {'id': 30447, 'name': 'Jean-Armel Kana-Biyik'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 3}, {'player': {'id': 16430, 'name': 'Uroš Spajić'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 15}, {'player': {'id': 44065, 'name': 'William Matheus da Silva'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 6}, {'player': {'id': 3189, 'name': 'Étienne Didot'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 31174, 'name': 'Jean-Daniel Akpa Akpro'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 7}, {'player': {'id': 16522, 'name': 'Tongo Hamed Doumbia'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 4}, {'player': {'id': 6723, 'name': 'Wissam Ben Yedder'}, 'position': {'id': 18, 'name': 'Right Attacking Midfield'}, 'jersey_number': 10}, {'player': {'id': 16418, 'name': 'Adrien Regattin'}, 'position': {'id': 20, 'name': 'Left Attacking Midfield'}, 'jersey_number': 17}, {'player': {'id': 4447, 'name': 'Martin Braithwaite Christensen'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Toulouse,130,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,d3c27577-1b94-4c46-ae0c-9b20b8446bd6,2,,,3829421,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Toulouse,130,,0,,,,,,,,,,,,,,,,"{'formation': 343, 'lineup': [{'player': {'id': 4259, 'name': 'Stéphane Ruffier'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 16}, {'player': {'id': 3413, 'name': 'Kévin Théophile-Catherine'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 2}, {'player': {'id': 4263, 'name': 'Loïc Perrin'}, 'position': {'id': 4, 'name': 'Center Back'}, 'jersey_number': 24}, {'player': {'id': 4802, 'name': 'Florentin Pogba'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 19}, {'player': {'id': 7707, 'name': 'François Clerc'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'jersey_number': 29}, {'player': {'id': 3047, 'name': 'Benoît Assou-Ekotto'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'jersey_number': 32}, {'player': {'id': 7200, 'name': 'Fabien Lemoine'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 18}, {'player': {'id': 7442, 'name': 'Jérémy Clément'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 6}, {'player': {'id': 4431, 'name': 'Kévin Monnet-Paquet'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 22}, {'player': {'id': 4256, 'name': 'Jonathan Bamba'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 17}, {'player': {'id': 4260, 'name': 'Romain Hamouma'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 21}]}",Saint-Étienne,135,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,e6997cbc-3554-4496-82ce-1387797ab6a0,3,,,3829421,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Toulouse,130,['38d9c4f0-3dc1-41a4-8cc1-83433cb60170'],0,,,,,,,,,,,,,,,,,Saint-Étienne,135,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,38d9c4f0-3dc1-41a4-8cc1-83433cb60170,4,,,3829421,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Toulouse,130,['e6997cbc-3554-4496-82ce-1387797ab6a0'],0,,,,,,,,,,,,,,,,,Toulouse,130,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,7eae041e-1cc6-4fe2-8bf6-c476701099df,1765,,,3829421,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,,,,87,Saint-Étienne,135,['988113af-b04f-49c5-81d1-ebc879140df1'],0,,,,,,,,,,,,,,,,,Toulouse,130,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,988113af-b04f-49c5-81d1-ebc879140df1,1766,,,3829421,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,,,,87,Saint-Étienne,135,['7eae041e-1cc6-4fe2-8bf6-c476701099df'],0,,,,,,,,,,,,,,,,,Saint-Étienne,135,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.600803,,,,,,,,,,,,,b15018c5-162b-4356-af53-d77ccc884f4f,5,,"[61.0, 40.1]",3829421,0,,,,,1.5707964,,Right Foot,,,"[61.0, 42.7]",,Ground Pass,,2.6,,,,Fabien Lemoine,7200.0,,,,,Kick Off,1,From Kick Off,Romain Hamouma,4260.0,Center Forward,2,Saint-Étienne,135,['977a0700-4d0f-4f37-8999-53086feb1f83'],0,,,,,,,,,,,,,,,,,Saint-Étienne,135,00:00:00.326,Pass,
,,,,,,,,,,,,,,,,,,1.343808,,,,,,,,,,,,,2e5e7e03-17cc-4d6d-96bf-70b96264f88b,8,,"[59.3, 43.8]",3829421,0,,,,,3.1211872,,Right Foot,,,"[49.5, 44.0]",,Ground Pass,,9.802041,,,,Jérémy Clément,7442.0,,,,,,1,From Kick Off,Fabien Lemoine,7200.0,Right Defensive Midfield,2,Saint-Étienne,135,['87f7e85c-9377-4854-8686-feb8c927996a'],0,,,,,,,,,,,,,,,,,Saint-Étienne,135,00:00:00.969,Pass,
,,,,,,,,,,,,,,,,,,2.30548,,,,,,,,,,,,,6c86f130-b1d5-44c5-98ed-6766d15f5e29,11,,"[48.2, 44.0]",3829421,0,,,,,-1.5277195,,Left Foot,,,"[49.7, 9.2]",,Ground Pass,,34.832314,,,,Benoît Assou-Ekotto,3047.0,,,,,,1,From Kick Off,Jérémy Clément,7442.0,Left Defensive Midfield,2,Saint-Étienne,135,['4f4b619d-be6d-4b8d-b24d-9f25b48eda7e'],2,,,,,,,,,,,,,,,,,Saint-Étienne,135,00:00:02.529,Pass,
,,,,,,,,,,,,,,,,,,1.992095,,,,,,,,,,,,,f4df298e-44da-4c4e-a677-89c87a27423f,14,,"[49.7, 9.2]",3829421,0,,,,,1.9813538,,Left Foot,,,"[34.9, 43.2]",,Ground Pass,,37.08153,,,,Loïc Perrin,4263.0,,,,,,1,From Kick Off,Benoît Assou-Ekotto,3047.0,Left Wing Back,2,Saint-Étienne,135,['41f47bbe-9941-4cfd-8e83-163ca7db6685'],6,,,,,,,,,,,,,,,,,Saint-Étienne,135,00:00:06.451,Pass,
