50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,0.672821,,,,,,,,,,,aef36afe-c901-4527-b6b2-210bda39b94f,468,,"[63.4, 17.5]",3900494,11,,,,-0.22923194,,Left Foot,,,"[75.4, 14.7]",,Ground Pass,,12.322337,Incomplete,,Mohamed Larbi,10616.0,,,,,,1,From Throw In,Jérémie Bréchet,7603.0,Left Center Back,31,Gazélec Ajaccio,160,"['1b4882ee-db07-45c5-be43-ee739e0aa7a3', '6c4d4a60-cf51-48f8-ac43-fe9e3de10107']",7,,,,,,,,,,,,,,,,Gazélec Ajaccio,160,00:11:07.080,Pass,
,,,,,,,,,,,,,,,,3.890897,,,,,,,,,,,f96d6779-31bd-46e1-b71b-87f305b5be69,471,,"[66.6, 11.5]",3900494,11,,,,0.0,,Left Foot,,,"[111.9, 11.5]",,High Pass,,45.3,,,Mohamed Larbi,10616.0,,,,,Recovery,1,From Throw In,Jérémie Bréchet,7603.0,Left Center Back,31,Gazélec Ajaccio,160,['75f4feb3-c7f5-4a81-b514-694dc7b2180d'],8,,,,,,,,,,,,,,,,Gazélec Ajaccio,160,00:11:08.867,Pass,
,,,,,,,,,,,,,,,,1.894035,,,,,,,,,,,cdf5e66d-60a7-4282-abb6-bafeca761a72,475,,"[105.3, 3.8]",3900494,11,,,,-3.1184754,,Right Foot,,,"[88.0, 3.4]",,Ground Pass,,17.304625,,,Pablo Jean Antoine Martínez,3207.0,,,,,,1,From Throw In,Mohamed Larbi,10616.0,Center Attacking Midfield,31,Gazélec Ajaccio,160,['184d1dfa-ed63-458d-92b6-7142370ad670'],16,,,,,,,,,,,,,,,,Gazélec Ajaccio,160,00:11:16.591,Pass,
,,,,,,,,,,,,,,,,1.895862,,,,,,,,,,,2dc48eae-c3fb-4326-a053-18738ecea8ef,484,,"[101.2, 1.4]",3900494,11,,,,1.5707964,,Left Foot,,,"[101.2, 41.0]",,High Pass,,39.6,Incomplete,,Grégory Pujol,401506.0,,,,,,1,From Throw In,Pablo Jean Antoine Martínez,3207.0,Left Back,31,Gazélec Ajaccio,160,"['35b96d16-2747-49b0-bed0-cfd9a566e395', '4a93d59d-76d5-4721-b8ec-138e6d9a9f13', 'f9086efa-5635-48e6-b4ca-1a0d781ea67f']",23,,,,,,,,,,,,,,,,Gazélec Ajaccio,160,00:11:23.226,Pass,True
,,,,,,,,,,,,,,,,0.879538,,,,,,,,,,,d2191f89-61d4-4db8-9234-315948ab6232,488,,"[93.7, 39.9]",3900494,11,,,,0.971621,c6d592fa-b809-451f-aa14-1dd6405e3c82,Right Foot,,,"[96.5, 44.0]",,Low Pass,,4.9648767,,,Amos Youga,7389.0,True,,,,Recovery,1,From Throw In,Grégory Pujol,401506.0,Right Center Forward,31,Gazélec Ajaccio,160,['220038e0-638d-4f44-ad53-c3dda46ddd4c'],26,,,,,,,,,,,,,,,,Gazélec Ajaccio,160,00:11:26.662,Pass,
,,,,,,,,,,,,,,,,1.838848,,,,,,,,,,,9fadfc43-306e-4c63-aa5b-45b925696b3b,493,,"[7.0, 44.1]",3900494,11,,,,0.47106487,,Left Foot,,,"[66.1, 74.2]",,High Pass,,66.3236,Incomplete,,Jaroslav Plašil,3150.0,,,,,Goal Kick,1,From Goal Kick,Cédric Carrasso,40533.0,Goalkeeper,32,Bordeaux,146,"['2cc294e8-04fb-4736-9ec3-72e56342d81c', '5b4e4208-02b2-4e61-81b2-b58a6c710e89']",51,,,,,,,,,,,,,,,,Bordeaux,146,00:11:51.391,Pass,
,,,,,,,,,,,,,,,,1.459283,,,,,,,,,,,1985acba-52a0-4511-aa2e-299784892e92,500,,"[65.5, 76.7]",3900494,12,,,,-0.15240374,,Right Foot,,,"[96.1, 72.0]",,High Pass,,30.958843,Incomplete,,Jaroslav Plašil,3150.0,,,,,Free Kick,1,From Free Kick,Milan Gajić,4823.0,Right Back,33,Bordeaux,146,"['4fb513e6-08d9-4e2a-b436-2627f101e8e5', '9b1c6afe-a199-4b76-a200-3a7ccdf28486']",12,,,,,,,,,,,,,,,,Bordeaux,146,00:12:12.821,Pass,
,,,,,,,,,,,,,,,,1.492099,,,,,,,,,,,4fb513e6-08d9-4e2a-b436-2627f101e8e5,502,,"[24.0, 8.1]",3900494,12,,,,0.56916064,,Head,,,"[42.6, 20.0]",,High Pass,,22.080988,Incomplete,,Damjan Đoković,31911.0,,,,,Interception,1,From Free Kick,David Ducourtioux,401509.0,Center Defensive Midfield,33,Bordeaux,146,"['1985acba-52a0-4511-aa2e-299784892e92', '2349bdc9-7c09-4b98-b07f-0f17b45b6acf', '5f7f4774-8bff-490c-82b6-ecbf4c24f715']",14,,,,,,,,,,,,,,,,Gazélec Ajaccio,160,00:12:14.280,Pass,
,,,,,,,,,,,,,,,,2.026087,,,,,,,,,,,9ccf9892-a7c3-4749-933f-0e5d8db4a354,507,,"[78.8, 60.7]",3900494,12,,,,1.2229648,,Right Foot,,,"[85.0, 77.8]",,High Pass,,18.189283,,,Jaroslav Plašil,3150.0,,,,,,1,From Free Kick,André Biyogo Poko,30338.0,Right Defensive Midfield,33,Bordeaux,146,"['34c552d0-0ba7-40ad-b384-6e022f3f17e9', '51ea81f5-aaa8-4585-9187-b89a1754186f']",16,,,,,,,,,,,,,,,,Bordeaux,146,00:12:16.378,Pass,True
,,,,,,,,,,,,,,,,1.693678,,,,,,,,,,,002df213-35be-4245-b342-d2d1e33bf4cd,511,,"[85.0, 77.8]",3900494,12,,,,0.15478039,,Right Foot,,,"[99.1, 80.0]",,High Pass,,14.270599,Out,,Wahbi Khazri,3196.0,,,,,,1,From Free Kick,Jaroslav Plašil,3150.0,Right Wing,33,Bordeaux,146,"['3dc3e850-31db-4a38-b0e5-e7eabed02233', 'e8329bee-a8a4-4f22-b483-ed16e8aab611']",18,,,,,,,,,,,,,,,,Bordeaux,146,00:12:18.548,Pass,True
,,,,,,,,,,,,,,,,1.294857,,,,,,,,,,,5ffdf573-f76f-4863-99fd-d7ad6318a92b,513,,"[27.2, 0.1]",3900494,12,,,,0.14784937,,,,,"[46.0, 2.9]",,High Pass,,19.007366,,,Jacques Zoua Daogari,401505.0,,,,,Throw-in,1,From Throw In,Pablo Jean Antoine Martínez,3207.0,Left Back,34,Gazélec Ajaccio,160,['05fdbc05-095d-49c7-8f2f-899a87876e31'],33,,,,,,,,,,,,,,,,Gazélec Ajaccio,160,00:12:33.395,Pass,
,,,,,,,,,,,,,,,,1.081025,,,,,,,,,,,99de86e0-7eee-434a-9784-f2d11f9a7fcb,517,,"[46.9, 2.7]",3900494,12,,,,-3.091003,,Right Foot,,,"[31.1, 1.9]",,Ground Pass,,15.82024,,,Pablo Jean Antoine Martínez,3207.0,,,,,,1,From Throw In,Jacques Zoua Daogari,401505.0,Left Center Forward,34,Gazélec Ajaccio,160,"['a94d34f7-61df-4564-ad24-740de1298955', 'fd4b4ea9-adde-4cee-81a6-9e7a36688c25']",35,,,,,,,,,,,,,,,,Gazélec Ajaccio,160,00:12:35.565,Pass,True
,,,,,,,,,,,,,,,,2.480222,,,,,,,,,,,ca69c43f-27a6-4392-b03b-416e1caad9bf,520,,"[31.1, 1.9]",3900494,12,,,,0.40462533,,Left Foot,,,"[76.4, 21.3]",,High Pass,,49.279305,Incomplete,,Grégory Pujol,401506.0,,,,,,1,From Throw In,Pablo Jean Antoine Martínez,3207.0,Left Back,34,Gazélec Ajaccio,160,"['2ac39a69-3e8f-4a76-9ca9-2bbb735381ac', '8e7e1878-d794-4206-b683-88c80d611799']",36,,,,,,,,,,,,,,,,Gazélec Ajaccio,160,00:12:36.686,Pass,
,,,,,,,,,,,,,,,,0.964402,,,,,,,,,,,abb38a3f-367a-4cd6-807e-7c9632aceb98,524,,"[33.6, 68.0]",3900494,12,,,,0.77229846,,Left Foot,,,"[45.2, 79.3]",,Ground Pass,,16.194136,,,Ludovic Lamine Sané,8385.0,,,,,,1,Regular Play,Nicolas Pallois,3256.0,Left Center Back,35,Bordeaux,146,['798f8ba7-9968-4b96-a0ae-20e59a98e25d'],41,,,,,,,,,,,,,,,,Bordeaux,146,00:12:41.691,Pass,
,,,,,,,,,,,,,,,,1.619982,,,,,,,,,,,fa911350-7049-4cb5-971a-931b83827d28,526,,"[45.2, 79.1]",3900494,12,,,,-2.888517,,Right Foot,,,"[33.6, 76.1]",,Ground Pass,,11.981652,,,Nicolas Pallois,3256.0,,,,,,1,Regular Play,Ludovic Lamine Sané,8385.0,Right Center Back,35,Bordeaux,146,['51ee5d84-31d5-4922-87e2-9cedc7a241a2'],42,,,,,,,,,,,,,,,,Bordeaux,146,00:12:42.655,Pass,
,,,,,,,,,,,,,,,,1.72416,,,,,,,,,,,ad10f4c3-3e04-4137-96c7-0f6f3ea831d2,530,,"[34.1, 77.4]",3900494,12,,,,-0.3749323,,Right Foot,,,"[65.1, 65.2]",,High Pass,,33.314262,,,Wahbi Khazri,3196.0,,,,,,1,Regular Play,Nicolas Pallois,3256.0,Left Center Back,35,Bordeaux,146,"['872bd759-ee95-4017-902b-b009f4f5b209', 'bba9c190-b379-4d7e-92fb-493234ac317e']",45,,,,,,,,,,,,,,,,Bordeaux,146,00:12:45.643,Pass,True
,,,,,,,,,,,,,,,,0.791688,,,,,,,,,,,c55bee31-5813-4631-8fd4-b63fd5a52ced,538,,"[18.5, 38.2]",3900494,12,,,,0.93971694,,Right Foot,,,"[20.4, 40.8]",,Ground Pass,,3.2202485,,,David Ducourtioux,401509.0,,,,,Recovery,1,Regular Play,Amos Youga,7389.0,Right Center Midfield,36,Gazélec Ajaccio,160,['63423bf1-be4f-4588-9df7-bfee076106f0'],54,,,,,,,,,,,,,,,,Gazélec Ajaccio,160,00:12:54.177,Pass,
,,,,,,,,,,,,,,,,2.132521,,,,,,,,,,,2ebdf832-07a2-498e-bf59-a558dc625e02,541,,"[27.0, 49.3]",3900494,12,,,,0.72400004,,Right Foot,,,"[52.9, 72.2]",,Ground Pass,,34.571953,,,Jacques Zoua Daogari,401505.0,,,,,,1,Regular Play,David Ducourtioux,401509.0,Center Defensive Midfield,36,Gazélec Ajaccio,160,['b7656fa8-52dc-440e-ab11-b9dadb5fafe1'],57,,,,,,,,,,,,,,,,Gazélec Ajaccio,160,00:12:57.597,Pass,
,,,,,,,,,,,,,,,,1.761024,,,,,,,,,,,8e74aba0-a252-41ca-a630-8cd10d94cf73,545,,"[36.6, 56.2]",3900494,13,,,,-2.6916428,,Left Foot,,,"[21.9, 49.1]",,Ground Pass,,16.324827,,,Roderic Filippi,7808.0,,,,,,1,Regular Play,Jacques Zoua Daogari,401505.0,Left Center Forward,36,Gazélec Ajaccio,160,['53e7d4b4-96b0-4a2f-a05b-f8626eead7e7'],1,,,,,,,,,,,,,,,,Gazélec Ajaccio,160,00:13:01.777,Pass,
,,,,,,,,,,,,,,,,1.770675,,,,,,,,,,,75a443a0-4e44-4c2f-b93f-226d302f6148,549,,"[21.9, 49.1]",3900494,13,,,,-1.5065074,,Left Foot,,,"[23.4, 25.8]",,Ground Pass,,23.348234,,,Jérémie Bréchet,7603.0,,,,,,1,Regular Play,Roderic Filippi,7808.0,Right Center Back,36,Gazélec Ajaccio,160,['a9319487-a97b-4f5a-9323-d97d34736bd1'],5,,,,,,,,,,,,,,,,Gazélec Ajaccio,160,00:13:05.204,Pass,
,,,,,,,,,,,,,,,,1.992939,,,,,,,,,,,3920cdeb-3474-4049-8314-46ce3daf0e2d,552,,"[21.5, 18.8]",3900494,13,,,,-0.51409566,,Left Foot,,,"[49.3, 3.1]",,Ground Pass,,31.926949,,,Pablo Jean Antoine Martínez,3207.0,,,,,,1,Regular Play,Jérémie Bréchet,7603.0,Left Center Back,36,Gazélec Ajaccio,160,['67194d89-ac8c-45f6-8bb3-ede143f4850a'],8,,,,,,,,,,,,,,,,Gazélec Ajaccio,160,00:13:08.158,Pass,
,,,,,,,,,,,,,,,,1.022375,,,,,,,,,,,053981f4-1e04-4e98-87cb-4103e2858df8,555,,"[51.4, 3.6]",3900494,13,,,,-0.03802514,,Left Foot,,,"[69.8, 2.9]",,Ground Pass,,18.413311,,,Jacques Zoua Daogari,401505.0,,,,,,1,Regular Play,Pablo Jean Antoine Martínez,3207.0,Left Back,36,Gazélec Ajaccio,160,['6fd759e6-a802-434b-a4d4-8d6dcbcf219e'],11,,,,,,,,,,,,,,,,Gazélec Ajaccio,160,00:13:11.656,Pass,
,,,,,,,,,,,,,,,,1.676942,,,,,,,,,,,26451bc0-cf73-45c5-9381-370e072538d5,558,,"[69.8, 2.9]",3900494,13,,,,1.1364291,,Right Foot,,,"[74.3, 12.6]",,Ground Pass,,10.692988,,,Grégory Pujol,401506.0,,,,,,1,Regular Play,Jacques Zoua Daogari,401505.0,Left Center Forward,36,Gazélec Ajaccio,160,['4fafa2d3-cb1f-4da9-8183-43095d6128c8'],12,,,,,,,,,,,,,,,,Gazélec Ajaccio,160,00:13:12.798,Pass,
,,,,,,,,,,,,,,,,0.283139,,,,,,,,,,,cbecd78f-de21-4d6d-80cb-44621e24924d,566,,"[73.2, 7.2]",3900494,13,,,,-0.9179497,,Right Foot,,,"[75.8, 3.8]",,Ground Pass,,4.280187,Incomplete,,Pablo Jean Antoine Martínez,3207.0,,,,,,1,Regular Play,Grégory Pujol,401506.0,Right Center Forward,36,Gazélec Ajaccio,160,"['46e5555d-0f26-4548-98b4-5e7378e0b2c7', '5037790d-bfd8-427c-b9c8-bf29dde65f15', '70b727e9-0b7f-4346-bb46-6aac748fc200']",15,,,,,,,,,,,,,,,,Gazélec Ajaccio,160,00:13:15.798,Pass,True
,,,,,,,,,,,,,,,,0.720611,,,,,,,,,,,fd2a832b-1ac9-48e9-b156-927dd0b8f818,576,,"[39.6, 75.9]",3900494,13,,,,-3.057678,,Right Foot,,,"[28.9, 75.0]",,Ground Pass,,10.737783,,,Milan Gajić,4823.0,,,,,,1,Regular Play,Jaroslav Plašil,3150.0,Right Wing,37,Bordeaux,146,['94d0a688-1919-48d5-85ac-8767b1b53b39'],18,,,,,,,,,,,,,,,,Bordeaux,146,00:13:18.046,Pass,
,,,,,,,,,,,,,,,,3.742384,,,,,,,,,,,c18a3a43-98a0-43d8-9458-4020086a3c8d,578,,"[27.2, 74.4]",3900494,13,,,,-0.25694698,,Left Foot,,,"[66.4, 64.1]",,High Pass,,40.530605,Incomplete,,Diego Alejandro Rolan Silva,6739.0,,,,,,1,Regular Play,Milan Gajić,4823.0,Right Back,37,Bordeaux,146,"['2a4d503e-31cb-44a9-8258-d38e5d34296d', '4bef8204-3e2d-463f-9336-5497b1831751']",18,,,,,,,,,,,,,,,,Bordeaux,146,00:13:18.766,Pass,
,,,,,,,,,,,,,,,,1.157592,,,,,,,,,,,4bef8204-3e2d-463f-9336-5497b1831751,580,,"[53.7, 16.0]",3900494,13,,,,-1.3323642,,Right Foot,,,"[57.2, 1.6]",,Ground Pass,,14.819244,,,Pablo Jean Antoine Martínez,3207.0,,,,,Recovery,1,Regular Play,Jérémie Bréchet,7603.0,Left Center Back,37,Bordeaux,146,"['c18a3a43-98a0-43d8-9458-4020086a3c8d', 'e72b619e-e517-42e4-8311-2196af6c7c16']",22,,,,,,,,,,,,,,,,Gazélec Ajaccio,160,00:13:22.509,Pass,
,,,,,,,,,,,,,,,,1.572915,,,,,,,,,,,15368fe8-7463-4a65-9968-a648312a8dd1,584,,"[63.2, 3.8]",3900494,13,,,,0.80419296,,Left Foot,,,"[89.3, 30.9]",,High Pass,,37.624725,Incomplete,,Jacques Zoua Daogari,401505.0,,,,,,1,Regular Play,Pablo Jean Antoine Martínez,3207.0,Left Back,37,Bordeaux,146,"['3b03bf64-5df0-4c2e-a080-bfb130ca6a7c', 'd3b95ee5-66ea-44cf-8290-dc689a2d5225', 'db1e82c8-fcb0-4839-a136-265e464dc015']",24,,,,,,,,,,,,,,,,Gazélec Ajaccio,160,00:13:24.788,Pass,True
,,,,,,,,,,,,,,,,1.529424,,,,,,,,,,,3b03bf64-5df0-4c2e-a080-bfb130ca6a7c,586,,"[30.8, 49.2]",3900494,13,,,,0.6591384,,Left Foot,,,"[49.0, 63.3]",,Low Pass,,23.022816,,,André Biyogo Poko,30338.0,,,,,Recovery,1,Regular Play,Nicolas Pallois,3256.0,Left Center Back,37,Bordeaux,146,"['15368fe8-7463-4a65-9968-a648312a8dd1', '37e4d508-f2e9-4642-8fa5-1592ac679c03']",26,,,,,,,,,,,,,,,,Bordeaux,146,00:13:26.360,Pass,
,,,,,,,,,,,,,,,,1.085324,,,,,,,,,,,95f8f77b-71f0-4e4b-909f-0262b6ff9ab5,589,,"[49.5, 62.8]",3900494,13,,,,1.3138319,,Right Foot,,,"[53.1, 76.5]",,Ground Pass,,14.165098,,,Jaroslav Plašil,3150.0,,,,,,1,Regular Play,André Biyogo Poko,30338.0,Right Defensive Midfield,37,Bordeaux,146,['c7134213-b25c-4ba3-b182-f58ed230dd9c'],29,,,,,,,,,,,,,,,,Bordeaux,146,00:13:29.164,Pass,
,,,,,,,,,,,,,,,,0.954121,,,,,,,,,,,3c2ee0d8-7fef-4e7c-a316-6071d6463e64,592,,"[53.3, 77.0]",3900494,13,,,,-0.5640837,,Right Foot,,,"[63.1, 70.8]",,Ground Pass,,11.596551,,,Diego Alejandro Rolan Silva,6739.0,,,,,,1,Regular Play,Jaroslav Plašil,3150.0,Right Wing,37,Bordeaux,146,['ad4ea567-a03d-4f51-9c2c-08f4b9291dc2'],30,,,,,,,,,,,,,,,,Bordeaux,146,00:13:30.369,Pass,
,,,,,,,,,,,,,,,,2.501444,,,,,,,,,,,b6120e5c-8d98-4c77-b289-cfbbcdfb88f9,603,,"[65.1, 75.5]",3900494,14,True,,,-0.7824483,,Right Foot,,,"[99.1, 41.7]",,High Pass,,47.942047,Incomplete,,Wahbi Khazri,3196.0,,,,,Free Kick,1,From Free Kick,Milan Gajić,4823.0,Right Back,38,Bordeaux,146,"['d5fd08b4-7012-455d-bbaf-3330c98d259e', 'fcca9a85-8b9d-4c55-92d9-f841c49e2a49']",6,,,,,,,,,,,,,,,,Bordeaux,146,00:14:06.286,Pass,
,,,,,,,,,,,,,,,,4.724617,,,,,,,,,,,369e0844-61bb-4eef-aeb4-9b7adc119ab0,608,,"[27.2, 42.7]",3900494,14,,,,-0.030934755,,Right Foot,,,"[88.6, 40.8]",,High Pass,,61.42939,Incomplete,,Jacques Zoua Daogari,401505.0,,,,,Recovery,1,From Free Kick,Alexandre Coeff,7428.0,Right Back,38,Bordeaux,146,"['a3b62ee0-a0a3-4cb5-bbf7-283b140283a4', 'c05da633-41a8-4a51-be3d-3ffc8e6cea43']",10,,,,,,,,,,,,,,,,Gazélec Ajaccio,160,00:14:10.691,Pass,
,,,,,,,,,,,,,,,,1.739908,,,,,,,,,,,c05da633-41a8-4a51-be3d-3ffc8e6cea43,610,,"[31.5, 39.3]",3900494,14,,,,-2.7747114,,Head,,,"[8.6, 30.5]",,High Pass,,24.53263,,,Cédric Carrasso,40533.0,,,,,Recovery,1,From Free Kick,Nicolas Pallois,3256.0,Left Center Back,38,Bordeaux,146,"['369e0844-61bb-4eef-aeb4-9b7adc119ab0', '3870af0d-f9ff-42aa-84cf-0fb399fffc27']",15,,,,,,,,,,,,,,,,Bordeaux,146,00:14:15.415,Pass,
,,,,,,,,,,,,,,,,1.843136,,,,,,,,,,,e638dd1b-ef63-4abf-bbea-498615710981,613,,"[15.2, 28.4]",3900494,14,,,,-1.1452829,,Keeper Arm,,,"[24.4, 8.1]",,Ground Pass,,22.287441,,,Maxime Poundjé,4442.0,,,,,,1,From Free Kick,Cédric Carrasso,40533.0,Goalkeeper,38,Bordeaux,146,['de8d4ee1-db03-4d7f-9b81-e04a4744aa7c'],21,,,,,,,,,,,,,,,,Bordeaux,146,00:14:21.995,Pass,
,,,,,,,,,,,,,,,,0.903725,,,,,,,,,,,2ae593af-ea58-454f-bc6a-50b763bedc2a,617,,"[30.6, 6.6]",3900494,14,,,,0.01625873,,Left Foot,,,"[55.2, 7.0]",,Ground Pass,,24.603252,,,Henri Saivet,5110.0,,,,,,1,From Free Kick,Maxime Poundjé,4442.0,Left Back,38,Bordeaux,146,"['79b8badc-4451-429c-85b2-6b10ec29c1b3', 'c64d18d0-31c8-4b3a-addc-5fea7189fd43']",25,,,,,,,,,,,,,,,,Bordeaux,146,00:14:25.299,Pass,True
,,,,,,,,,,,,,,,,1.086536,,,,,,,,,,,819880a8-0342-4f7a-b046-ae7b5fc072eb,621,,"[50.9, 11.9]",3900494,14,,,,-2.016902,,Right Foot,,,"[45.4, 0.4]",,Ground Pass,,12.747549,Out,,Maxime Poundjé,4442.0,,,,,,1,From Free Kick,Henri Saivet,5110.0,Left Wing,38,Bordeaux,146,"['ba953746-3ab1-46eb-aaf2-ddaab6050633', 'efdaf79c-2010-4c18-b232-ae72aa21038f']",28,,,,,,,,,,,,,,,,Bordeaux,146,00:14:28.010,Pass,True
,,,,,,,,,,,,,,,,0.837255,,,,,,,,,,,97420015-c093-4f0e-8a68-fd035d4a9378,623,,"[88.4, 80.0]",3900494,14,,,,-1.3066742,,,,,"[92.7, 64.1]",,High Pass,,16.471188,,,Mohamed Larbi,10616.0,,,,,Throw-in,1,From Throw In,Alexandre Coeff,7428.0,Right Back,39,Gazélec Ajaccio,160,['b2d1b451-b3fe-4240-adf3-fd9ed5e4963c'],33,,,,,,,,,,,,,,,,Gazélec Ajaccio,160,00:14:33.872,Pass,
,,,,,,,,,,,,,,,,1.225231,,,,,,,,,,,b7dc9828-72de-4f40-a15a-0cf727a26bce,632,,"[30.0, 13.6]",3900494,14,,,,0.18491355,,Right Foot,,,"[43.9, 16.2]",,High Pass,,14.141075,Incomplete,,Wahbi Khazri,3196.0,,,,,,1,From Throw In,Clément Chantôme,7552.0,Left Defensive Midfield,39,Gazélec Ajaccio,160,"['3fd0b744-3efc-463e-b4a0-c71c2295af4a', '937e7eae-bf54-48c7-ac75-f2817e481626']",39,,,,,,,,,,,,,,,,Bordeaux,146,00:14:39.612,Pass,
,,,,,,,,,,,True,,,,,1.186802,,,,,,,,,,,937e7eae-bf54-48c7-ac75-f2817e481626,634,,"[76.2, 63.9]",3900494,14,,,,0.22810262,,Right Foot,,,"[81.8, 65.2]",,High Pass,,5.748913,Incomplete,,Amos Youga,7389.0,,,,,Interception,1,From Throw In,David Ducourtioux,401509.0,Center Defensive Midfield,39,Gazélec Ajaccio,160,"['35b8b377-394a-4e62-af2b-f836863a736e', '5983dc78-b87b-4ab4-aa22-db823b94143e', 'b7dc9828-72de-4f40-a15a-0cf727a26bce']",40,,,,,,,,,,,,,,,,Gazélec Ajaccio,160,00:14:40.837,Pass,
,,,,,,,,,,,,,,,,1.534878,,,,,,,,,,,35b8b377-394a-4e62-af2b-f836863a736e,636,,"[38.3, 14.9]",3900494,14,,,,1.4275534,,Head,,,"[41.3, 35.7]",,Low Pass,,21.015232,,,André Biyogo Poko,30338.0,,,,,Recovery,1,From Throw In,Clément Chantôme,7552.0,Left Defensive Midfield,39,Gazélec Ajaccio,160,"['4550f247-95fd-4787-a0a5-29a11c48ef97', '937e7eae-bf54-48c7-ac75-f2817e481626']",42,,,,,,,,,,,,,,,,Bordeaux,146,00:14:42.024,Pass,
,,,,,,,,,,,,,,,,0.230902,,,,,,,,,,,6a640cca-b803-460f-89e1-e37976706da4,640,,"[40.3, 39.1]",3900494,14,,,,1.7186457,,Right Foot,,,"[39.6, 43.8]",,Ground Pass,,4.7518415,Incomplete,,Jaroslav Plašil,3150.0,,,,,,1,From Throw In,André Biyogo Poko,30338.0,Right Defensive Midfield,39,Gazélec Ajaccio,160,"['3cc82962-86a7-4cbb-8569-79be566de63c', '5b82df49-9583-4e57-bc20-eda62bfc370f', '776b1395-8dce-46ed-838b-c5ab5464e477']",43,,,,,,,,,,,,,,,,Bordeaux,146,00:14:43.932,Pass,True
,,,,,,,,,,,,,,,,1.339544,,,,,,,,,,,a89bd6ab-42c4-45fe-9c46-d40387ff90a4,645,,"[71.1, 32.0]",3900494,14,,,,0.33929262,,Right Foot,,,"[79.6, 35.0]",,Low Pass,,9.013878,,,Mohamed Larbi,10616.0,,,,,Recovery,1,From Throw In,Damjan Đoković,31911.0,Left Center Midfield,39,Gazélec Ajaccio,160,['b98ea51e-4e71-421b-85a2-885fc3e085bc'],47,,,,,,,,,,,,,,,,Gazélec Ajaccio,160,00:14:47.878,Pass,
,,,,,,,,,,,,,,,,0.685931,,,,,,,,,,,ba36dd71-99b8-476b-9600-d82ec090b6a1,648,,"[80.3, 35.7]",3900494,14,,,,2.6444848,,Right Foot,,,"[70.9, 40.8]",,Ground Pass,,10.694391,,,David Ducourtioux,401509.0,,,,,,1,From Throw In,Mohamed Larbi,10616.0,Center Attacking Midfield,39,Gazélec Ajaccio,160,['aa32eab3-ca4a-4af9-889b-e8ef4642701d'],49,,,,,,,,,,,,,,,,Gazélec Ajaccio,160,00:14:49.298,Pass,
,,,,,,,,,,,,,,,,2.062033,,,,,,,,,,,604b6e9a-e0da-43e0-965d-71ddb3970141,655,,"[48.2, 42.7]",3900494,15,,,,-1.6110224,,Right Foot,,,"[46.9, 10.4]",,High Pass,,32.32615,,,Maxime Poundjé,4442.0,,,,,Free Kick,1,From Free Kick,Clément Chantôme,7552.0,Left Defensive Midfield,40,Bordeaux,146,['4a084889-2ba3-43ae-90f3-17c23a54343d'],10,,,,,,,,,,,,,,,,Bordeaux,146,00:15:10.639,Pass,
,,,,,,,,,,,,,,,,3.61076,,,,,,,,,,,7c5f9b8c-17dd-40e4-8184-0854a6757e89,658,,"[53.1, 13.2]",3900494,15,,,,0.35820076,,Left Foot,,,"[110.8, 34.8]",,High Pass,,61.61047,Incomplete,,Diego Alejandro Rolan Silva,6739.0,,,,,,1,From Free Kick,Maxime Poundjé,4442.0,Left Back,40,Bordeaux,146,"['0e1ee005-8553-4b35-8417-d24c28cdc340', 'eb00dc03-d7a8-4d3a-8129-909908f2dc1b']",14,,,,,,,,,,,,,,,,Bordeaux,146,00:15:14.522,Pass,
,,,,,,,,,,,,,,,,1.575151,,,,,,,,,,,d15e0adc-15c7-42a1-8d5d-e73fedd150a1,662,,"[12.5, 44.4]",3900494,15,,,,-0.22964244,,Keeper Arm,,,"[27.9, 40.8]",,Ground Pass,,15.815183,,,David Ducourtioux,401509.0,,,,,,1,Regular Play,Clément Maury,401508.0,Goalkeeper,41,Gazélec Ajaccio,160,['0e5b466b-6269-453b-9c8a-486a680f6ae4'],19,,,,,,,,,,,,,,,,Gazélec Ajaccio,160,00:15:19.763,Pass,
