50_50,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,2213b548-978a-4d4a-8830-9af66ba12d32,1,,,,3901259,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Troyes,133,,0,,,,,,,,,,,,,,,,,"{'formation': 4141, 'lineup': [{'player': {'id': 36553, 'name': 'Matthieu Dreyer'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 7301, 'name': 'Lossémy Karaboué'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 24}, {'player': {'id': 31625, 'name': 'Johan Martial'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 2}, {'player': {'id': 13730, 'name': 'Matthieu Saunier'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 5}, {'player': {'id': 4390, 'name': 'Charles Traoré'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 28}, {'player': {'id': 7283, 'name': 'Thiago Xavier Rodrigues Corrêa'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 14}, {'player': {'id': 2969, 'name': 'Karim Azamoum'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 19}, {'player': {'id': 3002, 'name': 'Benjamin Nivet'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 10}, {'player': {'id': 7415, 'name': 'Jessy Pi'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 25}, {'player': {'id': 3161, 'name': 'Chaouki Ben Saada'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 18}, {'player': {'id': 401470, 'name': 'Fabien Camus'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 23}]}",Troyes,133,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,dcbd9bd7-9b34-4d75-9364-83129e2c228a,2,,,,3901259,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Troyes,133,,0,,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 4432, 'name': 'Yohann Pelé'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 16}, {'player': {'id': 7857, 'name': 'Brice Dja Djédjé'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 26}, {'player': {'id': 19813, 'name': 'Rolando Jorge Pires da Fonseca'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 6}, {'player': {'id': 8572, 'name': 'Karim Rekik'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 4}, {'player': {'id': 3075, 'name': 'Javier Manquillo Gaitán'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 2}, {'player': {'id': 18874, 'name': 'Mauricio Aníbal Isla Isla'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 18}, {'player': {'id': 3181, 'name': 'Lassana Diarra'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 10}, {'player': {'id': 3254, 'name': 'Florian Thauvin'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 24}, {'player': {'id': 3420, 'name': 'Rémy Cabella'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 13}, {'player': {'id': 15296, 'name': 'Romain Alessandrini'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 11}, {'player': {'id': 9554, 'name': 'Steven Fletcher'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Marseille,147,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,f7b70dfe-5612-4a93-9615-656200e65512,3,,,,3901259,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Troyes,133,['d852b539-aa28-40cc-a1ba-573bf738f8a3'],0,,,,,,,,,,,,,,,,,,Marseille,147,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,d852b539-aa28-40cc-a1ba-573bf738f8a3,4,,,,3901259,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Troyes,133,['f7b70dfe-5612-4a93-9615-656200e65512'],0,,,,,,,,,,,,,,,,,,Troyes,133,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,758b83e3-129c-47aa-bcfe-323916df85f7,1965,,,,3901259,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,100,Marseille,147,['6564dde7-f082-4331-ae33-ccd3d31e114d'],0,,,,,,,,,,,,,,,,,,Marseille,147,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,6564dde7-f082-4331-ae33-ccd3d31e114d,1966,,,,3901259,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,100,Marseille,147,['758b83e3-129c-47aa-bcfe-323916df85f7'],0,,,,,,,,,,,,,,,,,,Troyes,133,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,,0.392212,,,,,,,,,,,,,,d51102ba-cf5c-4549-a60b-fe9e268584be,5,,,"[61.0, 40.1]",3901259,0,,True,,,1.8244704,,Right Foot,,,,"[60.3, 42.8]",,Ground Pass,,2.7892652,,,,,Benjamin Nivet,3002.0,,,,,,Kick Off,1,From Kick Off,Fabien Camus,401470.0,Center Forward,2,Troyes,133,['a1b4782e-baca-4cd8-9de4-45a598c82afb'],0,,,,,,,,,,,,,,,,,,Troyes,133,00:00:00.598,Pass,
,,,,,,,,,,,,,,,,,,,1.017763,,,,,,,,,,,,,,8982dd88-e046-4cfd-a970-0b573276c99f,7,,,"[60.0, 43.1]",3901259,0,,,,,-3.0391488,,Right Foot,,,,"[49.3, 42.0]",,Ground Pass,,10.756393,,,,,Jessy Pi,7415.0,,,,,,,1,From Kick Off,Benjamin Nivet,3002.0,Right Center Midfield,2,Troyes,133,['5df6887b-05e2-4c01-8215-5787154ac694'],0,,,,,,,,,,,,,,,,,,Troyes,133,00:00:00.991,Pass,
,,,,,,,,,,,,,,,,,,,1.899157,,,,,,,,,,,,,,0b534889-7b10-4111-ae88-f0d7fd4405be,10,,,"[49.6, 42.0]",3901259,0,,,,,1.815775,,Right Foot,,,,"[43.6, 66.0]",,Ground Pass,,24.738634,,,,,Lossémy Karaboué,7301.0,,,,,,,1,From Kick Off,Jessy Pi,7415.0,Left Center Midfield,2,Troyes,133,['5d504a90-4988-477d-bbb3-1cd22875f3a9'],2,,,,,,,,,,,,,,,,,,Troyes,133,00:00:02.865,Pass,
,,,,,,,,,,,,,,,,,,,1.038165,,,,,,,,,,,,,,b51fa1db-b203-4666-b357-837d8377bced,13,,,"[44.8, 66.9]",3901259,0,,,,,-0.5597969,,Left Foot,,,,"[52.3, 62.2]",,Ground Pass,,8.850988,,,,,Benjamin Nivet,3002.0,,,,,,,1,From Kick Off,Lossémy Karaboué,7301.0,Right Back,2,Troyes,133,['2b446f94-39a7-4b49-abb5-3d652df7f1d4'],5,,,,,,,,,,,,,,,,,,Troyes,133,00:00:05.092,Pass,
