50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_lost_out,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,2c68cc9e-3706-445d-af91-a99c93d8246a,1,,,3900598,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,AS Monaco,129,,0,,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 3444, 'name': 'Danijel Subašić'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 3374, 'name': 'Andrea Raggi'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 24}, {'player': {'id': 10805, 'name': 'Ricardo Alberto Silveira de Carvalho'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 6}, {'player': {'id': 8277, 'name': 'Wallace Fortuna dos Santos'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 13}, {'player': {'id': 19047, 'name': 'Fábio Alexandre da Silva Coentrão'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 4}, {'player': {'id': 3247, 'name': 'Fábio Henrique Tavares'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 2}, {'player': {'id': 3955, 'name': 'Tiemoué Bakayoko'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 14}, {'player': {'id': 3193, 'name': 'Bernardo Mota Veiga de Carvalho e Silva'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 10}, {'player': {'id': 3168, 'name': 'João Filipe Iria Santos Moutinho'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 8}, {'player': {'id': 3245, 'name': 'Thomas Lemar'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 27}, {'player': {'id': 3553, 'name': 'Lacina Traoré'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 19}]}",AS Monaco,129,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,540782c1-3340-49e7-96f8-64616bb80ccd,2,,,3900598,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,AS Monaco,129,,0,,,,,,,,,,,,,,,,,"{'formation': 3421, 'lineup': [{'player': {'id': 2981, 'name': 'Alban Lafont'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 40}, {'player': {'id': 16430, 'name': 'Uroš Spajić'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 15}, {'player': {'id': 4349, 'name': 'Issa Diop'}, 'position': {'id': 4, 'name': 'Center Back'}, 'jersey_number': 5}, {'player': {'id': 8677, 'name': 'Marcel Tisserand'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 26}, {'player': {'id': 3030, 'name': 'Wergiton do Rosário Calmon'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'jersey_number': 19}, {'player': {'id': 3024, 'name': 'Jacques François Moubandje'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'jersey_number': 29}, {'player': {'id': 16522, 'name': 'Tongo Hamed Doumbia'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 4}, {'player': {'id': 31174, 'name': 'Jean-Daniel Akpa Akpro'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 7}, {'player': {'id': 11540, 'name': 'Óscar Guido Trejo'}, 'position': {'id': 18, 'name': 'Right Attacking Midfield'}, 'jersey_number': 18}, {'player': {'id': 4447, 'name': 'Martin Braithwaite Christensen'}, 'position': {'id': 20, 'name': 'Left Attacking Midfield'}, 'jersey_number': 9}, {'player': {'id': 6723, 'name': 'Wissam Ben Yedder'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 10}]}",Toulouse,130,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,7a9dc914-60fa-45e9-a781-220398ffde4b,3,,,3900598,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,AS Monaco,129,['1882a432-4e0f-41d5-b9f5-18f32cbad8b1'],0,,,,,,,,,,,,,,,,,,Toulouse,130,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,1882a432-4e0f-41d5-b9f5-18f32cbad8b1,4,,,3900598,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,AS Monaco,129,['7a9dc914-60fa-45e9-a781-220398ffde4b'],0,,,,,,,,,,,,,,,,,,AS Monaco,129,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,e67eabc6-af3c-47d2-a33a-93f38c776bcd,1578,,,3900598,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,103,AS Monaco,129,['8b32004b-2445-4c65-9328-7d434dd496b2'],0,,,,,,,,,,,,,,,,,,AS Monaco,129,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,8b32004b-2445-4c65-9328-7d434dd496b2,1579,,,3900598,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,103,AS Monaco,129,['e67eabc6-af3c-47d2-a33a-93f38c776bcd'],0,,,,,,,,,,,,,,,,,,Toulouse,130,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.478071,,,,,,,,,,,,,,,1a11ef52-a719-4b05-9349-0b6995098525,5,,"[61.0, 40.1]",3900598,0,,,,1.5263811,,Left Foot,,,,"[61.2, 44.6]",,Ground Pass,,4.504442,,,,João Filipe Iria Santos Moutinho,3168.0,,,,,,Kick Off,1,From Kick Off,Lacina Traoré,3553.0,Center Forward,2,AS Monaco,129,['cb3a4d3d-654f-4a1f-945f-5c39e8051e98'],1,,,,,,,,,,,,,,,,,,AS Monaco,129,00:00:01.514,Pass,
,,,,,,,,,,,,,,,,1.116146,,,,,,,,,,,,,,,4c8e6007-5842-491e-a50d-6e4b88615f09,8,,"[61.0, 43.4]",3900598,0,,,,3.0165343,,Right Foot,,,,"[43.5, 45.6]",,Ground Pass,,17.637743,,,,Fábio Henrique Tavares,3247.0,,,,,,,1,From Kick Off,João Filipe Iria Santos Moutinho,3168.0,Center Attacking Midfield,2,AS Monaco,129,['1e395c17-0783-4796-9576-78004a4f4862'],2,,,,,,,,,,,,,,,,,,AS Monaco,129,00:00:02.473,Pass,
,,,,,,,,,,,,,,,,1.433693,,,,,,,,,,,,,,,51472778-22b1-4420-871c-f991fe38f7ac,11,,"[41.1, 45.6]",3900598,0,,,,-1.906574,,Right Foot,,,,"[35.9, 30.7]",,Ground Pass,,15.781318,,,,Tiemoué Bakayoko,3955.0,,,,,,,1,From Kick Off,Fábio Henrique Tavares,3247.0,Right Defensive Midfield,2,AS Monaco,129,['9e8f6bd4-fcc9-4555-85c7-8e41a603bc0a'],3,,,,,,,,,,,,,,,,,,AS Monaco,129,00:00:03.636,Pass,
,,,,,,,,,,,,,,,,1.595823,,,,,,,,,,,,,,,d8fb08a5-ffd4-4273-a355-824ee02cbaf5,14,,"[55.6, 23.1]",3900598,0,,,,1.6168467,,Left Foot,,,,"[54.6, 44.8]",,Ground Pass,,21.72303,,,,Fábio Henrique Tavares,3247.0,,,,,,,1,From Kick Off,Tiemoué Bakayoko,3955.0,Left Defensive Midfield,2,AS Monaco,129,['8f2f553b-6bc6-4ecb-9673-b762088e6ab4'],8,,,,,,,,,,,,,,,,,,AS Monaco,129,00:00:08.129,Pass,
