ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,0.848335,,,,,,,,,,,,,557d18e3-aab3-4b8d-9efe-ce9fb95851b5,3481,,"[73.4, 4.9]",3900600,91,,True,,,2.662679,,Left Foot,,,,"[68.2, 7.6]",Ground Pass,,5.859181,,,Florent Balmont,3211.0,,,,,,2,From Free Kick,Éric Bauthéac,40486.0,Left Midfield,191,Lille,143,['9d5491c1-9bc2-4059-9032-b3f99e1aaf1b'],27,,,,,,,,,,,,,,,,,,Lille,143,00:46:27.326,Pass,
,,,,,,,,,,,,,1.199262,,,,,,,,,,,,,94072e12-68c8-4967-a33e-e7d77151a854,3483,,"[68.2, 7.6]",3900600,91,,,,,-0.45881674,,Right Foot,,,,"[76.5, 3.5]",Ground Pass,,9.257429,,,Éric Bauthéac,40486.0,,,,,,2,From Free Kick,Florent Balmont,3211.0,Left Center Midfield,191,Lille,143,['e7394587-fc02-4e00-b73a-0eec40ba19ad'],28,,,,,,,,,,,,,,,,,,Lille,143,00:46:28.174,Pass,
,,,,,,,,,,,,,1.337982,,,,,,,,,,,,,45239033-1ba4-4dcf-bc4b-081f5b379b01,3487,,"[76.0, 3.9]",3900600,91,,,,,-2.9996955,,Left Foot,,,,"[68.3, 2.8]",Ground Pass,,7.7781744,,,Florent Balmont,3211.0,,,,,,2,From Free Kick,Éric Bauthéac,40486.0,Left Midfield,191,Lille,143,"['18d70a93-7ab8-4d2e-812a-e293ff9a5a03', 'e2c21e13-4e18-4f46-a6c2-e86b7a348d4b']",30,,,,,,,,,,,,,,,,,,Lille,143,00:46:30.324,Pass,True
,,,,,,,,,,,,,1.043217,,,,,,,,,,,,,350a5628-13ae-4947-a52d-4c636d0667a6,3490,,"[67.4, 3.8]",3900600,91,,,,,1.4961689,,Right Foot,,,,"[68.2, 14.5]",Ground Pass,,10.729865,,,Ibrahim Amadou,11332.0,,,,,,2,From Free Kick,Florent Balmont,3211.0,Left Center Midfield,191,Lille,143,"['64770a52-6caa-4d52-a934-c5f79d51224f', 'e1bc9ea2-a99d-4dc6-9197-9c68261a9ac8']",31,,,,,,,,,,,,,,,,,,Lille,143,00:46:31.662,Pass,True
,,,,,,,,,,,,,1.092825,,,,,,,,,,,,,b76d944c-6b65-460d-8869-91df0ddb5339,3493,,"[68.6, 16.4]",3900600,91,,,,,1.0804883,,Right Foot,,,,"[76.5, 31.2]",Ground Pass,,16.776472,,,Rio Antonio Zoba Mavuba,40522.0,,,,,,2,From Free Kick,Ibrahim Amadou,11332.0,Center Defensive Midfield,191,Lille,143,['c052c63f-82b2-46d7-91cc-b442048e9aa0'],34,,,,,,,,,,,,,,,,,,Lille,143,00:46:34.483,Pass,
,,,,,,,,,,,,,1.220319,,,,,,,,,,,,,3791dabe-0e8f-4911-af86-1d3201f565af,3495,,"[76.2, 32.3]",3900600,91,,,,,-1.9631364,,Right Foot,,,,"[72.6, 23.6]",Ground Pass,,9.415413,,,Ibrahim Amadou,11332.0,,,,,,2,From Free Kick,Rio Antonio Zoba Mavuba,40522.0,Right Center Midfield,191,Lille,143,['cc332e8f-e34b-495f-a92f-4abe41055d74'],35,,,,,,,,,,,,,,,,,,Lille,143,00:46:35.576,Pass,
,,,,,,,,,,,,,0.957473,,,,,,,,,,,,,1ea65a85-4f6d-4121-b4f9-dcca7ee8cd93,3498,,"[72.6, 23.6]",3900600,91,,,,,-1.2403123,,Right Foot,,,,"[77.3, 9.9]",Ground Pass,,14.483784,,,Florent Balmont,3211.0,,,,,,2,From Free Kick,Ibrahim Amadou,11332.0,Center Defensive Midfield,191,Lille,143,['bd5b65e3-1135-4377-8667-a4a07f55fb63'],37,,,,,,,,,,,,,,,,,,Lille,143,00:46:37.289,Pass,
,,,,,,,,,,,,,0.648227,,,,,,,,,,,,,efb20126-2314-4f03-9e81-2eee9b608731,3501,,"[88.8, 16.1]",3900600,91,,,,,1.8449638,,Right Foot,,,,"[85.2, 28.9]",Ground Pass,,13.296617,,,Rio Antonio Zoba Mavuba,40522.0,,,,,,2,From Free Kick,Florent Balmont,3211.0,Left Center Midfield,191,Lille,143,['077a7a32-8d01-4a4b-8e36-85261ca27e3e'],41,,,,,,,,,,,,,,,,,,Lille,143,00:46:41.013,Pass,
,,,,,,,,,,,,,2.238442,,,,,,,,,,,,,55b0cc9d-d4b7-4548-a145-3c7a7b4d8070,3504,,"[84.6, 27.3]",3900600,91,,,,,-1.2166382,,Right Foot,,,,"[93.4, 3.5]",Ground Pass,,25.37479,,,Sofiane Boufal,3625.0,,,,,,2,From Free Kick,Rio Antonio Zoba Mavuba,40522.0,Right Center Midfield,191,Lille,143,['81aeb77e-0c2e-4af5-96ab-d9e8888dc675'],43,,,,,,,,,,,,,,,,,,Lille,143,00:46:43.779,Pass,
,,,,,,,,,,,,,1.595057,,,,,,,,,,,,,8fcaf4c6-e04a-4f33-90ff-4ca00e2cdbf5,3512,,"[12.4, 64.2]",3900600,91,,,,,0.64759105,,Right Foot,,,,"[28.0, 76.0]",Ground Pass,,19.560163,,,Antoine Rabillard,8981.0,,,,,,2,Regular Play,Mauricio Aníbal Isla Isla,18874.0,Right Back,192,Marseille,147,['34f79756-ca03-4f47-a860-dcd1f8a2eb3f'],54,,,,,,,,,,,,,,,,,,Marseille,147,00:46:54.070,Pass,
,,,,,,,,,,,,,0.846191,,,,,,,,,,,,,71af3753-2b6c-43f8-a13b-d5fcb8c26ca0,3516,,"[26.9, 75.8]",3900600,91,,,,,-2.6642473,,Left Foot,,,,"[18.2, 71.3]",Ground Pass,,9.794897,,,Mauricio Aníbal Isla Isla,18874.0,,,,,,2,Regular Play,Antoine Rabillard,8981.0,Right Defensive Midfield,192,Marseille,147,['d5f3bebd-a3c1-4b66-89e4-99c123a7212d'],56,,,,,,,,,,,,,,,,,,Marseille,147,00:46:56.311,Pass,
,,,,,,,,,,,,,1.825012,,,,,,,,,,,,,72e5e03b-fc89-42d1-ae42-4d8115a96107,3519,,"[17.9, 71.0]",3900600,91,,,,,-0.5122451,,Right Foot,,,,"[50.8, 52.5]",High Pass,,37.744667,Incomplete,,,,,,,,,2,Regular Play,Mauricio Aníbal Isla Isla,18874.0,Right Back,192,Marseille,147,['2b585b05-001c-4140-b51e-799f6b2d6837'],57,,,,,,,,,,,,,,,,,,Marseille,147,00:46:57.237,Pass,
,,,,,,,,,,,,,1.887919,,,,,,,,,,,,,819e5dfe-e5c5-4f12-9be5-bda8afeb999a,3524,,"[51.3, 17.7]",3900600,92,,,,,1.805212,,Right Foot,,,,"[48.1, 31.1]",Ground Pass,,13.776793,,,Nicolas Alexis Julio N'Koulou Ndoubena,7472.0,,,,,,2,Regular Play,Rolando Jorge Pires da Fonseca,19813.0,Left Center Back,192,Marseille,147,['92b478ee-9e3b-461f-a47e-af68f1038fe0'],9,,,,,,,,,,,,,,,,,,Marseille,147,00:47:09.197,Pass,
,,,,,,,,,,,,,2.944211,,,,,,,,,,,,,2d62f03f-cb41-4e8a-8c8d-bf94e015ff19,3538,,"[49.7, 18.9]",3900600,92,,,,,0.43267643,,Right Foot,,,,"[96.9, 40.7]",High Pass,,51.991154,Incomplete,,Nicolas Alexis Julio N'Koulou Ndoubena,7472.0,,,,,Free Kick,2,From Free Kick,Mauricio Aníbal Isla Isla,18874.0,Right Back,193,Marseille,147,"['50a840d1-7552-487a-86c6-a4556e3da874', 'b51d653d-facf-41f5-8825-96f1d821c061']",31,,,,,,,,,,,,,,,,,,Marseille,147,00:47:31.757,Pass,
,,,,,,,,,,,,,0.925172,,,,,,,,,,,,,b51d653d-facf-41f5-8825-96f1d821c061,3541,,"[23.2, 39.4]",3900600,92,,,,True,0.23337376,,,,,,"[35.4, 42.3]",Low Pass,,12.539936,Incomplete,,Florent Balmont,3211.0,,,,,Recovery,2,From Free Kick,Renato Civelli,29057.0,Right Center Back,193,Marseille,147,"['2d62f03f-cb41-4e8a-8c8d-bf94e015ff19', '42b4e32b-9c72-4616-805c-abeec6f8b237', '77a6a00c-67b8-40e7-9fd9-15d45f4160a5', 'e31846b8-9855-438f-baf8-12e1ba5b0d56']",34,,,,,,,,,,,,,,,,,,Lille,143,00:47:34.702,Pass,True
,,,,,,,,,,,,,1.783649,,,,,,,,,,,,,e31846b8-9855-438f-baf8-12e1ba5b0d56,3543,,"[84.7, 37.8]",3900600,92,,,,,0.39305803,,Right Foot,,,,"[101.1, 44.6]",High Pass,,17.753872,Incomplete,,Bouna Sarr,4351.0,,,,,Recovery,2,From Free Kick,Rémy Cabella,3420.0,Left Defensive Midfield,193,Marseille,147,"['2b7aa938-ebfe-4ed9-97f3-5eb3ccfd35d4', '6425586c-983d-4e64-9375-0afdcf31b714', 'b51d653d-facf-41f5-8825-96f1d821c061']",35,,,,,,,,,,,,,,,,,,Marseille,147,00:47:35.627,Pass,
,,,,,,,,,,,,,3.57131,,,,,,,,,,,,,cbd5f927-8e7e-427d-b6f5-4cc0ad0b923d,3551,,"[6.0, 36.0]",3900600,93,,,,,-0.20478095,,Right Foot,,,,"[71.0, 22.5]",High Pass,,66.38712,Incomplete,,Lenny Nangis,7303.0,,,,,Goal Kick,2,From Goal Kick,Vincent Enyeama,40484.0,Goalkeeper,194,Lille,143,"['aeb44612-673d-40ed-971a-4402aed10f6d', 'eaee4b1a-5cdb-4ea6-a3a6-c54833d03712']",19,,,,,,,,,,,,,,,,,,Lille,143,00:48:19.245,Pass,
,,,,,,,,,,,,,3.642374,,,,,,,,,,,,,aeb44612-673d-40ed-971a-4402aed10f6d,3554,,"[49.1, 57.6]",3900600,93,,,,True,0.66612417,,,,,,"[77.6, 80.0]",High Pass,,36.249275,Out,,Bouna Sarr,4351.0,,,,,Recovery,2,From Goal Kick,Nicolas Alexis Julio N'Koulou Ndoubena,7472.0,Right Center Back,194,Lille,143,"['cbd5f927-8e7e-427d-b6f5-4cc0ad0b923d', 'cc36eaba-2cfc-4af3-8b72-55c77e72c1d8', 'ce8184ca-dbdc-4603-b71e-81e14a184353']",22,,,,,,,,,,,,,,,,,,Marseille,147,00:48:22.816,Pass,True
,,,,,,,,,,,,,1.722965,,,,,,,,,,,,,bec57c40-89ac-4297-8ecb-0907d8414deb,3556,,"[40.6, 0.1]",3900600,93,,,,,0.18061861,,,,,,"[63.6, 4.3]",High Pass,,23.380333,,,Lenny Nangis,7303.0,,,,,Throw-in,2,From Throw In,Benjamin Pavard,5476.0,Left Back,195,Lille,143,['33569f3b-c735-4c06-99b4-97357e4f7acb'],35,,,,,,,,,,,,,,,,,,Lille,143,00:48:35.853,Pass,
,,,,,,,,,,,,,1.120929,,,,,,,,,,,,,8b156b34-e6f5-44a0-96cf-915497707a04,3566,,"[64.7, 17.8]",3900600,94,,,,,0.33109608,,Right Foot,,,,"[74.3, 21.1]",Ground Pass,,10.151355,,,Florent Balmont,3211.0,,,,,Free Kick,2,From Free Kick,Bakary Adama Soumaoro,3677.0,Left Center Back,196,Lille,143,['12fd6990-d3ba-4a72-a132-99970759cf49'],3,,,,,,,,,,,,,,,,,,Lille,143,00:49:03.326,Pass,
,,,,,,,,,,,,,1.739718,,,,,,,,,,,,,516abe7b-6b07-4c88-9c48-34c595e38acb,3569,,"[74.3, 21.1]",3900600,94,,,,,-1.5549246,,Right Foot,,,,"[74.6, 2.2]",Ground Pass,,18.90238,,,Benjamin Pavard,5476.0,,,,,,2,From Free Kick,Florent Balmont,3211.0,Left Center Midfield,196,Lille,143,['a41c7c44-a494-4cdf-823e-f7c5a89cb61f'],5,,,,,,,,,,,,,,,,,,Lille,143,00:49:05.428,Pass,
,,,,,,,,,,,,,0.967364,,,,,,,,,,,,,47055be6-c534-4d53-97fc-5691552be5e6,3571,,"[74.8, 2.5]",3900600,94,,,,,0.24296659,,Right Foot,,,,"[86.5, 5.4]",Ground Pass,,12.054045,,,Éric Bauthéac,40486.0,,,,,,2,From Free Kick,Benjamin Pavard,5476.0,Left Back,196,Lille,143,['153e4026-5955-40fd-b811-f44a717b4d7d'],7,,,,,,,,,,,,,,,,,,Lille,143,00:49:07.168,Pass,
,,,,,,,,,,,,,1.004321,,,,,,,,,,,,,0fb83df0-5f77-40b4-8e82-c52c094c199f,3573,,"[86.5, 5.4]",3900600,94,,,,,1.4310875,,Left Foot,,,,"[87.4, 11.8]",Ground Pass,,6.4629717,,,Florent Balmont,3211.0,,,,,,2,From Free Kick,Éric Bauthéac,40486.0,Left Midfield,196,Lille,143,['4af19b68-82a5-43d3-a9bb-717c7c7a0301'],8,,,,,,,,,,,,,,,,,,Lille,143,00:49:08.135,Pass,
,,,,,,,,,,,,,1.122109,,,,,,,,,,,,,25938d04-6ed1-43b3-8582-b3e21544c732,3576,,"[93.7, 11.8]",3900600,94,,,,,-1.0227724,,Right Foot,,,,"[98.4, 4.1]",Ground Pass,,9.021087,,,Éric Bauthéac,40486.0,,,,,,2,From Free Kick,Florent Balmont,3211.0,Left Center Midfield,196,Lille,143,['8fb6c2fa-a103-4c7a-a228-6e05d2aea6c5'],10,,,,,,,,,,,,,,,,,,Lille,143,00:49:10.083,Pass,
,,,,,,,,,,,,,0.965497,,,,,,,,,,,,,2302a2a3-ea2a-4de5-99a0-55a6fd302d79,3583,,"[3.7, 76.6]",3900600,94,,,,,0.100668654,,Right Foot,,,,"[13.6, 77.6]",Ground Pass,,9.9503765,,,Rémy Cabella,3420.0,,,,,,2,Regular Play,Mauricio Aníbal Isla Isla,18874.0,Right Back,197,Marseille,147,['a5d9c615-9b93-4db3-ab6f-f3830e3cc1a9'],15,,,,,,,,,,,,,,,,,,Marseille,147,00:49:15.430,Pass,
,,,,,,,,,,,,,0.698503,,,,,,,,,,,,,f4214f33-5f14-4885-b51f-f594f692b569,3587,,"[11.9, 77.6]",3900600,94,,,,,-2.8809903,,Left Foot,,,,"[5.9, 76.0]",Ground Pass,,6.20967,,,Mauricio Aníbal Isla Isla,18874.0,,,,,,2,Regular Play,Rémy Cabella,3420.0,Left Defensive Midfield,197,Marseille,147,['46fc77d5-7199-4ad0-884b-159b9bf1936c'],17,,,,,,,,,,,,,,,,,,Marseille,147,00:49:17.289,Pass,
,,,,,,,,,,,,,1.250244,,,,,,,,,,,,,5547d34c-4ed2-4f09-a622-d8768a86ec41,3590,,"[5.9, 76.0]",3900600,94,,,,,-0.7853982,,Right Foot,,,,"[14.6, 67.3]",Ground Pass,,12.303658,,,Bouna Sarr,4351.0,,,,,,2,Regular Play,Mauricio Aníbal Isla Isla,18874.0,Right Back,197,Marseille,147,['30235107-a048-4b77-8ed4-d54c61f0efeb'],18,,,,,,,,,,,,,,,,,,Marseille,147,00:49:18.068,Pass,
,,,,,,,,,,,,,1.375791,,,,,,,,,,,,,e040a4a5-79c7-47d2-b3c1-e490a68253f5,3596,,"[28.1, 67.6]",3900600,94,,,,,-0.30000207,,Right Foot,,,,"[79.5, 51.7]",High Pass,,53.803066,Incomplete,,,,,,,,Free Kick,2,From Free Kick,Nicolas Alexis Julio N'Koulou Ndoubena,7472.0,Right Center Back,198,Marseille,147,['30df789c-2a33-4c32-a7d7-dde68ce74b50'],37,,,,,,,,,,,,,,,,,,Marseille,147,00:49:37.096,Pass,
,,,,,,,,,,,,,2.747053,,,,,,,,,,,,,52d4958b-8d91-4c83-af06-b1799faf5ec9,3601,,"[80.2, 32.8]",3900600,94,,,,,-1.3824096,,Left Foot,,,True,"[85.5, 5.0]",Low Pass,,28.300707,,,Georges-Kévin Nkoudou Mbida,3639.0,,,,,,2,From Free Kick,Paolo De Ceglie,401476.0,Left Back,198,Marseille,147,['39e87336-caf5-4a86-8c21-065dd92b90da'],41,,,,,,,,,,,,,,,,,,Marseille,147,00:49:41.167,Pass,
,,,,,,,,,,,,,1.405626,,,,,,,,,,,,,b420d209-9b22-49a0-b46e-43ba82d3d304,3605,,"[87.1, 9.0]",3900600,94,,,,,0.9080668,,Right Foot,True,,,"[109.5, 37.7]",High Pass,,36.40673,Incomplete,,,,,,,,,2,From Free Kick,Georges-Kévin Nkoudou Mbida,3639.0,Left Wing,198,Marseille,147,['44994ffc-bcdb-46d3-8d7e-3093cb9ef654'],47,,,,,,,,,,,,,,,,,,Marseille,147,00:49:47.425,Pass,
,,,,,,,,,,,,,1.438341,,,,,,,,,,,,,4da10ac3-fa40-4613-a564-39b70634d2ff,3613,,"[92.0, 23.5]",3900600,95,,,,,0.7502368,28abbc03-6b12-4b99-9eda-335ec140e22d,Right Foot,,,,"[112.6, 42.7]",High Pass,,28.160255,,,Paolo De Ceglie,401476.0,True,,,,Free Kick,2,From Free Kick,Bouna Sarr,4351.0,Right Wing,199,Marseille,147,['91be8aae-b0eb-42e9-8234-447a9e78378f'],25,,,,,,,,,,,,,,,,,,Marseille,147,00:50:25.923,Pass,
,,,,,,,,,,,,,,,,,,,,,,,,,,37258503-de23-449c-a84c-ccefc789fd86,6,,"[59.3, 37.0]",3900600,0,,,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,Rémy Cabella,3420.0,Center Attacking Midfield,2,Marseille,147,['48f5fb32-cf53-4d20-b41c-c18dd43a09ee'],2,,,,,,,,,,,,,,,,,,Marseille,147,00:00:02.580,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,5ae433a7-94b4-4426-9dc6-c194166e29c0,8,,"[42.9, 35.0]",3900600,0,,,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,Lucas Silva Borges,25199.0,Left Defensive Midfield,2,Marseille,147,['f5cb7e8f-5dda-4330-b4ff-22c9814a7bd8'],3,,,,,,,,,,,,,,,,,,Marseille,147,00:00:03.916,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,0e78b381-93dc-4590-ac14-37306fb0a533,11,,"[39.2, 59.6]",3900600,0,,,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,Brice Dja Djédjé,7857.0,Right Back,2,Marseille,147,['9f5f6178-cfc7-463e-abfb-bf924c6be172'],6,,,,,,,,,,,,,,,,,,Marseille,147,00:00:06.527,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,3e9f96ee-5f58-43f8-9e4a-15951a95650b,14,,"[79.8, 54.2]",3900600,0,,,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,Michy Batshuayi Tunga,3457.0,Center Forward,2,Marseille,147,['6f5a5d63-da03-4821-b6b8-d4c2493eeec3'],11,,,,,,,,,,,,,,,,,,Marseille,147,00:00:11.206,Ball Receipt*,
Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,2636bc53-f63a-4f3f-a977-a726761f5869,20,,"[73.7, 41.8]",3900600,0,,,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,Yassine Benzia,3673.0,Center Forward,2,Marseille,147,['6e256e6d-0cfe-4c55-95dd-198080fccdf6'],27,,,,,,,,,,,,,,,,,,Lille,143,00:00:27.096,Ball Receipt*,
Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,34007a6d-779b-4450-a092-136d5ef6a7f1,25,,"[70.9, 37.1]",3900600,0,,,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,Yassine Benzia,3673.0,Center Forward,2,Marseille,147,['d69b017e-8718-4a74-b867-5914722eb9a7'],30,,,,,,,,,,,,,,,,,,Lille,143,00:00:30.843,Ball Receipt*,
Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,607403c8-1c7c-40fd-b785-f4a4ea5eb710,28,,"[64.0, 28.2]",3900600,0,,,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,Mounir Obbadi,40697.0,Left Center Midfield,2,Marseille,147,['1f51547b-2219-4a68-8b93-1d0c8c0c0b63'],32,,,,,,,,,,,,,,,,,,Lille,143,00:00:32.294,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,467d8cfd-5364-4017-9b6e-2ac16f581dcb,32,,"[43.8, 65.7]",3900600,0,,,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,Brice Dja Djédjé,7857.0,Right Back,2,Marseille,147,['8fc4a30a-896c-4aab-be57-ffe72a71df97'],34,,,,,,,,,,,,,,,,,,Marseille,147,00:00:34.714,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,0caf2927-2b39-4f06-877f-0b56de02a73d,39,,"[33.0, 66.1]",3900600,0,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Nicolas Alexis Julio N'Koulou Ndoubena,7472.0,Right Center Back,3,Marseille,147,['5c431aa4-631e-4f3f-ab23-7af994c5748e'],50,,,,,,,,,,,,,,,,,,Marseille,147,00:00:50.071,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,d7a996ea-79be-46b6-b6f2-fbab2cce7701,41,,"[28.0, 24.4]",3900600,0,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Rolando Jorge Pires da Fonseca,19813.0,Left Center Back,3,Marseille,147,['22842f27-346a-4f85-9beb-e50bce80d3e2'],53,,,,,,,,,,,,,,,,,,Marseille,147,00:00:53.591,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,c466986c-3f41-49b1-b99d-e23a00820c7d,44,,"[44.2, 6.9]",3900600,0,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Javier Manquillo Gaitán,3075.0,Left Back,3,Marseille,147,['2370396b-8599-40f7-9dd4-635f722e62c1'],56,,,,,,,,,,,,,,,,,,Marseille,147,00:00:56.052,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,41ec587a-b0fb-4ce8-9fe0-1cbf64e87a2b,47,,"[30.2, 19.7]",3900600,0,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Rolando Jorge Pires da Fonseca,19813.0,Left Center Back,3,Marseille,147,['3cf908ee-ba31-4b20-943a-ac0760967121'],59,,,,,,,,,,,,,,,,,,Marseille,147,00:00:59.142,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,4cbb262e-48c6-4d56-a058-3c06631413b6,50,,"[39.7, 48.6]",3900600,1,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Nicolas Alexis Julio N'Koulou Ndoubena,7472.0,Right Center Back,3,Marseille,147,['b1fb4224-dd67-4d5b-bae5-28609033edc2'],2,,,,,,,,,,,,,,,,,,Marseille,147,00:01:02.146,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,093f59ba-7f0e-4b9a-b345-25c19c7a312c,53,,"[33.0, 31.3]",3900600,1,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Rolando Jorge Pires da Fonseca,19813.0,Left Center Back,3,Marseille,147,['bfd481c1-1d47-47eb-b6ae-56369ea40b5b'],5,,,,,,,,,,,,,,,,,,Marseille,147,00:01:05.709,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,05e62718-aacf-499b-bfda-26dbbfdb8b29,56,,"[89.1, 62.0]",3900600,1,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Bouna Sarr,4351.0,Right Wing,3,Marseille,147,['59751031-ac3b-4dd6-8ed5-59cddb96692a'],11,,,,,,,,,,,,,,,,,,Marseille,147,00:01:11.089,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,c090a73f-e3e3-487e-a72a-ed498890bbeb,59,,"[112.9, 69.8]",3900600,1,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Rémy Cabella,3420.0,Center Attacking Midfield,3,Marseille,147,['7e251465-11f4-4d5b-9fb4-d3624325094e'],14,,,,,,,,,,,,,,,,,,Marseille,147,00:01:14.063,Ball Receipt*,
Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,86bf7430-6189-48c9-b946-fbedd849794c,62,,"[109.8, 50.1]",3900600,1,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Bouna Sarr,4351.0,Right Wing,3,Marseille,147,['9902805b-8bb9-4999-9e65-a80cde0a6738'],15,,,,,,,,,,,,,,,,,,Marseille,147,00:01:15.407,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,d0d821d5-3405-48dd-8450-e29429663efe,73,,"[69.7, 72.4]",3900600,1,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Mauricio Aníbal Isla Isla,18874.0,Right Defensive Midfield,4,Marseille,147,"['5bbaf2e9-85b3-43fd-86c8-5179fdd543f5', 'fbbc1695-c027-44d2-a061-173775515b29']",32,,,,,,,,,,,,,,,,,,Marseille,147,00:01:32.160,Ball Receipt*,True
,,,,,,,,,,,,,,,,,,,,,,,,,,df44f5c5-00a7-4b08-b123-05684a518d08,75,,"[69.2, 76.3]",3900600,1,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Brice Dja Djédjé,7857.0,Right Back,4,Marseille,147,['2bc7d0c1-a5c4-4314-8971-9c88dd53871c'],32,,,,,,,,,,,,,,,,,,Marseille,147,00:01:32.912,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,31d93fcf-a9cf-4c97-80d9-952ea6c4cd7c,79,,"[40.3, 73.2]",3900600,1,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Nicolas Alexis Julio N'Koulou Ndoubena,7472.0,Right Center Back,4,Marseille,147,['a7869a25-a09a-4bec-b864-d73459276a45'],35,,,,,,,,,,,,,,,,,,Marseille,147,00:01:35.882,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,fb5d2b7e-d765-418e-aa5f-9b88d4d262ea,82,,"[36.8, 39.1]",3900600,1,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Rolando Jorge Pires da Fonseca,19813.0,Left Center Back,4,Marseille,147,['7e50f724-e42c-437e-b3bf-4ebe6a2dd29b'],41,,,,,,,,,,,,,,,,,,Marseille,147,00:01:41.332,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,008363f2-8fd5-4c95-a806-9233f9d93479,85,,"[40.5, 26.4]",3900600,1,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Lucas Silva Borges,25199.0,Left Defensive Midfield,4,Marseille,147,['9954afec-1769-4ce8-8485-7faf7f72a073'],44,,,,,,,,,,,,,,,,,,Marseille,147,00:01:44.973,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,98f86d2a-460e-40f6-a907-29767a257e79,88,,"[13.5, 45.4]",3900600,1,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Yohann Pelé,4432.0,Goalkeeper,4,Marseille,147,['8b7e3ea0-7461-43ee-9202-306e71464404'],49,,,,,,,,,,,,,,,,,,Marseille,147,00:01:49.192,Ball Receipt*,
