50_50,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,1.773727,,,,,,,,,,,50e72820-712e-4cef-9a0f-e02cb1531007,16,,"[26.1, 66.3]",3829441,0,,,,-2.2927876,,Right Foot,,,,"[8.4, 46.2]",,Ground Pass,,26.782457,,,,Denis Petrić,34953.0,,,,,1,From Kick Off,Mory Koné,7685.0,Right Center Back,2,Troyes,133,['811f267e-9890-447e-8f38-80ec4426e3aa'],7,,,,,,,,,,,,,,,,,,Troyes,133,00:00:07.516,Pass,
,,,,,,,,,,,,,,,,,1.512009,,,,,,,,,,,6452a6e5-fea7-407f-a2ae-7e1877196866,19,,"[10.4, 46.5]",3829441,0,,,,1.2759135,,Left Foot,,,,"[16.9, 67.9]",,Ground Pass,,22.365376,,,,Mory Koné,7685.0,,,,,1,From Kick Off,Denis Petrić,34953.0,Goalkeeper,2,Troyes,133,['816368f8-4ac8-4777-9652-98a0850114d7'],10,,,,,,,,,,,,,,,,,,Troyes,133,00:00:10.489,Pass,
,,,,,,,,,,,,,,,,,0.982082,,,,,,,,,,,803af520-e479-43ba-98cc-7e26274b53e3,22,,"[22.5, 72.9]",3829441,0,,,,0.28805545,,Right Foot,,,,"[41.4, 78.5]",,Ground Pass,,19.71218,,,,Jonathan Martins-Pereira,3364.0,,,,,1,From Kick Off,Mory Koné,7685.0,Right Center Back,2,Troyes,133,['2db27dff-d1d4-45fa-a226-c09ba1d3216c'],14,,,,,,,,,,,,,,,,,,Troyes,133,00:00:14.389,Pass,
,,,,,,,,,,,,,,,,,1.670152,,,,,,,,,,,62b1edbc-896d-44ed-a43e-8ba6f85c3c74,25,,"[40.4, 78.2]",3829441,0,,,,-2.896614,,Right Foot,,,,"[27.2, 74.9]",,Ground Pass,,13.606249,,,,Mory Koné,7685.0,,,,,1,From Kick Off,Jonathan Martins-Pereira,3364.0,Right Back,2,Troyes,133,['303e4373-8035-4692-992c-e19ab113c297'],15,,,,,,,,,,,,,,,,,,Troyes,133,00:00:15.433,Pass,
,,,,,,,,,,,,,,,,,0.845415,,,,,,,,,,,d3880ea1-9ccd-4331-bab8-e1d8b6629283,28,,"[27.0, 74.6]",3829441,0,,,,-1.2814418,,Right Foot,,,,"[30.9, 61.5]",,Ground Pass,,13.668211,,,,Jessy Pi,7415.0,,,,,1,From Kick Off,Mory Koné,7685.0,Right Center Back,2,Troyes,133,['9dcfd2a6-f725-4cd6-9f23-fc8c6684b4e5'],18,,,,,,,,,,,,,,,,,,Troyes,133,00:00:18.403,Pass,
,,,,,,,,,,,,,,,,,2.605078,,,,,,,,,,,6ad342b7-8dc3-46f1-a914-d42666e95b5d,31,,"[31.9, 56.0]",3829441,0,,,,-1.6920474,,Right Foot,,,,"[26.1, 8.4]",,Ground Pass,,47.95206,,,,Lossémy Karaboué,7301.0,,True,,,1,From Kick Off,Jessy Pi,7415.0,Left Defensive Midfield,2,Troyes,133,['32cc5e4b-5961-4ad8-860c-287a15083736'],20,,,,,,,,,,,,,,,,,,Troyes,133,00:00:20.892,Pass,
,,,,,,,,,,,,,,,,,1.209489,,,,,,,,,,,f5535b1b-6f23-48ee-b163-d4205a6feff2,35,,"[27.9, 11.0]",3829441,0,,,,1.4208511,,Right Foot,,,,"[30.0, 24.9]",,Ground Pass,,14.057738,,,,Jessy Pi,7415.0,,,,,1,From Kick Off,Lossémy Karaboué,7301.0,Left Back,2,Troyes,133,['0fce134a-8d6f-4ac2-8a9c-44c1e22db440'],25,,,,,,,,,,,,,,,,,,Troyes,133,00:00:25.519,Pass,
,,,,,,,,,,,,,,,,,1.642045,,,,,,,,,,,975285b8-ba5c-42b7-9bc9-00eea8d6828c,38,,"[30.0, 19.5]",3829441,0,,,,-2.2073045,,Right Foot,,,,"[19.8, 5.7]",,Ground Pass,,17.16042,,,,Lossémy Karaboué,7301.0,,,,,1,From Kick Off,Jessy Pi,7415.0,Left Defensive Midfield,2,Troyes,133,['dd8a8e53-5cba-4e65-a8e4-2553823ff94a'],27,,,,,,,,,,,,,,,,,,Troyes,133,00:00:27.589,Pass,
,,,,,,,,,,,,,,,,,2.128959,,,,,,,,,,,aa77afb4-0555-472b-bc96-9d9fa4f5aa44,41,,"[19.8, 5.7]",3829441,0,,,,1.492355,,Right Foot,,,,"[23.4, 51.5]",,High Pass,,45.941265,,,,Mory Koné,7685.0,,True,,,1,From Kick Off,Lossémy Karaboué,7301.0,Left Back,2,Troyes,133,['0a5740ae-a1d4-4679-9e90-b89870013a1b'],29,,,,,,,,,,,,,,,,,,Troyes,133,00:00:29.362,Pass,
,,,,,,,,,,,,,,,,,1.905712,,,,,,,,,,,c00e6351-929a-4835-a0bd-ef88f20781c6,44,,"[33.6, 58.7]",3829441,0,,,,0.89796376,,Right Foot,,,,"[48.9, 77.9]",,Ground Pass,,24.55056,,,,Jonathan Martins-Pereira,3364.0,,,,,1,From Kick Off,Mory Koné,7685.0,Right Center Back,2,Troyes,133,['e97bffc5-7ced-488e-971c-07c956517c1f'],33,,,,,,,,,,,,,,,,,,Troyes,133,00:00:33.489,Pass,
,,,,,,,,,,,,,,,,,1.062471,,,,,,,,,,,3f4df403-9312-4f4f-9d3b-77567189925b,47,,"[51.4, 76.2]",3829441,0,,,,-1.4738787,,Right Foot,,,,"[52.8, 61.8]",,Ground Pass,,14.4678955,,,,Thomas Ayasse,7488.0,,,,,1,From Kick Off,Jonathan Martins-Pereira,3364.0,Right Back,2,Troyes,133,['c42af968-64c0-4ce4-bfe6-56f82c64a3c6'],35,,,,,,,,,,,,,,,,,,Troyes,133,00:00:35.866,Pass,
,,,,,,,,,,,,,,,,,0.857842,,,,,,,,,,,875fd659-60ba-4fb1-a4b5-80c5f56df282,50,,"[53.3, 68.5]",3829441,0,,,,2.2352917,,Left Foot,,,,"[48.6, 74.5]",,Ground Pass,,7.62168,,,,Jonathan Martins-Pereira,3364.0,,,,,1,From Kick Off,Thomas Ayasse,7488.0,Right Defensive Midfield,2,Troyes,133,['fdeaa565-317f-462a-96bd-30f2b0529720'],37,,,,,,,,,,,,,,,,,,Troyes,133,00:00:37.009,Pass,
,,,,,,,,,,,,,,,,,3.093084,,,,,,,,,,,ba5f0f9e-6270-4da5-b576-f86e625a829a,53,,"[49.4, 74.5]",3829441,0,,,,0.060965646,,Right Foot,,,,"[105.1, 77.9]",,High Pass,,55.803673,,,,Corentin Jean,3010.0,,,,,1,From Kick Off,Jonathan Martins-Pereira,3364.0,Right Back,2,Troyes,133,['a693376a-c265-4c19-81f1-c5c12d928803'],38,,,,,,,,,,,,,,,,,,Troyes,133,00:00:38.965,Pass,
,,,,,,,,,,,,,,,,,1.596325,,,,,,,,,,,986c8a73-f86e-4b57-a96b-2e96178f270f,57,,"[118.1, 75.1]",3829441,0,,,,-1.9431366,,Right Foot,,True,,"[109.0, 51.8]",,Ground Pass,,25.013996,,,,Fabien Camus,401470.0,,,,,1,From Kick Off,Corentin Jean,3010.0,Center Forward,2,Troyes,133,['5556fb15-08a7-43f6-af92-ac4e62925938'],44,,,,,,,,,,,,,,,,,,Troyes,133,00:00:44.668,Pass,
,,,,,,,,,,,,,,,,,0.960663,,,,,,,,,,,f299ddff-dafb-4eeb-9eca-78f46970fd39,59,,"[109.0, 51.8]",3829441,0,,,,1.9944652,cfb56a5d-5324-40b5-a498-c07869d3ba48,Right Foot,,,,"[104.4, 62.0]",,Ground Pass,,11.1892805,,,,Stéphane Darbion,2993.0,True,,,,1,From Kick Off,Fabien Camus,401470.0,Center Attacking Midfield,2,Troyes,133,['7b581f76-edfd-4f5f-8380-a3a83f4ebb2f'],46,,,,,,,,,,,,,,,,,,Troyes,133,00:00:46.265,Pass,
,,,,,,,,,,,,,,,,,3.90599,,,,,,,,,,,b98fbcd0-0b75-4b63-a040-4e3fb03fdab0,67,,"[90.1, 58.5]",3829441,0,,,,0.47269714,,Right Foot,,,,"[116.5, 72.0]",,Low Pass,,29.651476,,,,Fabien Camus,401470.0,,,,Recovery,1,From Kick Off,Jonathan Martins-Pereira,3364.0,Right Back,2,Troyes,133,"['29106544-e4f4-454e-8741-f9347c4fee4e', 'cfcdd1ce-2884-450c-acef-3373cb465b4e']",50,,,,,,,,,,,,,,,,,,Troyes,133,00:00:50.459,Pass,True
,,,,,,,,,,,,,,,,,1.800447,,,,,,,,,,,2f430e59-c9b4-4658-8a94-5f2ba50c23e4,70,,"[117.3, 72.4]",3829441,0,,,,-1.4915509,,Right Foot,True,,,"[120.0, 38.4]",,High Pass,,34.107037,,Out,,Yoann Court,7376.0,,,,,1,From Kick Off,Fabien Camus,401470.0,Center Attacking Midfield,2,Troyes,133,['ffe8fff1-a4bd-460c-9964-2fb6ff0c351a'],54,,,,,,,,,,,,,,,,,,Troyes,133,00:00:54.365,Pass,
,,,,,,,,,,,,,,,,,1.568895,,,,,,,,,,,2f010dde-459f-442a-96bf-365372c65e02,72,,"[6.0, 44.0]",3829441,1,True,,,0.3529904,,Right Foot,,,,"[32.6, 53.8]",,Ground Pass,,28.34784,,,,Mario Lemina,3951.0,,,,Goal Kick,1,From Goal Kick,Steve Mandanda,3543.0,Goalkeeper,3,Marseille,147,['ca533f00-2f8e-4a5b-bc7b-7c6a8962e1ef'],15,,,,,,,,,,,,,,,,,,Marseille,147,00:01:15.958,Pass,
,,,,,,,,,,,,,,,,,0.733885,,,,,,,,,,,90c60a9d-a115-4062-9996-67a28ce0f8a1,74,,"[41.4, 60.6]",3829441,1,True,,,1.5707964,,Left Foot,,,,"[41.4, 73.1]",,Ground Pass,,12.5,,,,Javier Manquillo Gaitán,3075.0,,,,,1,From Goal Kick,Mario Lemina,3951.0,Right Center Midfield,3,Marseille,147,['b5100136-0ee3-4f62-a615-dbef0981606f'],17,,,,,,,,,,,,,,,,,,Marseille,147,00:01:17.905,Pass,
,,,,,,,,,,,,,,,,,0.73738,,,,,,,,,,,261f1626-290b-4fb6-9f45-4ae49c9e1d30,76,,"[42.0, 73.0]",3829441,1,,,,-1.0706353,,Right Foot,,,,"[46.7, 64.4]",,Ground Pass,,9.80051,,,,Mario Lemina,3951.0,,,,,1,From Goal Kick,Javier Manquillo Gaitán,3075.0,Right Back,3,Marseille,147,['6825267a-270c-4dd0-a87b-d979a08eab35'],19,,,,,,,,,,,,,,,,,,Marseille,147,00:01:19.751,Pass,
,,,,,,,,,,,,,,,,,1.014381,,,,,,,,,,,4e458198-a0c3-4b0e-9722-d1a73ee0df61,79,,"[47.3, 66.0]",3829441,1,,,,2.371578,,Right Foot,,,,"[40.7, 72.4]",,Ground Pass,,9.193476,,,,Javier Manquillo Gaitán,3075.0,,,,,1,From Goal Kick,Mario Lemina,3951.0,Right Center Midfield,3,Marseille,147,['f44b479b-2c3b-463b-b8ed-b1005205074f'],20,,,,,,,,,,,,,,,,,,Marseille,147,00:01:20.665,Pass,
,,,,,,,,,,,,,,,,,1.70442,,,,,,,,,,,1ea621f9-164b-4fc1-9e3a-199182257762,81,,"[40.7, 72.4]",3829441,1,,,,-2.475035,,Right Foot,,,,"[25.7, 60.6]",,Ground Pass,,19.085073,,,,Nicolas Alexis Julio N'Koulou Ndoubena,7472.0,,,,,1,From Goal Kick,Javier Manquillo Gaitán,3075.0,Right Back,3,Marseille,147,['6d72fcf9-c134-43fb-94bd-b1f198633dcb'],21,,,,,,,,,,,,,,,,,,Marseille,147,00:01:21.680,Pass,
,,,,,,,,,,,,,,,,,2.268682,,,,,,,,,,,10085b00-9081-4f53-98e5-f258912ded97,84,,"[48.6, 67.8]",3829441,1,,,,0.12241325,,Right Foot,,,,"[80.3, 71.7]",,Ground Pass,,31.939005,,Incomplete,,Romain Alessandrini,15296.0,,,,,1,From Goal Kick,Nicolas Alexis Julio N'Koulou Ndoubena,7472.0,Right Center Back,3,Marseille,147,"['1d04cdba-b322-485a-8db4-7f3c26f1c9da', '1e605a41-d70a-44f7-aa57-3dc8f2cce748']",29,,,,,,,,,,,,,,,,,,Marseille,147,00:01:29.989,Pass,
,,,,,,,,,,,,,,,,,2.331451,,,,,,,,,,,6090222f-dc8e-490d-8c56-dcbb93e08e2e,90,,"[84.3, 66.9]",3829441,1,,,,-0.4999093,,Right Foot,,,,"[109.2, 53.3]",,Ground Pass,,28.371994,,Incomplete,,Michy Batshuayi Tunga,3457.0,,,,,1,From Goal Kick,Javier Manquillo Gaitán,3075.0,Right Back,3,Marseille,147,"['55b7ea69-6daf-4b5f-9f6c-5d4cacb4f837', 'a94e0fa6-d7d0-4e7d-9f6a-819f99a2eacc']",33,,,,,,,,,,,,,,,,,,Marseille,147,00:01:33.618,Pass,
,,,,,,,,,,,,,,,,,1.441337,,,,,,,,,,,a94e0fa6-d7d0-4e7d-9f6a-819f99a2eacc,93,,"[10.9, 26.8]",3829441,1,,,,2.1837313,,Right Foot,,,,"[4.5, 35.9]",,Ground Pass,,11.125196,,,,Denis Petrić,34953.0,,,,Interception,1,From Goal Kick,Matthieu Saunier,13730.0,Left Center Back,3,Marseille,147,"['51da772b-9f86-4860-a327-c2b4eae9b031', '6090222f-dc8e-490d-8c56-dcbb93e08e2e', '66c62914-f5f7-4597-8c39-68c48d1a8c5f']",35,,,,,,,,,,,,,,,,,,Troyes,133,00:01:35.950,Pass,True
,,,,,,,,,,,,,,,,,3.62446,,,,,,,,,,,2b5ef8b5-7634-4e33-bf13-8d13cfbac2e0,95,,"[4.5, 35.9]",3829441,1,,,,-0.3643192,,Left Foot,,,,"[65.6, 12.6]",,High Pass,,65.3919,,Incomplete,,Corentin Jean,3010.0,,,,,1,From Goal Kick,Denis Petrić,34953.0,Goalkeeper,3,Marseille,147,"['76b43e83-bfa0-4c98-aa06-0ad5051551e4', 'a308215a-76cd-4d1a-8fb5-696135d22826']",37,,,,,,,,,,,,,,,,,,Troyes,133,00:01:37.391,Pass,
,,,,,,,,,,,,,,,,,2.499192,,,,,,,,,,,cd1bfc6c-3507-46ce-bfac-d180a3dfc086,100,,"[52.6, 66.9]",3829441,1,,,,-2.5512626,,Left Foot,,,,"[22.9, 47.0]",,Ground Pass,,35.750523,,,,Steve Mandanda,3543.0,,,,,1,From Goal Kick,Nicolas Alexis Julio N'Koulou Ndoubena,7472.0,Right Center Back,3,Marseille,147,['153f28c4-1e34-473e-bada-b7041c449992'],43,,,,,,,,,,,,,,,,,,Marseille,147,00:01:43.271,Pass,
,,,,,,,,,,,,,,,,,1.367004,,,,,,,,,,,b43ef693-5b7d-450c-8201-18e137811e8f,103,,"[22.9, 47.0]",3829441,1,,,,-0.8704637,,Right Foot,,,,"[34.7, 33.0]",,Ground Pass,,18.30956,,,,Karim Rekik,8572.0,,,,,1,From Goal Kick,Steve Mandanda,3543.0,Goalkeeper,3,Marseille,147,['324f2a3b-cc30-4ffc-9efc-adc6af3c96fe'],46,,,,,,,,,,,,,,,,,,Marseille,147,00:01:46.414,Pass,
,,,,,,,,,,,,,,,,,1.089407,,,,,,,,,,,f067d9b4-3f60-44d2-b462-4d54918ae9d8,106,,"[35.9, 31.7]",3829441,1,,,,-0.26356387,,Left Foot,,,,"[54.8, 26.6]",,Ground Pass,,19.576006,,,,Abdelaziz Barrada,23933.0,,,,,1,From Goal Kick,Karim Rekik,8572.0,Left Center Back,3,Marseille,147,['a08b7224-c027-42ae-91ff-20a4fab138a4'],48,,,,,,,,,,,,,,,,,,Marseille,147,00:01:48.908,Pass,
,,,,,,,,,,,,,,,,,1.000141,,,,,,,,,,,6537797f-0f64-4d72-902d-e37945ea9d12,108,,"[54.8, 26.6]",3829441,1,,,,2.9982526,,Right Foot,,,,"[45.1, 28.0]",,Ground Pass,,9.80051,,,,Lassana Diarra,3181.0,,,,,1,From Goal Kick,Abdelaziz Barrada,23933.0,Left Center Midfield,3,Marseille,147,['20b3b6a4-6973-4c17-9596-b435a4325200'],49,,,,,,,,,,,,,,,,,,Marseille,147,00:01:49.997,Pass,
,,,,,,,,,,,,,,,,,1.320607,,,,,,,,,,,8f5ce6c6-4242-446e-93db-f7b3577b0818,111,,"[45.1, 28.0]",3829441,1,,,,1.459582,,Right Foot,,,,"[47.3, 47.7]",,Ground Pass,,19.822462,,,,Mario Lemina,3951.0,,,,,1,From Goal Kick,Lassana Diarra,3181.0,Center Defensive Midfield,3,Marseille,147,['7ab64418-c3fb-45a3-907c-78060b3c9d28'],51,,,,,,,,,,,,,,,,,,Marseille,147,00:01:51.884,Pass,
,,,,,,,,,,,,,,,,,1.399382,,,,,,,,,,,0dcdac89-57c3-4161-84f0-8f9c7b645c21,114,,"[52.5, 57.4]",3829441,1,,,,1.3085568,,Left Foot,,,,"[57.6, 76.4]",,Ground Pass,,19.67257,,,,Javier Manquillo Gaitán,3075.0,,,,,1,From Goal Kick,Mario Lemina,3951.0,Right Center Midfield,3,Marseille,147,['34c44bf3-e340-4034-911d-9df253d1cea3'],55,,,,,,,,,,,,,,,,,,Marseille,147,00:01:55.794,Pass,
,,,,,,,,,,,,,,,,,2.497322,,,,,,,,,,,0fb383bd-724b-4b8d-9530-32a2a0d21677,117,,"[57.5, 75.0]",3829441,1,,,,-2.4105625,,Right Foot,,,,"[42.0, 61.1]",,Ground Pass,,20.819702,,,,Nicolas Alexis Julio N'Koulou Ndoubena,7472.0,,,,,1,From Goal Kick,Javier Manquillo Gaitán,3075.0,Right Back,3,Marseille,147,['bff18df4-2b0f-40d8-91d7-0c7441fe4ca8'],57,,,,,,,,,,,,,,,,,,Marseille,147,00:01:57.722,Pass,
,,,,,,,,,,,,,,,,,1.601687,,,,,,,,,,,cab422c0-eaa0-4232-aa1b-9ad37b3bfd9a,120,,"[42.5, 60.6]",3829441,2,,,,-1.7156088,,Right Foot,,,,"[37.6, 27.0]",,Ground Pass,,33.955414,,,,Karim Rekik,8572.0,,,,,1,From Goal Kick,Nicolas Alexis Julio N'Koulou Ndoubena,7472.0,Right Center Back,3,Marseille,147,['3b2fa3ca-eada-422a-8d2a-b6a1ee9dbf8c'],0,,,,,,,,,,,,,,,,,,Marseille,147,00:02:00.963,Pass,
