50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,17a3430a-f328-410e-aa5a-6c3b788caa28,1,,,,3829511,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Bordeaux,146,,0,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 40533, 'name': 'Cédric Carrasso'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 16}, {'player': {'id': 2946, 'name': 'Frédéric Guilbert'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 26}, {'player': {'id': 8385, 'name': 'Ludovic Lamine Sané'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 6}, {'player': {'id': 4542, 'name': 'Pablo Nascimento Castro'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 4}, {'player': {'id': 3256, 'name': 'Nicolas Pallois'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 5}, {'player': {'id': 3150, 'name': 'Jaroslav Plašil'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 18}, {'player': {'id': 5110, 'name': 'Henri Saivet'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 10}, {'player': {'id': 10448, 'name': 'Adam Ounas'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 33}, {'player': {'id': 3196, 'name': 'Wahbi Khazri'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 24}, {'player': {'id': 42430, 'name': 'Nicolas Maurice-Belay'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 19}, {'player': {'id': 401489, 'name': 'Jussiê Ferreira Vieira'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 20}]}",Bordeaux,146,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,e8c9b50d-e8a0-4516-9114-e87d89297734,2,,,,3829511,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Bordeaux,146,,0,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 40645, 'name': 'Laurent Pionnier'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 2975, 'name': 'Mathieu Deplagne'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 25}, {'player': {'id': 3674, 'name': 'Vitorino Hilton da Silva'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 4}, {'player': {'id': 3011, 'name': 'Daniel Congré'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 3}, {'player': {'id': 3676, 'name': 'Jérôme Roussillon'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 24}, {'player': {'id': 4669, 'name': 'William Jean Rémy'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 21}, {'player': {'id': 7590, 'name': 'Joris Marveaux'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 6}, {'player': {'id': 3682, 'name': 'Paul Lasne'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 17}, {'player': {'id': 6661, 'name': 'Ryad Boudebouz'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 10}, {'player': {'id': 2950, 'name': 'Jonas Martin'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 8}, {'player': {'id': 34976, 'name': 'Jean Carlos Francisco Deza Sánchez'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 32}]}",Montpellier,139,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,04319948-2991-4ddb-b7fb-2fe3d9478bfa,3,,,,3829511,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Bordeaux,146,['8117de46-7bde-41b1-94a3-894f41b57467'],0,,,,,,,,,,,,,,,,,Bordeaux,146,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,8117de46-7bde-41b1-94a3-894f41b57467,4,,,,3829511,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Bordeaux,146,['04319948-2991-4ddb-b7fb-2fe3d9478bfa'],0,,,,,,,,,,,,,,,,,Montpellier,139,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,81d2cc1c-72aa-40cd-a10e-6de96dcbb031,1835,,,,3829511,45,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,,,,99,Bordeaux,146,['f364d3dd-23d2-4bb6-bd92-c49447c988c2'],0,,,,,,,,,,,,,,,,,Bordeaux,146,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,f364d3dd-23d2-4bb6-bd92-c49447c988c2,1836,,,,3829511,45,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,,,,99,Bordeaux,146,['81d2cc1c-72aa-40cd-a10e-6de96dcbb031'],0,,,,,,,,,,,,,,,,,Montpellier,139,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,,0.650782,,,,,,,,,,,,cdfefa08-0d7d-43e7-802c-e863e28a3131,5,,,"[61.0, 40.1]",3829511,0,,True,,,1.8736812,,Right Foot,,,"[60.5, 41.7]",Ground Pass,,1.6763054,,,,Ryad Boudebouz,6661.0,,,,,Kick Off,1,From Kick Off,Jean Carlos Francisco Deza Sánchez,34976.0,Center Forward,2,Montpellier,139,['9cae9311-9c60-4d3a-89d7-903ba225ee5b'],0,,,,,,,,,,,,,,,,,Montpellier,139,00:00:00.195,Pass,
,,,,,,,,,,,,,,,,,,,0.762607,,,,,,,,,,,,6ca6e2d8-a166-4676-a8f0-2463895196b0,7,,,"[59.0, 41.9]",3829511,0,,True,,,-2.7076392,,Left Foot,,,"[54.9, 40.0]",Ground Pass,,4.5188494,,,,Joris Marveaux,7590.0,,,,,,1,From Kick Off,Ryad Boudebouz,6661.0,Center Attacking Midfield,2,Montpellier,139,['421a0954-8772-49ec-a3f0-37af78e499d6'],1,,,,,,,,,,,,,,,,,Montpellier,139,00:00:01.542,Pass,
,,,,,,,,,,,,,,,,,,,2.560127,,,,,,,,,,,,21da4475-fbfa-4ecf-a4e7-97601135101d,9,,,"[54.9, 39.3]",3829511,0,,,,,-0.70837516,,Right Foot,,,"[87.7, 11.2]",High Pass,,43.190857,,Incomplete,,Jonas Martin,2950.0,,,,,,1,From Kick Off,Joris Marveaux,7590.0,Left Defensive Midfield,2,Montpellier,139,"['0c9545f5-1fb6-40a5-8f42-20dcf0282ef9', '987d416c-fb43-4d45-8160-700d00502d6c']",3,,,,,,,,,,,,,,,,,Montpellier,139,00:00:03.178,Pass,
,,,,,,,,,,,,,,,,,,,1.700355,,,,,,,,,,,,c18f8607-cc0e-4a81-ad30-1d08fa462df8,12,,,"[65.6, 0.1]",3829511,0,,True,,,2.957429,,,,,"[45.2, 3.9]",Low Pass,,20.750904,,,,Daniel Congré,3011.0,,,,,Throw-in,1,From Throw In,Jérôme Roussillon,3676.0,Left Back,3,Montpellier,139,['d7e50b23-2f59-4400-aef7-77a66bf86f59'],13,,,,,,,,,,,,,,,,,Montpellier,139,00:00:13.410,Pass,
