ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_card,foul_committed_penalty,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,0.0,,,,,,,,,,,e289ba75-fde5-4941-8aaa-4b6cc5850d2d,1,,,,3900583,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Troyes,133,,0,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 7193, 'name': 'Paul Bernardoni'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 40}, {'player': {'id': 26752, 'name': 'Mouhamadou Dabo'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 35}, {'player': {'id': 401479, 'name': 'Calvin Anele Ngcongca'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 31}, {'player': {'id': 13730, 'name': 'Matthieu Saunier'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 5}, {'player': {'id': 18162, 'name': 'Chris Mavinga'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 4413, 'name': 'Aloïs Confais'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 33}, {'player': {'id': 7415, 'name': 'Jessy Pi'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 25}, {'player': {'id': 7301, 'name': 'Lossémy Karaboué'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 24}, {'player': {'id': 401470, 'name': 'Fabien Camus'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 23}, {'player': {'id': 7336, 'name': 'Jimmy Cabot'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 21}, {'player': {'id': 3010, 'name': 'Corentin Jean'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 27}]}",Troyes,133,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,0.0,,,,,,,,,,,bfbe1a15-2a43-4d37-8500-71d44f9a4c91,2,,,,3900583,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Troyes,133,,0,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 3354, 'name': 'Benoît Guy Robert Costil'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 3195, 'name': 'Mehdi Zeffane'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 3022, 'name': 'Fallou Diagne'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 14}, {'player': {'id': 40699, 'name': 'Sylvain Armand'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 22}, {'player': {'id': 3424, 'name': ""Cheikh M''Bengue""}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 2990, 'name': 'Benjamin André'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 21}, {'player': {'id': 29714, 'name': 'Yacouba Sylla'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 20}, {'player': {'id': 5477, 'name': 'Ousmane Dembélé'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 23}, {'player': {'id': 3292, 'name': 'Abdoulaye Doucouré'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 8}, {'player': {'id': 4909, 'name': 'Jeremie Boga'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 17}, {'player': {'id': 3018, 'name': 'Giovanni-Guy Yann Sio'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 13}]}",Rennes,134,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,0.0,,,,,,,,,,,26fd541f-fdd6-46f6-802c-e3cc44e823c6,3,,,,3900583,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Troyes,133,['2a193fc7-fb7f-401b-ba4b-56d7c591ca05'],0,,,,,,,,,,,,,,,,,Rennes,134,00:00:00.000,Half Start,
,,,,,,,,,,,,,,0.0,,,,,,,,,,,2a193fc7-fb7f-401b-ba4b-56d7c591ca05,4,,,,3900583,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Troyes,133,['26fd541f-fdd6-46f6-802c-e3cc44e823c6'],0,,,,,,,,,,,,,,,,,Troyes,133,00:00:00.000,Half Start,
,,,,,,,,,,,,,,0.0,,,,,,,,,,,726e247b-090a-4c52-8c55-98ee1dbe9d4b,1834,,,,3900583,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,96,Troyes,133,['dfcb481b-a9d6-4828-93d1-6b660669bb60'],0,,,,,,,,,,,,,,,,,Troyes,133,00:00:00.000,Half Start,
,,,,,,,,,,,,,,0.0,,,,,,,,,,,dfcb481b-a9d6-4828-93d1-6b660669bb60,1835,,,,3900583,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,96,Troyes,133,['726e247b-090a-4c52-8c55-98ee1dbe9d4b'],0,,,,,,,,,,,,,,,,,Rennes,134,00:00:00.000,Half Start,
,,,,,,,,,,,,,,0.886812,,,,,,,,,,,49138212-537d-43c8-94d2-521c1feb36a7,5,,,"[60.0, 40.0]",3900583,0,,True,,,2.3961732,,Left Foot,,,"[58.7, 41.2]",,Ground Pass,,1.7691807,,,,Jeremie Boga,4909.0,,,,,Kick Off,1,From Kick Off,Giovanni-Guy Yann Sio,3018.0,Center Forward,2,Rennes,134,['3defeedb-b096-4d7d-aec8-f2a8b2045460'],1,,,,,,,,,,,,,,,,,Rennes,134,00:00:01.443,Pass,
,,,,,,,,,,,,,,0.801811,,,,,,,,,,,6c5c7777-ccee-4f62-8fe2-c585c0ec9fe3,8,,,"[63.3, 40.9]",3900583,0,,,,,1.5501807,,Right Foot,,,"[63.5, 50.6]",,Ground Pass,,9.702062,,,,Benjamin André,2990.0,,,,,,1,From Kick Off,Jeremie Boga,4909.0,Left Wing,2,Rennes,134,"['5e7e12fa-025a-4f34-afac-1b0c0b89c2e0', 'd3c82cef-32a0-44c0-b4b4-9f0d0b4b0679']",3,,,,,,,,,,,,,,,,,Rennes,134,00:00:03.408,Pass,True
,,,,,,,,,,,,,,4.522853,,,,,,,,,,,ea5197be-a5e8-4ff5-af5f-d988c1ef3163,12,,,"[67.1, 51.7]",3900583,0,,,,,0.52119714,,Right Foot,,,"[114.3, 78.8]",,High Pass,,54.426556,,Out,,Ousmane Dembélé,5477.0,,,,,,1,From Kick Off,Benjamin André,2990.0,Right Defensive Midfield,2,Rennes,134,"['38ed7406-9996-4352-a40a-db4793ffc7b0', '8b8e5160-2c70-4498-b815-80bd1a81f638']",4,,,,,,,,,,,,,,,,,Rennes,134,00:00:04.904,Pass,True
,,,,,,,,,,,,,,1.64069,,,,,,,,,,,8ee7c91f-6c33-4dd6-ab52-746f04f9e321,14,,,"[7.3, 0.1]",3900583,0,,,,,0.33081374,,,,,"[27.1, 6.9]",,High Pass,,20.935139,,Incomplete,,Jimmy Cabot,7336.0,,,,,Throw-in,1,From Throw In,Chris Mavinga,18162.0,Left Back,3,Troyes,133,"['42a2839f-3100-494b-9666-14f838e0a28e', '9d6e7672-d72f-44f3-b3d5-7d82ce0dba22']",15,,,,,,,,,,,,,,,,,Troyes,133,00:00:15.746,Pass,
