50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_success_in_play,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_height,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,1.698349,,,,,,,,,,,,,,,,bf5facf6-0157-4a81-9f6b-274f5c7ef8cd,23,,"[53.6, 76.7]",3901257,0,,,,,-0.27829966,,Right Foot,,,,"[71.8, 71.5]",Ground Pass,18.928286,,,Incomplete,,Éderzito António Macedo Lopes,15996.0,,,,,,1,Regular Play,Florent Balmont,3211.0,Right Center Midfield,3,Lille,143,"['100197c2-3b19-4f87-82b1-1073368a5662', '2af19fe1-24d1-45c6-b099-fa2ede9661eb', 'c9406c76-bd52-40d4-a3c8-cd690c5a83f1']",18,,,,,,,,,,,,,,,,,Lille,143,00:00:18.502,Pass,True
,,,,,,,,,,,,,,,,,,2.109663,,,,,,,,,,,,,,,,5041f37a-cdb6-4876-bd4d-68b11b705bb6,26,,"[73.0, 69.7]",3901257,0,,,,,-1.7234457,,Right Foot,,,,"[69.6, 47.6]",Ground Pass,22.360008,,,,,Rio Antonio Zoba Mavuba,40522.0,,,,,Recovery,1,Regular Play,Éderzito António Macedo Lopes,15996.0,Center Forward,3,Lille,143,['d9130ac0-9897-4408-98eb-2f86e998b6b9'],21,,,,,,,,,,,,,,,,,Lille,143,00:00:21.334,Pass,
,,,,,,,,,,,,,,,,,,2.178735,,,,,,,,,,,,,,,,81704cb1-5759-40c7-b89e-8a39499c18a2,30,,"[77.4, 45.7]",3901257,0,,,,,-1.1450094,,Right Foot,,,,"[89.6, 18.8]",Ground Pass,29.537264,,,,,Morgan Amalfitano,3425.0,,,,,,1,Regular Play,Rio Antonio Zoba Mavuba,40522.0,Left Center Midfield,3,Lille,143,['b6ca39e4-00c8-4f2e-b862-0fc0435b8da4'],24,,,,,,,,,,,,,,,,,Lille,143,00:00:24.644,Pass,
,,,,,,,,,,,,,,,,,,1.614942,,,,,,,,,,,,,,,,5d71a84f-1c8b-4de6-9ea0-a055616cbbe4,33,,"[85.0, 20.2]",3901257,0,,,,,2.5308666,,Right Foot,,,,"[71.0, 30.0]",Ground Pass,17.089178,,,,,Ibrahim Amadou,11332.0,,,,,,1,Regular Play,Morgan Amalfitano,3425.0,Left Wing,3,Lille,143,['3d37bb91-354e-4d9d-9eea-87f6ab950dc6'],32,,,,,,,,,,,,,,,,,Lille,143,00:00:32.257,Pass,
,,,,,,,,,,,,,,,,,,0.974703,,,,,,,,,,,,,,,,d56d8216-35f1-409b-9f5d-8d2428b09497,35,,"[71.0, 30.0]",3901257,0,,,,,1.1583859,,Right Foot,,,,"[76.6, 42.8]",Ground Pass,13.971399,,,,,Florent Balmont,3211.0,,,,,,1,Regular Play,Ibrahim Amadou,11332.0,Center Defensive Midfield,3,Lille,143,['909489a5-0558-4bc1-8628-a810bea62314'],33,,,,,,,,,,,,,,,,,Lille,143,00:00:33.871,Pass,
,,,,,,,,,,,,,,,,,,2.06592,,,,,,,,,,,,,,,,1671d221-9fc5-42af-8413-6e2086aa7dd6,37,,"[76.6, 42.8]",3901257,0,,,,,2.7310865,,Right Foot,,,,"[57.3, 51.2]",Ground Pass,21.048754,,,,,Renato Civelli,29057.0,,,,,,1,Regular Play,Florent Balmont,3211.0,Right Center Midfield,3,Lille,143,['e0d2886f-c07c-4e46-bdaf-860330cc8ed6'],34,,,,,,,,,,,,,,,,,Lille,143,00:00:34.846,Pass,
,,,,,,,,,,,,,,,,,,3.271573,,,,,,,,,,,,,,,,2264ddee-8148-4adb-9978-9423b27211e1,40,,"[64.5, 52.8]",3901257,0,,,,,-0.90412647,,Right Foot,,,,"[99.2, 8.7]",High Pass,56.11506,,,,,Djibril Sidibé,3446.0,,True,,,,1,Regular Play,Renato Civelli,29057.0,Right Center Back,3,Lille,143,['c601f74d-2b8a-4f2d-88c2-5c21821ba813'],38,,,,,,,,,,,,,,,,,Lille,143,00:00:38.976,Pass,
,,,,,,,,,,,,,,,,,,0.988497,,,,,,,,,,,,,,,,9113d586-43c3-42c0-b3cb-1ef5c75ceb45,52,,"[90.2, 10.5]",3901257,0,,,,,-2.9546134,,Right Foot,,,,"[82.8, 9.1]",Ground Pass,7.531268,,,,,Rio Antonio Zoba Mavuba,40522.0,,,,,,1,Regular Play,Djibril Sidibé,3446.0,Left Back,3,Lille,143,"['5813f4e8-15e6-43e9-b90f-bdc73ea53f38', 'bc152e33-aadb-475e-8748-f788813a75ed']",45,,,,,,,,,,,,,,,,,Lille,143,00:00:45.666,Pass,True
,,,,,,,,,,,,,,,,,,1.280105,,,,,,,,,,,,,,,,4102dca5-f225-4c13-aeaa-aed7594458b9,56,,"[82.8, 9.3]",3901257,0,,,,,1.7117003,,Right Foot,,,,"[78.8, 37.5]",Ground Pass,28.482275,,,,,Florent Balmont,3211.0,,,,,,1,Regular Play,Rio Antonio Zoba Mavuba,40522.0,Left Center Midfield,3,Lille,143,"['37378043-b455-4809-9113-1aa8b0bbcaf2', '9cbcc473-ece5-45ec-9b2f-9d7f8c27d2d7']",47,,,,,,,,,,,,,,,,,Lille,143,00:00:47.629,Pass,True
,,,,,,,,,,,,,,,,,,0.2038,,,,,,,,,,,,,,,,f9fe22ba-e114-4bfd-ac47-89119d1b6af2,64,,"[105.4, 8.7]",3901257,1,,,,,1.5707964,,Left Foot,,,,"[105.4, 11.4]",Ground Pass,2.7,,,Incomplete,,,,,,,,Recovery,1,From Free Kick,Sébastien Corchia,6716.0,Right Back,4,Lille,143,['2fbd473e-0a94-4a3a-968c-259579873447'],55,,,,,,,,,,,,,,,,,Lille,143,00:01:55.436,Pass,
,,,,,,,,,,,,,,,,,,1.066177,,,,,,,,,,,,,,,,bbe4641d-ec63-430e-ae1b-7a59732ab440,72,,"[115.0, 11.1]",3901257,2,,,,,2.2000682,,Right Foot,,True,,"[105.9, 23.6]",Ground Pass,15.461565,,,Incomplete,,Marcos Paulo Mesquita Lopes,3218.0,,,,,,1,From Free Kick,Morgan Amalfitano,3425.0,Left Wing,4,Lille,143,"['934854a5-75d6-40f9-a7f7-cacbbd91e360', 'f27a6f3b-f8f2-48d5-8b90-4827cd01037f']",3,,,,,,,,,,,,,,,,,Lille,143,00:02:03.282,Pass,
,,,,,,,,,,,,,,,,,,1.085834,,,,,,,,,,,,,,,,39566c37-eafd-4b6a-87f3-2c8ea7b1c1a3,76,,"[100.1, 26.0]",3901257,2,,,,,2.5308666,23550fad-8446-4b0f-9d96-53ebaa5bb089,Right Foot,,,,"[87.1, 35.1]",Ground Pass,15.868523,,,,,Ibrahim Amadou,11332.0,True,,,,Recovery,1,From Free Kick,Marcos Paulo Mesquita Lopes,3218.0,Right Wing,4,Lille,143,"['72d5de2e-7407-48ec-bdab-61def55f9439', 'f803db65-217e-407c-b1ee-f3e2124e5e5d']",5,,,,,,,,,,,,,,,,,Lille,143,00:02:05.617,Pass,True
,,,,,,,,,,,,,,,,,,1.928763,,,,,,,,,,,,,,,,310603a0-68dd-4288-a7d8-d9859119c153,80,,"[7.0, 36.1]",3901257,2,,True,,,-0.98279375,,Right Foot,,,,"[16.2, 22.3]",Ground Pass,16.585535,,,,,Florentin Pogba,4802.0,,,,,Goal Kick,1,From Goal Kick,Stéphane Ruffier,4259.0,Goalkeeper,5,Saint-Étienne,135,['454cba3c-cc06-4fb1-ac36-e5cf9501f0be'],22,,,,,,,,,,,,,,,,,Saint-Étienne,135,00:02:22.437,Pass,
,,,,,,,,,,,,,,,,,,2.016553,,,,,,,,,,,,,,,,d84a0357-b883-4a3b-8105-0d3297033007,82,,"[22.0, 17.1]",3901257,2,,,,,-0.2120734,,Left Foot,,,,"[63.8, 8.1]",High Pass,42.757923,,,Incomplete,,Kévin Monnet-Paquet,4431.0,,,,,,1,From Goal Kick,Florentin Pogba,4802.0,Left Center Back,5,Saint-Étienne,135,"['5ba1b50d-776e-40e0-bf59-43345ef5485f', 'cf132deb-20ce-429e-86bf-2c52399fff1c']",26,,,,,,,,,,,,,,,,,Saint-Étienne,135,00:02:26.565,Pass,
,,,,,,,,,,,,,,,,,,1.941613,,,,,,,,,,,,,,,,442ff64a-8ba9-4e0f-9d4d-c1980229abb9,85,,"[55.2, 0.1]",3901257,2,,,,,0.35734668,,,,,,"[86.0, 11.6]",High Pass,32.876892,,,Incomplete,,Neal Maupay,4766.0,,,,,Throw-in,1,From Throw In,Benoît Assou-Ekotto,3047.0,Left Back,6,Saint-Étienne,135,"['12fac67c-bda2-430c-8f6b-674ebe7f4e2c', '4a5314cf-6155-44da-8800-ea72cd28e637']",43,,,,,,,,,,,,,,,,,Saint-Étienne,135,00:02:43.654,Pass,
,,,,,,,,,,,,,,,,,,1.296373,,,,,,,,,,,,,,,,23d0f6ff-9597-4330-9e13-beb24934e207,88,,"[82.9, 9.8]",3901257,2,,,,True,0.3381425,,,,,,"[92.0, 13.0]",High Pass,9.646243,,,Incomplete,,Neal Maupay,4766.0,,,,,Recovery,1,From Throw In,Kévin Monnet-Paquet,4431.0,Left Wing,6,Saint-Étienne,135,"['0ec37788-bcaa-44e5-8893-37de97cfe8fc', '9cfd87f5-f41f-449f-9082-720e55170bb1', 'e9f8bbbd-ef88-4311-9a94-1a492cc1fad3']",47,,,,,,,,,,,,,,,,,Saint-Étienne,135,00:02:47.549,Pass,True
,,,,,,,,,,,,,,,,,,3.001127,,,,,,,,,,,,,,,,927b3fc2-838e-47ce-92bc-3f92e1bec996,94,,"[27.9, 58.2]",3901257,3,,True,,,-1.5205243,,Right Foot,,,,"[29.5, 26.4]",Ground Pass,31.840225,,,,,Marko Baša,40523.0,,,,,Free Kick,1,From Free Kick,Ibrahim Amadou,11332.0,Center Defensive Midfield,7,Lille,143,['7024df60-458e-4c77-941f-11311be9d4fc'],9,,,,,,,,,,,,,,,,,Lille,143,00:03:09.224,Pass,
,,,,,,,,,,,,,,,,,,2.526155,,,,,,,,,,,,,,,,d7be38d9-393a-4c32-b6a9-3f38ba31e6d7,96,,"[31.6, 24.0]",3901257,3,,,,,1.5132841,,Right Foot,,,,"[33.5, 57.0]",Ground Pass,33.054653,,,,,Renato Civelli,29057.0,,,,,,1,From Free Kick,Marko Baša,40523.0,Left Center Back,7,Lille,143,['46d072d4-ff54-458b-92d3-e1ff9d3e28e6'],14,,,,,,,,,,,,,,,,,Lille,143,00:03:14.177,Pass,
,,,,,,,,,,,,,,,,,,1.685139,,,,,,,,,,,,,,,,f8d214be-921b-4622-bd59-386ea2293384,100,,"[55.7, 61.3]",3901257,3,,,,,0.017440092,,Right Foot,,,,"[90.1, 61.9]",High Pass,34.40523,,,Incomplete,,Éderzito António Macedo Lopes,15996.0,,,,,,1,From Free Kick,Renato Civelli,29057.0,Right Center Back,7,Lille,143,"['033207c9-4caa-491a-af77-0181b31a4325', '499ab1b6-6438-45d3-92fa-26352f1c0703', '8e4aeb24-3c67-487c-aba9-9be71ebd353f']",19,,,,,,,,,,,,,,,,,Lille,143,00:03:19.774,Pass,True
,,,,,,,,,,,,,,,,,,0.445985,,,,,,,,,,,,,,,,961eb058-f824-484b-8f4c-9ad0e413bfcb,104,,"[36.6, 18.5]",3901257,3,,,,,1.5828439,,Right Foot,,,,"[36.5, 26.8]",High Pass,8.300602,,,Unknown,,,,,,,,Recovery,1,From Free Kick,Jérémy Clément,7442.0,Left Defensive Midfield,7,Lille,143,['d18a9b83-433f-464a-a13a-36ec3717965a'],22,,,,,,,,,,,,,,,,,Saint-Étienne,135,00:03:22.318,Pass,True
,,,,,,,,,,,,,,,,,,2.293138,,,,,,,,,,,,,,,,d86d4294-f10a-4469-866b-abc48e503372,107,,"[42.1, 29.3]",3901257,3,,,,,1.9700937,,Right Foot,,,,"[34.8, 46.6]",Ground Pass,18.777113,,,,,Loïc Perrin,4263.0,,,,,Free Kick,1,From Free Kick,Jérémy Clément,7442.0,Left Defensive Midfield,8,Saint-Étienne,135,['fc50d354-6ae6-4104-a0af-35747e7679c6'],41,,,,,,,,,,,,,,,,,Saint-Étienne,135,00:03:41.718,Pass,
,,,,,,,,,,,,,,,,,,1.741685,,,,,,,,,,,,,,,,beeee31a-7481-4457-822b-8908cad2219c,109,,"[34.8, 46.6]",3901257,3,,,,,-1.5028383,,Right Foot,,,,"[36.1, 27.5]",Ground Pass,19.14419,,,,,Florentin Pogba,4802.0,,,,,,1,From Free Kick,Loïc Perrin,4263.0,Right Center Back,8,Saint-Étienne,135,['7dfab03b-18b7-4337-88a5-c394f8e70808'],44,,,,,,,,,,,,,,,,,Saint-Étienne,135,00:03:44.011,Pass,
,,,,,,,,,,,,,,,,,,1.624442,,,,,,,,,,,,,,,,20413593-d225-4cd4-b3d4-585252cfe692,112,,"[40.3, 26.9]",3901257,3,,,,,-1.5648792,,Left Foot,,,,"[40.4, 10.0]",Ground Pass,16.900295,,,,,Benoît Assou-Ekotto,3047.0,,,,,,1,From Free Kick,Florentin Pogba,4802.0,Left Center Back,8,Saint-Étienne,135,['b8d2ddae-7c52-43af-8ff0-e22226366efa'],46,,,,,,,,,,,,,,,,,Saint-Étienne,135,00:03:46.521,Pass,
,,,,,,,,,,,,,,,,,,1.359242,,,,,,,,,,,,,,,,b81ba9b0-e317-471d-9713-0735a054b84e,115,,"[42.9, 7.6]",3901257,3,,,,,-0.03369511,,Left Foot,,,,"[69.6, 6.7]",Ground Pass,26.715164,,,Incomplete,,Kévin Monnet-Paquet,4431.0,,,,,,1,From Free Kick,Benoît Assou-Ekotto,3047.0,Left Back,8,Saint-Étienne,135,"['cbd953cb-754a-44b2-86bf-a98920d062c7', 'ee5b85b6-c908-471d-a0f2-e6e2542bc588']",49,,,,,,,,,,,,,,,,,Saint-Étienne,135,00:03:49.059,Pass,
,,,,,,,,,,,,,,,,,,0.796735,,,,,,,,,,,,,,,,b9cd56f2-f5dc-4c53-9324-f01b0379e32a,119,,"[95.5, 65.8]",3901257,3,,,,,1.1118656,,Left Foot,,,,"[99.7, 74.3]",Ground Pass,9.481033,,,,,Marcos Paulo Mesquita Lopes,3218.0,,,,,,1,Regular Play,Sébastien Corchia,6716.0,Right Back,9,Lille,143,['3e6f3107-35e4-477b-9490-888ac3fc5cd3'],58,,,,,,,,,,,,,,,,,Lille,143,00:03:58.643,Pass,
,,,,,,,,,,,,,,,,,,1.671444,,,,,,,,,,,,,,,,0baa112c-d438-41fe-9988-818dac9fefb6,123,,"[87.1, 66.7]",3901257,4,,,,,-2.8858783,,Left Foot,,,,"[71.8, 62.7]",Ground Pass,15.814234,,,,,Ibrahim Amadou,11332.0,,,,,,1,Regular Play,Marcos Paulo Mesquita Lopes,3218.0,Right Wing,9,Lille,143,"['4f933ea7-6648-421c-b206-3cb289bf9222', '6c36bf4e-c449-4bf1-8a2a-99f191566e6f']",1,,,,,,,,,,,,,,,,,Lille,143,00:04:01.741,Pass,True
,,,,,,,,,,,,,,,,,,1.719972,,,,,,,,,,,,,,,,9f6e1a3a-815c-448d-abfd-0f69eab5ac27,130,,"[35.5, 24.7]",3901257,4,,,,,-0.73508096,,Left Foot,,,,"[50.1, 11.5]",Ground Pass,19.68248,,,,,Kévin Monnet-Paquet,4431.0,,,,,,1,Regular Play,Jérémy Clément,7442.0,Left Defensive Midfield,10,Saint-Étienne,135,['1de9fb30-c9bb-4782-aa57-30bb857058ac'],8,,,,,,,,,,,,,,,,,Saint-Étienne,135,00:04:08.013,Pass,
,,,,,,,,,,,,,,,,,,0.951711,,,,,,,,,,,,,,,,c0c2415e-e884-4ada-b558-d7e4d08f292e,133,,"[63.8, 10.0]",3901257,4,,,,,2.5447667,,Right Foot,,,,"[56.0, 15.3]",Ground Pass,9.43027,,,,,Jérémy Clément,7442.0,,,,,,1,Regular Play,Kévin Monnet-Paquet,4431.0,Left Wing,10,Saint-Étienne,135,['e5b653d8-827e-4651-a2f5-7db2681b45c9'],14,,,,,,,,,,,,,,,,,Saint-Étienne,135,00:04:14.214,Pass,
,,,,,,,,,,,,,,,,,,1.088908,,,,,,,,,,,,,,,,3216a3b1-c24f-4278-928d-b15fcf024a4d,135,,"[56.0, 15.3]",3901257,4,,,,,-1.8187512,,Left Foot,,,,"[54.0, 7.4]",Ground Pass,8.149233,,,,,Benoît Assou-Ekotto,3047.0,,,,,,1,Regular Play,Jérémy Clément,7442.0,Left Defensive Midfield,10,Saint-Étienne,135,['c359e34a-058c-4db0-b249-1df2fa06c2a2'],15,,,,,,,,,,,,,,,,,Saint-Étienne,135,00:04:15.166,Pass,
