50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,,1.967311,,,,,,,,,,,ce58fd75-98e7-4c88-b3a0-9dd4327ab76e,17,,"[38.7, 22.4]",3829469,0,,,,-0.52506757,,Head,,,,"[53.2, 14.0]",,High Pass,,16.757387,,,Incomplete,,Fábio Alexandre da Silva Coentrão,19047.0,,,,,Recovery,1,From Kick Off,Ricardo Alberto Silveira de Carvalho,10805.0,Left Center Back,2,Lorient,165,"['10ac8f02-cbdb-49ac-b00c-832c3a905557', '5750f324-b6cf-47fd-813e-84bbdac223cf', 'c897a042-6104-4dba-9cc6-a61d8ea8e188']",9,,,,,,,,,,,,,,,,,,AS Monaco,129,00:00:09.742,Pass,
,,,,,,,,,,,,,,,,,,,1.792738,,,,,,,,,,,5750f324-b6cf-47fd-813e-84bbdac223cf,19,,"[66.9, 66.1]",3829469,0,,,,0.114876606,,Head,,,,"[82.5, 67.9]",,Low Pass,,15.703503,,,,,Benjamin Jeannot,3552.0,,,,,Recovery,1,From Kick Off,Yann Jouffre,3102.0,Right Midfield,2,Lorient,165,"['38931e41-f273-4efe-af2f-c49e2174a26d', 'ce58fd75-98e7-4c88-b3a0-9dd4327ab76e']",11,,,,,,,,,,,,,,,,,,Lorient,165,00:00:11.709,Pass,
,,,,,,,,,,,,,,,,,,,1.889327,,,,,,,,,,,bd1784af-0ad4-4e08-b59b-f269b6461a51,22,,"[92.9, 69.7]",3829469,0,,,,-1.1801893,,Right Foot,True,,,"[109.0, 30.6]",,High Pass,,42.284985,,,Incomplete,,Romain Philippoteaux,7338.0,,,,,,1,From Kick Off,Benjamin Jeannot,3552.0,Right Center Forward,2,Lorient,165,"['024241ba-2de3-4b30-a28d-a216b9fb13e0', 'd051fe6c-80a0-4f29-8e46-9120daea1659']",15,,,,,,,,,,,,,,,,,,Lorient,165,00:00:15.723,Pass,
,,,,,,,,,,,,,,,,,,,1.265647,,,,,,,,,,,fff3aed6-e908-4475-895e-74ffd2d1b3c8,27,,"[32.7, 55.8]",3829469,0,,,,-0.5596816,,Left Foot,,,,"[41.0, 50.6]",,Ground Pass,,9.794386,,,,,Marcos Paulo Mesquita Lopes,3218.0,,,,,,1,Regular Play,Thomas Lemar,3245.0,Right Wing,3,AS Monaco,129,['db6241ff-fc56-494a-8256-bfcd9030c60c'],22,,,,,,,,,,,,,,,,,,AS Monaco,129,00:00:22.444,Pass,
,,,,,,,,,,,,,,,,,,,1.714651,,,,,,,,,,,c3b85a0f-1d22-4489-b2bc-5de29f191a99,30,,"[43.5, 48.1]",3829469,0,,,,-1.2716784,,Left Foot,,,,"[50.5, 25.4]",,Ground Pass,,23.75479,,,,,João Filipe Iria Santos Moutinho,3168.0,,,,,,1,Regular Play,Marcos Paulo Mesquita Lopes,3218.0,Center Attacking Midfield,3,AS Monaco,129,['a061513f-7b35-4187-be6e-1b369ab5f3a6'],24,,,,,,,,,,,,,,,,,,AS Monaco,129,00:00:24.463,Pass,
,,,,,,,,,,,,,,,,,,,0.880313,,,,,,,,,,,0e1e77eb-bde0-4b64-9841-6825937e0701,33,,"[62.8, 17.2]",3829469,0,,,,-0.9492697,,Right Foot,,,,"[68.1, 9.8]",,Ground Pass,,9.102198,,,,,Stephan El Shaarawy,6979.0,,,,,,1,Regular Play,João Filipe Iria Santos Moutinho,3168.0,Left Defensive Midfield,3,AS Monaco,129,['fe9fbde6-3b69-45b4-93c2-6fcfd51b973d'],27,,,,,,,,,,,,,,,,,,AS Monaco,129,00:00:27.681,Pass,
,,,,,,,,,,,,,,,,,,,1.717237,,,,,,,,,,,60befc8d-a394-4afe-8067-85af0e22f904,37,,"[67.2, 5.2]",3829469,0,,,,2.7744188,,Right Foot,,,,"[49.0, 12.2]",,Ground Pass,,19.499744,,,,,Fábio Alexandre da Silva Coentrão,19047.0,,,,,,1,Regular Play,Stephan El Shaarawy,6979.0,Left Wing,3,AS Monaco,129,['d4a6183c-3a2a-4bbd-bd68-37e86a368188'],30,,,,,,,,,,,,,,,,,,AS Monaco,129,00:00:30.802,Pass,
,,,,,,,,,,,,,,,,,,,1.280264,,,,,,,,,,,ad4352b6-26a3-4327-ba76-7e98fd361d9b,40,,"[49.5, 13.6]",3829469,0,,,,1.7583469,,Left Foot,,,,"[44.3, 41.0]",,Ground Pass,,27.889067,,,,,Fábio Henrique Tavares,3247.0,,,,,,1,Regular Play,Fábio Alexandre da Silva Coentrão,19047.0,Left Back,3,AS Monaco,129,['a146142b-544e-4a6f-bc76-e0361c0127d8'],33,,,,,,,,,,,,,,,,,,AS Monaco,129,00:00:33.829,Pass,
,,,,,,,,,,,,,,,,,,,1.681527,,,,,,,,,,,aa56a3ec-40d6-4859-ab97-554c01f5ac3b,43,,"[45.7, 45.0]",3829469,0,,,,1.2624806,,Right Foot,,,,"[55.7, 76.4]",,Ground Pass,,32.953907,,,,,Almamy Touré,3204.0,,,,,,1,Regular Play,Fábio Henrique Tavares,3247.0,Right Defensive Midfield,3,AS Monaco,129,['a8b865fd-582c-49d3-9c49-64f8234451a3'],36,,,,,,,,,,,,,,,,,,AS Monaco,129,00:00:36.634,Pass,
,,,,,,,,,,,,,,,,,,,0.857017,,,,,,,,,,,564d7587-e483-4925-b1bb-5f660b23445b,46,,"[56.0, 77.0]",3829469,0,,,,0.07339732,,Right Foot,,,,"[69.6, 78.0]",,Ground Pass,,13.636715,,,,,Thomas Lemar,3245.0,,,,,,1,Regular Play,Almamy Touré,3204.0,Right Back,3,AS Monaco,129,['da342363-abae-4546-ae98-1c069379d8b4'],38,,,,,,,,,,,,,,,,,,AS Monaco,129,00:00:38.974,Pass,
,,,,,,,,,,,,,,,,,,,1.792935,,,,,,,,,,,d64a6868-c8af-4c85-ba33-9df8784906a2,49,,"[58.0, 71.1]",3829469,0,,,,-1.6624925,,Left Foot,,,,"[54.0, 27.6]",,Ground Pass,,43.68352,,,,,João Filipe Iria Santos Moutinho,3168.0,,True,,,,1,Regular Play,Thomas Lemar,3245.0,Right Wing,3,AS Monaco,129,['e60f4951-66c5-4cca-a639-382de04af038'],43,,,,,,,,,,,,,,,,,,AS Monaco,129,00:00:43.967,Pass,
,,,,,,,,,,,,,,,,,,,1.356035,,,,,,,,,,,94edf2e6-92c8-4e2d-a6fc-9b654c8ee327,52,,"[56.8, 24.5]",3829469,0,,,,-0.9378297,,Right Foot,,,,"[71.4, 4.6]",,Ground Pass,,24.68137,,,,,Fábio Alexandre da Silva Coentrão,19047.0,,,,,,1,Regular Play,João Filipe Iria Santos Moutinho,3168.0,Left Defensive Midfield,3,AS Monaco,129,['f6629f7c-59e1-4e6d-af08-0b5f79663a05'],48,,,,,,,,,,,,,,,,,,AS Monaco,129,00:00:48.017,Pass,
,,,,,,,,,,,,,,,,,,,0.954192,,,,,,,,,,,8c8a7947-4e9b-4eec-911b-81592e338b93,55,,"[82.8, 3.9]",3829469,0,,,,0.81653,,Left Foot,,,,"[96.8, 18.8]",,Low Pass,,20.445293,,,Incomplete,,Stephan El Shaarawy,6979.0,,,,,,1,Regular Play,Fábio Alexandre da Silva Coentrão,19047.0,Left Back,3,AS Monaco,129,"['57fd2346-ae4b-4094-ba67-47c98b69dcb0', 'a51e5de4-aee6-40e3-a792-4f4b0c1a428f']",51,,,,,,,,,,,,,,,,,,AS Monaco,129,00:00:51.620,Pass,
,,,,,,,,,,,,,,,,,,,2.040117,,,,,,,,,,,a51e5de4-aee6-40e3-a792-4f4b0c1a428f,57,,"[23.3, 61.3]",3829469,0,,,,0.08877131,,Right Foot,,,,"[42.4, 63.0]",,High Pass,,19.175505,,,,,Benjamin Jeannot,3552.0,,,,,Recovery,1,Regular Play,Lamine Koné,13286.0,Right Center Back,4,Lorient,165,"['7e2b297f-ad84-41bc-8251-ee80abf4d5ee', '8c8a7947-4e9b-4eec-911b-81592e338b93']",52,,,,,,,,,,,,,,,,,,Lorient,165,00:00:52.574,Pass,
,,,,,,,,,,,,,,,,,,,0.606736,,,,,,,,,,,4f9800bd-1d3c-4662-a994-405b9482456f,61,,"[33.7, 66.5]",3829469,0,,,,2.7985687,,Right Foot,,,,"[28.1, 68.5]",,Ground Pass,,5.9464273,,,,,Lamine Gassama,6335.0,,,,,,1,Regular Play,Benjamin Jeannot,3552.0,Right Center Forward,4,Lorient,165,"['d3b5b3ff-52ce-4b62-9a4d-f1a4d5989826', 'e5b7344c-aaf4-49ee-9a7f-4b0088041b9f']",56,,,,,,,,,,,,,,,,,,Lorient,165,00:00:56.504,Pass,True
,,,,,,,,,,,,,,,,,,,0.932475,,,,,,,,,,,e831290b-767d-4ec9-ba15-97060e7f8633,63,,"[28.1, 68.5]",3829469,0,,,,0.8259165,,Right Foot,,,,"[35.2, 76.2]",,Ground Pass,,10.473777,,,,,Yann Jouffre,3102.0,,,,,,1,Regular Play,Lamine Gassama,6335.0,Right Back,4,Lorient,165,['4091648a-ee6a-483e-b562-24a0ff0d083b'],57,,,,,,,,,,,,,,,,,,Lorient,165,00:00:57.111,Pass,
,,,,,,,,,,,,,,,,,,,0.675097,,,,,,,,,,,4948ddcb-4a71-4d09-b4bc-f62b853ea74a,65,,"[35.2, 76.2]",3829469,0,,,,-2.4176555,,Left Foot,,,,"[28.3, 70.1]",,Ground Pass,,9.209778,,,,,Lamine Gassama,6335.0,,,,,,1,Regular Play,Yann Jouffre,3102.0,Right Midfield,4,Lorient,165,['821c50f1-1a91-4f17-b3d1-4748b5066cd5'],58,,,,,,,,,,,,,,,,,,Lorient,165,00:00:58.043,Pass,
,,,,,,,,,,,,,,,,,,,0.814708,,,,,,,,,,,ae09405e-b5d5-413b-bb87-030630fec955,67,,"[28.3, 70.1]",3829469,0,,,,-0.50230235,,Right Foot,,,,"[35.4, 66.2]",,Ground Pass,,8.100617,,,,,Benjamin Jeannot,3552.0,,,,,,1,Regular Play,Lamine Gassama,6335.0,Right Back,4,Lorient,165,['57be0ac9-4760-46ed-b8c5-15312a69182e'],58,,,,,,,,,,,,,,,,,,Lorient,165,00:00:58.719,Pass,
,,,,,,,,,,,,,,,,,,,0.902573,,,,,,,,,,,95766c85-66a5-4784-af8a-1be777b4867e,70,,"[38.0, 67.2]",3829469,0,,,,1.9167635,,Right Foot,,,,"[34.9, 75.8]",,Ground Pass,,9.141663,,,,,Yann Jouffre,3102.0,,,,,,1,Regular Play,Benjamin Jeannot,3552.0,Right Center Forward,4,Lorient,165,['dbc01ccc-2ef1-4515-9d71-2ff9b2954845'],59,,,,,,,,,,,,,,,,,,Lorient,165,00:00:59.924,Pass,
,,,,,,,,,,,,,,,,,,,0.872216,,,,,,,,,,,7357a136-f586-4ec7-8204-8023c7b9ef13,73,,"[36.3, 69.3]",3829469,1,,,,-0.7779356,,Left Foot,,,,"[49.8, 56.0]",,Ground Pass,,18.950989,,,,,Rafidine Abdullah,24646.0,,,,,,1,Regular Play,Yann Jouffre,3102.0,Right Midfield,4,Lorient,165,['3790fcdb-5dae-4563-81b9-c826380c5b2b'],3,,,,,,,,,,,,,,,,,,Lorient,165,00:01:03.306,Pass,
,,,,,,,,,,,,,,,,,,,1.606654,,,,,,,,,,,2900ad96-0340-4a27-b7af-81b782c77ae1,75,,"[49.8, 56.0]",3829469,1,,,,0.76747894,,Right Foot,,,,"[64.0, 69.7]",,Ground Pass,,19.731447,,,,,Benjamin Jeannot,3552.0,,,,,,1,Regular Play,Rafidine Abdullah,24646.0,Left Defensive Midfield,4,Lorient,165,['8022029b-c209-45c5-93ee-80e0a0b79c24'],4,,,,,,,,,,,,,,,,,,Lorient,165,00:01:04.178,Pass,
,,,,,,,,,,,,,,,,,,,1.566403,,,,,,,,,,,bd9a1d1c-422a-4c00-af6c-2a47a28deeb5,78,,"[77.4, 73.1]",3829469,1,,,,-1.2286842,,Right Foot,,,,"[87.3, 45.3]",,Ground Pass,,29.510168,True,,Incomplete,,Abdul Majeed Waris,7615.0,,,,,,1,Regular Play,Benjamin Jeannot,3552.0,Right Center Forward,4,Lorient,165,"['017bd1e3-17a6-448e-9bf6-05dd8076d217', 'f3d1a4f7-8347-4267-b52f-33ea98e8f6f4']",8,,,,,,,,,,,,,,,,,,Lorient,165,00:01:08.103,Pass,
,,,,,,,,,,,,,,,,,,,1.112368,,,,,,,,,,,017bd1e3-17a6-448e-9bf6-05dd8076d217,80,,"[32.8, 34.8]",3829469,1,,,,-1.2048756,,Right Foot,,,,"[36.9, 24.1]",,Ground Pass,,11.458621,,,,,Fábio Henrique Tavares,3247.0,,,,,Recovery,1,Regular Play,Andrea Raggi,3374.0,Right Center Back,5,AS Monaco,129,"['3ed6416a-c33c-4f33-af11-ed4109095408', 'bd9a1d1c-422a-4c00-af6c-2a47a28deeb5']",9,,,,,,,,,,,,,,,,,,AS Monaco,129,00:01:09.670,Pass,
,,,,,,,,,,,,,,,,,,,0.937538,,,,,,,,,,,80c04f1c-d2cf-4294-a5e5-fc495d9be4e2,83,,"[37.9, 23.1]",3829469,1,,,,-0.35563588,,Right Foot,,,,"[44.9, 20.5]",,Ground Pass,,7.467262,,,,,João Filipe Iria Santos Moutinho,3168.0,,,,,,1,Regular Play,Fábio Henrique Tavares,3247.0,Right Defensive Midfield,5,AS Monaco,129,['1de32d6d-6005-4818-83f8-3bc278a28b14'],11,,,,,,,,,,,,,,,,,,AS Monaco,129,00:01:11.637,Pass,
,,,,,,,,,,,,,,,,,,,3.162905,,,,,,,,,,,a8a86c54-4c8c-4221-921d-09257dbb2233,87,,"[46.9, 20.9]",3829469,1,,,,1.6834487,,Right Foot,,,,"[41.3, 70.4]",,High Pass,,49.81576,,,,,Almamy Touré,3204.0,,True,,,,1,Regular Play,João Filipe Iria Santos Moutinho,3168.0,Left Defensive Midfield,5,AS Monaco,129,"['2dcebb98-f4c3-453b-9650-df21a505d1c7', 'bde29617-fbb2-45f9-bfd9-9337453e08a5']",16,,,,,,,,,,,,,,,,,,AS Monaco,129,00:01:16.823,Pass,True
,,,,,,,,,,,,,,,,,,,1.691636,,,,,,,,,,,d2174bbf-2253-436d-8fff-7e0a90e84044,90,,"[44.3, 73.6]",3829469,1,,,,-2.324626,,Right Foot,,,,"[30.5, 58.9]",,Ground Pass,,20.16259,,,,,Andrea Raggi,3374.0,,,,,,1,Regular Play,Almamy Touré,3204.0,Right Back,5,AS Monaco,129,['229b0a0d-263d-4cd2-a1b9-4ffeb7c9aeda'],22,,,,,,,,,,,,,,,,,,AS Monaco,129,00:01:22.099,Pass,
,,,,,,,,,,,,,,,,,,,1.322276,,,,,,,,,,,c8bbb160-938e-476f-941f-4d64f1d26622,93,,"[33.0, 56.5]",3829469,1,,,,-1.1123233,,Right Foot,,,,"[48.3, 25.5]",,Ground Pass,,34.570072,,,,,João Filipe Iria Santos Moutinho,3168.0,,,,,,1,Regular Play,Andrea Raggi,3374.0,Right Center Back,5,AS Monaco,129,['71080906-7e55-490b-ba23-d9ccd8f5194f'],24,,,,,,,,,,,,,,,,,,AS Monaco,129,00:01:24.944,Pass,
,,,,,,,,,,,,,,,,,,,0.686665,,,,,,,,,,,4f7903f4-7c99-4874-9689-2182051fba00,96,,"[53.3, 23.3]",3829469,1,,,,-0.14920954,,Right Foot,,,,"[68.6, 21.0]",,Ground Pass,,15.47191,,,,,Stephan El Shaarawy,6979.0,,,,,,1,Regular Play,João Filipe Iria Santos Moutinho,3168.0,Left Defensive Midfield,5,AS Monaco,129,['a788dc93-1fc0-4bff-bc67-693340ddf638'],28,,,,,,,,,,,,,,,,,,AS Monaco,129,00:01:28.788,Pass,
,,,,,,,,,,,,,,,,,,,0.901737,,,,,,,,,,,0ca4a243-6787-4623-830a-daa3e9a82797,101,,"[62.2, 18.8]",3829469,1,,,,-2.04169,,Right Foot,,,,"[56.6, 7.8]",,Ground Pass,,12.343419,,,,,Fábio Alexandre da Silva Coentrão,19047.0,,,,,,1,Regular Play,Stephan El Shaarawy,6979.0,Left Wing,5,AS Monaco,129,['e9c287da-ea96-470e-918a-d2792b6a1b69'],31,,,,,,,,,,,,,,,,,,AS Monaco,129,00:01:31.099,Pass,
,,,,,,,,,,,,,,,,,,,1.711063,,,,,,,,,,,f6f2868f-5991-428f-af95-33ca433f76d9,104,,"[56.6, 7.8]",3829469,1,,,,2.6231074,,Left Foot,,,,"[40.3, 17.1]",,Ground Pass,,18.766459,,,,,Ricardo Alberto Silveira de Carvalho,10805.0,,,,,,1,Regular Play,Fábio Alexandre da Silva Coentrão,19047.0,Left Back,5,AS Monaco,129,['0910f4ab-7b9d-4229-a999-cec83930da08'],32,,,,,,,,,,,,,,,,,,AS Monaco,129,00:01:32.360,Pass,
,,,,,,,,,,,,,,,,,,,1.256046,,,,,,,,,,,0623e8a2-9c71-44b4-90ff-833e2f0b0b21,107,,"[39.7, 18.2]",3829469,1,,,,0.67474097,,Right Foot,,,,"[48.7, 25.4]",,Ground Pass,,11.525623,,,,,João Filipe Iria Santos Moutinho,3168.0,,,,,,1,Regular Play,Ricardo Alberto Silveira de Carvalho,10805.0,Left Center Back,5,AS Monaco,129,['0de6fbe6-aa43-4ce9-a156-039a7dfaefdc'],34,,,,,,,,,,,,,,,,,,AS Monaco,129,00:01:34.262,Pass,
,,,,,,,,,,,,,,,,,,,1.15177,,,,,,,,,,,4a494570-5193-42c1-baa8-52e53673718b,110,,"[53.6, 39.6]",3829469,1,,,,0.68231654,,Right Foot,,,,"[69.6, 52.6]",,Ground Pass,,20.615528,,,,,Thomas Lemar,3245.0,,,,,,1,Regular Play,João Filipe Iria Santos Moutinho,3168.0,Left Defensive Midfield,5,AS Monaco,129,['2d627d51-537c-43fb-b857-61cf93c6d5d9'],37,,,,,,,,,,,,,,,,,,AS Monaco,129,00:01:37.521,Pass,
