50_50,ball_receipt_outcome,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,0.94746,,,,,,,,,,,,43251db6-0168-4a2c-b4b6-4168b9292885,17,,,"[49.7, 4.5]",3829432,0,,,,2.3315082,,Left Foot,,,"[41.8, 12.8]",,Ground Pass,,11.458621,,,,,Blaise Matuidi,4375.0,,,,,,1,From Kick Off,Maxwell Scherrer Cabelino Andrade,26613.0,Left Back,2,Paris Saint-Germain,131,['fc038fcd-310b-40df-8ade-25a31768531e'],9,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:09.547,Pass,
,,,,,,,,,,,,,,,0.77515,,,,,,,,,,,,df2d9ade-271d-447d-bc2c-86b2a7c945ef,20,,,"[42.3, 13.0]",3829432,0,,,,0.35563588,,Left Foot,,,"[56.3, 18.2]",,Ground Pass,,14.934524,,,,,Lucas Rodrigues Moura da Silva,3745.0,,,,,,1,From Kick Off,Blaise Matuidi,4375.0,Left Center Midfield,2,Paris Saint-Germain,131,['670f3d25-1ec1-4bb4-a06e-4a30e1f73f6f'],11,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:11.439,Pass,
,,,,,,,,,,,,,,,0.907762,,,,,,,,,,,,19b26eea-2926-40c8-8687-74a6ba9d8ee8,23,,,"[56.3, 18.4]",3829432,0,,,,-2.544416,,Right Foot,,,"[46.3, 11.6]",,Ground Pass,,12.092973,,,,,Blaise Matuidi,4375.0,,,,,,1,From Kick Off,Lucas Rodrigues Moura da Silva,3745.0,Left Wing,2,Paris Saint-Germain,131,['a693883d-7262-4c27-ba2b-c34eef73e517'],12,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:12.271,Pass,
,,,,,,,,,,,,,,,0.866017,,,,,,,,,,,,5bb46c10-36b3-4f02-bf26-93e761ffe92c,26,,,"[47.7, 11.6]",3829432,0,,,,0.7253611,,Left Foot,,,"[57.4, 20.2]",,Ground Pass,,12.96341,,,,,Lucas Rodrigues Moura da Silva,3745.0,,,,,,1,From Kick Off,Blaise Matuidi,4375.0,Left Center Midfield,2,Paris Saint-Germain,131,['8146fb74-2d26-4173-9c07-7a81d4a3f40b'],13,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:13.708,Pass,
,,,,,,,,,,,,,,,1.585503,,,,,,,,,,,,f1ff9402-4f48-4bc4-94b4-58fa1e9de07f,28,,,"[57.4, 20.2]",3829432,0,,,,-1.3786036,,Left Foot,,,"[61.0, 1.7]",,Ground Pass,,18.847015,,,,,Maxwell Scherrer Cabelino Andrade,26613.0,,,,,,1,From Kick Off,Lucas Rodrigues Moura da Silva,3745.0,Left Wing,2,Paris Saint-Germain,131,['342abf0b-d633-4fa9-b3fd-b83f82f57ac0'],14,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:14.574,Pass,
,,,,,,,,,,,,,,,1.797666,,,,,,,,,,,,fd5c902e-61d1-4196-9ab3-e0c0f923461c,31,,,"[61.0, 1.7]",3829432,0,,,,2.2870922,,Right Foot,,,"[41.5, 24.1]",,Ground Pass,,29.698652,,,,,David Luiz Moreira Marinho,3956.0,,,,,,1,From Kick Off,Maxwell Scherrer Cabelino Andrade,26613.0,Left Back,2,Paris Saint-Germain,131,['eb638ebb-8184-4fc0-bf9a-78010e59dfd5'],16,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:16.280,Pass,
,,,,,,,,,,,,,,,2.00607,,,,,,,,,,,,9c811a50-f08e-41b7-a3a7-c98bba1a403b,34,,,"[42.0, 25.0]",3829432,0,,,,1.4259838,,Right Foot,,,"[48.3, 68.2]",,Ground Pass,,43.65696,,,,,Marco Verratti,3166.0,,True,,,,1,From Kick Off,David Luiz Moreira Marinho,3956.0,Left Center Back,2,Paris Saint-Germain,131,['8370c160-6d07-48e7-b019-76d440ae1057'],18,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:18.995,Pass,
,,,,,,,,,,,,,,,1.46738,,,,,,,,,,,,1429f5cd-368a-4c16-85f2-ac0663f0dcc1,37,,,"[53.4, 71.8]",3829432,0,,,,0.299532,,Right Foot,,,"[73.8, 78.1]",,Ground Pass,,21.350643,,,,,Serge Aurier,3481.0,,,,,,1,From Kick Off,Marco Verratti,3166.0,Right Center Midfield,2,Paris Saint-Germain,131,['9ce04868-a8b8-4fcb-ac1b-43a0e9e12324'],22,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:22.594,Pass,
,,,,,,,,,,,,,,,1.180584,,,,,,,,,,,,ed02ceca-20c2-4109-81e0-914d1e9844ea,40,,,"[73.8, 78.4]",3829432,0,,,,-2.1137474,,Right Foot,,,"[66.8, 66.8]",,Ground Pass,,13.548431,,,,,Thiago Motta,4325.0,,,,,,1,From Kick Off,Serge Aurier,3481.0,Right Back,2,Paris Saint-Germain,131,['f969a7b3-b4c4-434a-a6ae-bdc99536aa7c'],25,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:25.278,Pass,
,,,,,,,,,,,,,,,0.81818,,,,,,,,,,,,3547dfcb-0e49-47b9-bbc3-4721473d9a74,44,,,"[67.6, 65.9]",3829432,0,,,,1.3465616,,Left Foot,,,"[70.2, 77.3]",,Ground Pass,,11.692733,,,,,Serge Aurier,3481.0,,,,,,1,From Kick Off,Thiago Motta,4325.0,Center Defensive Midfield,2,Paris Saint-Germain,131,['9f2d3715-1f35-4aef-aec0-598b4ec65b97'],26,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:26.538,Pass,
,,,,,,,,,,,,,,,0.839545,,,,,,,,,,,,8b045b5f-2ab6-45cf-8121-171972e1e915,47,,,"[70.2, 76.7]",3829432,0,,,,0.19395915,,Left Foot,,,"[75.8, 77.8]",,Ground Pass,,5.707013,,,,,Marco Verratti,3166.0,,,,,,1,From Kick Off,Serge Aurier,3481.0,Right Back,2,Paris Saint-Germain,131,['b3c68889-2fe1-43d5-ba95-404bfa94f792'],28,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:28.567,Pass,
,,,,,,,,,,,,,,,0.808982,,,,,,,,,,,,b00b6536-da49-4020-9900-ed5766028df9,53,,,"[74.2, 76.9]",3829432,0,,,,-2.8666828,,Right Foot,,,"[66.4, 74.7]",,Ground Pass,,8.10432,,,,,Thiago Motta,4325.0,,,,,Free Kick,1,From Free Kick,Marco Verratti,3166.0,Right Center Midfield,3,Paris Saint-Germain,131,['023bdf2a-e525-4d0d-b0b0-80fe412b2a04'],38,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:38.722,Pass,
,,,,,,,,,,,,,,,0.689764,,,,,,,,,,,,753a364e-40cf-44fa-80e0-b643f1a3515a,57,,,"[65.9, 75.0]",3829432,0,,,,0.81871915,,Right Foot,,,"[68.8, 78.1]",,Ground Pass,,4.244997,,,,,Marco Verratti,3166.0,,,,,,1,From Free Kick,Thiago Motta,4325.0,Center Defensive Midfield,3,Paris Saint-Germain,131,['4ed3f12e-a85a-406c-a24b-4d69a8f6545f'],39,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:39.609,Pass,
,,,,,,,,,,,,,,,1.768817,,,,,,,,,,,,c4bcab04-c1ac-4313-8203-0d0aae528845,59,,,"[68.8, 78.1]",3829432,0,,,,-2.8761206,,Right Foot,,,"[47.1, 72.2]",,Ground Pass,,22.487774,,,,,Thiago Emiliano da Silva,3295.0,,,,,,1,From Free Kick,Marco Verratti,3166.0,Right Center Midfield,3,Paris Saint-Germain,131,['7651302f-29f4-4caf-96d2-b9ff7cc95dbb'],40,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:40.299,Pass,
,,,,,,,,,,,,,,,2.786345,,,,,,,,,,,,6b698ddc-cf68-4ac6-802e-e2ef24404b26,62,,,"[48.0, 72.2]",3829432,0,,,,-1.621328,,Right Foot,,,"[45.8, 28.7]",,Ground Pass,,43.555595,,,,,David Luiz Moreira Marinho,3956.0,,True,,,,1,From Free Kick,Thiago Emiliano da Silva,3295.0,Right Center Back,3,Paris Saint-Germain,131,['c7782166-257a-4c94-88f8-2f74381c8f78'],43,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:43.668,Pass,
,,,,,,,,,,,,,,,1.788963,,,,,,,,,,,,d41c55e8-a5e3-44a6-98bc-d2761113f206,65,,,"[48.9, 27.5]",3829432,0,,,,-0.9652517,,Right Foot,,,"[64.2, 5.4]",,Ground Pass,,26.87936,,,,,Maxwell Scherrer Cabelino Andrade,26613.0,,,,,,1,From Free Kick,David Luiz Moreira Marinho,3956.0,Left Center Back,3,Paris Saint-Germain,131,['1248db8a-edb9-48f4-bb81-e37b78fa7dd2'],47,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:47.549,Pass,
,,,,,,,,,,,,,,,0.962205,,,,,,,,,,,,7003cb9f-05c0-4122-9649-a1c3a9a29404,68,,,"[63.9, 5.1]",3829432,0,,,,1.6475682,,Left Foot,,,"[63.0, 16.8]",,Ground Pass,,11.734565,,,,,Lucas Rodrigues Moura da Silva,3745.0,,,,,,1,From Free Kick,Maxwell Scherrer Cabelino Andrade,26613.0,Left Back,3,Paris Saint-Germain,131,['ab064c4f-2261-4d43-8078-a299d1b21077'],50,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:50.019,Pass,
,,,,,,,,,,,,,,,1.186707,,,,,,,,,,,,7fc3dee1-4f98-46f1-8546-ab11cc40fb1a,72,,,"[60.2, 13.6]",3829432,0,,,,2.9629617,,Right Foot,,,"[45.8, 16.2]",,Ground Pass,,14.63284,,,,,David Luiz Moreira Marinho,3956.0,,,,,,1,From Free Kick,Lucas Rodrigues Moura da Silva,3745.0,Left Wing,3,Paris Saint-Germain,131,['1e16d632-c980-48ef-9f37-0f7b41624959'],53,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:53.307,Pass,
,,,,,,,,,,,,,,,1.767778,,,,,,,,,,,,b0e0f826-f6a6-4c09-a953-8581e39cdba0,75,,,"[45.8, 16.2]",3829432,0,,,,1.5547057,,Right Foot,,,"[46.5, 59.7]",,Ground Pass,,43.50563,,,,,Thiago Emiliano da Silva,3295.0,,True,,,,1,From Free Kick,David Luiz Moreira Marinho,3956.0,Left Center Back,3,Paris Saint-Germain,131,['2589c8f7-8a67-4a6e-9366-c571c75dc495'],55,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:55.680,Pass,
,,,,,,,,,,,,,,,1.850049,,,,,,,,,,,,0866e3cc-3286-4f11-8ed0-8cc07ce94863,78,,,"[57.9, 55.9]",3829432,0,,,,-0.37359086,,Right Foot,,,"[95.4, 41.2]",,High Pass,,40.278282,,,Incomplete,,Lucas Rodrigues Moura da Silva,3745.0,,,,,,1,From Free Kick,Thiago Emiliano da Silva,3295.0,Right Center Back,3,Paris Saint-Germain,131,"['2b757b23-34f7-4979-975d-263801c97e1b', '4c2e1953-0680-4016-bc40-427e9500330c']",59,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:59.487,Pass,
,,,,,,,,,,,,,,,1.418612,,,,,,,,,,,,1a483c28-c8fd-4ee5-ac24-bc7cc271e5b9,85,,,"[53.3, 57.7]",3829432,1,,,,2.154432,,Right Foot,,,"[42.8, 73.6]",,Ground Pass,,19.054132,,,,,David Ducourtioux,401509.0,,,,,,1,From Free Kick,Jacques Zoua Daogari,401505.0,Left Center Forward,3,Paris Saint-Germain,131,['b0b09698-9e99-45b0-9df0-fbe4ec6d0436'],6,,,,,,,,,,,,,,,,,Gazélec Ajaccio,160,00:01:06.125,Pass,
,,,,,,,,,,,,,,,0.892605,,,,,,,,,,,,30f27f57-33af-4946-b44e-48907ed8edf9,88,,,"[43.9, 74.1]",3829432,1,,,,0.16514868,,Right Foot,,,"[61.3, 77.0]",,Ground Pass,,17.64001,,,Incomplete,,Jacques Zoua Daogari,401505.0,,,,,,1,From Free Kick,David Ducourtioux,401509.0,Right Midfield,3,Paris Saint-Germain,131,"['6bb8696e-33f1-48b9-82a9-ab483e32124b', 'fc24cf09-99a9-4799-bc42-575c88a1d943']",8,,,,,,,,,,,,,,,,,Gazélec Ajaccio,160,00:01:08.429,Pass,
,,,,,,,,,,,,,,,0.450564,,,,,,,,,,,,469c21bb-dc66-4c2f-9b43-9d9013baffb0,92,,,"[64.8, 2.5]",3829432,1,,,,0.0,,Left Foot,,,"[68.4, 2.5]",,Low Pass,,3.6,,,Incomplete,,Blaise Matuidi,4375.0,,,,,,1,From Free Kick,Maxwell Scherrer Cabelino Andrade,26613.0,Left Back,3,Paris Saint-Germain,131,"['386a0599-7907-4756-947f-760cf335d1f4', '946749f2-f70a-4d52-8eed-b9548e34928b']",11,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:01:11.359,Pass,
,,,,,,,,,,,,,,,1.603208,,,,,,,,,,,,ca9d77ed-a729-463e-bb8a-22d3ee82f440,96,,,"[56.8, 5.4]",3829432,1,True,,,2.020448,,Right Foot,,,"[44.3, 31.3]",,Ground Pass,,28.758652,,,,,Thiago Emiliano da Silva,3295.0,,,,,Free Kick,1,From Free Kick,David Luiz Moreira Marinho,3956.0,Left Center Back,4,Paris Saint-Germain,131,['fcbe2ccf-4d37-48a4-9c12-9952991cfb76'],15,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:01:15.558,Pass,
,,,,,,,,,,,,,,,1.301622,,,,,,,,,,,,07cf8e0f-347d-4a03-b297-56f538212cf8,98,,,"[44.3, 31.5]",3829432,1,,,,1.1620673,,Right Foot,,,"[51.1, 47.2]",,Ground Pass,,17.109354,,,,,Marco Verratti,3166.0,,,,,,1,From Free Kick,Thiago Emiliano da Silva,3295.0,Right Center Back,4,Paris Saint-Germain,131,['95c70d7a-ff2a-46c9-a4af-e2ff83cd2d64'],19,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:01:19.362,Pass,
,,,,,,,,,,,,,,,0.959255,,,,,,,,,,,,be2549f8-ce7d-4f58-8ea9-71701eff33d9,101,,,"[61.6, 60.2]",3829432,1,,,,-1.949955,,Right Foot,,,"[56.5, 47.4]",,Ground Pass,,13.778606,,,,,Thiago Motta,4325.0,,,,,,1,From Free Kick,Marco Verratti,3166.0,Right Center Midfield,4,Paris Saint-Germain,131,['d0092f9f-07dc-4942-ae5b-490c69ba3928'],24,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:01:24.357,Pass,
,,,,,,,,,,,,,,,0.829661,,,,,,,,,,,,b38f98b1-eb7e-4a9c-a270-7de1ba5ffd3d,104,,,"[57.0, 47.2]",3829432,1,,,,1.418147,,Left Foot,,,"[59.4, 62.8]",,Ground Pass,,15.783536,,,,,Marco Verratti,3166.0,,,,,,1,From Free Kick,Thiago Motta,4325.0,Center Defensive Midfield,4,Paris Saint-Germain,131,['49e5d445-8f10-42d7-b18d-89f506290e4c'],28,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:01:28.365,Pass,
,,,,,,,,,,,,,,,1.126869,,,,,,,,,,,,bc3982fb-d407-47e4-b94a-4a9c8264144f,107,,,"[61.0, 59.1]",3829432,1,,,,1.0927464,,Right Foot,,,"[71.0, 78.4]",,Ground Pass,,21.736835,,,,,Serge Aurier,3481.0,,,,,,1,From Free Kick,Marco Verratti,3166.0,Right Center Midfield,4,Paris Saint-Germain,131,['fedce375-890a-45dd-840b-2c9defa4321d'],30,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:01:30.778,Pass,
,,,,,,,,,,,,,,,0.96719,,,,,,,,,,,,d8650d1a-d3ba-47f9-96b7-10d43a15b8bc,110,,,"[80.1, 78.1]",3829432,1,,,,-2.8284378,,Left Foot,,,"[69.6, 74.7]",,Ground Pass,,11.0367565,,,,,Marco Verratti,3166.0,,,,,,1,From Free Kick,Serge Aurier,3481.0,Right Back,4,Paris Saint-Germain,131,['064bb5b7-eaa2-463f-b7a2-250b19aeefcc'],34,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:01:34.969,Pass,
,,,,,,,,,,,,,,,2.815224,,,,,,,,,,,,60cb8984-27ed-4d02-abce-bb0bff43d97c,113,,,"[79.8, 74.2]",3829432,1,,,,-0.3708913,,Right Foot,,,"[115.8, 60.2]",,Ground Pass,,38.626415,,,,,Jean-Kévin Augustin,8510.0,,,,,,1,From Free Kick,Marco Verratti,3166.0,Right Center Midfield,4,Paris Saint-Germain,131,['60b732ad-b843-4e69-ab60-65ea0d503b90'],38,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:01:38.853,Pass,
,,,,,,,,,,,,,,,0.752971,,,,,,,,,,,,161633be-b40a-4cb9-aa56-75eef054cfac,116,,,"[115.8, 60.2]",3829432,1,,,,-2.156698,,Right Foot,True,True,"[108.5, 49.2]",,Ground Pass,,13.201894,,,,,Edinson Roberto Cavani Gómez,4319.0,,,,,,1,From Free Kick,Jean-Kévin Augustin,8510.0,Right Wing,4,Paris Saint-Germain,131,['f0ac0f82-ec47-437e-9e9f-91ae4cb78470'],41,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:01:41.748,Pass,
,,,,,,,,,,,,,,,0.45448,,,,,,,,,,,,bd8f29ba-abff-4ac4-a6ce-e3586a2bac9d,119,,,"[107.8, 49.6]",3829432,1,,,,-1.7574856,bdade942-7f6c-4bd7-bdc8-413cee25de89,No Touch,,,"[106.1, 40.6]",,Ground Pass,,9.159148,,True,,,Lucas Rodrigues Moura da Silva,3745.0,True,,,,,1,From Free Kick,Edinson Roberto Cavani Gómez,4319.0,Center Forward,4,Paris Saint-Germain,131,['350e9848-c3de-44fd-a659-59387452dc84'],42,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:01:42.661,Pass,
