50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_card,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_redirect,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,e6dc5e7f-88ac-4143-92c4-0c9587149a8e,1,,,3829477,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Toulouse,130,,0,,,,,,,,,,,,,,,,,"{'formation': 4411, 'lineup': [{'player': {'id': 22130, 'name': 'Mauro Daniel Goicoechea Furia'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 8677, 'name': 'Marcel Tisserand'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 26}, {'player': {'id': 30447, 'name': 'Jean-Armel Kana-Biyik'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 3}, {'player': {'id': 3035, 'name': 'Steeve Yago'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 20}, {'player': {'id': 3024, 'name': 'Jacques François Moubandje'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 29}, {'player': {'id': 3189, 'name': 'Étienne Didot'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 16522, 'name': 'Tongo Hamed Doumbia'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 4}, {'player': {'id': 31174, 'name': 'Jean-Daniel Akpa Akpro'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 7}, {'player': {'id': 16418, 'name': 'Adrien Regattin'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 17}, {'player': {'id': 6723, 'name': 'Wissam Ben Yedder'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 10}, {'player': {'id': 4447, 'name': 'Martin Braithwaite Christensen'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Toulouse,130,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,656e2fd1-ba0d-436c-ab4a-770b8534cb89,2,,,3829477,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Toulouse,130,,0,,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 3543, 'name': 'Steve Mandanda'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 30}, {'player': {'id': 18874, 'name': 'Mauricio Aníbal Isla Isla'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 18}, {'player': {'id': 7472, 'name': ""Nicolas Alexis Julio N'Koulou Ndoubena""}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 3}, {'player': {'id': 8572, 'name': 'Karim Rekik'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 4}, {'player': {'id': 401476, 'name': 'Paolo De Ceglie'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 25}, {'player': {'id': 3181, 'name': 'Lassana Diarra'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 10}, {'player': {'id': 25199, 'name': 'Lucas Silva Borges'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 8}, {'player': {'id': 23933, 'name': 'Abdelaziz Barrada'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 19}, {'player': {'id': 3639, 'name': 'Georges-Kévin Nkoudou Mbida'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 14}, {'player': {'id': 3420, 'name': 'Rémy Cabella'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 13}, {'player': {'id': 4345, 'name': 'Lucas Ariel Ocampos'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 7}]}",Marseille,147,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,3f4d010d-a89f-468b-919d-42c4278f9248,3,,,3829477,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Toulouse,130,['0f94166f-38b8-4835-b4bb-267f7b827058'],0,,,,,,,,,,,,,,,,,,Marseille,147,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,0f94166f-38b8-4835-b4bb-267f7b827058,4,,,3829477,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Toulouse,130,['3f4d010d-a89f-468b-919d-42c4278f9248'],0,,,,,,,,,,,,,,,,,,Toulouse,130,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,fbd13f94-61bc-4131-8e0d-1e19d116d373,1992,,,3829477,45,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,92,Marseille,147,['72f4ca28-15ec-45ad-ae6f-24ae73128c88'],0,,,,,,,,,,,,,,,,,,Toulouse,130,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,72f4ca28-15ec-45ad-ae6f-24ae73128c88,1993,,,3829477,45,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,92,Marseille,147,['fbd13f94-61bc-4131-8e0d-1e19d116d373'],0,,,,,,,,,,,,,,,,,,Marseille,147,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.266988,,,,,,,,,,4f514ce9-5536-4c57-9407-7ffbdbdcff65,5,,"[61.0, 40.1]",3829477,0,,,,,1.8105395,,Right Foot,,,"[59.9, 44.6]",,Ground Pass,,4.632494,,,Georges-Kévin Nkoudou Mbida,3639.0,,,,,Kick Off,1,From Kick Off,Lucas Ariel Ocampos,4345.0,Center Forward,2,Marseille,147,['e7ce397e-ba34-4ff7-b776-e8771b3d6ec7'],1,,,,,,,,,,,,,,,,,,Marseille,147,00:00:01.120,Pass,
,,,,,,,,,,,,,,,,,0.90216,,,,,,,,,,a94ac9df-c659-49cb-8c0a-15a41566171f,8,,"[59.6, 43.6]",3829477,0,,,,,-2.8682373,,Right Foot,,,"[48.9, 40.6]",,Ground Pass,,11.112605,,,Lassana Diarra,3181.0,,,,,,1,From Kick Off,Georges-Kévin Nkoudou Mbida,3639.0,Right Wing,2,Marseille,147,['33042260-a488-4832-bbae-64d868cbac80'],2,,,,,,,,,,,,,,,,,,Marseille,147,00:00:02.204,Pass,
,,,,,,,,,,,,,,,,,1.729202,,,,,,,,,,38629ec4-d6fc-4fcc-b0c2-e3a25e61bff8,11,,"[48.2, 40.0]",3829477,0,,,,,-1.8166975,,Right Foot,,,"[41.8, 14.5]",,Ground Pass,,26.290873,,,Paolo De Ceglie,401476.0,,,,,,1,From Kick Off,Lassana Diarra,3181.0,Center Defensive Midfield,2,Marseille,147,['bf3fee0f-0bce-4f72-9b5f-a40890289087'],3,,,,,,,,,,,,,,,,,,Marseille,147,00:00:03.750,Pass,
,,,,,,,,,,,,,,,,,1.481469,,,,,,,,,,0d415a95-79f7-416b-a54d-5dfa15583112,14,,"[40.1, 13.2]",3829477,0,,,,,2.3124268,,Left Foot,,,"[27.0, 27.5]",,Ground Pass,,19.393297,,,Karim Rekik,8572.0,,,,,,1,From Kick Off,Paolo De Ceglie,401476.0,Left Back,2,Marseille,147,['30618003-3988-4f58-a18a-8a72952862ac'],6,,,,,,,,,,,,,,,,,,Marseille,147,00:00:06.383,Pass,
,,,,,,,,,,,,,,,,,2.261092,,,,,,,,,,aa553d9d-e1b0-484a-b001-f3d1f050b2dc,18,,"[25.6, 22.8]",3829477,0,,,,,-0.55038595,,Left Foot,,,"[56.4, 3.9]",,High Pass,,36.136547,,,Rémy Cabella,3420.0,,,,,,1,From Kick Off,Karim Rekik,8572.0,Left Center Back,2,Marseille,147,"['50965906-b739-4039-bb40-b466b3a1492c', 'e7f4771a-2c7a-4c6c-89d1-6030ae3637e7']",9,,,,,,,,,,,,,,,,,,Marseille,147,00:00:09.037,Pass,True
,,,,,,,,,,,,,,,,,0.724847,,,,,,,,,,6a8f0901-7ed1-4cad-b322-27b9d7ab698d,21,,"[55.6, 3.3]",3829477,0,,,,,2.5262532,,Other,,,"[49.8, 7.4]",,Low Pass,,7.102816,,,Abdelaziz Barrada,23933.0,,,,,,1,From Kick Off,Rémy Cabella,3420.0,Left Wing,2,Marseille,147,"['4ecc5e52-e65a-4e09-a199-fdce0c770a34', 'b070a897-58bb-4000-bfb4-bd98db2543f7']",11,,,,,,,,,,,,,,,,,,Marseille,147,00:00:11.298,Pass,True
,,,,,,,,,,,,,,,,,0.938538,,,,,,,,,,9eadc0d8-7fff-44be-8a39-4244e5115bf7,25,,"[49.4, 6.6]",3829477,0,,,,,-2.1327178,,Right Foot,,,"[46.0, 1.2]",,Ground Pass,,6.3812222,Out,,Paolo De Ceglie,401476.0,,,,,,1,From Kick Off,Abdelaziz Barrada,23933.0,Left Center Midfield,2,Marseille,147,"['3b17c5ed-364a-45d4-ae1b-54565e50b4a9', '64694835-f61a-4ecd-919c-b4c46a2ec36d']",13,,,,,,,,,,,,,,,,,,Marseille,147,00:00:13.131,Pass,True
,,,,,,,,,,,,,,,,,1.302152,,,,,,,,,,da3081ab-3f45-4189-a4f2-dc1c54bdcfcf,27,,"[73.4, 80.0]",3829477,0,,True,,,-0.74984,,,,,"[86.5, 67.8]",,High Pass,,17.901117,,,Wissam Ben Yedder,6723.0,,,,,Throw-in,1,From Throw In,Marcel Tisserand,8677.0,Right Back,3,Toulouse,130,['b8f46abe-3679-43e7-9472-b79a5e4dca88'],18,,,,,,,,,,,,,,,,,,Toulouse,130,00:00:18.365,Pass,
,,,,,,,,,,,,,,,,,1.362259,,,,,,,,,,a1bd8fae-8f4f-449b-88d3-ab6513517087,29,,"[87.6, 68.3]",3829477,0,,,,,1.2674164,,Right Foot,,,"[91.2, 79.8]",,Low Pass,,12.050311,Out,,Marcel Tisserand,8677.0,,,,,,1,From Throw In,Wissam Ben Yedder,6723.0,Center Attacking Midfield,3,Toulouse,130,['5d17497e-83d0-4d55-a617-fa899b285bad'],19,,,,,,,,,,,,,,,,,,Toulouse,130,00:00:19.694,Pass,
