50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,37b6f74a-eb70-4371-97a4-8ea41cf77540,1,,,3901180,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Guingamp,142,,0,,,,,,,,,,,,,,,"{'formation': 442, 'lineup': [{'player': {'id': 3322, 'name': 'Jonas Lössl'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 3364, 'name': 'Jonathan Martins-Pereira'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 22}, {'player': {'id': 2936, 'name': 'Christophe Kerbrat'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 29}, {'player': {'id': 3124, 'name': 'Jérémy Sorbon'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 15}, {'player': {'id': 20199, 'name': 'Lars Christian Jacobsen'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 2}, {'player': {'id': 3121, 'name': 'Moustapha Elhadji Diallo'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 5}, {'player': {'id': 3348, 'name': 'Younousse Sankharé'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 13}, {'player': {'id': 3122, 'name': 'Yannis Salibur'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 19}, {'player': {'id': 4434, 'name': 'Thibault Giresse'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 26}, {'player': {'id': 3213, 'name': 'Jimmy Briand'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 23}, {'player': {'id': 4799, 'name': 'Sloan Privat'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 11}]}",Guingamp,142,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,ff605bf3-8bdd-4ef6-a38d-537d5bfd2a45,2,,,3901180,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Guingamp,142,,0,,,,,,,,,,,,,,,"{'formation': 4141, 'lineup': [{'player': {'id': 4259, 'name': 'Stéphane Ruffier'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 16}, {'player': {'id': 4258, 'name': 'Ronaël Pierre-Gabriel'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 33}, {'player': {'id': 401468, 'name': 'Moustapha Bayal Sall'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 26}, {'player': {'id': 4263, 'name': 'Loïc Perrin'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 24}, {'player': {'id': 3220, 'name': 'Franck Tabanou'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 13}, {'player': {'id': 4253, 'name': 'Ole Kristian Selnæs'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 17}, {'player': {'id': 4265, 'name': 'Oussama Tannane'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 4}, {'player': {'id': 3414, 'name': 'Vincent Pajot'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 5}, {'player': {'id': 4254, 'name': 'Valentin Eysseric'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 11}, {'player': {'id': 2944, 'name': 'Benjamin Corgnet'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 8}, {'player': {'id': 4766, 'name': 'Neal Maupay'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 14}]}",Saint-Étienne,135,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,bb9394fb-cb1f-496b-9eb3-a60b5787fa9f,3,,,3901180,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Guingamp,142,['5463811a-a7e3-4cd3-a5b2-c213555b3b12'],0,,,,,,,,,,,,,,,,Saint-Étienne,135,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,5463811a-a7e3-4cd3-a5b2-c213555b3b12,4,,,3901180,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Guingamp,142,['bb9394fb-cb1f-496b-9eb3-a60b5787fa9f'],0,,,,,,,,,,,,,,,,Guingamp,142,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,b2401257-90ce-4eda-9fac-7f7e7f52b853,1705,,,3901180,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Keeper,,,,102,Guingamp,142,['8293dea7-7553-4af8-8750-178145a22bae'],0,,,,,,,,,,,,,,,,Saint-Étienne,135,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,8293dea7-7553-4af8-8750-178145a22bae,1706,,,3901180,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Keeper,,,,102,Guingamp,142,['b2401257-90ce-4eda-9fac-7f7e7f52b853'],0,,,,,,,,,,,,,,,,Guingamp,142,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.450089,,,,,,,,,,,,f52c8b4b-e6d4-40cf-8b35-ed61a903a69f,5,,"[60.0, 40.0]",3901180,0,,,,,-1.6172744,,Right Foot,,,,"[59.8, 35.7]",,Ground Pass,,4.304649,,,,Sloan Privat,4799.0,,,,,Kick Off,1,From Kick Off,Jimmy Briand,3213.0,Right Center Forward,2,Guingamp,142,['874cf203-239e-4088-882d-a67e081c6299'],1,,,,,,,,,,,,,,,,Guingamp,142,00:00:01.303,Pass,
,,,,,,,,,,,,,,,,,1.136641,,,,,,,,,,,,11ba1e71-49d4-4c2a-b45e-dcc9bd72dd2d,7,,"[59.8, 36.9]",3901180,0,,,,,2.709185,,Left Foot,,,,"[52.0, 40.5]",,Ground Pass,,8.5906925,,,,Younousse Sankharé,3348.0,,,,,,1,From Kick Off,Sloan Privat,4799.0,Left Center Forward,2,Guingamp,142,['0a352039-2475-43b2-8596-da6ebc1736aa'],1,,,,,,,,,,,,,,,,Guingamp,142,00:00:01.753,Pass,
,,,,,,,,,,,,,,,,,1.69287,,,,,,,,,,,,57d1a188-82d5-4adf-bd9a-cf7536e67058,10,,"[53.0, 39.7]",3901180,0,,,,,-2.3059855,,Left Foot,,,,"[34.1, 18.8]",,Ground Pass,,28.17836,,,,Jérémy Sorbon,3124.0,,,,,,1,From Kick Off,Younousse Sankharé,3348.0,Left Defensive Midfield,2,Guingamp,142,['9c26f0f0-2a11-4173-9ce0-b23a19803489'],3,,,,,,,,,,,,,,,,Guingamp,142,00:00:03.782,Pass,
,,,,,,,,,,,,,,,,,2.336859,,,,,,,,,,,,b3245d57-7b87-4adb-8567-1419879b421b,13,,"[33.7, 18.4]",3901180,0,,,,,1.9320635,,Right Foot,,,,"[22.1, 49.1]",,Ground Pass,,32.81844,,,,Christophe Kerbrat,2936.0,,,,,,1,From Kick Off,Jérémy Sorbon,3124.0,Left Center Back,2,Guingamp,142,['6c7e3147-d325-4b9a-806b-a398c47a55a7'],5,,,,,,,,,,,,,,,,Guingamp,142,00:00:05.736,Pass,
