50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_offensive,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,96e3c559-6ba3-42d0-87ad-5b9c684287fd,1,,,,3901262,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Caen,140,,0,,,,,,,,,,,,,,,"{'formation': 4141, 'lineup': [{'player': {'id': 2963, 'name': 'Rémy Vercoutre'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 22111, 'name': 'Dennis Appiah'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 12}, {'player': {'id': 4386, 'name': 'Damien Da Silva'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 28}, {'player': {'id': 7344, 'name': 'Jordan Adéoti'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 18}, {'player': {'id': 2992, 'name': 'Vincent Bessat'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 11}, {'player': {'id': 40698, 'name': 'Nicolas Seube'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 2}, {'player': {'id': 7726, 'name': 'Jeff Louis'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 14}, {'player': {'id': 2979, 'name': 'Jonathan Delaplace'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 6}, {'player': {'id': 2959, 'name': 'Julien Féret'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 25}, {'player': {'id': 2955, 'name': 'Ronny Rodelin'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 23}, {'player': {'id': 3038, 'name': 'Andy Delort'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Caen,140,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,2e6a2ce1-3b86-4998-a0b6-76e43c4c4416,2,,,,3901262,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Caen,140,,0,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 4509, 'name': 'Jérôme Prior'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 30}, {'player': {'id': 2946, 'name': 'Frédéric Guilbert'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 26}, {'player': {'id': 4542, 'name': 'Pablo Nascimento Castro'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 4}, {'player': {'id': 3256, 'name': 'Nicolas Pallois'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 5}, {'player': {'id': 4628, 'name': 'Diego Armando Valentin Contento'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 8385, 'name': 'Ludovic Lamine Sané'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 6}, {'player': {'id': 3150, 'name': 'Jaroslav Plašil'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 18}, {'player': {'id': 3356, 'name': 'Valentín Vada'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 23}, {'player': {'id': 6739, 'name': 'Diego Alejandro Rolan Silva'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 9}, {'player': {'id': 3109, 'name': 'Malcom Filipe Silva de Oliveira'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 25}, {'player': {'id': 7130, 'name': 'Cheick Tidiane Diabaté'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 14}]}",Bordeaux,146,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,39ea02b9-6cc6-4bbc-b0ed-34e0ef4a6a23,3,,,,3901262,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Caen,140,['6e466bcf-517a-42ce-8e2b-878c0b5699ba'],0,,,,,,,,,,,,,,,,Caen,140,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,6e466bcf-517a-42ce-8e2b-878c0b5699ba,4,,,,3901262,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Caen,140,['39ea02b9-6cc6-4bbc-b0ed-34e0ef4a6a23'],0,,,,,,,,,,,,,,,,Bordeaux,146,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,be49217b-0839-472f-85f8-606c827c6496,1896,,,,3901262,45,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,99,Bordeaux,146,['eea97aeb-c0c7-4102-9046-399f7e43bbb0'],0,,,,,,,,,,,,,,,,Caen,140,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,eea97aeb-c0c7-4102-9046-399f7e43bbb0,1897,,,,3901262,45,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,99,Bordeaux,146,['be49217b-0839-472f-85f8-606c827c6496'],0,,,,,,,,,,,,,,,,Bordeaux,146,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,,0.753535,,,,,,,,,,,,,,,5a8152a9-bb48-47eb-8ced-0d1696a8e801,5,,,"[61.0, 40.1]",3901262,0,True,,,2.1840036,,Left Foot,,,"[59.1, 42.8]",Ground Pass,,3.3015149,,,,Diego Alejandro Rolan Silva,6739.0,,,,,Kick Off,1,From Kick Off,Cheick Tidiane Diabaté,7130.0,Center Forward,2,Bordeaux,146,['2e96a9f5-f381-430b-a2a0-894a8bf678c5'],0,,,,,,,,,,,,,,,,Bordeaux,146,00:00:00.629,Pass,
,,,,,,,,,,,,,,,,,,,1.144114,,,,,,,,,,,,,,,b0f77268-35a4-4834-8ee0-69106f951619,7,,,"[58.6, 42.2]",3901262,0,,,,2.8023,,Right Foot,,,"[46.7, 46.4]",Ground Pass,,12.61943,,,,Ludovic Lamine Sané,8385.0,,,,,,1,From Kick Off,Diego Alejandro Rolan Silva,6739.0,Right Wing,2,Bordeaux,146,['3b01e61d-ff6b-4c1d-941e-71bd9d3710c9'],1,,,,,,,,,,,,,,,,Bordeaux,146,00:00:01.416,Pass,
,,,,,,,,,,,,,,,,,,,2.192388,,,,,,,,,,,,,,,bedbed6b-fa45-457b-bdb4-6cb9c4718d32,11,,,"[44.1, 47.2]",3901262,0,,,,2.3188288,,Right Foot,,,"[33.8, 58.3]",Ground Pass,,15.142655,,,,Pablo Nascimento Castro,4542.0,,,,,,1,From Kick Off,Ludovic Lamine Sané,8385.0,Center Defensive Midfield,2,Bordeaux,146,['895c6820-4fd4-426e-81b4-ea128966e8c7'],3,,,,,,,,,,,,,,,,Bordeaux,146,00:00:03.497,Pass,
,,,,,,,,,,,,,,,,,,,1.579312,,,,,,,,,,,,,,,0a62057d-f674-457f-8e37-89dc0512d7b2,15,,,"[30.2, 63.4]",3901262,0,,,,0.30805278,,Right Foot,,,"[58.8, 72.5]",High Pass,,30.01283,,,,Jaroslav Plašil,3150.0,,,,,,1,From Kick Off,Pablo Nascimento Castro,4542.0,Right Center Back,2,Bordeaux,146,"['8d1e13e1-5dc6-4c02-a867-a1dc7e6f0d61', 'f8b8a3a6-f806-4f01-a27d-546795125b15']",5,,,,,,,,,,,,,,,,Bordeaux,146,00:00:05.809,Pass,True
